
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2021-08-04T19:40:08Z,,-0.387700237333775,-112.12556663900614,50.901700034737587,121.64030053652823,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,
,,220,,,,,,,C:/Users/kriddie/AppData/Local/Garmin/BaseCamp/DeviceCache/3908291093/LinkedPhotos/Garmin_Asia.jpg,
,,221,,,,,,,C:/Users/kriddie/AppData/Local/Garmin/BaseCamp/DeviceCache/3908291093/LinkedPhotos/Garmin_Europe.jpg,
,,222,,,,,,,C:/Users/kriddie/AppData/Local/Garmin/BaseCamp/DeviceCache/3908291093/LinkedPhotos/Garmin_USA.jpg,
,,223,,,,,,,C:/Users/kriddie/AppData/Local/Garmin/BaseCamp/DeviceCache/3908291093/GeotaggedPhotos/Garmin_Asia.jpg,
,,224,,,,,,,C:/Users/kriddie/AppData/Local/Garmin/BaseCamp/DeviceCache/3908291093/GeotaggedPhotos/Garmin_Europe.jpg,
,,225,,,,,,,C:/Users/kriddie/AppData/Local/Garmin/BaseCamp/DeviceCache/3908291093/GeotaggedPhotos/Garmin_USA.jpg,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,
1,38.855549991130829,-94.799017002806067,,2021-08-04T16:05:01Z,,,"001",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-08-04T16:05:01Z,
2,-0.320909963920712,-78.194470005109906,4248.4785160000001,2019-07-05T16:37:58Z,,,"002","WHERE I SANK","WHERE I SANK",,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2019-07-05T16:37:58Z,
3,-0.32126996666193,-78.198446966707706,4237.5073240000002,2019-07-05T19:24:27Z,,,"003",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2019-07-05T19:24:27Z,
4,-0.328459963202477,-78.200599020346999,,2021-02-25T18:21:43Z,,,"004",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-02-25T18:21:43Z,
5,35.96884198486805,-78.968232991173863,,2021-05-24T18:38:35Z,,,"005",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-05-24T18:38:35Z,
6,-0.328227030113339,-78.200743021443486,4105.3442379999997,2021-06-29T17:52:09Z,,,"006",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-06-29T17:52:09Z,
7,-0.328227030113339,-78.200760036706924,4106.4921880000002,2021-06-29T17:53:05Z,,,"007",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-06-29T17:53:05Z,
8,-0.326558025553823,-78.19957198575139,4102.6464839999999,2021-07-01T14:16:40Z,,,"008",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-01T14:16:40Z,
9,-0.326558025553823,-78.19957198575139,4102.6464839999999,2021-07-01T14:16:47Z,,,"009",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-01T14:16:47Z,
10,-0.314768962562084,-78.194072032347322,4266.904297,2021-07-05T17:58:19Z,,,"010",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-05T17:58:19Z,
