"Plot Title: Experiment									",,,,,,,,,
"#	""Date Time"," GMT-05:00""	""Low Range", ?S/cm (LGR S/N: 20974616," SEN S/N: 20974616)""	""Full Range", ?S/cm (LGR S/N: 20974616," SEN S/N: 20974616)""	""Temp", °C (LGR S/N: 20974616," SEN S/N: 20974616)""	Host Connected (LGR S/N: 20974616)	Coupler Detached (LGR S/N: 20974616)	Coupler Attached (LGR S/N: 20974616)	Stopped (LGR S/N: 20974616)	End Of File (LGR S/N: 20974616)",,
1134,7/21/2021 12:42,1.9,5,15.5,,,,,
1135,7/21/2021 12:42,3.7,1.6,15.32,Logged,,,,
1136,7/21/2021 12:43,46.3,41,8.68,,,,,
1137,7/21/2021 12:43,46.2,40.7,8.09,,Logged,,,
1138,7/21/2021 12:43,46,40.3,7.89,,,,,
1139,7/21/2021 12:43,46,39.9,7.8,,,,,
1140,7/21/2021 12:43,46,39.9,7.8,,,,,
1141,7/21/2021 12:43,46,39.9,7.74,,,,,
1142,7/21/2021 12:44,46,40.7,7.75,,,,,
1143,7/21/2021 12:44,45.9,39.9,7.68,,,,,
1144,7/21/2021 12:44,45.9,39.9,7.68,,,,,
1145,7/21/2021 12:44,45.9,40.3,7.67,,,,,
1146,7/21/2021 12:44,45.9,40.3,7.64,,,,,
1147,7/21/2021 12:44,45.9,39.9,7.62,,,,,
1148,7/21/2021 12:45,45.9,39.9,7.56,,,,,
1149,7/21/2021 12:45,45.9,40.3,7.56,,,,,
1150,7/21/2021 12:45,45.9,39.9,7.56,,,,,
1151,7/21/2021 12:45,45.9,39.9,7.55,,,,,
1152,7/21/2021 12:45,45.9,40.3,7.53,,,,,
1153,7/21/2021 12:45,45.9,40.3,7.51,,,,,
1154,7/21/2021 12:46,45.9,39.9,7.53,,,,,
1155,7/21/2021 12:46,45.9,40.3,7.51,,,,,
1156,7/21/2021 12:46,45.9,39.9,7.49,,,,,
1157,7/21/2021 12:46,45.8,39.9,7.47,,,,,
1158,7/21/2021 12:46,45.8,39.9,7.51,,,,,
1159,7/21/2021 12:46,45.7,39.9,7.49,,,,,
1160,7/21/2021 12:47,45.8,39.5,7.47,,,,,
1161,7/21/2021 12:47,45.8,39.9,7.46,,,,,
1162,7/21/2021 12:47,45.8,40.3,7.47,,,,,
1163,7/21/2021 12:47,45.8,39.9,7.47,,,,,
1164,7/21/2021 12:47,45.8,39.9,7.46,,,,,
1165,7/21/2021 12:47,45.7,39.9,7.45,,,,,
1166,7/21/2021 12:48,45.7,40.3,7.45,,,,,
1167,7/21/2021 12:48,45.7,39.9,7.46,,,,,
1168,7/21/2021 12:48,45.7,39.9,7.45,,,,,
1169,7/21/2021 12:48,45.7,40.3,7.46,,,,,
1170,7/21/2021 12:48,45.8,39.9,7.46,,,,,
1171,7/21/2021 12:48,45.7,39.5,7.45,,,,,
1172,7/21/2021 12:49,45.7,40.3,7.43,,,,,
1173,7/21/2021 12:49,45.7,40.3,7.44,,,,,
1174,7/21/2021 12:49,45.7,39.9,7.45,,,,,
1175,7/21/2021 12:49,45.7,39.9,7.45,,,,,
1176,7/21/2021 12:49,45.7,39.5,7.45,,,,,
1177,7/21/2021 12:49,45.7,40.3,7.44,,,,,
1178,7/21/2021 12:50,45.7,39.9,7.44,,,,,
1179,7/21/2021 12:50,45.7,40.3,7.44,,,,,
1180,7/21/2021 12:50,45.7,40.3,7.45,,,,,
1181,7/21/2021 12:50,45.7,39.5,7.44,,,,,
1182,7/21/2021 12:50,45.6,39.9,7.45,,,,,
1183,7/21/2021 12:50,45.7,39.9,7.44,,,,,
1184,7/21/2021 12:51,45.7,39.9,7.45,,,,,
1185,7/21/2021 12:51,45.7,39.9,7.44,,,,,
1186,7/21/2021 12:51,45.6,39.9,7.44,,,,,
1187,7/21/2021 12:51,45.7,39.9,7.44,,,,,
1188,7/21/2021 12:51,45.7,40.3,7.45,,,,,
1189,7/21/2021 12:51,45.7,39.9,7.45,,,,,
1190,7/21/2021 12:52,45.7,40.3,7.44,,,,,
1191,7/21/2021 12:52,45.7,39.9,7.44,,,,,
1192,7/21/2021 12:52,45.7,40.3,7.45,,,,,
1193,7/21/2021 12:52,45.7,39.9,7.43,,,,,
1194,7/21/2021 12:52,45.7,40.3,7.43,,,,,
1195,7/21/2021 12:52,45.7,39.9,7.44,,,,,
1196,7/21/2021 12:53,45.7,40.3,7.45,,,,,
1197,7/21/2021 12:53,45.7,40.3,7.45,,,,,
1198,7/21/2021 12:53,45.7,40.3,7.45,,,,,
1199,7/21/2021 12:53,45.7,39.9,7.46,,,,,
1200,7/21/2021 12:53,45.7,40.3,7.44,,,,,
1201,7/21/2021 12:53,45.7,40.3,7.45,,,,,
1202,7/21/2021 12:54,45.7,39.9,7.45,,,,,
1203,7/21/2021 12:54,45.7,39.5,7.44,,,,,
1204,7/21/2021 12:54,45.7,40.3,7.44,,,,,
1205,7/21/2021 12:54,45.7,39.9,7.43,,,,,
1206,7/21/2021 12:54,45.7,39.9,7.45,,,,,
1207,7/21/2021 12:54,45.7,39.9,7.45,,,,,
1208,7/21/2021 12:55,45.7,40.3,7.46,,,,,
1209,7/21/2021 12:55,45.7,40.3,7.45,,,,,
1210,7/21/2021 12:55,45.7,40.3,7.44,,,,,
1211,7/21/2021 12:55,45.8,40.3,7.46,,,,,
1212,7/21/2021 12:55,45.9,40.3,7.45,,,,,
1213,7/21/2021 12:55,46,40.3,7.45,,,,,
1214,7/21/2021 12:56,46.1,40.7,7.46,,,,,
1215,7/21/2021 12:56,46.2,40.7,7.46,,,,,
1216,7/21/2021 12:56,46.3,40.7,7.45,,,,,
1217,7/21/2021 12:56,46.4,41.1,7.45,,,,,
1218,7/21/2021 12:56,46.5,41.1,7.45,,,,,
1219,7/21/2021 12:56,46.8,41.1,7.44,,,,,
1220,7/21/2021 12:57,46.9,41.5,7.44,,,,,
1221,7/21/2021 12:57,47.1,41.5,7.43,,,,,
1222,7/21/2021 12:57,47.3,41.5,7.43,,,,,
1223,7/21/2021 12:57,47.4,41.8,7.45,,,,,
1224,7/21/2021 12:57,47.6,41.8,7.44,,,,,
1225,7/21/2021 12:57,47.7,42.2,7.44,,,,,
1226,7/21/2021 12:58,47.9,42.2,7.45,,,,,
1227,7/21/2021 12:58,48,42.2,7.44,,,,,
1228,7/21/2021 12:58,48.2,42.6,7.45,,,,,
1229,7/21/2021 12:58,48.3,42.6,7.44,,,,,
1230,7/21/2021 12:58,48.5,42.6,7.44,,,,,
1231,7/21/2021 12:58,48.6,43,7.44,,,,,
1232,7/21/2021 12:59,48.7,43,7.43,,,,,
1233,7/21/2021 12:59,48.8,43,7.44,,,,,
1234,7/21/2021 12:59,48.9,43.4,7.44,,,,,
1235,7/21/2021 12:59,49,43.4,7.43,,,,,
1236,7/21/2021 12:59,49.1,43.4,7.44,,,,,
1237,7/21/2021 12:59,49.2,43.4,7.44,,,,,
1238,7/21/2021 13:00,49.2,43.8,7.44,,,,,
1239,7/21/2021 13:00,49.2,43.8,7.44,,,,,
1240,7/21/2021 13:00,49.4,43.8,7.44,,,,,
1241,7/21/2021 13:00,49.4,43.8,7.41,,,,,
1242,7/21/2021 13:00,49.5,43.8,7.41,,,,,
1243,7/21/2021 13:00,49.5,43.8,7.44,,,,,
1244,7/21/2021 13:01,49.5,43.8,7.43,,,,,
1245,7/21/2021 13:01,49.5,43.8,7.43,,,,,
1246,7/21/2021 13:01,49.5,43.8,7.44,,,,,
1247,7/21/2021 13:01,49.6,43.8,7.43,,,,,
1248,7/21/2021 13:01,49.7,43.8,7.43,,,,,
1249,7/21/2021 13:01,49.6,43.8,7.44,,,,,
1250,7/21/2021 13:02,49.8,44.2,7.44,,,,,
1251,7/21/2021 13:02,49.7,44.2,7.43,,,,,
1252,7/21/2021 13:02,49.8,44.2,7.43,,,,,
1253,7/21/2021 13:02,49.8,44.2,7.44,,,,,
1254,7/21/2021 13:02,49.8,44.2,7.44,,,,,
1255,7/21/2021 13:02,49.8,44.2,7.44,,,,,
1256,7/21/2021 13:03,49.8,44.2,7.44,,,,,
1257,7/21/2021 13:03,49.8,44.2,7.44,,,,,
1258,7/21/2021 13:03,49.8,44.2,7.44,,,,,
1259,7/21/2021 13:03,49.9,44.2,7.45,,,,,
1260,7/21/2021 13:03,49.8,44.2,7.43,,,,,
1261,7/21/2021 13:03,49.9,44.2,7.43,,,,,
1262,7/21/2021 13:04,49.9,44.2,7.44,,,,,
1263,7/21/2021 13:04,49.9,44.2,7.44,,,,,
1264,7/21/2021 13:04,49.9,44.2,7.44,,,,,
1265,7/21/2021 13:04,49.9,44.2,7.43,,,,,
1266,7/21/2021 13:04,50,44.2,7.44,,,,,
1267,7/21/2021 13:04,50,44.2,7.44,,,,,
1268,7/21/2021 13:05,49.9,44.2,7.45,,,,,
1269,7/21/2021 13:05,50,44.2,7.44,,,,,
1270,7/21/2021 13:05,50.1,44.2,7.44,,,,,
1271,7/21/2021 13:05,50.1,44.6,7.44,,,,,
1272,7/21/2021 13:05,50.1,44.2,7.45,,,,,
1273,7/21/2021 13:05,50.1,44.6,7.45,,,,,
1274,7/21/2021 13:06,50.1,44.2,7.45,,,,,
1275,7/21/2021 13:06,50.1,44.2,7.45,,,,,
1276,7/21/2021 13:06,50.1,44.2,7.45,,,,,
1277,7/21/2021 13:06,50.1,44.6,7.46,,,,,
1278,7/21/2021 13:06,50.1,44.6,7.46,,,,,
1279,7/21/2021 13:06,50.1,44.2,7.46,,,,,
1280,7/21/2021 13:07,50.2,44.6,7.44,,,,,
1281,7/21/2021 13:07,50.2,44.6,7.46,,,,,
1282,7/21/2021 13:07,50.2,44.6,7.46,,,,,
1283,7/21/2021 13:07,50.2,44.6,7.46,,,,,
1284,7/21/2021 13:07,50.2,44.6,7.46,,,,,
1285,7/21/2021 13:07,50.3,44.6,7.46,,,,,
1286,7/21/2021 13:08,50.2,44.6,7.47,,,,,
1287,7/21/2021 13:08,50.3,44.6,7.47,,,,,
1288,7/21/2021 13:08,50.2,44.6,7.46,,,,,
1289,7/21/2021 13:08,50.3,44.6,7.47,,,,,
1290,7/21/2021 13:08,50.2,44.6,7.47,,,,,
1291,7/21/2021 13:08,50.2,44.6,7.47,,,,,
1292,7/21/2021 13:09,50.3,44.6,7.46,,,,,
1293,7/21/2021 13:09,50.3,44.6,7.47,,,,,
1294,7/21/2021 13:09,50.3,44.6,7.47,,,,,
1295,7/21/2021 13:09,50.2,44.6,7.47,,,,,
1296,7/21/2021 13:09,50.3,44.6,7.46,,,,,
1297,7/21/2021 13:09,50.2,44.6,7.46,,,,,
1298,7/21/2021 13:10,50.3,44.6,7.47,,,,,
1299,7/21/2021 13:10,50.2,44.6,7.47,,,,,
1300,7/21/2021 13:10,50.3,44.6,7.47,,,,,
1301,7/21/2021 13:10,50.3,44.6,7.46,,,,,
1302,7/21/2021 13:10,50.3,44.6,7.47,,,,,
1303,7/21/2021 13:10,50.3,44.6,7.46,,,,,
1304,7/21/2021 13:11,50.3,44.6,7.47,,,,,
1305,7/21/2021 13:11,50.3,44.6,7.49,,,,,
1306,7/21/2021 13:11,50.3,44.6,7.47,,,,,
1307,7/21/2021 13:11,50.3,44.6,7.47,,,,,
1308,7/21/2021 13:11,50.3,44.6,7.49,,,,,
1309,7/21/2021 13:11,50.3,44.6,7.47,,,,,
1310,7/21/2021 13:12,50.3,44.6,7.47,,,,,
1311,7/21/2021 13:12,50.4,44.6,7.47,,,,,
1312,7/21/2021 13:12,50.4,44.6,7.49,,,,,
1313,7/21/2021 13:12,50.4,44.9,7.47,,,,,
1314,7/21/2021 13:12,50.3,44.6,7.49,,,,,
1315,7/21/2021 13:12,50.4,44.6,7.49,,,,,
1316,7/21/2021 13:13,50.4,44.6,7.47,,,,,
1317,7/21/2021 13:13,50.3,44.6,7.49,,,,,
1318,7/21/2021 13:13,50.3,44.6,7.47,,,,,
1319,7/21/2021 13:13,50.3,44.6,7.49,,,,,
1320,7/21/2021 13:13,50.3,44.6,7.49,,,,,
1321,7/21/2021 13:13,50.3,44.6,7.46,,,,,
1322,7/21/2021 13:14,50.3,44.6,7.49,,,,,
1323,7/21/2021 13:14,50.3,44.6,7.47,,,,,
1324,7/21/2021 13:14,50.3,44.6,7.49,,,,,
1325,7/21/2021 13:14,50.2,44.6,7.49,,,,,
1326,7/21/2021 13:14,50.2,44.6,7.47,,,,,
