"Month","Day","Year","Time","Flux","Temperature (C)","Soil sig","Soil STD","ATM sig","ATM STD","Mode","Soil VR","Soil VA","ATM VR","ATM VA"
07,02,21,10:24:58,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,1,0,0,0,0
07,02,21,10:25:17,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
07,02,21,10:25:21,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
07,02,21,10:45:00,   5.31,  18.4,  613.66,  26.696,  317.76,  13.372,0,1.23937,1.72276,1.23879,1.74534
07,02,21,11:00:00,   4.52,  19.0,  553.71,  14.848,  301.96,  17.871,0,1.23987,1.72697,1.23916,1.74589
07,02,21,11:15:00,   4.03,  19.6,  529.32,  14.024,  304.59,  11.293,0,1.24062,1.72789,1.24008,1.74484
07,02,21,11:30:00,   3.66,  20.9,  489.91,   8.502,  285.86,  16.418,0,1.24145,1.72880,1.24104,1.74443
07,02,21,11:45:00,   3.61,  22.8,  478.05,  10.146,  277.14,   5.943,0,1.24300,1.72701,1.24245,1.74155
07,02,21,12:00:00,   3.52,  24.0,  467.86,  12.098,  271.84,  10.340,0,1.24387,1.72564,1.24391,1.74072
07,02,21,12:15:00,   2.99,  25.7,  439.88,   9.435,  273.43,  11.607,0,1.24562,1.72530,1.24520,1.73847
07,02,21,12:30:00,   3.07,  28.2,  445.85,   9.146,  274.84,   7.983,0,1.24804,1.72230,1.24750,1.73426
07,02,21,12:45:00,   3.05,  28.3,  446.54,   4.264,  276.70,  10.030,0,1.24783,1.72226,1.24729,1.73409
07,02,21,13:00:00,   2.87,  28.0,  437.28,   7.715,  277.60,   6.205,0,1.24729,1.72330,1.24704,1.73439
07,02,21,13:15:00,   2.51,  26.2,  417.95,  10.522,  278.16,   8.186,0,1.24558,1.72647,1.24504,1.73651
07,02,21,13:30:00,   2.73,  24.6,  417.80,   9.471,  265.52,   9.044,0,1.24416,1.72830,1.24366,1.73951
07,02,21,13:45:00,   3.10,  23.8,  435.46,  11.366,  263.01,   6.752,0,1.24345,1.72768,1.24362,1.74143
07,02,21,14:00:00,   2.63,  22.4,  418.90,  11.114,  272.24,   9.991,0,1.24175,1.73089,1.24183,1.74222
07,02,21,14:15:00,   2.55,  21.3,  414.74,  11.523,  272.48,   8.078,0,1.24095,1.73272,1.24062,1.74355
07,02,21,14:30:00,   2.71,  20.7,  425.08,   9.120,  273.99,  10.487,0,1.24045,1.73318,1.24058,1.74468
07,02,21,14:45:00,   2.62,  20.1,  417.44,   9.874,  271.57,  10.224,0,1.24016,1.73439,1.23962,1.74543
07,02,21,15:00:00,   2.73,  19.7,  423.93,   9.072,  271.57,   7.734,0,1.23995,1.73468,1.23937,1.74593
07,02,21,15:15:00,   2.71,  19.4,  428.59,   7.010,  277.58,   7.834,0,1.23987,1.73505,1.23929,1.74597
07,02,21,15:30:00,   2.75,  19.2,  425.60,  10.435,  272.31,   9.796,0,1.23933,1.73522,1.23933,1.74680
07,02,21,15:45:00,   2.73,  18.7,  425.95,   9.652,  274.08,   9.179,0,1.23900,1.73601,1.23866,1.74709
07,02,21,16:00:00,   2.56,  18.1,  420.36,   6.947,  277.94,   8.890,0,1.23850,1.73697,1.23808,1.74780
07,02,21,16:15:00,   2.56,  17.5,  421.40,   8.218,  278.98,  11.406,0,1.23754,1.73722,1.23737,1.74851
07,02,21,16:30:00,   2.65,  16.9,  424.21,  10.225,  276.32,   7.939,0,1.23720,1.73789,1.23691,1.74930
07,02,21,16:45:00,   2.65,  16.3,  426.65,   9.956,  278.85,   8.739,0,1.23637,1.73847,1.23633,1.74993
07,02,21,17:00:00,   2.91,  16.0,  445.42,  10.634,  283.12,   7.428,0,1.23616,1.73797,1.23595,1.75010
07,02,21,17:15:00,   2.79,  15.6,  438.65,  10.702,  283.20,   7.149,0,1.23587,1.73872,1.23566,1.75039
