Serial_number:
2020430
Project ID:

Location:
Well_01
Well_01
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;Well_01;TEMPERATURE
29 dic. 2021;14:30:00;0;65,3324;9,977
29 dic. 2021;14:45:00;0;65,3455;9,939
29 dic. 2021;15:00:00;0;65,3428;9,926
29 dic. 2021;15:15:00;0;65,3362;9,926
29 dic. 2021;15:30:00;0;65,3327;9,931
29 dic. 2021;15:45:00;0;65,3275;9,934
29 dic. 2021;16:00:00;0;65,3324;9,940
29 dic. 2021;16:15:00;0;65,3340;9,947
29 dic. 2021;16:30:00;0;65,3389;9,952
29 dic. 2021;16:45:00;0;65,3508;9,958
29 dic. 2021;17:00:00;0;65,3557;9,965
29 dic. 2021;17:15:00;0;65,3625;9,971
29 dic. 2021;17:30:00;0;65,3662;9,977
29 dic. 2021;17:45:00;0;65,3744;9,983
29 dic. 2021;18:00:00;0;65,3743;9,988
29 dic. 2021;18:15:00;0;65,3827;9,994
29 dic. 2021;18:30:00;0;65,3958;10,000
29 dic. 2021;18:45:00;0;65,4057;10,005
29 dic. 2021;19:00:00;0;65,4104;10,010
29 dic. 2021;19:15:00;0;65,4201;10,014
29 dic. 2021;19:30:00;0;65,4293;10,020
29 dic. 2021;19:45:00;0;65,4421;10,024
29 dic. 2021;20:00:00;0;65,4608;10,029
29 dic. 2021;20:15:00;0;65,4883;10,034
29 dic. 2021;20:30:00;0;65,4917;10,038
29 dic. 2021;20:45:00;0;65,5097;10,042
29 dic. 2021;21:00:00;0;65,5168;10,047
29 dic. 2021;21:15:00;0;65,5286;10,051
29 dic. 2021;21:30:00;0;65,5314;10,055
29 dic. 2021;21:45:00;0;65,5308;10,059
29 dic. 2021;22:00:00;0;65,5373;10,063
29 dic. 2021;22:15:00;0;65,5445;10,066
29 dic. 2021;22:30:00;0;65,5371;10,069
29 dic. 2021;22:45:00;0;65,5303;10,061
29 dic. 2021;23:00:00;0;65,5294;10,059
29 dic. 2021;23:15:00;0;65,5179;10,054
29 dic. 2021;23:30:00;0;65,5155;10,045
29 dic. 2021;23:45:00;0;65,5101;10,035
30 dic. 2021;00:00:00;0;65,4990;10,026
30 dic. 2021;00:15:00;0;65,4834;10,016
30 dic. 2021;00:30:00;0;65,4724;10,005
30 dic. 2021;00:45:00;0;65,4534;9,994
30 dic. 2021;01:00:00;0;65,4425;9,983
30 dic. 2021;01:15:00;0;65,4269;9,974
30 dic. 2021;01:30:00;0;65,4055;9,960
30 dic. 2021;01:45:00;0;65,3892;9,949
30 dic. 2021;02:00:00;0;65,3901;9,937
30 dic. 2021;02:15:00;0;65,3732;9,924
30 dic. 2021;02:30:00;0;65,3744;9,911
30 dic. 2021;02:45:00;0;65,3587;9,891
30 dic. 2021;03:00:00;0;65,3438;9,883
30 dic. 2021;03:15:00;0;65,3374;9,860
30 dic. 2021;03:30:00;0;65,3400;9,845
30 dic. 2021;03:45:00;0;65,3384;9,828
30 dic. 2021;04:00:00;0;65,3354;9,808
30 dic. 2021;04:15:00;0;65,3368;9,795
30 dic. 2021;04:30:00;0;65,3455;9,770
30 dic. 2021;04:45:00;0;65,3481;9,752
30 dic. 2021;05:00:00;0;65,3450;9,718
30 dic. 2021;05:15:00;0;65,3518;9,698
30 dic. 2021;05:30:00;0;65,3561;9,697
30 dic. 2021;05:45:00;0;65,3580;9,675
30 dic. 2021;06:00:00;0;65,3656;9,671
30 dic. 2021;06:15:00;0;65,3704;9,640
30 dic. 2021;06:30:00;0;65,3778;9,614
30 dic. 2021;06:45:00;0;65,3907;9,599
30 dic. 2021;07:00:00;0;65,4120;9,597
30 dic. 2021;07:15:00;0;65,4286;9,594
30 dic. 2021;07:30:00;0;65,4512;9,588
30 dic. 2021;07:45:00;0;65,4549;9,588
30 dic. 2021;08:00:00;0;65,4634;9,547
30 dic. 2021;08:15:00;0;65,4739;9,522
30 dic. 2021;08:30:00;0;65,4741;9,511
30 dic. 2021;08:45:00;0;65,4752;9,511
30 dic. 2021;09:00:00;0;65,4733;9,506
30 dic. 2021;09:15:00;0;65,4814;9,508
30 dic. 2021;09:30:00;0;65,4816;9,504
30 dic. 2021;09:45:00;0;65,4838;9,509
30 dic. 2021;10:00:00;0;65,4820;9,495
30 dic. 2021;10:15:00;0;65,4789;9,498
30 dic. 2021;10:30:00;0;65,4756;9,489
30 dic. 2021;10:45:00;0;65,4696;9,486
30 dic. 2021;11:00:00;0;65,4693;9,493
30 dic. 2021;11:15:00;0;65,4665;9,497
30 dic. 2021;11:30:00;0;65,4603;9,504
30 dic. 2021;11:45:00;0;65,4426;9,513
30 dic. 2021;12:00:00;0;65,4388;9,522
30 dic. 2021;12:15:00;0;65,4298;9,534
30 dic. 2021;12:30:00;0;65,4224;9,548
30 dic. 2021;12:45:00;0;65,4089;9,562
30 dic. 2021;13:00:00;0;65,3998;9,575
30 dic. 2021;13:15:00;0;65,3792;9,589
30 dic. 2021;13:30:00;0;65,3614;9,602
30 dic. 2021;13:45:00;0;65,3357;9,616
30 dic. 2021;14:00:00;0;65,3238;9,629
30 dic. 2021;14:15:00;0;65,2987;9,642
30 dic. 2021;14:30:00;0;65,2835;9,654
30 dic. 2021;14:45:00;0;65,2690;9,668
30 dic. 2021;15:00:00;0;65,2512;9,681
30 dic. 2021;15:15:00;0;65,2382;9,693
30 dic. 2021;15:30:00;0;65,2215;9,705
30 dic. 2021;15:45:00;0;65,1978;9,716
30 dic. 2021;16:00:00;0;65,1889;9,726
30 dic. 2021;16:15:00;0;65,2005;9,738
30 dic. 2021;16:30:00;0;65,2002;9,748
30 dic. 2021;16:45:00;0;65,2054;9,758
30 dic. 2021;17:00:00;0;65,2090;9,768
30 dic. 2021;17:15:00;0;65,2114;9,777
30 dic. 2021;17:30:00;0;65,2193;9,786
30 dic. 2021;17:45:00;0;65,2270;9,796
30 dic. 2021;18:00:00;0;65,2382;9,805
30 dic. 2021;18:15:00;0;65,2437;9,814
30 dic. 2021;18:30:00;0;65,2547;9,823
30 dic. 2021;18:45:00;0;65,2649;9,831
30 dic. 2021;19:00:00;0;65,2710;9,839
30 dic. 2021;19:15:00;0;65,2776;9,848
30 dic. 2021;19:30:00;0;65,2883;9,856
30 dic. 2021;19:45:00;0;65,2968;9,864
30 dic. 2021;20:00:00;0;65,3124;9,872
30 dic. 2021;20:15:00;0;65,3302;9,879
30 dic. 2021;20:30:00;0;65,3470;9,888
30 dic. 2021;20:45:00;0;65,3506;9,894
30 dic. 2021;21:00:00;0;65,3629;9,902
30 dic. 2021;21:15:00;0;65,3750;9,909
30 dic. 2021;21:30:00;0;65,3832;9,917
