"","lon_fit","lat_fit","lon_dist","lat_dist","dist","lon","lat","ele","time","lat_wypt","lon_wypt","ele_wypt","Date","EOS_no","Flux_ave","Tract","Point","CO2_ppm_ave","adjusted_ppm","DOC","TDN","AirTemp_c","VaisalaType","Total_hPa","GAVI_waterTempAve"
"53",-78.1921627709692,-0.317452145205021,-78.1921624425593,-0.317453145205021,6.27913610175483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",-78.1921630966534,-0.317451145205021,-78.1921627709692,-0.317452145205021,6.39621049391163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",-78.1921634196488,-0.317450145205021,-78.1921630966534,-0.317451145205021,6.51319254441758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",-78.1921637399918,-0.317449145205021,-78.1921634196488,-0.317450145205021,6.63008418578526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",-78.1921640577188,-0.317448145205021,-78.1921637399918,-0.317449145205021,6.74688731733135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",-78.1921643728655,-0.317447145205021,-78.1921640577188,-0.317448145205021,6.86360379459869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",-78.1921646854675,-0.317446145205021,-78.1921643728655,-0.317447145205021,6.98023544025876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",-78.1921649955598,-0.317445145205021,-78.1921646854675,-0.317446145205021,7.09678403869326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",-78.1921653031771,-0.317444145205021,-78.1921649955598,-0.317445145205021,7.21325133542101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",-78.192165608354,-0.317443145205021,-78.1921653031771,-0.317444145205021,7.32963904723132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",-78.1921659111244,-0.317442145205021,-78.192165608354,-0.317443145205021,7.44594885071036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",-78.192166211522,-0.317441145205021,-78.1921659111244,-0.317442145205021,7.56218238822259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",-78.1921665095801,-0.317440145205021,-78.192166211522,-0.317441145205021,7.67834127296777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",-78.1921668053318,-0.317439145205021,-78.1921665095801,-0.317440145205021,7.79442708173946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",-78.1921670988096,-0.317438145205021,-78.1921668053318,-0.317439145205021,7.91044135800606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",-78.192167390046,-0.317437145205021,-78.1921670988096,-0.317438145205021,8.02638561956544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",-78.1921676790728,-0.317436145205021,-78.192167390046,-0.317437145205021,8.14226134558036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",-78.1921679659217,-0.317435145205021,-78.1921676790728,-0.317436145205021,8.25806998976531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",-78.1921682506239,-0.317434145205021,-78.1921679659217,-0.317435145205021,8.37381297459951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",-78.1921685332104,-0.317433145205021,-78.1921682506239,-0.317434145205021,8.4894916922081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",-78.1921688137118,-0.317432145205021,-78.1921685332104,-0.317433145205021,8.60510750648185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",-78.1921690921584,-0.317431145205021,-78.1921688137118,-0.317432145205021,8.72066175499941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",-78.19216936858,-0.317430145205021,-78.1921690921584,-0.317431145205021,8.83615574310718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",-78.1921696430063,-0.317429145205021,-78.19216936858,-0.317430145205021,8.95159075421365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",-78.1921699154666,-0.317428145205021,-78.1921696430063,-0.317429145205021,9.0669680401082,-78.1921626348048,-0.317426444962621,4318.86,"2021-07-12 12:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",-78.1921701859898,-0.317427145205021,-78.1921699154666,-0.317428145205021,9.18228883112612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",-78.1921704546046,-0.317426145205021,-78.1921701859898,-0.317427145205021,9.29755432807017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",-78.1921707213392,-0.317425145205021,-78.1921704546046,-0.317426145205021,9.41276570928505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",-78.1921709862217,-0.317424145205021,-78.1921707213392,-0.317425145205021,9.52792412599075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",-78.1921712492797,-0.317423145205021,-78.1921709862217,-0.317424145205021,9.6430307063368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",-78.1921715105406,-0.317422145205021,-78.1921712492797,-0.317423145205021,9.75808655727067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",-78.1921717700313,-0.317421145205021,-78.1921715105406,-0.317422145205021,9.87309275737714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",-78.1921720277786,-0.317420145205021,-78.1921717700313,-0.317421145205021,9.98805036593534,-78.1921809073538,-0.317422924563289,4315.98,"2021-07-12 12:44:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",-78.1921720277786,-0.317420145205021,-78.1921717700313,-0.317421145205021,9.98805036593534,-78.1921661552042,-0.317418398335576,4322.71,"2021-07-12 12:45:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",-78.1921722838089,-0.317419145205021,-78.1921720277786,-0.317420145205021,10.102960420055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",-78.1921725381483,-0.317418145205021,-78.1921722838089,-0.317419145205021,10.2178239326057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",-78.1921727908226,-0.317417145205021,-78.1921725381483,-0.317418145205021,10.3326418982486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",-78.1921730418572,-0.317416145205021,-78.1921727908226,-0.317417145205021,10.4474152861074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",-78.1921732912774,-0.317415145205021,-78.1921730418572,-0.317416145205021,10.5621450495444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",-78.1921735391079,-0.317414145205021,-78.1921732912774,-0.317415145205021,10.6768321185313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",-78.1921737853733,-0.317413145205021,-78.1921735391079,-0.317414145205021,10.7914774028333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",-78.192174030098,-0.317412145205021,-78.1921737853733,-0.317413145205021,10.9060817960247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",-78.1921742733059,-0.317411145205021,-78.192174030098,-0.317412145205021,11.0206461701372,-78.1921663228422,-0.317409262061119,4319.34,"2021-07-12 12:38:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",-78.1921745150206,-0.317410145205021,-78.1921742733059,-0.317411145205021,11.1351713789483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",-78.1921747552655,-0.317409145205021,-78.1921745150206,-0.317410145205021,11.2496582574278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",-78.1921749940636,-0.317408145205021,-78.1921747552655,-0.317409145205021,11.3641076236171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",-78.1921752314379,-0.317407145205021,-78.1921749940636,-0.317408145205021,11.4785202789932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",-78.1921754674107,-0.317406145205021,-78.1921752314379,-0.317407145205021,11.5928970048071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",-78.1921757020044,-0.317405145205021,-78.1921754674107,-0.317406145205021,11.707238567996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",-78.1921759352407,-0.317404145205021,-78.1921757020044,-0.317405145205021,11.8215457181666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",-78.1921761671413,-0.317403145205021,-78.1921759352407,-0.317404145205021,11.9358191882675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",-78.1921763977277,-0.317402145205021,-78.1921761671413,-0.317403145205021,12.0500596970692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",-78.1921766270208,-0.317401145205021,-78.1921763977277,-0.317402145205021,12.16426794597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",-78.1921768550415,-0.317400145205021,-78.1921766270208,-0.317401145205021,12.2784446220983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",-78.1921770818102,-0.317399145205021,-78.1921768550415,-0.317400145205021,12.3925903970381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",-78.1921773073473,-0.317398145205021,-78.1921770818102,-0.317399145205021,12.5067059289296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",-78.1921775316726,-0.317397145205021,-78.1921773073473,-0.317398145205021,12.6207918602651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",-78.1921777548059,-0.317396145205021,-78.1921775316726,-0.317397145205021,12.7348488202819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",-78.1921779767665,-0.317395145205021,-78.1921777548059,-0.317396145205021,12.8488774240068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",-78.1921781975737,-0.317394145205021,-78.1921779767665,-0.317395145205021,12.9628782745996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",-78.1921784172463,-0.317393145205021,-78.1921781975737,-0.317394145205021,13.0768519593442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",-78.1921786358029,-0.317392145205021,-78.1921784172463,-0.317393145205021,13.1907990556312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",-78.1921788532618,-0.317391145205021,-78.1921786358029,-0.317392145205021,13.304720125744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",-78.1921790696412,-0.317390145205021,-78.1921788532618,-0.317391145205021,13.4186157204012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",-78.1921792849588,-0.317389145205021,-78.1921790696412,-0.317390145205021,13.5324863786341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",-78.1921794992323,-0.317388145205021,-78.1921792849588,-0.317389145205021,13.6463326277479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",-78.192179712479,-0.317387145205021,-78.1921794992323,-0.317388145205021,13.7601549822647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",-78.1921799247157,-0.317386145205021,-78.192179712479,-0.317387145205021,13.8739539456757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",-78.1921801359595,-0.317385145205021,-78.1921799247157,-0.317386145205021,13.9877300105793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",-78.1921803462267,-0.317384145205021,-78.1921801359595,-0.317385145205021,14.1014836591974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",-78.1921805555338,-0.317383145205021,-78.1921803462267,-0.317384145205021,14.2152153623457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",-78.1921807638967,-0.317382145205021,-78.1921805555338,-0.317383145205021,14.3289255802446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",-78.1921809713312,-0.317381145205021,-78.1921807638967,-0.317382145205021,14.4426147629398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",-78.1921811778529,-0.317380145205021,-78.1921809713312,-0.317381145205021,14.5562833499395,NA,NA,NA,NA,NA,NA,NA,"2021-07-05","EOS2",1,1,2,3554.46153846154,5341.61136046959,3.226,0.125,6.667,"old",627.6114,9.09625
