"","lon_fit","lat_fit","lon_dist","lat_dist","dist","lon","lat","ele","time","lat_wypt","lon_wypt","ele_wypt","Date","EOS_no","Flux_ave","Tract","Point","CO2_ppm_ave","adjusted_ppm","DOC","TDN","AirTemp_c","VaisalaType","Total_hPa","GAVI_waterTempAve"
"1",-78.1921410916266,-0.317504145205021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"2021-07-05","EOS2",0.0833333333333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"2",-78.1921416172124,-0.317503145205021,-78.1921410916266,-0.317504145205021,0.125758116334701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",-78.1921421376578,-0.317502145205021,-78.1921416172124,-0.317503145205021,0.25125103727355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-78.192142653021,-0.317501145205021,-78.1921421376578,-0.317502145205021,0.376483785191016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",-78.1921431633596,-0.317500145205021,-78.192142653021,-0.317501145205021,0.501461298783068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-78.1921436687311,-0.317499145205021,-78.1921431633596,-0.317500145205021,0.626188440836105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-78.1921441691921,-0.317498145205021,-78.1921436687311,-0.317499145205021,0.750669993160583,-78.1921451166272,-0.317498780786991,4322.71,"2021-07-12 12:47:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-78.1921446647991,-0.317497145205021,-78.1921441691921,-0.317498145205021,0.87491066043512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-78.1921451556079,-0.317496145205021,-78.1921446647991,-0.317497145205021,0.998915072194125,-78.1921612098813,-0.317504145205021,4322.22,"2021-07-12 12:47:30",-0.317504983395338,-78.192155007273,4322.055664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",-78.192145641674,-0.317495145205021,-78.1921451556079,-0.317496145205021,1.12268777662486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-78.1921461230523,-0.317494145205021,-78.192145641674,-0.317495145205021,1.24623325253921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",-78.1921465997973,-0.317493145205021,-78.1921461230523,-0.317494145205021,1.36955589950868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",-78.1921470719632,-0.317492145205021,-78.1921465997973,-0.317493145205021,1.4926600442185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",-78.1921475396035,-0.317491145205021,-78.1921470719632,-0.317492145205021,1.61554994173447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",-78.1921480027714,-0.317490145205021,-78.1921475396035,-0.317491145205021,1.73822977564386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",-78.1921484615197,-0.317489145205021,-78.1921480027714,-0.317490145205021,1.86070365696648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",-78.1921489159006,-0.317488145205021,-78.1921484615197,-0.317489145205021,1.9829756238086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",-78.1921493659661,-0.317487145205021,-78.1921489159006,-0.317488145205021,2.10504964970667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-78.1921498117674,-0.317486145205021,-78.1921493659661,-0.317487145205021,2.22692963445845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",-78.1921502533556,-0.317485145205021,-78.1921498117674,-0.317486145205021,2.34861941357537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",-78.1921506907812,-0.317484145205021,-78.1921502533556,-0.317485145205021,2.47012275385709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-78.1921511240944,-0.317483145205021,-78.1921506907812,-0.317484145205021,2.59144335585043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",-78.1921515533448,-0.317482145205021,-78.1921511240944,-0.317483145205021,2.71258485632548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",-78.1921519785815,-0.317481145205021,-78.1921515533448,-0.317482145205021,2.83355082395741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",-78.1921523998536,-0.317480145205021,-78.1921519785815,-0.317481145205021,2.95434476793649,-78.1921424344182,-0.317476065829396,4323.67,"2021-07-12 12:46:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",-78.1921528172093,-0.317479145205021,-78.1921523998536,-0.317480145205021,3.07497013091997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",-78.1921532306967,-0.317478145205021,-78.1921528172093,-0.317479145205021,3.19543029644196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",-78.1921536403632,-0.317477145205021,-78.1921532306967,-0.317478145205021,3.31572858416854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",-78.1921540462561,-0.317476145205021,-78.1921536403632,-0.317477145205021,3.4358682566554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",-78.192154448422,-0.317475145205021,-78.1921540462561,-0.317476145205021,3.55585251467471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",-78.1921548469072,-0.317474145205021,-78.192154448422,-0.317475145205021,3.67568450066796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",-78.1921552417577,-0.317473145205021,-78.1921548469072,-0.317474145205021,3.79536730003974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",-78.1921556330188,-0.317472145205021,-78.1921552417577,-0.317473145205021,3.91490393874724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",-78.1921560207358,-0.317471145205021,-78.1921556330188,-0.317472145205021,4.0342973913332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",-78.1921564049531,-0.317470145205021,-78.1921560207358,-0.317471145205021,4.15355057233872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",-78.1921567857152,-0.317469145205021,-78.1921564049531,-0.317470145205021,4.2726663432781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",-78.1921571630658,-0.317468145205021,-78.1921567857152,-0.317469145205021,4.39164751428964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",-78.1921575370484,-0.317467145205021,-78.1921571630658,-0.317468145205021,4.51049683888447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",-78.192157907706,-0.317466145205021,-78.1921575370484,-0.317467145205021,4.62921701967346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",-78.1921582750814,-0.317465145205021,-78.192157907706,-0.317466145205021,4.74781071105014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",-78.1921586392167,-0.317464145205021,-78.1921582750814,-0.317465145205021,4.86628051202192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",-78.1921590001538,-0.317463145205021,-78.1921586392167,-0.317464145205021,4.98462897432991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",-78.1921593579343,-0.317462145205021,-78.1921590001538,-0.317463145205021,5.10285860352059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",-78.1921597125991,-0.317461145205021,-78.1921593579343,-0.317462145205021,5.22097185108689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",-78.192160064189,-0.317460145205021,-78.1921597125991,-0.317461145205021,5.33897112423329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",-78.1921604127444,-0.317459145205021,-78.192160064189,-0.317460145205021,5.45685878605072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",-78.1921607583051,-0.317458145205021,-78.1921604127444,-0.317459145205021,5.57463715007393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",-78.1921611009107,-0.317457145205021,-78.1921607583051,-0.317458145205021,5.69230848478972,-78.1921479664743,-0.317453183233738,4324.63,"2021-07-12 12:46:30",-0.317448992282152,-78.1921560131013,4324.983887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",-78.1921614406002,-0.317456145205021,-78.1921611009107,-0.317457145205021,5.80987501518128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",-78.1921617774127,-0.317455145205021,-78.1921614406002,-0.317456145205021,5.92733892567363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",-78.1921621113864,-0.317454145205021,-78.1921617774127,-0.317455145205021,6.04470235168515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",-78.1921624425593,-0.317453145205021,-78.1921621113864,-0.317454145205021,6.16196739210645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
