,,Channel 1,,,,,,,,
7/7/2021,10:33:05 AM,375.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:10 AM,376.4,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:15 AM,374.64,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:20 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:25 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:30 AM,374.64,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:35 AM,375.14,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:40 AM,374.39,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:45 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:50 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:33:55 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:00 AM,375.14,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:05 AM,374.39,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:10 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:15 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:20 AM,374.89,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:25 AM,376.14,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:30 AM,375.64,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:35 AM,376.4,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:40 AM,376.14,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:45 AM,376.14,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:50 AM,377.4,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:34:55 AM,377.15,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:35:00 AM,378.9,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:05 AM,378.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:10 AM,378.65,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:15 AM,378.65,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:20 AM,379.65,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:25 AM,380.15,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:30 AM,379.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:35 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:40 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:45 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:50 AM,381.41,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:55 AM,380.66,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:00 AM,381.41,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:05 AM,381.16,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:10 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:15 AM,380.15,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:20 AM,378.15,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:25 AM,377.65,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:30 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:35 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:40 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:45 AM,376.9,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:50 AM,377.65,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:55 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:00 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:05 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:10 AM,375.89,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:15 AM,376.4,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:20 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:25 AM,373.64,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:30 AM,372.39,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:35 AM,372.13,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:40 AM,371.38,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:45 AM,370.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:50 AM,371.13,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:55 AM,369.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:00 AM,369.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:05 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:10 AM,368.13,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:15 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:20 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:25 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:30 AM,367.37,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:35 AM,366.87,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:40 AM,367.62,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:45 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:50 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:55 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:00 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:05 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:10 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:15 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:20 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:25 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:30 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:35 AM,368.13,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:40 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:45 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:50 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:55 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:40:00 AM,368.13,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:05 AM,368.88,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:10 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:15 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:20 AM,367.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:25 AM,367.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:30 AM,367.62,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:35 AM,367.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:40 AM,367.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:45 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:50 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:55 AM,368.88,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:00 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:05 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:10 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:15 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:20 AM,368.88,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:25 AM,368.13,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:30 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:35 AM,367.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:40 AM,364.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:45 AM,358.6,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:50 AM,311.49,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:55 AM,278.41,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:00 AM,250.6,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:05 AM,230.3,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:10 AM,199.22,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:15 AM,188.45,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:20 AM,174.16,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:25 AM,167.4,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:30 AM,158.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:35 AM,153.87,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:40 AM,147.1,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:45 AM,144.59,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:50 AM,142.34,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:42:55 AM,140.08,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:00 AM,138.58,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:05 AM,137.33,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:10 AM,136.57,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:15 AM,134.57,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:20 AM,134.82,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:25 AM,132.31,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:30 AM,132.31,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:35 AM,130.06,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:40 AM,127.05,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:45 AM,127.3,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:50 AM,126.3,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:43:55 AM,126.05,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:00 AM,127.55,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:05 AM,127.05,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:10 AM,127.55,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:15 AM,128.56,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:20 AM,128.56,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:25 AM,130.06,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:30 AM,130.56,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:35 AM,132.57,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:40 AM,132.31,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:45 AM,134.07,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:50 AM,136.32,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:44:55 AM,140.33,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:00 AM,143.84,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:05 AM,151.11,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:10 AM,154.87,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:15 AM,155.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:20 AM,153.36,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:25 AM,156.62,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:30 AM,157.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:35 AM,157.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:40 AM,158.88,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:45 AM,157.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:50 AM,160.13,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:45:55 AM,162.39,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:00 AM,167.4,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:05 AM,172.66,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:10 AM,177.42,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:15 AM,179.18,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:20 AM,181.18,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:25 AM,182.68,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:30 AM,183.94,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:35 AM,182.43,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:40 AM,182.94,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:45 AM,182.18,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:50 AM,182.68,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:46:55 AM,182.68,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:00 AM,183.69,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:05 AM,185.44,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:10 AM,184.69,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:15 AM,186.44,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:20 AM,186.44,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:25 AM,186.44,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:30 AM,187.95,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:35 AM,187.2,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:40 AM,187.95,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:45 AM,187.7,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:50 AM,187.7,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:47:55 AM,187.7,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:48:00 AM,188.45,NA,NA,NA,NA,NA,,NA,NA
