metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,,,,,,,,,,,,,,,,,,,,,
40,-0.324619962,-78.19963602,4138.07373,2021-06-30T17:13:38Z,,,40,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-06-30T17:13:38Z,,,
41,-0.328183025,-78.20046399,4104.259277,2021-07-02T15:07:04Z,,,41,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T15:07:04Z,,,
42,-0.328245973,-78.20044404,4108.356934,2021-07-02T15:08:48Z,,,42,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T15:08:48Z,,,
43,-0.32835301,-78.20045804,4110.18457,2021-07-02T15:10:03Z,,,43,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T15:10:03Z,,,
44,-0.32860497,-78.200595,4105.714844,2021-07-02T15:58:30Z,,,44,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T15:58:30Z,,,
45,-0.331091965,-78.20295903,4069.958008,2021-07-02T17:00:00Z,,,45,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T17:00:00Z,,,
46,-0.330647975,-78.20247397,4073.323486,2021-07-02T17:10:44Z,,,46,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T17:10:44Z,,,
47,-0.329652037,-78.20192403,4076.422119,2021-07-02T17:38:30Z,,,47,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2021-07-02T17:38:30Z,,,
48,-0.32012701,-78.19169601,4082.811768,2021-07-05T17:19:03Z,,,48,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-05T17:19:03Z,,,
49,-0.317527028,-78.19216599,4050.879395,2021-07-05T17:52:27Z,,,49,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-05T17:52:27Z,,,
50,-0.317367017,-78.19211897,4293.370117,2021-07-05T18:27:12Z,,,50,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-05T18:27:12Z,,,
51,-0.317249,-78.19217303,4298.240234,2021-07-05T18:38:19Z,,,51,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-05T18:38:19Z,,,
52,-0.317130983,-78.19214696,4301.711914,2021-07-05T19:03:11Z,,,52,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-05T19:03:11Z,,,
53,-0.31709603,-78.19219097,4296.477539,2021-07-05T19:43:44Z,,,53,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-05T19:43:44Z,,,
54,-0.34614603,-78.19987801,3770.019287,2021-07-07T15:25:56Z,,,63,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T15:25:56Z,,,
55,-0.345861968,-78.19988103,3900.53125,2021-07-07T15:57:23Z,,,64,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T15:57:23Z,,,
56,-0.345701035,-78.19970903,3909.414795,2021-07-07T16:23:04Z,,,65,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T16:23:04Z,,,
57,-0.344057009,-78.19814798,3926.927979,2021-07-07T17:35:09Z,,,66,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T17:35:09Z,,,
58,-0.343675967,-78.19805503,3928.063232,2021-07-07T17:54:12Z,,,67,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T17:54:12Z,,,
59,-0.342973983,-78.19773199,3934.751953,2021-07-07T18:07:49Z,,,68,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T18:07:49Z,,,
60,-0.342978006,-78.19775403,3930.751465,2021-07-07T18:13:33Z,,,69,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T18:13:33Z,,,
61,-0.341911996,-78.19876296,3933.121582,2021-07-07T18:56:56Z,,,70,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-07T18:56:56Z,,,
62,-0.340459999,-78.199575,3737.085449,2021-07-09T17:53:22Z,,,71,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-09T17:53:22Z,,,
63,-0.340821007,-78.19940502,3939.108887,2021-07-09T18:19:25Z,,,72,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-09T18:19:25Z,,,
64,-0.341425007,-78.19882499,3932.828369,2021-07-09T18:40:38Z,,,73,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-07-09T18:40:38Z,,,
65,-13.97650796,33.78679597,1000.050171,2014-07-17T12:59:56Z,,,AFRICANA,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-07-17T12:59:56Z,,,
66,35.91444,-79.05096699,147.872803,2015-02-09T20:40:45Z,,,AONOR,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2015-02-09T20:40:45Z,,,
67,35.91445299,-79.05095399,146.293121,2015-02-09T20:43:22Z,,,AONORAVG,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2015-02-09T20:43:22Z,,,
68,35.91446003,-79.05095399,146.927689,2015-02-09T20:46:44Z,,,AONORM,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2015-02-09T20:46:44Z,,,
69,35.91444704,-79.05095802,146.418243,2015-02-09T20:48:43Z,,,AOWAASAVG,DMELENDE,DMELENDE,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,2,,2015-02-09T20:48:43Z,,,
70,35.91446003,-79.05097403,143.158707,2016-02-22T18:49:52Z,,,BABAVG,WAAS,WAAS,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T18:49:52Z,,,
71,35.91445701,-79.05097302,143.370209,2016-02-22T18:53:35Z,,,BABAVGN,NORM,NORM,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T18:53:35Z,,,
72,35.91446497,-79.05099104,110.726616,2016-02-22T18:46:58Z,,,BABMARKW,WAAS,WAAS,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2016-02-22T18:46:58Z,,,
73,35.91445701,-79.05097696,94.712296,2016-02-22T18:51:05Z,,,BABMARKWN,NORM,NORM,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2016-02-22T18:51:05Z,,,
74,48.85827108,2.2945501,,2010-06-14T20:02:27Z,,,BirdsEye Demo,"BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.","BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2010-06-14T20:02:27Z,,,
75,46.02113332,7.798483316,,2011-02-14T11:09:02Z,,,Brienzer Rothorn,"BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.","BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.",,Summit,user,,,,,,,,,,,SymbolAndName,,,2011-02-14T11:09:02Z,,,
76,51.99946004,-9.729993995,,2011-03-08T17:21:19Z,,,Carrauntoohil,"BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.","BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.",,Summit,user,,,,,,,,,,,SymbolAndName,,,2011-03-08T17:21:19Z,,,
77,35.95581701,-79.08884799,163.604965,2019-06-13T19:58:01Z,,,CO2,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2019-06-13T19:58:01Z,,,
78,35.95576798,-79.08898998,130.538513,2019-06-13T19:54:37Z,,,EOS2,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2019-06-13T19:54:37Z,,,
79,-4.41211204,15.30406103,429.592194,2014-06-05T12:21:38Z,,,ESP,EXEOGICE,EXEOGICE,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-06-05T12:21:38Z,,,
80,-4.412839003,15.30384804,430.891083,2014-06-05T12:27:29Z,,,ESP2,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-06-05T12:27:29Z,,,
81,-4.413274024,15.30380102,431.772369,2014-06-05T12:30:24Z,,,ESP3,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-06-05T12:30:24Z,,,
82,-4.412938999,15.30376296,432.118744,2014-06-05T12:35:46Z,,,ESP4,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-06-05T12:35:46Z,,,
83,25.06179996,121.6403,38.1,2021-08-27T00:54:11Z,,,Garmin Asia,,,,Building,user,,,,,,,,,,,SymbolAndName,,,2021-08-27T00:54:11Z,,,
84,50.90170003,-1.489399988,35.9664,2021-08-27T00:54:11Z,,,Garmin Europe,,,,Building,user,,,,,,,,,,,SymbolAndName,,,2021-08-27T00:54:11Z,,,
85,38.85560003,-94.79899999,324.9168,2021-08-27T00:54:11Z,,,Garmin USA,,,,Building,user,,,,,,,,,,,SymbolAndName,,,2021-08-27T00:54:11Z,,,
86,35.95587803,-79.08890298,-32.452969,2021-02-27T15:58:16Z,,,GLEN-O2,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-27T15:58:16Z,,,
87,36.05387396,-78.84591504,-33.182247,2021-02-27T15:54:22Z,,,GLEN-O21,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-27T15:54:22Z,,,
88,36.07841668,-112.1255666,,2011-07-01T13:22:42Z,,,Grand Canyon National Park,"BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.","BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.",,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2011-07-01T13:22:42Z,,,
89,35.91445902,-79.05096397,142.593323,2016-02-22T18:41:52Z,,,KD AVG,WAAS,WAAS,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T18:41:52Z,,,
90,35.91448903,-79.05098199,148.753693,2016-02-22T18:57:56Z,,,KD NAVG,NORMAL,NORMAL,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T18:57:56Z,,,
91,35.91448501,-79.05097503,143.016479,2016-02-22T18:56:55Z,,,KD NSUND,NORMAL,NORMAL,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2016-02-22T18:56:55Z,,,
92,35.91445098,-79.05097797,89.409058,2016-02-22T18:32:53Z,,,KD SUND,WAAS,WAAS,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2016-02-22T18:32:53Z,,,
93,35.91446497,-79.05096397,147.256149,2015-02-09T18:32:47Z,,,LJWAAS,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2015-02-09T18:32:47Z,,,
94,35.91446003,-79.05095601,145.823166,2015-02-09T18:38:15Z,,,LJWAASAVG,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2015-02-09T18:38:15Z,,,
95,35.91445399,-79.05095299,148.863724,2015-02-11T21:47:47Z,,,MINORM,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2015-02-11T21:47:47Z,,,
96,35.91445098,-79.05096598,147.055222,2015-02-11T21:55:40Z,,,MINORMA,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2015-02-11T21:55:40Z,,,
97,35.91447,-79.05097101,148.879456,2015-02-11T21:59:53Z,,,MINORMB,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2015-02-11T21:59:53Z,,,
98,35.914455,-79.050969,147.416885,2015-02-11T21:56:23Z,,,MIWASA,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2015-02-11T21:56:23Z,,,
99,35.91445198,-79.05097302,147.956619,2015-02-11T21:58:05Z,,,MIWASB,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2015-02-11T21:58:05Z,,,
100,35.91445299,-79.05097503,106.642273,2016-02-22T18:43:31Z,,,MJPMARKW,MJPWASS,MJPWASS,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2016-02-22T18:43:31Z,,,
101,35.91444503,-79.05096497,142.259262,2016-02-22T18:54:23Z,,,MJPNORM,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2016-02-22T18:54:23Z,,,
102,35.91447403,-79.05097897,145.45433,2016-02-22T18:56:06Z,,,MJPNORMAVG,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T18:56:06Z,,,
103,35.91445802,-79.050969,142.97084,2016-02-22T18:45:49Z,,,MJPWAOSARG,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T18:45:49Z,,,
104,-0.32631998,-78.19988798,4110.287598,2021-06-30T15:43:36Z,,,MOB,Man Overboard,Man Overboard,,Man Overboard,user,,,,,,,,,,,SymbolAndName,,,2021-06-30T15:43:36Z,,,
105,45.91610002,6.880433327,,2011-02-14T10:59:43Z,,,Mount Blanc,"BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.","BirdsEye Satellite Imagery is a subscription service to download high-resolution imagery to your Garmin handheld.  For more information, visit www.garmin.com/BirdsEye.",,Summit,user,,,,,,,,,,,SymbolAndName,,,2011-02-14T10:59:43Z,,,
106,35.91444897,-79.05096103,146.034286,2014-03-18T18:22:15Z,,,NORAVG,PEHL,PEHL,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2014-03-18T18:22:15Z,,,
107,35.91444201,-79.050969,138.654404,2014-03-20T18:13:10Z,,,NORM1,CHALL12,CHALL12,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-03-20T18:13:10Z,,,
108,35.91444201,-79.05096699,146.246048,2014-03-18T18:20:09Z,,,NORMAK,PEHL,PEHL,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-03-18T18:20:09Z,,,
109,35.91444301,-79.05097503,98.084732,2014-09-25T18:04:29Z,,,NORMAL,DMELENDE,DMELENDE,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-09-25T18:04:29Z,,,
110,35.91444796,-79.05094896,142.345337,2014-03-18T18:11:54Z,,,NORMALAVERAGE,KARPICK,KARPICK,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2014-03-18T18:11:54Z,,,
111,35.91445802,-79.05097101,142.110413,2016-02-22T20:42:43Z,,,NORMALAVG,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2016-02-22T20:42:43Z,,,
112,35.91443103,-79.05097998,149.210098,2014-09-22T17:34:13Z,,,NORMALAVG1,KAHARREL,KAHARREL,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2014-09-22T17:34:13Z,,,
113,35.91444897,-79.05094402,88.008995,2014-03-18T18:08:25Z,,,NOrmalMARK,KARPICK,KARPICK,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-03-18T18:08:25Z,,,
114,35.91444301,-79.05099599,149.831207,2014-09-22T17:09:59Z,,,NORMALWP,KAHARREL,KAHARREL,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-09-22T17:09:59Z,,,
115,35.91444301,-79.05099004,150.330048,2014-09-22T17:12:05Z,,,NORMALWP1,DBB,DBB,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-09-22T17:12:05Z,,,
116,35.91444201,-79.05097696,151.302414,2014-09-22T17:31:16Z,,,NORMALWP2,AVAISEY,AVAISEY,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2014-09-22T17:31:16Z,,,
117,35.91444301,-79.050969,149.404556,2014-09-22T17:22:04Z,,,NORMAVG,DBB,DBB,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2014-09-22T17:22:04Z,,,
118,35.91443497,-79.05097201,145.065735,2014-03-20T18:15:46Z,,,NORMAVG2,CHALL12,CHALL12,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2014-03-20T18:15:46Z,,,
119,35.91445198,-79.05095802,142.30336,2019-01-31T18:26:04Z,,,NORMSPRNG,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,1,,2019-01-31T18:26:04Z,,,
120,35.91444402,-79.05095701,139.632385,2019-01-31T18:26:55Z,,,PTNORM,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2019-01-31T18:26:55Z,,,
121,35.91444704,-79.05096103,141.416061,2019-01-31T18:27:41Z,,,PTWAAS,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2019-01-31T18:27:41Z,,,
