Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,R37300
ID Dispositivo:,,Station_02
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
16/7/2021,12:00:05,6371.64
16/7/2021,12:15:05,2769.6
16/7/2021,12:30:05,2749.04
16/7/2021,12:45:05,2737.76
16/7/2021,13:00:05,2728.98
16/7/2021,13:15:05,2709.17
16/7/2021,13:30:05,2663.29
16/7/2021,13:45:05,2630.69
16/7/2021,14:00:05,2551.71
16/7/2021,14:15:05,2477.25
16/7/2021,14:30:05,2493.29
16/7/2021,14:45:05,2478.5
16/7/2021,15:00:05,2394
16/7/2021,15:15:05,2365.92
16/7/2021,15:30:05,2348.62
16/7/2021,15:45:05,2293.46
16/7/2021,16:00:05,2272.15
16/7/2021,16:15:05,2288.19
16/7/2021,16:30:05,2318.53
16/7/2021,16:45:05,2304.24
16/7/2021,17:00:05,2269.14
16/7/2021,17:15:05,2250.58
16/7/2021,17:30:05,2244.57
16/7/2021,17:45:05,2239.05
16/7/2021,18:00:05,2210.21
16/7/2021,18:15:05,2196.93
16/7/2021,18:30:05,2204.7
16/7/2021,18:45:05,2209.21
16/7/2021,19:00:05,2227.01
16/7/2021,19:15:05,2228.27
16/7/2021,19:30:05,2229.27
16/7/2021,19:45:05,2239.55
16/7/2021,20:00:05,2261.61
16/7/2021,20:15:05,2265.88
16/7/2021,20:30:05,2265.38
16/7/2021,20:45:05,2293.21
16/7/2021,21:00:05,2298.72
16/7/2021,21:15:05,2308
16/7/2021,21:30:05,2308.75
16/7/2021,21:45:05,2320.04
16/7/2021,22:00:05,2316.02
16/7/2021,22:15:05,2327.81
16/7/2021,22:30:05,2337.34
16/7/2021,22:45:05,2327.31
16/7/2021,23:00:05,2341.1
16/7/2021,23:15:05,2354.89
16/7/2021,23:30:05,2353.63
16/7/2021,23:45:05,2361.91
17/7/2021,0:00:05,2367.68
17/7/2021,0:15:05,2366.67
17/7/2021,0:30:05,2373.69
17/7/2021,0:45:05,2386.73
17/7/2021,1:00:05,2385.73
17/7/2021,1:15:05,2384.73
17/7/2021,1:30:05,2395.26
17/7/2021,1:45:05,2401.27
17/7/2021,2:00:05,2408.8
17/7/2021,2:15:05,2416.32
17/7/2021,2:30:05,2420.08
17/7/2021,2:45:05,2417.07
17/7/2021,3:00:05,2445.15
17/7/2021,3:15:05,2454.43
17/7/2021,3:30:05,2464.71
17/7/2021,3:45:05,2486.02
