Serial_number:,,,,
2106253,,,,
Project,ID:,,,
1/1/2022,2:30:00 AM,0,62.3434,7.976
1/1/2022,2:45:00 AM,0,62.336,7.982
1/1/2022,3:00:00 AM,0,62.3193,7.968
1/1/2022,3:15:00 AM,0,62.3168,7.925
1/1/2022,3:30:00 AM,0,62.3043,7.871
1/1/2022,3:45:00 AM,0,62.3108,7.855
1/1/2022,4:00:00 AM,0,62.3072,7.86
1/1/2022,4:15:00 AM,0,62.3095,7.832
1/1/2022,4:30:00 AM,0,62.3168,7.802
1/1/2022,4:45:00 AM,0,62.3159,7.791
1/1/2022,5:00:00 AM,0,62.3221,7.776
1/1/2022,5:15:00 AM,0,62.339,7.753
1/1/2022,5:30:00 AM,0,62.3403,7.751
1/1/2022,5:45:00 AM,0,62.3476,7.803
1/1/2022,6:00:00 AM,0,62.3513,7.815
1/1/2022,6:15:00 AM,0,62.3593,7.844
1/1/2022,6:30:00 AM,0,62.3712,7.838
1/1/2022,6:45:00 AM,0,62.3883,7.815
1/1/2022,7:00:00 AM,0,62.4024,7.833
1/1/2022,7:15:00 AM,0,62.4171,7.874
1/1/2022,7:30:00 AM,0,62.4337,7.914
1/1/2022,7:45:00 AM,0,62.447,7.931
1/1/2022,8:00:00 AM,0,62.4556,7.943
1/1/2022,8:15:00 AM,0,62.4701,7.958
1/1/2022,8:30:00 AM,0,62.4809,7.99
1/1/2022,8:45:00 AM,0,62.4825,8.22
1/1/2022,9:00:00 AM,0,62.4921,8.53
1/1/2022,9:15:00 AM,0,62.4897,8.79
1/1/2022,9:30:00 AM,0,62.4885,8.103
1/1/2022,9:45:00 AM,0,62.49,8.125
1/1/2022,10:00:00 AM,0,62.4834,8.141
1/1/2022,10:15:00 AM,0,62.4745,8.153
1/1/2022,10:30:00 AM,0,62.4841,8.161
1/1/2022,10:45:00 AM,0,62.4693,8.159
1/1/2022,11:00:00 AM,0,62.4649,8.158
1/1/2022,11:15:00 AM,0,62.4691,8.159
1/1/2022,11:30:00 AM,0,62.4692,8.158
1/1/2022,11:45:00 AM,0,62.4732,8.158
1/1/2022,12:00:00 PM,0,62.4764,8.157
1/1/2022,12:15:00 PM,0,62.4685,8.159
1/1/2022,12:30:00 PM,0,62.4349,8.156
1/1/2022,12:45:00 PM,0,62.4302,8.153
1/1/2022,1:00:00 PM,0,62.4265,8.148
1/1/2022,1:15:00 PM,0,62.4174,8.149
1/1/2022,1:30:00 PM,0,62.4205,8.148
1/1/2022,1:45:00 PM,0,62.3877,8.143
1/1/2022,2:00:00 PM,0,62.3733,8.135
1/1/2022,2:15:00 PM,0,62.3591,8.127
1/1/2022,2:30:00 PM,0,62.3511,8.121
1/1/2022,2:45:00 PM,0,62.334,8.114
1/1/2022,3:00:00 PM,0,62.3296,8.108
1/1/2022,3:15:00 PM,0,62.3268,8.103
1/1/2022,3:30:00 PM,0,62.3123,8.101
1/1/2022,3:45:00 PM,0,62.3282,8.99
1/1/2022,4:00:00 PM,0,62.2949,8.97
1/1/2022,4:15:00 PM,0,62.3016,8.98
1/1/2022,4:30:00 PM,0,62.2922,8.95
1/1/2022,4:45:00 PM,0,62.3148,8.94
1/1/2022,5:00:00 PM,0,62.3128,8.92
1/1/2022,5:15:00 PM,0,62.3257,8.92
1/1/2022,5:30:00 PM,0,62.3278,8.93
1/1/2022,5:45:00 PM,0,62.3436,8.92
1/1/2022,6:00:00 PM,0,62.341,8.85
1/1/2022,6:15:00 PM,0,62.3456,8.81
1/1/2022,6:30:00 PM,0,62.3609,8.82
1/1/2022,6:45:00 PM,0,62.3742,8.83
1/1/2022,7:00:00 PM,0,62.3936,8.86
1/1/2022,7:15:00 PM,0,62.392,8.88
1/1/2022,7:30:00 PM,0,62.404,8.84
1/1/2022,7:45:00 PM,0,62.4259,8.89
1/1/2022,8:00:00 PM,0,62.4363,8.93
1/1/2022,8:15:00 PM,0,62.4458,8.81
1/1/2022,8:30:00 PM,0,62.4686,8.68
1/1/2022,8:45:00 PM,0,62.4785,8.76
1/1/2022,9:00:00 PM,0,62.4888,8.91
1/1/2022,9:15:00 PM,0,62.4956,8.103
1/1/2022,9:30:00 PM,0,62.5046,8.111
1/1/2022,9:45:00 PM,0,62.5188,8.118
1/1/2022,10:00:00 PM,0,62.5143,8.122
1/1/2022,10:15:00 PM,0,62.5253,8.124
1/1/2022,10:30:00 PM,0,62.5269,8.118
1/1/2022,10:45:00 PM,0,62.5265,8.107
1/1/2022,11:00:00 PM,0,62.5237,8.83
1/1/2022,11:15:00 PM,0,62.5192,8.45
1/1/2022,11:30:00 PM,0,62.5043,8.25
1/1/2022,11:45:00 PM,0,62.4949,8.2
1/2/2022,12:00:00 AM,0,62.4769,7.983
1/2/2022,12:15:00 AM,0,62.4558,7.963
1/2/2022,12:30:00 AM,0,62.4413,7.959
1/2/2022,12:45:00 AM,0,62.4168,7.946
1/2/2022,1:00:00 AM,0,62.3933,7.94
1/2/2022,1:15:00 AM,0,62.3807,7.935
1/2/2022,1:30:00 AM,0,62.3648,7.918
1/2/2022,1:45:00 AM,0,62.3474,7.903
1/2/2022,2:00:00 AM,0,62.3465,7.882
1/2/2022,2:15:00 AM,0,62.3397,7.853
1/2/2022,2:30:00 AM,0,62.3221,7.825
1/2/2022,2:45:00 AM,0,62.3165,7.816
1/2/2022,3:00:00 AM,0,62.3142,7.795
1/2/2022,3:15:00 AM,0,62.3161,7.767
1/2/2022,3:30:00 AM,0,62.3188,7.765
1/2/2022,3:45:00 AM,0,62.312,7.742
1/2/2022,4:00:00 AM,0,62.3156,7.732
1/2/2022,4:15:00 AM,0,62.3208,7.741
1/2/2022,4:30:00 AM,0,62.3212,7.747
1/2/2022,4:45:00 AM,0,62.3208,7.735
1/2/2022,5:00:00 AM,0,62.3334,7.728
1/2/2022,5:15:00 AM,0,62.3446,7.711
1/2/2022,5:30:00 AM,0,62.3558,7.696
1/2/2022,5:45:00 AM,0,62.3733,7.69
1/2/2022,6:00:00 AM,0,62.3747,7.698
1/2/2022,6:15:00 AM,0,62.385,7.715
1/2/2022,6:30:00 AM,0,62.4058,7.756
1/2/2022,6:45:00 AM,0,62.4275,7.801
1/2/2022,7:00:00 AM,0,62.435,7.829
1/2/2022,7:15:00 AM,0,62.4467,7.846
1/2/2022,7:30:00 AM,0,62.4689,7.877
1/2/2022,7:45:00 AM,0,62.4814,7.901
1/2/2022,8:00:00 AM,0,62.4961,7.92
1/2/2022,8:15:00 AM,0,62.5037,7.964
1/2/2022,8:30:00 AM,0,62.5204,8.2
1/2/2022,8:45:00 AM,0,62.5255,8.61
1/2/2022,9:00:00 AM,0,62.5363,8.91
1/2/2022,9:15:00 AM,0,62.5485,8.109
1/2/2022,9:30:00 AM,0,62.5455,8.127
1/2/2022,9:45:00 AM,0,62.5328,8.151
1/2/2022,10:00:00 AM,0,62.5266,8.176
1/2/2022,10:15:00 AM,0,62.5123,8.186
1/2/2022,10:30:00 AM,0,62.5134,8.194
1/2/2022,10:45:00 AM,0,62.514,8.196
1/2/2022,11:00:00 AM,0,62.5261,8.194
1/2/2022,11:15:00 AM,0,62.5153,8.194
1/2/2022,11:30:00 AM,0,62.5089,8.199
1/2/2022,11:45:00 AM,0,62.5167,8.215
1/2/2022,12:00:00 PM,0,62.5174,8.217
1/2/2022,12:15:00 PM,0,62.5115,8.211
1/2/2022,12:30:00 PM,0,62.4986,8.2
1/2/2022,12:45:00 PM,0,62.4767,8.192
1/2/2022,1:00:00 PM,0,62.4706,8.177
1/2/2022,1:15:00 PM,0,62.4669,8.16
1/2/2022,1:30:00 PM,0,62.4572,8.157
1/2/2022,1:45:00 PM,0,62.4475,8.148
1/2/2022,2:00:00 PM,0,62.4422,8.139
1/2/2022,2:15:00 PM,0,62.4374,8.13
1/2/2022,2:30:00 PM,0,62.4187,8.126
1/2/2022,2:45:00 PM,0,62.4163,8.13
1/2/2022,3:00:00 PM,0,62.4186,8.132
1/2/2022,3:15:00 PM,0,62.4059,8.126
1/2/2022,3:30:00 PM,0,62.4034,8.131
1/2/2022,3:45:00 PM,0,62.4008,8.129
1/2/2022,4:00:00 PM,0,62.3999,8.126
1/2/2022,4:15:00 PM,0,62.3888,8.122
1/2/2022,4:30:00 PM,0,62.4106,8.118
1/2/2022,4:45:00 PM,0,62.4232,8.113
1/2/2022,5:00:00 PM,0,62.4214,8.116
1/2/2022,5:15:00 PM,0,62.412,8.118
1/2/2022,5:30:00 PM,0,62.4262,8.112
1/2/2022,5:45:00 PM,0,62.4384,8.106
1/2/2022,6:00:00 PM,0,62.4453,8.1
1/2/2022,6:15:00 PM,0,62.4623,8.91
1/2/2022,6:30:00 PM,0,62.4729,8.79
1/2/2022,6:45:00 PM,0,62.4884,8.63
1/2/2022,7:00:00 PM,0,62.4894,8.47
1/2/2022,7:15:00 PM,0,62.5067,8.37
1/2/2022,7:30:00 PM,0,62.5238,8.19
1/2/2022,7:45:00 PM,0,62.5363,7.998
1/2/2022,8:00:00 PM,0,62.5588,7.983
1/2/2022,8:15:00 PM,0,62.5729,7.98
1/2/2022,8:30:00 PM,0,62.5795,7.978
1/2/2022,8:45:00 PM,0,62.581,7.967
1/2/2022,9:00:00 PM,0,62.5844,7.954
1/2/2022,9:15:00 PM,0,62.5809,7.924
1/2/2022,9:30:00 PM,0,62.5947,7.909
1/2/2022,9:45:00 PM,0,62.6077,7.898
1/2/2022,10:00:00 PM,0,62.6106,7.889
1/2/2022,10:15:00 PM,0,62.6067,7.868
1/2/2022,10:30:00 PM,0,62.5971,7.848
1/2/2022,10:45:00 PM,0,62.5925,7.832
1/2/2022,11:00:00 PM,0,62.5871,7.825
1/2/2022,11:15:00 PM,0,62.5872,7.807
1/2/2022,11:30:00 PM,0,62.5795,7.789
1/2/2022,11:45:00 PM,0,62.5645,7.773
1/3/2022,12:00:00 AM,0,62.5426,7.763
1/3/2022,12:15:00 AM,0,62.5287,7.763
1/3/2022,12:30:00 AM,0,62.5149,7.746
1/3/2022,12:45:00 AM,0,62.5041,7.731
1/3/2022,1:00:00 AM,0,62.4997,7.729
1/3/2022,1:15:00 AM,0,62.4884,7.747
1/3/2022,1:30:00 AM,0,62.4707,7.768
1/3/2022,1:45:00 AM,0,62.4551,7.747
1/3/2022,2:00:00 AM,0,62.4466,7.723
1/3/2022,2:15:00 AM,0,62.4279,7.692
1/3/2022,2:30:00 AM,0,62.4201,7.701
1/3/2022,2:45:00 AM,0,62.4003,7.69
1/3/2022,3:00:00 AM,0,62.3927,7.672
1/3/2022,3:15:00 AM,0,62.3905,7.633
1/3/2022,3:30:00 AM,0,62.3893,7.612
1/3/2022,3:45:00 AM,0,62.3801,7.612
1/3/2022,4:00:00 AM,0,62.3805,7.608
1/3/2022,4:15:00 AM,0,62.3934,7.603
1/3/2022,4:30:00 AM,0,62.4038,7.615
1/3/2022,4:45:00 AM,0,62.4197,7.616
1/3/2022,5:00:00 AM,0,62.43,7.599
1/3/2022,5:15:00 AM,0,62.4373,7.588
1/3/2022,5:30:00 AM,0,62.44,7.591
1/3/2022,5:45:00 AM,0,62.4369,7.59
1/3/2022,6:00:00 AM,0,62.4488,7.576
1/3/2022,6:15:00 AM,0,62.4635,7.567
1/3/2022,6:30:00 AM,0,62.4766,7.567
1/3/2022,6:45:00 AM,0,62.4874,7.61
1/3/2022,7:00:00 AM,0,62.5061,7.623
1/3/2022,7:15:00 AM,0,62.5249,7.63
1/3/2022,7:30:00 AM,0,62.5409,7.651
1/3/2022,7:45:00 AM,0,62.548,7.68
1/3/2022,8:00:00 AM,0,62.5543,7.713
1/3/2022,8:15:00 AM,0,62.5708,7.764
1/3/2022,8:30:00 AM,0,62.5783,7.83
1/3/2022,8:45:00 AM,0,62.5787,7.883
1/3/2022,9:00:00 AM,0,62.5952,7.918
1/3/2022,9:15:00 AM,0,62.6064,7.951
1/3/2022,9:30:00 AM,0,62.6032,7.98
1/3/2022,9:45:00 AM,0,62.6075,8.5
1/3/2022,10:00:00 AM,0,62.5807,8.26
1/3/2022,10:15:00 AM,0,62.5877,8.44
1/3/2022,10:30:00 AM,0,62.582,8.58
1/3/2022,10:45:00 AM,0,62.581,8.68
1/3/2022,11:00:00 AM,0,62.5831,8.76
1/3/2022,11:15:00 AM,0,62.5833,8.78
1/3/2022,11:30:00 AM,0,62.5614,8.71
1/3/2022,11:45:00 AM,0,62.5665,8.65
1/3/2022,12:00:00 PM,0,62.5477,8.63
1/3/2022,12:15:00 PM,0,62.555,8.59
1/3/2022,12:30:00 PM,0,62.5426,8.56
1/3/2022,12:45:00 PM,0,62.5136,8.52
1/3/2022,1:00:00 PM,0,62.5035,8.47
1/3/2022,1:15:00 PM,0,62.4942,8.42
1/3/2022,1:30:00 PM,0,62.483,8.37
1/3/2022,1:45:00 PM,0,62.4537,8.31
1/3/2022,2:00:00 PM,0,62.454,8.25
1/3/2022,2:15:00 PM,0,62.4327,8.2
1/3/2022,2:30:00 PM,0,62.4179,8.13
1/3/2022,2:45:00 PM,0,62.405,8.6
1/3/2022,3:00:00 PM,0,62.4012,7.999
1/3/2022,3:15:00 PM,0,62.391,7.991
1/3/2022,3:30:00 PM,0,62.3746,7.983
1/3/2022,3:45:00 PM,0,62.3733,7.974
1/3/2022,4:00:00 PM,0,62.3802,7.966
1/3/2022,4:15:00 PM,0,62.3712,7.957
1/3/2022,4:30:00 PM,0,62.364,7.949
1/3/2022,4:45:00 PM,0,62.3654,7.94
1/3/2022,5:00:00 PM,0,62.3724,7.932
1/3/2022,5:15:00 PM,0,62.3721,7.927
1/3/2022,5:30:00 PM,0,62.3772,7.92
1/3/2022,5:45:00 PM,0,62.3843,7.906
1/3/2022,6:00:00 PM,0,62.3903,7.885
1/3/2022,6:15:00 PM,0,62.3986,7.856
1/3/2022,6:30:00 PM,0,62.4042,7.823
1/3/2022,6:45:00 PM,0,62.41,7.798
1/3/2022,7:00:00 PM,0,62.4139,7.76
1/3/2022,7:15:00 PM,0,62.4284,7.724
1/3/2022,7:30:00 PM,0,62.4417,7.691
1/3/2022,7:45:00 PM,0,62.4408,7.659
1/3/2022,8:00:00 PM,0,62.4384,7.638
1/3/2022,8:15:00 PM,0,62.4571,7.602
1/3/2022,8:30:00 PM,0,62.4702,7.579
1/3/2022,8:45:00 PM,0,62.483,7.564
1/3/2022,9:00:00 PM,0,62.4947,7.54
1/3/2022,9:15:00 PM,0,62.4971,7.497
1/3/2022,9:30:00 PM,0,62.4984,7.473
1/3/2022,9:45:00 PM,0,62.4941,7.458
1/3/2022,10:00:00 PM,0,62.4928,7.454
1/3/2022,10:15:00 PM,0,62.4925,7.434
1/3/2022,10:30:00 PM,0,62.4905,7.401
1/3/2022,10:45:00 PM,0,62.4895,7.359
1/3/2022,11:00:00 PM,0,62.478,7.303
