Serial_number:,,,,
2106253,,,,
Project,ID:,,,
1/15/2022,10:30:00 AM,0,62.5411,7.449
1/15/2022,10:45:00 AM,0,62.5334,7.447
1/15/2022,11:00:00 AM,0,62.5342,7.447
1/15/2022,11:15:00 AM,0,62.5197,7.443
1/15/2022,11:30:00 AM,0,62.4983,7.454
1/15/2022,11:45:00 AM,0,62.5006,7.456
1/15/2022,12:00:00 PM,0,62.4953,7.454
1/15/2022,12:15:00 PM,0,62.4802,7.448
1/15/2022,12:30:00 PM,0,62.4853,7.444
1/15/2022,12:45:00 PM,0,62.4715,7.439
1/15/2022,1:00:00 PM,0,62.4598,7.443
1/15/2022,1:15:00 PM,0,62.4605,7.462
1/15/2022,1:30:00 PM,0,62.4399,7.464
1/15/2022,1:45:00 PM,0,62.4403,7.452
1/15/2022,2:00:00 PM,0,62.4196,7.429
1/15/2022,2:15:00 PM,0,62.4163,7.417
1/15/2022,2:30:00 PM,0,62.4185,7.417
1/15/2022,2:45:00 PM,0,62.4105,7.422
1/15/2022,3:00:00 PM,0,62.3956,7.416
1/15/2022,3:15:00 PM,0,62.3799,7.416
1/15/2022,3:30:00 PM,0,62.3684,7.425
1/15/2022,3:45:00 PM,0,62.3723,7.426
1/15/2022,4:00:00 PM,0,62.3742,7.425
1/15/2022,4:15:00 PM,0,62.3744,7.416
1/15/2022,4:30:00 PM,0,62.3657,7.403
1/15/2022,4:45:00 PM,0,62.3705,7.395
1/15/2022,5:00:00 PM,0,62.3639,7.39
1/15/2022,5:15:00 PM,0,62.3725,7.383
1/15/2022,5:30:00 PM,0,62.3794,7.375
1/15/2022,5:45:00 PM,0,62.3762,7.369
1/15/2022,6:00:00 PM,0,62.3843,7.363
1/15/2022,6:15:00 PM,0,62.3975,7.359
1/15/2022,6:30:00 PM,0,62.4111,7.354
1/15/2022,6:45:00 PM,0,62.4276,7.35
1/15/2022,7:00:00 PM,0,62.4362,7.346
1/15/2022,7:15:00 PM,0,62.4405,7.341
1/15/2022,7:30:00 PM,0,62.4683,7.337
1/15/2022,7:45:00 PM,0,62.4917,7.334
1/15/2022,8:00:00 PM,0,62.5044,7.331
1/15/2022,8:15:00 PM,0,62.5127,7.33
1/15/2022,8:30:00 PM,0,62.5272,7.329
1/15/2022,8:45:00 PM,0,62.5242,7.328
1/15/2022,9:00:00 PM,0,62.5239,7.327
1/15/2022,9:15:00 PM,0,62.5349,7.327
1/15/2022,9:30:00 PM,0,62.5437,7.321
1/15/2022,9:45:00 PM,0,62.5416,7.317
1/15/2022,10:00:00 PM,0,62.5495,7.317
1/15/2022,10:15:00 PM,0,62.5544,7.314
1/15/2022,10:30:00 PM,0,62.5505,7.315
1/15/2022,10:45:00 PM,0,62.5444,7.314
1/15/2022,11:00:00 PM,0,62.5475,7.313
1/15/2022,11:15:00 PM,0,62.5473,7.312
1/15/2022,11:30:00 PM,0,62.5412,7.312
1/15/2022,11:45:00 PM,0,62.5368,7.308
1/16/2022,12:00:00 AM,0,62.518,7.301
1/16/2022,12:15:00 AM,0,62.5043,7.3
1/16/2022,12:30:00 AM,0,62.4928,7.297
1/16/2022,12:45:00 AM,0,62.4844,7.297
1/16/2022,1:00:00 AM,0,62.465,7.295
1/16/2022,1:15:00 AM,0,62.4608,7.295
1/16/2022,1:30:00 AM,0,62.4692,7.291
1/16/2022,1:45:00 AM,0,62.37,7.289
1/16/2022,2:00:00 AM,0,62.3873,7.28
1/16/2022,2:15:00 AM,0,62.3954,7.276
1/16/2022,2:30:00 AM,0,62.3948,7.271
1/16/2022,2:45:00 AM,0,62.3987,7.268
1/16/2022,3:00:00 AM,0,62.3789,7.263
1/16/2022,3:15:00 AM,0,62.3623,7.251
1/16/2022,3:30:00 AM,0,62.3627,7.249
1/16/2022,3:45:00 AM,0,62.3499,7.24
1/16/2022,4:00:00 AM,0,62.3422,7.239
1/16/2022,4:15:00 AM,0,62.3459,7.238
1/16/2022,4:30:00 AM,0,62.3347,7.232
1/16/2022,4:45:00 AM,0,62.3416,7.221
1/16/2022,5:00:00 AM,0,62.3495,7.188
1/16/2022,5:15:00 AM,0,62.3559,7.184
1/16/2022,5:30:00 AM,0,62.3754,7.2
1/16/2022,5:45:00 AM,0,62.3817,7.21
1/16/2022,6:00:00 AM,0,62.386,7.213
1/16/2022,6:15:00 AM,0,62.3903,7.208
1/16/2022,6:30:00 AM,0,62.4043,7.2
1/16/2022,6:45:00 AM,0,62.4094,7.202
1/16/2022,7:00:00 AM,0,62.4168,7.21
1/16/2022,7:15:00 AM,0,62.4305,7.215
1/16/2022,7:30:00 AM,0,62.4447,7.22
1/16/2022,7:45:00 AM,0,62.4563,7.225
1/16/2022,8:00:00 AM,0,62.4704,7.241
1/16/2022,8:15:00 AM,0,62.4844,7.254
1/16/2022,8:30:00 AM,0,62.501,7.253
1/16/2022,8:45:00 AM,0,62.5013,7.259
1/16/2022,9:00:00 AM,0,62.5144,7.266
1/16/2022,9:15:00 AM,0,62.5303,7.271
1/16/2022,9:30:00 AM,0,62.5394,7.265
1/16/2022,9:45:00 AM,0,62.5376,7.268
1/16/2022,10:00:00 AM,0,62.5397,7.277
1/16/2022,10:15:00 AM,0,62.5364,7.287
1/16/2022,10:30:00 AM,0,62.5291,7.308
1/16/2022,10:45:00 AM,0,62.5305,7.325
1/16/2022,11:00:00 AM,0,62.5198,7.329
1/16/2022,11:15:00 AM,0,62.5168,7.334
1/16/2022,11:30:00 AM,0,62.513,7.333
1/16/2022,11:45:00 AM,0,62.5207,7.326
1/16/2022,12:00:00 PM,0,62.5222,7.329
1/16/2022,12:15:00 PM,0,62.5095,7.333
1/16/2022,12:30:00 PM,0,62.4912,7.341
1/16/2022,12:45:00 PM,0,62.4828,7.348
1/16/2022,1:00:00 PM,0,62.4775,7.343
1/16/2022,1:15:00 PM,0,62.4638,7.33
1/16/2022,1:30:00 PM,0,62.4557,7.329
1/16/2022,1:45:00 PM,0,62.4454,7.318
1/16/2022,2:00:00 PM,0,62.4328,7.32
1/16/2022,2:15:00 PM,0,62.4221,7.325
1/16/2022,2:30:00 PM,0,62.4001,7.322
1/16/2022,2:45:00 PM,0,62.3858,7.327
1/16/2022,3:00:00 PM,0,62.381,7.336
1/16/2022,3:15:00 PM,0,62.3845,7.319
1/16/2022,3:30:00 PM,0,62.3855,7.305
1/16/2022,3:45:00 PM,0,62.364,7.304
1/16/2022,4:00:00 PM,0,62.3571,7.308
1/16/2022,4:15:00 PM,0,62.3482,7.306
1/16/2022,4:30:00 PM,0,62.3373,7.305
1/16/2022,4:45:00 PM,0,62.3385,7.308
1/16/2022,5:00:00 PM,0,62.3368,7.31
1/16/2022,5:15:00 PM,0,62.3493,7.305
1/16/2022,5:30:00 PM,0,62.3537,7.292
1/16/2022,5:45:00 PM,0,62.3616,7.282
1/16/2022,6:00:00 PM,0,62.3649,7.265
1/16/2022,6:15:00 PM,0,62.3737,7.243
1/16/2022,6:30:00 PM,0,62.3791,7.211
1/16/2022,6:45:00 PM,0,62.3908,7.178
1/16/2022,7:00:00 PM,0,62.4047,7.149
1/16/2022,7:15:00 PM,0,62.4183,7.107
1/16/2022,7:30:00 PM,0,62.4372,7.59
1/16/2022,7:45:00 PM,0,62.4563,7.35
1/16/2022,8:00:00 PM,0,62.4706,7.14
1/16/2022,8:15:00 PM,0,62.4503,6.971
1/16/2022,8:30:00 PM,0,62.4963,6.956
1/16/2022,8:45:00 PM,0,62.4961,6.941
1/16/2022,9:00:00 PM,0,62.5329,6.88
1/16/2022,9:15:00 PM,0,62.5251,6.844
1/16/2022,9:30:00 PM,0,62.5344,6.835
1/16/2022,9:45:00 PM,0,62.5463,6.811
1/16/2022,10:00:00 PM,0,62.5361,6.828
1/16/2022,10:15:00 PM,0,62.5312,6.834
1/16/2022,10:30:00 PM,0,62.5281,6.845
1/16/2022,10:45:00 PM,0,62.5307,6.866
1/16/2022,11:00:00 PM,0,62.5103,6.844
1/16/2022,11:15:00 PM,0,62.5081,6.841
1/16/2022,11:30:00 PM,0,62.5067,6.824
1/16/2022,11:45:00 PM,0,62.4993,6.822
1/17/2022,12:00:00 AM,0,62.4885,6.818
1/17/2022,12:15:00 AM,0,62.4763,6.809
1/17/2022,12:30:00 AM,0,62.4687,6.782
1/17/2022,12:45:00 AM,0,62.4578,6.723
1/17/2022,1:00:00 AM,0,62.4423,6.665
1/17/2022,1:15:00 AM,0,62.4288,6.616
1/17/2022,1:30:00 AM,0,62.4154,6.583
1/17/2022,1:45:00 AM,0,62.3995,6.575
1/17/2022,2:00:00 AM,0,62.3923,6.573
1/17/2022,2:15:00 AM,0,62.3857,6.587
1/17/2022,2:30:00 AM,0,62.3797,6.619
1/17/2022,2:45:00 AM,0,62.3646,6.628
1/17/2022,3:00:00 AM,0,62.3504,6.63
1/17/2022,3:15:00 AM,0,62.3349,6.63
1/17/2022,3:30:00 AM,0,62.3281,6.634
1/17/2022,3:45:00 AM,0,62.3295,6.635
1/17/2022,4:00:00 AM,0,62.3286,6.618
1/17/2022,4:15:00 AM,0,62.3164,6.592
1/17/2022,4:30:00 AM,0,62.3188,6.588
1/17/2022,4:45:00 AM,0,62.3118,6.616
1/17/2022,5:00:00 AM,0,62.3197,6.637
1/17/2022,5:15:00 AM,0,62.336,6.643
1/17/2022,5:30:00 AM,0,62.3301,6.648
1/17/2022,5:45:00 AM,0,62.3331,6.672
1/17/2022,6:00:00 AM,0,62.3346,6.678
1/17/2022,6:15:00 AM,0,62.3323,6.666
1/17/2022,6:30:00 AM,0,62.3368,6.659
1/17/2022,6:45:00 AM,0,62.3413,6.653
1/17/2022,7:00:00 AM,0,62.3592,6.649
1/17/2022,7:15:00 AM,0,62.3899,6.66
1/17/2022,7:30:00 AM,0,62.4188,6.661
1/17/2022,7:45:00 AM,0,62.4447,6.711
1/17/2022,8:00:00 AM,0,62.4661,6.788
1/17/2022,8:15:00 AM,0,62.4682,6.842
1/17/2022,8:30:00 AM,0,62.4809,6.896
1/17/2022,8:45:00 AM,0,62.4899,6.944
1/17/2022,9:00:00 AM,0,62.4992,6.983
1/17/2022,9:15:00 AM,0,62.5049,7.6
1/17/2022,9:30:00 AM,0,62.5104,7.23
1/17/2022,9:45:00 AM,0,62.5187,7.29
1/17/2022,10:00:00 AM,0,62.5061,7.34
1/17/2022,10:15:00 AM,0,62.5172,7.44
1/17/2022,10:30:00 AM,0,62.5169,7.5
1/17/2022,10:45:00 AM,0,62.5068,7.56
1/17/2022,11:00:00 AM,0,62.5094,7.6
1/17/2022,11:15:00 AM,0,62.504,7.63
1/17/2022,11:30:00 AM,0,62.5086,7.69
1/17/2022,11:45:00 AM,0,62.511,7.67
1/17/2022,12:00:00 PM,0,62.5109,7.66
1/17/2022,12:15:00 PM,0,62.5076,7.55
1/17/2022,12:30:00 PM,0,62.4963,7.54
1/17/2022,12:45:00 PM,0,62.4693,7.54
1/17/2022,1:00:00 PM,0,62.4554,7.52
1/17/2022,1:15:00 PM,0,62.4573,7.48
1/17/2022,1:30:00 PM,0,62.4323,7.55
1/17/2022,1:45:00 PM,0,62.4071,7.53
1/17/2022,2:00:00 PM,0,62.3783,7.52
1/17/2022,2:15:00 PM,0,62.3764,7.57
1/17/2022,2:30:00 PM,0,62.3767,7.54
1/17/2022,2:45:00 PM,0,62.3789,7.46
1/17/2022,3:00:00 PM,0,62.3774,7.39
1/17/2022,3:15:00 PM,0,62.3486,7.4
1/17/2022,3:30:00 PM,0,62.3351,7.41
1/17/2022,3:45:00 PM,0,62.3239,7.36
1/17/2022,4:00:00 PM,0,62.3166,7.27
1/17/2022,4:15:00 PM,0,62.3177,7.8
1/17/2022,4:30:00 PM,0,62.3018,7.8
1/17/2022,4:45:00 PM,0,62.2969,7.12
1/17/2022,5:00:00 PM,0,62.305,7.13
1/17/2022,5:15:00 PM,0,62.3327,7.7
1/17/2022,5:30:00 PM,0,62.3278,6.998
1/17/2022,5:45:00 PM,0,62.3522,6.989
1/17/2022,6:00:00 PM,0,62.3618,6.978
1/17/2022,6:15:00 PM,0,62.372,6.972
1/17/2022,6:30:00 PM,0,62.365,6.964
1/17/2022,6:45:00 PM,0,62.368,6.958
1/17/2022,7:00:00 PM,0,62.3862,6.953
1/17/2022,7:15:00 PM,0,62.3795,6.947
1/17/2022,7:30:00 PM,0,62.3779,6.925
1/17/2022,7:45:00 PM,0,62.3881,6.906
1/17/2022,8:00:00 PM,0,62.3979,6.882
1/17/2022,8:15:00 PM,0,62.4139,6.868
1/17/2022,8:30:00 PM,0,62.4268,6.854
1/17/2022,8:45:00 PM,0,62.4408,6.842
1/17/2022,9:00:00 PM,0,62.4497,6.83
1/17/2022,9:15:00 PM,0,62.4678,6.819
1/17/2022,9:30:00 PM,0,62.4684,6.81
1/17/2022,9:45:00 PM,0,62.4714,6.784
1/17/2022,10:00:00 PM,0,62.4762,6.795
1/17/2022,10:15:00 PM,0,62.4912,6.801
1/17/2022,10:30:00 PM,0,62.496,6.79
1/17/2022,10:45:00 PM,0,62.4911,6.778
1/17/2022,11:00:00 PM,0,62.4846,6.785
1/17/2022,11:15:00 PM,0,62.4843,6.786
1/17/2022,11:30:00 PM,0,62.4759,6.769
1/17/2022,11:45:00 PM,0,62.4766,6.735
1/18/2022,12:00:00 AM,0,62.47,6.729
1/18/2022,12:15:00 AM,0,62.4596,6.736
1/18/2022,12:30:00 AM,0,62.4459,6.744
1/18/2022,12:45:00 AM,0,62.433,6.758
1/18/2022,1:00:00 AM,0,62.4309,6.763
1/18/2022,1:15:00 AM,0,62.4128,6.77
1/18/2022,1:30:00 AM,0,62.3907,6.774
1/18/2022,1:45:00 AM,0,62.3739,6.767
1/18/2022,2:00:00 AM,0,62.3577,6.757
1/18/2022,2:15:00 AM,0,62.3372,6.744
1/18/2022,2:30:00 AM,0,62.3307,6.73
1/18/2022,2:45:00 AM,0,62.3317,6.718
1/18/2022,3:00:00 AM,0,62.3236,6.711
1/18/2022,3:15:00 AM,0,62.3157,6.697
1/18/2022,3:30:00 AM,0,62.3103,6.704
1/18/2022,3:45:00 AM,0,62.2876,6.71
1/18/2022,4:00:00 AM,0,62.3013,6.709
1/18/2022,4:15:00 AM,0,62.3155,6.716
1/18/2022,4:30:00 AM,0,62.3076,6.708
1/18/2022,4:45:00 AM,0,62.3249,6.707
1/18/2022,5:00:00 AM,0,62.327,6.712
1/18/2022,5:15:00 AM,0,62.3492,6.703
1/18/2022,5:30:00 AM,0,62.3435,6.712
1/18/2022,5:45:00 AM,0,62.3442,6.717
1/18/2022,6:00:00 AM,0,62.3499,6.707
1/18/2022,6:15:00 AM,0,62.3539,6.699
1/18/2022,6:30:00 AM,0,62.3714,6.687
1/18/2022,6:45:00 AM,0,62.3998,6.692
1/18/2022,7:00:00 AM,0,62.4136,6.706
1/18/2022,7:15:00 AM,0,62.4136,6.72
1/18/2022,7:30:00 AM,0,62.4322,6.724
1/18/2022,7:45:00 AM,0,62.439,6.734
1/18/2022,8:00:00 AM,0,62.4571,6.767
1/18/2022,8:15:00 AM,0,62.4715,6.795
1/18/2022,8:30:00 AM,0,62.4861,6.812
1/18/2022,8:45:00 AM,0,62.5023,6.827
1/18/2022,9:00:00 AM,0,62.502,6.834
1/18/2022,9:15:00 AM,0,62.5198,6.829
1/18/2022,9:30:00 AM,0,62.5134,6.845
1/18/2022,9:45:00 AM,0,62.5159,6.866
1/18/2022,10:00:00 AM,0,62.5288,6.878
1/18/2022,10:15:00 AM,0,62.5232,6.893
1/18/2022,10:30:00 AM,0,62.5254,6.901
1/18/2022,10:45:00 AM,0,62.5095,6.908
1/18/2022,11:00:00 AM,0,62.4936,6.911
1/18/2022,11:15:00 AM,0,62.4756,6.917
1/18/2022,11:30:00 AM,0,62.4789,6.917
1/18/2022,11:45:00 AM,0,62.4696,6.92
1/18/2022,12:00:00 PM,0,62.4598,6.926
1/18/2022,12:15:00 PM,0,62.4443,6.926
1/18/2022,12:30:00 PM,0,62.4366,6.919
1/18/2022,12:45:00 PM,0,62.4291,6.911
1/18/2022,1:00:00 PM,0,62.4151,6.905
1/18/2022,1:15:00 PM,0,62.4117,6.899
1/18/2022,1:30:00 PM,0,62.401,6.896
1/18/2022,1:45:00 PM,0,62.3791,6.897
1/18/2022,2:00:00 PM,0,62.3774,6.893
1/18/2022,2:15:00 PM,0,62.3598,6.893
1/18/2022,2:30:00 PM,0,62.3571,6.892
1/18/2022,2:45:00 PM,0,62.3372,6.892
1/18/2022,3:00:00 PM,0,62.3298,6.895
1/18/2022,3:15:00 PM,0,62.3289,6.898
1/18/2022,3:30:00 PM,0,62.3294,6.895
1/18/2022,3:45:00 PM,0,62.3184,6.897
1/18/2022,4:00:00 PM,0,62.307,6.901
1/18/2022,4:15:00 PM,0,62.309,6.897
1/18/2022,4:30:00 PM,0,62.3025,6.895
1/18/2022,4:45:00 PM,0,62.2972,6.897
1/18/2022,5:00:00 PM,0,62.305,6.895
1/18/2022,5:15:00 PM,0,62.3232,6.889
1/18/2022,5:30:00 PM,0,62.3294,6.885
1/18/2022,5:45:00 PM,0,62.3384,6.881
1/18/2022,6:00:00 PM,0,62.343,6.874
1/18/2022,6:15:00 PM,0,62.3579,6.866
1/18/2022,6:30:00 PM,0,62.3655,6.854
1/18/2022,6:45:00 PM,0,62.3714,6.847
1/18/2022,7:00:00 PM,0,62.3798,6.844
1/18/2022,7:15:00 PM,0,62.3727,6.843
1/18/2022,7:30:00 PM,0,62.3705,6.842
1/18/2022,7:45:00 PM,0,62.3797,6.841
1/18/2022,8:00:00 PM,0,62.3821,6.839
1/18/2022,8:15:00 PM,0,62.3974,6.833
1/18/2022,8:30:00 PM,0,62.4183,6.83
1/18/2022,8:45:00 PM,0,62.455,6.83
1/18/2022,9:00:00 PM,0,62.4665,6.829
1/18/2022,9:15:00 PM,0,62.4901,6.827
1/18/2022,9:30:00 PM,0,62.4861,6.829
1/18/2022,9:45:00 PM,0,62.4905,6.829
1/18/2022,10:00:00 PM,0,62.4993,6.829
1/18/2022,10:15:00 PM,0,62.4946,6.83
1/18/2022,10:30:00 PM,0,62.4911,6.831
1/18/2022,10:45:00 PM,0,62.4782,6.832
1/18/2022,11:00:00 PM,0,62.4881,6.832
1/18/2022,11:15:00 PM,0,62.47,6.832
1/18/2022,11:30:00 PM,0,62.4524,6.832
1/18/2022,11:45:00 PM,0,62.4396,6.831
1/19/2022,12:00:00 AM,0,62.4322,6.828
1/19/2022,12:15:00 AM,0,62.4377,6.825
1/19/2022,12:30:00 AM,0,62.419,6.823
1/19/2022,12:45:00 AM,0,62.4083,6.82
1/19/2022,1:00:00 AM,0,62.4016,6.818
1/19/2022,1:15:00 AM,0,62.3777,6.819
1/19/2022,1:30:00 AM,0,62.3637,6.817
1/19/2022,1:45:00 AM,0,62.3361,6.817
1/19/2022,2:00:00 AM,0,62.3287,6.817
1/19/2022,2:15:00 AM,0,62.3088,6.817
1/19/2022,2:30:00 AM,0,62.2963,6.818
1/19/2022,2:45:00 AM,0,62.2833,6.818
1/19/2022,3:00:00 AM,0,62.2837,6.818
1/19/2022,3:15:00 AM,0,62.271,6.817
1/19/2022,3:30:00 AM,0,62.2709,6.817
1/19/2022,3:45:00 AM,0,62.263,6.818
1/19/2022,4:00:00 AM,0,62.2606,6.818
1/19/2022,4:15:00 AM,0,62.2666,6.818
1/19/2022,4:30:00 AM,0,62.2595,6.818
1/19/2022,4:45:00 AM,0,62.2613,6.818
1/19/2022,5:00:00 AM,0,62.2663,6.819
1/19/2022,5:15:00 AM,0,62.2776,6.826
1/19/2022,5:30:00 AM,0,62.2931,6.827
1/19/2022,5:45:00 AM,0,62.3046,6.826
1/19/2022,6:00:00 AM,0,62.3164,6.826
1/19/2022,6:15:00 AM,0,62.3277,6.826
1/19/2022,6:30:00 AM,0,62.3397,6.824
1/19/2022,6:45:00 AM,0,62.3422,6.821
1/19/2022,7:00:00 AM,0,62.3525,6.823
1/19/2022,7:15:00 AM,0,62.3654,6.82
1/19/2022,7:30:00 AM,0,62.3856,6.823
1/19/2022,7:45:00 AM,0,62.3949,6.825
1/19/2022,8:00:00 AM,0,62.4071,6.83
1/19/2022,8:15:00 AM,0,62.4165,6.832
1/19/2022,8:30:00 AM,0,62.4446,6.832
1/19/2022,8:45:00 AM,0,62.4546,6.837
1/19/2022,9:00:00 AM,0,62.4632,6.837
1/19/2022,9:15:00 AM,0,62.4824,6.834
1/19/2022,9:30:00 AM,0,62.4838,6.835
1/19/2022,9:45:00 AM,0,62.4811,6.837
1/19/2022,10:00:00 AM,0,62.4855,6.838
1/19/2022,10:15:00 AM,0,62.487,6.841
1/19/2022,10:30:00 AM,0,62.482,6.846
1/19/2022,10:45:00 AM,0,62.4803,6.852
1/19/2022,11:00:00 AM,0,62.4723,6.859
1/19/2022,11:15:00 AM,0,62.4735,6.864
1/19/2022,11:30:00 AM,0,62.4679,6.867
1/19/2022,11:45:00 AM,0,62.4618,6.871
1/19/2022,12:00:00 PM,0,62.4523,6.872
1/19/2022,12:15:00 PM,0,62.4568,6.872
1/19/2022,12:30:00 PM,0,62.4382,6.874
1/19/2022,12:45:00 PM,0,62.4232,6.874
1/19/2022,1:00:00 PM,0,62.4169,6.873
1/19/2022,1:15:00 PM,0,62.4076,6.869
1/19/2022,1:30:00 PM,0,62.3918,6.872
1/19/2022,1:45:00 PM,0,62.3767,6.878
1/19/2022,2:00:00 PM,0,62.3577,6.882
1/19/2022,2:15:00 PM,0,62.3381,6.887
1/19/2022,2:30:00 PM,0,62.3328,6.893
1/19/2022,2:45:00 PM,0,62.305,6.891
1/19/2022,3:00:00 PM,0,62.3134,6.888
1/19/2022,3:15:00 PM,0,62.3061,6.888
1/19/2022,3:30:00 PM,0,62.3004,6.882
1/19/2022,3:45:00 PM,0,62.316,6.874
1/19/2022,4:00:00 PM,0,62.3046,6.869
1/19/2022,4:15:00 PM,0,62.3015,6.867
1/19/2022,4:30:00 PM,0,62.2903,6.864
1/19/2022,4:45:00 PM,0,62.3025,6.862
1/19/2022,5:00:00 PM,0,62.3189,6.859
1/19/2022,5:15:00 PM,0,62.3153,6.857
1/19/2022,5:30:00 PM,0,62.3158,6.855
1/19/2022,5:45:00 PM,0,62.3025,6.852
1/19/2022,6:00:00 PM,0,62.3116,6.846
1/19/2022,6:15:00 PM,0,62.324,6.834
1/19/2022,6:30:00 PM,0,62.3318,6.825
1/19/2022,6:45:00 PM,0,62.3384,6.819
1/19/2022,7:00:00 PM,0,62.3408,6.816
1/19/2022,7:15:00 PM,0,62.3525,6.813
1/19/2022,7:30:00 PM,0,62.3573,6.812
1/19/2022,7:45:00 PM,0,62.3578,6.811
1/19/2022,8:00:00 PM,0,62.3756,6.814
1/19/2022,8:15:00 PM,0,62.3766,6.816
1/19/2022,8:30:00 PM,0,62.4166,6.819
1/19/2022,8:45:00 PM,0,62.4067,6.818
1/19/2022,9:00:00 PM,0,62.4339,6.82
1/19/2022,9:15:00 PM,0,62.446,6.826
1/19/2022,9:30:00 PM,0,62.4461,6.828
1/19/2022,9:45:00 PM,0,62.4509,6.823
1/19/2022,10:00:00 PM,0,62.4541,6.812
1/19/2022,10:15:00 PM,0,62.4552,6.81
1/19/2022,10:30:00 PM,0,62.4589,6.809
1/19/2022,10:45:00 PM,0,62.4557,6.808
1/19/2022,11:00:00 PM,0,62.4458,6.811
1/19/2022,11:15:00 PM,0,62.4155,6.809
1/19/2022,11:30:00 PM,0,62.403,6.809
1/19/2022,11:45:00 PM,0,62.3917,6.811
1/20/2022,12:00:00 AM,0,62.378,6.808
1/20/2022,12:15:00 AM,0,62.3599,6.81
1/20/2022,12:30:00 AM,0,62.3536,6.811
1/20/2022,12:45:00 AM,0,62.3187,6.813
1/20/2022,1:00:00 AM,0,62.3258,6.813
1/20/2022,1:15:00 AM,0,62.3018,6.811
1/20/2022,1:30:00 AM,0,62.2971,6.81
1/20/2022,1:45:00 AM,0,62.2831,6.809
1/20/2022,2:00:00 AM,0,62.2762,6.807
1/20/2022,2:15:00 AM,0,62.2542,6.803
1/20/2022,2:30:00 AM,0,62.244,6.796
1/20/2022,2:45:00 AM,0,62.2421,6.796
1/20/2022,3:00:00 AM,0,62.2338,6.795
1/20/2022,3:15:00 AM,0,62.2442,6.791
1/20/2022,3:30:00 AM,0,62.2236,6.791
1/20/2022,3:45:00 AM,0,62.2175,6.789
1/20/2022,4:00:00 AM,0,62.2018,6.788
1/20/2022,4:15:00 AM,0,62.2094,6.786
1/20/2022,4:30:00 AM,0,62.2134,6.782
1/20/2022,4:45:00 AM,0,62.2178,6.783
1/20/2022,5:00:00 AM,0,62.2234,6.78
1/20/2022,5:15:00 AM,0,62.2194,6.777
1/20/2022,5:30:00 AM,0,62.2295,6.772
1/20/2022,5:45:00 AM,0,62.2335,6.772
1/20/2022,6:00:00 AM,0,62.2492,6.767
1/20/2022,6:15:00 AM,0,62.2459,6.761
1/20/2022,6:30:00 AM,0,62.246,6.757
1/20/2022,6:45:00 AM,0,62.2562,6.758
1/20/2022,7:00:00 AM,0,62.2689,6.754
1/20/2022,7:15:00 AM,0,62.309,6.754
1/20/2022,7:30:00 AM,0,62.3155,6.754
1/20/2022,7:45:00 AM,0,62.3249,6.755
1/20/2022,8:00:00 AM,0,62.3477,6.756
1/20/2022,8:15:00 AM,0,62.3557,6.758
1/20/2022,8:30:00 AM,0,62.3615,6.76
1/20/2022,8:45:00 AM,0,62.3706,6.766
1/20/2022,9:00:00 AM,0,62.3857,6.771
1/20/2022,9:15:00 AM,0,62.3944,6.775
1/20/2022,9:30:00 AM,0,62.3942,6.779
1/20/2022,9:45:00 AM,0,62.414,6.779
1/20/2022,10:00:00 AM,0,62.3985,6.779
1/20/2022,10:15:00 AM,0,62.3984,6.78
1/20/2022,10:30:00 AM,0,62.408,6.779
1/20/2022,10:45:00 AM,0,62.3876,6.778
1/20/2022,11:00:00 AM,0,62.3806,6.781
1/20/2022,11:15:00 AM,0,62.3767,6.781
1/20/2022,11:30:00 AM,0,62.3775,6.779
1/20/2022,11:45:00 AM,0,62.3845,6.777
1/20/2022,12:00:00 PM,0,62.3673,6.777
1/20/2022,12:15:00 PM,0,62.3555,6.786
1/20/2022,12:30:00 PM,0,62.347,6.787
1/20/2022,12:45:00 PM,0,62.3298,6.779
1/20/2022,1:00:00 PM,0,62.3296,6.78
1/20/2022,1:15:00 PM,0,62.3296,6.788
1/20/2022,1:30:00 PM,0,62.3003,6.782
1/20/2022,1:45:00 PM,0,62.2832,6.776
1/20/2022,2:00:00 PM,0,62.2835,6.776
1/20/2022,2:15:00 PM,0,62.2812,6.779
1/20/2022,2:30:00 PM,0,62.2731,6.777
1/20/2022,2:45:00 PM,0,62.2537,6.781
1/20/2022,3:00:00 PM,0,62.2405,6.782
1/20/2022,3:15:00 PM,0,62.2358,6.781
1/20/2022,3:30:00 PM,0,62.2329,6.78
1/20/2022,3:45:00 PM,0,62.2089,6.777
1/20/2022,4:00:00 PM,0,62.2108,6.771
1/20/2022,4:15:00 PM,0,62.2133,6.764
1/20/2022,4:30:00 PM,0,62.2301,6.76
1/20/2022,4:45:00 PM,0,62.2322,6.756
1/20/2022,5:00:00 PM,0,62.2339,6.755
1/20/2022,5:15:00 PM,0,62.2296,6.755
1/20/2022,5:30:00 PM,0,62.2379,6.748
1/20/2022,5:45:00 PM,0,62.2419,6.742
1/20/2022,6:00:00 PM,0,62.2574,6.74
1/20/2022,6:15:00 PM,0,62.253,6.731
1/20/2022,6:30:00 PM,0,62.2705,6.719
1/20/2022,6:45:00 PM,0,62.2662,6.71
1/20/2022,7:00:00 PM,0,62.2762,6.708
1/20/2022,7:15:00 PM,0,62.29,6.703
1/20/2022,7:30:00 PM,0,62.3188,6.702
1/20/2022,7:45:00 PM,0,62.3314,6.702
1/20/2022,8:00:00 PM,0,62.3514,6.703
