fecha,valor
6/1/2021 0:00,3.933
6/1/2021 0:05,3.907
6/1/2021 0:10,3.894
6/1/2021 0:15,3.876
6/1/2021 0:20,3.857
6/1/2021 0:25,3.831
6/1/2021 0:30,3.817
6/1/2021 0:35,3.797
6/1/2021 0:40,3.8
6/1/2021 0:45,3.821
6/1/2021 0:50,3.821
6/1/2021 0:55,3.801
6/1/2021 1:00,3.787
6/1/2021 1:05,3.758
6/1/2021 1:10,3.748
6/1/2021 1:15,3.751
6/1/2021 1:20,3.726
6/1/2021 1:25,3.689
6/1/2021 1:30,3.685
6/1/2021 1:35,3.663
6/1/2021 1:40,3.629
6/1/2021 1:45,3.577
6/1/2021 1:50,3.552
6/1/2021 1:55,3.549
6/1/2021 2:00,3.509
6/1/2021 2:05,3.464
6/1/2021 2:10,3.445
6/1/2021 2:15,3.465
6/1/2021 2:20,3.477
6/1/2021 2:25,3.456
6/1/2021 2:30,3.426
6/1/2021 2:35,3.409
6/1/2021 2:40,3.357
6/1/2021 2:45,3.334
6/1/2021 2:50,3.316
6/1/2021 2:55,3.289
6/1/2021 3:00,3.266
6/1/2021 3:05,3.249
6/1/2021 3:10,3.157
6/1/2021 3:15,3.092
6/1/2021 3:20,3.086
6/1/2021 3:25,3.141
6/1/2021 3:30,3.135
6/1/2021 3:35,3.138
6/1/2021 3:40,3.116
6/1/2021 3:45,3.105
6/1/2021 3:50,3.11
6/1/2021 3:55,3.124
6/1/2021 4:00,3.161
6/1/2021 4:05,3.177
6/1/2021 4:10,3.18
6/1/2021 4:15,3.177
6/1/2021 4:20,3.187
6/1/2021 4:25,3.189
6/1/2021 4:30,3.185
6/1/2021 4:35,3.217
6/1/2021 4:40,3.184
6/1/2021 4:45,3.191
6/1/2021 4:50,3.17
6/1/2021 4:55,3.181
6/1/2021 5:00,3.175
6/1/2021 5:05,3.112
6/1/2021 5:10,3.136
6/1/2021 5:15,3.133
6/1/2021 5:20,3.12
6/1/2021 5:25,3.116
6/1/2021 5:30,3.069
6/1/2021 5:35,2.975
6/1/2021 5:40,2.99
6/1/2021 5:45,3.017
6/1/2021 5:50,2.988
6/1/2021 5:55,2.953
6/1/2021 6:00,2.923
6/1/2021 6:05,2.979
6/1/2021 6:10,3.024
6/1/2021 6:15,3.011
6/1/2021 6:20,3.069
6/1/2021 6:25,3.068
6/1/2021 6:30,3.054
6/1/2021 6:35,3.25
6/1/2021 6:40,3.412
6/1/2021 6:45,3.49
6/1/2021 6:50,3.529
6/1/2021 6:55,3.619
6/1/2021 7:00,3.79
6/1/2021 7:05,3.938
6/1/2021 7:10,4.156
6/1/2021 7:15,4.07
6/1/2021 7:20,3.98
6/1/2021 7:25,4.173
6/1/2021 7:30,4.656
6/1/2021 7:35,5.097
6/1/2021 7:40,5.647
6/1/2021 7:45,5.816
6/1/2021 7:50,5.892
6/1/2021 7:55,5.784
6/1/2021 8:00,6.007
6/1/2021 8:05,5.587
6/1/2021 8:10,5.407
