fecha,velocidad,direccion
6/1/2021 15:05,1.6,156
6/1/2021 15:10,2.2,163
6/1/2021 15:15,1.5,117
6/1/2021 15:20,3.6,69
6/1/2021 15:25,2.7,132
6/1/2021 15:30,3,166
6/1/2021 15:35,2.3,96
6/1/2021 15:40,2.9,86
6/1/2021 15:45,1.6,80
6/1/2021 15:50,1.8,137
6/1/2021 15:55,1.8,67
6/1/2021 16:00,1.5,132
6/1/2021 16:05,1.8,139
6/1/2021 16:10,1.8,114
6/1/2021 16:15,1.4,104
6/1/2021 16:20,2,164
6/1/2021 16:25,2.5,177
6/1/2021 16:30,1.8,195
6/1/2021 16:35,2.3,191
6/1/2021 16:40,2.4,191
6/1/2021 16:45,2.2,197
6/1/2021 16:50,1.5,193
6/1/2021 16:55,1.8,201
6/1/2021 17:00,1.9,185
6/1/2021 17:05,1.7,189
6/1/2021 17:10,1.8,191
6/1/2021 17:15,1.6,194
6/1/2021 17:20,1.7,217
6/1/2021 17:25,1.2,196
6/1/2021 17:30,1,185
6/1/2021 17:35,1,181
6/1/2021 17:40,1.2,188
6/1/2021 17:45,1.8,190
6/1/2021 17:50,1.6,191
6/1/2021 17:55,1.4,188
6/1/2021 18:00,1.7,189
6/1/2021 18:05,1.7,186
6/1/2021 18:10,1.2,178
6/1/2021 18:15,1.7,184
6/1/2021 18:20,1.6,185
6/1/2021 18:25,1.7,191
6/1/2021 18:30,1.7,201
6/1/2021 18:35,1.5,198
6/1/2021 18:40,1.3,180
6/1/2021 18:45,1.5,186
6/1/2021 18:50,1,195
6/1/2021 18:55,1.4,166
6/1/2021 19:00,1.4,161
6/1/2021 19:05,1.6,158
6/1/2021 19:10,1.1,118
6/1/2021 19:15,1.3,167
6/1/2021 19:20,1.7,155
6/1/2021 19:25,0.5,118
6/1/2021 19:30,1.6,122
6/1/2021 19:35,1.9,103
6/1/2021 19:40,2,122
6/1/2021 19:45,2.2,119
6/1/2021 19:50,1.7,111
6/1/2021 19:55,1.8,116
6/1/2021 20:00,2,95
6/1/2021 20:05,1.7,98
6/1/2021 20:10,1.8,113
6/1/2021 20:15,1.3,114
6/1/2021 20:20,1.5,104
6/1/2021 20:25,1.8,96
6/1/2021 20:30,2.1,88
6/1/2021 20:35,1.8,105
6/1/2021 20:40,1.7,90
6/1/2021 20:45,2,103
6/1/2021 20:50,2,97
6/1/2021 20:55,1.9,109
6/1/2021 21:00,1.8,143
6/1/2021 21:05,1.3,152
6/1/2021 21:10,1.6,146
6/1/2021 21:15,1.8,137
6/1/2021 21:20,2.1,118
6/1/2021 21:25,1.8,110
6/1/2021 21:30,1.7,149
6/1/2021 21:35,1.9,155
6/1/2021 21:40,1.7,120
6/1/2021 21:45,1.8,99
6/1/2021 21:50,1.9,115
6/1/2021 21:55,2.1,103
6/1/2021 22:00,2,98
6/1/2021 22:05,1.9,110
6/1/2021 22:10,1.9,111
6/1/2021 22:15,2,115
6/1/2021 22:20,1.6,117
6/1/2021 22:25,1.5,123
6/1/2021 22:30,1.3,111
6/1/2021 22:35,0.8,134
6/1/2021 22:40,0.6,167
6/1/2021 22:45,0.3,137
6/1/2021 22:50,0.9,136
6/1/2021 22:55,0.6,156
6/1/2021 23:00,0.6,151
6/1/2021 23:05,0.9,154
6/1/2021 23:10,0.7,169
6/1/2021 23:15,1,129
6/1/2021 23:20,1.4,119
6/1/2021 23:25,1.5,100
6/1/2021 23:30,1.5,106
6/1/2021 23:35,1.4,125
6/1/2021 23:40,1.3,125
6/1/2021 23:45,1.2,108
6/1/2021 23:50,1,116
6/1/2021 23:55,1.2,104
6/2/2021 0:00,1.1,100
6/2/2021 0:05,1.4,96
6/2/2021 0:10,0.9,101
6/2/2021 0:15,0.9,106
6/2/2021 0:20,0.6,113
6/2/2021 0:25,1,124
6/2/2021 0:30,1.3,123
6/2/2021 0:35,1.5,99
6/2/2021 0:40,1.3,111
6/2/2021 0:45,1.6,133
6/2/2021 0:50,2,114
6/2/2021 0:55,1.8,117
6/2/2021 1:00,1.9,124
6/2/2021 1:05,1.2,115
6/2/2021 1:10,1,116
6/2/2021 1:15,1.1,111
6/2/2021 1:20,1.5,120
6/2/2021 1:25,1.2,131
6/2/2021 1:30,1.2,114
6/2/2021 1:35,1,111
6/2/2021 1:40,1,110
6/2/2021 1:45,1,109
6/2/2021 1:50,1.7,145
6/2/2021 1:55,2.1,160
6/2/2021 2:00,1.7,146
6/2/2021 2:05,1.4,111
6/2/2021 2:10,1.8,123
6/2/2021 2:15,1.2,127
6/2/2021 2:20,1.3,145
6/2/2021 2:25,1.4,155
6/2/2021 2:30,1.4,154
6/2/2021 2:35,1.4,141
6/2/2021 2:40,1,137
6/2/2021 2:45,0.6,132
6/2/2021 2:50,0.7,136
6/2/2021 2:55,0.4,136
6/2/2021 3:00,0.8,149
6/2/2021 3:05,1.1,156
6/2/2021 3:10,1.6,154
6/2/2021 3:15,1.8,150
6/2/2021 3:20,2,133
6/2/2021 3:25,2.3,132
6/2/2021 3:30,2.1,122
6/2/2021 3:35,2,117
6/2/2021 3:40,1.7,131
6/2/2021 3:45,1.8,138
6/2/2021 3:50,1.5,133
6/2/2021 3:55,1.5,134
6/2/2021 4:00,1.5,144
6/2/2021 4:05,1.7,121
6/2/2021 4:10,1.7,115
6/2/2021 4:15,1.9,113
6/2/2021 4:20,2.2,122
6/2/2021 4:25,2.1,118
6/2/2021 4:30,2.1,106
6/2/2021 4:35,2,108
6/2/2021 4:40,2.2,127
6/2/2021 4:45,2.6,123
6/2/2021 4:50,2.3,126
6/2/2021 4:55,2.5,116
6/2/2021 5:00,2.3,114
6/2/2021 5:05,2.6,108
6/2/2021 5:10,2.7,117
6/2/2021 5:15,2.4,116
6/2/2021 5:20,2.5,114
6/2/2021 5:25,2.9,116
6/2/2021 5:30,2.3,113
6/2/2021 5:35,2.6,121
6/2/2021 5:40,2.8,115
6/2/2021 5:45,2.5,115
6/2/2021 5:50,2.4,124
6/2/2021 5:55,2.6,116
6/2/2021 6:00,2.6,116
6/2/2021 6:05,2.4,112
6/2/2021 6:10,2,112
6/2/2021 6:15,2.2,124
6/2/2021 6:20,2,114
6/2/2021 6:25,2.3,118
6/2/2021 6:30,2.9,116
6/2/2021 6:35,2.8,113
6/2/2021 6:40,2.3,110
6/2/2021 6:45,2.2,104
6/2/2021 6:50,3.2,104
6/2/2021 6:55,3.1,113
6/2/2021 7:00,3.3,97
6/2/2021 7:05,3.3,101
6/2/2021 7:10,2.5,112
6/2/2021 7:15,3,102
6/2/2021 7:20,3.6,99
6/2/2021 7:25,3.1,98
6/2/2021 7:30,3,100
6/2/2021 7:35,3,108
6/2/2021 7:40,2.8,111
6/2/2021 7:45,3.6,110
6/2/2021 7:50,2.7,118
6/2/2021 7:55,2.7,109
6/2/2021 8:00,3.5,117
6/2/2021 8:05,3.1,128
6/2/2021 8:10,2.6,122
6/2/2021 8:15,3.2,135
6/2/2021 8:20,3.4,140
6/2/2021 8:25,2.9,124
6/2/2021 8:30,3.3,128
6/2/2021 8:35,2.6,118
6/2/2021 8:40,2.9,131
6/2/2021 8:45,3.9,122
6/2/2021 8:50,4.1,108
6/2/2021 8:55,3.2,114
6/2/2021 9:00,3.9,89
6/2/2021 9:05,3.8,125
6/2/2021 9:10,2.5,114
6/2/2021 9:15,3.8,94
6/2/2021 9:20,3.5,129
6/2/2021 9:25,2.5,131
6/2/2021 9:30,3,122
6/2/2021 9:35,3,118
6/2/2021 9:40,3.7,142
6/2/2021 9:45,3.6,141
6/2/2021 9:50,3.5,144
6/2/2021 9:55,4,132
6/2/2021 10:00,3.6,125
6/2/2021 10:05,3.9,144
6/2/2021 10:10,4.1,130
6/2/2021 10:15,3.8,118
6/2/2021 10:20,4,116
6/2/2021 10:25,4.2,119
6/2/2021 10:30,3.5,124
6/2/2021 10:35,4.3,111
6/2/2021 10:40,5,95
6/2/2021 10:45,4.6,109
6/2/2021 10:50,3.7,102
6/2/2021 10:55,3.9,86
6/2/2021 11:00,4.3,107
6/2/2021 11:05,3.5,100
6/2/2021 11:10,4,102
6/2/2021 11:15,3.1,102
6/2/2021 11:20,4.5,89
6/2/2021 11:25,4.1,113
6/2/2021 11:30,5,116
6/2/2021 11:35,3.5,111
6/2/2021 11:40,3.5,121
6/2/2021 11:45,3.4,100
6/2/2021 11:50,4.8,108
6/2/2021 11:55,3.2,125
6/2/2021 12:00,4.2,112
6/2/2021 12:05,3.7,126
6/2/2021 12:10,3.8,95
6/2/2021 12:15,4.6,92
6/2/2021 12:20,4.8,108
6/2/2021 12:25,4.8,106
6/2/2021 12:30,4,104
6/2/2021 12:35,4,99
6/2/2021 12:40,3.9,104
6/2/2021 12:45,2.9,127
6/2/2021 12:50,3.4,125
6/2/2021 12:55,4.7,94
6/2/2021 13:00,4.8,76
6/2/2021 13:05,4.1,82
6/2/2021 13:10,5.5,74
6/2/2021 13:15,3.9,94
6/2/2021 13:20,3.3,110
6/2/2021 13:25,4,107
6/2/2021 13:30,2.9,108
6/2/2021 13:35,2.4,115
6/2/2021 13:40,2.9,135
6/2/2021 13:45,3.6,139
6/2/2021 13:50,4.1,137
6/2/2021 13:55,3.9,105
6/2/2021 14:00,3.2,120
6/2/2021 14:05,3.5,127
6/2/2021 14:10,3.2,81
6/2/2021 14:15,3.3,105
6/2/2021 14:20,2.7,104
6/2/2021 14:25,3.1,96
6/2/2021 14:30,3.4,141
6/2/2021 14:35,3.6,152
6/2/2021 14:40,3.2,88
6/2/2021 14:45,2.4,100
6/2/2021 14:50,3.5,75
6/2/2021 14:55,2.7,65
6/2/2021 15:00,2.1,146
6/2/2021 15:05,4.4,71
6/2/2021 15:10,3.1,80
6/2/2021 15:15,3.3,67
6/2/2021 15:20,3.2,68
6/2/2021 15:25,2,85
6/2/2021 15:30,1.4,108
6/2/2021 15:35,1.9,171
6/2/2021 15:40,1.8,77
6/2/2021 15:45,2.3,121
6/2/2021 15:50,4,172
6/2/2021 15:55,4.2,177
6/2/2021 16:00,4.2,175
6/2/2021 16:05,2.7,151
6/2/2021 16:10,2.6,140
6/2/2021 16:15,2.6,154
6/2/2021 16:20,2.4,161
6/2/2021 16:25,2.5,113
6/2/2021 16:30,3.6,102
6/2/2021 16:35,2.8,116
6/2/2021 16:40,3.5,107
6/2/2021 16:45,2.9,95
6/2/2021 16:50,3,94
6/2/2021 16:55,2.8,102
6/2/2021 17:00,2.6,99
6/2/2021 17:05,2.4,106
6/2/2021 17:10,2.2,110
6/2/2021 17:15,3.2,113
6/2/2021 17:20,1.8,117
6/2/2021 17:25,2.1,93
6/2/2021 17:30,2.8,101
6/2/2021 17:35,2.6,104
6/2/2021 17:40,2.5,80
6/2/2021 17:45,2.4,128
6/2/2021 17:50,2.8,90
6/2/2021 17:55,2.1,115
6/2/2021 18:00,1.9,121
6/2/2021 18:05,2.7,125
6/2/2021 18:10,1.8,89
6/2/2021 18:15,2.4,129
6/2/2021 18:20,2.9,102
6/2/2021 18:25,2.3,103
6/2/2021 18:30,2.2,85
6/2/2021 18:35,2.9,96
6/2/2021 18:40,2.1,116
6/2/2021 18:45,1.8,116
6/2/2021 18:50,2.1,104
6/2/2021 18:55,2.7,91
6/2/2021 19:00,2,113
6/2/2021 19:05,1.8,126
6/2/2021 19:10,2.3,111
6/2/2021 19:15,2.2,120
6/2/2021 19:20,2.2,101
6/2/2021 19:25,2.9,107
6/2/2021 19:30,2.1,109
6/2/2021 19:35,2.5,119
6/2/2021 19:40,2.2,121
6/2/2021 19:45,2.2,115
6/2/2021 19:50,1.9,121
6/2/2021 19:55,2.3,123
6/2/2021 20:00,1.8,124
6/2/2021 20:05,2,83
6/2/2021 20:10,1.9,111
6/2/2021 20:15,1.7,110
6/2/2021 20:20,1.9,86
6/2/2021 20:25,1.5,91
6/2/2021 20:30,2,105
6/2/2021 20:35,1.8,120
6/2/2021 20:40,1.5,96
6/2/2021 20:45,2,95
6/2/2021 20:50,2.4,96
6/2/2021 20:55,1.9,83
6/2/2021 21:00,2,91
6/2/2021 21:05,1.8,91
6/2/2021 21:10,1.7,90
6/2/2021 21:15,1.4,96
6/2/2021 21:20,1.7,92
6/2/2021 21:25,2.4,96
6/2/2021 21:30,1.7,102
6/2/2021 21:35,2.6,98
6/2/2021 21:40,2.5,91
6/2/2021 21:45,2.5,94
6/2/2021 21:50,2.5,92
6/2/2021 21:55,2.7,89
6/2/2021 22:00,2.1,88
6/2/2021 22:05,2.1,100
6/2/2021 22:10,2.5,91
6/2/2021 22:15,2.3,105
6/2/2021 22:20,2.1,106
6/2/2021 22:25,2,101
6/2/2021 22:30,2.4,96
6/2/2021 22:35,2.4,101
6/2/2021 22:40,2.3,112
6/2/2021 22:45,2.8,102
6/2/2021 22:50,2.1,104
6/2/2021 22:55,2.4,106
6/2/2021 23:00,1.9,99
6/2/2021 23:05,2.3,98
6/2/2021 23:10,2,120
6/2/2021 23:15,1.8,106
6/2/2021 23:20,1.8,110
6/2/2021 23:25,1.7,121
6/2/2021 23:30,1.1,127
6/2/2021 23:35,1.8,121
6/2/2021 23:40,1.4,109
6/2/2021 23:45,1.8,127
6/2/2021 23:50,1.8,125
6/2/2021 23:55,2,111
6/3/2021 0:00,1.2,125
6/3/2021 0:05,2.1,132
6/3/2021 0:10,1.6,124
6/3/2021 0:15,1.9,130
6/3/2021 0:20,3.1,114
6/3/2021 0:25,2.8,104
6/3/2021 0:30,2.5,120
6/3/2021 0:35,2.7,114
6/3/2021 2:15,3,107
6/3/2021 2:20,3,123
6/3/2021 2:25,3.5,96
6/3/2021 2:30,2.8,115
6/3/2021 2:35,2.6,115
6/3/2021 2:40,3.4,109
6/3/2021 2:45,2.8,108
6/3/2021 2:50,3.3,119
6/3/2021 2:55,2.4,106
6/3/2021 3:00,3,98
6/3/2021 3:05,3,106
6/3/2021 3:10,3.6,94
6/3/2021 3:15,3.3,102
6/3/2021 3:20,3.3,103
6/3/2021 3:25,4.6,108
6/3/2021 3:30,4.5,105
6/3/2021 3:35,3.4,114
6/3/2021 3:40,3.7,109
6/3/2021 3:45,4,113
6/3/2021 3:50,4.2,111
6/3/2021 3:55,4.5,104
6/3/2021 4:00,4.8,102
6/3/2021 4:05,4,112
6/3/2021 4:10,4,109
6/3/2021 4:15,4.3,111
6/3/2021 4:20,4.3,114
6/3/2021 4:25,3.9,100
6/3/2021 4:30,5,106
6/3/2021 4:35,4.9,102
6/3/2021 4:40,5.1,104
6/3/2021 4:45,3.8,109
6/3/2021 4:50,4.7,113
6/3/2021 4:55,5.4,110
6/3/2021 5:00,4.7,106
6/3/2021 5:05,5.4,102
6/3/2021 5:10,4.5,111
6/3/2021 5:15,4.6,120
6/3/2021 5:20,4.6,115
6/3/2021 5:25,4.4,110
6/3/2021 5:30,4,114
6/3/2021 5:35,3.4,117
6/3/2021 5:40,3.6,113
6/3/2021 5:45,4.1,113
6/3/2021 5:50,4.3,110
6/3/2021 5:55,4.7,118
6/3/2021 6:00,4.2,116
6/3/2021 6:05,4.8,120
6/3/2021 6:10,4.7,114
6/3/2021 6:15,4.3,122
6/3/2021 6:20,4.1,116
6/3/2021 6:25,3.8,114
6/3/2021 6:30,3.5,105
6/3/2021 6:35,3.8,108
6/3/2021 6:40,3.6,110
6/3/2021 6:45,3.3,111
6/3/2021 6:50,4.2,104
6/3/2021 6:55,3.6,116
6/3/2021 7:00,3.4,115
6/3/2021 7:05,3.3,118
6/3/2021 7:10,3.6,119
6/3/2021 7:15,3.7,119
6/3/2021 7:20,3.1,107
6/3/2021 7:25,3.6,112
6/3/2021 7:30,3.7,111
6/3/2021 7:35,4,113
6/3/2021 7:40,4,107
6/3/2021 7:45,4,107
6/3/2021 7:50,4.4,114
6/3/2021 7:55,4.7,109
6/3/2021 8:00,4.8,114
6/3/2021 8:05,3.8,111
6/3/2021 8:10,4.7,111
6/3/2021 8:15,4.3,109
6/3/2021 8:20,3.4,110
6/3/2021 8:25,5,116
6/3/2021 8:30,4.5,117
6/3/2021 8:35,3.9,124
6/3/2021 8:40,4,115
6/3/2021 8:45,3.7,119
6/3/2021 8:50,4,124
6/3/2021 8:55,3.7,123
6/3/2021 9:00,4.5,122
6/3/2021 9:05,3.6,125
6/3/2021 9:10,5.1,120
6/3/2021 9:15,4.3,123
6/3/2021 9:20,5,135
6/3/2021 9:25,4.3,130
6/3/2021 9:30,5.2,125
6/3/2021 9:35,5.9,123
6/3/2021 9:40,5.5,126
6/3/2021 9:45,4.7,132
6/3/2021 9:50,4.6,109
6/3/2021 9:55,4.7,116
6/3/2021 10:00,4.4,129
6/3/2021 10:05,4.5,112
6/3/2021 10:10,4.6,104
6/3/2021 10:15,4.2,91
6/3/2021 10:20,5.8,105
6/3/2021 10:25,4.3,105
6/3/2021 10:30,4.8,94
6/3/2021 10:35,4.9,94
6/3/2021 10:40,4.7,108
6/3/2021 10:45,4.6,112
6/3/2021 10:50,4.8,117
6/3/2021 10:55,4.8,100
6/3/2021 11:00,4.8,92
6/3/2021 11:05,4.8,111
6/3/2021 11:10,3.8,112
6/3/2021 11:15,4.3,82
6/3/2021 11:20,4.6,79
6/3/2021 11:25,4.3,89
6/3/2021 11:30,5.4,75
6/3/2021 11:35,3.6,89
6/3/2021 11:40,2.6,110
6/3/2021 11:45,2.6,96
6/3/2021 11:50,4.2,178
6/3/2021 11:55,2.9,165
6/3/2021 12:00,4.7,170
6/3/2021 12:05,3.5,151
6/3/2021 12:10,2.8,108
6/3/2021 12:15,2.1,109
6/3/2021 12:20,2.3,136
6/3/2021 12:25,2.8,147
6/3/2021 12:30,1.9,129
6/3/2021 12:35,2.7,133
6/3/2021 12:40,1.9,121
6/3/2021 12:45,2.3,136
6/3/2021 12:50,4.1,177
6/3/2021 12:55,2.5,163
6/3/2021 13:00,2.7,162
6/3/2021 13:05,3.3,168
6/3/2021 13:10,2.7,161
6/3/2021 13:15,2.8,113
6/3/2021 13:20,2.3,146
6/3/2021 13:25,2.3,121
6/3/2021 13:30,2.5,160
6/3/2021 13:35,2.6,95
6/3/2021 13:40,3.6,82
6/3/2021 13:45,3.8,75
6/3/2021 13:50,3.5,109
6/3/2021 13:55,3,79
6/3/2021 14:00,2.3,100
6/3/2021 14:05,2.5,96
6/3/2021 14:10,3.8,72
6/3/2021 14:15,2.6,87
6/3/2021 14:20,3.2,75
6/3/2021 14:25,3.3,78
6/3/2021 14:30,3.8,77
6/3/2021 14:35,3.3,87
6/3/2021 14:40,3.1,89
6/3/2021 14:45,2.5,110
6/3/2021 14:50,2.3,108
6/3/2021 14:55,2.3,107
6/3/2021 15:00,2.2,118
6/3/2021 15:05,2.4,87
6/3/2021 15:10,3.6,72
6/3/2021 15:15,2.5,102
6/3/2021 15:20,3.8,78
6/3/2021 15:25,1.7,91
6/3/2021 15:30,2.1,146
6/3/2021 15:35,1.4,142
6/3/2021 15:40,2.4,88
6/3/2021 15:45,1.9,125
6/3/2021 15:50,1.5,124
6/3/2021 15:55,2,108
6/3/2021 16:00,2.3,146
6/3/2021 16:05,1.7,146
6/3/2021 16:10,2.2,121
6/3/2021 16:15,2.6,157
6/3/2021 16:20,2.1,155
6/3/2021 16:25,2.1,156
6/3/2021 16:30,1.8,123
6/3/2021 16:35,1.7,121
6/3/2021 16:40,1.7,101
6/3/2021 16:45,2.1,112
6/3/2021 16:50,2.2,92
6/3/2021 16:55,2.1,101
6/3/2021 17:00,2.6,109
6/3/2021 17:05,2.3,112
6/3/2021 17:10,2.3,94
6/3/2021 17:15,1.8,111
6/3/2021 17:20,2.2,117
6/3/2021 17:25,3.2,108
6/3/2021 17:30,2.9,99
6/3/2021 17:35,2.7,99
6/3/2021 17:40,3.7,126
6/3/2021 17:45,3,142
6/3/2021 17:50,2.8,138
6/3/2021 17:55,3.1,143
6/3/2021 18:00,3.2,107
6/3/2021 18:05,3.3,98
6/3/2021 18:10,2.4,111
6/3/2021 18:15,3.1,105
6/3/2021 18:20,3.6,85
6/3/2021 18:25,2.5,102
6/3/2021 18:30,4,104
6/3/2021 18:35,4.2,92
6/3/2021 18:40,3.1,98
6/3/2021 18:45,2.3,105
6/3/2021 18:50,3.2,102
6/3/2021 18:55,3.5,103
6/3/2021 19:00,2.8,102
6/3/2021 19:05,2.8,111
6/3/2021 19:10,3.1,116
6/3/2021 19:15,2.9,108
6/3/2021 19:20,2.8,127
6/3/2021 19:25,2.6,114
6/3/2021 19:30,3.1,100
6/3/2021 19:35,3.1,113
6/3/2021 19:40,3.3,115
6/3/2021 19:45,3.5,122
6/3/2021 19:50,3.4,108
6/3/2021 19:55,3.4,108
6/3/2021 20:00,2.5,115
6/3/2021 20:05,3.5,105
6/3/2021 20:10,3.8,104
6/3/2021 20:15,2.4,103
6/3/2021 20:20,4,113
6/3/2021 20:25,3.9,100
6/3/2021 20:30,3.6,97
6/3/2021 20:35,4,104
6/3/2021 20:40,4,117
6/3/2021 20:45,4.3,108
6/3/2021 20:50,3.5,118
6/3/2021 20:55,4.2,111
6/3/2021 21:00,3.8,114
6/3/2021 21:05,4.2,103
6/3/2021 21:10,4.4,102
6/3/2021 21:15,4.7,115
6/3/2021 21:20,4.1,114
6/3/2021 21:25,4.5,103
6/3/2021 21:30,4.9,106
6/3/2021 21:35,4.5,112
6/3/2021 21:40,4.3,104
6/3/2021 21:45,5,100
6/3/2021 21:50,4.1,104
6/3/2021 21:55,4.8,95
6/3/2021 22:00,5.2,102
6/3/2021 22:05,5,107
6/3/2021 22:10,4.8,111
6/3/2021 22:15,3.9,110
6/3/2021 22:20,4.9,89
6/3/2021 22:25,4.3,108
6/3/2021 22:30,4,110
6/3/2021 22:35,3,116
6/3/2021 22:40,3.8,102
6/3/2021 22:45,4.7,101
6/3/2021 22:50,3.9,106
6/3/2021 22:55,3.3,100
6/3/2021 23:00,3,103
