fecha,valor
5/2/2021 0:00,96.781
5/2/2021 0:05,97.262
5/2/2021 0:10,97.904
5/2/2021 0:15,98.276
5/2/2021 0:20,98.51
5/2/2021 0:25,98.64
5/2/2021 0:30,98.788
5/2/2021 0:35,98.846
5/2/2021 0:40,98.944
5/2/2021 0:45,98.978
5/2/2021 0:50,99.03
5/2/2021 0:55,99.077
5/2/2021 1:00,99.14
5/2/2021 1:05,99.17
5/2/2021 1:10,99.208
5/2/2021 1:15,99.203
5/2/2021 1:20,99.241
5/2/2021 1:25,99.242
5/2/2021 1:30,99.249
5/2/2021 1:35,99.275
5/2/2021 1:40,99.251
5/2/2021 1:45,99.336
5/2/2021 1:50,99.37
5/2/2021 1:55,99.359
5/2/2021 2:00,99.343
5/2/2021 2:05,99.348
5/2/2021 2:10,99.405
5/2/2021 2:15,99.404
5/2/2021 2:20,99.418
5/2/2021 2:25,99.401
5/2/2021 2:30,99.414
5/2/2021 2:35,99.42
5/2/2021 2:40,99.426
5/2/2021 2:45,99.42
5/2/2021 2:50,99.458
5/2/2021 2:55,99.452
5/2/2021 3:00,99.455
5/2/2021 3:05,99.455
5/2/2021 3:10,99.469
5/2/2021 3:15,99.475
5/2/2021 3:20,99.483
5/2/2021 3:25,99.483
5/2/2021 3:30,99.49
5/2/2021 3:35,99.5
5/2/2021 3:40,99.506
5/2/2021 3:45,99.5
5/2/2021 3:50,99.503
5/2/2021 3:55,99.49
5/2/2021 4:00,99.514
5/2/2021 4:05,99.518
5/2/2021 4:10,99.512
5/2/2021 4:15,99.506
5/2/2021 4:20,99.523
5/2/2021 4:25,99.532
5/2/2021 4:30,99.52
5/2/2021 4:35,99.524
5/2/2021 4:40,99.52
5/2/2021 4:45,99.531
5/2/2021 4:50,99.532
5/2/2021 4:55,99.526
5/2/2021 5:00,99.525
5/2/2021 5:05,99.529
5/2/2021 5:10,99.531
5/2/2021 5:15,99.524
5/2/2021 5:20,99.52
5/2/2021 5:25,99.526
5/2/2021 5:30,99.511
5/2/2021 5:35,99.493
5/2/2021 5:40,99.452
5/2/2021 5:45,99.433
5/2/2021 5:50,99.434
5/2/2021 5:55,99.438
5/2/2021 6:00,99.431
5/2/2021 6:05,99.37
5/2/2021 6:10,99.328
5/2/2021 6:15,99.307
5/2/2021 6:20,99.275
5/2/2021 6:25,99.185
5/2/2021 6:30,99.088
5/2/2021 6:35,98.934
5/2/2021 6:40,98.746
5/2/2021 6:45,98.586
5/2/2021 6:50,98.448
5/2/2021 6:55,98.294
5/2/2021 7:00,98.121
5/2/2021 7:05,98.098
5/2/2021 7:10,97.86
5/2/2021 7:15,97.764
5/2/2021 7:20,97.362
5/2/2021 7:25,97.018
5/2/2021 7:30,96.727
5/2/2021 7:35,96.3
5/2/2021 7:40,96.082
5/2/2021 7:45,95.477
5/2/2021 7:50,95.122
5/2/2021 7:55,94.574
5/2/2021 8:00,94.528
5/2/2021 8:05,92.517
5/2/2021 8:10,89.418
5/2/2021 8:15,87.43
5/2/2021 8:20,85.512
5/2/2021 8:25,83.904
5/2/2021 8:30,84.813
5/2/2021 8:35,84.934
5/2/2021 8:40,82.708
5/2/2021 8:45,80.078
5/2/2021 8:50,80.725
5/2/2021 8:55,78.726
5/2/2021 9:00,80.018
5/2/2021 9:05,78.818
5/2/2021 9:10,81.319
5/2/2021 9:15,83.948
5/2/2021 9:20,85.265
5/2/2021 9:25,85.294
5/2/2021 9:30,82.76
5/2/2021 9:35,78.038
5/2/2021 9:40,78.54
5/2/2021 9:45,78.171
5/2/2021 9:50,76.445
5/2/2021 9:55,73.597
5/2/2021 10:00,70.527
5/2/2021 10:05,68.917
5/2/2021 10:10,69.175
5/2/2021 10:15,77.3
5/2/2021 10:20,79.656
5/2/2021 10:25,81.757
5/2/2021 10:30,84.985
5/2/2021 10:35,85.288
5/2/2021 10:40,85.101
5/2/2021 10:45,87.648
5/2/2021 10:50,88.445
5/2/2021 10:55,86.196
5/2/2021 11:00,84.181
5/2/2021 11:05,83.366
5/2/2021 11:10,83.697
5/2/2021 11:15,83.616
5/2/2021 11:20,83.339
5/2/2021 11:25,82.163
5/2/2021 11:30,83.025
5/2/2021 11:35,83.749
5/2/2021 11:40,83.257
5/2/2021 11:45,81.324
5/2/2021 11:50,81.949
5/2/2021 11:55,84.414
5/2/2021 12:00,85.982
5/2/2021 12:05,86.867
5/2/2021 12:10,88.822
5/2/2021 12:15,88.224
5/2/2021 12:20,87.322
5/2/2021 12:25,83.925
5/2/2021 12:30,76.843
5/2/2021 12:35,77.56
5/2/2021 12:40,81.952
5/2/2021 12:45,85.916
5/2/2021 12:50,89.388
5/2/2021 12:55,92.048
5/2/2021 13:00,92.072
5/2/2021 13:05,88.865
5/2/2021 13:10,86.527
5/2/2021 13:15,88.473
5/2/2021 13:20,88.069
5/2/2021 13:25,89.779
5/2/2021 13:30,92.144
5/2/2021 13:35,94.049
5/2/2021 13:40,95.114
5/2/2021 13:45,94.838
5/2/2021 13:50,94.343
5/2/2021 13:55,94.353
5/2/2021 14:00,94.557
5/2/2021 14:05,92.68
5/2/2021 14:10,90.505
5/2/2021 14:15,91.314
5/2/2021 14:20,90.883
5/2/2021 14:25,90.092
5/2/2021 14:30,90.839
5/2/2021 14:35,90.936
5/2/2021 14:40,91.18
5/2/2021 14:45,91.582
5/2/2021 14:50,92.707
5/2/2021 14:55,93.049
5/2/2021 15:00,94.321
5/2/2021 15:05,93.609
5/2/2021 15:10,94.107
5/2/2021 15:15,93.402
5/2/2021 15:20,94.538
5/2/2021 15:25,95.578
5/2/2021 15:30,96.131
5/2/2021 15:35,96.183
5/2/2021 15:40,96.643
5/2/2021 15:45,96.427
5/2/2021 15:50,95.727
5/2/2021 15:55,95.343
5/2/2021 16:00,94.908
5/2/2021 16:05,94.304
5/2/2021 16:10,93.841
5/2/2021 16:15,94.032
5/2/2021 16:20,94.379
5/2/2021 16:25,95.356
5/2/2021 16:30,96.31
5/2/2021 16:35,96.543
5/2/2021 16:40,96.857
5/2/2021 16:45,96.988
5/2/2021 16:50,97.326
5/2/2021 16:55,97.527
5/2/2021 17:00,97.695
5/2/2021 17:05,97.926
5/2/2021 17:10,98.177
5/2/2021 17:15,98.276
5/2/2021 17:20,98.356
5/2/2021 17:25,98.232
5/2/2021 17:30,98.362
5/2/2021 17:35,98.523
5/2/2021 17:40,98.524
5/2/2021 17:45,98.605
5/2/2021 17:50,98.711
5/2/2021 17:55,98.77
5/2/2021 18:00,98.84
5/2/2021 18:05,98.858
5/2/2021 18:10,98.835
5/2/2021 18:15,98.779
5/2/2021 18:20,98.58
5/2/2021 18:25,98.405
5/2/2021 18:30,98.372
5/2/2021 18:35,98.023
5/2/2021 18:40,97.56
5/2/2021 18:45,97.467
5/2/2021 18:50,97.283
5/2/2021 18:55,96.76
5/2/2021 19:00,96.082
5/2/2021 19:05,95.32
5/2/2021 19:10,94.361
5/2/2021 19:15,93.532
5/2/2021 19:20,92.436
5/2/2021 19:25,91.974
5/2/2021 19:30,92.82
5/2/2021 19:35,94.581
5/2/2021 19:40,94.935
5/2/2021 19:45,94.39
5/2/2021 19:50,93.714
5/2/2021 19:55,94.723
5/2/2021 20:00,95.237
5/2/2021 20:05,95.405
5/2/2021 20:10,95.921
5/2/2021 20:15,96.54
5/2/2021 20:20,96.644
5/2/2021 20:25,96.552
5/2/2021 20:30,96.394
5/2/2021 20:35,96.262
5/2/2021 20:40,96.097
5/2/2021 20:45,95.794
5/2/2021 20:50,95.319
5/2/2021 20:55,95.58
5/2/2021 21:00,95.048
5/2/2021 21:05,94.388
5/2/2021 21:10,94.62
5/2/2021 21:15,95.412
5/2/2021 21:20,96.021
5/2/2021 21:25,96.127
5/2/2021 21:30,96.209
5/2/2021 21:35,96.513
5/2/2021 21:40,96.886
5/2/2021 21:45,97.034
5/2/2021 21:50,97.107
5/2/2021 21:55,97.233
5/2/2021 22:00,97.26
5/2/2021 22:05,97.39
5/2/2021 22:10,97.437
5/2/2021 22:15,97.489
5/2/2021 22:20,97.534
5/2/2021 22:25,97.251
5/2/2021 22:30,96.926
5/2/2021 22:35,96.499
5/2/2021 22:40,96.482
5/2/2021 22:45,96.755
5/2/2021 22:50,97.228
5/2/2021 22:55,97.646
5/2/2021 23:00,97.85
5/2/2021 23:05,97.686
5/2/2021 23:10,97.778
5/2/2021 23:15,97.921
5/2/2021 23:20,97.825
5/2/2021 23:25,97.594
5/2/2021 23:30,97.404
5/2/2021 23:35,97.423
5/2/2021 23:40,97.531
5/2/2021 23:45,97.33
5/2/2021 23:50,97.437
5/2/2021 23:55,97.452
5/3/2021 0:00,97.277
5/3/2021 0:05,97.139
5/3/2021 0:10,97.002
5/3/2021 0:15,96.977
5/3/2021 0:20,97.291
5/3/2021 0:25,97.198
5/3/2021 0:30,97.181
5/3/2021 0:35,97.129
