Month,Day,Year,Time,Flux,Temperature (C),Soil sig,Soil STD,ATM sig,ATM STD,Mode,Soil VR,Soil VA,ATM VR,ATM VA,EOS Num,Site,Trans Num
6,20,21,21:12:30,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA
6,21,21,10:03:25,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA
6,21,21,10:04:14,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA
6,21,21,10:04:28,0,0,0,0,0,0,2,0,0,0,0,2,NA,NA
6,21,21,10:15:00,-0.62,24.7,172.88,9.242,207.38,19.349,0,1.24212,1.74264,1.24158,1.7408,2,NA,NA
6,21,21,10:20:00,0.04,24.9,184.42,10.094,182.43,4.434,0,1.24195,1.74268,1.24233,1.74234,2,NA,NA
6,21,21,10:25:00,0.13,24.8,175.36,9.034,168.32,11.015,0,1.2412,1.74305,1.2417,1.74314,2,NA,NA
6,21,21,10:30:00,-0.19,24.4,159.5,9.606,170.04,4.41,0,1.24245,1.74447,1.24216,1.74405,2,NA,NA
6,21,21,10:35:00,0.82,23.9,215.81,7.514,169.97,2.22,0,1.24195,1.74176,1.24179,1.74489,2,NA,NA
6,21,21,10:40:00,0.53,23.3,211.91,4.242,182.55,5.113,0,1.24112,1.74326,1.24162,1.7453,2,NA,NA
6,21,21,10:45:00,0.36,22.9,212.45,3.189,192.53,0.725,0,1.24133,1.74414,1.24137,1.74535,2,NA,NA
6,21,21,10:50:00,0.26,22.3,212.05,3.396,197.4,3.281,0,1.24037,1.74464,1.24083,1.74564,2,NA,NA
6,21,21,10:55:00,0.85,21.8,245,4.256,197.77,3.615,0,1.24,1.74318,1.2405,1.74647,2,Gavi,4
6,21,21,11:00:00,0.47,21.3,227.33,3.65,201.06,5.566,0,1.23995,1.7453,1.2397,1.74714,2,Gavi,4
6,21,21,11:05:00,0.82,21,242.59,2.957,196.84,1.435,0,1.23941,1.74439,1.23941,1.74747,2,Gavi,4
6,21,21,11:10:00,0.04,20.8,197,4.163,194.93,4.515,0,1.23941,1.74826,1.23945,1.74826,2,NA,NA
6,21,21,11:15:00,0.03,20.6,195.83,4.057,194.26,6.642,0,1.2395,1.74914,1.23937,1.7488,2,NA,NA
6,21,21,11:20:00,0.78,20.4,240.12,5.858,196.69,3.139,0,1.2395,1.74522,1.23933,1.74851,2,NA,NA
6,21,21,11:25:00,1.02,20.3,259.94,5.255,203.06,2.557,0,1.2392,1.7438,1.2395,1.74889,2,Gavi,3
6,21,21,11:30:00,1.05,20,262.81,3.369,204.14,5.684,0,1.2387,1.74397,1.239,1.74876,2,Gavi,3
6,21,21,11:35:00,1.2,19.7,276.21,6.948,209.49,3.855,0,1.23829,1.74305,1.23833,1.74855,2,Gavi,3
6,21,21,11:40:00,-0.19,19.2,202.55,7.045,212.99,4.45,0,1.2375,1.74993,1.23783,1.74868,2,NA,NA
6,21,21,11:45:00,0.43,19.3,224.09,4.46,200.13,4.634,0,1.23833,1.74747,1.23812,1.74989,2,NA,NA
6,21,21,11:50:00,1.12,19.5,267.11,7.305,204.47,3.908,0,1.23866,1.74422,1.23858,1.74964,2,Gavi,1
6,21,21,11:55:00,1.21,19.6,281.62,3.919,213.95,3.458,0,1.23883,1.74368,1.23887,1.74918,2,Gavi,1
6,21,21,12:00:00,1.28,19.7,286.94,5.248,215.66,2.965,0,1.23958,1.74347,1.23916,1.74876,2,Gavi,1
6,21,21,12:05:00,0.06,20.4,215.97,2.54,212.36,2.292,0,1.24104,1.74922,1.24066,1.74947,2,NA,NA
6,21,21,12:10:00,-0.17,20.8,220.5,5.265,229.71,8.884,0,1.2405,1.74801,1.24125,1.74734,2,NA,NA
6,21,21,12:15:00,0.16,21.2,221.53,3,212.81,3.607,0,1.241,1.74647,1.24079,1.74814,2,NA,NA
6,21,21,12:20:00,0.22,22,218.18,2.124,205.73,1.735,0,1.24183,1.74564,1.24141,1.74701,2,Guar,4
6,21,21,12:25:00,0.29,22.8,213.42,2.418,197.34,4.788,0,1.24229,1.74505,1.24187,1.7466,2,Guar,4
6,21,21,12:30:00,0.16,23.1,215.15,2.251,206.16,2.214,0,1.2425,1.74447,1.24258,1.74559,2,Guar,4
6,21,21,12:35:00,0.55,23.3,236.1,27.524,205.68,4.064,0,1.24312,1.73993,1.24287,1.74551,2,NA,NA
6,21,21,12:40:00,4.21,24.1,439.25,12.419,204.88,6.93,0,1.24391,1.72668,1.24362,1.74464,2,NA,NA
6,21,21,12:45:00,4.14,24.3,454.68,11.218,223.94,10.485,0,1.24375,1.72593,1.2435,1.74309,2,NA,NA
6,21,21,12:50:00,3.97,24.1,449.19,7.747,227.96,9.955,0,1.24383,1.72801,1.24358,1.74355,2,NA,NA
