"Month","Day","Year","Time","Flux","Temperature (C)","Soil sig","Soil STD","ATM sig","ATM STD","Mode","Soil VR","Soil VA","ATM VR","ATM VA"
07,09,21,08:59:19,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,1,0,0,0,0
07,09,21,08:59:54,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
07,09,21,09:10:00,   1.01,  23.2,  681.77, 154.223,  625.22,  41.478,0,1.24237,1.72393,1.24208,1.71989
07,09,21,09:15:00,   0.31,  24.6,  581.72,  14.417,  564.19,   7.123,0,1.24416,1.71855,1.24370,1.71914
07,09,21,09:20:00,  -2.54,  25.8,  432.12,   6.954,  573.49,   9.504,0,1.24554,1.72605,1.24579,1.71809
07,09,21,09:25:00,  -1.24,  26.9,  362.81,  15.875,  431.99,  24.851,0,1.24683,1.72755,1.24587,1.72722
07,09,21,09:30:00,   0.05,  28.0,  331.89,   2.419,  329.26,   7.838,0,1.24804,1.73055,1.24745,1.73151
07,09,21,09:35:00,   0.15,  28.9,  332.59,   8.963,  324.46,   4.434,0,1.24850,1.72814,1.24770,1.72968
07,09,21,09:40:00,   0.05,  29.6,  329.98,   8.978,  327.02,   4.417,0,1.24925,1.72793,1.24866,1.72855
07,09,21,09:45:00,  -0.13,  30.1,  339.54,   4.847,  346.56,   3.081,0,1.24970,1.72780,1.24900,1.72672
07,09,21,09:50:00,   0.12,  30.5,  342.40,   3.840,  335.91,   9.182,0,1.24958,1.72580,1.25029,1.72868
07,09,21,09:55:00,  -0.29,  30.8,  287.42,   7.177,  303.47,   3.632,0,1.24995,1.73009,1.24979,1.72893
07,09,21,10:00:00,   0.21,  31.0,  298.18,   2.972,  286.65,   1.513,0,1.25033,1.72905,1.25012,1.73005
07,09,21,10:05:00,   0.35,  31.1,  305.63,   3.264,  286.19,   6.374,0,1.25091,1.72905,1.25045,1.72947
07,09,21,10:10:00,   0.23,  31.0,  321.73,   4.797,  308.84,   2.400,0,1.25083,1.72809,1.25091,1.72909
07,09,21,10:15:00,   0.50,  30.8,  368.79,   9.196,  340.90,   5.431,0,1.25050,1.72464,1.25050,1.72643
07,09,21,10:20:00,   0.34,  30.6,  426.31,   7.904,  407.29,   2.900,0,1.25070,1.72151,1.25020,1.72255
07,09,21,10:25:00,   0.46,  30.4,  478.42,   4.778,  453.02,   4.349,0,1.25066,1.71847,1.25045,1.71976
