"Month","Day","Year","Time","Flux","Temperature (C)","Soil sig","Soil STD","ATM sig","ATM STD","Mode","Soil VR","Soil VA","ATM VR","ATM VA"
07,22,21,18:20:00,  -0.03,  30.3,  316.87,   3.239,  318.67,   1.156,0,1.24941,1.72847,1.24941,1.72851
07,22,21,18:25:00,  -0.02,  30.5,  319.65,   2.854,  320.91,   1.641,0,1.25012,1.72843,1.25004,1.72864
07,22,21,18:30:00,   0.05,  30.7,  319.54,   3.237,  316.68,   1.760,0,1.25037,1.72843,1.25029,1.72872
07,22,21,18:35:00,  -0.00,  30.9,  314.47,   4.916,  314.64,   2.574,0,1.25083,1.72868,1.25041,1.72872
07,22,21,18:40:00,  -0.05,  31.0,  322.55,   2.420,  325.32,   1.552,0,1.25079,1.72805,1.25070,1.72776
07,22,21,18:45:00,   0.03,  31.2,  322.90,   2.050,  321.40,   2.973,0,1.25112,1.72793,1.25141,1.72839
07,22,21,18:50:00,   0.01,  31.3,  320.29,   2.177,  319.85,   4.690,0,1.25108,1.72776,1.25083,1.72805
07,22,21,18:53:46,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,1,0,0,0,0
07,22,21,18:54:06,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
07,22,21,18:54:37,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
07,23,21,08:55:20,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,1,0,0,0,0
07,23,21,08:56:54,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
07,23,21,09:00:00,  -1.06,  21.8,  329.57,  15.147,  388.79,   6.276,0,1.24179,1.73526,1.24037,1.73372
07,23,21,09:05:00,  -0.40,  24.0,  449.23,   8.651,  471.79,   9.524,0,1.24420,1.72701,1.24262,1.72493
07,23,21,09:10:00,  -0.68,  25.5,  327.46,   4.528,  365.38,  15.037,0,1.24554,1.73384,1.24500,1.73276
07,23,21,09:15:00,   0.06,  26.6,  318.02,   5.751,  314.63,   7.278,0,1.24662,1.73272,1.24545,1.73380
07,23,21,09:20:00,   0.25,  27.3,  346.72,   1.793,  333.07,   1.217,0,1.24729,1.73059,1.24695,1.73168
07,23,21,09:25:00,   0.44,  27.9,  397.74,   9.591,  373.45,   6.742,0,1.24820,1.72584,1.24733,1.72814
07,23,21,09:30:00,  -3.04,  28.3,  298.20,   5.704,  467.87,  10.748,0,1.24804,1.73347,1.24800,1.72226
07,23,21,09:35:00,   0.44,  28.5,  326.78,   8.708,  302.35,   3.656,0,1.24850,1.72997,1.24837,1.73222
07,23,21,09:40:00,   0.54,  28.6,  417.29,   5.604,  387.44,   8.675,0,1.24870,1.72468,1.24875,1.72618
07,23,21,09:45:00,   0.28,  28.6,  451.78,   4.608,  436.24,   5.971,0,1.24891,1.72239,1.24875,1.72314
07,23,21,09:50:00,   0.28,  28.6,  484.19,   1.541,  468.67,   5.781,0,1.24895,1.72080,1.24887,1.72126
07,23,21,09:55:00,   0.33,  28.5,  517.89,   3.211,  499.28,   4.626,0,1.24908,1.71884,1.24879,1.71934
07,23,21,10:00:00,   0.83,  28.4,  574.67,  28.470,  528.24,   3.327,0,1.24895,1.71376,1.24920,1.71864
07,23,21,10:05:00,   0.70,  28.3,  686.19,  13.154,  647.30,  15.760,0,1.24916,1.70759,1.24904,1.70959
07,23,21,10:10:00,  -3.07,  28.1,  455.46,  37.851,  626.50,  19.472,0,1.24879,1.72726,1.24879,1.71414
07,23,21,10:15:00,  -0.22,  27.9,  431.07,  22.785,  443.23,   5.787,0,1.24845,1.72322,1.24875,1.72534
07,23,21,10:20:00,  -3.83,  27.7,  298.46,  21.659,  511.65,  48.744,0,1.24850,1.73255,1.24800,1.72530
07,23,21,10:25:00,  -1.28,  27.7,  257.62,   9.190,  329.09,  32.150,0,1.24825,1.73714,1.24845,1.73559
07,23,21,10:30:00,   0.48,  27.4,  254.58,   3.604,  227.88,   3.997,0,1.24720,1.73830,1.24750,1.74009
07,23,21,10:35:00,   0.30,  26.6,  228.39,   3.513,  211.74,   3.655,0,1.24600,1.74014,1.24595,1.74101
07,23,21,10:40:00,   0.26,  25.7,  223.75,   2.856,  209.51,   1.492,0,1.24491,1.74130,1.24533,1.74234
07,23,21,10:45:00,  -0.10,  24.8,  203.18,   4.299,  208.74,   3.211,0,1.24366,1.74410,1.24408,1.74339
07,23,21,10:50:00,   1.08,  23.8,  263.32,   6.554,  203.30,   1.800,0,1.24279,1.74047,1.24333,1.74505
07,23,21,10:55:00,   2.27,  22.9,  325.74,   9.098,  199.08,   3.182,0,1.24170,1.73630,1.24195,1.74601
07,23,21,11:00:00,   2.75,  21.9,  356.40,   9.379,  203.21,   9.228,0,1.24095,1.73555,1.24083,1.74705
07,23,21,11:05:00,   0.30,  20.9,  223.37,  15.038,  206.47,   6.829,0,1.23937,1.74739,1.23995,1.74776
07,23,21,11:10:00,  -0.13,  19.9,  200.32,   2.914,  207.83,   5.531,0,1.23854,1.74926,1.23858,1.74872
07,23,21,11:15:00,   0.29,  19.2,  210.67,   1.527,  194.73,   3.251,0,1.23816,1.74943,1.23808,1.75059
07,23,21,11:20:00,   0.19,  18.8,  213.09,   2.440,  202.70,   3.591,0,1.23816,1.75018,1.23812,1.75072
07,23,21,11:25:00,   0.23,  18.4,  217.43,   5.041,  204.42,   1.071,0,1.23783,1.75064,1.23783,1.75118
07,23,21,11:30:00,   0.21,  18.0,  219.89,   6.204,  207.99,   8.332,0,1.23712,1.75076,1.23800,1.75130
07,23,21,11:35:00,   0.03,  17.4,  208.28,   5.250,  206.57,   2.136,0,1.23662,1.75222,1.23620,1.75143
07,23,21,11:40:00,   0.57,  16.7,  343.91,  28.494,  312.08,  13.519,0,1.23604,1.74626,1.23600,1.74401
07,23,21,11:45:00,   0.19,  16.3,  295.79,   9.240,  285.18,   3.035,0,1.23595,1.74651,1.23600,1.74801
07,23,21,11:50:00,   0.21,  16.3,  337.01,   4.439,  325.17,   2.862,0,1.23608,1.74535,1.23612,1.74605
07,23,21,11:55:00,   0.58,  16.3,  369.63,  12.132,  337.08,   4.362,0,1.23645,1.74426,1.23633,1.74547
07,23,21,12:00:00,   0.34,  16.4,  350.87,   5.784,  331.92,   4.182,0,1.23687,1.74464,1.23650,1.74514
07,23,21,12:05:00,   0.38,  16.6,  372.78,   5.828,  351.41,   6.009,0,1.23725,1.74355,1.23704,1.74372
07,23,21,12:10:00,  -0.54,  16.8,  247.22,   2.942,  277.14,  10.807,0,1.23716,1.75151,1.23720,1.75059
07,23,21,12:15:00,   0.97,  16.8,  320.83,   7.778,  266.86,   7.115,0,1.23737,1.74547,1.23733,1.74960
07,23,21,12:20:00,   0.26,  16.9,  345.57,   1.026,  331.05,   5.124,0,1.23750,1.74468,1.23733,1.74559
07,23,21,12:25:00,   0.36,  17.0,  349.61,   6.456,  329.72,   3.304,0,1.23779,1.74376,1.23750,1.74576
07,23,21,12:30:00,   0.65,  17.0,  378.30,  19.999,  341.85,   5.389,0,1.23795,1.73997,1.23741,1.74497
07,23,21,12:35:00,  -0.80,  17.1,  325.40,  30.313,  370.21,   4.120,0,1.23779,1.74855,1.23791,1.74318
07,23,21,12:40:00,   1.25,  17.2,  440.17,  38.568,  370.53,   5.807,0,1.23808,1.73405,1.23791,1.74322
07,23,21,12:45:00,   2.59,  17.3,  740.84,  12.606,  596.49,  26.464,0,1.23829,1.71793,1.23845,1.72559
07,23,21,12:50:00,  -1.23,  17.3,  387.95,  11.432,  456.63,  27.959,0,1.23837,1.74284,1.23833,1.73918
07,23,21,12:55:00,   0.16,  17.4,  360.77,   4.932,  351.71,   3.288,0,1.23833,1.74284,1.23833,1.74364
07,23,21,13:00:00,  -0.03,  17.5,  362.27,   8.901,  364.09,   3.902,0,1.23812,1.74355,1.23837,1.74347
07,26,21,09:00:42,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,1,0,0,0,0
07,26,21,09:01:38,  -0.00,  -0.0,   -0.00,  -0.000,   -0.00,  -0.000,2,0,0,0,0
