
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2021-08-04T19:44:11Z,,-0.331352977082133,-78.203375022858381,-0.323973968625069,-78.199555976316333,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,
1,-0.331352977082133,-78.203375022858381,4064.7753910000001,2021-07-26T14:50:59Z,,,"109",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T14:50:59Z,
2,-0.331275025382638,-78.203252982348204,4067.8979490000002,2021-07-26T15:05:11Z,,,"110",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:05:11Z,
3,-0.331234037876129,-78.203162038698792,4067.694336,2021-07-26T15:07:13Z,,,"111",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:07:13Z,
4,-0.331178968772292,-78.203085009008646,4067.178711,2021-07-26T15:12:20Z,,,"112",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:12:20Z,
5,-0.331091964617372,-78.202955005690455,4070.3815920000002,2021-07-26T15:33:33Z,,,"113",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:33:33Z,
6,-0.330912005156279,-78.202716037631035,4075.328857,2021-07-26T15:45:06Z,,,"114",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:45:06Z,
7,-0.331020969897509,-78.202876970171928,4070.967529,2021-07-26T15:46:59Z,,,"115",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:46:59Z,
8,-0.331178968772292,-78.203058019280434,4069.8708499999998,2021-07-26T15:48:45Z,,,"116",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:48:45Z,
9,-0.330879986286163,-78.202693993225694,4069.9494629999999,2021-07-26T15:52:55Z,,,"117",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T15:52:55Z,
10,-0.330735985189676,-78.20253498852253,4074.8688959999999,2021-07-26T16:00:44Z,,,"118",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-07-26T16:00:44Z,
