Device Name:,,OM-CP-VOLT101A,,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,,
Serial Number:,,R37298,,,,,,,,
Device ID:,,SynopticNew,,,,,,,,
,,,,,,,,,,
,,Channel 1,,,,,,,,
7/7/2021,10:29:40 AM,371.38,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:29:45 AM,372.13,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:29:50 AM,372.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:29:55 AM,373.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:00 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:05 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:10 AM,374.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:15 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:20 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:25 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:30 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:35 AM,374.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:40 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:45 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:50 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:30:55 AM,373.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:00 AM,373.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:05 AM,373.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:10 AM,373.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:15 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:20 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:25 AM,374.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:30 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:35 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:40 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:45 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:50 AM,374.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:31:55 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:00 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:05 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:10 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:15 AM,375.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:20 AM,376.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:25 AM,376.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:30 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:35 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:40 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:45 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:50 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:32:55 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:00 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:05 AM,375.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:10 AM,376.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:15 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:20 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:25 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:30 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:35 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:40 AM,374.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:45 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:50 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:33:55 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:00 AM,375.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:05 AM,374.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:10 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:15 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:20 AM,374.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:25 AM,376.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:30 AM,375.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:35 AM,376.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:40 AM,376.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:45 AM,376.14,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:50 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:34:55 AM,377.15,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:00 AM,378.9,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:05 AM,378.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:10 AM,378.65,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:15 AM,378.65,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:20 AM,379.65,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:25 AM,380.15,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:30 AM,379.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:35 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:40 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:45 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:50 AM,381.41,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:35:55 AM,380.66,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:00 AM,381.41,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:05 AM,381.16,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:10 AM,379.9,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:15 AM,380.15,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:20 AM,378.15,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:25 AM,377.65,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:30 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:35 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:40 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:45 AM,376.9,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:50 AM,377.65,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:36:55 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:00 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:05 AM,377.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:10 AM,375.89,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:15 AM,376.4,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:20 AM,374.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:25 AM,373.64,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:30 AM,372.39,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:35 AM,372.13,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:40 AM,371.38,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:45 AM,370.63,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:50 AM,371.13,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:37:55 AM,369.88,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:00 AM,369.88,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:05 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:10 AM,368.13,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:15 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:20 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:25 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:30 AM,367.37,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:35 AM,366.87,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:40 AM,367.62,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:45 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:50 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:38:55 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:00 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:05 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:10 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,NA,NA,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:15 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:20 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:25 AM,368.38,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:30 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:35 AM,368.13,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:40 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:45 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:50 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:39:55 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:40:00 AM,368.13,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:40:05 AM,368.88,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:40:10 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:40:15 AM,368.63,1,"Starting above the wide, flat part of Lower Antenas",1,-0.34614603,-78.19987801,3770.019287,1040,Right at entrance to culvert
7/7/2021,10:40:20 AM,367.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:25 AM,367.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:30 AM,367.62,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:35 AM,367.12,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:40 AM,367.37,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:45 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:50 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:40:55 AM,368.88,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:00 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:05 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:10 AM,368.63,NA,NA,NA,NA,NA,,NA,NA
7/7/2021,10:41:15 AM,368.38,NA,NA,NA,NA,NA,,NA,NA
