Device Name:,,OM-CP-VOLT101A,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,
Serial Number:,,R37298,,,,,,,
Device ID:,,SynopticNew,,,,,,,
,,,,,,,,,
,,Channel 1,,,,,,,
6/30/2021,9:01:40 AM,320.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:01:45 AM,319.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:01:50 AM,319.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:01:55 AM,319.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:00 AM,319.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:05 AM,318.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:10 AM,318.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:15 AM,318.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:20 AM,318.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:25 AM,318.01,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:30 AM,317.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:35 AM,316.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:40 AM,315.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:45 AM,314.5,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:50 AM,314.5,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:02:55 AM,314.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:00 AM,314,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:05 AM,314.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:10 AM,313.24,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:15 AM,313.24,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:20 AM,313.24,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:25 AM,312.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:30 AM,312.49,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:35 AM,311.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:40 AM,311.99,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:45 AM,310.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:50 AM,310.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:03:55 AM,309.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:00 AM,307.73,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:05 AM,308.48,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:10 AM,308.23,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:15 AM,308.23,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:20 AM,306.98,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:25 AM,307.98,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:30 AM,308.73,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:35 AM,307.98,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:40 AM,308.23,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:45 AM,308.23,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:50 AM,309.49,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:04:55 AM,309.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:00 AM,308.98,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:05 AM,309.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:10 AM,309.49,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:15 AM,309.49,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:20 AM,309.49,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:25 AM,310.74,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:30 AM,315,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:35 AM,318.01,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:40 AM,320.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:45 AM,320.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:50 AM,322.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:05:55 AM,322.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:00 AM,321.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:05 AM,322.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:10 AM,322.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:15 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:20 AM,323.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:25 AM,323.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:30 AM,323.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:35 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:40 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:45 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:50 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:06:55 AM,323.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:00 AM,322.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:05 AM,323.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:10 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:15 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:20 AM,323.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:25 AM,323.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:30 AM,323.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:35 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:40 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:45 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:50 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:07:55 AM,323.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:00 AM,323.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:05 AM,323.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:10 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:15 AM,323.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:20 AM,323.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:25 AM,323.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:30 AM,325.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:35 AM,324.27,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:40 AM,324.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:45 AM,324.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:50 AM,325.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:08:55 AM,327.28,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:00 AM,326.53,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:05 AM,327.28,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:10 AM,328.28,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:15 AM,329.53,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:20 AM,334.8,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:25 AM,338.56,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:30 AM,341.31,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:35 AM,341.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:40 AM,343.57,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:45 AM,345.82,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:50 AM,347.08,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:09:55 AM,348.58,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:00 AM,348.08,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:05 AM,348.58,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:10 AM,348.33,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:15 AM,348.33,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:20 AM,348.58,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:25 AM,349.33,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:30 AM,350.08,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:35 AM,349.33,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:40 AM,348.33,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:45 AM,348.58,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:50 AM,347.08,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:10:55 AM,347.33,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:00 AM,345.57,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:05 AM,346.07,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:10 AM,344.57,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:15 AM,344.57,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:20 AM,343.57,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:25 AM,341.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:30 AM,342.56,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:35 AM,341.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:40 AM,340.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:45 AM,340.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:50 AM,339.56,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:11:55 AM,338.56,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:00 AM,338.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:05 AM,336.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:10 AM,335.8,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:15 AM,334.55,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:20 AM,333.54,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:25 AM,331.79,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:30 AM,332.54,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:35 AM,331.79,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:40 AM,332.04,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:45 AM,330.79,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:50 AM,330.79,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:12:55 AM,331.04,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:00 AM,330.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:05 AM,332.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:10 AM,332.04,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:15 AM,332.04,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:20 AM,333.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:25 AM,334.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:30 AM,335.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:35 AM,334.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:40 AM,334.55,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:45 AM,337.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:50 AM,339.56,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:13:55 AM,341.06,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:00 AM,341.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:05 AM,345.07,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:10 AM,345.82,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:15 AM,349.58,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:20 AM,352.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:25 AM,355.85,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:30 AM,360.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:35 AM,363.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:40 AM,369.88,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:45 AM,371.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:50 AM,372.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:14:55 AM,373.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:00 AM,374.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:05 AM,376.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:10 AM,375.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:15 AM,376.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:20 AM,376.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:25 AM,375.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:30 AM,376.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:35 AM,376.9,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:40 AM,377.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:45 AM,377.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:50 AM,377.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:15:55 AM,377.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:00 AM,377.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:05 AM,375.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:10 AM,374.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:15 AM,372.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:20 AM,372.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:25 AM,372.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:30 AM,372.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:35 AM,371.88,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:40 AM,372.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:45 AM,372.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:50 AM,372.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:16:55 AM,373.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:00 AM,373.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:05 AM,373.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:10 AM,373.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:15 AM,373.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:20 AM,373.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:25 AM,373.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:30 AM,374.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:35 AM,374.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:40 AM,375.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:45 AM,374.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:50 AM,374.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:17:55 AM,376.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:00 AM,377.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:05 AM,380.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:10 AM,379.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:15 AM,381.16,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:20 AM,380.91,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:25 AM,379.65,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:30 AM,363.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:35 AM,341.81,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:40 AM,314.25,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:45 AM,292.95,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:50 AM,273.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:18:55 AM,259.12,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:00 AM,235.31,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:05 AM,221.78,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:10 AM,209.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:15 AM,205.49,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:20 AM,198.97,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:25 AM,193.96,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:30 AM,188.95,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:35 AM,184.94,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:40 AM,182.94,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:45 AM,179.68,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:50 AM,177.67,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:19:55 AM,176.17,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:00 AM,173.66,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:05 AM,172.66,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:10 AM,170.91,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:15 AM,169.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:20 AM,166.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:25 AM,164.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:30 AM,163.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:35 AM,162.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:40 AM,162.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:45 AM,162.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:50 AM,162.64,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:20:55 AM,162.39,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:00 AM,161.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:05 AM,159.88,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:10 AM,158.38,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:15 AM,159.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:20 AM,158.38,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:25 AM,158.63,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:30 AM,158.63,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:35 AM,157.37,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:40 AM,157.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:45 AM,155.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:50 AM,156.37,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:21:55 AM,154.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:00 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:05 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:10 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:15 AM,152.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:20 AM,150.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:25 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:30 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:35 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:40 AM,150.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:45 AM,149.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:50 AM,149.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:22:55 AM,148.6,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:00 AM,148.6,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:05 AM,148.6,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:10 AM,148.6,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:15 AM,150.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:20 AM,150.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:25 AM,151.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:30 AM,152.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:35 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:40 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:45 AM,150.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:50 AM,151.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:23:55 AM,149.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:00 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:05 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:10 AM,148.6,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:15 AM,148.85,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:20 AM,147.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:25 AM,145.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:30 AM,144.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:35 AM,144.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:40 AM,144.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:45 AM,144.59,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:50 AM,146.35,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:24:55 AM,147.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:00 AM,148.85,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:05 AM,148.6,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:10 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:15 AM,150.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:20 AM,149.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:25 AM,150.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:30 AM,149.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:35 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:40 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:45 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:50 AM,151.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:25:55 AM,150.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:00 AM,151.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:05 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:10 AM,151.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:15 AM,152.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:20 AM,152.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:25 AM,152.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:30 AM,153.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:35 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:40 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:45 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:50 AM,153.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:26:55 AM,153.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:00 AM,153.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:05 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:10 AM,154.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:15 AM,154.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:20 AM,160.88,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:25 AM,166.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:30 AM,169.65,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:35 AM,177.42,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:40 AM,183.69,NA,NA,NA,NA,NA,NA,NA
6/30/2021,9:27:45 AM,191.2,NA,NA,NA,NA,NA,NA,NA
