OBJECTID,pointid,grid_code,RASTERVALU
1941,1941,4103.220703,4103.220703
1942,1942,4102.92334,4102.92334
1943,1943,4102.950195,4102.950195
1944,1944,4102.916504,4102.916504
1945,1945,4102.917969,4102.917969
1946,1946,4102.925293,4102.925293
1947,1947,4102.92334,4102.92334
1948,1948,4102.966797,4102.966797
1949,1949,4102.943848,4102.943848
1950,1950,4103.002441,4103.002441
1951,1951,4102.983887,4102.983887
1952,1952,4103.010742,4103.010742
1953,1953,4103.010742,4103.010742
1954,1954,4103.022461,4103.022461
1955,1955,4103.049805,4103.049805
1956,1956,4103.043457,4103.043457
1957,1957,4103.116211,4103.116211
1958,1958,4103.057617,4103.057617
1959,1959,4103.18457,4103.18457
1960,1960,4103.15918,4103.15918
1961,1961,4103.228516,4103.228516
1962,1962,4103.228516,4103.228516
1963,1963,4103.286133,4103.286133
1964,1964,4103.228516,4103.228516
1965,1965,4103.321777,4103.321777
1966,1966,4103.289551,4103.289551
1967,1967,4103.353027,4103.353027
1968,1968,4103.353027,4103.353027
1969,1969,4103.353027,4103.353027
1970,1970,4103.354492,4103.354492
1971,1971,4103.355957,4103.355957
1972,1972,4103.361328,4103.361328
1973,1973,4103.361328,4103.361328
1974,1974,4103.364258,4103.364258
1975,1975,4103.364258,4103.364258
1976,1976,4103.364746,4103.364746
1977,1977,4103.366211,4103.366211
1978,1978,4103.364746,4103.364746
1979,1979,4103.366211,4103.366211
1980,1980,4103.361328,4103.361328
1981,1981,4103.364746,4103.364746
1982,1982,4103.361328,4103.361328
1983,1983,4103.333496,4103.333496
1984,1984,4103.361328,4103.361328
1985,1985,4103.219727,4103.219727
1986,1986,4103.32373,4103.32373
1987,1987,4103.219727,4103.219727
1988,1988,4103.219727,4103.219727
1989,1989,4103.219727,4103.219727
1990,1990,4103.219727,4103.219727
1991,1991,4103.219727,4103.219727
1992,1992,4103.219727,4103.219727
1993,1993,4103.307617,4103.307617
1994,1994,4103.304688,4103.304688
1995,1995,4103.311035,4103.311035
1996,1996,4103.317871,4103.317871
1997,1997,4103.336914,4103.336914
1998,1998,4103.304688,4103.304688
1999,1999,4103.336914,4103.336914
2000,2000,4103.238281,4103.238281
2001,2001,4103.308594,4103.308594
2002,2002,4103.103516,4103.103516
2003,2003,4103.169434,4103.169434
2004,2004,4103.059082,4103.059082
2005,2005,4103.072266,4103.072266
2006,2006,4102.94043,4102.94043
2007,2007,4102.998535,4102.998535
2008,2008,4102.94043,4102.94043
2009,2009,4102.917969,4102.917969
2010,2010,4102.94043,4102.94043
2011,2011,4102.886719,4102.886719
2012,2012,4102.896484,4102.896484
2013,2013,4102.866699,4102.866699
2014,2014,4102.882324,4102.882324
2015,2015,4102.853516,4102.853516
2016,2016,4102.864746,4102.864746
2017,2017,4102.778809,4102.778809
2018,2018,4102.843262,4102.843262
2019,2019,4102.723145,4102.723145
2020,2020,4102.776855,4102.776855
2021,2021,4102.607422,4102.607422
2022,2022,4102.666016,4102.666016
2023,2023,4102.607422,4102.607422
2024,2024,4102.607422,4102.607422
2025,2025,4102.723145,4102.723145
2026,2026,4102.607422,4102.607422
2027,2027,4102.729004,4102.729004
2028,2028,4102.607422,4102.607422
2029,2029,4102.729004,4102.729004
2030,2030,4102.607422,4102.607422
2031,2031,4102.723145,4102.723145
2032,2032,4102.607422,4102.607422
2033,2033,4102.607422,4102.607422
2034,2034,4102.583008,4102.583008
2035,2035,4102.607422,4102.607422
2036,2036,4102.583008,4102.583008
2037,2037,4102.562012,4102.562012
2038,2038,4102.583008,4102.583008
2039,2039,4102.521484,4102.521484
2040,2040,4102.52832,4102.52832
2041,2041,4102.496582,4102.496582
2042,2042,4102.496582,4102.496582
2043,2043,4102.405762,4102.405762
2044,2044,4102.484375,4102.484375
2045,2045,4102.375977,4102.375977
2046,2046,4102.379883,4102.379883
2047,2047,4102.375977,4102.375977
2048,2048,4102.375977,4102.375977
2049,2049,4102.375977,4102.375977
2050,2050,4102.375977,4102.375977
2051,2051,4102.375977,4102.375977
2052,2052,4102.375977,4102.375977
2053,2053,4102.410156,4102.410156
2054,2054,4102.410156,4102.410156
2055,2055,4102.410156,4102.410156
2056,2056,4102.480469,4102.480469
2057,2057,4102.460938,4102.460938
2058,2058,4102.483887,4102.483887
2059,2059,4102.483887,4102.483887
2060,2060,4102.512207,4102.512207
2061,2061,4102.483887,4102.483887
2062,2062,4102.527832,4102.527832
2063,2063,4102.513184,4102.513184
2064,2064,4102.527832,4102.527832
2065,2065,4102.566895,4102.566895
2066,2066,4102.524414,4102.524414
2067,2067,4102.574707,4102.574707
2068,2068,4102.552246,4102.552246
2069,2069,4102.580566,4102.580566
2070,2070,4102.566895,4102.566895
2071,2071,4102.586426,4102.586426
2072,2072,4102.567383,4102.567383
2073,2073,4102.631836,4102.631836
2074,2074,4102.591309,4102.591309
2075,2075,4102.681641,4102.681641
2076,2076,4102.647461,4102.647461
2077,2077,4102.671387,4102.671387
2078,2078,4102.683105,4102.683105
2079,2079,4102.658691,4102.658691
2080,2080,4102.730469,4102.730469
2081,2081,4102.658691,4102.658691
2082,2082,4102.759766,4102.759766
2083,2083,4102.681641,4102.681641
2084,2084,4102.791504,4102.791504
2085,2085,4102.705078,4102.705078
2086,2086,4102.791504,4102.791504
2087,2087,4102.730469,4102.730469
2088,2088,4102.720215,4102.720215
2089,2089,4102.702637,4102.702637
2090,2090,4102.694336,4102.694336
2091,2091,4102.626953,4102.626953
2092,2092,4102.626953,4102.626953
2093,2093,4102.492676,4102.492676
2094,2094,4102.542969,4102.542969
2095,2095,4102.492676,4102.492676
2096,2096,4102.492676,4102.492676
2097,2097,4102.422852,4102.422852
2098,2098,4102.418945,4102.418945
2099,2099,4102.375977,4102.375977
2100,2100,4102.375977,4102.375977
2101,2101,4102.333984,4102.333984
2102,2102,4102.344727,4102.344727
2103,2103,4102.145508,4102.145508
2104,2104,4102.248535,4102.248535
2105,2105,4102.130371,4102.130371
2106,2106,4102.106445,4102.106445
2107,2107,4102.106445,4102.106445
2108,2108,4102.100586,4102.100586
2109,2109,4102.100586,4102.100586
2110,2110,4102.100586,4102.100586
2111,2111,4102.098633,4102.098633
2112,2112,4102.098633,4102.098633
2113,2113,4102.091309,4102.091309
2114,2114,4102.090332,4102.090332
2115,2115,4102.073242,4102.073242
2116,2116,4101.998535,4101.998535
2117,2117,4101.998535,4101.998535
2118,2118,4101.873047,4101.873047
2119,2119,4101.830566,4101.830566
2120,2120,4101.830566,4101.830566
2121,2121,4101.703125,4101.703125
2122,2122,4101.769531,4101.769531
2123,2123,4101.723633,4101.723633
2124,2124,4101.703125,4101.703125
2125,2125,4101.804688,4101.804688
2126,2126,4101.755859,4101.755859
2127,2127,4101.836914,4101.836914
2128,2128,4101.836914,4101.836914
2129,2129,4101.887207,4101.887207
2130,2130,4101.836914,4101.836914
2131,2131,4101.964355,4101.964355
2132,2132,4101.903809,4101.903809
2133,2133,4101.964355,4101.964355
2134,2134,4101.964355,4101.964355
2135,2135,4101.964355,4101.964355
2136,2136,4101.964355,4101.964355
2137,2137,4101.964355,4101.964355
2138,2138,4102.022949,4102.022949
2139,2139,4101.964355,4101.964355
2140,2140,4102.146973,4102.146973
2141,2141,4102.085449,4102.085449
2142,2142,4102.146973,4102.146973
2143,2143,4102.146973,4102.146973
2144,2144,4102.146973,4102.146973
2145,2145,4102.146973,4102.146973
2146,2146,4102.146973,4102.146973
2147,2147,4102.146973,4102.146973
2148,2148,4102.146973,4102.146973
2149,2149,4102.146973,4102.146973
2150,2150,4102.146973,4102.146973
2151,2151,4101.720215,4101.720215
2152,2152,4101.90918,4101.90918
2153,2153,4101.720215,4101.720215
2154,2154,4101.720215,4101.720215
2155,2155,4101.720215,4101.720215
2156,2156,4101.720215,4101.720215
2157,2157,4101.720215,4101.720215
2158,2158,4101.720215,4101.720215
2159,2159,4101.720215,4101.720215
2160,2160,4101.846191,4101.846191
2161,2161,4101.720215,4101.720215
2162,2162,4101.937988,4101.937988
2163,2163,4101.846191,4101.846191
2164,2164,4101.937988,4101.937988
2165,2165,4101.937988,4101.937988
2166,2166,4101.937988,4101.937988
2167,2167,4101.937988,4101.937988
2168,2168,4101.937988,4101.937988
2169,2169,4101.937988,4101.937988
2170,2170,4101.937988,4101.937988
2171,2171,4101.937988,4101.937988
2172,2172,4101.937988,4101.937988
2173,2173,4101.937988,4101.937988
2174,2174,4101.937988,4101.937988
2175,2175,4101.937988,4101.937988
2176,2176,4101.937988,4101.937988
2177,2177,4101.921387,4101.921387
2178,2178,4101.944336,4101.944336
2179,2179,4101.862305,4101.862305
2180,2180,4101.910156,4101.910156
2181,2181,4101.859863,4101.859863
2182,2182,4101.862305,4101.862305
2183,2183,4101.857422,4101.857422
2184,2184,4101.859375,4101.859375
2185,2185,4101.855957,4101.855957
2186,2186,4101.857422,4101.857422
2187,2187,4101.828125,4101.828125
2188,2188,4101.813477,4101.813477
2189,2189,4101.813477,4101.813477
2190,2190,4101.812988,4101.812988
2191,2191,4101.812988,4101.812988
2192,2192,4101.792969,4101.792969
2193,2193,4101.790527,4101.790527
2194,2194,4101.678223,4101.678223
2195,2195,4101.72168,4101.72168
2196,2196,4101.599121,4101.599121
2197,2197,4101.627441,4101.627441
2198,2198,4101.563477,4101.563477
2199,2199,4101.599121,4101.599121
2200,2200,4101.495605,4101.495605
2201,2201,4101.44043,4101.44043
2202,2202,4101.44043,4101.44043
2203,2203,4101.314453,4101.314453
2204,2204,4101.314453,4101.314453
2205,2205,4101.236328,4101.236328
2206,2206,4101.245117,4101.245117
2207,2207,4101.17041,4101.17041
2208,2208,4101.1875,4101.1875
2209,2209,4101.106445,4101.106445
2210,2210,4101.12793,4101.12793
2211,2211,4101.087402,4101.087402
2212,2212,4101.097656,4101.097656
2213,2213,4101.084961,4101.084961
2214,2214,4101.080566,4101.080566
2215,2215,4101.068848,4101.068848
2216,2216,4101.050293,4101.050293
2217,2217,4101.050293,4101.050293
2218,2218,4101.068848,4101.068848
2219,2219,4101.05127,4101.05127
2220,2220,4101.087402,4101.087402
2221,2221,4101.087402,4101.087402
2222,2222,4101.188965,4101.188965
2223,2223,4101.143555,4101.143555
2224,2224,4101.255371,4101.255371
2225,2225,4101.244141,4101.244141
2226,2226,4101.300781,4101.300781
2227,2227,4101.255371,4101.255371
2228,2228,4101.28125,4101.28125
2229,2229,4101.297363,4101.297363
2230,2230,4101.255371,4101.255371
2231,2231,4101.297363,4101.297363
2232,2232,4101.255371,4101.255371
2233,2233,4101.255371,4101.255371
2234,2234,4101.255371,4101.255371
2235,2235,4101.195801,4101.195801
2236,2236,4101.182617,4101.182617
2237,2237,4101.146973,4101.146973
2238,2238,4101.064453,4101.064453
2239,2239,4101.064453,4101.064453
2240,2240,4101.064453,4101.064453
2241,2241,4101.064453,4101.064453
2242,2242,4101.064453,4101.064453
2243,2243,4101.064453,4101.064453
2244,2244,4101.043945,4101.043945
2245,2245,4101.043945,4101.043945
2246,2246,4101.008789,4101.008789
2247,2247,4101.024414,4101.024414
2248,2248,4100.974121,4100.974121
2249,2249,4100.999023,4100.999023
2250,2250,4100.960938,4100.960938
2251,2251,4100.974121,4100.974121
2252,2252,4100.960938,4100.960938
2253,2253,4100.960938,4100.960938
2254,2254,4100.960938,4100.960938
2255,2255,4100.960938,4100.960938
2256,2256,4100.970703,4100.970703
2257,2257,4100.990234,4100.990234
2258,2258,4100.998047,4100.998047
2259,2259,4101.021484,4101.021484
2260,2260,4101.01123,4101.01123
2261,2261,4101.043945,4101.043945
2262,2262,4101.039551,4101.039551
2263,2263,4101.05127,4101.05127
2264,2264,4101.049316,4101.049316
2265,2265,4101.049316,4101.049316
2266,2266,4101.049316,4101.049316
2267,2267,4100.915527,4100.915527
2268,2268,4100.979004,4100.979004
2269,2269,4100.833008,4100.833008
2270,2270,4100.833008,4100.833008
2271,2271,4100.833008,4100.833008
2272,2272,4100.833008,4100.833008
2273,2273,4100.833008,4100.833008
2274,2274,4100.833008,4100.833008
2275,2275,4100.833008,4100.833008
2276,2276,4100.817871,4100.817871
2277,2277,4100.822754,4100.822754
2278,2278,4100.781738,4100.781738
2279,2279,4100.817871,4100.817871
2280,2280,4100.762695,4100.762695
2281,2281,4100.762695,4100.762695
2282,2282,4100.645996,4100.645996
2283,2283,4100.706055,4100.706055
2284,2284,4100.610352,4100.610352
2285,2285,4100.56543,4100.56543
2286,2286,4100.595215,4100.595215
2287,2287,4100.56543,4100.56543
2288,2288,4100.56543,4100.56543
2289,2289,4100.56543,4100.56543
2290,2290,4100.56543,4100.56543
2291,2291,4100.555664,4100.555664
2292,2292,4100.56543,4100.56543
2293,2293,4100.538086,4100.538086
2294,2294,4100.555664,4100.555664
2295,2295,4100.521973,4100.521973
2296,2296,4100.54834,4100.54834
2297,2297,4100.537598,4100.537598
2298,2298,4100.503906,4100.503906
2299,2299,4100.537598,4100.537598
2300,2300,4100.503906,4100.503906
2301,2301,4100.521973,4100.521973
2302,2302,4100.461914,4100.461914
2303,2303,4100.521973,4100.521973
2304,2304,4100.447266,4100.447266
2305,2305,4100.536133,4100.536133
2306,2306,4100.500977,4100.500977
2307,2307,4100.566895,4100.566895
2308,2308,4100.567871,4100.567871
2309,2309,4100.579102,4100.579102
2310,2310,4100.567871,4100.567871
2311,2311,4100.567871,4100.567871
2312,2312,4100.646973,4100.646973
2313,2313,4100.567871,4100.567871
2314,2314,4100.633301,4100.633301
2315,2315,4100.567871,4100.567871
2316,2316,4100.64209,4100.64209
2317,2317,4100.567871,4100.567871
2318,2318,4100.64209,4100.64209
2319,2319,4100.567871,4100.567871
2320,2320,4100.64209,4100.64209
2321,2321,4100.567871,4100.567871
2322,2322,4100.650879,4100.650879
2323,2323,4100.49707,4100.49707
2324,2324,4100.603027,4100.603027
2325,2325,4100.49707,4100.49707
2326,2326,4100.49707,4100.49707
2327,2327,4100.49707,4100.49707
2328,2328,4100.39209,4100.39209
2329,2329,4100.49707,4100.49707
2330,2330,4100.318848,4100.318848
2331,2331,4100.394531,4100.394531
2332,2332,4100.292969,4100.292969
2333,2333,4100.337402,4100.337402
2334,2334,4100.292969,4100.292969
2335,2335,4100.292969,4100.292969
2336,2336,4100.256836,4100.256836
2337,2337,4100.292969,4100.292969
2338,2338,4100.287109,4100.287109
2339,2339,4100.263184,4100.263184
2340,2340,4100.320313,4100.320313
2341,2341,4100.228516,4100.228516
2342,2342,4100.295898,4100.295898
2343,2343,4100.228516,4100.228516
2344,2344,4100.287109,4100.287109
2345,2345,4100.228516,4100.228516
2346,2346,4100.228516,4100.228516
2347,2347,4100.280762,4100.280762
2348,2348,4100.228516,4100.228516
2349,2349,4100.263184,4100.263184
2350,2350,4100.272461,4100.272461
2351,2351,4100.295898,4100.295898
2352,2352,4100.244141,4100.244141
2353,2353,4100.28418,4100.28418
2354,2354,4100.322266,4100.322266
2355,2355,4100.244141,4100.244141
2356,2356,4100.300781,4100.300781
2357,2357,4100.241211,4100.241211
2358,2358,4100.334961,4100.334961
2359,2359,4100.149414,4100.149414
2360,2360,4100.241211,4100.241211
2361,2361,4100.334961,4100.334961
2362,2362,4100.149414,4100.149414
2363,2363,4100.149414,4100.149414
2364,2364,4100.105957,4100.105957
2365,2365,4100.135742,4100.135742
2366,2366,4100.149414,4100.149414
2367,2367,4100.101074,4100.101074
2368,2368,4100.120117,4100.120117
2369,2369,4100.09668,4100.09668
2370,2370,4100.10498,4100.10498
2371,2371,4100.09668,4100.09668
2372,2372,4100.09668,4100.09668
2373,2373,4100.100098,4100.100098
2374,2374,4100.102051,4100.102051
2375,2375,4100.100098,4100.100098
2376,2376,4100.116211,4100.116211
2377,2377,4100.106445,4100.106445
2378,2378,4100.132813,4100.132813
2379,2379,4100.128906,4100.128906
2380,2380,4100.12207,4100.12207
2381,2381,4100.128906,4100.128906
2382,2382,4100.132813,4100.132813
2383,2383,4100.054688,4100.054688
2384,2384,4100.106934,4100.106934
2385,2385,4100.12207,4100.12207
2386,2386,4100.016602,4100.016602
2387,2387,4100.054688,4100.054688
2388,2388,4099.956055,4099.956055
2389,2389,4099.999023,4099.999023
2390,2390,4099.895996,4099.895996
2391,2391,4099.950684,4099.950684
2392,2392,4099.950684,4099.950684
2393,2393,4099.873047,4099.873047
2394,2394,4099.882813,4099.882813
2395,2395,4099.809082,4099.809082
2396,2396,4099.837891,4099.837891
2397,2397,4099.873047,4099.873047
2398,2398,4099.75,4099.75
2399,2399,4099.819824,4099.819824
2400,2400,4099.749512,4099.749512
2401,2401,4099.788574,4099.788574
2402,2402,4099.75293,4099.75293
2403,2403,4099.783691,4099.783691
2404,2404,4099.785156,4099.785156
2405,2405,4099.817871,4099.817871
2406,2406,4099.818848,4099.818848
2407,2407,4099.832031,4099.832031
2408,2408,4099.87207,4099.87207
2409,2409,4099.893066,4099.893066
2410,2410,4099.908691,4099.908691
2411,2411,4099.987305,4099.987305
2412,2412,4099.984863,4099.984863
2413,2413,4100.071777,4100.071777
2414,2414,4100.071777,4100.071777
2415,2415,4100.13916,4100.13916
2416,2416,4100.142578,4100.142578
2417,2417,4100.150879,4100.150879
2418,2418,4100.150879,4100.150879
2419,2419,4100.151367,4100.151367
2420,2420,4100.150879,4100.150879
2421,2421,4100.151855,4100.151855
2422,2422,4100.135254,4100.135254
2423,2423,4100.150879,4100.150879
2424,2424,4100.013184,4100.013184
2425,2425,4100.105957,4100.105957
2426,2426,4099.91748,4099.91748
2427,2427,4099.951172,4099.951172
2428,2428,4099.866211,4099.866211
2429,2429,4099.91748,4099.91748
2430,2430,4099.740234,4099.740234
2431,2431,4099.866211,4099.866211
2432,2432,4099.709473,4099.709473
2433,2433,4099.740234,4099.740234
2434,2434,4099.734863,4099.734863
2435,2435,4099.675293,4099.675293
2436,2436,4099.73584,4099.73584
2437,2437,4099.663086,4099.663086
2438,2438,4099.692871,4099.692871
2439,2439,4099.662598,4099.662598
2440,2440,4099.677246,4099.677246
2441,2441,4099.662598,4099.662598
2442,2442,4099.675781,4099.675781
2443,2443,4099.65332,4099.65332
2444,2444,4099.675781,4099.675781
2445,2445,4099.650879,4099.650879
2446,2446,4099.67041,4099.67041
2447,2447,4099.67041,4099.67041
2448,2448,4099.70752,4099.70752
2449,2449,4099.70752,4099.70752
2450,2450,4099.717285,4099.717285
2451,2451,4099.722656,4099.722656
2452,2452,4099.720215,4099.720215
2453,2453,4099.805664,4099.805664
2454,2454,4099.70752,4099.70752
2455,2455,4099.814453,4099.814453
2456,2456,4099.611328,4099.611328
2457,2457,4099.751465,4099.751465
2458,2458,4099.525391,4099.525391
2459,2459,4099.531738,4099.531738
2460,2460,4099.631836,4099.631836
2461,2461,4099.280273,4099.280273
2462,2462,4099.283691,4099.283691
2463,2463,4099.348145,4099.348145
2464,2464,4099.426758,4099.426758
2465,2465,4099.525391,4099.525391
2466,2466,4099.218262,4099.218262
2467,2467,4099.226563,4099.226563
2468,2468,4099.25,4099.25
2469,2469,4099.272461,4099.272461
2470,2470,4099.28125,4099.28125
2471,2471,4099.187988,4099.187988
2472,2472,4099.187988,4099.187988
2473,2473,4099.193359,4099.193359
2474,2474,4099.218262,4099.218262
2475,2475,4099.229004,4099.229004
2476,2476,4099.242676,4099.242676
2477,2477,4099.181152,4099.181152
2478,2478,4099.194336,4099.194336
2479,2479,4099.218262,4099.218262
2480,2480,4099.229004,4099.229004
2481,2481,4099.229004,4099.229004
2482,2482,4099.156738,4099.156738
2483,2483,4099.179688,4099.179688
2484,2484,4099.193848,4099.193848
2485,2485,4099.226074,4099.226074
2486,2486,4099.243164,4099.243164
2487,2487,4099.040039,4099.040039
2488,2488,4099.046387,4099.046387
2489,2489,4099.105957,4099.105957
2490,2490,4099.13623,4099.13623
2491,2491,4099.179688,4099.179688
2492,2492,4099.032715,4099.032715
2493,2493,4099.032715,4099.032715
2494,2494,4099.032715,4099.032715
2495,2495,4099.032715,4099.032715
2496,2496,4099.037109,4099.037109
2497,2497,4099.046387,4099.046387
2498,2498,4098.967773,4098.967773
2499,2499,4098.975098,4098.975098
2500,2500,4099.032715,4099.032715
2501,2501,4099.032715,4099.032715
2502,2502,4099.032715,4099.032715
2503,2503,4098.915039,4098.915039
2504,2504,4098.910156,4098.910156
2505,2505,4098.905762,4098.905762
2506,2506,4098.915039,4098.915039
2507,2507,4098.905762,4098.905762
2508,2508,4098.902344,4098.902344
2509,2509,4098.915039,4098.915039
2510,2510,4098.915039,4098.915039
2511,2511,4098.915039,4098.915039
2512,2512,4098.915039,4098.915039
2513,2513,4098.915039,4098.915039
2514,2514,4098.915039,4098.915039
2515,2515,4098.898926,4098.898926
2516,2516,4098.90918,4098.90918
2517,2517,4098.855957,4098.855957
2518,2518,4098.868652,4098.868652
2519,2519,4098.896484,4098.896484
2520,2520,4098.823242,4098.823242
2521,2521,4098.845215,4098.845215
2522,2522,4098.855957,4098.855957
2523,2523,4098.814453,4098.814453
2524,2524,4098.824707,4098.824707
2525,2525,4098.824707,4098.824707
2526,2526,4098.819336,4098.819336
2527,2527,4098.823242,4098.823242
2528,2528,4098.824707,4098.824707
2529,2529,4098.824707,4098.824707
2530,2530,4098.824707,4098.824707
2531,2531,4098.824707,4098.824707
2532,2532,4098.824707,4098.824707
2533,2533,4098.824707,4098.824707
2534,2534,4098.824707,4098.824707
2535,2535,4098.824707,4098.824707
2536,2536,4098.846191,4098.846191
2537,2537,4098.831055,4098.831055
2538,2538,4098.824707,4098.824707
2539,2539,4098.864746,4098.864746
2540,2540,4098.864746,4098.864746
2541,2541,4098.846191,4098.846191
2542,2542,4098.896973,4098.896973
2543,2543,4098.899902,4098.899902
2544,2544,4098.870117,4098.870117
2545,2545,4098.901855,4098.901855
2546,2546,4098.913086,4098.913086
2547,2547,4098.870605,4098.870605
2548,2548,4098.901855,4098.901855
2549,2549,4098.915039,4098.915039
2550,2550,4098.818359,4098.818359
2551,2551,4098.818359,4098.818359
2552,2552,4098.883301,4098.883301
2553,2553,4098.695313,4098.695313
2554,2554,4098.712891,4098.712891
2555,2555,4098.784668,4098.784668
2556,2556,4098.484375,4098.484375
2557,2557,4098.507813,4098.507813
2558,2558,4098.60791,4098.60791
2559,2559,4098.456055,4098.456055
2560,2560,4098.478027,4098.478027
2561,2561,4098.4375,4098.4375
2562,2562,4098.4375,4098.4375
2563,2563,4098.456055,4098.456055
2564,2564,4098.4375,4098.4375
2565,2565,4098.439941,4098.439941
2566,2566,4098.4375,4098.4375
2567,2567,4098.436035,4098.436035
2568,2568,4098.4375,4098.4375
2569,2569,4098.439941,4098.439941
2570,2570,4098.436035,4098.436035
2571,2571,4098.433105,4098.433105
2572,2572,4098.434082,4098.434082
2573,2573,4098.450195,4098.450195
2574,2574,4098.450195,4098.450195
2575,2575,4098.439941,4098.439941
2576,2576,4098.49707,4098.49707
2577,2577,4098.49707,4098.49707
2578,2578,4098.476074,4098.476074
2579,2579,4098.49707,4098.49707
2580,2580,4098.49707,4098.49707
2581,2581,4098.619629,4098.619629
2582,2582,4098.528809,4098.528809
2583,2583,4098.49707,4098.49707
2584,2584,4098.752441,4098.752441
2585,2585,4098.675781,4098.675781
2586,2586,4098.56543,4098.56543
2587,2587,4098.752441,4098.752441
2588,2588,4098.752441,4098.752441
2589,2589,4098.754883,4098.754883
2590,2590,4098.752441,4098.752441
2591,2591,4098.752441,4098.752441
2592,2592,4098.754883,4098.754883
2593,2593,4098.753418,4098.753418
2594,2594,4098.714844,4098.714844
2595,2595,4098.747559,4098.747559
2596,2596,4098.708008,4098.708008
2597,2597,4098.616211,4098.616211
2598,2598,4098.616211,4098.616211
2599,2599,4098.575684,4098.575684
2600,2600,4098.571777,4098.571777
2601,2601,4098.535156,4098.535156
2602,2602,4098.458008,4098.458008
2603,2603,4098.45752,4098.45752
2604,2604,4098.347656,4098.347656
2605,2605,4098.347656,4098.347656
2606,2606,4098.38916,4098.38916
2607,2607,4098.347656,4098.347656
2608,2608,4098.347656,4098.347656
2609,2609,4098.373535,4098.373535
2610,2610,4098.347656,4098.347656
2611,2611,4098.431641,4098.431641
2612,2612,4098.38916,4098.38916
2613,2613,4098.373535,4098.373535
2614,2614,4098.513184,4098.513184
2615,2615,4098.423828,4098.423828
2616,2616,4098.555664,4098.555664
2617,2617,4098.555664,4098.555664
2618,2618,4098.458008,4098.458008
2619,2619,4098.643555,4098.643555
2620,2620,4098.555664,4098.555664
2621,2621,4098.751953,4098.751953
2622,2622,4098.714844,4098.714844
2623,2623,4098.645996,4098.645996
2624,2624,4098.784668,4098.784668
2625,2625,4098.741211,4098.741211
2626,2626,4099.180176,4099.180176
2627,2627,4098.924316,4098.924316
2628,2628,4098.784668,4098.784668
2629,2629,4099.300293,4099.300293
2630,2630,4099.300293,4099.300293
2631,2631,4099.365234,4099.365234
2632,2632,4099.300293,4099.300293
2633,2633,4099.300293,4099.300293
2634,2634,4099.300293,4099.300293
2635,2635,4099.300293,4099.300293
2636,2636,4099.300293,4099.300293
2637,2637,4099.300293,4099.300293
2638,2638,4099.260742,4099.260742
2639,2639,4099.300293,4099.300293
2640,2640,4099.300293,4099.300293
2641,2641,4099.053223,4099.053223
2642,2642,4099.158691,4099.158691
2643,2643,4099.053223,4099.053223
2644,2644,4099.053223,4099.053223
2645,2645,4099.053223,4099.053223
2646,2646,4099.053223,4099.053223
2647,2647,4099.053223,4099.053223
2648,2648,4098.873535,4098.873535
2649,2649,4098.873535,4098.873535
2650,2650,4098.988281,4098.988281
2651,2651,4098.849121,4098.849121
2652,2652,4098.873535,4098.873535
2653,2653,4098.665039,4098.665039
2654,2654,4098.768066,4098.768066
2655,2655,4098.619629,4098.619629
2656,2656,4098.665039,4098.665039
2657,2657,4098.665039,4098.665039
2658,2658,4098.443848,4098.443848
2659,2659,4098.47998,4098.47998
2660,2660,4098.326172,4098.326172
2661,2661,4098.326172,4098.326172
2662,2662,4098.321777,4098.321777
2663,2663,4098.326172,4098.326172
2664,2664,4098.10791,4098.10791
2665,2665,4098.124023,4098.124023
2666,2666,4098.202148,4098.202148
2667,2667,4097.99707,4097.99707
2668,2668,4098.087402,4098.087402
2669,2669,4097.875488,4097.875488
2670,2670,4097.876953,4097.876953
2671,2671,4097.849609,4097.849609
2672,2672,4097.847168,4097.847168
2673,2673,4097.801758,4097.801758
2674,2674,4097.869141,4097.869141
2675,2675,4097.759277,4097.759277
2676,2676,4097.875488,4097.875488
2677,2677,4097.801758,4097.801758
2678,2678,4097.894531,4097.894531
2679,2679,4097.8125,4097.8125
2680,2680,4097.959473,4097.959473
2681,2681,4097.894531,4097.894531
2682,2682,4097.8125,4097.8125
2683,2683,4097.901855,4097.901855
2684,2684,4097.839844,4097.839844
2685,2685,4097.885742,4097.885742
2686,2686,4097.839844,4097.839844
2687,2687,4097.913086,4097.913086
2688,2688,4097.835938,4097.835938
2689,2689,4097.8125,4097.8125
2690,2690,4097.932129,4097.932129
2691,2691,4097.885742,4097.885742
2692,2692,4097.977539,4097.977539
2693,2693,4097.972168,4097.972168
2694,2694,4097.977539,4097.977539
2695,2695,4097.977539,4097.977539
2696,2696,4097.977539,4097.977539
2697,2697,4097.977539,4097.977539
2698,2698,4097.977539,4097.977539
2699,2699,4097.977539,4097.977539
2700,2700,4097.977539,4097.977539
2701,2701,4097.977539,4097.977539
2702,2702,4097.977539,4097.977539
2703,2703,4097.95752,4097.95752
2704,2704,4097.977539,4097.977539
2705,2705,4097.979004,4097.979004
2706,2706,4097.95752,4097.95752
2707,2707,4097.963379,4097.963379
2708,2708,4097.902832,4097.902832
2709,2709,4097.95752,4097.95752
2710,2710,4097.850586,4097.850586
2711,2711,4097.88623,4097.88623
2712,2712,4097.822266,4097.822266
2713,2713,4097.850586,4097.850586
2714,2714,4097.850586,4097.850586
2715,2715,4097.820801,4097.820801
2716,2716,4097.834473,4097.834473
