"","lat_fit","lon_fit","ele_fit","x_pred","x","d","w","Flux_ave","adjusted_ppm","notes"
"1",-0.327040639022899,-78.2010215930151,4111.50660709083,0,0,3.5,24.5,1.1,6479.94941,""
"2",-0.327040639022899,-78.2010215930151,4111.50660709083,0,0,3.5,24.5,0.155,1826.534063,""
"3",-0.327099639022899,-78.2009676193951,4110.40501871768,8.92086662461154,10,2.5,18,NA,NA,""
"4",-0.327166239022899,-78.2009229860523,4109.80372014688,17.8417332492231,20,3.5,21,NA,NA,""
"5",-0.327226739022899,-78.2008838499638,4109.38334738194,25.8705132113735,29,NA,NA,NA,NA,"underground"
"6",-0.327239739022899,-78.200874346437,4109.28510704323,27.6546865362958,31,NA,NA,NA,NA,"underground"
"7",-0.327293539022899,-78.2008265635558,4108.7079484373,35.6834664984462,40,3.5,20,NA,NA,""
"8",-0.327343639022899,-78.2007640540015,4107.66785830003,44.6043331230577,50,NA,NA,NA,NA,""
"9",-0.327348439022899,-78.2007568815811,4107.52782145886,45.5650615782329,NA,NA,NA,NA,NA,NA
"10",-0.327348339022899,-78.2007570333616,4107.53085250868,45.5448281934275,NA,NA,NA,NA,NA,NA
"11",-0.327348239022899,-78.2007571850409,4107.5338785196,45.5246042058065,NA,NA,NA,NA,NA,NA
"12",-0.327348139022899,-78.2007573366192,4107.53689950548,45.5043896063797,NA,NA,NA,NA,NA,NA
"13",-0.327348039022899,-78.2007574880965,4107.53991547985,45.484184388519,NA,NA,NA,NA,NA,NA
"14",-0.327347939022899,-78.200757639473,4107.54292645652,45.4639885432426,NA,NA,NA,NA,NA,NA
"15",-0.327347839022899,-78.2007577907485,4107.54593244859,45.4438020662867,NA,NA,NA,NA,NA,NA
"16",-0.327347739022899,-78.2007579419233,4107.54893347001,45.4236249474806,NA,NA,NA,NA,NA,NA
"17",-0.327347639022899,-78.2007580929973,4107.55192953417,45.4034571802078,NA,NA,NA,NA,NA,NA
"18",-0.327347539022899,-78.2007582439706,4107.55492065408,45.3832987602043,NA,NA,NA,NA,NA,NA
"19",-0.327347439022899,-78.2007583948433,4107.5579068436,45.3631496773089,NA,NA,NA,NA,NA,NA
"20",-0.327347339022899,-78.2007585456155,4107.56088811586,45.3430099260712,NA,NA,NA,NA,NA,NA
"21",-0.327347239022899,-78.2007586962871,4107.56386448467,45.3228794963389,NA,NA,NA,NA,NA,NA
