"","lat_fit","lon_fit","ele_fit","dist","Date","Point","Flux_ave","CO2_ppm_ave","adjusted_ppm","DOC","TDN","AirTemp_c","Total_hPa","VaisalaType","EOS_no"
"1",-0.317504145205021,-78.1921410916266,NA,0,"2021-07-05",1,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,"EOS2"
"2",-0.317503145205021,-78.1921416172124,NA,0.125758116334701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",-0.317502145205021,-78.1921421376578,NA,0.25125103727355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-0.317501145205021,-78.192142653021,NA,0.376483785191016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",-0.317500145205021,-78.1921431633596,NA,0.501461298783068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-0.317499145205021,-78.1921436687311,NA,0.626188440836105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-0.317498145205021,-78.1921441691921,4322.41155354766,0.750669993160583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-0.317497145205021,-78.1921446647991,4322.38132999619,0.87491066043512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-0.317496145205021,-78.1921451556079,4322.35120051321,0.998915072194125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",-0.317495145205021,-78.192145641674,4322.32116393308,1.12268777662486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-0.317494145205021,-78.1921461230523,4322.29121911107,1.24623325253921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",-0.317493145205021,-78.1921465997973,4322.26136492571,1.36955589950868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",-0.317492145205021,-78.1921470719632,4322.23160027715,1.4926600442185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",-0.317491145205021,-78.1921475396035,4322.20192408679,1.61554994173447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",-0.317490145205021,-78.1921480027714,4322.17233529718,1.73822977564386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",-0.317489145205021,-78.1921484615197,4322.1428328722,1.86070365696648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",-0.317488145205021,-78.1921489159006,4322.11341579707,1.9829756238086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",-0.317487145205021,-78.1921493659661,4322.08408307625,2.10504964970667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-0.317486145205021,-78.1921498117674,4322.05483373563,2.22692963445845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",-0.317485145205021,-78.1921502533556,4322.0256668201,2.34861941357537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",-0.317484145205021,-78.1921506907812,4321.99658139464,2.47012275385709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-0.317483145205021,-78.1921511240944,4321.96757654357,2.59144335585043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",-0.317482145205021,-78.1921515533448,4321.93865136996,2.71258485632548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",-0.317481145205021,-78.1921519785815,4321.90980499653,2.83355082395741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",-0.317480145205021,-78.1921523998536,4321.88103656358,2.95434476793649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",-0.317479145205021,-78.1921528172093,4321.85234523056,3.07497013091997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",-0.317478145205021,-78.1921532306967,4321.82373017428,3.19543029644196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",-0.317477145205021,-78.1921536403632,4321.79519058992,3.31572858416854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",-0.317476145205021,-78.1921540462561,4321.76672568939,3.4358682566554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",-0.317475145205021,-78.192154448422,4321.7383347024,3.55585251467471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",-0.317474145205021,-78.1921548469072,4321.7100168755,3.67568450066796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",-0.317473145205021,-78.1921552417577,4321.68177147178,3.79536730003974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",-0.317472145205021,-78.1921556330188,4321.65359777136,3.91490393874724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",-0.317471145205021,-78.1921560207358,4321.62549506939,4.0342973913332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",-0.317470145205021,-78.1921564049531,4321.59746267808,4.15355057233872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",-0.317469145205021,-78.1921567857152,4321.56949992493,4.2726663432781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",-0.317468145205021,-78.1921571630658,4321.54160615232,4.39164751428964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",-0.317467145205021,-78.1921575370484,4321.51378071869,4.51049683888447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",-0.317466145205021,-78.192157907706,4321.48602299709,4.62921701967346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",-0.317465145205021,-78.1921582750814,4321.45833237454,4.74781071105014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",-0.317464145205021,-78.1921586392167,4321.43070825363,4.86628051202192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",-0.317463145205021,-78.1921590001538,4321.40315005056,4.98462897432991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",-0.317462145205021,-78.1921593579343,4321.37565719486,5.10285860352059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",-0.317461145205021,-78.1921597125991,4321.34822913111,5.22097185108689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",-0.317460145205021,-78.192160064189,4321.32086531667,5.33897112423329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",-0.317459145205021,-78.1921604127444,4321.29356522157,5.45685878605072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",-0.317458145205021,-78.1921607583051,4321.26632832969,5.57463715007393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",-0.317457145205021,-78.1921611009107,4321.23915413768,5.69230848478972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",-0.317456145205021,-78.1921614406002,4321.21204215458,5.80987501518128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",-0.317455145205021,-78.1921617774127,4321.18499190102,5.92733892567363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",-0.317454145205021,-78.1921621113864,4321.15800291118,6.04470235168515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",-0.317453145205021,-78.1921624425593,4321.13107472984,6.16196739210645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",-0.317452145205021,-78.1921627709692,4321.10420691407,6.27913610175483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",-0.317451145205021,-78.1921630966534,4321.07739903258,6.39621049391163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",-0.317450145205021,-78.1921634196488,4321.05065066476,6.51319254441758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",-0.317449145205021,-78.1921637399918,4321.02396140195,6.63008418578526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",-0.317448145205021,-78.1921640577188,4320.99733084511,6.74688731733135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
