Device Name:,,OM-CP-VOLT101A,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,
Serial Number:,,R37297,,,,,,,
Device ID:,,MultiChannel,,,,,,,
,,,,,,,,,
,,Channel 1,,,,,,,
6/23/2021,10:19:19 AM,45.1,451,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:24 AM,45.1,451,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:29 AM,44.6,446,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:34 AM,44.6,446,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:39 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:44 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:49 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:54 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:19:59 AM,43.6,436,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:04 AM,43.6,436,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:09 AM,43.6,436,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:14 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:19 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:24 AM,43.6,436,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:29 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:34 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:39 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:44 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:49 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:54 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:20:59 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:04 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:09 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:14 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:19 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:24 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:29 AM,44.1,441,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:34 AM,43.6,436,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:39 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:44 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:49 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:54 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:21:59 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:04 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:09 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:14 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:19 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:24 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:29 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:34 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:39 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:44 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:49 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:54 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:22:59 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:04 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:09 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:14 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:19 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:24 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:29 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:34 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:39 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:44 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:49 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:54 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:23:59 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:04 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:09 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:14 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:19 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:24 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:29 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:34 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:39 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:44 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:49 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:54 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:24:59 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:04 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:09 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:14 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:19 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:24 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:29 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:34 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:39 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:44 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:49 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:54 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:25:59 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:04 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:09 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:14 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:19 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:24 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:29 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:34 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:39 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:44 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:49 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:54 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:26:59 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:04 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:09 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:14 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:19 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:24 AM,42.1,421,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:29 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:34 AM,41.1,411,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:39 AM,41.1,411,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:44 AM,41.1,411,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:49 AM,41.1,411,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:54 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:27:59 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:04 AM,41.1,411,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:09 AM,41.1,411,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:14 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:19 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:24 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:29 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:34 AM,43.1,431,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:39 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:44 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:49 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:54 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:28:59 AM,41.6,416,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:04 AM,42.6,426,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:09 AM,43.6,436,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:14 AM,45.1,451,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:19 AM,47.1,471,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:24 AM,49.1,491,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:29 AM,50.6,506,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:34 AM,52.6,526,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:39 AM,54.1,541,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:44 AM,55.6,556,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:49 AM,56.1,561,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:54 AM,56.1,561,NA,NA,NA,NA,NA,NA
6/23/2021,10:29:59 AM,55.1,551,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:04 AM,54.1,541,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:09 AM,52.6,526,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:14 AM,51.1,511,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:19 AM,49.6,496,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:24 AM,49.1,491,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:29 AM,49.1,491,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:34 AM,49.1,491,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:39 AM,50.1,501,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:44 AM,51.6,516,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:49 AM,53.1,531,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:54 AM,54.6,546,NA,NA,NA,NA,NA,NA
6/23/2021,10:30:59 AM,56.1,561,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:04 AM,57.6,576,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:09 AM,59.6,596,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:14 AM,61.6,616,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:19 AM,63.1,631,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:24 AM,65.1,651,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:29 AM,66.1,661,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:34 AM,67.6,676,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:39 AM,68.6,686,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:44 AM,69.1,691,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:49 AM,70.1,701,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:54 AM,71.1,711,NA,NA,NA,NA,NA,NA
6/23/2021,10:31:59 AM,72.2,722,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:04 AM,72.7,727,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:09 AM,73.2,732,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:14 AM,74.2,742,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:19 AM,75.2,752,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:24 AM,75.7,757,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:29 AM,76.7,767,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:34 AM,77.2,772,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:39 AM,78.2,782,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:44 AM,79.2,792,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:49 AM,80.7,807,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:54 AM,82.2,822,NA,NA,NA,NA,NA,NA
6/23/2021,10:32:59 AM,82.7,827,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:04 AM,83.7,837,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:09 AM,83.7,837,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:14 AM,84.2,842,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:19 AM,84.7,847,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:24 AM,85.2,852,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:29 AM,85.7,857,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:34 AM,85.7,857,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:39 AM,86.2,862,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:44 AM,86.2,862,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:49 AM,86.2,862,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:54 AM,85.7,857,NA,NA,NA,NA,NA,NA
6/23/2021,10:33:59 AM,86.2,862,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:04 AM,86.7,867,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:09 AM,86.7,867,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:14 AM,86.7,867,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:19 AM,87.2,872,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:24 AM,87.7,877,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:29 AM,88.2,882,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:34 AM,88.2,882,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:39 AM,88.7,887,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:44 AM,89.2,892,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:49 AM,89.2,892,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:54 AM,90.2,902,NA,NA,NA,NA,NA,NA
6/23/2021,10:34:59 AM,89.7,897,NA,NA,NA,NA,NA,NA
6/23/2021,10:35:04 AM,89.7,897,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:09 AM,89.2,892,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:14 AM,89.2,892,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:19 AM,89.2,892,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:24 AM,89.2,892,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:29 AM,89.7,897,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:34 AM,90.2,902,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:39 AM,90.2,902,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:44 AM,90.2,902,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:49 AM,90.2,902,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:54 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:35:59 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:04 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:09 AM,92.2,922,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:14 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:19 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:24 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:29 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:34 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:39 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:44 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:49 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:54 AM,90.7,907,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:36:59 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:04 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:09 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:14 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:19 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:24 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:29 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:34 AM,92.2,922,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:39 AM,92.2,922,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:44 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:49 AM,92.2,922,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:54 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:37:59 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:04 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:09 AM,91.2,912,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:14 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:19 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:24 AM,91.7,917,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:29 AM,92.7,927,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:34 AM,93.2,932,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:39 AM,93.7,937,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:44 AM,94.2,942,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:49 AM,93.7,937,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:54 AM,93.2,932,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:38:59 AM,92.7,927,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:39:04 AM,92.7,927,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:39:09 AM,92.7,927,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:39:14 AM,92.7,927,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:39:19 AM,92.2,922,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
6/23/2021,10:39:24 AM,92.2,922,1,pt 1 is at convergence of main stream and tributary that  runs up toward the station ,1,-0.331217,-78.203167,1034
