Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;Well02;TEMPERATURE
29 dic. 2021;15:15:00;0;63,9460;8,233
29 dic. 2021;15:30:00;0;63,9433;8,336
29 dic. 2021;15:45:00;0;63,9407;8,408
29 dic. 2021;16:00:00;0;63,9447;8,449
29 dic. 2021;16:15:00;0;63,9450;8,494
29 dic. 2021;16:30:00;0;63,9512;8,531
29 dic. 2021;16:45:00;0;63,9693;8,557
29 dic. 2021;17:00:00;0;63,9748;8,577
29 dic. 2021;17:15:00;0;63,9831;8,590
29 dic. 2021;17:30:00;0;63,9865;8,590
29 dic. 2021;17:45:00;0;63,9956;8,575
29 dic. 2021;18:00:00;0;63,9982;8,552
29 dic. 2021;18:15:00;0;64,0054;8,509
29 dic. 2021;18:30:00;0;64,0096;8,456
29 dic. 2021;18:45:00;0;64,0322;8,387
29 dic. 2021;19:00:00;0;64,0345;8,314
29 dic. 2021;19:15:00;0;64,0441;8,236
29 dic. 2021;19:30:00;0;64,0599;8,161
29 dic. 2021;19:45:00;0;64,0687;8,086
29 dic. 2021;20:00:00;0;64,0826;8,010
29 dic. 2021;20:15:00;0;64,1014;7,939
29 dic. 2021;20:30:00;0;64,1068;7,861
29 dic. 2021;20:45:00;0;64,1239;7,793
29 dic. 2021;21:00:00;0;64,1363;7,747
29 dic. 2021;21:15:00;0;64,1606;7,718
29 dic. 2021;21:30:00;0;64,1693;7,690
29 dic. 2021;21:45:00;0;64,1725;7,660
29 dic. 2021;22:00:00;0;64,1824;7,630
29 dic. 2021;22:15:00;0;64,1964;7,603
29 dic. 2021;22:30:00;0;64,1963;7,577
29 dic. 2021;22:45:00;0;64,1940;7,553
29 dic. 2021;23:00:00;0;64,1946;7,523
29 dic. 2021;23:15:00;0;64,1938;7,512
29 dic. 2021;23:30:00;0;64,1916;7,493
29 dic. 2021;23:45:00;0;64,1914;7,468
30 dic. 2021;00:00:00;0;64,1801;7,436
30 dic. 2021;00:15:00;0;64,1636;7,405
30 dic. 2021;00:30:00;0;64,1513;7,380
30 dic. 2021;00:45:00;0;64,1318;7,323
30 dic. 2021;01:00:00;0;64,1166;7,290
30 dic. 2021;01:15:00;0;64,1085;7,263
30 dic. 2021;01:30:00;0;64,0903;7,262
30 dic. 2021;01:45:00;0;64,0798;7,248
30 dic. 2021;02:00:00;0;64,0852;7,229
30 dic. 2021;02:15:00;0;64,0691;7,207
30 dic. 2021;02:30:00;0;64,0725;7,188
30 dic. 2021;02:45:00;0;64,0511;7,165
30 dic. 2021;03:00:00;0;64,0346;7,145
30 dic. 2021;03:15:00;0;64,0356;7,126
30 dic. 2021;03:30:00;0;64,0405;7,099
30 dic. 2021;03:45:00;0;64,0378;7,075
30 dic. 2021;04:00:00;0;64,0356;7,051
30 dic. 2021;04:15:00;0;64,0428;7,018
30 dic. 2021;04:30:00;0;64,0464;6,986
30 dic. 2021;04:45:00;0;64,0444;6,945
30 dic. 2021;05:00:00;0;64,0413;6,903
30 dic. 2021;05:15:00;0;64,0511;6,874
30 dic. 2021;05:30:00;0;64,0567;6,830
30 dic. 2021;05:45:00;0;64,0652;6,784
30 dic. 2021;06:00:00;0;64,0733;6,745
30 dic. 2021;06:15:00;0;64,0815;6,722
30 dic. 2021;06:30:00;0;64,0922;6,685
30 dic. 2021;06:45:00;0;64,1060;6,654
30 dic. 2021;07:00:00;0;64,1265;6,636
30 dic. 2021;07:15:00;0;64,1502;6,610
30 dic. 2021;07:30:00;0;64,1657;6,597
30 dic. 2021;07:45:00;0;64,1746;6,587
30 dic. 2021;08:00:00;0;64,1910;6,579
30 dic. 2021;08:15:00;0;64,1996;6,578
30 dic. 2021;08:30:00;0;64,2000;6,584
30 dic. 2021;08:45:00;0;64,2019;6,593
30 dic. 2021;09:00:00;0;64,2013;6,602
30 dic. 2021;09:15:00;0;64,2089;6,611
30 dic. 2021;09:30:00;0;64,2108;6,649
30 dic. 2021;09:45:00;0;64,2120;6,690
30 dic. 2021;10:00:00;0;64,2142;6,733
30 dic. 2021;10:15:00;0;64,2125;6,785
30 dic. 2021;10:30:00;0;64,2121;6,834
30 dic. 2021;10:45:00;0;64,2125;6,881
30 dic. 2021;11:00:00;0;64,2159;6,928
30 dic. 2021;11:15:00;0;64,2095;6,973
30 dic. 2021;11:30:00;0;64,2025;7,025
30 dic. 2021;11:45:00;0;64,1888;7,078
30 dic. 2021;12:00:00;0;64,1830;7,127
30 dic. 2021;12:15:00;0;64,1801;7,172
30 dic. 2021;12:30:00;0;64,1813;7,218
30 dic. 2021;12:45:00;0;64,1641;7,275
30 dic. 2021;13:00:00;0;64,1638;7,348
30 dic. 2021;13:15:00;0;64,1459;7,439
30 dic. 2021;13:30:00;0;64,1389;7,546
30 dic. 2021;13:45:00;0;64,1210;7,658
30 dic. 2021;14:00:00;0;64,1114;7,776
30 dic. 2021;14:15:00;0;64,0940;7,908
30 dic. 2021;14:30:00;0;64,0898;8,048
30 dic. 2021;14:45:00;0;64,0770;8,213
30 dic. 2021;15:00:00;0;64,0682;8,402
30 dic. 2021;15:15:00;0;64,0621;8,628
30 dic. 2021;15:30:00;0;64,0501;8,868
30 dic. 2021;15:45:00;0;64,0323;9,115
30 dic. 2021;16:00:00;0;64,0389;9,373
30 dic. 2021;16:15:00;0;64,0768;9,615
30 dic. 2021;16:30:00;0;64,0803;9,826
30 dic. 2021;16:45:00;0;64,0941;9,996
30 dic. 2021;17:00:00;0;64,0992;10,137
30 dic. 2021;17:15:00;0;64,1097;10,234
30 dic. 2021;17:30:00;0;64,1174;10,285
30 dic. 2021;17:45:00;0;64,1308;10,291
30 dic. 2021;18:00:00;0;64,1360;10,261
30 dic. 2021;18:15:00;0;64,1397;10,201
30 dic. 2021;18:30:00;0;64,1429;10,115
