"Título de trazado: WL_06"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 20968505, SEN S/N: 20968505)","Temp, °F (LGR S/N: 20968505, SEN S/N: 20968505)","Acoplador separado (LGR S/N: 20968505)","Acoplador adjunto (LGR S/N: 20968505)","Host conectado (LGR S/N: 20968505)","Parado (LGR S/N: 20968505)","Final de archivo (LGR S/N: 20968505)"
11302,02/15/22 02:00:00 AM,9.5522,45.466,,,,,
11303,02/15/22 02:15:00 AM,9.5504,45.466,,,,,
11304,02/15/22 02:30:00 AM,9.5504,45.466,,,,,
11305,02/15/22 02:45:00 AM,9.5484,45.286,,,,,
11306,02/15/22 03:00:00 AM,9.5467,45.286,,,,,
11307,02/15/22 03:15:00 AM,9.5467,45.286,,,,,
11308,02/15/22 03:30:00 AM,9.5433,45.286,,,,,
11309,02/15/22 03:45:00 AM,9.5399,45.286,,,,,
11310,02/15/22 04:00:00 AM,9.5412,45.104,,,,,
11311,02/15/22 04:15:00 AM,9.5412,45.104,,,,,
11312,02/15/22 04:30:00 AM,9.5396,45.104,,,,,
11313,02/15/22 04:45:00 AM,9.5412,45.104,,,,,
11314,02/15/22 05:00:00 AM,9.5396,45.104,,,,,
11315,02/15/22 05:15:00 AM,9.5391,44.922,,,,,
11316,02/15/22 05:30:00 AM,9.5391,44.922,,,,,
11317,02/15/22 05:45:00 AM,9.5409,44.922,,,,,
11318,02/15/22 06:00:00 AM,9.5420,44.742,,,,,
11319,02/15/22 06:15:00 AM,9.5455,44.742,,,,,
11320,02/15/22 06:30:00 AM,9.5484,44.560,,,,,
11321,02/15/22 06:45:00 AM,9.5484,44.560,,,,,
11322,02/15/22 07:00:00 AM,9.5531,44.379,,,,,
11323,02/15/22 07:15:00 AM,9.5548,44.379,,,,,
11324,02/15/22 07:30:00 AM,9.5564,44.379,,,,,
11325,02/15/22 07:45:00 AM,9.5602,44.560,,,,,
11326,02/15/22 08:00:00 AM,9.5602,44.560,,,,,
11327,02/15/22 08:15:00 AM,9.5606,44.742,,,,,
11328,02/15/22 08:30:00 AM,9.5626,44.922,,,,,
11329,02/15/22 08:45:00 AM,9.5668,45.286,,,,,
11330,02/15/22 09:00:00 AM,9.5655,45.466,,,,,
11331,02/15/22 09:15:00 AM,9.5681,45.828,,,,,
11332,02/15/22 09:30:00 AM,9.5702,46.008,,,,,
11333,02/15/22 09:45:00 AM,9.5722,46.188,,,,,
11334,02/15/22 10:00:00 AM,9.5739,46.188,,,,,
11335,02/15/22 10:15:00 AM,9.5739,46.188,,,,,
11336,02/15/22 10:30:00 AM,9.5777,46.369,,,,,
11337,02/15/22 10:45:00 AM,9.5744,46.369,,,,,
11338,02/15/22 11:00:00 AM,9.5726,46.369,,,,,
11339,02/15/22 11:15:00 AM,9.5706,46.188,,,,,
11340,02/15/22 11:30:00 AM,9.5668,46.008,,,,,
11341,02/15/22 11:45:00 AM,9.5668,46.008,,,,,
11342,02/15/22 12:00:00 PM,9.5664,45.828,,,,,
11343,02/15/22 12:15:00 PM,9.5681,45.828,,,,,
11344,02/15/22 12:30:00 PM,9.5647,45.828,,,,,
11345,02/15/22 12:45:00 PM,9.5631,45.828,,,,,
11346,02/15/22 01:00:00 PM,9.5593,45.648,,,,,
11347,02/15/22 01:15:00 PM,9.5542,45.648,,,,,
11348,02/15/22 01:30:00 PM,9.5542,45.648,,,,,
11349,02/15/22 01:45:00 PM,9.5512,45.828,,,,,
11350,02/15/22 02:00:00 PM,9.5496,45.828,,,,,
11351,02/15/22 02:15:00 PM,9.5499,46.008,,,,,
11352,02/15/22 02:30:00 PM,9.5436,46.188,,,,,
11353,02/15/22 02:45:00 PM,9.5423,46.369,,,,,
11354,02/15/22 03:00:00 PM,9.5423,46.369,,,,,
11355,02/15/22 03:15:00 PM,9.5377,46.548,,,,,
11356,02/15/22 03:30:00 PM,9.5397,46.728,,,,,
11357,02/15/22 03:45:00 PM,9.5380,46.728,,,,,
11358,02/15/22 04:00:00 PM,9.5380,46.728,,,,,
11359,02/15/22 04:15:00 PM,9.5364,46.728,,,,,
11360,02/15/22 04:30:00 PM,9.5380,46.728,,,,,
11361,02/15/22 04:45:00 PM,9.5346,46.728,,,,,
11362,02/15/22 05:00:00 PM,9.5364,46.728,,,,,
11363,02/15/22 05:15:00 PM,9.5397,46.728,,,,,
11364,02/15/22 05:30:00 PM,9.5380,46.728,,,,,
11365,02/15/22 05:45:00 PM,9.5393,46.548,,,,,
11366,02/15/22 06:00:00 PM,9.5406,46.369,,,,,
11367,02/15/22 06:15:00 PM,9.5403,46.188,,,,,
11368,02/15/22 06:30:00 PM,9.5449,46.008,,,,,
11369,02/15/22 06:45:00 PM,9.5465,46.008,,,,,
11370,02/15/22 07:00:00 PM,9.5478,45.828,,,,,
11371,02/15/22 07:15:00 PM,9.5478,45.828,,,,,
11372,02/15/22 07:30:00 PM,9.5478,45.828,,,,,
11373,02/15/22 07:45:00 PM,9.5474,45.648,,,,,
11374,02/15/22 08:00:00 PM,9.5542,45.648,,,,,
11375,02/15/22 08:15:00 PM,9.5542,45.648,,,,,
11376,02/15/22 08:30:00 PM,9.5558,45.648,,,,,
11377,02/15/22 08:45:00 PM,9.5571,45.466,,,,,
11378,02/15/22 09:00:00 PM,9.5622,45.466,,,,,
11379,02/15/22 09:15:00 PM,9.5606,45.466,,,,,
11380,02/15/22 09:30:00 PM,9.5639,45.466,,,,,
11381,02/15/22 09:45:00 PM,9.5655,45.466,,,,,
11382,02/15/22 10:00:00 PM,9.5635,45.286,,,,,
11383,02/15/22 10:15:00 PM,9.5635,45.286,,,,,
11384,02/15/22 10:30:00 PM,9.5668,45.286,,,,,
11385,02/15/22 10:45:00 PM,9.5635,45.286,,,,,
11386,02/15/22 11:00:00 PM,9.5652,45.286,,,,,
11387,02/15/22 11:15:00 PM,9.5631,45.104,,,,,
11388,02/15/22 11:30:00 PM,9.5631,45.104,,,,,
11389,02/15/22 11:45:00 PM,9.5597,45.104,,,,,
11390,02/16/22 12:00:00 AM,9.5626,44.922,,,,,
11391,02/16/22 12:15:00 AM,9.5589,44.742,,,,,
11392,02/16/22 12:30:00 AM,9.5586,44.560,,,,,
11393,02/16/22 12:45:00 AM,9.5564,44.379,,,,,
11394,02/16/22 01:00:00 AM,9.5548,44.379,,,,,
11395,02/16/22 01:15:00 AM,9.5497,44.379,,,,,
11396,02/16/22 01:30:00 AM,9.5480,44.379,,,,,
11397,02/16/22 01:45:00 AM,9.5464,44.379,,,,,
11398,02/16/22 02:00:00 AM,9.5446,44.379,,,,,
11399,02/16/22 02:15:00 AM,9.5446,44.379,,,,,
11400,02/16/22 02:30:00 AM,9.5413,44.379,,,,,
11401,02/16/22 02:45:00 AM,9.5396,44.379,,,,,
11402,02/16/22 03:00:00 AM,9.5375,44.195,,,,,
11403,02/16/22 03:15:00 AM,9.5375,44.195,,,,,
11404,02/16/22 03:30:00 AM,9.5409,44.195,,,,,
11405,02/16/22 03:45:00 AM,9.5391,44.195,,,,,
11406,02/16/22 04:00:00 AM,9.5409,44.195,,,,,
11407,02/16/22 04:15:00 AM,9.5375,44.195,,,,,
11408,02/16/22 04:30:00 AM,9.5388,44.013,,,,,
11409,02/16/22 04:45:00 AM,9.5371,44.013,,,,,
11410,02/16/22 05:00:00 AM,9.5388,44.013,,,,,
11411,02/16/22 05:15:00 AM,9.5404,44.013,,,,,
11412,02/16/22 05:30:00 AM,9.5404,44.013,,,,,
11413,02/16/22 05:45:00 AM,9.5422,44.013,,,,,
11414,02/16/22 06:00:00 AM,9.5455,44.013,,,,,
11415,02/16/22 06:15:00 AM,9.5451,43.831,,,,,
11416,02/16/22 06:30:00 AM,9.5484,43.831,,,,,
11417,02/16/22 06:45:00 AM,9.5468,43.831,,,,,
11418,02/16/22 07:00:00 AM,9.5535,43.831,,,,,
11419,02/16/22 07:15:00 AM,9.5519,43.831,,,,,
11420,02/16/22 07:30:00 AM,9.5535,43.831,,,,,
11421,02/16/22 07:45:00 AM,9.5568,43.831,,,,,
11422,02/16/22 08:00:00 AM,9.5568,43.831,,,,,
11423,02/16/22 08:15:00 AM,9.5623,44.013,,,,,
11424,02/16/22 08:30:00 AM,9.5606,44.013,,,,,
11425,02/16/22 08:45:00 AM,9.5623,44.013,,,,,
11426,02/16/22 09:00:00 AM,9.5628,44.195,,,,,
11427,02/16/22 09:15:00 AM,9.5615,44.379,,,,,
11428,02/16/22 09:30:00 AM,9.5632,44.379,,,,,
11429,02/16/22 09:45:00 AM,9.5686,44.560,,,,,
11430,02/16/22 10:00:00 AM,9.5686,44.560,,,,,
11431,02/16/22 10:15:00 AM,9.5723,44.742,,,,,
11432,02/16/22 10:30:00 AM,9.5745,44.922,,,,,
11433,02/16/22 10:45:00 AM,9.5712,44.922,,,,,
11434,02/16/22 11:00:00 AM,9.5677,44.922,,,,,
11435,02/16/22 11:15:00 AM,9.5699,45.104,,,,,
11436,02/16/22 11:30:00 AM,9.5668,45.286,,,,,
11437,02/16/22 11:45:00 AM,9.5655,45.466,,,,,
11438,02/16/22 12:00:00 PM,9.5644,45.648,,,,,
11439,02/16/22 12:15:00 PM,9.5631,45.828,,,,,
11440,02/16/22 12:30:00 PM,9.5651,46.008,,,,,
11441,02/16/22 12:45:00 PM,9.5605,46.188,,,,,
11442,02/16/22 01:00:00 PM,9.5578,46.548,,,,,
11443,02/16/22 01:15:00 PM,9.5512,46.548,,,,,
11444,02/16/22 01:30:00 PM,9.5512,46.548,,,,,
11445,02/16/22 01:45:00 PM,9.5499,46.728,,,,,
11446,02/16/22 02:00:00 PM,9.5473,47.088,,,,,
11447,02/16/22 02:15:00 PM,9.5459,47.266,,,,,
11448,02/16/22 02:30:00 PM,9.5429,47.446,,,,,
11449,02/16/22 02:45:00 PM,9.5416,47.624,,,,,
11450,02/16/22 03:00:00 PM,9.5390,47.982,,,,,
11451,02/16/22 03:15:00 PM,9.5428,48.160,,,,,
11452,02/16/22 03:30:00 PM,9.5381,48.339,,,,,
11453,02/16/22 03:45:00 PM,9.5388,48.695,,,,,
11454,02/16/22 04:00:00 PM,9.5359,48.871,,,,,
11455,02/16/22 04:15:00 PM,9.5325,48.871,,,,,
11456,02/16/22 04:30:00 PM,9.5342,48.871,,,,,
11457,02/16/22 04:45:00 PM,9.5342,48.871,,,,,
11458,02/16/22 05:00:00 PM,9.5359,48.871,,,,,
11459,02/16/22 05:15:00 PM,9.5359,48.871,,,,,
11460,02/16/22 05:30:00 PM,9.5388,48.695,,,,,
11461,02/16/22 05:45:00 PM,9.5419,48.517,,,,,
11462,02/16/22 06:00:00 PM,9.5412,48.160,,,,,
11463,02/16/22 06:15:00 PM,9.5403,47.802,,,,,
11464,02/16/22 06:30:00 PM,9.5433,47.624,,,,,
11465,02/16/22 06:45:00 PM,9.5442,47.266,,,,,
11466,02/16/22 07:00:00 PM,9.5452,46.908,,,,,
11467,02/16/22 07:15:00 PM,9.5464,46.728,,,,,
11468,02/16/22 07:30:00 PM,9.5477,46.548,,,,,
11469,02/16/22 07:45:00 PM,9.5494,46.548,,,,,
11470,02/16/22 08:00:00 PM,9.5541,46.369,,,,,
11471,02/16/22 08:15:00 PM,9.5520,46.188,,,,,
11472,02/16/22 08:30:00 PM,9.5536,46.188,,,,,
11473,02/16/22 08:45:00 PM,9.5587,46.188,,,,,
11474,02/16/22 09:00:00 PM,9.5587,46.188,,,,,
11475,02/16/22 09:15:00 PM,9.5600,46.008,,,,,
11476,02/16/22 09:30:00 PM,9.5600,46.008,,,,,
11477,02/16/22 09:45:00 PM,9.5651,46.008,,,,,
11478,02/16/22 10:00:00 PM,9.5634,46.008,,,,,
11479,02/16/22 10:15:00 PM,9.5651,46.008,,,,,
11480,02/16/22 10:30:00 PM,9.5668,46.008,,,,,
11481,02/16/22 10:45:00 PM,9.5681,45.828,,,,,
11482,02/16/22 11:00:00 PM,9.5664,45.828,,,,,
11483,02/16/22 11:15:00 PM,9.5664,45.828,,,,,
11484,02/16/22 11:30:00 PM,9.5664,45.828,,,,,
11485,02/16/22 11:45:00 PM,9.5644,45.648,,,,,
11486,02/17/22 12:00:00 AM,9.5626,45.648,,,,,
11487,02/17/22 12:15:00 AM,9.5609,45.648,,,,,
11488,02/17/22 12:30:00 AM,9.5576,45.648,,,,,
11489,02/17/22 12:45:00 AM,9.5555,45.466,,,,,
11490,02/17/22 01:00:00 AM,9.5487,45.466,,,,,
11491,02/17/22 01:15:00 AM,9.5487,45.466,,,,,
11492,02/17/22 01:30:00 AM,9.5471,45.466,,,,,
11493,02/17/22 01:45:00 AM,9.5449,45.286,,,,,
11494,02/17/22 02:00:00 AM,9.5433,45.286,,,,,
11495,02/17/22 02:15:00 AM,9.5429,45.104,,,,,
11496,02/17/22 02:30:00 AM,9.5446,45.104,,,,,
11497,02/17/22 02:45:00 AM,9.5425,44.922,,,,,
11498,02/17/22 03:00:00 AM,9.5387,44.742,,,,,
11499,02/17/22 03:15:00 AM,9.5400,44.560,,,,,
11500,02/17/22 03:30:00 AM,9.5380,44.379,,,,,
11501,02/17/22 03:45:00 AM,9.5341,44.195,,,,,
11502,02/17/22 04:00:00 AM,9.5354,44.013,,,,,
11503,02/17/22 04:15:00 AM,9.5349,43.831,,,,,
11504,02/17/22 04:30:00 AM,9.5380,43.648,,,,,
11505,02/17/22 04:45:00 AM,9.5393,43.466,,,,,
11506,02/17/22 05:00:00 AM,9.5375,43.466,,,,,
11507,02/17/22 05:15:00 AM,9.5355,43.282,,,,,
11508,02/17/22 05:30:00 AM,9.5351,43.099,,,,,
11509,02/17/22 05:45:00 AM,9.5362,42.915,,,,,
11510,02/17/22 06:00:00 AM,9.5380,42.915,,,,,
11511,02/17/22 06:15:00 AM,9.5375,42.732,,,,,
11512,02/17/22 06:30:00 AM,9.5375,42.732,,,,,
11513,02/17/22 06:45:00 AM,9.5388,42.548,,,,,
11514,02/17/22 07:00:00 AM,9.5404,42.548,,,,,
11515,02/17/22 07:15:00 AM,9.5417,42.363,,,,,
11516,02/17/22 07:30:00 AM,9.5451,42.363,,,,,
11517,02/17/22 07:45:00 AM,9.5464,42.179,,,,,
11518,02/17/22 08:00:00 AM,9.5497,42.179,,,,,
11519,02/17/22 08:15:00 AM,9.5497,42.179,,,,,
11520,02/17/22 08:30:00 AM,9.5535,42.363,,,,,
11521,02/17/22 08:45:00 AM,9.5590,42.548,,,,,
11522,02/17/22 09:00:00 AM,9.5594,42.732,,,,,
11523,02/17/22 09:15:00 AM,9.5586,43.099,,,,,
11524,02/17/22 09:30:00 AM,9.5623,43.282,,,,,
11525,02/17/22 09:45:00 AM,9.5594,43.466,,,,,
11526,02/17/22 10:00:00 AM,9.5603,43.831,,,,,
11527,02/17/22 10:15:00 AM,9.5594,44.195,,,,,
11528,02/17/22 10:30:00 AM,9.5586,44.560,,,,,
11529,02/17/22 10:45:00 AM,9.5610,44.922,,,,,
11530,02/17/22 11:00:00 AM,9.5580,45.104,,,,,
11531,02/17/22 11:15:00 AM,9.5589,45.466,,,,,
11532,02/17/22 11:30:00 AM,9.5580,45.828,,,,,
11533,02/17/22 11:45:00 AM,9.5558,46.369,,,,,
11534,02/17/22 12:00:00 PM,9.5552,46.908,,,,,
11535,02/17/22 12:15:00 PM,9.5561,47.266,,,,,
11536,02/17/22 12:30:00 PM,9.5522,47.802,,,,,
11537,02/17/22 12:45:00 PM,9.5499,48.339,,,,,
11538,02/17/22 01:00:00 PM,9.5464,49.050,,,,,
11539,02/17/22 01:15:00 PM,9.5428,49.759,,,,,
11540,02/17/22 01:30:00 PM,9.5429,50.643,,,,,
11541,02/17/22 01:45:00 PM,9.5384,51.699,,,,,
11542,02/17/22 02:00:00 PM,9.5354,52.750,,,,,
11543,02/17/22 02:15:00 PM,9.5358,53.798,,,,,
11544,02/17/22 02:30:00 PM,9.5325,54.669,,,,,
11545,02/17/22 02:45:00 PM,9.5284,55.189,,,,,
11546,02/17/22 03:00:00 PM,9.5277,55.711,,,,,
11547,02/17/22 03:15:00 PM,9.5277,55.711,,,,,
11548,02/17/22 03:30:00 PM,9.5226,55.711,,,,,
11549,02/17/22 03:45:00 PM,9.5256,55.537,,,,,
11550,02/17/22 04:00:00 PM,9.5226,54.842,,,,,
11551,02/17/22 04:15:00 PM,9.5226,53.973,,,,,
11552,02/17/22 04:30:00 PM,9.5209,53.100,,,,,
11553,02/17/22 04:45:00 PM,9.5229,52.401,,,,,
11554,02/17/22 05:00:00 PM,9.5211,51.523,,,,,
11555,02/17/22 05:15:00 PM,9.5200,50.995,,,,,
11556,02/17/22 05:30:00 PM,9.5240,50.466,,,,,
11557,02/17/22 05:45:00 PM,9.5229,49.937,,,,,
11558,02/17/22 06:00:00 PM,9.5239,49.582,,,,,
11559,02/17/22 06:15:00 PM,9.5248,49.228,,,,,
11560,02/17/22 06:30:00 PM,9.5207,48.871,,,,,
11561,02/17/22 06:45:00 PM,9.5233,48.517,,,,,
11562,02/17/22 07:00:00 PM,9.5293,48.160,,,,,
11563,02/17/22 07:15:00 PM,9.5285,47.802,,,,,
11564,02/17/22 07:30:00 PM,9.5298,47.624,,,,,
11565,02/17/22 07:45:00 PM,9.5325,47.266,,,,,
11566,02/17/22 08:00:00 PM,9.5320,47.088,,,,,
11567,02/17/22 08:15:00 PM,9.5371,47.088,,,,,
11568,02/17/22 08:30:00 PM,9.5351,46.908,,,,,
11569,02/17/22 08:45:00 PM,9.5351,46.908,,,,,
11570,02/17/22 09:00:00 PM,9.5397,46.728,,,,,
11571,02/17/22 09:15:00 PM,9.5410,46.548,,,,,
11572,02/17/22 09:30:00 PM,9.5439,46.369,,,,,
11573,02/17/22 09:45:00 PM,9.5474,46.369,,,,,
11574,02/17/22 10:00:00 PM,9.5487,46.188,,,,,
11575,02/17/22 10:15:00 PM,9.5516,46.008,,,,,
11576,02/17/22 10:30:00 PM,9.5478,45.828,,,,,
11577,02/17/22 10:45:00 PM,9.5509,45.648,,,,,
11578,02/17/22 11:00:00 PM,9.5487,45.466,,,,,
11579,02/17/22 11:15:00 PM,9.5484,45.286,,,,,
11580,02/17/22 11:30:00 PM,9.5500,45.286,,,,,
11581,02/17/22 11:45:00 PM,9.5480,45.104,,,,,
11582,02/18/22 12:00:00 AM,9.5480,45.104,,,,,
11583,02/18/22 12:15:00 AM,9.5449,45.286,,,,,
11584,02/18/22 12:30:00 AM,9.5449,45.286,,,,,
11585,02/18/22 12:45:00 AM,9.5399,45.286,,,,,
11586,02/18/22 01:00:00 AM,9.5416,45.286,,,,,
11587,02/18/22 01:15:00 AM,9.5399,45.286,,,,,
11588,02/18/22 01:30:00 AM,9.5365,45.286,,,,,
11589,02/18/22 01:45:00 AM,9.5349,45.286,,,,,
11590,02/18/22 02:00:00 AM,9.5328,45.104,,,,,
11591,02/18/22 02:15:00 AM,9.5312,45.104,,,,,
11592,02/18/22 02:30:00 AM,9.5312,45.104,,,,,
11593,02/18/22 02:45:00 AM,9.5294,45.104,,,,,
11594,02/18/22 03:00:00 AM,9.5274,44.922,,,,,
11595,02/18/22 03:15:00 AM,9.5236,44.742,,,,,
11596,02/18/22 03:30:00 AM,9.5232,44.560,,,,,
11597,02/18/22 03:45:00 AM,9.5210,44.379,,,,,
11598,02/18/22 04:00:00 AM,9.5223,44.195,,,,,
11599,02/18/22 04:15:00 AM,9.5203,44.013,,,,,
11600,02/18/22 04:30:00 AM,9.5198,43.831,,,,,
11601,02/18/22 04:45:00 AM,9.5232,43.831,,,,,
11602,02/18/22 05:00:00 AM,9.5211,43.648,,,,,
11603,02/18/22 05:15:00 AM,9.5227,43.648,,,,,
11604,02/18/22 05:30:00 AM,9.5227,43.648,,,,,
11605,02/18/22 05:45:00 AM,9.5227,43.648,,,,,
11606,02/18/22 06:00:00 AM,9.5227,43.648,,,,,
11607,02/18/22 06:15:00 AM,9.5245,43.648,,,,,
11608,02/18/22 06:30:00 AM,9.5245,43.648,,,,,
11609,02/18/22 06:45:00 AM,9.5245,43.648,,,,,
11610,02/18/22 07:00:00 AM,9.5262,43.648,,,,,
11611,02/18/22 07:15:00 AM,9.5296,43.648,,,,,
11612,02/18/22 07:30:00 AM,9.5346,43.648,,,,,
11613,02/18/22 07:45:00 AM,9.5346,43.648,,,,,
11614,02/18/22 08:00:00 AM,9.5362,43.648,,,,,
11615,02/18/22 08:15:00 AM,9.5396,43.648,,,,,
11616,02/18/22 08:30:00 AM,9.5413,43.648,,,,,
11617,02/18/22 08:45:00 AM,9.5388,44.013,,,,,
11618,02/18/22 09:00:00 AM,9.5446,44.379,,,,,
11619,02/18/22 09:15:00 AM,9.5438,44.742,,,,,
11620,02/18/22 09:30:00 AM,9.5446,45.104,,,,,
11621,02/18/22 09:45:00 AM,9.5449,46.008,,,,,
11622,02/18/22 10:00:00 AM,9.5448,46.728,,,,,
11623,02/18/22 10:15:00 AM,9.5497,47.446,,,,,
11624,02/18/22 10:30:00 AM,9.5496,48.160,,,,,
11625,02/18/22 10:45:00 AM,9.5499,48.339,,,,,
11626,02/18/22 11:00:00 AM,9.5486,48.517,,,,,
11627,02/18/22 11:15:00 AM,9.5435,48.517,,,,,
11628,02/18/22 11:30:00 AM,9.5435,48.517,,,,,
11629,02/18/22 11:45:00 AM,9.5413,49.050,,,,,
11630,02/18/22 12:00:00 PM,9.5406,48.695,,,,,
11631,02/18/22 12:15:00 PM,9.5406,48.695,,,,,
11632,02/18/22 12:30:00 PM,9.5367,49.228,,,,,
11633,02/18/22 12:45:00 PM,9.5341,49.582,,,,,
11634,02/18/22 01:00:00 PM,9.5326,49.759,,,,,
11635,02/18/22 01:15:00 PM,9.5310,49.759,,,,,
11636,02/18/22 01:30:00 PM,9.5285,49.404,,,,,
11637,02/18/22 01:45:00 PM,9.5269,49.404,,,,,
11638,02/18/22 02:00:00 PM,9.5246,49.937,,,,,
11639,02/18/22 02:15:00 PM,9.5236,50.290,,,,,
11640,02/18/22 02:30:00 PM,9.5200,50.113,,,,,
11641,02/18/22 02:45:00 PM,9.5155,49.582,,,,,
11642,02/18/22 03:00:00 PM,9.5181,49.228,,,,,
11643,02/18/22 03:15:00 PM,9.5174,48.871,,,,,
11644,02/18/22 03:30:00 PM,9.5254,48.695,,,,,
11645,02/18/22 03:45:00 PM,9.5365,47.624,,,,,
11646,02/18/22 04:00:00 PM,9.5526,47.266,,,,,
11647,02/18/22 04:15:00 PM,9.5525,46.369,,,,,
11648,02/18/22 04:30:00 PM,9.5596,45.828,,,,,
11649,02/18/22 04:45:00 PM,9.5985,45.828,,,,,
11650,02/18/22 05:00:00 PM,9.6106,46.008,,,,,
11651,02/18/22 05:15:00 PM,9.6156,46.008,,,,,
11652,02/18/22 05:30:00 PM,9.6160,46.188,,,,,
11653,02/18/22 05:45:00 PM,9.6147,46.369,,,,,
11654,02/18/22 06:00:00 PM,9.6118,46.548,,,,,
11655,02/18/22 06:15:00 PM,9.6050,46.548,,,,,
11656,02/18/22 06:30:00 PM,9.6047,46.369,,,,,
11657,02/18/22 06:45:00 PM,9.5945,46.369,,,,,
11658,02/18/22 07:00:00 PM,9.5928,46.369,,,,,
11659,02/18/22 07:15:00 PM,9.5877,46.369,,,,,
11660,02/18/22 07:30:00 PM,9.5828,46.369,,,,,
11661,02/18/22 07:45:00 PM,9.5810,46.369,,,,,
11662,02/18/22 08:00:00 PM,9.5810,46.369,,,,,
11663,02/18/22 08:15:00 PM,9.5828,46.369,,,,,
11664,02/18/22 08:30:00 PM,9.5861,46.369,,,,,
11665,02/18/22 08:45:00 PM,9.5912,46.369,,,,,
11666,02/18/22 09:00:00 PM,9.5979,46.369,,,,,
11667,02/18/22 09:15:00 PM,9.6076,46.188,,,,,
11668,02/18/22 09:30:00 PM,9.6127,46.188,,,,,
11669,02/18/22 09:45:00 PM,9.6211,46.188,,,,,
11670,02/18/22 10:00:00 PM,9.6308,46.008,,,,,
11671,02/18/22 10:15:00 PM,9.6359,46.008,,,,,
11672,02/18/22 10:30:00 PM,9.6425,46.008,,,,,
11673,02/18/22 10:45:00 PM,9.6510,46.008,,,,,
11674,02/18/22 11:00:00 PM,9.6507,45.828,,,,,
11675,02/18/22 11:15:00 PM,9.6540,45.828,,,,,
11676,02/18/22 11:30:00 PM,9.6540,45.828,,,,,
11677,02/18/22 11:45:00 PM,9.6540,45.828,,,,,
11678,02/19/22 12:00:00 AM,9.6536,45.648,,,,,
11679,02/19/22 12:15:00 AM,9.6553,45.648,,,,,
11680,02/19/22 12:30:00 AM,9.6553,45.648,,,,,
11681,02/19/22 12:45:00 AM,9.6485,45.648,,,,,
11682,02/19/22 01:00:00 AM,9.6469,45.648,,,,,
11683,02/19/22 01:15:00 AM,9.6431,45.466,,,,,
11684,02/19/22 01:30:00 AM,9.6396,45.466,,,,,
11685,02/19/22 01:45:00 AM,9.6414,45.466,,,,,
11686,02/19/22 02:00:00 AM,9.6363,45.466,,,,,
11687,02/19/22 02:15:00 AM,9.6396,45.466,,,,,
11688,02/19/22 02:30:00 AM,9.6347,45.466,,,,,
11689,02/19/22 02:45:00 AM,9.6325,45.286,,,,,
11690,02/19/22 03:00:00 AM,9.6292,45.286,,,,,
11691,02/19/22 03:15:00 AM,9.6224,45.286,,,,,
11692,02/19/22 03:30:00 AM,9.6190,45.286,,,,,
11693,02/19/22 03:45:00 AM,9.6157,45.286,,,,,
11694,02/19/22 04:00:00 AM,9.6157,45.286,,,,,
11695,02/19/22 04:15:00 AM,9.6073,45.286,,,,,
11696,02/19/22 04:30:00 AM,9.6056,45.286,,,,,
11697,02/19/22 04:45:00 AM,9.6035,45.104,,,,,
11698,02/19/22 05:00:00 AM,9.6018,45.104,,,,,
11699,02/19/22 05:15:00 AM,9.5985,45.104,,,,,
11700,02/19/22 05:30:00 AM,9.5985,45.104,,,,,
11701,02/19/22 05:45:00 AM,9.5985,45.104,,,,,
11702,02/19/22 06:00:00 AM,9.5980,44.922,,,,,
11703,02/19/22 06:15:00 AM,9.5998,44.922,,,,,
11704,02/19/22 06:30:00 AM,9.5980,44.922,,,,,
11705,02/19/22 06:45:00 AM,9.5964,44.922,,,,,
11706,02/19/22 07:00:00 AM,9.5964,44.922,,,,,
11707,02/19/22 07:15:00 AM,9.5964,44.922,,,,,
11708,02/19/22 07:30:00 AM,9.5998,44.922,,,,,
11709,02/19/22 07:45:00 AM,9.5980,44.922,,,,,
11710,02/19/22 08:00:00 AM,9.5985,45.104,,,,,
11711,02/19/22 08:15:00 AM,9.5956,45.286,,,,,
11712,02/19/22 08:30:00 AM,9.5958,45.466,,,,,
11713,02/19/22 08:45:00 AM,9.5985,45.828,,,,,
11714,02/19/22 09:00:00 AM,9.5992,46.188,,,,,
11715,02/19/22 09:15:00 AM,9.5983,46.548,,,,,
11716,02/19/22 09:30:00 AM,9.5974,46.908,,,,,
11717,02/19/22 09:45:00 AM,9.5961,47.088,,,,,
11718,02/19/22 10:00:00 AM,9.5961,47.088,,,,,
11719,02/19/22 10:15:00 AM,9.5948,47.266,,,,,
11720,02/19/22 10:30:00 AM,9.5940,47.624,,,,,
11721,02/19/22 10:45:00 AM,9.5927,47.802,,,,,
11722,02/19/22 11:00:00 AM,9.5934,48.160,,,,,
11723,02/19/22 11:15:00 AM,9.5937,48.339,,,,,
11724,02/19/22 11:30:00 AM,9.5883,48.160,,,,,
11725,02/19/22 11:45:00 AM,9.5845,47.982,,,,,
11726,02/19/22 12:00:00 PM,9.5832,48.160,,,,,
11727,02/19/22 12:15:00 PM,9.5779,47.982,,,,,
11728,02/19/22 12:30:00 PM,9.5776,48.695,,,,,
11729,02/19/22 12:45:00 PM,9.5744,49.582,,,,,
11730,02/19/22 01:00:00 PM,9.5739,50.113,,,,,
11731,02/19/22 01:15:00 PM,9.5731,51.346,,,,,
11732,02/19/22 01:30:00 PM,9.5677,52.050,,,,,
