"Título de trazado: LUXabajo_05"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 10801161, SEN S/N: 10801161)","Intensidad, lum/ft² (LGR S/N: 10801161, SEN S/N: 10801161)","Acoplador adjunto (LGR S/N: 10801161)","Host conectado (LGR S/N: 10801161)","Parado (LGR S/N: 10801161)","Final de archivo (LGR S/N: 10801161)"
4200,12/03/21 02:45:00 AM,45.466,0.0,,,,
4201,12/03/21 03:00:00 AM,45.466,0.0,,,,
4202,12/03/21 03:15:00 AM,45.286,0.0,,,,
4203,12/03/21 03:30:00 AM,45.104,0.0,,,,
4204,12/03/21 03:45:00 AM,45.104,0.0,,,,
4205,12/03/21 04:00:00 AM,44.922,0.0,,,,
4206,12/03/21 04:15:00 AM,44.742,0.0,,,,
4207,12/03/21 04:30:00 AM,44.560,0.0,,,,
4208,12/03/21 04:45:00 AM,44.379,0.0,,,,
4209,12/03/21 05:00:00 AM,44.195,0.0,,,,
4210,12/03/21 05:15:00 AM,44.195,0.0,,,,
4211,12/03/21 05:30:00 AM,44.013,0.0,,,,
4212,12/03/21 05:45:00 AM,43.831,0.0,,,,
4213,12/03/21 06:00:00 AM,43.831,7.0,,,,
4214,12/03/21 06:15:00 AM,43.831,42.0,,,,
4215,12/03/21 06:30:00 AM,44.013,109.0,,,,
4216,12/03/21 06:45:00 AM,44.013,200.0,,,,
4217,12/03/21 07:00:00 AM,44.195,288.0,,,,
4218,12/03/21 07:15:00 AM,44.379,384.0,,,,
4219,12/03/21 07:30:00 AM,44.560,480.0,,,,
4220,12/03/21 07:45:00 AM,44.922,960.0,,,,
4221,12/03/21 08:00:00 AM,45.104,864.0,,,,
4222,12/03/21 08:15:00 AM,45.828,2304.0,,,,
4223,12/03/21 08:30:00 AM,46.548,1536.0,,,,
4224,12/03/21 08:45:00 AM,46.908,1024.0,,,,
4225,12/03/21 09:00:00 AM,46.728,672.0,,,,
4226,12/03/21 09:15:00 AM,47.088,992.0,,,,
4227,12/03/21 09:30:00 AM,47.088,1152.0,,,,
4228,12/03/21 09:45:00 AM,47.088,960.0,,,,
4229,12/03/21 10:00:00 AM,47.446,1152.0,,,,
4230,12/03/21 10:15:00 AM,47.982,1152.0,,,,
4231,12/03/21 10:30:00 AM,47.624,864.0,,,,
4232,12/03/21 10:45:00 AM,47.802,864.0,,,,
4233,12/03/21 11:00:00 AM,48.160,2048.0,,,,
4234,12/03/21 11:15:00 AM,48.160,1152.0,,,,
4235,12/03/21 11:30:00 AM,48.871,1216.0,,,,
4236,12/03/21 11:45:00 AM,48.517,960.0,,,,
4237,12/03/21 12:00:00 PM,48.517,608.0,,,,
4238,12/03/21 12:15:00 PM,48.871,864.0,,,,
4239,12/03/21 12:30:00 PM,49.228,1728.0,,,,
4240,12/03/21 12:45:00 PM,49.404,960.0,,,,
4241,12/03/21 01:00:00 PM,49.228,1088.0,,,,
4242,12/03/21 01:15:00 PM,49.228,896.0,,,,
4243,12/03/21 01:30:00 PM,49.759,1344.0,,,,
4244,12/03/21 01:45:00 PM,49.228,576.0,,,,
4245,12/03/21 02:00:00 PM,49.228,480.0,,,,
4246,12/03/21 02:15:00 PM,49.404,1280.0,,,,
4247,12/03/21 02:30:00 PM,49.228,768.0,,,,
4248,12/03/21 02:45:00 PM,49.582,1152.0,,,,
4249,12/03/21 03:00:00 PM,50.113,1344.0,,,,
4250,12/03/21 03:15:00 PM,49.759,992.0,,,,
4251,12/03/21 03:30:00 PM,49.759,864.0,,,,
4252,12/03/21 03:45:00 PM,49.582,480.0,,,,
4253,12/03/21 04:00:00 PM,49.582,464.0,,,,
4254,12/03/21 04:15:00 PM,49.759,704.0,,,,
4255,12/03/21 04:30:00 PM,49.582,608.0,,,,
4256,12/03/21 04:45:00 PM,48.871,136.0,,,,
4257,12/03/21 05:00:00 PM,49.050,126.0,,,,
4258,12/03/21 05:15:00 PM,48.695,49.0,,,,
4259,12/03/21 05:30:00 PM,48.339,41.0,,,,
4260,12/03/21 05:45:00 PM,48.160,55.0,,,,
4261,12/03/21 06:00:00 PM,47.982,14.0,,,,
4262,12/03/21 06:15:00 PM,47.802,4.0,,,,
4263,12/03/21 06:30:00 PM,47.624,0.0,,,,
4264,12/03/21 06:45:00 PM,47.624,0.0,,,,
4265,12/03/21 07:00:00 PM,47.446,0.0,,,,
4266,12/03/21 07:15:00 PM,47.446,0.0,,,,
4267,12/03/21 07:30:00 PM,47.446,0.0,,,,
4268,12/03/21 07:45:00 PM,47.266,0.0,,,,
4269,12/03/21 08:00:00 PM,47.266,0.0,,,,
4270,12/03/21 08:15:00 PM,47.266,0.0,,,,
4271,12/03/21 08:30:00 PM,47.266,0.0,,,,
4272,12/03/21 08:45:00 PM,47.088,0.0,,,,
4273,12/03/21 09:00:00 PM,47.088,0.0,,,,
4274,12/03/21 09:15:00 PM,47.088,0.0,,,,
4275,12/03/21 09:30:00 PM,46.908,0.0,,,,
4276,12/03/21 09:45:00 PM,46.908,0.0,,,,
4277,12/03/21 10:00:00 PM,46.908,0.0,,,,
4278,12/03/21 10:15:00 PM,46.908,0.0,,,,
4279,12/03/21 10:30:00 PM,46.728,0.0,,,,
4280,12/03/21 10:45:00 PM,46.728,0.0,,,,
4281,12/03/21 11:00:00 PM,46.548,0.0,,,,
4282,12/03/21 11:15:00 PM,46.548,0.0,,,,
4283,12/03/21 11:30:00 PM,46.548,0.0,,,,
4284,12/03/21 11:45:00 PM,46.369,0.0,,,,
4285,12/04/21 12:00:00 AM,46.369,0.0,,,,
4286,12/04/21 12:15:00 AM,46.188,0.0,,,,
4287,12/04/21 12:30:00 AM,46.188,0.0,,,,
4288,12/04/21 12:45:00 AM,46.008,0.0,,,,
4289,12/04/21 01:00:00 AM,45.828,0.0,,,,
4290,12/04/21 01:15:00 AM,45.828,0.0,,,,
4291,12/04/21 01:30:00 AM,45.648,0.0,,,,
4292,12/04/21 01:45:00 AM,45.648,0.0,,,,
4293,12/04/21 02:00:00 AM,45.466,0.0,,,,
4294,12/04/21 02:15:00 AM,45.466,0.0,,,,
4295,12/04/21 02:30:00 AM,45.286,0.0,,,,
4296,12/04/21 02:45:00 AM,45.286,0.0,,,,
4297,12/04/21 03:00:00 AM,45.286,0.0,,,,
4298,12/04/21 03:15:00 AM,45.286,0.0,,,,
4299,12/04/21 03:30:00 AM,45.286,0.0,,,,
4300,12/04/21 03:45:00 AM,45.286,0.0,,,,
4301,12/04/21 04:00:00 AM,45.286,0.0,,,,
4302,12/04/21 04:15:00 AM,45.286,0.0,,,,
4303,12/04/21 04:30:00 AM,45.286,0.0,,,,
4304,12/04/21 04:45:00 AM,45.104,0.0,,,,
4305,12/04/21 05:00:00 AM,45.104,0.0,,,,
4306,12/04/21 05:15:00 AM,45.104,0.0,,,,
4307,12/04/21 05:30:00 AM,45.104,0.0,,,,
4308,12/04/21 05:45:00 AM,45.104,0.0,,,,
4309,12/04/21 06:00:00 AM,45.104,2.0,,,,
4310,12/04/21 06:15:00 AM,45.104,21.0,,,,
4311,12/04/21 06:30:00 AM,45.104,39.0,,,,
4312,12/04/21 06:45:00 AM,45.104,111.0,,,,
4313,12/04/21 07:00:00 AM,45.104,136.0,,,,
4314,12/04/21 07:15:00 AM,45.104,208.0,,,,
4315,12/04/21 07:30:00 AM,45.104,216.0,,,,
4316,12/04/21 07:45:00 AM,45.286,288.0,,,,
4317,12/04/21 08:00:00 AM,45.286,200.0,,,,
4318,12/04/21 08:15:00 AM,45.286,288.0,,,,
4319,12/04/21 08:30:00 AM,45.466,320.0,,,,
4320,12/04/21 08:45:00 AM,45.648,320.0,,,,
4321,12/04/21 09:00:00 AM,45.648,416.0,,,,
4322,12/04/21 09:15:00 AM,46.188,704.0,,,,
4323,12/04/21 09:30:00 AM,46.188,704.0,,,,
4324,12/04/21 09:45:00 AM,46.548,704.0,,,,
4325,12/04/21 10:00:00 AM,46.908,1728.0,,,,
4326,12/04/21 10:15:00 AM,47.088,992.0,,,,
4327,12/04/21 10:30:00 AM,47.088,576.0,,,,
4328,12/04/21 10:45:00 AM,47.266,960.0,,,,
4329,12/04/21 11:00:00 AM,47.446,1344.0,,,,
4330,12/04/21 11:15:00 AM,47.446,1088.0,,,,
4331,12/04/21 11:30:00 AM,47.446,672.0,,,,
4332,12/04/21 11:45:00 AM,47.802,1216.0,,,,
4333,12/04/21 12:00:00 PM,47.802,1728.0,,,,
4334,12/04/21 12:15:00 PM,47.982,992.0,,,,
4335,12/04/21 12:30:00 PM,48.339,1600.0,,,,
4336,12/04/21 12:45:00 PM,48.160,704.0,,,,
4337,12/04/21 01:00:00 PM,48.695,1024.0,,,,
4338,12/04/21 01:15:00 PM,48.695,1088.0,,,,
4339,12/04/21 01:30:00 PM,48.695,704.0,,,,
4340,12/04/21 01:45:00 PM,48.695,512.0,,,,
4341,12/04/21 02:00:00 PM,49.582,1536.0,,,,
4342,12/04/21 02:15:00 PM,50.113,1728.0,,,,
4343,12/04/21 02:30:00 PM,49.404,1152.0,,,,
4344,12/04/21 02:45:00 PM,50.113,1344.0,,,,
4345,12/04/21 03:00:00 PM,49.937,432.0,,,,
4346,12/04/21 03:15:00 PM,49.759,400.0,,,,
4347,12/04/21 03:30:00 PM,49.228,152.0,,,,
4348,12/04/21 03:45:00 PM,49.228,432.0,,,,
4349,12/04/21 04:00:00 PM,48.695,256.0,,,,
4350,12/04/21 04:15:00 PM,48.517,232.0,,,,
4351,12/04/21 04:30:00 PM,48.339,216.0,,,,
4352,12/04/21 04:45:00 PM,47.982,168.0,,,,
4353,12/04/21 05:00:00 PM,47.802,184.0,,,,
4354,12/04/21 05:15:00 PM,47.624,144.0,,,,
4355,12/04/21 05:30:00 PM,47.624,106.0,,,,
4356,12/04/21 05:45:00 PM,47.446,40.0,,,,
4357,12/04/21 06:00:00 PM,47.266,12.0,,,,
4358,12/04/21 06:15:00 PM,47.266,2.0,,,,
4359,12/04/21 06:30:00 PM,47.088,0.0,,,,
4360,12/04/21 06:45:00 PM,47.088,0.0,,,,
4361,12/04/21 07:00:00 PM,47.088,0.0,,,,
4362,12/04/21 07:15:00 PM,46.908,0.0,,,,
4363,12/04/21 07:30:00 PM,46.908,0.0,,,,
4364,12/04/21 07:45:00 PM,46.908,0.0,,,,
4365,12/04/21 08:00:00 PM,46.728,0.0,,,,
4366,12/04/21 08:15:00 PM,46.728,0.0,,,,
4367,12/04/21 08:30:00 PM,46.728,0.0,,,,
4368,12/04/21 08:45:00 PM,46.728,0.0,,,,
4369,12/04/21 09:00:00 PM,46.548,0.0,,,,
4370,12/04/21 09:15:00 PM,46.548,0.0,,,,
4371,12/04/21 09:30:00 PM,46.548,0.0,,,,
4372,12/04/21 09:45:00 PM,46.369,0.0,,,,
4373,12/04/21 10:00:00 PM,46.369,0.0,,,,
4374,12/04/21 10:15:00 PM,46.369,0.0,,,,
4375,12/04/21 10:30:00 PM,46.188,0.0,,,,
4376,12/04/21 10:45:00 PM,46.188,0.0,,,,
4377,12/04/21 11:00:00 PM,46.188,0.0,,,,
4378,12/04/21 11:15:00 PM,46.008,0.0,,,,
4379,12/04/21 11:30:00 PM,46.008,0.0,,,,
4380,12/04/21 11:45:00 PM,46.008,0.0,,,,
4381,12/05/21 12:00:00 AM,46.008,0.0,,,,
4382,12/05/21 12:15:00 AM,45.828,0.0,,,,
4383,12/05/21 12:30:00 AM,45.828,0.0,,,,
4384,12/05/21 12:45:00 AM,45.828,0.0,,,,
4385,12/05/21 01:00:00 AM,45.828,0.0,,,,
4386,12/05/21 01:15:00 AM,45.828,0.0,,,,
4387,12/05/21 01:30:00 AM,45.828,0.0,,,,
4388,12/05/21 01:45:00 AM,45.648,0.0,,,,
4389,12/05/21 02:00:00 AM,45.648,0.0,,,,
4390,12/05/21 02:15:00 AM,45.648,0.0,,,,
4391,12/05/21 02:30:00 AM,45.648,0.0,,,,
4392,12/05/21 02:45:00 AM,45.648,0.0,,,,
4393,12/05/21 03:00:00 AM,45.466,0.0,,,,
4394,12/05/21 03:15:00 AM,45.466,0.0,,,,
4395,12/05/21 03:30:00 AM,45.466,0.0,,,,
4396,12/05/21 03:45:00 AM,45.286,0.0,,,,
4397,12/05/21 04:00:00 AM,45.286,0.0,,,,
4398,12/05/21 04:15:00 AM,45.286,0.0,,,,
4399,12/05/21 04:30:00 AM,45.286,0.0,,,,
4400,12/05/21 04:45:00 AM,45.286,0.0,,,,
4401,12/05/21 05:00:00 AM,45.286,0.0,,,,
4402,12/05/21 05:15:00 AM,45.286,0.0,,,,
4403,12/05/21 05:30:00 AM,45.286,0.0,,,,
4404,12/05/21 05:45:00 AM,45.286,0.0,,,,
4405,12/05/21 06:00:00 AM,45.104,2.0,,,,
4406,12/05/21 06:15:00 AM,45.104,19.0,,,,
4407,12/05/21 06:30:00 AM,45.104,52.0,,,,
4408,12/05/21 06:45:00 AM,45.104,37.0,,,,
4409,12/05/21 07:00:00 AM,45.104,101.0,,,,
4410,12/05/21 07:15:00 AM,45.104,97.0,,,,
4411,12/05/21 07:30:00 AM,45.104,160.0,,,,
4412,12/05/21 07:45:00 AM,45.286,352.0,,,,
4413,12/05/21 08:00:00 AM,45.466,608.0,,,,
4414,12/05/21 08:15:00 AM,45.828,960.0,,,,
4415,12/05/21 08:30:00 AM,46.188,2304.0,,,,
4416,12/05/21 08:45:00 AM,46.548,2048.0,,,,
4417,12/05/21 09:00:00 AM,46.548,1088.0,,,,
4418,12/05/21 09:15:00 AM,47.266,1152.0,,,,
4419,12/05/21 09:30:00 AM,47.266,864.0,,,,
4420,12/05/21 09:45:00 AM,47.624,1216.0,,,,
4421,12/05/21 10:00:00 AM,47.982,1280.0,,,,
4422,12/05/21 10:15:00 AM,49.582,6912.0,,,,
4423,12/05/21 10:30:00 AM,48.517,1088.0,,,,
4424,12/05/21 10:45:00 AM,48.871,1152.0,,,,
4425,12/05/21 11:00:00 AM,49.228,1344.0,,,,
4426,12/05/21 11:15:00 AM,49.228,2304.0,,,,
4427,12/05/21 11:30:00 AM,48.871,496.0,,,,
4428,12/05/21 11:45:00 AM,49.050,960.0,,,,
4429,12/05/21 12:00:00 PM,50.819,1792.0,,,,
4430,12/05/21 12:15:00 PM,49.582,1984.0,,,,
4431,12/05/21 12:30:00 PM,49.759,1344.0,,,,
4432,12/05/21 12:45:00 PM,50.290,704.0,,,,
4433,12/05/21 01:00:00 PM,50.290,960.0,,,,
4434,12/05/21 01:15:00 PM,50.113,1152.0,,,,
4435,12/05/21 01:30:00 PM,51.699,5376.0,,,,
4436,12/05/21 01:45:00 PM,51.346,1408.0,,,,
4437,12/05/21 02:00:00 PM,52.576,3072.0,,,,
4438,12/05/21 02:15:00 PM,52.225,992.0,,,,
4439,12/05/21 02:30:00 PM,52.750,1664.0,,,,
4440,12/05/21 02:45:00 PM,52.050,1472.0,,,,
4441,12/05/21 03:00:00 PM,52.925,2816.0,,,,
4442,12/05/21 03:15:00 PM,52.050,1856.0,,,,
4443,12/05/21 03:30:00 PM,51.874,1088.0,,,,
4444,12/05/21 03:45:00 PM,52.576,1984.0,,,,
4445,12/05/21 04:00:00 PM,51.523,464.0,,,,
4446,12/05/21 04:15:00 PM,51.346,416.0,,,,
4447,12/05/21 04:30:00 PM,50.819,63.0,,,,
4448,12/05/21 04:45:00 PM,50.466,336.0,,,,
4449,12/05/21 05:00:00 PM,50.113,288.0,,,,
4450,12/05/21 05:15:00 PM,49.759,69.0,,,,
4451,12/05/21 05:30:00 PM,49.582,69.0,,,,
4452,12/05/21 05:45:00 PM,49.404,28.0,,,,
4453,12/05/21 06:00:00 PM,49.228,3.0,,,,
4454,12/05/21 06:15:00 PM,49.050,0.0,,,,
4455,12/05/21 06:30:00 PM,48.871,0.0,,,,
4456,12/05/21 06:45:00 PM,48.695,0.0,,,,
4457,12/05/21 07:00:00 PM,48.695,0.0,,,,
4458,12/05/21 07:15:00 PM,48.517,0.0,,,,
4459,12/05/21 07:30:00 PM,48.517,0.0,,,,
4460,12/05/21 07:45:00 PM,48.339,0.0,,,,
4461,12/05/21 08:00:00 PM,48.339,0.0,,,,
4462,12/05/21 08:15:00 PM,48.339,0.0,,,,
4463,12/05/21 08:30:00 PM,48.160,0.0,,,,
4464,12/05/21 08:45:00 PM,48.160,0.0,,,,
4465,12/05/21 09:00:00 PM,47.982,0.0,,,,
4466,12/05/21 09:15:00 PM,47.982,0.0,,,,
4467,12/05/21 09:30:00 PM,47.802,0.0,,,,
4468,12/05/21 09:45:00 PM,47.802,0.0,,,,
4469,12/05/21 10:00:00 PM,47.624,0.0,,,,
4470,12/05/21 10:15:00 PM,47.624,0.0,,,,
4471,12/05/21 10:30:00 PM,47.446,0.0,,,,
4472,12/05/21 10:45:00 PM,47.266,0.0,,,,
4473,12/05/21 11:00:00 PM,47.266,0.0,,,,
4474,12/05/21 11:15:00 PM,47.088,0.0,,,,
4475,12/05/21 11:30:00 PM,47.088,0.0,,,,
4476,12/05/21 11:45:00 PM,46.908,0.0,,,,
4477,12/06/21 12:00:00 AM,46.908,0.0,,,,
4478,12/06/21 12:15:00 AM,46.908,0.0,,,,
4479,12/06/21 12:30:00 AM,46.728,0.0,,,,
4480,12/06/21 12:45:00 AM,46.728,0.0,,,,
4481,12/06/21 01:00:00 AM,46.548,0.0,,,,
4482,12/06/21 01:15:00 AM,46.548,0.0,,,,
4483,12/06/21 01:30:00 AM,46.548,0.0,,,,
4484,12/06/21 01:45:00 AM,46.369,0.0,,,,
4485,12/06/21 02:00:00 AM,46.369,0.0,,,,
4486,12/06/21 02:15:00 AM,46.369,0.0,,,,
4487,12/06/21 02:30:00 AM,46.369,0.0,,,,
4488,12/06/21 02:45:00 AM,46.188,0.0,,,,
4489,12/06/21 03:00:00 AM,46.188,0.0,,,,
4490,12/06/21 03:15:00 AM,46.188,0.0,,,,
4491,12/06/21 03:30:00 AM,46.188,0.0,,,,
4492,12/06/21 03:45:00 AM,46.008,0.0,,,,
4493,12/06/21 04:00:00 AM,46.008,0.0,,,,
4494,12/06/21 04:15:00 AM,46.008,0.0,,,,
4495,12/06/21 04:30:00 AM,46.008,0.0,,,,
4496,12/06/21 04:45:00 AM,46.008,0.0,,,,
4497,12/06/21 05:00:00 AM,45.828,0.0,,,,
4498,12/06/21 05:15:00 AM,45.828,0.0,,,,
4499,12/06/21 05:30:00 AM,45.828,0.0,,,,
4500,12/06/21 05:45:00 AM,45.828,0.0,,,,
4501,12/06/21 06:00:00 AM,45.828,1.0,,,,
4502,12/06/21 06:15:00 AM,45.828,34.0,,,,
4503,12/06/21 06:30:00 AM,45.828,35.0,,,,
4504,12/06/21 06:45:00 AM,45.828,116.0,,,,
4505,12/06/21 07:00:00 AM,45.828,184.0,,,,
4506,12/06/21 07:15:00 AM,45.828,128.0,,,,
4507,12/06/21 07:30:00 AM,45.828,168.0,,,,
4508,12/06/21 07:45:00 AM,46.008,336.0,,,,
4509,12/06/21 08:00:00 AM,46.188,672.0,,,,
4510,12/06/21 08:15:00 AM,46.548,960.0,,,,
4511,12/06/21 08:30:00 AM,46.548,512.0,,,,
4512,12/06/21 08:45:00 AM,46.728,512.0,,,,
4513,12/06/21 09:00:00 AM,47.266,960.0,,,,
4514,12/06/21 09:15:00 AM,47.266,992.0,,,,
4515,12/06/21 09:30:00 AM,47.446,1024.0,,,,
4516,12/06/21 09:45:00 AM,47.624,512.0,,,,
4517,12/06/21 10:00:00 AM,47.982,1536.0,,,,
4518,12/06/21 10:15:00 AM,47.982,1088.0,,,,
4519,12/06/21 10:30:00 AM,47.982,704.0,,,,
4520,12/06/21 10:45:00 AM,48.160,800.0,,,,
4521,12/06/21 11:00:00 AM,47.982,512.0,,,,
4522,12/06/21 11:15:00 AM,48.160,768.0,,,,
4523,12/06/21 11:30:00 AM,48.517,1216.0,,,,
4524,12/06/21 11:45:00 AM,48.160,512.0,,,,
4525,12/06/21 12:00:00 PM,48.339,416.0,,,,
4526,12/06/21 12:15:00 PM,48.871,1664.0,,,,
4527,12/06/21 12:30:00 PM,48.871,1472.0,,,,
4528,12/06/21 12:45:00 PM,49.228,1728.0,,,,
4529,12/06/21 01:00:00 PM,49.582,1600.0,,,,
4530,12/06/21 01:15:00 PM,50.466,1408.0,,,,
4531,12/06/21 01:30:00 PM,50.290,1088.0,,,,
4532,12/06/21 01:45:00 PM,50.466,1280.0,,,,
4533,12/06/21 02:00:00 PM,50.290,1024.0,,,,
4534,12/06/21 02:15:00 PM,51.523,2688.0,,,,
4535,12/06/21 02:30:00 PM,50.995,1536.0,,,,
4536,12/06/21 02:45:00 PM,51.172,1344.0,,,,
4537,12/06/21 03:00:00 PM,51.346,1152.0,,,,
4538,12/06/21 03:15:00 PM,50.995,992.0,,,,
4539,12/06/21 03:30:00 PM,50.643,576.0,,,,
4540,12/06/21 03:45:00 PM,50.290,320.0,,,,
4541,12/06/21 04:00:00 PM,49.937,416.0,,,,
4542,12/06/21 04:15:00 PM,49.582,216.0,,,,
4543,12/06/21 04:30:00 PM,49.404,304.0,,,,
4544,12/06/21 04:45:00 PM,49.050,110.0,,,,
4545,12/06/21 05:00:00 PM,48.871,120.0,,,,
4546,12/06/21 05:15:00 PM,48.695,168.0,,,,
4547,12/06/21 05:30:00 PM,48.517,109.0,,,,
4548,12/06/21 05:45:00 PM,48.517,36.0,,,,
4549,12/06/21 06:00:00 PM,48.339,5.0,,,,
4550,12/06/21 06:15:00 PM,48.339,2.0,,,,
4551,12/06/21 06:30:00 PM,48.160,0.0,,,,
4552,12/06/21 06:45:00 PM,48.160,0.0,,,,
4553,12/06/21 07:00:00 PM,47.982,0.0,,,,
4554,12/06/21 07:15:00 PM,47.982,0.0,,,,
4555,12/06/21 07:30:00 PM,47.802,0.0,,,,
4556,12/06/21 07:45:00 PM,47.802,0.0,,,,
4557,12/06/21 08:00:00 PM,47.624,0.0,,,,
4558,12/06/21 08:15:00 PM,47.624,0.0,,,,
4559,12/06/21 08:30:00 PM,47.624,0.0,,,,
4560,12/06/21 08:45:00 PM,47.624,0.0,,,,
4561,12/06/21 09:00:00 PM,47.446,0.0,,,,
4562,12/06/21 09:15:00 PM,47.446,0.0,,,,
4563,12/06/21 09:30:00 PM,47.266,0.0,,,,
4564,12/06/21 09:45:00 PM,47.266,0.0,,,,
4565,12/06/21 10:00:00 PM,47.088,0.0,,,,
4566,12/06/21 10:15:00 PM,46.908,0.0,,,,
4567,12/06/21 10:30:00 PM,46.908,0.0,,,,
4568,12/06/21 10:45:00 PM,46.728,0.0,,,,
4569,12/06/21 11:00:00 PM,46.728,0.0,,,,
4570,12/06/21 11:15:00 PM,46.728,0.0,,,,
4571,12/06/21 11:30:00 PM,46.548,0.0,,,,
4572,12/06/21 11:45:00 PM,46.548,0.0,,,,
4573,12/07/21 12:00:00 AM,46.548,0.0,,,,
4574,12/07/21 12:15:00 AM,46.369,0.0,,,,
4575,12/07/21 12:30:00 AM,46.369,0.0,,,,
4576,12/07/21 12:45:00 AM,46.188,0.0,,,,
4577,12/07/21 01:00:00 AM,46.188,0.0,,,,
4578,12/07/21 01:15:00 AM,46.188,0.0,,,,
4579,12/07/21 01:30:00 AM,46.008,0.0,,,,
4580,12/07/21 01:45:00 AM,46.008,0.0,,,,
4581,12/07/21 02:00:00 AM,46.008,0.0,,,,
4582,12/07/21 02:15:00 AM,45.828,0.0,,,,
4583,12/07/21 02:30:00 AM,45.828,0.0,,,,
4584,12/07/21 02:45:00 AM,45.828,0.0,,,,
4585,12/07/21 03:00:00 AM,45.648,0.0,,,,
4586,12/07/21 03:15:00 AM,45.648,0.0,,,,
4587,12/07/21 03:30:00 AM,45.648,0.0,,,,
4588,12/07/21 03:45:00 AM,45.466,0.0,,,,
4589,12/07/21 04:00:00 AM,45.466,0.0,,,,
4590,12/07/21 04:15:00 AM,45.466,0.0,,,,
4591,12/07/21 04:30:00 AM,45.466,0.0,,,,
4592,12/07/21 04:45:00 AM,45.466,0.0,,,,
4593,12/07/21 05:00:00 AM,45.286,0.0,,,,
4594,12/07/21 05:15:00 AM,45.286,0.0,,,,
4595,12/07/21 05:30:00 AM,45.286,0.0,,,,
4596,12/07/21 05:45:00 AM,45.104,0.0,,,,
4597,12/07/21 06:00:00 AM,45.104,1.0,,,,
4598,12/07/21 06:15:00 AM,45.104,6.0,,,,
4599,12/07/21 06:30:00 AM,45.104,35.0,,,,
4600,12/07/21 06:45:00 AM,45.104,55.0,,,,
4601,12/07/21 07:00:00 AM,45.104,52.0,,,,
4602,12/07/21 07:15:00 AM,45.104,107.0,,,,
4603,12/07/21 07:30:00 AM,45.286,168.0,,,,
4604,12/07/21 07:45:00 AM,45.286,184.0,,,,
4605,12/07/21 08:00:00 AM,45.286,184.0,,,,
4606,12/07/21 08:15:00 AM,45.648,672.0,,,,
4607,12/07/21 08:30:00 AM,45.466,304.0,,,,
4608,12/07/21 08:45:00 AM,45.828,368.0,,,,
4609,12/07/21 09:00:00 AM,46.008,512.0,,,,
4610,12/07/21 09:15:00 AM,46.008,512.0,,,,
4611,12/07/21 09:30:00 AM,46.008,480.0,,,,
4612,12/07/21 09:45:00 AM,46.188,768.0,,,,
4613,12/07/21 10:00:00 AM,46.369,800.0,,,,
4614,12/07/21 10:15:00 AM,46.188,496.0,,,,
4615,12/07/21 10:30:00 AM,46.369,608.0,,,,
4616,12/07/21 10:45:00 AM,46.548,512.0,,,,
4617,12/07/21 11:00:00 AM,46.548,352.0,,,,
4618,12/07/21 11:15:00 AM,46.548,352.0,,,,
4619,12/07/21 11:30:00 AM,46.728,512.0,,,,
4620,12/07/21 11:45:00 AM,46.548,512.0,,,,
4621,12/07/21 12:00:00 PM,46.548,320.0,,,,
4622,12/07/21 12:15:00 PM,46.548,304.0,,,,
4623,12/07/21 12:30:00 PM,46.548,368.0,,,,
4624,12/07/21 12:45:00 PM,46.369,272.0,,,,
4625,12/07/21 01:00:00 PM,46.369,288.0,,,,
4626,12/07/21 01:15:00 PM,46.728,512.0,,,,
4627,12/07/21 01:30:00 PM,46.548,768.0,,,,
4628,12/07/21 01:45:00 PM,47.088,864.0,,,,
4629,12/07/21 02:00:00 PM,47.802,1536.0,,,,
4630,12/07/21 02:15:00 PM,48.339,896.0,,,,
4631,12/07/21 02:30:00 PM,48.695,800.0,,,,
4632,12/07/21 02:45:00 PM,48.517,512.0,,,,
4633,12/07/21 03:00:00 PM,48.339,608.0,,,,
4634,12/07/21 03:15:00 PM,47.982,384.0,,,,
4635,12/07/21 03:30:00 PM,47.802,480.0,,,,
4636,12/07/21 03:45:00 PM,47.624,256.0,,,,
4637,12/07/21 04:00:00 PM,47.446,216.0,,,,
4638,12/07/21 04:15:00 PM,47.446,448.0,,,,
4639,12/07/21 04:30:00 PM,47.446,512.0,,,,
4640,12/07/21 04:45:00 PM,47.446,248.0,,,,
4641,12/07/21 05:00:00 PM,47.446,272.0,,,,
4642,12/07/21 05:15:00 PM,47.446,200.0,,,,
4643,12/07/21 05:30:00 PM,47.266,100.0,,,,
4644,12/07/21 05:45:00 PM,47.088,69.0,,,,
4645,12/07/21 06:00:00 PM,47.088,33.0,,,,
4646,12/07/21 06:15:00 PM,46.908,7.0,,,,
4647,12/07/21 06:30:00 PM,46.908,0.0,,,,
4648,12/07/21 06:45:00 PM,46.728,0.0,,,,
4649,12/07/21 07:00:00 PM,46.728,0.0,,,,
4650,12/07/21 07:15:00 PM,46.548,0.0,,,,
4651,12/07/21 07:30:00 PM,46.548,0.0,,,,
4652,12/07/21 07:45:00 PM,46.548,0.0,,,,
4653,12/07/21 08:00:00 PM,46.548,0.0,,,,
4654,12/07/21 08:15:00 PM,46.369,0.0,,,,
4655,12/07/21 08:30:00 PM,46.369,0.0,,,,
4656,12/07/21 08:45:00 PM,46.369,0.0,,,,
4657,12/07/21 09:00:00 PM,46.369,0.0,,,,
