Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0,000000 kPa
TEMPERATURE
UNIT: °C
Date;Time;ms;Well02;TEMPERATURE
20/10/2021;13:26:27;0;62,6397;12,351
20/10/2021;13:41:27;0;64,1660;7,703
20/10/2021;13:56:27;0;64,1550;7,799
20/10/2021;14:11:27;0;64,1624;7,905
20/10/2021;14:26:27;0;64,1626;8,019
20/10/2021;14:41:27;0;64,1601;8,141
20/10/2021;14:56:27;0;64,1715;8,252
20/10/2021;15:11:27;0;64,1655;8,345
20/10/2021;15:26:27;0;64,1586;8,411
20/10/2021;15:41:27;0;64,1657;8,456
20/10/2021;15:56:27;0;64,1608;8,478
20/10/2021;16:11:27;0;64,1707;8,480
20/10/2021;16:26:27;0;64,1735;8,467
20/10/2021;16:41:27;0;64,1766;8,446
20/10/2021;16:56:27;0;64,1888;8,409
20/10/2021;17:11:27;0;64,1916;8,367
20/10/2021;17:26:27;0;64,2012;8,319
20/10/2021;17:41:27;0;64,1972;8,270
20/10/2021;17:56:27;0;64,1963;8,218
20/10/2021;18:11:27;0;64,2029;8,164
20/10/2021;18:26:27;0;64,2090;8,101
20/10/2021;18:41:27;0;64,2287;8,036
20/10/2021;18:56:27;0;64,2429;7,961
20/10/2021;19:11:27;0;64,2587;7,905
20/10/2021;19:26:27;0;64,2846;7,850
20/10/2021;19:41:27;0;64,3093;7,780
20/10/2021;19:56:27;0;64,3333;7,722
20/10/2021;20:11:27;0;64,3373;7,670
20/10/2021;20:26:27;0;64,3394;7,628
20/10/2021;20:41:27;0;64,3481;7,591
20/10/2021;20:56:27;0;64,3577;7,555
20/10/2021;21:11:27;0;64,3637;7,522
20/10/2021;21:26:27;0;64,3673;7,488
20/10/2021;21:41:27;0;64,3725;7,457
20/10/2021;21:56:27;0;64,3941;7,427
20/10/2021;22:11:27;0;64,4037;7,399
20/10/2021;22:26:27;0;64,4201;7,371
20/10/2021;22:41:27;0;64,4217;7,349
20/10/2021;22:56:27;0;64,4268;7,326
20/10/2021;23:11:27;0;64,4238;7,303
20/10/2021;23:26:27;0;64,4250;7,279
20/10/2021;23:41:27;0;64,4215;7,250
20/10/2021;23:56:27;0;64,4023;7,232
21/10/2021;00:11:27;0;64,3905;7,212
21/10/2021;00:26:27;0;64,3808;7,195
21/10/2021;00:41:27;0;64,3570;7,178
21/10/2021;00:56:27;0;64,3383;7,160
21/10/2021;01:11:27;0;64,3337;7,146
21/10/2021;01:26:27;0;64,3207;7,126
21/10/2021;01:41:27;0;64,3090;7,112
21/10/2021;01:56:27;0;64,2997;7,090
21/10/2021;02:11:27;0;64,2829;7,082
21/10/2021;02:26:27;0;64,2755;7,068
21/10/2021;02:41:27;0;64,2668;7,050
21/10/2021;02:56:27;0;64,2556;7,037
21/10/2021;03:11:27;0;64,2429;7,026
21/10/2021;03:26:27;0;64,2427;7,006
21/10/2021;03:41:27;0;64,2352;6,988
21/10/2021;03:56:27;0;64,2337;6,972
21/10/2021;04:11:27;0;64,2296;6,962
21/10/2021;04:26:27;0;64,2241;6,948
21/10/2021;04:41:27;0;64,2315;6,932
21/10/2021;04:56:27;0;64,2364;6,914
21/10/2021;05:11:27;0;64,2421;6,892
21/10/2021;05:26:27;0;64,2416;6,875
21/10/2021;05:41:27;0;64,2457;6,828
21/10/2021;05:56:27;0;64,2529;6,781
21/10/2021;06:11:27;0;64,2636;6,738
21/10/2021;06:26:27;0;64,2730;6,717
21/10/2021;06:41:27;0;64,2958;6,710
21/10/2021;06:56:27;0;64,3015;6,693
21/10/2021;07:11:27;0;64,3161;6,675
21/10/2021;07:26:27;0;64,3285;6,666
21/10/2021;07:41:27;0;64,3435;6,664
21/10/2021;07:56:27;0;64,3599;6,668
21/10/2021;08:11:27;0;64,3765;6,678
21/10/2021;08:26:27;0;64,3874;6,692
21/10/2021;08:41:27;0;64,3877;6,709
21/10/2021;08:56:27;0;64,4026;6,731
21/10/2021;09:11:27;0;64,4007;6,749
21/10/2021;09:26:27;0;64,3941;6,771
21/10/2021;09:41:27;0;64,3937;6,796
21/10/2021;09:56:27;0;64,4025;6,823
21/10/2021;10:11:27;0;64,4043;6,848
21/10/2021;10:26:27;0;64,4091;6,870
21/10/2021;10:41:27;0;64,3985;6,890
21/10/2021;10:56:27;0;64,3869;6,909
21/10/2021;11:11:27;0;64,3854;6,928
21/10/2021;11:26:27;0;64,3722;6,947
21/10/2021;11:41:27;0;64,3614;6,964
21/10/2021;11:56:27;0;64,3550;6,980
21/10/2021;12:11:27;0;64,3501;6,993
21/10/2021;12:26:27;0;64,3513;7,003
21/10/2021;12:41:27;0;64,3592;7,010
21/10/2021;12:56:27;0;64,3549;7,014
21/10/2021;13:11:27;0;64,3393;7,019
21/10/2021;13:26:27;0;64,3098;7,023
21/10/2021;13:41:27;0;64,2873;7,027
21/10/2021;13:56:27;0;64,2771;7,031
21/10/2021;14:11:27;0;64,2721;7,035
21/10/2021;14:26:27;0;64,2856;7,041
21/10/2021;14:41:27;0;64,3094;7,045
21/10/2021;14:56:27;0;64,3285;7,050
21/10/2021;15:11:27;0;64,3390;7,053
21/10/2021;15:26:27;0;64,3273;7,054
21/10/2021;15:41:27;0;64,3112;7,051
21/10/2021;15:56:27;0;64,2967;7,037
21/10/2021;16:11:27;0;64,2857;7,024
21/10/2021;16:26:27;0;64,2743;7,009
21/10/2021;16:41:27;0;64,2655;6,994
21/10/2021;16:56:27;0;64,2688;6,999
21/10/2021;17:11:27;0;64,2635;6,968
21/10/2021;17:26:27;0;64,2660;6,960
21/10/2021;17:41:27;0;64,2703;6,944
21/10/2021;17:56:27;0;64,2650;6,931
21/10/2021;18:11:27;0;64,2606;6,928
21/10/2021;18:26:27;0;64,2696;6,904
21/10/2021;18:41:27;0;64,2744;6,885
21/10/2021;18:56:27;0;64,2836;6,866
21/10/2021;19:11:27;0;64,2865;6,848
21/10/2021;19:26:27;0;64,2939;6,833
21/10/2021;19:41:27;0;64,3020;6,800
21/10/2021;19:56:27;0;64,3098;6,800
21/10/2021;20:11:27;0;64,3138;6,825
21/10/2021;20:26:27;0;64,3235;6,820
21/10/2021;20:41:27;0;64,3356;6,805
21/10/2021;20:56:27;0;64,3450;6,787
21/10/2021;21:11:27;0;64,3528;6,764
21/10/2021;21:26:27;0;64,3582;6,738
21/10/2021;21:41:27;0;64,3623;6,726
21/10/2021;21:56:27;0;64,3534;6,688
21/10/2021;22:11:27;0;64,3501;6,650
21/10/2021;22:26:27;0;64,3477;6,633
21/10/2021;22:41:27;0;64,3404;6,611
21/10/2021;22:56:27;0;64,3324;6,608
21/10/2021;23:11:27;0;64,3299;6,581
21/10/2021;23:26:27;0;64,3206;6,561
21/10/2021;23:41:27;0;64,3085;6,548
21/10/2021;23:56:27;0;64,3054;6,544
22/10/2021;00:11:27;0;64,2982;6,532
22/10/2021;00:26:27;0;64,2834;6,515
22/10/2021;00:41:27;0;64,2669;6,501
22/10/2021;00:56:27;0;64,2483;6,488
22/10/2021;01:11:27;0;64,2314;6,481
22/10/2021;01:26:27;0;64,2195;6,471
22/10/2021;01:41:27;0;64,1982;6,458
22/10/2021;01:56:27;0;64,1974;6,445
