metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,name,desc,time,keywords,minlat,minlon,,,,maxlat,maxlon,,,,,,,,,,,,,,,,,,,,,
25,1,-0.329211066,-78.20171515,4092.47,6/29/21 0:00,14:54:32,9:54:32,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,-0.329202516,-78.20171205,4092.47,6/29/21 0:00,14:55:02,9:55:02,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,-0.329189189,-78.20170761,4093.43,6/29/21 0:00,14:55:32,9:55:32,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,-0.329206204,-78.20172505,4093.91,6/29/21 0:00,14:56:02,9:56:02,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,-0.329192793,-78.20173192,4093.43,6/29/21 0:00,14:56:32,9:56:32,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,-0.329199666,-78.20174005,4092.95,6/29/21 0:00,14:56:50,9:56:50,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,-0.329207042,-78.20171951,4092.95,6/29/21 0:00,15:14:34,10:14:34,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,-0.32912381,-78.20160259,4096.31,6/29/21 0:00,15:15:05,10:15:05,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,-0.329128001,-78.20160217,4095.83,6/29/21 0:00,15:15:35,10:15:35,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,-0.329127079,-78.20158934,4091.51,6/29/21 0:00,15:16:05,10:16:05,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,-0.329130935,-78.20160845,4092.47,6/29/21 0:00,15:16:35,10:16:35,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,-0.329136383,-78.20160745,4091.99,6/29/21 0:00,15:17:05,10:17:05,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,-0.329128504,-78.20159613,4092.47,6/29/21 0:00,15:17:35,10:17:35,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,-0.329134371,-78.20160342,4091.51,6/29/21 0:00,15:18:05,10:18:05,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,-0.329127414,-78.20161608,4091.51,6/29/21 0:00,15:18:35,10:18:35,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,-0.329119284,-78.2016087,4090.07,6/29/21 0:00,15:19:05,10:19:05,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,-0.329131354,-78.20160653,4091.03,6/29/21 0:00,15:19:35,10:19:35,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,-0.32912733,-78.20159898,4094.39,6/29/21 0:00,15:20:05,10:20:05,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,-0.329112578,-78.20160166,4094.39,6/29/21 0:00,15:20:35,10:20:35,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,-0.329112159,-78.20159705,4093.43,6/29/21 0:00,15:21:05,10:21:05,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,-0.329121295,-78.2015958,4092.47,6/29/21 0:00,15:21:35,10:21:35,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,-0.329111321,-78.20163142,4094.87,6/29/21 0:00,15:22:05,10:22:05,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,-0.32911811,-78.20158641,4094.87,6/29/21 0:00,15:22:35,10:22:35,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,-0.329116099,-78.20159974,4095.83,6/29/21 0:00,15:23:05,10:23:05,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,-0.329135042,-78.20162656,4094.87,6/29/21 0:00,15:23:35,10:23:35,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,-0.329138897,-78.20158524,4093.43,6/29/21 0:00,15:24:05,10:24:05,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,-0.329136299,-78.20160217,4092.47,6/29/21 0:00,15:24:35,10:24:35,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,-0.329123894,-78.20161038,4091.51,6/29/21 0:00,15:25:05,10:25:05,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,-0.329131102,-78.20161709,4091.99,6/29/21 0:00,15:25:35,10:25:35,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,-0.329114255,-78.2015958,4086.7,6/29/21 0:00,15:26:05,10:26:05,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,-0.329128001,-78.20159907,4089.1,6/29/21 0:00,15:26:35,10:26:35,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,-0.329127666,-78.20159814,4091.51,6/29/21 0:00,15:27:05,10:27:05,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,-0.329124732,-78.20159622,4091.99,6/29/21 0:00,15:27:35,10:27:35,,,,,,,,,,,,,,,,,,,,,,,,,
58,1,-0.329119703,-78.20156679,4089.59,6/29/21 0:00,15:28:05,10:28:05,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,-0.329118362,-78.20157685,4090.55,6/29/21 0:00,15:28:35,10:28:35,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,-0.329028508,-78.20157375,4091.03,6/29/21 0:00,15:29:05,10:29:05,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,-0.328933457,-78.20157601,4093.91,6/29/21 0:00,15:29:35,10:29:35,,,,,,,,,,,,,,,,,,,,,,,,,
62,1,-0.329116769,-78.20156864,4090.07,6/29/21 0:00,15:30:05,10:30:05,,,,,,,,,,,,,,,,,,,,,,,,,
63,1,-0.329101179,-78.2015352,4092.95,6/29/21 0:00,15:30:35,10:30:35,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,-0.329079051,-78.20149329,4096.31,6/29/21 0:00,15:31:05,10:31:05,,,,,,,,,,,,,,,,,,,,,,,,,
65,1,-0.329025239,-78.20158054,4093.91,6/29/21 0:00,15:31:35,10:31:35,,,,,,,,,,,,,,,,,,,,,,,,,
66,1,-0.328969751,-78.20156621,4091.99,6/29/21 0:00,15:32:05,10:32:05,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,-0.328970924,-78.20154752,4093.43,6/29/21 0:00,15:32:35,10:32:35,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,-0.328963632,-78.20154509,4094.39,6/29/21 0:00,15:33:05,10:33:05,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,-0.328965057,-78.20153561,4097.28,6/29/21 0:00,15:33:35,10:33:35,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,-0.328964386,-78.20156218,4097.28,6/29/21 0:00,15:34:05,10:34:05,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,-0.328990789,-78.20156378,4096.8,6/29/21 0:00,15:34:35,10:34:35,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,-0.329033285,-78.20155791,4094.87,6/29/21 0:00,15:35:05,10:35:05,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,-0.329126157,-78.20157283,4089.59,6/29/21 0:00,15:35:35,10:35:35,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,-0.329045104,-78.20157509,4091.99,6/29/21 0:00,15:36:05,10:36:05,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,-0.328969918,-78.20156688,4092.95,6/29/21 0:00,15:36:35,10:36:35,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,-0.328965224,-78.20156084,4094.87,6/29/21 0:00,15:37:05,10:37:05,,,,,,,,,,,,,,,,,,,,,,,,,
77,1,-0.328988023,-78.2015771,4092.47,6/29/21 0:00,15:37:35,10:37:35,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,-0.3289726,-78.20155087,4093.43,6/29/21 0:00,15:38:05,10:38:05,,,,,,,,,,,,,,,,,,,,,,,,,
79,1,-0.328971846,-78.20156906,4091.99,6/29/21 0:00,15:38:35,10:38:35,,,,,,,,,,,,,,,,,,,,,,,,,
80,1,-0.328975953,-78.20156847,4092.95,6/29/21 0:00,15:39:05,10:39:05,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,-0.328985173,-78.20157954,4094.87,6/29/21 0:00,15:39:35,10:39:35,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,-0.328979306,-78.20158934,4091.51,6/29/21 0:00,15:40:05,10:40:05,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,-0.328985006,-78.20158708,4092.47,6/29/21 0:00,15:40:35,10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,-0.328978216,-78.20156897,4093.43,6/29/21 0:00,15:41:05,10:41:05,,,,,,,,,,,,,,,,,,,,,,,,,
85,1,-0.328990035,-78.20156646,4092.95,6/29/21 0:00,15:41:35,10:41:35,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,-0.328990705,-78.20156939,4091.99,6/29/21 0:00,15:42:05,10:42:05,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,-0.328970756,-78.20155162,4092.47,6/29/21 0:00,15:42:35,10:42:35,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,-0.328960111,-78.2015699,4093.43,6/29/21 0:00,15:43:05,10:43:05,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,-0.328981569,-78.20156101,4094.87,6/29/21 0:00,15:43:35,10:43:35,,,,,,,,,,,,,,,,,,,,,,,,,
90,1,-0.328977713,-78.20156428,4093.91,6/29/21 0:00,15:44:05,10:44:05,,,,,,,,,,,,,,,,,,,,,,,,,
91,1,-0.328973774,-78.20155875,4094.87,6/29/21 0:00,15:44:35,10:44:35,,,,,,,,,,,,,,,,,,,,,,,,,
92,1,-0.328989364,-78.20156763,4093.43,6/29/21 0:00,15:45:05,10:45:05,,,,,,,,,,,,,,,,,,,,,,,,,
93,1,-0.328994393,-78.20158456,4096.8,6/29/21 0:00,15:45:35,10:45:35,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,-0.328992717,-78.20159077,4096.8,6/29/21 0:00,15:46:05,10:46:05,,,,,,,,,,,,,,,,,,,,,,,,,
95,1,-0.328963632,-78.20159152,4094.39,6/29/21 0:00,15:46:35,10:46:35,,,,,,,,,,,,,,,,,,,,,,,,,
96,1,-0.32898115,-78.20157987,4093.91,6/29/21 0:00,15:47:05,10:47:05,,,,,,,,,,,,,,,,,,,,,,,,,
97,1,-0.328981653,-78.20157543,4092.47,6/29/21 0:00,15:47:35,10:47:35,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,-0.328986011,-78.20159923,4094.87,6/29/21 0:00,15:48:05,10:48:05,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,-0.328978971,-78.2015818,4095.83,6/29/21 0:00,15:48:35,10:48:35,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,-0.328972517,-78.20154433,4096.8,6/29/21 0:00,15:49:05,10:49:05,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,-0.328964889,-78.20153469,4098.72,6/29/21 0:00,15:49:35,10:49:35,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,-0.328969751,-78.2015533,4097.76,6/29/21 0:00,15:50:05,10:50:05,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,-0.328966733,-78.20157149,4094.87,6/29/21 0:00,15:50:35,10:50:35,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,-0.328977294,-78.20158892,4094.87,6/29/21 0:00,15:51:05,10:51:05,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,-0.328976037,-78.20157249,4094.39,6/29/21 0:00,15:51:35,10:51:35,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,-0.328977462,-78.20156277,4092.47,6/29/21 0:00,15:52:05,10:52:05,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,-0.328968074,-78.20157325,4095.35,6/29/21 0:00,15:52:35,10:52:35,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,-0.328907222,-78.20160418,4095.35,6/29/21 0:00,15:53:05,10:53:05,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,-0.328873191,-78.20155405,4095.83,6/29/21 0:00,15:53:35,10:53:35,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,-0.32887185,-78.20156914,4095.83,6/29/21 0:00,15:54:05,10:54:05,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,-0.328902192,-78.20154349,4095.83,6/29/21 0:00,15:54:35,10:54:35,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,-0.328875287,-78.20156629,4097.28,6/29/21 0:00,15:55:05,10:55:05,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,-0.328830779,-78.20152053,4095.83,6/29/21 0:00,15:55:35,10:55:35,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,-0.32883497,-78.20153754,4094.39,6/29/21 0:00,15:56:05,10:56:05,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,-0.328851985,-78.20154089,4093.91,6/29/21 0:00,15:56:35,10:56:35,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,-0.328849554,-78.20153343,4093.91,6/29/21 0:00,15:57:05,10:57:05,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,-0.328853745,-78.20153444,4094.87,6/29/21 0:00,15:57:35,10:57:35,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,-0.328854248,-78.2015357,4094.87,6/29/21 0:00,15:58:05,10:58:05,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,-0.328855505,-78.20154735,4093.91,6/29/21 0:00,15:58:35,10:58:35,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,-0.328841591,-78.20154592,4095.35,6/29/21 0:00,15:59:05,10:59:05,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,-0.328832539,-78.20153863,4096.31,6/29/21 0:00,15:59:35,10:59:35,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,-0.328819295,-78.20153687,4095.83,6/29/21 0:00,16:00:05,11:00:05,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,-0.328825247,-78.20154651,4099.2,6/29/21 0:00,16:00:35,11:00:35,,,,,,,,,,,,,,,,,,,,,,,,,
124,1,-0.328844609,-78.20153201,4094.87,6/29/21 0:00,16:01:05,11:01:05,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,-0.328839412,-78.20151147,4096.31,6/29/21 0:00,16:01:35,11:01:35,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,-0.328871347,-78.20155322,4098.24,6/29/21 0:00,16:02:05,11:02:05,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,-0.328846872,-78.20155053,4098.72,6/29/21 0:00,16:02:35,11:02:35,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,-0.328849554,-78.20155607,4099.2,6/29/21 0:00,16:03:05,11:03:05,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,-0.328861373,-78.20154509,4097.28,6/29/21 0:00,16:03:35,11:03:35,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,-0.328834131,-78.20161524,4093.91,6/29/21 0:00,16:04:05,11:04:05,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,-0.328816865,-78.20156788,4094.87,6/29/21 0:00,16:04:35,11:04:35,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,-0.328828935,-78.2015445,4094.87,6/29/21 0:00,16:05:05,11:05:05,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,-0.328833461,-78.20154274,4097.76,6/29/21 0:00,16:05:35,11:05:35,,,,,,,,,,,,,,,,,,,,,,,,,
134,1,-0.328831114,-78.20153159,4097.28,6/29/21 0:00,16:06:05,11:06:05,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,-0.328834215,-78.20153754,4096.8,6/29/21 0:00,16:06:35,11:06:35,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,-0.328819882,-78.20153754,4097.76,6/29/21 0:00,16:07:05,11:07:05,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,-0.328838322,-78.20153981,4096.8,6/29/21 0:00,16:07:35,11:07:35,,,,,,,,,,,,,,,,,,,,,,,,,
138,1,-0.328853913,-78.201544,4099.2,6/29/21 0:00,16:08:05,11:08:05,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,-0.328854248,-78.20153369,4099.2,6/29/21 0:00,16:08:35,11:08:35,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,-0.328835975,-78.20152463,4100.64,6/29/21 0:00,16:09:05,11:09:05,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,-0.328836981,-78.20154031,4100.16,6/29/21 0:00,16:09:35,11:09:35,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,-0.328839915,-78.20153855,4099.2,6/29/21 0:00,16:10:05,11:10:05,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,-0.328815775,-78.20152145,4098.72,6/29/21 0:00,16:10:35,11:10:35,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,-0.328824157,-78.20152271,4099.2,6/29/21 0:00,16:11:05,11:11:05,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,-0.328832958,-78.20152262,4099.2,6/29/21 0:00,16:11:35,11:11:35,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,-0.328840837,-78.20151768,4097.28,6/29/21 0:00,16:12:05,11:12:05,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,-0.328840921,-78.20154986,4099.68,6/29/21 0:00,16:12:35,11:12:35,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,-0.328842597,-78.20156227,4097.28,6/29/21 0:00,16:13:05,11:13:05,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,-0.328839999,-78.20155028,4102.08,6/29/21 0:00,16:13:35,11:13:35,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,-0.328836981,-78.2015761,4103.52,6/29/21 0:00,16:14:05,11:14:05,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,-0.328820217,-78.20156487,4102.08,6/29/21 0:00,16:14:35,11:14:35,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,-0.328820553,-78.20153888,4101.6,6/29/21 0:00,16:15:05,11:15:05,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,-0.328843519,-78.20155305,4100.64,6/29/21 0:00,16:15:35,11:15:35,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,-0.328845279,-78.20154592,4093.91,6/29/21 0:00,16:16:05,11:16:05,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,-0.328844273,-78.20152195,4092.47,6/29/21 0:00,16:16:35,11:16:35,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,-0.328852907,-78.20153461,4093.91,6/29/21 0:00,16:17:05,11:17:05,,,,,,,,,,,,,,,,,,,,,,,,,
157,1,-0.328831701,-78.20152807,4095.35,6/29/21 0:00,16:17:35,11:17:35,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,-0.328785852,-78.20154676,4096.8,6/29/21 0:00,16:18:05,11:18:05,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,-0.328752995,-78.20151038,4098.24,6/29/21 0:00,16:18:35,11:18:35,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,-0.328757269,-78.2015098,4096.8,6/29/21 0:00,16:19:05,11:19:05,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,-0.328717455,-78.20148239,4098.72,6/29/21 0:00,16:19:35,11:19:35,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,-0.3286561,-78.20149764,4100.16,6/29/21 0:00,16:20:05,11:20:05,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,-0.32861419,-78.20148021,4099.68,6/29/21 0:00,16:20:35,11:20:35,,,,,,,,,,,,,,,,,,,,,,,,,
164,1,-0.328583512,-78.20145515,4101.12,6/29/21 0:00,16:21:05,11:21:05,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,-0.328558115,-78.20150611,4099.68,6/29/21 0:00,16:21:35,11:21:35,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,-0.328496257,-78.20152631,4102.08,6/29/21 0:00,16:22:05,11:22:05,,,,,,,,,,,,,,,,,,,,,,,,,
167,1,-0.328483433,-78.20153981,4100.64,6/29/21 0:00,16:22:35,11:22:35,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,-0.328485109,-78.20155431,4100.16,6/29/21 0:00,16:23:05,11:23:05,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,-0.328483935,-78.20155313,4098.72,6/29/21 0:00,16:23:35,11:23:35,,,,,,,,,,,,,,,,,,,,,,,,,
170,1,-0.328477733,-78.20154081,4098.24,6/29/21 0:00,16:24:05,11:24:05,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,-0.328475721,-78.20154416,4097.28,6/29/21 0:00,16:24:35,11:24:35,,,,,,,,,,,,,,,,,,,,,,,,,
