Device Name:,,OM-CP-VOLT101A,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,
Serial Number:,,R37297,,,,,,,
Device ID:,,MultiChannel,,,,,,,
,,,,,,,,,
,,Channel 1,,,,,,,
6/22/2021,1:16:19 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:24 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:34 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:39 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:44 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:49 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:54 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:16:59 PM,40.6,406,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:04 PM,41.1,411,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:09 PM,40.6,406,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:14 PM,40.6,406,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:19 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:24 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:34 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:39 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:44 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:49 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:54 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:17:59 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:04 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:09 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:14 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:19 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:24 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:29 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:34 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:39 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:44 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:49 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:54 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:18:59 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:04 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:09 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:14 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:19 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:24 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:34 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:39 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:44 PM,41.1,411,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:49 PM,40.6,406,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:54 PM,41.1,411,NA,NA,NA,NA,NA,NA
6/22/2021,1:19:59 PM,41.6,416,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:04 PM,41.6,416,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:09 PM,41.1,411,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:14 PM,41.1,411,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:19 PM,40.6,406,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:24 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:29 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:34 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:39 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:44 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:49 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:54 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:20:59 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:04 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:09 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:14 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:19 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:24 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:34 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:39 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:44 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:49 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:21:59 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:09 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:14 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:19 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:24 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:34 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:39 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:44 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:49 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:54 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:22:59 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:04 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:09 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:14 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:19 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:24 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:34 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:39 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:44 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:49 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:54 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:23:59 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:04 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:09 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:14 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:19 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:24 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:29 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:34 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:39 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:44 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:49 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:24:59 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:04 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:09 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:14 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:19 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:24 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:29 PM,40.1,401,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:34 PM,39.6,396,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:39 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:44 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:49 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:54 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:25:59 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:04 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:09 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:14 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:19 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:24 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:29 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:34 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:39 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:44 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:49 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:54 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:26:59 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:04 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:09 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:14 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:19 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:24 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:34 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:39 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:44 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:49 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:27:59 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:09 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:14 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:19 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:24 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:29 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:34 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:39 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:44 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:49 PM,39.1,391,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:54 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:28:59 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:09 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:14 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:19 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:24 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:29 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:34 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:39 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:44 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:49 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:29:59 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:09 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:14 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:19 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:24 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:29 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:34 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:39 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:44 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:49 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:54 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:30:59 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:04 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:09 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:14 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:19 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:24 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:29 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:34 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:39 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:44 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:49 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:31:59 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:04 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:09 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:14 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:19 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:24 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:29 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:34 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:39 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:44 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:49 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:32:59 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:09 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:14 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:19 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:24 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:29 PM,38.6,386,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:34 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:39 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:44 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:49 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:33:59 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:09 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:14 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:19 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:24 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:29 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:34 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:39 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:44 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:49 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:54 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:34:59 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:04 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:09 PM,36.6,366,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:14 PM,35.6,356,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:19 PM,35.1,351,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:24 PM,35.6,356,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:29 PM,36.1,361,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:34 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:39 PM,37.1,371,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:44 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:49 PM,37.6,376,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:54 PM,38.1,381,NA,NA,NA,NA,NA,NA
6/22/2021,1:35:59 PM,39.1,391,NA,NA,NA,NA,NA,NA
