OBJECTID,pointid,FloAccu,Ele,lat,lon
95,175942,389,4101,-0.33629739,-78.20576336
96,175943,388,4101,-0.33629739,-78.20573644
97,175944,387,4101,-0.33629738,-78.20570951
98,175945,305,4102,-0.33629737,-78.20568258
99,175946,304,4102,-0.33629736,-78.20565565
100,175947,303,4102,-0.33629735,-78.20562872
101,176018,432,4097,-0.33632458,-78.20603264
102,176019,1144,4099,-0.33632454,-78.205898
103,176020,1143,4099,-0.33632453,-78.20587107
104,176021,686,4100,-0.33632452,-78.20581721
105,176022,685,4100,-0.33632451,-78.20579028
106,176078,1141,4100,-0.33635164,-78.20584413
107,176079,1140,4100,-0.33635163,-78.20581721
108,176080,681,4101,-0.33635161,-78.20576335
109,176081,680,4101,-0.3363516,-78.20573642
110,176131,1138,4101,-0.33637873,-78.20579027
111,176132,1137,4101,-0.33637872,-78.20576334
112,176133,677,4102,-0.33637871,-78.20570948
113,176134,676,4102,-0.3363787,-78.20568256
114,176187,1132,4102,-0.33640583,-78.20576333
115,176188,505,4103,-0.33640581,-78.20568255
116,176274,1131,4102,-0.33643294,-78.20576333
117,176275,504,4103,-0.33643292,-78.20568254
118,176356,897,4103,-0.33646005,-78.20576332
119,176357,501,4104,-0.33646002,-78.2056556
120,176455,896,4104,-0.33648716,-78.20576331
121,176456,315,4105,-0.33648713,-78.2056556
122,176517,895,4105,-0.33651427,-78.2057633
123,176518,314,4106,-0.33651424,-78.20565559
124,176696,894,4106,-0.33654138,-78.20576329
125,176697,313,4107,-0.33654135,-78.20565558
126,176787,893,4107,-0.33656849,-78.20576329
127,176788,312,4108,-0.33656846,-78.20565557
128,176875,892,4108,-0.3365956,-78.20576328
129,176876,311,4109,-0.33659557,-78.20565557
130,176948,891,4110,-0.33662271,-78.20576327
131,176949,310,4110,-0.33662268,-78.20565556
132,177012,890,4111,-0.33664982,-78.20576326
133,177013,309,4111,-0.33664978,-78.20565555
134,177115,889,4112,-0.33667693,-78.20576326
135,177116,308,4112,-0.33667689,-78.20565554
136,177194,854,4114,-0.33670404,-78.20579018
137,177297,853,4115,-0.33673115,-78.20579017
138,177442,852,4117,-0.33675826,-78.20579016
139,177545,851,4118,-0.33678537,-78.20579015
140,177618,850,4120,-0.33681248,-78.20579015
141,177698,849,4121,-0.33683959,-78.20579014
142,177784,848,4123,-0.3368667,-78.20579013
143,177866,847,4124,-0.33689381,-78.20579012
144,177936,844,4126,-0.33692093,-78.20581704
145,178035,843,4127,-0.33694804,-78.20581704
146,178151,833,4129,-0.33697515,-78.20584396
147,178256,832,4130,-0.33700226,-78.20584395
148,178351,817,4132,-0.33702937,-78.20584394
149,178466,816,4133,-0.33705648,-78.20584393
150,178613,772,4135,-0.3370836,-78.20587085
151,178738,765,4137,-0.33711071,-78.20587085
152,178824,726,4139,-0.33713782,-78.20587084
153,178922,725,4141,-0.33716493,-78.20587083
154,179063,724,4143,-0.33719204,-78.20587082
155,179169,723,4145,-0.33721915,-78.20587081
156,179265,722,4146,-0.33724625,-78.20587081
157,179389,414,4148,-0.33727337,-78.20589773
158,179519,412,4150,-0.33730048,-78.20589772
159,179618,410,4152,-0.3373276,-78.20592464
160,179714,408,4154,-0.33735472,-78.20595156
161,179813,405,4155,-0.33738183,-78.20595155
162,179939,403,4157,-0.33740894,-78.20597847
163,180035,318,4158,-0.33743605,-78.20597847
164,180144,312,4159,-0.33746317,-78.20600539
165,180268,311,4160,-0.33749028,-78.20600538
166,180367,310,4161,-0.33751739,-78.20600537
167,180487,309,4161,-0.3375445,-78.20600536
168,180582,308,4162,-0.33757161,-78.20600536
169,180683,307,4162,-0.33759872,-78.20600535
170,180764,302,4163,-0.33762582,-78.20597841
171,161317,304,4006,-0.33236822,-78.21171567
172,161463,306,4006,-0.33239532,-78.21168874
173,161585,308,4006,-0.33242242,-78.2116618
174,161586,326,4004,-0.33242234,-78.21136559
175,161736,315,4006,-0.33244953,-78.21166179
176,161737,327,4004,-0.33244944,-78.21133865
177,161883,319,4005,-0.33247663,-78.21163486
178,161884,332,4002,-0.33247654,-78.21131171
179,162012,320,4005,-0.33250374,-78.21163485
180,162013,333,4002,-0.33250365,-78.21131171
181,162160,410,4005,-0.33253085,-78.21160791
182,162161,345,4002,-0.33253077,-78.21133863
183,162263,411,4005,-0.33255795,-78.21158098
184,162264,346,4002,-0.33255787,-78.21131169
185,162389,417,4003,-0.33258505,-78.21155404
186,162390,350,4000,-0.33258497,-78.21128475
187,162492,421,4003,-0.33261216,-78.21155403
188,162583,422,4003,-0.33263926,-78.2115271
189,162683,425,4001,-0.33266636,-78.21150016
190,162797,427,4000,-0.33269346,-78.21147322
191,162888,434,3999,-0.33272057,-78.21147322
192,162997,449,3998,-0.33274768,-78.21144628
193,162998,452,3998,-0.33274767,-78.21141935
194,163126,453,3998,-0.33277477,-78.21139242
195,163236,458,3996,-0.33280187,-78.21136548
196,163332,459,3996,-0.33282898,-78.21136547
197,163418,460,3996,-0.33285608,-78.21133854
198,163525,463,3994,-0.33288319,-78.2113116
199,163526,545,3994,-0.33288318,-78.21128467
200,163610,1010,3994,-0.33291029,-78.21128466
201,164849,342,3972,-0.33326283,-78.21168849
202,165233,336,3977,-0.33329004,-78.21206548
203,165234,372,3976,-0.33329004,-78.21203856
204,165235,377,3975,-0.33329003,-78.21201163
205,165236,382,3975,-0.33329002,-78.2119847
206,165237,386,3974,-0.33329001,-78.21195777
207,165238,392,3972,-0.33329001,-78.21193084
208,165239,395,3970,-0.33329,-78.21190391
209,165240,398,3971,-0.33328999,-78.21187698
210,165241,399,3969,-0.33328998,-78.21185006
211,165242,400,3969,-0.33328997,-78.21182313
212,165243,401,3968,-0.33328997,-78.2117962
213,165244,402,3968,-0.33328996,-78.21176927
214,165245,403,3969,-0.33328995,-78.21174234
215,165246,404,3968,-0.33328994,-78.21171541
216,165247,405,3967,-0.33328994,-78.21168848
217,165248,749,3967,-0.33328993,-78.21166156
218,165446,767,3972,-0.33331703,-78.21163462
219,165447,769,3972,-0.33331702,-78.21160769
220,165448,771,3971,-0.33331702,-78.21158076
221,165449,773,3971,-0.33331701,-78.21155383
222,165450,775,3971,-0.333317,-78.21152691
223,165451,777,3971,-0.33331699,-78.21149998
224,165452,779,3970,-0.33331698,-78.21147305
225,165453,781,3970,-0.33331698,-78.21144612
226,165454,901,3970,-0.33331697,-78.21141919
227,165455,903,3970,-0.33331696,-78.21139226
228,165456,905,3969,-0.33331695,-78.21136533
229,165457,907,3969,-0.33331695,-78.21133841
230,165458,909,3970,-0.33331694,-78.21131148
231,165459,1143,3970,-0.33331693,-78.21128455
232,167235,180634,3963,-0.33385913,-78.21131132
233,167236,180601,3963,-0.33385912,-78.2112844
234,167316,180665,3963,-0.33388625,-78.21133825
235,167402,180761,3963,-0.33391339,-78.21144595
236,167403,180727,3963,-0.33391338,-78.21141902
237,167404,180670,3963,-0.33391337,-78.21139209
238,167405,180669,3963,-0.33391336,-78.21136517
239,167482,304,3952,-0.33394102,-78.21327709
240,167483,180842,3962,-0.3339405,-78.21147287
241,167557,305,3952,-0.33396813,-78.21327708
242,167558,180889,3962,-0.33396765,-78.21158058
243,167559,180875,3962,-0.33396764,-78.21155365
244,167560,180852,3962,-0.33396763,-78.21152672
245,167561,180851,3962,-0.33396762,-78.21149979
246,167646,326,3952,-0.33399524,-78.21327707
247,167647,180977,3961,-0.33399478,-78.21166136
248,167648,180897,3961,-0.33399477,-78.21163443
249,167649,180896,3961,-0.33399476,-78.2116075
250,167753,333,3952,-0.33402235,-78.21327706
251,167754,181098,3960,-0.33402193,-78.21179599
252,167755,181027,3960,-0.33402192,-78.21176906
253,167756,181019,3960,-0.33402191,-78.21174214
254,167757,181018,3960,-0.3340219,-78.21171521
255,167758,181017,3960,-0.3340219,-78.21168828
256,167870,341,3951,-0.33404945,-78.21325013
257,167871,181332,3958,-0.33404908,-78.21195756
258,167872,181217,3958,-0.33404907,-78.21193063
259,167873,181124,3959,-0.33404907,-78.2119037
260,167874,181123,3959,-0.33404906,-78.21187677
261,167875,181122,3959,-0.33404905,-78.21184984
262,167876,181121,3959,-0.33404904,-78.21182291
263,167979,342,3951,-0.33407655,-78.21322319
264,167980,181411,3957,-0.33407621,-78.21201141
265,167981,181410,3957,-0.3340762,-78.21198448
266,168070,343,3951,-0.33410365,-78.21319626
267,168071,181473,3956,-0.33410333,-78.21206526
268,168072,181472,3956,-0.33410332,-78.21203833
269,168173,344,3951,-0.33413076,-78.21316932
270,168174,320,3950,-0.3341306,-78.21263075
271,168175,181475,3955,-0.33413045,-78.21209218
272,168269,351,3951,-0.33415786,-78.21314238
273,168270,324,3950,-0.33415772,-78.21265767
274,168271,181564,3954,-0.33415757,-78.21214603
275,168272,181492,3954,-0.33415757,-78.2121191
276,168368,353,3950,-0.33418496,-78.21311545
277,168369,328,3949,-0.33418484,-78.21268459
278,168370,181569,3953,-0.33418469,-78.21217295
279,168460,354,3950,-0.33421207,-78.21311544
280,168461,355,3949,-0.33421195,-78.21271151
281,168462,181588,3952,-0.33421181,-78.21219987
282,168554,515,3950,-0.33423918,-78.21311543
283,168555,385,3948,-0.33423907,-78.21273843
284,168556,181673,3951,-0.33423893,-78.21222679
285,168662,520,3949,-0.33426628,-78.2130885
286,168663,386,3948,-0.33426618,-78.21273842
287,168664,181675,3951,-0.33426604,-78.21222678
288,168769,523,3949,-0.33429338,-78.21306156
289,168770,387,3948,-0.33429329,-78.21273842
290,168771,181702,3950,-0.33429316,-78.21228063
291,168772,181701,3950,-0.33429315,-78.2122537
292,168870,526,3948,-0.33432049,-78.21303462
293,168871,388,3947,-0.3343204,-78.21273841
294,168872,181733,3949,-0.33432029,-78.21233448
295,168873,181723,3949,-0.33432028,-78.21230755
296,168966,529,3948,-0.33434759,-78.21300769
297,168967,389,3947,-0.33434751,-78.2127384
298,168968,181739,3948,-0.3343474,-78.2123614
299,169070,531,3947,-0.33437469,-78.21298075
300,169071,390,3946,-0.33437462,-78.21273839
301,169072,181811,3948,-0.33437451,-78.21236139
302,169170,532,3947,-0.3344018,-78.21298074
303,169171,307,3946,-0.33440175,-78.21281917
304,169172,391,3946,-0.33440173,-78.21273839
305,169173,181848,3947,-0.33440163,-78.21238831
306,169267,534,3946,-0.3344289,-78.21295381
307,169268,363,3945,-0.33442885,-78.21279224
308,169269,392,3945,-0.33442884,-78.21273838
309,169270,181854,3947,-0.33442875,-78.21241524
310,169362,535,3946,-0.33445601,-78.2129538
311,169363,364,3945,-0.33445596,-78.21279223
312,169364,393,3945,-0.33445595,-78.21273837
313,169365,181875,3946,-0.33445586,-78.21244216
314,169468,537,3945,-0.33448311,-78.21292686
315,169469,365,3945,-0.33448307,-78.21279222
316,169470,394,3945,-0.33448306,-78.21273836
317,169471,181881,3946,-0.33448298,-78.21246908
318,169551,538,3945,-0.33451022,-78.21292686
319,169552,366,3944,-0.33451018,-78.21279221
320,169553,395,3944,-0.33451017,-78.21273836
321,169554,181957,3945,-0.33451011,-78.21254986
322,169555,181889,3945,-0.33451011,-78.21252293
323,169556,181888,3945,-0.3345101,-78.212496
324,169644,541,3944,-0.33453733,-78.21292685
325,169645,367,3944,-0.33453729,-78.2127922
326,169646,396,3944,-0.33453728,-78.21273835
327,169647,181970,3944,-0.33453723,-78.21257678
328,169765,542,3944,-0.33456444,-78.21292684
329,169766,368,3943,-0.3345644,-78.2127922
330,169767,397,3943,-0.33456439,-78.21273834
331,169768,181973,3944,-0.33456436,-78.21263063
332,169769,181971,3944,-0.33456435,-78.2126037
333,169770,30472,3956,-0.33456399,-78.21133805
334,169771,2547,3957,-0.33456398,-78.21131113
335,169772,2546,3957,-0.33456397,-78.2112842
336,169956,546,3943,-0.33459154,-78.2128999
337,169957,369,3943,-0.33459151,-78.21279219
338,169958,398,3943,-0.3345915,-78.21273833
339,169959,182105,3943,-0.33459148,-78.21268448
340,169960,181975,3943,-0.33459147,-78.21265755
341,169961,30485,3956,-0.33459113,-78.21144576
342,169962,30482,3956,-0.33459112,-78.21141883
343,169963,30475,3956,-0.33459111,-78.2113919
344,169964,30474,3956,-0.3345911,-78.21136498
345,169965,27882,3957,-0.33459109,-78.21131112
346,169966,27880,3957,-0.33459108,-78.21128419
347,170096,547,3943,-0.33461865,-78.2128999
348,170097,370,3942,-0.33461862,-78.21279218
349,170098,399,3942,-0.33461861,-78.21273832
350,170099,182228,3942,-0.3346186,-78.2127114
351,170100,30493,3955,-0.33461825,-78.21149961
352,170101,30492,3955,-0.33461824,-78.21147268
353,170240,301,3945,-0.33464585,-78.21322303
354,170241,548,3942,-0.33464576,-78.21289989
355,170242,371,3942,-0.33464573,-78.21279217
356,170243,400,3942,-0.33464572,-78.21273832
357,170244,182229,3942,-0.33464571,-78.21271139
358,170245,30915,3955,-0.33464538,-78.21155346
359,170246,30831,3955,-0.33464537,-78.21152653
360,170247,336,3955,-0.33464536,-78.2114996
361,170248,335,3955,-0.33464535,-78.21147267
362,170249,334,3956,-0.33464535,-78.21144575
363,170250,333,3956,-0.33464534,-78.21141882
364,170251,332,3956,-0.33464533,-78.21139189
365,170252,331,3956,-0.33464532,-78.21136496
366,170384,302,3945,-0.33467296,-78.21322302
367,170385,551,3941,-0.33467286,-78.21287295
368,170386,372,3941,-0.33467284,-78.21279217
369,170387,182632,3941,-0.33467283,-78.21273831
370,170388,31434,3951,-0.33467258,-78.21187659
371,170389,31433,3951,-0.33467257,-78.21184967
372,170390,31424,3952,-0.33467256,-78.21182274
373,170391,31423,3952,-0.33467256,-78.21179581
374,170392,31422,3952,-0.33467255,-78.21176888
375,170393,31362,3953,-0.33467254,-78.21174195
376,170394,31361,3953,-0.33467253,-78.21171502
377,170395,31360,3953,-0.33467252,-78.21168809
378,170396,31133,3954,-0.33467252,-78.21166117
379,170397,31132,3954,-0.33467251,-78.21163424
380,170398,31131,3954,-0.3346725,-78.21160731
381,170399,31130,3954,-0.33467249,-78.21158038
382,170400,326,3957,-0.33467242,-78.21133802
383,170401,313,3957,-0.33467242,-78.2113111
384,170402,312,3957,-0.33467241,-78.21128417
385,170505,307,3944,-0.33470007,-78.21322302
386,170506,552,3941,-0.33469997,-78.21287294
387,170507,373,3941,-0.33469995,-78.21279216
388,170508,182633,3941,-0.33469994,-78.2127383
389,170509,32113,3947,-0.33469977,-78.2121728
390,170510,32112,3947,-0.33469977,-78.21214587
391,170511,32102,3948,-0.33469976,-78.21211894
392,170512,32101,3948,-0.33469975,-78.21209202
393,170513,32100,3948,-0.33469974,-78.21206509
394,170514,31986,3949,-0.33469973,-78.21203816
395,170515,31985,3949,-0.33469973,-78.21201123
396,170516,31984,3949,-0.33469972,-78.2119843
397,170517,31876,3950,-0.33469971,-78.21195737
398,170518,31875,3950,-0.3346997,-78.21193044
399,170519,31874,3950,-0.3346997,-78.21190352
400,170520,412,3951,-0.33469969,-78.21187659
401,170521,411,3951,-0.33469968,-78.21184966
402,170522,410,3952,-0.33469967,-78.21182273
403,170523,409,3952,-0.33469967,-78.2117958
404,170524,408,3952,-0.33469966,-78.21176887
405,170525,396,3953,-0.33469965,-78.21174194
406,170526,395,3953,-0.33469964,-78.21171502
407,170527,394,3953,-0.33469963,-78.21168809
408,170639,307,3944,-0.33472757,-78.21456944
409,170640,310,3943,-0.33472718,-78.21319608
410,170641,553,3940,-0.33472708,-78.21287294
411,170642,374,3940,-0.33472706,-78.21279215
412,170643,182634,3940,-0.33472704,-78.21273829
413,170644,32365,3944,-0.33472694,-78.21236129
414,170645,32364,3944,-0.33472693,-78.21233437
415,170646,32317,3945,-0.33472692,-78.21230744
416,170647,32316,3945,-0.33472691,-78.21228051
417,170648,32270,3946,-0.33472691,-78.21225358
418,170649,32269,3946,-0.3347269,-78.21222665
419,170650,32268,3946,-0.33472689,-78.21219972
420,170746,308,3944,-0.33475468,-78.21456943
421,170747,312,3942,-0.33475429,-78.21319607
422,170748,554,3939,-0.33475419,-78.21287293
423,170749,375,3939,-0.33475417,-78.21279214
424,170750,182635,3939,-0.33475415,-78.21273829
425,170751,32404,3943,-0.33475406,-78.21241514
426,170752,32403,3943,-0.33475405,-78.21238821
427,170847,309,3943,-0.33478179,-78.21456942
428,170848,314,3941,-0.3347814,-78.21319606
429,170849,730,3938,-0.33478129,-78.21284599
430,170850,376,3938,-0.33478128,-78.21279214
431,170851,182640,3938,-0.33478126,-78.21273828
432,170852,32433,3941,-0.3347812,-78.21252285
433,170853,32432,3941,-0.33478119,-78.21249592
434,170854,32415,3942,-0.33478119,-78.21246899
435,170855,32414,3942,-0.33478118,-78.21244206
436,170955,329,3942,-0.3348089,-78.21456942
437,170956,315,3940,-0.3348085,-78.21319606
438,170957,731,3938,-0.3348084,-78.21284599
439,170958,377,3938,-0.33480839,-78.21279213
440,170959,182675,3938,-0.33480838,-78.2127652
441,170960,32470,3939,-0.33480834,-78.21263056
442,170961,32469,3939,-0.33480834,-78.21260363
443,170962,32450,3940,-0.33480833,-78.2125767
444,170963,32449,3940,-0.33480832,-78.21254977
445,171049,382,3941,-0.33483601,-78.21456941
446,171050,317,3938,-0.33483561,-78.21316912
447,171051,732,3938,-0.33483551,-78.21284598
448,171052,378,3938,-0.3348355,-78.21279212
449,171053,215405,3938,-0.33483549,-78.21276519
450,171054,32727,3938,-0.33483548,-78.21273826
451,171055,32663,3938,-0.33483548,-78.21271133
452,171056,32662,3938,-0.33483547,-78.21268441
453,171057,32661,3938,-0.33483546,-78.21265748
454,171157,389,3940,-0.33486313,-78.21459633
455,171158,319,3937,-0.33486272,-78.21316911
456,171159,750,3937,-0.33486262,-78.21284597
457,171160,216460,3937,-0.33486261,-78.21279211
458,171161,674,3938,-0.3348626,-78.21276518
459,171162,673,3938,-0.33486259,-78.21273826
460,171163,672,3938,-0.33486259,-78.21271133
461,171164,671,3938,-0.33486258,-78.2126844
462,171165,670,3938,-0.33486257,-78.21265747
463,171166,332,3939,-0.33486256,-78.21263054
464,171167,331,3939,-0.33486255,-78.21260361
465,171168,330,3940,-0.33486255,-78.21257668
466,171169,329,3940,-0.33486254,-78.21254976
467,171170,328,3941,-0.33486253,-78.21252283
468,171171,327,3941,-0.33486252,-78.2124959
469,171172,326,3942,-0.33486252,-78.21246897
470,171173,325,3942,-0.33486251,-78.21244204
471,171174,322,3943,-0.3348625,-78.21241511
472,171175,321,3943,-0.33486249,-78.21238818
473,171262,390,3940,-0.33489023,-78.21459632
474,171263,320,3937,-0.33488983,-78.21316911
475,171264,752,3937,-0.33488974,-78.21287289
476,171265,216760,3937,-0.33488973,-78.21281903
477,171266,336,3939,-0.33488967,-78.21263053
478,171267,335,3939,-0.33488966,-78.21260361
479,171268,318,3944,-0.33488959,-78.21236125
480,171269,317,3945,-0.33488959,-78.21233432
481,171270,316,3945,-0.33488958,-78.21230739
482,171271,315,3946,-0.33488957,-78.21228046
483,171272,314,3946,-0.33488956,-78.21225353
484,171273,313,3947,-0.33488956,-78.21222661
485,171274,312,3947,-0.33488955,-78.21219968
486,171275,309,3948,-0.33488954,-78.21217275
487,171276,308,3948,-0.33488953,-78.21214582
488,171277,305,3949,-0.33488953,-78.21211889
489,171278,304,3949,-0.33488952,-78.21209196
490,171363,391,3939,-0.33491734,-78.21459631
491,171364,321,3936,-0.33491694,-78.2131691
492,171365,305,3936,-0.3349169,-78.21303445
493,171366,300,3936,-0.33491689,-78.21300753
494,171367,217524,3937,-0.33491687,-78.21292674
495,171368,217518,3937,-0.33491686,-78.21289981
496,171369,216764,3937,-0.33491685,-78.21287288
497,171370,216763,3937,-0.33491684,-78.21284595
498,171452,449,3938,-0.33494445,-78.21459631
499,171453,301,3935,-0.33494406,-78.21322295
500,171454,322,3936,-0.33494405,-78.21316909
501,171455,218072,3936,-0.33494404,-78.21314216
502,171456,217984,3936,-0.33494403,-78.21311523
503,171457,217968,3936,-0.33494402,-78.2130883
504,171458,217967,3936,-0.33494401,-78.21306138
505,171459,217660,3936,-0.33494401,-78.21303445
506,171460,217659,3936,-0.334944,-78.21300752
507,171461,217658,3936,-0.33494399,-78.21298059
508,171462,217657,3936,-0.33494398,-78.21295366
509,171552,450,3938,-0.33497156,-78.2145963
510,171553,357,3935,-0.33497119,-78.2132768
511,171554,304,3935,-0.33497118,-78.21324987
512,171555,218404,3935,-0.33497115,-78.21316908
513,171653,451,3938,-0.33499867,-78.21459629
514,171654,361,3935,-0.3349983,-78.21330372
515,171655,218415,3935,-0.33499827,-78.213196
516,171765,452,3937,-0.33502578,-78.21459628
517,171766,219009,3935,-0.33502544,-78.21341142
518,171767,218993,3935,-0.33502544,-78.2133845
519,171768,218877,3935,-0.33502543,-78.21335757
520,171769,218876,3935,-0.33502542,-78.21333064
521,171770,218513,3935,-0.33502541,-78.21330371
522,171771,218512,3935,-0.3350254,-78.21327678
523,171772,218511,3935,-0.3350254,-78.21324985
524,171773,218510,3935,-0.33502539,-78.21322292
525,171870,456,3937,-0.33505288,-78.21456935
526,171871,219181,3934,-0.33505256,-78.21343835
527,171958,470,3936,-0.33507999,-78.21454241
528,171959,219193,3934,-0.33507968,-78.21346527
529,172035,471,3936,-0.3351071,-78.2145424
530,172036,219195,3934,-0.3351068,-78.21349219
531,172140,474,3936,-0.33513421,-78.2145424
532,172141,219207,3934,-0.33513392,-78.21354604
533,172142,219203,3934,-0.33513391,-78.21351911
534,172227,481,3935,-0.33516131,-78.21451546
535,172228,219276,3933,-0.33516105,-78.21359989
536,172229,219275,3933,-0.33516104,-78.21357296
537,172317,482,3935,-0.33518842,-78.21451545
538,172318,219278,3933,-0.33518816,-78.21362681
539,172397,483,3935,-0.33521553,-78.21451544
540,172398,219280,3933,-0.33521528,-78.21365373
541,172500,484,3934,-0.33524264,-78.21451544
542,172501,219600,3933,-0.33524241,-78.21370758
543,172502,219390,3933,-0.3352424,-78.21368065
544,172587,485,3934,-0.33526975,-78.21451543
545,172588,219620,3932,-0.33526952,-78.2137345
546,172698,486,3933,-0.33529686,-78.21451542
547,172699,219833,3932,-0.33529666,-78.21384221
548,172700,219830,3932,-0.33529666,-78.21381528
549,172701,219756,3932,-0.33529665,-78.21378835
550,172702,219755,3932,-0.33529664,-78.21376142
551,172807,487,3933,-0.33532397,-78.21451541
552,172808,220183,3931,-0.33532378,-78.21386913
553,172809,348,3932,-0.33532377,-78.2138422
554,172810,347,3932,-0.33532377,-78.21381527
555,172811,346,3932,-0.33532376,-78.21378834
556,172812,345,3932,-0.33532375,-78.21376141
557,172813,344,3932,-0.33532374,-78.21373448
558,172949,488,3932,-0.33535108,-78.21451541
559,172950,318,3931,-0.33535092,-78.21397683
560,172951,220794,3931,-0.3353509,-78.21389605
561,172952,609,3931,-0.33535089,-78.21386912
562,172953,330,3933,-0.33535084,-78.21370755
563,172954,327,3933,-0.33535084,-78.21368062
564,173080,489,3932,-0.33537819,-78.2145154
565,173081,362,3930,-0.33537804,-78.21400375
566,173082,220800,3931,-0.33537802,-78.2139499
567,173083,220797,3931,-0.33537802,-78.21392297
568,173084,603,3932,-0.33537799,-78.21384218
569,173085,601,3932,-0.33537798,-78.21381525
570,173086,487,3932,-0.33537798,-78.21378833
571,173087,486,3932,-0.33537797,-78.2137614
572,173180,490,3931,-0.33540529,-78.21451539
