OBJECTID,pointid,FloAccu,lat,lon,ele
1326,119521,5606,-0.3212489,-78.19580409,4240
1327,119522,5603,-0.32124889,-78.19577716,4240
1328,119523,5595,-0.32124889,-78.19575023,4240
1329,119524,5552,-0.32124888,-78.1957233,4240
1330,119525,5551,-0.32124887,-78.19569637,4240
1331,119526,5550,-0.32124886,-78.19566945,4240
1332,119527,5549,-0.32124886,-78.19564252,4240
1333,119528,5548,-0.32124885,-78.19561559,4240
1334,119529,5547,-0.32124884,-78.19558866,4240
1335,119530,5546,-0.32124883,-78.19556173,4240
1336,119531,5545,-0.32124883,-78.19553481,4240
1337,119532,4962,-0.32124869,-78.19502317,4250
1338,119533,4900,-0.32124868,-78.19499624,4251
1339,119534,4899,-0.32124867,-78.19496931,4252
1340,119535,4898,-0.32124866,-78.19494239,4252
1341,119536,1663,-0.32124847,-78.19424225,4263
1342,119537,465,-0.32124845,-78.1941884,4264
1343,119538,463,-0.32124845,-78.19416147,4264
1344,119647,305,-0.32127742,-78.20092044,4242
1345,119648,475,-0.32127716,-78.19997795,4240
1346,119649,576,-0.32127708,-78.19968174,4237
1347,119650,338,-0.32127699,-78.19933167,4231
1348,119651,719,-0.32127691,-78.19906239,4230
1349,119652,2817,-0.3212769,-78.19900854,4230
1350,119653,1060,-0.32127648,-78.19750056,4233
1351,119654,4590,-0.32127643,-78.19731206,4230
1352,119655,6292,-0.3212762,-78.19650421,4230
1353,119656,6205,-0.3212762,-78.19647728,4230
1354,119657,6204,-0.32127619,-78.19645036,4231
1355,119658,6203,-0.32127618,-78.19642343,4231
1356,119659,6202,-0.32127617,-78.1963965,4232
1357,119660,6201,-0.32127617,-78.19636957,4233
1358,119661,6200,-0.32127616,-78.19634264,4234
1359,119662,6199,-0.32127615,-78.19631571,4234
1360,119663,6035,-0.32127609,-78.19607336,4238
1361,119664,5307,-0.32127593,-78.19550787,4240
1362,119665,5253,-0.32127592,-78.19548094,4240
1363,119666,5252,-0.32127591,-78.19545401,4240
1364,119667,5099,-0.32127591,-78.19542709,4241
1365,119668,5098,-0.3212759,-78.19540016,4241
1366,119669,5097,-0.32127589,-78.19537323,4241
1367,119670,5096,-0.32127588,-78.1953463,4242
1368,119671,5095,-0.32127588,-78.19531937,4242
1369,119672,5094,-0.32127587,-78.19529244,4242
1370,119673,5044,-0.32127586,-78.19526552,4243
1371,119674,5043,-0.32127585,-78.19523859,4244
1372,119675,5042,-0.32127585,-78.19521166,4244
1373,119676,5017,-0.32127584,-78.19518473,4245
1374,119677,5014,-0.32127583,-78.1951578,4246
1375,119678,5012,-0.32127582,-78.19513088,4247
1376,119679,4988,-0.32127582,-78.19510395,4248
1377,119680,4987,-0.32127581,-78.19507702,4249
1378,119681,4986,-0.3212758,-78.19505009,4249
1379,119682,1665,-0.32127559,-78.19426918,4263
1380,119683,467,-0.32127557,-78.19421532,4263
1381,119759,306,-0.32130453,-78.20092043,4242
1382,119760,476,-0.32130427,-78.19997794,4240
1383,119761,648,-0.32130418,-78.19965481,4235
1384,119762,339,-0.3213041,-78.19933167,4230
1385,119763,722,-0.32130403,-78.19908931,4230
1386,119764,2819,-0.32130401,-78.19903546,4230
1387,119765,1062,-0.32130359,-78.19750055,4232
1388,119766,4593,-0.32130353,-78.19728512,4229
1389,119767,6294,-0.32130332,-78.19653113,4229
1390,119768,6159,-0.32130325,-78.19628878,4235
1391,119769,6038,-0.32130321,-78.19612721,4237
1392,119770,6037,-0.3213032,-78.19610028,4237
1393,119771,1667,-0.3213027,-78.19426917,4263
1394,119772,468,-0.32130268,-78.19421531,4263
1395,119852,307,-0.32133164,-78.20092043,4242
1396,119853,477,-0.32133138,-78.19997794,4239
1397,119854,649,-0.32133129,-78.19962787,4234
1398,119855,340,-0.3213312,-78.19933166,4230
1399,119856,725,-0.32133114,-78.19911623,4230
1400,119857,2821,-0.32133113,-78.19906238,4230
1401,119858,1064,-0.3213307,-78.19750054,4231
1402,119859,4594,-0.32133063,-78.19725819,4229
1403,119860,6311,-0.32133043,-78.19653113,4229
1404,119861,6046,-0.32133036,-78.19626184,4235
1405,119862,6043,-0.32133035,-78.19623492,4236
1406,119863,6042,-0.32133034,-78.19620799,4236
1407,119864,6041,-0.32133033,-78.19618106,4236
1408,119865,6040,-0.32133033,-78.19615413,4236
1409,119866,1856,-0.32132981,-78.19429609,4262
1410,119867,714,-0.32132979,-78.1942153,4263
1411,119932,308,-0.32135875,-78.20092042,4242
1412,119933,478,-0.32135849,-78.19997793,4238
1413,119934,651,-0.3213584,-78.19962786,4233
1414,119935,341,-0.32135831,-78.19933165,4230
1415,119936,728,-0.32135826,-78.19914315,4230
1416,119937,2823,-0.32135825,-78.1990893,4230
1417,119938,1066,-0.32135781,-78.19750053,4230
1418,119939,4595,-0.32135773,-78.19723125,4229
1419,119940,6315,-0.32135755,-78.19655805,4228
1420,119941,316,-0.32135744,-78.19615412,4236
1421,119942,315,-0.32135743,-78.1961272,4236
1422,119943,1857,-0.32135692,-78.19429608,4262
1423,119944,729,-0.32135691,-78.19424223,4262
1424,120002,309,-0.32138586,-78.20092041,4242
1425,120003,480,-0.32138559,-78.19995099,4236
1426,120004,652,-0.3213855,-78.19960093,4232
1427,120005,477,-0.32138542,-78.19933164,4230
1428,120006,731,-0.32138538,-78.19917008,4230
1429,120007,2825,-0.32138536,-78.19911622,4230
1430,120008,1069,-0.32138491,-78.1974736,4229
1431,120009,1078,-0.3213849,-78.19744667,4229
1432,120010,1080,-0.32138489,-78.19741974,4229
1433,120011,1081,-0.32138489,-78.19739281,4229
1434,120012,4596,-0.32138484,-78.19720432,4229
1435,120013,6318,-0.32138466,-78.19658497,4227
1436,120014,364,-0.32138455,-78.19618104,4236
1437,120015,2590,-0.32138403,-78.19429607,4262
1438,120016,730,-0.32138402,-78.19426915,4262
1439,120070,310,-0.32141297,-78.2009204,4242
1440,120071,482,-0.3214127,-78.19995099,4235
1441,120072,654,-0.32141261,-78.19960092,4231
1442,120073,662,-0.3214126,-78.19957399,4231
1443,120074,487,-0.32141254,-78.19935857,4230
1444,120075,734,-0.3214125,-78.199197,4230
1445,120076,2827,-0.32141248,-78.19914314,4230
1446,120077,1086,-0.32141199,-78.19736588,4229
1447,120078,4597,-0.32141194,-78.19717738,4229
1448,120079,6319,-0.32141177,-78.19658496,4227
1449,120080,368,-0.32141167,-78.19620797,4236
1450,120081,2598,-0.32141115,-78.19432299,4261
1451,120155,304,-0.32144015,-78.20116275,4242
1452,120156,311,-0.32144008,-78.2009204,4242
1453,120157,484,-0.32143981,-78.19995098,4234
1454,120158,666,-0.3214397,-78.19954706,4230
1455,120159,559,-0.32143966,-78.19938549,4230
1456,120160,737,-0.32143961,-78.19922392,4230
1457,120161,2829,-0.3214396,-78.19917006,4230
1458,120162,1095,-0.32143909,-78.19733894,4229
1459,120163,4598,-0.32143904,-78.19715044,4229
1460,120164,6328,-0.32143888,-78.19658495,4226
1461,120165,371,-0.32143879,-78.19623489,4236
1462,120166,2599,-0.32143826,-78.19432299,4261
1463,120222,349,-0.32146725,-78.20113582,4242
1464,120223,312,-0.32146719,-78.20092039,4242
1465,120224,492,-0.32146691,-78.19992404,4233
1466,120225,667,-0.32146681,-78.19954705,4230
1467,120226,687,-0.32146677,-78.19941241,4230
1468,120227,740,-0.32146673,-78.19925084,4230
1469,120228,2831,-0.32146671,-78.19919698,4230
1470,120229,1166,-0.32146619,-78.19731201,4229
1471,120230,1167,-0.32146619,-78.19728508,4229
1472,120231,1168,-0.32146618,-78.19725815,4229
1473,120232,1187,-0.32146617,-78.19723122,4229
1474,120233,1190,-0.32146616,-78.19720429,4229
1475,120234,1236,-0.32146616,-78.19717736,4229
1476,120235,4599,-0.32146614,-78.19712351,4229
1477,120236,6331,-0.321466,-78.19661187,4225
1478,120237,372,-0.3214659,-78.19626181,4236
1479,120238,2856,-0.32146537,-78.19432298,4261
1480,120311,395,-0.32149435,-78.20110888,4242
1481,120312,313,-0.3214943,-78.20092038,4242
1482,120313,493,-0.32149402,-78.19992404,4233
1483,120314,668,-0.32149392,-78.19954704,4230
1484,120315,688,-0.32149388,-78.1994124,4230
1485,120316,743,-0.32149385,-78.19927776,4230
1486,120317,2833,-0.32149383,-78.1992239,4230
1487,120318,1237,-0.32149326,-78.19715043,4229
1488,120319,5844,-0.32149325,-78.1971235,4229
1489,120320,6332,-0.32149311,-78.19661187,4225
1490,120321,377,-0.32149302,-78.19628873,4234
1491,120322,2872,-0.32149248,-78.1943499,4260
1492,120378,432,-0.32152145,-78.20108194,4242
1493,120379,546,-0.32152141,-78.20092038,4242
1494,120380,568,-0.32152113,-78.1998971,4232
1495,120381,669,-0.32152103,-78.19954703,4230
1496,120382,689,-0.32152099,-78.19941239,4230
1497,120383,746,-0.32152096,-78.19930468,4230
1498,120384,2835,-0.32152095,-78.19925082,4230
1499,120385,308,-0.32152093,-78.19919697,4230
1500,120386,5849,-0.32152035,-78.19709657,4228
1501,120387,6333,-0.32152022,-78.19661186,4225
1502,120388,384,-0.32152016,-78.19639643,4230
1503,120389,382,-0.32152015,-78.1963695,4231
1504,120390,380,-0.32152014,-78.19634258,4232
1505,120391,378,-0.32152014,-78.19631565,4233
1506,120392,3087,-0.32151959,-78.19434989,4260
1507,120455,462,-0.32154855,-78.20105501,4242
1508,120456,464,-0.32154855,-78.20102808,4242
1509,120457,596,-0.32154851,-78.20089344,4242
1510,120458,569,-0.32154823,-78.19987017,4232
1511,120459,670,-0.32154814,-78.19954703,4230
1512,120460,690,-0.3215481,-78.19941238,4230
1513,120461,747,-0.32154807,-78.19930467,4230
1514,120462,2837,-0.32154806,-78.19927774,4230
1515,120463,319,-0.32154805,-78.19922389,4230
1516,120464,480,-0.32154768,-78.1979044,4229
1517,120465,5852,-0.32154745,-78.19706963,4227
1518,120466,6334,-0.32154733,-78.19661185,4225
1519,120467,389,-0.32154729,-78.19647721,4227
1520,120468,387,-0.32154728,-78.19645028,4228
1521,120469,385,-0.32154727,-78.19642335,4229
1522,120470,3118,-0.32154672,-78.19440374,4259
1523,120471,3111,-0.32154671,-78.19437681,4259
1524,120539,494,-0.32157565,-78.20100115,4242
1525,120540,623,-0.32157561,-78.2008665,4242
1526,120541,571,-0.32157534,-78.19987016,4232
1527,120542,671,-0.32157525,-78.19954702,4230
1528,120543,691,-0.32157521,-78.19941238,4230
1529,120544,3586,-0.32157518,-78.19930466,4230
1530,120545,337,-0.32157517,-78.19925081,4230
1531,120546,518,-0.32157481,-78.19795825,4228
1532,120547,514,-0.3215748,-78.19793132,4228
1533,120548,5855,-0.32157456,-78.19704269,4226
1534,120549,5856,-0.32157455,-78.19701577,4226
1535,120550,5878,-0.32157454,-78.19698884,4225
1536,120551,6335,-0.32157444,-78.19661184,4225
1537,120552,393,-0.32157441,-78.19653106,4225
1538,120553,391,-0.32157441,-78.19650413,4226
1539,120554,3133,-0.32157383,-78.19443066,4258
1540,120644,699,-0.32160275,-78.20097421,4242
1541,120645,660,-0.32160271,-78.20083957,4242
1542,120646,573,-0.32160244,-78.19984322,4231
1543,120647,672,-0.32160236,-78.19954701,4230
1544,120648,692,-0.32160232,-78.19941237,4230
1545,120649,3591,-0.3216023,-78.19933159,4230
1546,120650,356,-0.32160228,-78.19927773,4230
1547,120651,557,-0.32160193,-78.1980121,4228
1548,120652,520,-0.32160193,-78.19798517,4228
1549,120653,5899,-0.32160165,-78.19698883,4225
1550,120654,6336,-0.32160155,-78.19661184,4225
1551,120655,395,-0.32160152,-78.19653105,4225
1552,120656,3148,-0.32160095,-78.19445758,4257
1553,120722,726,-0.32162985,-78.20094727,4242
1554,120723,732,-0.32162982,-78.20081263,4242
1555,120724,574,-0.32162954,-78.19981629,4231
1556,120725,673,-0.32162947,-78.199547,4230
1557,120726,693,-0.32162943,-78.19941236,4230
1558,120727,3680,-0.32162941,-78.19935851,4230
1559,120728,361,-0.3216294,-78.19930465,4230
1560,120729,589,-0.32162905,-78.19803902,4227
1561,120730,5905,-0.32162876,-78.19698882,4225
1562,120731,6337,-0.32162865,-78.19661183,4225
1563,120732,396,-0.32162863,-78.19653104,4225
1564,120733,3155,-0.32162807,-78.1944845,4256
1565,120785,814,-0.32165696,-78.20092034,4242
1566,120786,758,-0.32165692,-78.2007857,4242
1567,120787,577,-0.32165664,-78.19978935,4231
1568,120788,674,-0.32165658,-78.199547,4230
1569,120789,694,-0.32165654,-78.19941236,4230
1570,120790,3688,-0.32165653,-78.19938543,4230
1571,120791,372,-0.32165652,-78.19933157,4230
1572,120792,595,-0.32165617,-78.19806594,4227
1573,120793,6038,-0.32165586,-78.19696189,4225
1574,120794,6338,-0.32165576,-78.19661182,4225
1575,120795,446,-0.32165574,-78.19653104,4225
1576,120796,3164,-0.32165518,-78.19451142,4255
1577,120797,319,-0.32165512,-78.194296,4260
1578,120798,318,-0.32165511,-78.19426907,4261
1579,120799,317,-0.32165511,-78.19424214,4262
1580,120800,316,-0.3216551,-78.19421522,4262
1581,120801,314,-0.32165509,-78.19418829,4263
1582,120868,858,-0.32168406,-78.2008934,4242
1583,120869,803,-0.32168402,-78.20075876,4242
1584,120870,579,-0.32168374,-78.19976242,4230
1585,120871,675,-0.32168368,-78.19954699,4230
1586,120872,4384,-0.32168365,-78.19941235,4230
1587,120873,382,-0.32168363,-78.19935849,4230
1588,120874,602,-0.32168328,-78.19809286,4226
1589,120875,6156,-0.32168296,-78.19693495,4225
1590,120876,6339,-0.32168287,-78.19661181,4225
1591,120877,655,-0.32168286,-78.19655796,4225
1592,120878,3165,-0.32168229,-78.19451142,4255
1593,120879,324,-0.32168224,-78.19432292,4259
1594,120949,886,-0.32171116,-78.20086647,4242
1595,120950,1062,-0.32171112,-78.20073183,4242
1596,120951,580,-0.32171085,-78.19976241,4230
1597,120952,676,-0.32171079,-78.19954698,4230
1598,120953,4385,-0.32171076,-78.19941234,4230
1599,120954,394,-0.32171075,-78.19938541,4230
1600,120955,668,-0.3217104,-78.19811979,4226
1601,120956,6318,-0.32171006,-78.19690802,4225
1602,120957,6340,-0.32170998,-78.19661181,4225
1603,120958,701,-0.32170997,-78.19658488,4225
1604,120959,3466,-0.32170941,-78.19453834,4254
1605,120960,3455,-0.3217094,-78.19451141,4254
1606,120961,565,-0.32170936,-78.19434984,4258
1607,121026,987,-0.32173826,-78.20083953,4242
1608,121027,1066,-0.32173822,-78.20070489,4242
1609,121028,404,-0.32173799,-78.19987011,4231
1610,121029,581,-0.32173796,-78.1997624,4230
1611,121030,677,-0.3217379,-78.19954697,4230
1612,121031,4782,-0.32173787,-78.19941233,4230
1613,121032,693,-0.32173751,-78.19811978,4226
1614,121033,6375,-0.32173717,-78.19688108,4225
1615,121034,7058,-0.32173709,-78.1966118,4225
1616,121035,3500,-0.32173653,-78.19459219,4253
1617,121036,3471,-0.32173652,-78.19456526,4253
1618,121037,583,-0.32173647,-78.19437676,4257
1619,121118,1045,-0.32176536,-78.2008126,4242
1620,121119,1067,-0.32176533,-78.20067795,4242
1621,121120,416,-0.32176509,-78.19984318,4230
1622,121121,582,-0.32176507,-78.19976239,4230
1623,121122,678,-0.32176501,-78.19954697,4230
1624,121123,4787,-0.32176498,-78.19941233,4230
1625,121124,697,-0.32176463,-78.1981467,4225
1626,121125,6423,-0.32176427,-78.19685415,4225
1627,121126,7243,-0.32176421,-78.19663872,4225
1628,121127,3503,-0.32176365,-78.19461911,4252
1629,121128,729,-0.32176362,-78.1945114,4254
1630,121129,728,-0.32176361,-78.19448447,4254
1631,121130,724,-0.3217636,-78.19445754,4255
1632,121131,723,-0.3217636,-78.19443061,4256
1633,121132,722,-0.32176359,-78.19440368,4256
1634,121184,1090,-0.32179246,-78.20078566,4242
1635,121185,1071,-0.32179243,-78.20065102,4242
1636,121186,513,-0.3217922,-78.19981624,4230
1637,121187,583,-0.32179218,-78.19976239,4230
1638,121188,679,-0.32179212,-78.19954696,4230
1639,121189,4806,-0.32179209,-78.19943925,4230
1640,121190,698,-0.32179173,-78.19814669,4225
1641,121191,6448,-0.32179137,-78.19682721,4225
1642,121192,7412,-0.32179132,-78.19666564,4225
1643,121193,3505,-0.32179077,-78.19464603,4251
1644,121194,739,-0.32179075,-78.19459217,4252
1645,121195,736,-0.32179074,-78.19456524,4253
1646,121196,735,-0.32179074,-78.19453832,4253
1647,121259,1134,-0.32181957,-78.20075872,4242
1648,121260,1072,-0.32181954,-78.20065101,4242
1649,121261,514,-0.32181931,-78.19981623,4230
1650,121262,584,-0.32181929,-78.19976238,4230
1651,121263,680,-0.32181923,-78.19954695,4230
1652,121264,4808,-0.3218192,-78.19943924,4230
1653,121265,699,-0.32181884,-78.19814668,4225
1654,121266,6474,-0.32181847,-78.19680027,4225
1655,121267,7439,-0.32181844,-78.19669256,4225
1656,121268,3557,-0.32181792,-78.19480759,4245
1657,121269,3553,-0.32181791,-78.19478066,4246
1658,121270,3517,-0.3218179,-78.19475373,4247
1659,121271,3514,-0.3218179,-78.19472681,4248
1660,121272,3509,-0.32181789,-78.19469988,4249
1661,121273,3507,-0.32181788,-78.19467295,4250
1662,121274,742,-0.32181787,-78.19461909,4251
1663,121320,1399,-0.32184667,-78.20073179,4242
1664,121321,1949,-0.32184666,-78.20070486,4242
1665,121322,1073,-0.32184665,-78.200651,4242
1666,121323,522,-0.32184642,-78.19981623,4230
1667,121324,585,-0.3218464,-78.19976237,4230
1668,121325,681,-0.32184634,-78.19954694,4230
1669,121326,4809,-0.32184631,-78.19943923,4230
1670,121327,700,-0.32184595,-78.19814668,4225
1671,121328,6494,-0.32184557,-78.19677334,4225
1672,121329,7465,-0.32184556,-78.19671948,4225
1673,121330,3561,-0.32184504,-78.19486144,4243
1674,121331,3559,-0.32184504,-78.19483451,4244
1675,121332,743,-0.32184498,-78.19464601,4251
1676,121392,1960,-0.32187376,-78.20067792,4242
1677,121393,1074,-0.32187376,-78.200651,4242
1678,121394,543,-0.32187352,-78.19981622,4230
1679,121395,586,-0.32187351,-78.19976236,4230
1680,121396,682,-0.32187345,-78.19954694,4230
1681,121397,4810,-0.32187342,-78.19943922,4230
1682,121398,701,-0.32187306,-78.19814667,4225
1683,121399,14014,-0.32187267,-78.1967464,4225
1684,121400,3564,-0.32187216,-78.19488836,4242
1685,121401,856,-0.3218721,-78.19467293,4249
1686,121456,3039,-0.32190086,-78.20065099,4242
1687,121457,558,-0.32190063,-78.19978928,4229
1688,121458,587,-0.32190062,-78.19976236,4229
1689,121459,683,-0.32190056,-78.19954693,4229
1690,121460,4811,-0.32190053,-78.19943922,4229
1691,121461,702,-0.32190017,-78.19814666,4225
1692,121462,14024,-0.32189979,-78.19677332,4225
1693,121463,4669,-0.32189931,-78.19504992,4239
1694,121464,4668,-0.32189931,-78.19502299,4239
1695,121465,4618,-0.3218993,-78.19499606,4240
1696,121466,4617,-0.32189929,-78.19496914,4240
1697,121467,4530,-0.32189928,-78.19494221,4241
1698,121468,4529,-0.32189928,-78.19491528,4241
1699,121469,963,-0.32189927,-78.19488835,4242
1700,121470,962,-0.32189926,-78.19486142,4243
1701,121471,961,-0.32189925,-78.1948345,4243
1702,121472,952,-0.32189925,-78.19480757,4244
1703,121473,951,-0.32189924,-78.19478064,4245
1704,121474,950,-0.32189923,-78.19475371,4246
1705,121475,948,-0.32189922,-78.19472678,4247
1706,121476,946,-0.32189922,-78.19469986,4248
1707,121557,3048,-0.32192797,-78.20062405,4242
1708,121558,1147,-0.32192773,-78.19976235,4228
1709,121559,684,-0.32192767,-78.19954692,4228
1710,121560,4854,-0.32192765,-78.19946614,4228
1711,121561,703,-0.32192728,-78.19814665,4225
1712,121562,14042,-0.32192692,-78.19682717,4225
1713,121563,14039,-0.32192691,-78.19680024,4225
1714,121564,4748,-0.32192644,-78.19510377,4238
1715,121565,4747,-0.32192643,-78.19507684,4238
1716,121618,3051,-0.32195508,-78.20062405,4242
1717,121619,1149,-0.32195484,-78.19976234,4227
1718,121620,685,-0.32195478,-78.19954692,4227
1719,121621,4855,-0.32195476,-78.19946613,4228
1720,121622,753,-0.32195439,-78.19814665,4225
1721,121623,14073,-0.32195404,-78.19688102,4225
1722,121624,14067,-0.32195403,-78.19685409,4225
1723,121625,5017,-0.32195357,-78.19518455,4237
1724,121626,4948,-0.32195356,-78.19515762,4237
1725,121627,4947,-0.32195355,-78.19513069,4237
1726,121686,3074,-0.32198219,-78.20062404,4242
1727,121687,1151,-0.32198195,-78.19976233,4226
1728,121688,686,-0.32198189,-78.19954691,4226
1729,121689,4857,-0.32198187,-78.19949305,4226
1730,121690,762,-0.32198151,-78.19817357,4225
1731,121691,14099,-0.32198116,-78.19690794,4225
1732,121692,5311,-0.32198087,-78.19585774,4231
1733,121693,5294,-0.32198086,-78.19583082,4231
1734,121694,5288,-0.32198085,-78.19580389,4231
1735,121695,5247,-0.32198084,-78.19577696,4232
1736,121696,5246,-0.32198084,-78.19575003,4232
1737,121697,5245,-0.32198083,-78.1957231,4232
1738,121698,5244,-0.32198082,-78.19569617,4232
1739,121699,5192,-0.32198081,-78.19566925,4233
1740,121700,5191,-0.32198081,-78.19564232,4233
1741,121701,5190,-0.3219808,-78.19561539,4233
1742,121702,5189,-0.32198079,-78.19558846,4233
1743,121703,5134,-0.32198078,-78.19556153,4234
1744,121704,5133,-0.32198078,-78.19553461,4234
1745,121705,5132,-0.32198077,-78.19550768,4234
1746,121706,5131,-0.32198076,-78.19548075,4234
1747,121707,5130,-0.32198075,-78.19545382,4234
1748,121708,5037,-0.32198075,-78.19542689,4235
1749,121709,5036,-0.32198074,-78.19539996,4235
1750,121710,5035,-0.32198073,-78.19537304,4235
1751,121711,5034,-0.32198072,-78.19534611,4235
1752,121712,5033,-0.32198072,-78.19531918,4236
1753,121713,5032,-0.32198071,-78.19529225,4236
1754,121714,5031,-0.3219807,-78.19526532,4236
1755,121715,5030,-0.32198069,-78.1952384,4236
1756,121716,5029,-0.32198069,-78.19521147,4236
1757,121773,3081,-0.3220093,-78.20065096,4242
1758,121774,1152,-0.32200906,-78.19976233,4225
1759,121775,687,-0.322009,-78.1995469,4225
1760,121776,4859,-0.32200898,-78.19949304,4225
1761,121777,796,-0.32200862,-78.19820049,4225
1762,121778,14141,-0.32200828,-78.19696179,4225
1763,121779,14132,-0.32200827,-78.19693486,4225
1764,121780,6727,-0.32200801,-78.19599238,4229
1765,121781,6723,-0.322008,-78.19596545,4229
1766,121782,6717,-0.322008,-78.19593852,4229
1767,121783,6662,-0.32200799,-78.19591159,4230
1768,121784,6661,-0.32200798,-78.19588466,4230
1769,121785,1338,-0.32200797,-78.19585774,4231
1770,121786,1337,-0.32200797,-78.19583081,4231
1771,121787,1336,-0.32200796,-78.19580388,4231
1772,121788,1292,-0.32200795,-78.19577695,4232
1773,121789,1291,-0.32200794,-78.19575002,4232
1774,121790,1290,-0.32200794,-78.1957231,4232
1775,121791,1289,-0.32200793,-78.19569617,4232
1776,121792,1234,-0.32200792,-78.19566924,4233
1777,121793,1233,-0.32200791,-78.19564231,4233
1778,121794,1232,-0.32200791,-78.19561538,4233
1779,121795,1231,-0.3220079,-78.19558845,4233
1780,121796,542,-0.32200789,-78.19556153,4234
1781,121797,541,-0.32200789,-78.1955346,4234
1782,121798,540,-0.32200788,-78.19550767,4234
1783,121799,539,-0.32200787,-78.19548074,4234
1784,121800,538,-0.32200786,-78.19545381,4234
1785,121847,3082,-0.32203641,-78.20065095,4242
1786,121848,1153,-0.32203617,-78.19976232,4224
1787,121849,688,-0.32203611,-78.19954689,4224
1788,121850,4861,-0.32203609,-78.19949304,4224
1789,121851,808,-0.32203574,-78.19822741,4225
1790,121852,14199,-0.3220354,-78.19701564,4225
1791,121853,14181,-0.3220354,-78.19698871,4225
1792,121854,6788,-0.32203514,-78.19604623,4228
1793,121855,6787,-0.32203513,-78.1960193,4228
1794,121856,687,-0.322035,-78.19556152,4234
1795,121857,528,-0.32203496,-78.19542688,4235
1796,121858,526,-0.32203496,-78.19539995,4235
1797,121859,364,-0.32203495,-78.19537302,4235
1798,121860,363,-0.32203494,-78.19534609,4235
1799,121942,3087,-0.32206353,-78.20067787,4242
1800,121943,1177,-0.32206327,-78.19976231,4222
1801,121944,689,-0.32206321,-78.19954689,4223
1802,121945,4863,-0.3220632,-78.19949303,4223
1803,121946,863,-0.32206286,-78.19825433,4225
1804,121947,14286,-0.32206252,-78.19704256,4225
1805,121948,6859,-0.32206228,-78.19615393,4226
1806,121949,6852,-0.32206227,-78.196127,4226
1807,121950,6812,-0.32206226,-78.19610007,4227
1808,121951,6811,-0.32206225,-78.19607315,4227
1809,121952,434,-0.3220621,-78.19553458,4234
1810,121953,356,-0.32206204,-78.19531916,4236
1811,122031,3088,-0.32209064,-78.20067787,4242
1812,122032,1178,-0.32209038,-78.1997623,4221
1813,122033,690,-0.32209032,-78.19954688,4222
1814,122034,4866,-0.32209031,-78.19949302,4222
1815,122035,890,-0.32208997,-78.19828125,4225
1816,122036,21306,-0.32208964,-78.19706948,4225
1817,122037,6999,-0.32208963,-78.19704255,4225
1818,122038,6998,-0.32208962,-78.19701563,4225
1819,122039,6997,-0.32208962,-78.1969887,4225
1820,122040,6996,-0.32208961,-78.19696177,4225
1821,122041,6995,-0.3220896,-78.19693484,4225
1822,122042,6994,-0.32208959,-78.19690791,4225
1823,122043,6993,-0.32208959,-78.19688098,4225
1824,122044,6992,-0.32208958,-78.19685406,4225
1825,122045,6991,-0.32208957,-78.19682713,4225
1826,122046,6990,-0.32208956,-78.1968002,4225
1827,122047,6989,-0.32208956,-78.19677327,4225
1828,122048,6988,-0.32208955,-78.19674634,4225
1829,122049,6987,-0.32208954,-78.19671942,4225
1830,122050,6986,-0.32208953,-78.19669249,4225
1831,122051,6985,-0.32208953,-78.19666556,4225
1832,122052,6984,-0.32208952,-78.19663863,4225
1833,122053,6983,-0.32208951,-78.1966117,4225
1834,122054,6982,-0.3220895,-78.19658477,4225
1835,122055,6981,-0.3220895,-78.19655785,4225
1836,122056,6980,-0.32208949,-78.19653092,4225
1837,122057,6979,-0.32208948,-78.19650399,4225
1838,122058,6978,-0.32208947,-78.19647706,4225
1839,122059,6977,-0.32208947,-78.19645013,4225
1840,122060,6976,-0.32208946,-78.19642321,4225
1841,122061,6975,-0.32208945,-78.19639628,4225
1842,122062,6974,-0.32208944,-78.19636935,4225
1843,122063,6973,-0.32208944,-78.19634242,4225
1844,122064,6972,-0.32208943,-78.19631549,4225
1845,122065,6971,-0.32208942,-78.19628856,4225
1846,122066,6970,-0.32208941,-78.19626164,4225
1847,122067,6969,-0.32208941,-78.19623471,4225
1848,122068,6968,-0.3220894,-78.19620778,4225
1849,122069,6967,-0.32208939,-78.19618085,4225
1850,122145,3110,-0.32211775,-78.20070479,4242
1851,122146,1179,-0.32211749,-78.1997623,4220
1852,122147,691,-0.32211743,-78.19954687,4221
1853,122148,4994,-0.32211743,-78.19951994,4221
1854,122149,921,-0.32211709,-78.19830817,4225
1855,122150,21389,-0.32211675,-78.1970964,4225
1856,122221,3111,-0.32214486,-78.20067785,4242
1857,122222,1180,-0.3221446,-78.19976229,4219
1858,122223,5687,-0.32214454,-78.19954686,4220
1859,122224,954,-0.32214421,-78.19833509,4225
1860,122225,21455,-0.32214387,-78.19712332,4225
1861,122306,3115,-0.32217196,-78.20065091,4240
1862,122307,1181,-0.32217171,-78.19976228,4218
1863,122308,5766,-0.32217165,-78.19954686,4219
1864,122309,998,-0.32217132,-78.19836201,4225
1865,122310,21615,-0.32217099,-78.19715024,4225
1866,122388,3116,-0.32219906,-78.20062398,4239
1867,122389,1182,-0.32219882,-78.19976227,4217
1868,122390,5768,-0.32219877,-78.19957378,4218
1869,122391,1425,-0.32219844,-78.19838893,4225
1870,122392,21693,-0.3221981,-78.19717716,4225
1871,122472,3117,-0.32222616,-78.20059704,4237
