"Plot Title: Tanyard_LUX"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10801148, SEN S/N: 10801148)","Intensity, Lux (LGR S/N: 10801148, SEN S/N: 10801148)","Coupler Attached (LGR S/N: 10801148)","Coupler Detached (LGR S/N: 10801148)","Host Connected (LGR S/N: 10801148)","Stopped (LGR S/N: 10801148)","End Of File (LGR S/N: 10801148)"
1,07/09/21 09:00:00 AM,18.521,86.1,,,,,
2,07/09/21 09:10:13 AM,,,Logged,,,,
3,07/09/21 09:10:14 AM,,,,Logged,,,
4,07/09/21 09:15:00 AM,19.377,0.0,,,,,
5,07/09/21 09:30:00 AM,18.806,0.0,,,,,
6,07/09/21 09:45:00 AM,18.711,0.0,,,,,
7,07/09/21 10:00:00 AM,18.616,0.0,,,,,
8,07/09/21 10:15:00 AM,19.092,0.0,,,,,
9,07/09/21 10:30:00 AM,19.282,0.0,,,,,
10,07/09/21 10:45:00 AM,19.662,183.0,,,,,
11,07/09/21 11:00:00 AM,9.176,3616.7,,,,,
12,07/09/21 11:15:00 AM,7.983,5166.7,,,,,
13,07/09/21 11:30:00 AM,8.779,4822.3,,,,,
14,07/09/21 11:45:00 AM,7.782,4477.8,,,,,
15,07/09/21 12:00:00 PM,7.983,5511.1,,,,,
16,07/09/21 12:15:00 PM,7.381,3444.5,,,,,
17,07/09/21 12:30:00 PM,7.179,3444.5,,,,,
18,07/09/21 12:45:00 PM,7.882,3100.0,,,,,
19,07/09/21 01:00:00 PM,7.280,3272.2,,,,,
20,07/09/21 01:15:00 PM,7.782,2927.8,,,,,
21,07/09/21 01:30:00 PM,7.582,3444.5,,,,,
22,07/09/21 01:45:00 PM,7.682,4650.0,,,,,
23,07/09/21 02:00:00 PM,7.782,7577.8,,,,,
24,07/09/21 02:15:00 PM,7.983,16533.4,,,,,
25,07/09/21 02:30:00 PM,7.983,1248.6,,,,,
26,07/09/21 02:45:00 PM,7.882,3444.5,,,,,
27,07/09/21 03:00:00 PM,7.983,1550.0,,,,,
28,07/09/21 03:15:00 PM,8.182,1894.5,,,,,
29,07/09/21 03:30:00 PM,8.182,2583.4,,,,,
30,07/09/21 03:45:00 PM,8.182,2927.8,,,,,
