"Plot Title: LUXbajo_01"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10856119, SEN S/N: 10856119)","Intensity, Lux (LGR S/N: 10856119, SEN S/N: 10856119)","Coupler Attached (LGR S/N: 10856119)","Host Connected (LGR S/N: 10856119)","Stopped (LGR S/N: 10856119)","End Of File (LGR S/N: 10856119)"
1,06/10/21 12:00:00 PM,12.013,1184.0,,,,
2,06/10/21 12:15:00 PM,11.625,1097.9,,,,
3,06/10/21 12:30:00 PM,11.625,710.4,,,,
4,06/10/21 12:45:00 PM,11.722,1011.8,,,,
5,06/10/21 01:00:00 PM,12.013,1065.6,,,,
6,06/10/21 01:15:00 PM,12.401,1130.2,,,,
7,06/10/21 01:30:00 PM,12.013,409.0,,,,
8,06/10/21 01:45:00 PM,11.625,473.6,,,,
9,06/10/21 02:00:00 PM,11.334,344.4,,,,
10,06/10/21 02:15:00 PM,11.431,484.4,,,,
11,06/10/21 02:30:00 PM,11.625,258.3,,,,
12,06/10/21 02:45:00 PM,11.819,785.8,,,,
13,06/10/21 03:00:00 PM,11.722,279.9,,,,
14,06/10/21 03:15:00 PM,11.625,344.4,,,,
15,06/10/21 03:30:00 PM,11.528,441.3,,,,
16,06/10/21 03:45:00 PM,11.431,150.7,,,,
17,06/10/21 04:00:00 PM,11.236,118.4,,,,
18,06/10/21 04:15:00 PM,11.041,75.3,,,,
19,06/10/21 04:30:00 PM,11.041,269.1,,,,
20,06/10/21 04:45:00 PM,10.944,107.6,,,,
21,06/10/21 05:00:00 PM,10.846,161.5,,,,
22,06/10/21 05:15:00 PM,10.748,10.8,,,,
23,06/10/21 05:30:00 PM,10.553,0.0,,,,
24,06/10/21 05:45:00 PM,10.455,0.0,,,,
25,06/10/21 06:00:00 PM,10.455,0.0,,,,
26,06/10/21 06:15:00 PM,10.357,0.0,,,,
27,06/10/21 06:30:00 PM,10.357,0.0,,,,
28,06/10/21 06:45:00 PM,10.259,0.0,,,,
29,06/10/21 07:00:00 PM,10.259,0.0,,,,
30,06/10/21 07:15:00 PM,10.259,0.0,,,,
31,06/10/21 07:30:00 PM,10.161,0.0,,,,
32,06/10/21 07:45:00 PM,10.259,0.0,,,,
33,06/10/21 08:00:00 PM,10.259,0.0,,,,
34,06/10/21 08:15:00 PM,10.259,0.0,,,,
35,06/10/21 08:30:00 PM,10.259,0.0,,,,
36,06/10/21 08:45:00 PM,10.259,0.0,,,,
37,06/10/21 09:00:00 PM,10.161,0.0,,,,
38,06/10/21 09:15:00 PM,10.161,0.0,,,,
39,06/10/21 09:30:00 PM,10.259,0.0,,,,
40,06/10/21 09:45:00 PM,10.259,0.0,,,,
41,06/10/21 10:00:00 PM,10.161,0.0,,,,
42,06/10/21 10:15:00 PM,10.161,0.0,,,,
43,06/10/21 10:30:00 PM,10.161,0.0,,,,
44,06/10/21 10:45:00 PM,9.965,0.0,,,,
45,06/10/21 11:00:00 PM,9.866,0.0,,,,
46,06/10/21 11:15:00 PM,9.965,0.0,,,,
47,06/10/21 11:30:00 PM,9.965,0.0,,,,
48,06/10/21 11:45:00 PM,9.965,0.0,,,,
49,06/11/21 12:00:00 AM,9.866,0.0,,,,
50,06/11/21 12:15:00 AM,9.866,0.0,,,,
51,06/11/21 12:30:00 AM,9.768,0.0,,,,
52,06/11/21 12:45:00 AM,9.768,0.0,,,,
53,06/11/21 01:00:00 AM,9.669,0.0,,,,
54,06/11/21 01:15:00 AM,9.669,0.0,,,,
55,06/11/21 01:30:00 AM,9.669,0.0,,,,
56,06/11/21 01:45:00 AM,9.571,0.0,,,,
57,06/11/21 02:00:00 AM,9.669,0.0,,,,
58,06/11/21 02:15:00 AM,9.669,0.0,,,,
59,06/11/21 02:30:00 AM,9.669,0.0,,,,
60,06/11/21 02:45:00 AM,9.669,0.0,,,,
61,06/11/21 03:00:00 AM,9.571,0.0,,,,
62,06/11/21 03:15:00 AM,9.571,0.0,,,,
63,06/11/21 03:30:00 AM,9.472,0.0,,,,
64,06/11/21 03:45:00 AM,9.472,0.0,,,,
65,06/11/21 04:00:00 AM,9.472,0.0,,,,
66,06/11/21 04:15:00 AM,9.472,0.0,,,,
67,06/11/21 04:30:00 AM,9.472,0.0,,,,
68,06/11/21 04:45:00 AM,9.472,0.0,,,,
69,06/11/21 05:00:00 AM,9.472,0.0,,,,
70,06/11/21 05:15:00 AM,9.373,0.0,,,,
71,06/11/21 05:30:00 AM,9.373,0.0,,,,
72,06/11/21 05:45:00 AM,9.275,0.0,,,,
73,06/11/21 06:00:00 AM,9.275,0.0,,,,
74,06/11/21 06:15:00 AM,9.275,0.0,,,,
75,06/11/21 06:30:00 AM,9.176,10.8,,,,
76,06/11/21 06:45:00 AM,9.176,86.1,,,,
77,06/11/21 07:00:00 AM,9.275,139.9,,,,
78,06/11/21 07:15:00 AM,9.373,215.3,,,,
79,06/11/21 07:30:00 AM,9.472,139.9,,,,
80,06/11/21 07:45:00 AM,9.472,118.4,,,,
81,06/11/21 08:00:00 AM,9.472,107.6,,,,
82,06/11/21 08:15:00 AM,9.472,139.9,,,,
83,06/11/21 08:30:00 AM,9.472,193.8,,,,
84,06/11/21 08:45:00 AM,9.472,96.9,,,,
85,06/11/21 09:00:00 AM,9.472,75.3,,,,
86,06/11/21 09:15:00 AM,9.373,32.3,,,,
87,06/11/21 09:30:00 AM,9.275,21.5,,,,
88,06/11/21 09:45:00 AM,9.373,43.1,,,,
89,06/11/21 10:00:00 AM,9.373,193.8,,,,
90,06/11/21 10:15:00 AM,9.472,290.6,,,,
91,06/11/21 10:30:00 AM,9.571,215.3,,,,
92,06/11/21 10:30:53 AM,,,Logged,Logged,,
93,06/11/21 10:31:01 AM,,,,,Logged,Logged
