"Plot Title: luxabajo_02"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801144, SEN S/N: 10801144, LBL: Green)","Intensity, Lux (LGR S/N: 10801144, SEN S/N: 10801144)","Coupler Attached (LGR S/N: 10801144)","Host Connected (LGR S/N: 10801144)","Stopped (LGR S/N: 10801144)","End Of File (LGR S/N: 10801144)"
1,06/10/21 01:00:00 PM,11.722,3616.7,,,,
2,06/10/21 01:15:00 PM,11.916,9300.1,,,,
3,06/10/21 01:30:00 PM,12.110,2755.6,,,,
4,06/10/21 01:45:00 PM,12.207,3100.0,,,,
5,06/10/21 02:00:00 PM,11.916,4133.4,,,,
6,06/10/21 02:15:00 PM,11.528,2238.9,,,,
7,06/10/21 02:30:00 PM,11.334,2066.7,,,,
8,06/10/21 02:45:00 PM,11.431,2927.8,,,,
9,06/10/21 03:00:00 PM,11.528,1550.0,,,,
10,06/10/21 03:15:00 PM,11.625,1291.7,,,,
11,06/10/21 03:30:00 PM,11.625,2411.1,,,,
12,06/10/21 03:45:00 PM,11.528,1076.4,,,,
13,06/10/21 04:00:00 PM,11.431,839.6,,,,
14,06/10/21 04:15:00 PM,11.236,699.7,,,,
15,06/10/21 04:30:00 PM,11.139,2152.8,,,,
16,06/10/21 04:45:00 PM,10.944,1636.1,,,,
17,06/10/21 05:00:00 PM,10.846,1550.0,,,,
18,06/10/21 05:15:00 PM,10.846,312.2,,,,
19,06/10/21 05:30:00 PM,10.651,86.1,,,,
20,06/10/21 05:45:00 PM,10.553,86.1,,,,
21,06/10/21 06:00:00 PM,10.455,53.8,,,,
22,06/10/21 06:15:00 PM,10.357,21.5,,,,
23,06/10/21 06:30:00 PM,10.259,0.0,,,,
24,06/10/21 06:45:00 PM,10.259,0.0,,,,
25,06/10/21 07:00:00 PM,10.161,0.0,,,,
26,06/10/21 07:15:00 PM,10.161,0.0,,,,
27,06/10/21 07:30:00 PM,10.063,0.0,,,,
28,06/10/21 07:45:00 PM,10.063,0.0,,,,
29,06/10/21 08:00:00 PM,10.063,0.0,,,,
30,06/10/21 08:15:00 PM,10.063,0.0,,,,
31,06/10/21 08:30:00 PM,10.063,0.0,,,,
32,06/10/21 08:45:00 PM,10.063,0.0,,,,
33,06/10/21 09:00:00 PM,10.063,0.0,,,,
