"Plot Title: LUX_arriba_05"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801162, SEN S/N: 10801162)","Intensity, Lux (LGR S/N: 10801162, SEN S/N: 10801162)","Coupler Attached (LGR S/N: 10801162)","Host Connected (LGR S/N: 10801162)","Coupler Detached (LGR S/N: 10801162)","Stopped (LGR S/N: 10801162)","End Of File (LGR S/N: 10801162)"
1,10/20/21 09:00:00 AM,17.189,126756.4,,,,,
2,10/20/21 09:15:00 AM,14.613,19977.9,,,,,
3,10/20/21 09:30:00 AM,13.365,21355.7,,,,,
4,10/20/21 09:45:00 AM,10.259,8266.7,,,,,
5,10/20/21 10:00:00 AM,11.819,9644.5,,,,,
6,10/20/21 10:15:00 AM,11.625,15844.5,,,,,
7,10/20/21 10:30:00 AM,12.497,20666.8,,,,,
8,10/20/21 10:45:00 AM,13.750,28933.5,,,,,
9,10/20/21 11:00:00 AM,16.618,23422.4,,,,,
10,10/20/21 11:15:00 AM,12.980,18600.1,,,,,
11,10/20/21 11:30:00 AM,14.230,26178.0,,,,,
12,10/20/21 11:45:00 AM,13.654,21355.7,,,,,
13,10/20/21 12:00:00 PM,13.365,24800.2,,,,,
14,10/20/21 12:15:00 PM,15.855,37200.2,,,,,
15,10/20/21 12:30:00 PM,14.804,24800.2,,,,,
16,10/20/21 12:45:00 PM,15.664,30311.3,,,,,
17,10/20/21 01:00:00 PM,14.421,24800.2,,,,,
18,10/20/21 01:15:00 PM,13.076,17911.2,,,,,
19,10/20/21 01:30:00 PM,15.569,22044.6,,,,,
20,10/20/21 01:45:00 PM,15.091,16533.4,,,,,
21,10/20/21 02:00:00 PM,18.045,37200.2,,,,,
22,10/20/21 02:15:00 PM,15.378,16533.4,,,,,
23,10/20/21 02:30:00 PM,13.173,14466.8,,,,,
24,10/20/21 02:45:00 PM,12.401,10677.8,,,,,
25,10/20/21 03:00:00 PM,11.431,10333.4,,,,,
26,10/20/21 03:15:00 PM,11.236,11711.2,,,,,
27,10/20/21 03:30:00 PM,11.236,13089.0,,,,,
28,10/20/21 03:45:00 PM,10.748,8266.7,,,,,
29,10/20/21 04:00:00 PM,9.965,4305.6,,,,,
30,10/20/21 04:15:00 PM,8.779,1980.6,,,,,
31,10/20/21 04:30:00 PM,8.481,559.7,,,,,
32,10/20/21 04:45:00 PM,8.082,635.1,,,,,
33,10/20/21 05:00:00 PM,7.381,785.8,,,,,
34,10/20/21 05:15:00 PM,7.381,785.8,,,,,
35,10/20/21 05:30:00 PM,7.280,226.0,,,,,
36,10/20/21 05:45:00 PM,7.280,236.8,,,,,
37,10/20/21 06:00:00 PM,7.079,43.1,,,,,
38,10/20/21 06:15:00 PM,6.775,0.0,,,,,
39,10/20/21 06:30:00 PM,6.370,0.0,,,,,
40,10/20/21 06:45:00 PM,6.775,0.0,,,,,
41,10/20/21 07:00:00 PM,6.674,0.0,,,,,
42,10/20/21 07:15:00 PM,6.674,0.0,,,,,
43,10/20/21 07:30:00 PM,6.166,0.0,,,,,
44,10/20/21 07:45:00 PM,6.775,0.0,,,,,
45,10/20/21 08:00:00 PM,6.978,0.0,,,,,
46,10/20/21 08:15:00 PM,7.582,0.0,,,,,
47,10/20/21 08:30:00 PM,8.082,0.0,,,,,
48,10/20/21 08:45:00 PM,8.182,0.0,,,,,
49,10/20/21 09:00:00 PM,8.082,0.0,,,,,
50,10/20/21 09:15:00 PM,8.082,0.0,,,,,
51,10/20/21 09:30:00 PM,7.983,0.0,,,,,
52,10/20/21 09:45:00 PM,7.983,0.0,,,,,
53,10/20/21 10:00:00 PM,7.983,0.0,,,,,
54,10/20/21 10:15:00 PM,7.983,0.0,,,,,
55,10/20/21 10:30:00 PM,7.882,0.0,,,,,
56,10/20/21 10:45:00 PM,7.882,0.0,,,,,
57,10/20/21 11:00:00 PM,7.782,0.0,,,,,
58,10/20/21 11:15:00 PM,7.782,0.0,,,,,
59,10/20/21 11:30:00 PM,7.782,0.0,,,,,
60,10/20/21 11:45:00 PM,7.782,0.0,,,,,
61,10/21/21 12:00:00 AM,7.682,0.0,,,,,
62,10/21/21 12:15:00 AM,7.682,0.0,,,,,
63,10/21/21 12:30:00 AM,7.682,0.0,,,,,
64,10/21/21 12:45:00 AM,7.582,0.0,,,,,
65,10/21/21 01:00:00 AM,7.582,0.0,,,,,
66,10/21/21 01:15:00 AM,7.582,0.0,,,,,
67,10/21/21 01:30:00 AM,7.481,0.0,,,,,
68,10/21/21 01:45:00 AM,7.481,0.0,,,,,
69,10/21/21 02:00:00 AM,7.481,0.0,,,,,
70,10/21/21 02:15:00 AM,7.481,0.0,,,,,
71,10/21/21 02:30:00 AM,7.481,0.0,,,,,
72,10/21/21 02:45:00 AM,7.481,0.0,,,,,
73,10/21/21 03:00:00 AM,7.381,0.0,,,,,
74,10/21/21 03:15:00 AM,7.381,0.0,,,,,
75,10/21/21 03:30:00 AM,7.381,0.0,,,,,
76,10/21/21 03:45:00 AM,7.381,0.0,,,,,
77,10/21/21 04:00:00 AM,7.280,0.0,,,,,
78,10/21/21 04:15:00 AM,7.280,0.0,,,,,
79,10/21/21 04:30:00 AM,7.280,0.0,,,,,
80,10/21/21 04:45:00 AM,7.179,0.0,,,,,
81,10/21/21 05:00:00 AM,7.179,0.0,,,,,
82,10/21/21 05:15:00 AM,7.179,0.0,,,,,
83,10/21/21 05:30:00 AM,7.179,0.0,,,,,
84,10/21/21 05:45:00 AM,7.179,0.0,,,,,
85,10/21/21 06:00:00 AM,7.179,107.6,,,,,
86,10/21/21 06:15:00 AM,7.179,1324.0,,,,,
87,10/21/21 06:30:00 AM,7.179,1980.6,,,,,
88,10/21/21 06:45:00 AM,7.179,2152.8,,,,,
89,10/21/21 07:00:00 AM,7.179,4650.0,,,,,
90,10/21/21 07:15:00 AM,7.280,7577.8,,,,,
91,10/21/21 07:30:00 AM,7.481,22044.6,,,,,
92,10/21/21 07:45:00 AM,7.682,26178.0,,,,,
93,10/21/21 08:00:00 AM,8.182,44089.2,,,,,
94,10/21/21 08:15:00 AM,7.882,23422.4,,,,,
95,10/21/21 08:30:00 AM,8.082,37200.2,,,,,
96,10/21/21 08:45:00 AM,7.983,20666.8,,,,,
97,10/21/21 09:00:00 AM,8.382,46844.8,,,,,
98,10/21/21 09:15:00 AM,8.680,55111.5,,,,,
99,10/21/21 09:30:00 AM,8.879,57867.0,,,,,
100,10/21/21 09:45:00 AM,8.978,49600.3,,,,,
101,10/21/21 10:00:00 AM,8.879,46844.8,,,,,
102,10/21/21 10:15:00 AM,9.176,52355.9,,,,,
103,10/21/21 10:30:00 AM,9.077,34444.7,,,,,
104,10/21/21 10:45:00 AM,8.779,26178.0,,,,,
105,10/21/21 11:00:00 AM,8.481,7233.4,,,,,
106,10/21/21 11:15:00 AM,8.481,5166.7,,,,,
107,10/21/21 11:30:00 AM,8.382,3961.1,,,,,
108,10/21/21 11:45:00 AM,8.382,6544.5,,,,,
109,10/21/21 12:00:00 PM,8.581,7233.4,,,,,
110,10/21/21 12:15:00 PM,8.382,3961.1,,,,,
111,10/21/21 12:30:00 PM,8.382,4650.0,,,,,
112,10/21/21 12:45:00 PM,8.382,6544.5,,,,,
113,10/21/21 01:00:00 PM,8.879,20666.8,,,,,
114,10/21/21 01:15:00 PM,9.176,34444.7,,,,,
115,10/21/21 01:30:00 PM,9.176,19289.0,,,,,
116,10/21/21 01:45:00 PM,9.077,12400.1,,,,,
117,10/21/21 02:00:00 PM,8.978,16533.4,,,,,
118,10/21/21 02:15:00 PM,8.581,2238.9,,,,,
119,10/21/21 02:30:00 PM,8.481,1808.3,,,,,
120,10/21/21 02:45:00 PM,8.382,1894.5,,,,,
121,10/21/21 03:00:00 PM,8.382,731.9,,,,,
122,10/21/21 03:15:00 PM,8.282,538.2,,,,,
123,10/21/21 03:30:00 PM,8.282,376.7,,,,,
124,10/21/21 03:45:00 PM,8.282,247.6,,,,,
125,10/21/21 04:00:00 PM,8.282,183.0,,,,,
126,10/21/21 04:15:00 PM,8.182,64.6,,,,,
127,10/21/21 04:30:00 PM,8.182,398.3,,,,,
128,10/21/21 04:45:00 PM,8.082,215.3,,,,,
129,10/21/21 05:00:00 PM,8.082,247.6,,,,,
130,10/21/21 05:15:00 PM,7.983,150.7,,,,,
131,10/21/21 05:30:00 PM,7.983,107.6,,,,,
132,10/21/21 05:45:00 PM,7.882,139.9,,,,,
133,10/21/21 06:00:00 PM,7.882,43.1,,,,,
134,10/21/21 06:15:00 PM,7.782,0.0,,,,,
135,10/21/21 06:30:00 PM,7.682,0.0,,,,,
136,10/21/21 06:45:00 PM,7.682,0.0,,,,,
137,10/21/21 07:00:00 PM,7.582,0.0,,,,,
138,10/21/21 07:15:00 PM,7.582,0.0,,,,,
139,10/21/21 07:30:00 PM,7.481,0.0,,,,,
140,10/21/21 07:45:00 PM,7.481,0.0,,,,,
141,10/21/21 08:00:00 PM,7.381,0.0,,,,,
142,10/21/21 08:15:00 PM,7.381,0.0,,,,,
143,10/21/21 08:30:00 PM,7.280,0.0,,,,,
144,10/21/21 08:45:00 PM,7.179,0.0,,,,,
145,10/21/21 09:00:00 PM,7.179,0.0,,,,,
146,10/21/21 09:15:00 PM,7.179,0.0,,,,,
147,10/21/21 09:30:00 PM,7.079,0.0,,,,,
148,10/21/21 09:45:00 PM,7.079,0.0,,,,,
149,10/21/21 10:00:00 PM,7.079,0.0,,,,,
150,10/21/21 10:15:00 PM,6.978,0.0,,,,,
151,10/21/21 10:30:00 PM,6.978,0.0,,,,,
152,10/21/21 10:45:00 PM,6.978,0.0,,,,,
153,10/21/21 11:00:00 PM,6.877,0.0,,,,,
154,10/21/21 11:15:00 PM,6.877,0.0,,,,,
155,10/21/21 11:30:00 PM,6.877,0.0,,,,,
156,10/21/21 11:45:00 PM,6.877,0.0,,,,,
157,10/22/21 12:00:00 AM,6.775,0.0,,,,,
158,10/22/21 12:15:00 AM,6.775,0.0,,,,,
159,10/22/21 12:30:00 AM,6.775,0.0,,,,,
160,10/22/21 12:45:00 AM,6.775,0.0,,,,,
161,10/22/21 01:00:00 AM,6.775,0.0,,,,,
162,10/22/21 01:15:00 AM,6.775,0.0,,,,,
163,10/22/21 01:30:00 AM,6.775,0.0,,,,,
164,10/22/21 01:45:00 AM,6.674,0.0,,,,,
165,10/22/21 02:00:00 AM,6.674,0.0,,,,,
166,10/22/21 02:15:00 AM,6.674,0.0,,,,,
167,10/22/21 02:30:00 AM,6.674,0.0,,,,,
168,10/22/21 02:45:00 AM,6.674,0.0,,,,,
169,10/22/21 03:00:00 AM,6.674,0.0,,,,,
170,10/22/21 03:15:00 AM,6.573,0.0,,,,,
171,10/22/21 03:30:00 AM,6.573,0.0,,,,,
172,10/22/21 03:45:00 AM,6.573,0.0,,,,,
173,10/22/21 04:00:00 AM,6.471,0.0,,,,,
174,10/22/21 04:15:00 AM,6.471,0.0,,,,,
175,10/22/21 04:30:00 AM,6.370,0.0,,,,,
176,10/22/21 04:45:00 AM,6.370,0.0,,,,,
177,10/22/21 05:00:00 AM,6.370,0.0,,,,,
178,10/22/21 05:15:00 AM,6.268,0.0,,,,,
179,10/22/21 05:30:00 AM,6.268,0.0,,,,,
180,10/22/21 05:45:00 AM,6.166,0.0,,,,,
181,10/22/21 06:00:00 AM,6.166,86.1,,,,,
182,10/22/21 06:15:00 AM,6.064,290.6,,,,,
183,10/22/21 06:30:00 AM,6.064,678.1,,,,,
184,10/22/21 06:45:00 AM,6.064,1151.7,,,,,
185,10/22/21 07:00:00 AM,6.064,828.8,,,,,
186,10/22/21 07:15:00 AM,6.064,3444.5,,,,,
187,10/22/21 07:30:00 AM,6.166,4650.0,,,,,
188,10/22/21 07:45:00 AM,6.370,11022.3,,,,,
189,10/22/21 08:00:00 AM,6.775,30311.3,,,,,
190,10/22/21 08:15:00 AM,7.079,27555.7,,,,,
191,10/22/21 08:30:00 AM,7.582,55111.5,,,,,
192,10/22/21 08:45:00 AM,7.481,8266.7,,,,,
193,10/22/21 09:00:00 AM,7.682,24800.2,,,,,
194,10/22/21 09:15:00 AM,8.182,22044.6,,,,,
195,10/22/21 09:30:00 AM,8.282,126756.4,,,,,
196,10/22/21 09:45:00 AM,8.879,121245.2,,,,,
197,10/22/21 10:00:00 AM,8.182,33066.9,,,,,
198,10/22/21 10:15:00 AM,8.481,13777.9,,,,,
199,10/22/21 10:30:00 AM,8.680,39955.8,,,,,
200,10/22/21 10:45:00 AM,10.259,170845.6,,,,,
201,10/22/21 11:00:00 AM,9.176,55111.5,,,,,
202,10/22/21 11:15:00 AM,9.176,49600.3,,,,,
203,10/22/21 11:30:00 AM,10.455,77156.1,,,,,
204,10/22/21 11:45:00 AM,10.161,57867.0,,,,,
205,10/22/21 12:00:00 PM,9.768,27555.7,,,,,
206,10/22/21 12:15:00 PM,10.063,44089.2,,,,,
207,10/22/21 12:30:00 PM,9.571,41333.6,,,,,
208,10/22/21 12:45:00 PM,9.571,24800.2,,,,,
209,10/22/21 01:00:00 PM,10.161,46844.8,,,,,
210,10/22/21 01:15:00 PM,9.965,24800.2,,,,,
211,10/22/21 01:30:00 PM,10.259,30311.3,,,,,
212,10/22/21 01:45:00 PM,10.357,52355.9,,,,,
213,10/22/21 02:00:00 PM,10.944,85422.8,,,,,
214,10/22/21 02:15:00 PM,10.846,71644.9,,,,,
215,10/22/21 02:30:00 PM,10.748,39955.8,,,,,
216,10/22/21 02:45:00 PM,10.748,44089.2,,,,,
217,10/22/21 03:00:00 PM,10.553,34444.7,,,,,
218,10/22/21 03:15:00 PM,10.455,35822.5,,,,,
219,10/22/21 03:30:00 PM,10.748,49600.3,,,,,
220,10/22/21 03:45:00 PM,10.553,39955.8,,,,,
221,10/22/21 04:00:00 PM,10.259,27555.7,,,,,
222,10/22/21 04:15:00 PM,9.866,10333.4,,,,,
223,10/22/21 04:30:00 PM,9.768,6544.5,,,,,
224,10/22/21 04:45:00 PM,9.472,1722.2,,,,,
225,10/22/21 05:00:00 PM,9.275,990.3,,,,,
226,10/22/21 05:15:00 PM,9.176,796.5,,,,,
227,10/22/21 05:30:00 PM,9.176,925.7,,,,,
228,10/22/21 05:45:00 PM,9.077,376.7,,,,,
229,10/22/21 06:00:00 PM,8.978,86.1,,,,,
230,10/22/21 06:15:00 PM,8.879,0.0,,,,,
231,10/22/21 06:30:00 PM,8.879,0.0,,,,,
232,10/22/21 06:45:00 PM,8.779,0.0,,,,,
233,10/22/21 07:00:00 PM,8.779,0.0,,,,,
234,10/22/21 07:15:00 PM,8.680,0.0,,,,,
235,10/22/21 07:30:00 PM,8.680,0.0,,,,,
236,10/22/21 07:45:00 PM,8.581,0.0,,,,,
237,10/22/21 08:00:00 PM,8.481,0.0,,,,,
238,10/22/21 08:15:00 PM,8.481,0.0,,,,,
239,10/22/21 08:30:00 PM,8.382,0.0,,,,,
240,10/22/21 08:45:00 PM,8.282,0.0,,,,,
241,10/22/21 09:00:00 PM,8.282,0.0,,,,,
242,10/22/21 09:15:00 PM,8.182,0.0,,,,,
243,10/22/21 09:30:00 PM,8.082,0.0,,,,,
244,10/22/21 09:45:00 PM,8.082,0.0,,,,,
245,10/22/21 10:00:00 PM,7.983,0.0,,,,,
246,10/22/21 10:15:00 PM,7.983,0.0,,,,,
247,10/22/21 10:30:00 PM,7.882,0.0,,,,,
248,10/22/21 10:45:00 PM,7.782,0.0,,,,,
249,10/22/21 11:00:00 PM,7.782,0.0,,,,,
250,10/22/21 11:15:00 PM,7.682,0.0,,,,,
251,10/22/21 11:30:00 PM,7.682,0.0,,,,,
252,10/22/21 11:45:00 PM,7.582,0.0,,,,,
253,10/23/21 12:00:00 AM,7.481,0.0,,,,,
254,10/23/21 12:15:00 AM,7.381,0.0,,,,,
255,10/23/21 12:30:00 AM,7.381,0.0,,,,,
256,10/23/21 12:45:00 AM,7.280,0.0,,,,,
257,10/23/21 01:00:00 AM,7.280,0.0,,,,,
258,10/23/21 01:15:00 AM,7.179,0.0,,,,,
259,10/23/21 01:30:00 AM,7.179,0.0,,,,,
260,10/23/21 01:45:00 AM,7.079,0.0,,,,,
261,10/23/21 02:00:00 AM,7.079,0.0,,,,,
262,10/23/21 02:15:00 AM,6.978,0.0,,,,,
263,10/23/21 02:30:00 AM,6.978,0.0,,,,,
264,10/23/21 02:45:00 AM,6.877,0.0,,,,,
265,10/23/21 03:00:00 AM,6.877,0.0,,,,,
266,10/23/21 03:15:00 AM,6.877,0.0,,,,,
267,10/23/21 03:30:00 AM,6.775,0.0,,,,,
268,10/23/21 03:45:00 AM,6.775,0.0,,,,,
269,10/23/21 04:00:00 AM,6.674,0.0,,,,,
270,10/23/21 04:15:00 AM,6.573,0.0,,,,,
271,10/23/21 04:30:00 AM,6.471,0.0,,,,,
272,10/23/21 04:45:00 AM,6.370,0.0,,,,,
273,10/23/21 05:00:00 AM,6.370,0.0,,,,,
274,10/23/21 05:15:00 AM,6.370,0.0,,,,,
275,10/23/21 05:30:00 AM,6.370,0.0,,,,,
276,10/23/21 05:45:00 AM,6.471,10.8,,,,,
277,10/23/21 06:00:00 AM,6.471,226.0,,,,,
278,10/23/21 06:15:00 AM,6.471,441.3,,,,,
279,10/23/21 06:30:00 AM,6.471,796.5,,,,,
280,10/23/21 06:45:00 AM,6.573,1636.1,,,,,
281,10/23/21 07:00:00 AM,6.674,5511.1,,,,,
282,10/23/21 07:15:00 AM,6.877,8266.7,,,,,
283,10/23/21 07:30:00 AM,6.978,9300.1,,,,,
284,10/23/21 07:45:00 AM,7.079,9644.5,,,,,
285,10/23/21 08:00:00 AM,7.280,14466.8,,,,,
286,10/23/21 08:15:00 AM,7.381,14466.8,,,,,
287,10/23/21 08:30:00 AM,7.582,17222.3,,,,,
288,10/23/21 08:45:00 AM,7.983,27555.7,,,,,
289,10/23/21 09:00:00 AM,8.779,38578.0,,,,,
290,10/23/21 09:15:00 AM,8.581,18600.1,,,,,
291,10/23/21 09:30:00 AM,9.669,52355.9,,,,,
292,10/23/21 09:45:00 AM,9.275,18600.1,,,,,
293,10/23/21 10:00:00 AM,9.077,17911.2,,,,,
294,10/23/21 10:15:00 AM,9.571,8611.2,,,,,
295,10/23/21 10:30:00 AM,9.571,17911.2,,,,,
296,10/23/21 10:45:00 AM,9.373,52355.9,,,,,
297,10/23/21 11:00:00 AM,10.455,44089.2,,,,,
298,10/23/21 11:15:00 AM,10.748,55111.5,,,,,
299,10/23/21 11:30:00 AM,11.722,79911.6,,,,,
300,10/23/21 11:45:00 AM,10.748,24800.2,,,,,
301,10/23/21 12:00:00 PM,12.497,110223.0,,,,,
302,10/23/21 12:15:00 PM,11.916,38578.0,,,,,
303,10/23/21 12:30:00 PM,11.528,37200.2,,,,,
304,10/23/21 12:45:00 PM,11.431,24800.2,,,,,
305,10/23/21 01:00:00 PM,11.139,22044.6,,,,,
306,10/23/21 01:15:00 PM,11.041,17222.3,,,,,
307,10/23/21 01:30:00 PM,11.236,52355.9,,,,,
308,10/23/21 01:45:00 PM,10.748,22044.6,,,,,
309,10/23/21 02:00:00 PM,10.161,9300.1,,,,,
310,10/23/21 02:15:00 PM,10.357,15155.7,,,,,
311,10/23/21 02:30:00 PM,10.259,14466.8,,,,,
312,10/23/21 02:45:00 PM,10.161,14466.8,,,,,
313,10/23/21 03:00:00 PM,10.455,23422.4,,,,,
314,10/23/21 03:15:00 PM,10.748,15155.7,,,,,
315,10/23/21 03:30:00 PM,10.161,15844.5,,,,,
316,10/23/21 03:45:00 PM,10.161,10677.8,,,,,
317,10/23/21 04:00:00 PM,9.965,7577.8,,,,,
318,10/23/21 04:15:00 PM,9.768,17911.2,,,,,
319,10/23/21 04:30:00 PM,9.275,4305.6,,,,,
320,10/23/21 04:45:00 PM,8.978,893.4,,,,,
321,10/23/21 05:00:00 PM,8.978,1345.5,,,,,
322,10/23/21 05:15:00 PM,8.879,688.9,,,,,
323,10/23/21 05:30:00 PM,8.779,172.2,,,,,
324,10/23/21 05:45:00 PM,8.779,96.9,,,,,
325,10/23/21 06:00:00 PM,8.779,118.4,,,,,
326,10/23/21 06:15:00 PM,8.680,0.0,,,,,
327,10/23/21 06:30:00 PM,8.581,0.0,,,,,
328,10/23/21 06:45:00 PM,8.581,0.0,,,,,
329,10/23/21 07:00:00 PM,8.481,0.0,,,,,
330,10/23/21 07:15:00 PM,8.382,0.0,,,,,
331,10/23/21 07:30:00 PM,8.282,0.0,,,,,
332,10/23/21 07:45:00 PM,8.282,0.0,,,,,
333,10/23/21 08:00:00 PM,8.182,0.0,,,,,
334,10/23/21 08:15:00 PM,8.082,0.0,,,,,
335,10/23/21 08:30:00 PM,8.082,0.0,,,,,
336,10/23/21 08:45:00 PM,7.983,0.0,,,,,
337,10/23/21 09:00:00 PM,7.983,0.0,,,,,
338,10/23/21 09:15:00 PM,7.882,0.0,,,,,
339,10/23/21 09:30:00 PM,7.882,0.0,,,,,
340,10/23/21 09:45:00 PM,7.782,0.0,,,,,
341,10/23/21 10:00:00 PM,7.782,0.0,,,,,
342,10/23/21 10:15:00 PM,7.782,0.0,,,,,
343,10/23/21 10:30:00 PM,7.682,0.0,,,,,
344,10/23/21 10:45:00 PM,7.582,0.0,,,,,
345,10/23/21 11:00:00 PM,7.582,0.0,,,,,
346,10/23/21 11:15:00 PM,7.481,0.0,,,,,
347,10/23/21 11:30:00 PM,7.381,0.0,,,,,
348,10/23/21 11:45:00 PM,7.280,0.0,,,,,
349,10/24/21 12:00:00 AM,7.179,0.0,,,,,
350,10/24/21 12:15:00 AM,6.978,0.0,,,,,
351,10/24/21 12:30:00 AM,6.775,0.0,,,,,
352,10/24/21 12:45:00 AM,6.573,0.0,,,,,
353,10/24/21 01:00:00 AM,6.166,0.0,,,,,
354,10/24/21 01:15:00 AM,6.471,0.0,,,,,
355,10/24/21 01:30:00 AM,6.268,0.0,,,,,
356,10/24/21 01:45:00 AM,5.860,0.0,,,,,
357,10/24/21 02:00:00 AM,5.655,0.0,,,,,
358,10/24/21 02:15:00 AM,5.347,0.0,,,,,
359,10/24/21 02:30:00 AM,4.934,0.0,,,,,
360,10/24/21 02:45:00 AM,4.831,0.0,,,,,
361,10/24/21 03:00:00 AM,4.415,0.0,,,,,
362,10/24/21 03:15:00 AM,3.893,0.0,,,,,
363,10/24/21 03:30:00 AM,2.943,0.0,,,,,
364,10/24/21 03:45:00 AM,2.730,0.0,,,,,
365,10/24/21 04:00:00 AM,2.730,0.0,,,,,
366,10/24/21 04:15:00 AM,2.624,0.0,,,,,
367,10/24/21 04:30:00 AM,2.517,0.0,,,,,
368,10/24/21 04:45:00 AM,2.517,0.0,,,,,
369,10/24/21 05:00:00 AM,2.195,0.0,,,,,
370,10/24/21 05:15:00 AM,2.837,0.0,,,,,
371,10/24/21 05:30:00 AM,3.049,0.0,,,,,
372,10/24/21 05:45:00 AM,2.837,0.0,,,,,
373,10/24/21 06:00:00 AM,2.943,129.2,,,,,
374,10/24/21 06:15:00 AM,3.155,473.6,,,,,
375,10/24/21 06:30:00 AM,3.155,1184.0,,,,,
376,10/24/21 06:45:00 AM,3.788,1894.5,,,,,
377,10/24/21 07:00:00 AM,4.934,3272.2,,,,,
378,10/24/21 07:15:00 AM,6.877,4477.8,,,,,
379,10/24/21 07:30:00 AM,8.978,5511.1,,,,,
380,10/24/21 07:45:00 AM,9.965,14466.8,,,,,
381,10/24/21 08:00:00 AM,12.883,9644.5,,,,,
382,10/24/21 08:15:00 AM,11.819,7233.4,,,,,
383,10/24/21 08:30:00 AM,11.625,7233.4,,,,,
384,10/24/21 08:45:00 AM,15.187,5338.9,,,,,
385,10/24/21 09:00:00 AM,18.426,24800.2,,,,,
386,10/24/21 09:15:00 AM,20.805,27555.7,,,,,
387,10/24/21 09:30:00 AM,19.282,14466.8,,,,,
388,10/24/21 09:45:00 AM,21.187,33066.9,,,,,
389,10/24/21 10:00:00 AM,22.621,18600.1,,,,,
390,10/24/21 10:15:00 AM,17.760,31689.1,,,,,
391,10/24/21 10:30:00 AM,19.092,28933.5,,,,,
392,10/24/21 10:45:00 AM,19.282,6544.5,,,,,
393,10/24/21 11:00:00 AM,22.717,34444.7,,,,,
394,10/24/21 11:15:00 AM,24.931,30311.3,,,,,
395,10/24/21 11:30:00 AM,25.125,33066.9,,,,,
396,10/24/21 11:45:00 AM,26.000,30311.3,,,,,
397,10/24/21 12:00:00 PM,19.472,6200.0,,,,,
398,10/24/21 12:15:00 PM,23.196,16533.4,,,,,
399,10/24/21 12:30:00 PM,25.028,10333.4,,,,,
400,10/24/21 12:45:00 PM,23.677,10677.8,,,,,
401,10/24/21 01:00:00 PM,27.764,31689.1,,,,,
402,10/24/21 01:15:00 PM,19.187,7233.4,,,,,
403,10/24/21 01:30:00 PM,25.222,7577.8,,,,,
404,10/24/21 01:45:00 PM,21.091,7577.8,,,,,
405,10/24/21 02:00:00 PM,16.808,7577.8,,,,,
406,10/24/21 02:15:00 PM,16.523,7233.4,,,,,
407,10/24/21 02:30:00 PM,15.473,5511.1,,,,,
408,10/24/21 02:45:00 PM,12.787,1894.5,,,,,
409,10/24/21 03:00:00 PM,10.748,1313.2,,,,,
410,10/24/21 03:15:00 PM,10.357,1291.7,,,,,
411,10/24/21 03:30:00 PM,10.161,1033.3,,,,,
412,10/24/21 03:45:00 PM,10.259,1377.8,,,,,
413,10/24/21 04:00:00 PM,9.373,721.2,,,,,
414,10/24/21 04:15:00 PM,9.965,1722.2,,,,,
415,10/24/21 04:30:00 PM,9.866,1550.0,,,,,
416,10/24/21 04:45:00 PM,9.866,1173.3,,,,,
417,10/24/21 05:00:00 PM,9.176,1184.0,,,,,
418,10/24/21 05:15:00 PM,8.680,398.3,,,,,
419,10/24/21 05:30:00 PM,8.082,236.8,,,,,
420,10/24/21 05:45:00 PM,7.682,96.9,,,,,
421,10/24/21 06:00:00 PM,7.481,10.8,,,,,
422,10/24/21 06:15:00 PM,7.179,0.0,,,,,
423,10/24/21 06:30:00 PM,6.978,0.0,,,,,
424,10/24/21 06:45:00 PM,6.877,0.0,,,,,
425,10/24/21 07:00:00 PM,6.573,0.0,,,,,
426,10/24/21 07:15:00 PM,6.370,0.0,,,,,
427,10/24/21 07:30:00 PM,5.860,0.0,,,,,
428,10/24/21 07:45:00 PM,5.141,0.0,,,,,
429,10/24/21 08:00:00 PM,4.934,0.0,,,,,
430,10/24/21 08:15:00 PM,5.141,0.0,,,,,
431,10/24/21 08:30:00 PM,5.141,0.0,,,,,
432,10/24/21 08:45:00 PM,5.037,0.0,,,,,
433,10/24/21 09:00:00 PM,4.623,0.0,,,,,
434,10/24/21 09:15:00 PM,4.311,0.0,,,,,
435,10/24/21 09:30:00 PM,4.207,0.0,,,,,
436,10/24/21 09:45:00 PM,4.207,0.0,,,,,
437,10/24/21 10:00:00 PM,4.311,0.0,,,,,
438,10/24/21 10:15:00 PM,4.727,0.0,,,,,
439,10/24/21 10:30:00 PM,4.934,0.0,,,,,
440,10/24/21 10:45:00 PM,5.244,0.0,,,,,
441,10/24/21 11:00:00 PM,5.141,0.0,,,,,
442,10/24/21 11:15:00 PM,4.934,0.0,,,,,
443,10/24/21 11:30:00 PM,4.727,0.0,,,,,
444,10/24/21 11:45:00 PM,4.415,0.0,,,,,
445,10/25/21 12:00:00 AM,4.519,0.0,,,,,
446,10/25/21 12:15:00 AM,4.831,0.0,,,,,
447,10/25/21 12:30:00 AM,4.831,0.0,,,,,
448,10/25/21 12:45:00 AM,4.727,0.0,,,,,
449,10/25/21 01:00:00 AM,4.831,0.0,,,,,
450,10/25/21 01:15:00 AM,5.037,0.0,,,,,
451,10/25/21 01:30:00 AM,5.037,0.0,,,,,
452,10/25/21 01:45:00 AM,4.934,0.0,,,,,
453,10/25/21 02:00:00 AM,4.934,0.0,,,,,
