"Plot Title: LUXarriba_02"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10163225, SEN S/N: 10163225)","Intensity, lum/ft² (LGR S/N: 10163225, SEN S/N: 10163225)","End Of File (LGR S/N: 10163225)"
90,07/28/21 11:15:00 AM,42.179,256.0,
91,07/28/21 11:30:00 AM,43.099,352.0,
92,07/28/21 11:45:00 AM,44.379,480.0,
93,07/28/21 12:00:00 PM,44.742,416.0,
94,07/28/21 12:15:00 PM,49.582,1472.0,
95,07/28/21 12:30:00 PM,50.466,1152.0,
96,07/28/21 12:45:00 PM,47.446,384.0,
97,07/28/21 01:00:00 PM,47.802,1536.0,
98,07/28/21 01:15:00 PM,52.050,960.0,
99,07/28/21 01:30:00 PM,53.449,480.0,
100,07/28/21 01:45:00 PM,48.871,336.0,
101,07/28/21 02:00:00 PM,48.160,352.0,
102,07/28/21 02:15:00 PM,51.172,576.0,
103,07/28/21 02:30:00 PM,48.517,320.0,
104,07/28/21 02:45:00 PM,49.582,416.0,
105,07/28/21 03:00:00 PM,50.819,992.0,
106,07/28/21 03:15:00 PM,51.346,480.0,
107,07/28/21 03:30:00 PM,49.759,400.0,
108,07/28/21 03:45:00 PM,50.819,464.0,
109,07/28/21 04:00:00 PM,50.113,512.0,
110,07/28/21 04:15:00 PM,49.404,352.0,
111,07/28/21 04:30:00 PM,48.695,400.0,
112,07/28/21 04:45:00 PM,47.982,184.0,
113,07/28/21 05:00:00 PM,45.286,97.0,
114,07/28/21 05:15:00 PM,43.831,47.0,
115,07/28/21 05:30:00 PM,43.282,70.0,
116,07/28/21 05:45:00 PM,42.915,60.0,
117,07/28/21 06:00:00 PM,42.548,56.0,
118,07/28/21 06:15:00 PM,41.810,8.0,
119,07/28/21 06:30:00 PM,41.625,1.0,
120,07/28/21 06:45:00 PM,41.254,0.0,
121,07/28/21 07:00:00 PM,41.067,0.0,
122,07/28/21 07:15:00 PM,40.696,0.0,
123,07/28/21 07:30:00 PM,40.509,0.0,
124,07/28/21 07:45:00 PM,40.321,0.0,
125,07/28/21 08:00:00 PM,40.134,0.0,
126,07/28/21 08:15:00 PM,39.947,0.0,
127,07/28/21 08:30:00 PM,40.134,0.0,
128,07/28/21 08:45:00 PM,39.947,0.0,
129,07/28/21 09:00:00 PM,39.573,0.0,
130,07/28/21 09:15:00 PM,39.573,0.0,
131,07/28/21 09:30:00 PM,39.573,0.0,
132,07/28/21 09:45:00 PM,39.573,0.0,
133,07/28/21 10:00:00 PM,39.573,0.0,
134,07/28/21 10:15:00 PM,39.384,0.0,
135,07/28/21 10:30:00 PM,39.384,0.0,
136,07/28/21 10:45:00 PM,39.007,0.0,
137,07/28/21 11:00:00 PM,39.007,0.0,
138,07/28/21 11:15:00 PM,38.818,0.0,
139,07/28/21 11:30:00 PM,38.629,0.0,
140,07/28/21 11:45:00 PM,38.440,0.0,
141,07/29/21 12:00:00 AM,38.250,0.0,
142,07/29/21 12:15:00 AM,38.061,0.0,
143,07/29/21 12:30:00 AM,38.061,0.0,
144,07/29/21 12:45:00 AM,37.870,0.0,
145,07/29/21 01:00:00 AM,37.870,0.0,
146,07/29/21 01:15:00 AM,37.297,0.0,
147,07/29/21 01:30:00 AM,37.107,0.0,
148,07/29/21 01:45:00 AM,37.488,0.0,
149,07/29/21 02:00:00 AM,37.107,0.0,
150,07/29/21 02:15:00 AM,37.297,0.0,
151,07/29/21 02:30:00 AM,37.107,0.0,
152,07/29/21 02:45:00 AM,36.723,0.0,
153,07/29/21 03:00:00 AM,36.914,0.0,
154,07/29/21 03:15:00 AM,36.914,0.0,
155,07/29/21 03:30:00 AM,37.107,0.0,
156,07/29/21 03:45:00 AM,37.107,0.0,
157,07/29/21 04:00:00 AM,37.107,0.0,
158,07/29/21 04:15:00 AM,37.107,0.0,
159,07/29/21 04:30:00 AM,36.914,0.0,
160,07/29/21 04:45:00 AM,36.914,0.0,
161,07/29/21 05:00:00 AM,36.914,0.0,
162,07/29/21 05:15:00 AM,36.914,0.0,
163,07/29/21 05:30:00 AM,36.338,0.0,
164,07/29/21 05:45:00 AM,35.758,0.0,
165,07/29/21 06:00:00 AM,36.338,0.0,
166,07/29/21 06:15:00 AM,36.723,0.0,
167,07/29/21 06:30:00 AM,36.914,4.0,
168,07/29/21 06:45:00 AM,36.914,4.0,
169,07/29/21 07:00:00 AM,36.914,22.0,
170,07/29/21 07:15:00 AM,37.107,61.0,
171,07/29/21 07:30:00 AM,37.297,61.0,
172,07/29/21 07:45:00 AM,37.488,87.0,
173,07/29/21 08:00:00 AM,37.870,93.0,
174,07/29/21 08:15:00 AM,38.440,152.0,
175,07/29/21 08:30:00 AM,39.384,152.0,
176,07/29/21 08:45:00 AM,39.573,184.0,
177,07/29/21 09:00:00 AM,39.573,176.0,
178,07/29/21 09:15:00 AM,40.509,336.0,
179,07/29/21 09:30:00 AM,41.439,384.0,
180,07/29/21 09:45:00 AM,42.179,576.0,
181,07/29/21 10:00:00 AM,41.994,288.0,
182,07/29/21 10:15:00 AM,41.994,304.0,
183,07/29/21 10:30:00 AM,42.732,464.0,
184,07/29/21 10:45:00 AM,43.831,400.0,
185,07/29/21 11:00:00 AM,43.282,512.0,
186,07/29/21 11:15:00 AM,42.915,496.0,
187,07/29/21 11:30:00 AM,45.286,608.0,
188,07/29/21 11:45:00 AM,43.831,304.0,
189,07/29/21 12:00:00 PM,43.831,480.0,
190,07/29/21 12:15:00 PM,44.922,672.0,
191,07/29/21 12:30:00 PM,45.104,496.0,
192,07/29/21 12:45:00 PM,44.742,400.0,
193,07/29/21 01:00:00 PM,46.369,2304.0,
194,07/29/21 01:15:00 PM,49.228,1472.0,
195,07/29/21 01:30:00 PM,53.798,3072.0,
196,07/29/21 01:45:00 PM,53.449,1024.0,
197,07/29/21 02:00:00 PM,53.274,896.0,
198,07/29/21 02:15:00 PM,55.884,1088.0,
199,07/29/21 02:30:00 PM,57.614,1088.0,
200,07/29/21 02:45:00 PM,56.057,992.0,
201,07/29/21 03:00:00 PM,52.401,576.0,
202,07/29/21 03:15:00 PM,50.466,448.0,
203,07/29/21 03:30:00 PM,49.937,672.0,
204,07/29/21 03:45:00 PM,49.228,464.0,
205,07/29/21 04:00:00 PM,47.982,216.0,
206,07/29/21 04:15:00 PM,44.742,101.0,
207,07/29/21 04:30:00 PM,43.831,232.0,
208,07/29/21 04:45:00 PM,44.742,224.0,
209,07/29/21 05:00:00 PM,45.104,216.0,
210,07/29/21 05:15:00 PM,44.195,80.0,
211,07/29/21 05:30:00 PM,43.099,128.0,
212,07/29/21 05:45:00 PM,42.732,90.0,
213,07/29/21 06:00:00 PM,42.548,50.0,
214,07/29/21 06:15:00 PM,41.625,7.0,
215,07/29/21 06:30:00 PM,41.067,3.0,
216,07/29/21 06:45:00 PM,40.509,0.0,
217,07/29/21 07:00:00 PM,40.509,0.0,
218,07/29/21 07:15:00 PM,40.509,0.0,
219,07/29/21 07:30:00 PM,40.321,0.0,
220,07/29/21 07:45:00 PM,40.134,0.0,
221,07/29/21 08:00:00 PM,39.760,0.0,
222,07/29/21 08:15:00 PM,39.573,0.0,
223,07/29/21 08:30:00 PM,39.196,0.0,
224,07/29/21 08:45:00 PM,39.196,0.0,
225,07/29/21 09:00:00 PM,39.007,0.0,
226,07/29/21 09:15:00 PM,39.007,0.0,
227,07/29/21 09:30:00 PM,39.007,0.0,
228,07/29/21 09:45:00 PM,39.196,0.0,
229,07/29/21 10:00:00 PM,39.196,0.0,
230,07/29/21 10:15:00 PM,39.007,0.0,
231,07/29/21 10:30:00 PM,39.007,0.0,
232,07/29/21 10:45:00 PM,39.196,0.0,
233,07/29/21 11:00:00 PM,39.196,0.0,
234,07/29/21 11:15:00 PM,39.196,0.0,
235,07/29/21 11:30:00 PM,39.196,0.0,
236,07/29/21 11:45:00 PM,39.007,0.0,
237,07/30/21 12:00:00 AM,39.007,0.0,
238,07/30/21 12:15:00 AM,39.007,0.0,
239,07/30/21 12:30:00 AM,38.629,0.0,
240,07/30/21 12:45:00 AM,38.629,0.0,
241,07/30/21 01:00:00 AM,38.629,0.0,
242,07/30/21 01:15:00 AM,38.440,0.0,
243,07/30/21 01:30:00 AM,38.629,0.0,
244,07/30/21 01:45:00 AM,38.629,0.0,
245,07/30/21 02:00:00 AM,38.629,0.0,
246,07/30/21 02:15:00 AM,38.629,0.0,
247,07/30/21 02:30:00 AM,38.629,0.0,
248,07/30/21 02:45:00 AM,38.629,0.0,
249,07/30/21 03:00:00 AM,38.818,0.0,
250,07/30/21 03:15:00 AM,38.629,0.0,
251,07/30/21 03:30:00 AM,38.818,0.0,
252,07/30/21 03:45:00 AM,38.818,0.0,
253,07/30/21 04:00:00 AM,38.629,0.0,
254,07/30/21 04:15:00 AM,38.629,0.0,
255,07/30/21 04:30:00 AM,38.818,0.0,
256,07/30/21 04:45:00 AM,38.440,0.0,
257,07/30/21 05:00:00 AM,38.629,0.0,
258,07/30/21 05:15:00 AM,38.440,0.0,
259,07/30/21 05:30:00 AM,38.440,0.0,
260,07/30/21 05:45:00 AM,38.061,0.0,
261,07/30/21 06:00:00 AM,37.870,0.0,
262,07/30/21 06:15:00 AM,38.061,0.0,
263,07/30/21 06:30:00 AM,38.250,2.0,
264,07/30/21 06:45:00 AM,38.440,14.0,
265,07/30/21 07:00:00 AM,38.440,36.0,
266,07/30/21 07:15:00 AM,38.818,40.0,
267,07/30/21 07:30:00 AM,39.007,88.0,
268,07/30/21 07:45:00 AM,39.573,114.0,
269,07/30/21 08:00:00 AM,39.760,160.0,
270,07/30/21 08:15:00 AM,40.321,144.0,
271,07/30/21 08:30:00 AM,40.696,248.0,
272,07/30/21 08:45:00 AM,41.439,248.0,
273,07/30/21 09:00:00 AM,41.625,256.0,
274,07/30/21 09:15:00 AM,41.625,232.0,
275,07/30/21 09:30:00 AM,41.254,256.0,
276,07/30/21 09:45:00 AM,41.625,336.0,
277,07/30/21 10:00:00 AM,41.810,384.0,
278,07/30/21 10:15:00 AM,41.994,416.0,
279,07/30/21 10:30:00 AM,42.548,416.0,
280,07/30/21 10:45:00 AM,42.915,320.0,
281,07/30/21 11:00:00 AM,42.548,336.0,
282,07/30/21 11:15:00 AM,43.282,368.0,
283,07/30/21 11:30:00 AM,43.466,448.0,
284,07/30/21 11:45:00 AM,44.195,672.0,
285,07/30/21 12:00:00 PM,45.466,864.0,
286,07/30/21 12:15:00 PM,44.560,512.0,
287,07/30/21 12:30:00 PM,44.560,416.0,
288,07/30/21 12:45:00 PM,44.560,608.0,
289,07/30/21 01:00:00 PM,44.379,400.0,
290,07/30/21 01:15:00 PM,43.648,352.0,
291,07/30/21 01:30:00 PM,43.466,400.0,
292,07/30/21 01:45:00 PM,42.915,240.0,
293,07/30/21 02:00:00 PM,43.282,384.0,
294,07/30/21 02:15:00 PM,44.560,704.0,
295,07/30/21 02:30:00 PM,45.648,864.0,
296,07/30/21 02:45:00 PM,47.266,608.0,
297,07/30/21 03:00:00 PM,45.104,400.0,
298,07/30/21 03:15:00 PM,44.560,368.0,
299,07/30/21 03:30:00 PM,44.742,304.0,
300,07/30/21 03:45:00 PM,46.728,432.0,
301,07/30/21 04:00:00 PM,44.560,176.0,
302,07/30/21 04:15:00 PM,44.379,272.0,
303,07/30/21 04:30:00 PM,44.013,240.0,
304,07/30/21 04:45:00 PM,43.466,232.0,
305,07/30/21 05:00:00 PM,43.099,152.0,
306,07/30/21 05:15:00 PM,43.099,110.0,
307,07/30/21 05:30:00 PM,42.363,45.0,
308,07/30/21 05:45:00 PM,40.881,23.0,
309,07/30/21 06:00:00 PM,40.509,36.0,
310,07/30/21 06:15:00 PM,40.321,16.0,
311,07/30/21 06:30:00 PM,39.947,0.0,
312,07/30/21 06:45:00 PM,40.134,0.0,
313,07/30/21 07:00:00 PM,39.947,0.0,
314,07/30/21 07:15:00 PM,39.573,0.0,
315,07/30/21 07:30:00 PM,39.384,0.0,
316,07/30/21 07:45:00 PM,39.384,0.0,
317,07/30/21 08:00:00 PM,39.196,0.0,
318,07/30/21 08:15:00 PM,39.196,0.0,
319,07/30/21 08:30:00 PM,38.818,0.0,
320,07/30/21 08:45:00 PM,38.818,0.0,
321,07/30/21 09:00:00 PM,38.440,0.0,
322,07/30/21 09:15:00 PM,38.440,0.0,
323,07/30/21 09:30:00 PM,38.440,0.0,
324,07/30/21 09:45:00 PM,38.629,0.0,
325,07/30/21 10:00:00 PM,38.440,0.0,
326,07/30/21 10:15:00 PM,38.440,0.0,
327,07/30/21 10:30:00 PM,38.250,0.0,
328,07/30/21 10:45:00 PM,38.250,0.0,
329,07/30/21 11:00:00 PM,38.250,0.0,
330,07/30/21 11:15:00 PM,38.061,0.0,
331,07/30/21 11:30:00 PM,37.870,0.0,
332,07/30/21 11:45:00 PM,37.870,0.0,
333,07/31/21 12:00:00 AM,37.679,0.0,
334,07/31/21 12:15:00 AM,37.679,0.0,
335,07/31/21 12:30:00 AM,37.679,0.0,
336,07/31/21 12:45:00 AM,37.488,0.0,
337,07/31/21 01:00:00 AM,37.488,0.0,
338,07/31/21 01:15:00 AM,37.297,0.0,
339,07/31/21 01:30:00 AM,37.297,0.0,
340,07/31/21 01:45:00 AM,37.107,0.0,
341,07/31/21 02:00:00 AM,36.914,0.0,
342,07/31/21 02:15:00 AM,36.723,0.0,
343,07/31/21 02:30:00 AM,37.107,0.0,
344,07/31/21 02:45:00 AM,36.914,0.0,
345,07/31/21 03:00:00 AM,36.723,0.0,
346,07/31/21 03:15:00 AM,35.758,0.0,
347,07/31/21 03:30:00 AM,34.981,0.0,
348,07/31/21 03:45:00 AM,34.590,0.0,
349,07/31/21 04:00:00 AM,34.786,0.0,
350,07/31/21 04:15:00 AM,34.786,0.0,
351,07/31/21 04:30:00 AM,34.590,0.0,
352,07/31/21 04:45:00 AM,34.590,0.0,
353,07/31/21 05:00:00 AM,34.590,0.0,
354,07/31/21 05:15:00 AM,34.590,0.0,
355,07/31/21 05:30:00 AM,34.590,0.0,
356,07/31/21 05:45:00 AM,34.394,0.0,
357,07/31/21 06:00:00 AM,34.002,0.0,
358,07/31/21 06:15:00 AM,34.198,3.0,
359,07/31/21 06:30:00 AM,34.394,8.0,
360,07/31/21 06:45:00 AM,34.786,19.0,
361,07/31/21 07:00:00 AM,34.981,14.0,
362,07/31/21 07:15:00 AM,35.370,16.0,
363,07/31/21 07:30:00 AM,35.758,41.0,
364,07/31/21 07:45:00 AM,37.679,54.0,
365,07/31/21 08:00:00 AM,39.007,70.0,
366,07/31/21 08:15:00 AM,40.321,92.0,
367,07/31/21 08:30:00 AM,41.067,124.0,
368,07/31/21 08:45:00 AM,41.994,160.0,
369,07/31/21 09:00:00 AM,42.548,248.0,
370,07/31/21 09:15:00 AM,43.099,336.0,
371,07/31/21 09:30:00 AM,44.195,400.0,
372,07/31/21 09:45:00 AM,45.466,608.0,
373,07/31/21 10:00:00 AM,46.008,608.0,
374,07/31/21 10:15:00 AM,48.517,800.0,
375,07/31/21 10:30:00 AM,49.228,768.0,
376,07/31/21 10:45:00 AM,50.466,960.0,
377,07/31/21 11:00:00 AM,50.995,1024.0,
378,07/31/21 11:15:00 AM,50.290,608.0,
379,07/31/21 11:30:00 AM,51.523,672.0,
380,07/31/21 11:45:00 AM,52.050,1408.0,
381,07/31/21 12:00:00 PM,53.449,768.0,
382,07/31/21 12:15:00 PM,54.842,2432.0,
383,07/31/21 12:30:00 PM,53.100,480.0,
384,07/31/21 12:45:00 PM,55.537,2048.0,
385,07/31/21 01:00:00 PM,52.576,1024.0,
386,07/31/21 01:15:00 PM,55.884,3456.0,
387,07/31/21 01:30:00 PM,54.669,1152.0,
388,07/31/21 01:45:00 PM,55.017,960.0,
389,07/31/21 02:00:00 PM,57.268,2688.0,
390,07/31/21 02:15:00 PM,57.096,1408.0,
391,07/31/21 02:30:00 PM,53.274,704.0,
392,07/31/21 02:45:00 PM,50.995,512.0,
393,07/31/21 03:00:00 PM,47.624,224.0,
394,07/31/21 03:15:00 PM,49.759,864.0,
395,07/31/21 03:30:00 PM,48.871,464.0,
396,07/31/21 03:45:00 PM,52.225,288.0,
397,07/31/21 04:00:00 PM,52.401,352.0,
398,07/31/21 04:15:00 PM,49.937,232.0,
399,07/31/21 04:30:00 PM,49.937,400.0,
400,07/31/21 04:45:00 PM,48.871,160.0,
401,07/31/21 05:00:00 PM,47.088,304.0,
402,07/31/21 05:15:00 PM,45.286,78.0,
403,07/31/21 05:30:00 PM,43.831,50.0,
404,07/31/21 05:45:00 PM,43.099,47.0,
405,07/31/21 06:00:00 PM,40.881,21.0,
406,07/31/21 06:15:00 PM,39.947,7.0,
407,07/31/21 06:30:00 PM,40.134,0.0,
408,07/31/21 06:45:00 PM,39.947,0.0,
409,07/31/21 07:00:00 PM,38.818,0.0,
410,07/31/21 07:15:00 PM,38.250,0.0,
411,07/31/21 07:30:00 PM,37.679,0.0,
412,07/31/21 07:45:00 PM,37.488,0.0,
413,07/31/21 08:00:00 PM,38.440,0.0,
414,07/31/21 08:15:00 PM,38.250,0.0,
415,07/31/21 08:30:00 PM,38.250,0.0,
416,07/31/21 08:45:00 PM,38.061,0.0,
417,07/31/21 09:00:00 PM,37.679,0.0,
418,07/31/21 09:15:00 PM,37.488,0.0,
419,07/31/21 09:30:00 PM,37.679,0.0,
420,07/31/21 09:45:00 PM,37.679,0.0,
421,07/31/21 10:00:00 PM,37.870,0.0,
422,07/31/21 10:15:00 PM,37.870,0.0,
423,07/31/21 10:30:00 PM,37.870,0.0,
424,07/31/21 10:45:00 PM,37.870,0.0,
425,07/31/21 11:00:00 PM,37.297,0.0,
426,07/31/21 11:15:00 PM,37.297,0.0,
427,07/31/21 11:30:00 PM,36.914,0.0,
428,07/31/21 11:45:00 PM,36.723,0.0,
429,08/01/21 12:00:00 AM,36.338,0.0,
430,08/01/21 12:15:00 AM,36.145,0.0,
431,08/01/21 12:30:00 AM,35.951,0.0,
432,08/01/21 12:45:00 AM,35.758,0.0,
433,08/01/21 01:00:00 AM,35.564,0.0,
434,08/01/21 01:15:00 AM,35.370,0.0,
435,08/01/21 01:30:00 AM,35.564,0.0,
436,08/01/21 01:45:00 AM,35.370,0.0,
437,08/01/21 02:00:00 AM,35.370,0.0,
438,08/01/21 02:15:00 AM,35.370,0.0,
439,08/01/21 02:30:00 AM,34.981,0.0,
440,08/01/21 02:45:00 AM,35.175,0.0,
441,08/01/21 03:00:00 AM,35.175,0.0,
442,08/01/21 03:15:00 AM,35.175,0.0,
443,08/01/21 03:30:00 AM,34.981,0.0,
444,08/01/21 03:45:00 AM,34.981,0.0,
445,08/01/21 04:00:00 AM,34.981,0.0,
446,08/01/21 04:15:00 AM,34.786,0.0,
447,08/01/21 04:30:00 AM,34.786,0.0,
448,08/01/21 04:45:00 AM,34.786,0.0,
449,08/01/21 05:00:00 AM,34.981,0.0,
450,08/01/21 05:15:00 AM,34.981,0.0,
451,08/01/21 05:30:00 AM,34.981,0.0,
452,08/01/21 05:45:00 AM,34.981,0.0,
453,08/01/21 06:00:00 AM,35.175,0.0,
454,08/01/21 06:15:00 AM,35.175,0.0,
455,08/01/21 06:30:00 AM,34.981,2.0,
456,08/01/21 06:45:00 AM,34.981,7.0,
457,08/01/21 07:00:00 AM,34.981,30.0,
458,08/01/21 07:15:00 AM,35.175,45.0,
459,08/01/21 07:30:00 AM,35.564,51.0,
460,08/01/21 07:45:00 AM,35.758,56.0,
461,08/01/21 08:00:00 AM,35.758,60.0,
462,08/01/21 08:15:00 AM,35.951,116.0,
463,08/01/21 08:30:00 AM,36.531,168.0,
464,08/01/21 08:45:00 AM,37.297,216.0,
465,08/01/21 09:00:00 AM,37.297,336.0,
466,08/01/21 09:15:00 AM,37.679,216.0,
467,08/01/21 09:30:00 AM,37.870,256.0,
468,08/01/21 09:45:00 AM,37.870,352.0,
469,08/01/21 10:00:00 AM,38.250,464.0,
470,08/01/21 10:15:00 AM,38.061,336.0,
471,08/01/21 10:30:00 AM,39.007,416.0,
472,08/01/21 10:45:00 AM,39.196,384.0,
473,08/01/21 11:00:00 AM,41.254,512.0,
474,08/01/21 11:15:00 AM,43.648,1088.0,
475,08/01/21 11:30:00 AM,41.810,480.0,
476,08/01/21 11:45:00 AM,42.363,464.0,
477,08/01/21 12:00:00 PM,41.254,368.0,
478,08/01/21 12:15:00 PM,41.067,448.0,
479,08/01/21 12:30:00 PM,41.810,576.0,
480,08/01/21 12:45:00 PM,41.810,768.0,
481,08/01/21 01:00:00 PM,41.994,672.0,
482,08/01/21 01:15:00 PM,43.099,480.0,
483,08/01/21 01:30:00 PM,42.732,896.0,
484,08/01/21 01:45:00 PM,42.915,672.0,
485,08/01/21 02:00:00 PM,45.648,464.0,
486,08/01/21 02:15:00 PM,46.728,1024.0,
487,08/01/21 02:30:00 PM,48.160,864.0,
488,08/01/21 02:45:00 PM,47.624,512.0,
489,08/01/21 03:00:00 PM,46.369,480.0,
490,08/01/21 03:15:00 PM,43.831,272.0,
491,08/01/21 03:30:00 PM,41.439,304.0,
492,08/01/21 03:45:00 PM,41.810,448.0,
493,08/01/21 04:00:00 PM,42.732,400.0,
494,08/01/21 04:15:00 PM,41.254,248.0,
495,08/01/21 04:30:00 PM,40.696,232.0,
496,08/01/21 04:45:00 PM,39.196,304.0,
497,08/01/21 05:00:00 PM,39.007,144.0,
498,08/01/21 05:15:00 PM,38.061,102.0,
499,08/01/21 05:30:00 PM,37.870,46.0,
500,08/01/21 05:45:00 PM,37.488,26.0,
501,08/01/21 06:00:00 PM,37.107,48.0,
502,08/01/21 06:15:00 PM,37.107,4.0,
503,08/01/21 06:30:00 PM,36.723,0.0,
504,08/01/21 06:45:00 PM,36.723,0.0,
505,08/01/21 07:00:00 PM,36.723,0.0,
506,08/01/21 07:15:00 PM,36.531,0.0,
507,08/01/21 07:30:00 PM,36.531,0.0,
508,08/01/21 07:45:00 PM,36.531,0.0,
509,08/01/21 08:00:00 PM,36.914,0.0,
510,08/01/21 08:15:00 PM,36.723,0.0,
511,08/01/21 08:30:00 PM,36.531,0.0,
512,08/01/21 08:45:00 PM,36.145,0.0,
513,08/01/21 09:00:00 PM,36.531,0.0,
514,08/01/21 09:15:00 PM,36.531,0.0,
515,08/01/21 09:30:00 PM,36.531,0.0,
516,08/01/21 09:45:00 PM,36.338,0.0,
517,08/01/21 10:00:00 PM,36.531,0.0,
518,08/01/21 10:15:00 PM,36.338,0.0,
519,08/01/21 10:30:00 PM,36.338,0.0,
520,08/01/21 10:45:00 PM,36.145,0.0,
521,08/01/21 11:00:00 PM,35.951,0.0,
522,08/01/21 11:15:00 PM,35.951,0.0,
523,08/01/21 11:30:00 PM,35.564,0.0,
524,08/01/21 11:45:00 PM,35.175,0.0,
525,08/02/21 12:00:00 AM,35.370,0.0,
526,08/02/21 12:15:00 AM,35.370,0.0,
527,08/02/21 12:30:00 AM,35.370,0.0,
528,08/02/21 12:45:00 AM,35.564,0.0,
