"Plot Title: LUXarriba_04"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801151, SEN S/N: 10801151)","Intensity, Lux (LGR S/N: 10801151, SEN S/N: 10801151)","Bad Battery (LGR S/N: 10801151)","Coupler Attached (LGR S/N: 10801151)","Host Connected (LGR S/N: 10801151)","Stopped (LGR S/N: 10801151)","End Of File (LGR S/N: 10801151)"
3986,12/01/21 01:00:00 AM,4.415,0.0,,,,,
3987,12/01/21 01:15:00 AM,4.415,0.0,,,,,
3988,12/01/21 01:30:00 AM,4.415,0.0,,,,,
3989,12/01/21 01:45:00 AM,4.415,0.0,,,,,
3990,12/01/21 02:00:00 AM,4.415,0.0,,,,,
3991,12/01/21 02:15:00 AM,4.415,0.0,,,,,
3992,12/01/21 02:30:00 AM,4.415,0.0,,,,,
3993,12/01/21 02:45:00 AM,4.519,0.0,,,,,
3994,12/01/21 03:00:00 AM,4.519,0.0,,,,,
3995,12/01/21 03:15:00 AM,4.519,0.0,,,,,
3996,12/01/21 03:30:00 AM,4.519,0.0,,,,,
3997,12/01/21 03:45:00 AM,4.415,0.0,,,,,
3998,12/01/21 04:00:00 AM,4.519,0.0,,,,,
3999,12/01/21 04:15:00 AM,4.519,0.0,,,,,
4000,12/01/21 04:30:00 AM,4.519,0.0,,,,,
4001,12/01/21 04:45:00 AM,4.415,0.0,,,,,
4002,12/01/21 05:00:00 AM,4.415,0.0,,,,,
4003,12/01/21 05:15:00 AM,4.415,0.0,,,,,
4004,12/01/21 05:30:00 AM,4.311,0.0,,,,,
4005,12/01/21 05:45:00 AM,4.415,0.0,,,,,
4006,12/01/21 06:00:00 AM,4.415,43.1,,,,,
4007,12/01/21 06:15:00 AM,4.519,279.9,,,,,
4008,12/01/21 06:30:00 AM,4.623,731.9,,,,,
4009,12/01/21 06:45:00 AM,4.831,2669.5,,,,,
4010,12/01/21 07:00:00 AM,5.244,4305.6,,,,,
4011,12/01/21 07:15:00 AM,5.655,3788.9,,,,,
4012,12/01/21 07:30:00 AM,5.655,5166.7,,,,,
4013,12/01/21 07:45:00 AM,5.962,8266.7,,,,,
4014,12/01/21 08:00:00 AM,6.775,9644.5,,,,,
4015,12/01/21 08:15:00 AM,6.775,10333.4,,,,,
4016,12/01/21 08:30:00 AM,7.381,20666.8,,,,,
4017,12/01/21 08:45:00 AM,9.669,27555.7,,,,,
4018,12/01/21 09:00:00 AM,10.259,18600.1,,,,,
4019,12/01/21 09:15:00 AM,8.978,18600.1,,,,,
4020,12/01/21 09:30:00 AM,10.161,12400.1,,,,,
4021,12/01/21 09:45:00 AM,10.944,19977.9,,,,,
4022,12/01/21 10:00:00 AM,12.207,30311.3,,,,,
4023,12/01/21 10:15:00 AM,14.613,31689.1,,,,,
4024,12/01/21 10:30:00 AM,15.760,37200.2,,,,,
4025,12/01/21 10:45:00 AM,18.521,57867.0,,,,,
4026,12/01/21 11:00:00 AM,18.616,37200.2,,,,,
4027,12/01/21 11:15:00 AM,17.189,23422.4,,,,,
4028,12/01/21 11:30:00 AM,17.760,57867.0,,,,,
4029,12/01/21 11:45:00 AM,18.521,46844.8,,,,,
4030,12/01/21 12:00:00 PM,20.234,79911.6,,,,,
4031,12/01/21 12:15:00 PM,23.581,85422.8,,,,,
4032,12/01/21 12:30:00 PM,23.484,79911.6,,,,,
4033,12/01/21 12:45:00 PM,23.484,44089.2,,,,,
4034,12/01/21 01:00:00 PM,23.773,57867.0,,,,,
4035,12/01/21 01:15:00 PM,26.097,57867.0,,,,,
4036,12/01/21 01:30:00 PM,24.738,44089.2,,,,,
4037,12/01/21 01:45:00 PM,20.138,38578.0,,,,,
4038,12/01/21 02:00:00 PM,23.196,49600.3,,,,,
4039,12/01/21 02:15:00 PM,20.329,33066.9,,,,,
4040,12/01/21 02:30:00 PM,20.901,41333.6,,,,,
4041,12/01/21 02:45:00 PM,20.234,33066.9,,,,,
4042,12/01/21 03:00:00 PM,24.448,24800.2,,,,,
4043,12/01/21 03:15:00 PM,18.996,13777.9,,,,,
4044,12/01/21 03:30:00 PM,15.187,12400.1,,,,,
4045,12/01/21 03:45:00 PM,12.883,11711.2,,,,,
4046,12/01/21 04:00:00 PM,11.334,11711.2,,,,,
4047,12/01/21 04:15:00 PM,10.063,7233.4,,,,,
4048,12/01/21 04:30:00 PM,9.866,5511.1,,,,,
4049,12/01/21 04:45:00 PM,9.768,8611.2,,,,,
4050,12/01/21 05:00:00 PM,9.176,3444.5,,,,,
4051,12/01/21 05:15:00 PM,8.779,4133.4,,,,,
4052,12/01/21 05:30:00 PM,7.782,5511.1,,,,,
4053,12/01/21 05:45:00 PM,7.682,1980.6,,,,,
4054,12/01/21 06:00:00 PM,6.978,699.7,,,,,
4055,12/01/21 06:15:00 PM,6.166,193.8,,,,,
4056,12/01/21 06:30:00 PM,5.244,0.0,,,,,
4057,12/01/21 06:45:00 PM,4.102,0.0,,,,,
4058,12/01/21 07:00:00 PM,2.943,0.0,,,,,
4059,12/01/21 07:15:00 PM,2.517,0.0,,,,,
4060,12/01/21 07:30:00 PM,2.410,0.0,,,,,
4061,12/01/21 07:45:00 PM,2.517,0.0,,,,,
4062,12/01/21 08:00:00 PM,2.303,0.0,,,,,
4063,12/01/21 08:15:00 PM,1.764,0.0,,,,,
4064,12/01/21 08:30:00 PM,1.656,0.0,,,,,
4065,12/01/21 08:45:00 PM,2.624,0.0,,,,,
4066,12/01/21 09:00:00 PM,3.472,0.0,,,,,
4067,12/01/21 09:15:00 PM,3.367,0.0,,,,,
4068,12/01/21 09:30:00 PM,2.410,0.0,,,,,
4069,12/01/21 09:45:00 PM,1.003,0.0,,,,,
4070,12/01/21 10:00:00 PM,1.112,0.0,,,,,
4071,12/01/21 10:15:00 PM,2.624,0.0,,,,,
4072,12/01/21 10:30:00 PM,3.155,0.0,,,,,
4073,12/01/21 10:45:00 PM,2.730,0.0,,,,,
4074,12/01/21 11:00:00 PM,3.261,0.0,,,,,
4075,12/01/21 11:15:00 PM,3.155,0.0,,,,,
4076,12/01/21 11:30:00 PM,3.683,0.0,,,,,
4077,12/01/21 11:45:00 PM,3.998,0.0,,,,,
4078,12/02/21 12:00:00 AM,3.893,0.0,,,,,
4079,12/02/21 12:15:00 AM,3.998,0.0,,,,,
4080,12/02/21 12:30:00 AM,3.998,0.0,,,,,
4081,12/02/21 12:45:00 AM,3.367,0.0,,,,,
4082,12/02/21 01:00:00 AM,3.472,0.0,,,,,
4083,12/02/21 01:15:00 AM,3.683,0.0,,,,,
4084,12/02/21 01:30:00 AM,3.683,0.0,,,,,
4085,12/02/21 01:45:00 AM,3.683,0.0,,,,,
4086,12/02/21 02:00:00 AM,3.788,0.0,,,,,
4087,12/02/21 02:15:00 AM,3.578,0.0,,,,,
4088,12/02/21 02:30:00 AM,3.367,0.0,,,,,
4089,12/02/21 02:45:00 AM,2.303,0.0,,,,,
4090,12/02/21 03:00:00 AM,2.410,0.0,,,,,
4091,12/02/21 03:15:00 AM,1.656,0.0,,,,,
4092,12/02/21 03:30:00 AM,1.656,0.0,,,,,
4093,12/02/21 03:45:00 AM,2.088,0.0,,,,,
4094,12/02/21 04:00:00 AM,1.656,0.0,,,,,
4095,12/02/21 04:15:00 AM,1.548,0.0,,,,,
4096,12/02/21 04:30:00 AM,1.656,0.0,,,,,
4097,12/02/21 04:45:00 AM,1.764,0.0,,,,,
4098,12/02/21 05:00:00 AM,1.656,0.0,,,,,
4099,12/02/21 05:15:00 AM,1.980,0.0,,,,,
4100,12/02/21 05:30:00 AM,1.764,0.0,,,,,
4101,12/02/21 05:45:00 AM,1.003,0.0,,,,,
4102,12/02/21 06:00:00 AM,0.674,183.0,,,,,
4103,12/02/21 06:15:00 AM,1.872,452.1,,,,,
4104,12/02/21 06:30:00 AM,2.303,1463.9,,,,,
4105,12/02/21 06:45:00 AM,2.624,2755.6,,,,,
4106,12/02/21 07:00:00 AM,3.261,4650.0,,,,,
4107,12/02/21 07:15:00 AM,3.788,7577.8,,,,,
4108,12/02/21 07:30:00 AM,4.311,12400.1,,,,,
4109,12/02/21 07:45:00 AM,4.519,7577.8,,,,,
4110,12/02/21 08:00:00 AM,5.037,6200.0,,,,,
4111,12/02/21 08:15:00 AM,5.450,12400.1,,,,,
4112,12/02/21 08:30:00 AM,6.978,17222.3,,,,,
4113,12/02/21 08:45:00 AM,8.779,17911.2,,,,,
4114,12/02/21 09:00:00 AM,10.259,44089.2,,,,,
4115,12/02/21 09:15:00 AM,12.497,31689.1,,,,,
4116,12/02/21 09:30:00 AM,13.942,27555.7,,,,,
4117,12/02/21 09:45:00 AM,14.421,24800.2,,,,,
4118,12/02/21 10:00:00 AM,13.269,42711.4,,,,,
4119,12/02/21 10:15:00 AM,14.804,46844.8,,,,,
4120,12/02/21 10:30:00 AM,16.903,37200.2,,,,,
4121,12/02/21 10:45:00 AM,15.855,33066.9,,,,,
4122,12/02/21 11:00:00 AM,13.654,18600.1,,,,,
4123,12/02/21 11:15:00 AM,14.517,30311.3,,,,,
4124,12/02/21 11:30:00 AM,13.269,26178.0,,,,,
4125,12/02/21 11:45:00 AM,12.497,34444.7,,,,,
4126,12/02/21 12:00:00 PM,14.709,35822.5,,,,,
4127,12/02/21 12:15:00 PM,18.236,52355.9,,,,,
4128,12/02/21 12:30:00 PM,21.378,88178.4,,,,,
4129,12/02/21 12:45:00 PM,21.569,44089.2,,,,,
4130,12/02/21 01:00:00 PM,21.951,49600.3,,,,,
4131,12/02/21 01:15:00 PM,21.760,52355.9,,,,,
4132,12/02/21 01:30:00 PM,21.091,35822.5,,,,,
4133,12/02/21 01:45:00 PM,22.717,52355.9,,,,,
4134,12/02/21 02:00:00 PM,24.931,34444.7,,,,,
4135,12/02/21 02:15:00 PM,23.004,99200.7,,,,,
4136,12/02/21 02:30:00 PM,22.717,27555.7,,,,,
4137,12/02/21 02:45:00 PM,18.331,15155.7,,,,,
4138,12/02/21 03:00:00 PM,15.569,13089.0,,,,,
4139,12/02/21 03:15:00 PM,17.189,30311.3,,,,,
4140,12/02/21 03:30:00 PM,18.426,37200.2,,,,,
4141,12/02/21 03:45:00 PM,18.996,44089.2,,,,,
4142,12/02/21 04:00:00 PM,23.581,71644.9,,,,,
4143,12/02/21 04:15:00 PM,19.853,7233.4,,,,,
4144,12/02/21 04:30:00 PM,16.523,14466.8,,,,,
4145,12/02/21 04:45:00 PM,14.517,6544.5,,,,,
4146,12/02/21 05:00:00 PM,12.207,6200.0,,,,,
4147,12/02/21 05:15:00 PM,10.455,3444.5,,,,,
4148,12/02/21 05:30:00 PM,8.182,2238.9,,,,,
4149,12/02/21 05:45:00 PM,6.775,1808.3,,,,,
4150,12/02/21 06:00:00 PM,5.347,505.9,,,,,
4151,12/02/21 06:15:00 PM,4.934,172.2,,,,,
4152,12/02/21 06:30:00 PM,5.757,0.0,,,,,
4153,12/02/21 06:45:00 PM,5.962,0.0,,,,,
4154,12/02/21 07:00:00 PM,5.655,0.0,,,,,
4155,12/02/21 07:15:00 PM,5.757,0.0,,,,,
4156,12/02/21 07:30:00 PM,5.860,0.0,,,,,
4157,12/02/21 07:45:00 PM,5.552,0.0,,,,,
4158,12/02/21 08:00:00 PM,5.552,0.0,,,,,
4159,12/02/21 08:15:00 PM,5.450,0.0,,,,,
4160,12/02/21 08:30:00 PM,5.347,0.0,,,,,
4161,12/02/21 08:45:00 PM,5.450,0.0,,,,,
4162,12/02/21 09:00:00 PM,5.450,0.0,,,,,
4163,12/02/21 09:15:00 PM,5.347,0.0,,,,,
4164,12/02/21 09:30:00 PM,5.037,0.0,,,,,
4165,12/02/21 09:45:00 PM,4.727,0.0,,,,,
4166,12/02/21 10:00:00 PM,3.578,0.0,,,,,
4167,12/02/21 10:15:00 PM,3.049,0.0,,,,,
4168,12/02/21 10:30:00 PM,3.683,0.0,,,,,
4169,12/02/21 10:45:00 PM,3.893,0.0,,,,,
4170,12/02/21 11:00:00 PM,4.102,0.0,,,,,
4171,12/02/21 11:15:00 PM,3.998,0.0,,,,,
4172,12/02/21 11:30:00 PM,3.893,0.0,,,,,
4173,12/02/21 11:45:00 PM,3.683,0.0,,,,,
4174,12/03/21 12:00:00 AM,3.893,0.0,,,,,
4175,12/03/21 12:15:00 AM,3.998,0.0,,,,,
4176,12/03/21 12:30:00 AM,3.998,0.0,,,,,
4177,12/03/21 12:45:00 AM,4.102,0.0,,,,,
4178,12/03/21 01:00:00 AM,4.207,0.0,,,,,
4179,12/03/21 01:15:00 AM,4.311,0.0,,,,,
4180,12/03/21 01:30:00 AM,4.311,0.0,,,,,
4181,12/03/21 01:45:00 AM,4.415,0.0,,,,,
4182,12/03/21 02:00:00 AM,4.519,0.0,,,,,
4183,12/03/21 02:15:00 AM,4.311,0.0,,,,,
4184,12/03/21 02:30:00 AM,4.311,0.0,,,,,
4185,12/03/21 02:45:00 AM,3.578,0.0,,,,,
4186,12/03/21 03:00:00 AM,2.837,0.0,,,,,
4187,12/03/21 03:15:00 AM,2.943,0.0,,,,,
4188,12/03/21 03:30:00 AM,3.367,0.0,,,,,
4189,12/03/21 03:45:00 AM,2.837,0.0,,,,,
4190,12/03/21 04:00:00 AM,2.303,0.0,,,,,
4191,12/03/21 04:15:00 AM,1.980,0.0,,,,,
4192,12/03/21 04:30:00 AM,1.764,0.0,,,,,
4193,12/03/21 04:45:00 AM,1.872,0.0,,,,,
4194,12/03/21 05:00:00 AM,1.764,0.0,,,,,
4195,12/03/21 05:15:00 AM,1.872,0.0,,,,,
4196,12/03/21 05:30:00 AM,1.656,0.0,,,,,
4197,12/03/21 05:45:00 AM,1.764,0.0,,,,,
4198,12/03/21 06:00:00 AM,2.088,204.5,,,,,
4199,12/03/21 06:15:00 AM,2.303,1377.8,,,,,
4200,12/03/21 06:30:00 AM,2.517,3444.5,,,,,
4201,12/03/21 06:45:00 AM,3.049,5166.7,,,,,
4202,12/03/21 07:00:00 AM,3.788,8266.7,,,,,
4203,12/03/21 07:15:00 AM,4.727,9644.5,,,,,
4204,12/03/21 07:30:00 AM,5.450,10677.8,,,,,
4205,12/03/21 07:45:00 AM,5.962,9644.5,,,,,
4206,12/03/21 08:00:00 AM,7.079,13777.9,,,,,
4207,12/03/21 08:15:00 AM,7.481,17911.2,,,,,
4208,12/03/21 08:30:00 AM,8.581,20666.8,,,,,
4209,12/03/21 08:45:00 AM,9.472,23422.4,,,,,
4210,12/03/21 09:00:00 AM,10.063,24800.2,,,,,
4211,12/03/21 09:15:00 AM,11.139,24800.2,,,,,
4212,12/03/21 09:30:00 AM,12.207,33066.9,,,,,
4213,12/03/21 09:45:00 AM,14.134,24800.2,,,,,
4214,12/03/21 10:00:00 AM,14.325,26178.0,,,,,
4215,12/03/21 10:15:00 AM,16.808,41333.6,,,,,
4216,12/03/21 10:30:00 AM,17.665,44089.2,,,,,
4217,12/03/21 10:45:00 AM,18.236,52355.9,,,,,
4218,12/03/21 11:00:00 AM,18.426,55111.5,,,,,
4219,12/03/21 11:15:00 AM,18.236,49600.3,,,,,
4220,12/03/21 11:30:00 AM,17.094,26178.0,,,,,
4221,12/03/21 11:45:00 AM,15.569,21355.7,,,,,
4222,12/03/21 12:00:00 PM,15.473,44089.2,,,,,
4223,12/03/21 12:15:00 PM,18.140,44089.2,,,,,
4224,12/03/21 12:30:00 PM,20.424,35822.5,,,,,
4225,12/03/21 12:45:00 PM,19.472,30311.3,,,,,
4226,12/03/21 01:00:00 PM,18.426,44089.2,,,,,
4227,12/03/21 01:15:00 PM,16.903,24800.2,,,,,
4228,12/03/21 01:30:00 PM,18.521,34444.7,,,,,
4229,12/03/21 01:45:00 PM,21.187,46844.8,,,,,
4230,12/03/21 02:00:00 PM,17.570,24800.2,,,,,
4231,12/03/21 02:15:00 PM,14.038,9644.5,,,,,
4232,12/03/21 02:30:00 PM,15.473,35822.5,,,,,
4233,12/03/21 02:45:00 PM,19.662,99200.7,,,,,
4234,12/03/21 03:00:00 PM,27.862,57867.0,,,,,
4235,12/03/21 03:15:00 PM,23.292,37200.2,,,,,
4236,12/03/21 03:30:00 PM,21.378,26178.0,,,,,
4237,12/03/21 03:45:00 PM,17.379,13777.9,,,,,
4238,12/03/21 04:00:00 PM,13.461,14466.8,,,,,
4239,12/03/21 04:15:00 PM,14.038,22044.6,,,,,
4240,12/03/21 04:30:00 PM,14.804,26178.0,,,,,
4241,12/03/21 04:45:00 PM,13.365,6200.0,,,,,
4242,12/03/21 05:00:00 PM,11.431,6544.5,,,,,
4243,12/03/21 05:15:00 PM,9.965,5338.9,,,,,
4244,12/03/21 05:30:00 PM,9.373,1894.5,,,,,
4245,12/03/21 05:45:00 PM,8.680,2497.2,,,,,
4246,12/03/21 06:00:00 PM,8.082,699.7,,,,,
4247,12/03/21 06:15:00 PM,7.481,204.5,,,,,
4248,12/03/21 06:30:00 PM,6.978,0.0,,,,,
4249,12/03/21 06:45:00 PM,6.674,0.0,,,,,
4250,12/03/21 07:00:00 PM,6.674,0.0,,,,,
4251,12/03/21 07:15:00 PM,6.674,0.0,,,,,
4252,12/03/21 07:30:00 PM,6.471,0.0,,,,,
4253,12/03/21 07:45:00 PM,6.573,0.0,,,,,
4254,12/03/21 08:00:00 PM,6.370,0.0,,,,,
4255,12/03/21 08:15:00 PM,6.166,0.0,,,,,
4256,12/03/21 08:30:00 PM,6.166,0.0,,,,,
4257,12/03/21 08:45:00 PM,6.166,0.0,,,,,
4258,12/03/21 09:00:00 PM,5.962,0.0,,,,,
4259,12/03/21 09:15:00 PM,5.860,0.0,,,,,
4260,12/03/21 09:30:00 PM,5.757,0.0,,,,,
4261,12/03/21 09:45:00 PM,5.655,0.0,,,,,
4262,12/03/21 10:00:00 PM,5.450,0.0,,,,,
4263,12/03/21 10:15:00 PM,4.934,0.0,,,,,
4264,12/03/21 10:30:00 PM,4.623,0.0,,,,,
4265,12/03/21 10:45:00 PM,4.934,0.0,,,,,
4266,12/03/21 11:00:00 PM,4.831,0.0,,,,,
4267,12/03/21 11:15:00 PM,4.623,0.0,,,,,
4268,12/03/21 11:30:00 PM,4.623,0.0,,,,,
4269,12/03/21 11:45:00 PM,4.102,0.0,,,,,
4270,12/04/21 12:00:00 AM,4.311,0.0,,,,,
4271,12/04/21 12:15:00 AM,4.623,0.0,,,,,
4272,12/04/21 12:30:00 AM,4.311,0.0,,,,,
4273,12/04/21 12:45:00 AM,3.788,0.0,,,,,
4274,12/04/21 01:00:00 AM,3.578,0.0,,,,,
4275,12/04/21 01:15:00 AM,3.367,0.0,,,,,
4276,12/04/21 01:30:00 AM,3.998,0.0,,,,,
4277,12/04/21 01:45:00 AM,4.207,0.0,,,,,
4278,12/04/21 02:00:00 AM,4.311,0.0,,,,,
4279,12/04/21 02:15:00 AM,4.207,0.0,,,,,
4280,12/04/21 02:30:00 AM,4.207,0.0,,,,,
4281,12/04/21 02:45:00 AM,4.207,0.0,,,,,
4282,12/04/21 03:00:00 AM,4.207,0.0,,,,,
4283,12/04/21 03:15:00 AM,4.311,0.0,,,,,
4284,12/04/21 03:30:00 AM,4.415,0.0,,,,,
4285,12/04/21 03:45:00 AM,4.519,0.0,,,,,
4286,12/04/21 04:00:00 AM,4.623,0.0,,,,,
4287,12/04/21 04:15:00 AM,4.623,0.0,,,,,
4288,12/04/21 04:30:00 AM,4.519,0.0,,,,,
4289,12/04/21 04:45:00 AM,4.519,0.0,,,,,
4290,12/04/21 05:00:00 AM,4.519,0.0,,,,,
4291,12/04/21 05:15:00 AM,4.519,0.0,,,,,
4292,12/04/21 05:30:00 AM,4.519,0.0,,,,,
4293,12/04/21 05:45:00 AM,4.623,0.0,,,,,
4294,12/04/21 06:00:00 AM,4.623,75.3,,,,,
4295,12/04/21 06:15:00 AM,4.623,495.1,,,,,
4296,12/04/21 06:30:00 AM,4.727,1248.6,,,,,
4297,12/04/21 06:45:00 AM,4.831,1980.6,,,,,
4298,12/04/21 07:00:00 AM,5.037,2927.8,,,,,
4299,12/04/21 07:15:00 AM,5.552,5166.7,,,,,
4300,12/04/21 07:30:00 AM,5.860,5166.7,,,,,
4301,12/04/21 07:45:00 AM,6.268,5166.7,,,,,
4302,12/04/21 08:00:00 AM,6.064,4822.3,,,,,
4303,12/04/21 08:15:00 AM,6.471,6544.5,,,,,
4304,12/04/21 08:30:00 AM,7.280,8266.7,,,,,
4305,12/04/21 08:45:00 AM,7.682,14466.8,,,,,
4306,12/04/21 09:00:00 AM,9.176,24800.2,,,,,
4307,12/04/21 09:15:00 AM,10.651,28933.5,,,,,
4308,12/04/21 09:30:00 AM,12.207,44089.2,,,,,
4309,12/04/21 09:45:00 AM,12.883,30311.3,,,,,
4310,12/04/21 10:00:00 AM,13.461,38578.0,,,,,
4311,12/04/21 10:15:00 AM,12.787,41333.6,,,,,
4312,12/04/21 10:30:00 AM,12.980,49600.3,,,,,
4313,12/04/21 10:45:00 AM,12.497,27555.7,,,,,
4314,12/04/21 11:00:00 AM,12.013,37200.2,,,,,
4315,12/04/21 11:15:00 AM,12.690,34444.7,,,,,
4316,12/04/21 11:30:00 AM,12.787,22044.6,,,,,
4317,12/04/21 11:45:00 AM,15.187,52355.9,,,,,
4318,12/04/21 12:00:00 PM,16.141,52355.9,,,,,
4319,12/04/21 12:15:00 PM,15.951,28933.5,,,,,
4320,12/04/21 12:30:00 PM,16.523,52355.9,,,,,
4321,12/04/21 12:45:00 PM,17.760,49600.3,,,,,
4322,12/04/21 01:00:00 PM,14.517,26178.0,,,,,
4323,12/04/21 01:15:00 PM,15.473,49600.3,,,,,
4324,12/04/21 01:30:00 PM,15.091,19977.9,,,,,
4325,12/04/21 01:45:00 PM,13.558,28933.5,,,,,
4326,12/04/21 02:00:00 PM,14.421,31689.1,,,,,
4327,12/04/21 02:15:00 PM,14.134,31689.1,,,,,
4328,12/04/21 02:30:00 PM,14.996,44089.2,,,,,
4329,12/04/21 02:45:00 PM,15.091,37200.2,,,,,
4330,12/04/21 03:00:00 PM,22.046,154312.1,,,,,
4331,12/04/21 03:15:00 PM,19.282,26178.0,,,,,
4332,12/04/21 03:30:00 PM,14.613,17222.3,,,,,
4333,12/04/21 03:45:00 PM,13.846,18600.1,,,,,
4334,12/04/21 04:00:00 PM,11.041,12400.1,,,,,
4335,12/04/21 04:15:00 PM,10.553,15844.5,,,,,
4336,12/04/21 04:30:00 PM,10.161,14466.8,,,,,
4337,12/04/21 04:45:00 PM,8.779,9300.1,,,,,
4338,12/04/21 05:00:00 PM,7.882,7577.8,,,,,
4339,12/04/21 05:15:00 PM,7.179,5511.1,,,,,
4340,12/04/21 05:30:00 PM,6.370,3272.2,,,,,
4341,12/04/21 05:45:00 PM,6.166,1270.1,,,,,
4342,12/04/21 06:00:00 PM,5.860,484.4,,,,,
4343,12/04/21 06:15:00 PM,5.552,118.4,,,,,
4344,12/04/21 06:30:00 PM,5.655,0.0,,,,,
4345,12/04/21 06:45:00 PM,5.347,0.0,,,,,
4346,12/04/21 07:00:00 PM,5.450,0.0,,,,,
4347,12/04/21 07:15:00 PM,4.934,0.0,,,,,
4348,12/04/21 07:30:00 PM,4.727,0.0,,,,,
4349,12/04/21 07:45:00 PM,5.244,0.0,,,,,
4350,12/04/21 08:00:00 PM,5.450,0.0,,,,,
4351,12/04/21 08:15:00 PM,5.450,0.0,,,,,
4352,12/04/21 08:30:00 PM,5.347,0.0,,,,,
4353,12/04/21 08:45:00 PM,5.244,0.0,,,,,
4354,12/04/21 09:00:00 PM,5.141,0.0,,,,,
4355,12/04/21 09:15:00 PM,5.037,0.0,,,,,
4356,12/04/21 09:30:00 PM,5.141,0.0,,,,,
4357,12/04/21 09:45:00 PM,5.244,0.0,,,,,
4358,12/04/21 10:00:00 PM,5.244,0.0,,,,,
4359,12/04/21 10:15:00 PM,5.244,0.0,,,,,
4360,12/04/21 10:30:00 PM,5.244,0.0,,,,,
4361,12/04/21 10:45:00 PM,5.141,0.0,,,,,
4362,12/04/21 11:00:00 PM,5.141,0.0,,,,,
4363,12/04/21 11:15:00 PM,5.244,0.0,,,,,
4364,12/04/21 11:30:00 PM,5.244,0.0,,,,,
4365,12/04/21 11:45:00 PM,5.347,0.0,,,,,
4366,12/05/21 12:00:00 AM,5.347,0.0,,,,,
4367,12/05/21 12:15:00 AM,5.347,0.0,,,,,
4368,12/05/21 12:30:00 AM,5.244,0.0,,,,,
4369,12/05/21 12:45:00 AM,5.244,0.0,,,,,
4370,12/05/21 01:00:00 AM,5.244,0.0,,,,,
4371,12/05/21 01:15:00 AM,5.141,0.0,,,,,
4372,12/05/21 01:30:00 AM,5.141,0.0,,,,,
4373,12/05/21 01:45:00 AM,5.141,0.0,,,,,
4374,12/05/21 02:00:00 AM,5.141,0.0,,,,,
4375,12/05/21 02:15:00 AM,5.037,0.0,,,,,
4376,12/05/21 02:30:00 AM,4.831,0.0,,,,,
4377,12/05/21 02:45:00 AM,4.831,0.0,,,,,
4378,12/05/21 03:00:00 AM,3.788,0.0,,,,,
4379,12/05/21 03:15:00 AM,3.049,0.0,,,,,
4380,12/05/21 03:30:00 AM,3.683,0.0,,,,,
4381,12/05/21 03:45:00 AM,3.788,0.0,,,,,
4382,12/05/21 04:00:00 AM,2.730,0.0,,,,,
4383,12/05/21 04:15:00 AM,3.261,0.0,,,,,
4384,12/05/21 04:30:00 AM,3.893,0.0,,,,,
4385,12/05/21 04:45:00 AM,4.207,0.0,,,,,
4386,12/05/21 05:00:00 AM,4.311,0.0,,,,,
4387,12/05/21 05:15:00 AM,4.311,0.0,,,,,
4388,12/05/21 05:30:00 AM,4.415,0.0,,,,,
4389,12/05/21 05:45:00 AM,4.415,0.0,,,,,
4390,12/05/21 06:00:00 AM,4.311,86.1,,,,,
4391,12/05/21 06:15:00 AM,4.102,570.5,,,,,
4392,12/05/21 06:30:00 AM,4.207,1636.1,,,,,
4393,12/05/21 06:45:00 AM,4.415,1334.7,,,,,
4394,12/05/21 07:00:00 AM,4.727,3788.9,,,,,
4395,12/05/21 07:15:00 AM,5.141,5166.7,,,,,
4396,12/05/21 07:30:00 AM,5.141,5338.9,,,,,
4397,12/05/21 07:45:00 AM,5.450,5511.1,,,,,
4398,12/05/21 08:00:00 AM,6.775,19289.0,,,,,
4399,12/05/21 08:15:00 AM,7.983,24800.2,,,,,
4400,12/05/21 08:30:00 AM,10.651,55111.5,,,,,
4401,12/05/21 08:45:00 AM,12.497,26178.0,,,,,
4402,12/05/21 09:00:00 AM,10.944,27555.7,,,,,
4403,12/05/21 09:15:00 AM,14.804,44089.2,,,,,
4404,12/05/21 09:30:00 AM,14.230,33066.9,,,,,
4405,12/05/21 09:45:00 AM,15.187,34444.7,,,,,
4406,12/05/21 10:00:00 AM,15.473,66133.8,,,,,
4407,12/05/21 10:15:00 AM,16.332,33066.9,,,,,
4408,12/05/21 10:30:00 AM,17.950,93689.5,,,,,
4409,12/05/21 10:45:00 AM,17.094,42711.4,,,,,
4410,12/05/21 11:00:00 AM,17.475,41333.6,,,,,
4411,12/05/21 11:15:00 AM,17.189,39955.8,,,,,
4412,12/05/21 11:30:00 AM,18.236,49600.3,,,,,
4413,12/05/21 11:45:00 AM,16.713,49600.3,,,,,
4414,12/05/21 12:00:00 PM,18.236,41333.6,,,,,
4415,12/05/21 12:15:00 PM,19.472,49600.3,,,,,
4416,12/05/21 12:30:00 PM,23.292,37200.2,,,,,
4417,12/05/21 12:45:00 PM,21.951,28933.5,,,,,
4418,12/05/21 01:00:00 PM,17.855,27555.7,,,,,
4419,12/05/21 01:15:00 PM,21.091,55111.5,,,,,
4420,12/05/21 01:30:00 PM,23.773,34444.7,,,,,
4421,12/05/21 01:45:00 PM,24.062,39955.8,,,,,
4422,12/05/21 02:00:00 PM,24.931,46844.8,,,,,
4423,12/05/21 02:15:00 PM,22.621,38578.0,,,,,
