"Plot Title: luxabajo_02"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801144, SEN S/N: 10801144, LBL: Green)","Intensity, Lux (LGR S/N: 10801144, SEN S/N: 10801144)","Coupler Attached (LGR S/N: 10801144)","Host Connected (LGR S/N: 10801144)","Stopped (LGR S/N: 10801144)","End Of File (LGR S/N: 10801144)"
109,06/19/21 03:15:00 PM,9.077,3100.0,,,,
110,06/19/21 03:30:00 PM,9.176,3961.1,,,,
111,06/19/21 03:45:00 PM,9.077,1463.9,,,,
112,06/19/21 04:00:00 PM,8.978,2669.5,,,,
113,06/19/21 04:15:00 PM,9.077,4477.8,,,,
114,06/19/21 04:30:00 PM,9.077,1894.5,,,,
115,06/19/21 04:45:00 PM,9.176,2152.8,,,,
116,06/19/21 05:00:00 PM,9.077,1636.1,,,,
117,06/19/21 05:15:00 PM,8.978,828.8,,,,
118,06/19/21 05:30:00 PM,8.879,398.3,,,,
119,06/19/21 05:45:00 PM,8.779,226.0,,,,
120,06/19/21 06:00:00 PM,8.680,344.4,,,,
121,06/19/21 06:15:00 PM,8.481,64.6,,,,
122,06/19/21 06:30:00 PM,8.382,0.0,,,,
123,06/19/21 06:45:00 PM,8.182,0.0,,,,
124,06/19/21 07:00:00 PM,8.082,0.0,,,,
125,06/19/21 07:15:00 PM,7.882,0.0,,,,
126,06/19/21 07:30:00 PM,7.782,0.0,,,,
127,06/19/21 07:45:00 PM,7.682,0.0,,,,
128,06/19/21 08:00:00 PM,7.582,0.0,,,,
129,06/19/21 08:15:00 PM,7.481,0.0,,,,
130,06/19/21 08:30:00 PM,7.381,0.0,,,,
131,06/19/21 08:45:00 PM,7.381,0.0,,,,
132,06/19/21 09:00:00 PM,7.381,0.0,,,,
133,06/19/21 09:15:00 PM,7.280,0.0,,,,
134,06/19/21 09:30:00 PM,7.179,0.0,,,,
135,06/19/21 09:45:00 PM,7.079,0.0,,,,
136,06/19/21 10:00:00 PM,7.079,0.0,,,,
137,06/19/21 10:15:00 PM,6.978,0.0,,,,
138,06/19/21 10:30:00 PM,6.978,0.0,,,,
139,06/19/21 10:45:00 PM,6.978,0.0,,,,
140,06/19/21 11:00:00 PM,6.877,0.0,,,,
141,06/19/21 11:15:00 PM,6.877,0.0,,,,
142,06/19/21 11:30:00 PM,6.775,0.0,,,,
143,06/19/21 11:45:00 PM,6.775,0.0,,,,
144,06/20/21 12:00:00 AM,6.674,0.0,,,,
145,06/20/21 12:15:00 AM,6.573,0.0,,,,
146,06/20/21 12:30:00 AM,6.573,0.0,,,,
147,06/20/21 12:45:00 AM,6.573,0.0,,,,
148,06/20/21 01:00:00 AM,6.471,0.0,,,,
149,06/20/21 01:15:00 AM,6.471,0.0,,,,
150,06/20/21 01:30:00 AM,6.370,0.0,,,,
151,06/20/21 01:45:00 AM,6.370,0.0,,,,
152,06/20/21 02:00:00 AM,6.370,0.0,,,,
153,06/20/21 02:15:00 AM,6.370,0.0,,,,
154,06/20/21 02:30:00 AM,6.268,0.0,,,,
155,06/20/21 02:45:00 AM,6.268,0.0,,,,
156,06/20/21 03:00:00 AM,6.268,0.0,,,,
157,06/20/21 03:15:00 AM,6.268,0.0,,,,
158,06/20/21 03:30:00 AM,6.166,0.0,,,,
159,06/20/21 03:45:00 AM,6.166,0.0,,,,
160,06/20/21 04:00:00 AM,6.064,0.0,,,,
161,06/20/21 04:15:00 AM,5.962,0.0,,,,
162,06/20/21 04:30:00 AM,5.860,0.0,,,,
163,06/20/21 04:45:00 AM,5.860,0.0,,,,
164,06/20/21 05:00:00 AM,5.757,0.0,,,,
165,06/20/21 05:15:00 AM,5.655,0.0,,,,
166,06/20/21 05:30:00 AM,5.552,0.0,,,,
167,06/20/21 05:45:00 AM,5.552,0.0,,,,
168,06/20/21 06:00:00 AM,5.552,0.0,,,,
169,06/20/21 06:15:00 AM,5.450,0.0,,,,
170,06/20/21 06:30:00 AM,5.450,10.8,,,,
171,06/20/21 06:45:00 AM,5.244,64.6,,,,
172,06/20/21 07:00:00 AM,4.934,344.4,,,,
173,06/20/21 07:15:00 AM,4.831,269.1,,,,
174,06/20/21 07:30:00 AM,4.934,344.4,,,,
175,06/20/21 07:45:00 AM,5.037,409.0,,,,
176,06/20/21 08:00:00 AM,5.037,828.8,,,,
177,06/20/21 08:15:00 AM,5.141,968.8,,,,
178,06/20/21 08:30:00 AM,5.244,1463.9,,,,
179,06/20/21 08:45:00 AM,5.347,839.6,,,,
180,06/20/21 09:00:00 AM,5.450,1194.8,,,,
181,06/20/21 09:15:00 AM,5.552,1044.1,,,,
182,06/20/21 09:30:00 AM,5.552,1076.4,,,,
183,06/20/21 09:45:00 AM,5.655,979.5,,,,
184,06/20/21 10:00:00 AM,5.757,2238.9,,,,
185,06/20/21 10:15:00 AM,5.860,1722.2,,,,
186,06/20/21 10:30:00 AM,6.064,2325.0,,,,
187,06/20/21 10:45:00 AM,6.268,2497.2,,,,
188,06/20/21 11:00:00 AM,6.370,2497.2,,,,
189,06/20/21 11:15:00 AM,6.573,1367.0,,,,
190,06/20/21 11:30:00 AM,6.573,1722.2,,,,
191,06/20/21 11:45:00 AM,6.674,1248.6,,,,
192,06/20/21 12:00:00 PM,6.674,1022.6,,,,
193,06/20/21 12:15:00 PM,6.674,1216.3,,,,
194,06/20/21 12:30:00 PM,6.674,1636.1,,,,
195,06/20/21 12:45:00 PM,6.674,2325.0,,,,
196,06/20/21 01:00:00 PM,6.877,785.8,,,,
197,06/20/21 01:15:00 PM,6.877,1722.2,,,,
198,06/20/21 01:30:00 PM,6.877,904.2,,,,
199,06/20/21 01:45:00 PM,7.079,3100.0,,,,
200,06/20/21 02:00:00 PM,7.280,1141.0,,,,
201,06/20/21 02:15:00 PM,7.481,785.8,,,,
202,06/20/21 02:30:00 PM,7.481,1011.8,,,,
203,06/20/21 02:45:00 PM,7.381,979.5,,,,
204,06/20/21 03:00:00 PM,7.381,678.1,,,,
205,06/20/21 03:15:00 PM,7.582,635.1,,,,
206,06/20/21 03:30:00 PM,7.782,624.3,,,,
207,06/20/21 03:45:00 PM,7.882,979.5,,,,
208,06/20/21 04:00:00 PM,7.882,635.1,,,,
209,06/20/21 04:15:00 PM,7.882,688.9,,,,
210,06/20/21 04:30:00 PM,7.882,247.6,,,,
211,06/20/21 04:45:00 PM,7.782,635.1,,,,
212,06/20/21 05:00:00 PM,7.682,183.0,,,,
213,06/20/21 05:15:00 PM,7.582,150.7,,,,
214,06/20/21 05:30:00 PM,7.582,452.1,,,,
215,06/20/21 05:45:00 PM,7.481,96.9,,,,
216,06/20/21 06:00:00 PM,7.280,0.0,,,,
217,06/20/21 06:15:00 PM,7.179,10.8,,,,
218,06/20/21 06:30:00 PM,7.179,0.0,,,,
219,06/20/21 06:45:00 PM,7.079,0.0,,,,
220,06/20/21 07:00:00 PM,6.877,0.0,,,,
221,06/20/21 07:15:00 PM,6.674,0.0,,,,
222,06/20/21 07:30:00 PM,6.674,0.0,,,,
223,06/20/21 07:45:00 PM,6.370,0.0,,,,
224,06/20/21 08:00:00 PM,6.064,0.0,,,,
225,06/20/21 08:15:00 PM,5.962,0.0,,,,
226,06/20/21 08:30:00 PM,5.962,0.0,,,,
227,06/20/21 08:45:00 PM,5.860,0.0,,,,
228,06/20/21 09:00:00 PM,5.860,0.0,,,,
229,06/20/21 09:15:00 PM,5.757,0.0,,,,
230,06/20/21 09:30:00 PM,5.552,0.0,,,,
231,06/20/21 09:45:00 PM,5.552,0.0,,,,
232,06/20/21 10:00:00 PM,5.347,0.0,,,,
233,06/20/21 10:15:00 PM,5.037,0.0,,,,
234,06/20/21 10:30:00 PM,4.831,0.0,,,,
235,06/20/21 10:45:00 PM,4.623,0.0,,,,
236,06/20/21 11:00:00 PM,4.415,0.0,,,,
237,06/20/21 11:15:00 PM,4.102,0.0,,,,
238,06/20/21 11:30:00 PM,3.893,0.0,,,,
239,06/20/21 11:45:00 PM,3.788,0.0,,,,
240,06/21/21 12:00:00 AM,3.367,0.0,,,,
241,06/21/21 12:15:00 AM,3.155,0.0,,,,
242,06/21/21 12:30:00 AM,3.155,0.0,,,,
243,06/21/21 12:45:00 AM,3.155,0.0,,,,
244,06/21/21 01:00:00 AM,3.155,0.0,,,,
245,06/21/21 01:15:00 AM,3.261,0.0,,,,
246,06/21/21 01:30:00 AM,3.367,0.0,,,,
247,06/21/21 01:45:00 AM,3.472,0.0,,,,
248,06/21/21 02:00:00 AM,3.578,0.0,,,,
249,06/21/21 02:15:00 AM,3.683,0.0,,,,
250,06/21/21 02:30:00 AM,3.683,0.0,,,,
251,06/21/21 02:45:00 AM,3.788,0.0,,,,
252,06/21/21 03:00:00 AM,3.788,0.0,,,,
253,06/21/21 03:15:00 AM,3.788,0.0,,,,
254,06/21/21 03:30:00 AM,3.893,0.0,,,,
255,06/21/21 03:45:00 AM,3.893,0.0,,,,
256,06/21/21 04:00:00 AM,3.893,0.0,,,,
257,06/21/21 04:15:00 AM,3.893,0.0,,,,
258,06/21/21 04:30:00 AM,3.893,0.0,,,,
259,06/21/21 04:45:00 AM,3.893,0.0,,,,
260,06/21/21 05:00:00 AM,3.788,0.0,,,,
261,06/21/21 05:15:00 AM,3.788,0.0,,,,
262,06/21/21 05:30:00 AM,3.788,0.0,,,,
263,06/21/21 05:45:00 AM,3.788,0.0,,,,
264,06/21/21 06:00:00 AM,3.788,0.0,,,,
265,06/21/21 06:15:00 AM,3.788,0.0,,,,
266,06/21/21 06:30:00 AM,3.788,0.0,,,,
267,06/21/21 06:45:00 AM,3.788,21.5,,,,
268,06/21/21 07:00:00 AM,3.893,21.5,,,,
269,06/21/21 07:15:00 AM,3.893,21.5,,,,
270,06/21/21 07:30:00 AM,3.893,107.6,,,,
271,06/21/21 07:45:00 AM,3.998,172.2,,,,
272,06/21/21 08:00:00 AM,4.102,118.4,,,,
273,06/21/21 08:15:00 AM,4.207,279.9,,,,
274,06/21/21 08:30:00 AM,4.311,247.6,,,,
275,06/21/21 08:45:00 AM,4.519,376.7,,,,
276,06/21/21 09:00:00 AM,4.623,441.3,,,,
277,06/21/21 09:15:00 AM,4.934,785.8,,,,
278,06/21/21 09:30:00 AM,5.141,871.9,,,,
279,06/21/21 09:45:00 AM,5.450,828.8,,,,
280,06/21/21 10:00:00 AM,5.757,1377.8,,,,
281,06/21/21 10:15:00 AM,6.166,1808.3,,,,
282,06/21/21 10:30:00 AM,6.573,1119.5,,,,
283,06/21/21 10:45:00 AM,6.877,1270.1,,,,
284,06/21/21 11:00:00 AM,6.978,1463.9,,,,
285,06/21/21 11:15:00 AM,7.079,1097.9,,,,
286,06/21/21 11:30:00 AM,7.280,753.5,,,,
287,06/21/21 11:45:00 AM,7.381,871.9,,,,
288,06/21/21 12:00:00 PM,7.481,1324.0,,,,
289,06/21/21 12:15:00 PM,7.782,2755.6,,,,
290,06/21/21 12:30:00 PM,8.282,2755.6,,,,
291,06/21/21 12:45:00 PM,8.680,1980.6,,,,
292,06/21/21 01:00:00 PM,9.077,1808.3,,,,
293,06/21/21 01:15:00 PM,9.176,1808.3,,,,
294,06/21/21 01:30:00 PM,9.373,1894.5,,,,
295,06/21/21 01:45:00 PM,9.472,2152.8,,,,
296,06/21/21 02:00:00 PM,9.768,1141.0,,,,
297,06/21/21 02:15:00 PM,9.965,871.9,,,,
298,06/21/21 02:30:00 PM,10.161,1808.3,,,,
299,06/21/21 02:45:00 PM,10.357,2152.8,,,,
300,06/21/21 03:00:00 PM,10.357,1550.0,,,,
301,06/21/21 03:15:00 PM,10.748,947.2,,,,
302,06/21/21 03:30:00 PM,10.846,1463.9,,,,
303,06/21/21 03:45:00 PM,10.748,1377.8,,,,
304,06/21/21 04:00:00 PM,10.748,839.6,,,,
305,06/21/21 04:15:00 PM,10.651,710.4,,,,
306,06/21/21 04:30:00 PM,10.455,613.5,,,,
307,06/21/21 04:45:00 PM,10.357,742.7,,,,
308,06/21/21 05:00:00 PM,10.063,484.4,,,,
309,06/21/21 05:15:00 PM,9.768,398.3,,,,
310,06/21/21 05:30:00 PM,9.571,269.1,,,,
311,06/21/21 05:45:00 PM,9.275,139.9,,,,
312,06/21/21 06:00:00 PM,9.077,0.0,,,,
313,06/21/21 06:15:00 PM,8.779,0.0,,,,
314,06/21/21 06:30:00 PM,8.581,0.0,,,,
315,06/21/21 06:45:00 PM,8.382,0.0,,,,
316,06/21/21 07:00:00 PM,8.182,0.0,,,,
317,06/21/21 07:15:00 PM,7.983,0.0,,,,
318,06/21/21 07:30:00 PM,7.882,0.0,,,,
319,06/21/21 07:45:00 PM,7.782,0.0,,,,
320,06/21/21 08:00:00 PM,7.582,0.0,,,,
321,06/21/21 08:15:00 PM,7.481,0.0,,,,
322,06/21/21 08:30:00 PM,7.381,0.0,,,,
323,06/21/21 08:45:00 PM,7.280,0.0,,,,
324,06/21/21 09:00:00 PM,7.179,0.0,,,,
325,06/21/21 09:15:00 PM,7.079,0.0,,,,
326,06/21/21 09:30:00 PM,6.978,0.0,,,,
327,06/21/21 09:45:00 PM,6.877,0.0,,,,
328,06/21/21 10:00:00 PM,6.877,0.0,,,,
329,06/21/21 10:15:00 PM,6.775,0.0,,,,
330,06/21/21 10:30:00 PM,6.674,0.0,,,,
331,06/21/21 10:45:00 PM,6.573,0.0,,,,
332,06/21/21 11:00:00 PM,6.471,0.0,,,,
333,06/21/21 11:15:00 PM,6.370,0.0,,,,
334,06/21/21 11:30:00 PM,6.268,0.0,,,,
335,06/21/21 11:45:00 PM,6.166,0.0,,,,
336,06/22/21 12:00:00 AM,5.962,0.0,,,,
337,06/22/21 12:15:00 AM,5.962,0.0,,,,
338,06/22/21 12:30:00 AM,5.860,0.0,,,,
339,06/22/21 12:45:00 AM,5.860,0.0,,,,
340,06/22/21 01:00:00 AM,5.860,0.0,,,,
341,06/22/21 01:15:00 AM,5.757,0.0,,,,
342,06/22/21 01:30:00 AM,5.757,0.0,,,,
343,06/22/21 01:45:00 AM,5.757,0.0,,,,
344,06/22/21 02:00:00 AM,5.757,0.0,,,,
345,06/22/21 02:15:00 AM,5.757,0.0,,,,
346,06/22/21 02:30:00 AM,5.757,0.0,,,,
347,06/22/21 02:45:00 AM,5.655,0.0,,,,
348,06/22/21 03:00:00 AM,5.655,0.0,,,,
349,06/22/21 03:15:00 AM,5.655,0.0,,,,
350,06/22/21 03:30:00 AM,5.655,0.0,,,,
351,06/22/21 03:45:00 AM,5.552,0.0,,,,
352,06/22/21 04:00:00 AM,5.552,0.0,,,,
353,06/22/21 04:15:00 AM,5.552,0.0,,,,
354,06/22/21 04:30:00 AM,5.552,0.0,,,,
355,06/22/21 04:45:00 AM,5.450,0.0,,,,
356,06/22/21 05:00:00 AM,5.450,0.0,,,,
357,06/22/21 05:15:00 AM,5.450,0.0,,,,
358,06/22/21 05:30:00 AM,5.450,0.0,,,,
359,06/22/21 05:45:00 AM,5.450,0.0,,,,
360,06/22/21 06:00:00 AM,5.347,0.0,,,,
361,06/22/21 06:15:00 AM,5.347,10.8,,,,
362,06/22/21 06:30:00 AM,5.347,150.7,,,,
363,06/22/21 06:45:00 AM,5.244,215.3,,,,
364,06/22/21 07:00:00 AM,5.347,96.9,,,,
365,06/22/21 07:15:00 AM,5.347,516.7,,,,
366,06/22/21 07:30:00 AM,5.347,731.9,,,,
367,06/22/21 07:45:00 AM,5.450,753.5,,,,
368,06/22/21 08:00:00 AM,5.552,1216.3,,,,
369,06/22/21 08:15:00 AM,5.757,1463.9,,,,
370,06/22/21 08:30:00 AM,5.860,2152.8,,,,
371,06/22/21 08:45:00 AM,6.064,731.9,,,,
372,06/22/21 09:00:00 AM,6.166,667.4,,,,
373,06/22/21 09:15:00 AM,6.064,559.7,,,,
374,06/22/21 09:30:00 AM,6.064,1119.5,,,,
375,06/22/21 09:45:00 AM,6.166,1980.6,,,,
376,06/22/21 10:00:00 AM,6.370,1722.2,,,,
377,06/22/21 10:15:00 AM,6.471,3444.5,,,,
378,06/22/21 10:30:00 AM,6.674,3100.0,,,,
379,06/22/21 10:45:00 AM,6.877,2325.0,,,,
380,06/22/21 11:00:00 AM,7.079,1636.1,,,,
381,06/22/21 11:15:00 AM,7.280,5511.1,,,,
382,06/22/21 11:30:00 AM,7.582,4477.8,,,,
383,06/22/21 11:45:00 AM,7.782,1808.3,,,,
384,06/22/21 12:00:00 PM,8.680,143289.8,,,,
385,06/22/21 12:15:00 PM,8.481,1722.2,,,,
386,06/22/21 12:30:00 PM,8.581,2669.5,,,,
387,06/22/21 12:45:00 PM,8.481,3616.7,,,,
388,06/22/21 01:00:00 PM,8.581,1550.0,,,,
389,06/22/21 01:15:00 PM,8.680,3788.9,,,,
390,06/22/21 01:30:00 PM,8.978,3100.0,,,,
391,06/22/21 01:45:00 PM,8.978,1722.2,,,,
392,06/22/21 02:00:00 PM,8.978,2238.9,,,,
393,06/22/21 02:15:00 PM,9.077,990.3,,,,
394,06/22/21 02:30:00 PM,8.978,3100.0,,,,
395,06/22/21 02:45:00 PM,9.077,4133.4,,,,
396,06/22/21 03:00:00 PM,8.978,1377.8,,,,
397,06/22/21 03:15:00 PM,9.077,3444.5,,,,
398,06/22/21 03:30:00 PM,9.275,3272.2,,,,
399,06/22/21 03:45:00 PM,9.373,2152.8,,,,
400,06/22/21 04:00:00 PM,9.275,2583.4,,,,
401,06/22/21 04:15:00 PM,9.275,2066.7,,,,
402,06/22/21 04:30:00 PM,9.373,1065.6,,,,
403,06/22/21 04:45:00 PM,9.472,581.3,,,,
404,06/22/21 05:00:00 PM,9.373,559.7,,,,
405,06/22/21 05:15:00 PM,9.275,258.3,,,,
406,06/22/21 05:30:00 PM,9.176,667.4,,,,
407,06/22/21 05:45:00 PM,8.978,333.7,,,,
408,06/22/21 06:00:00 PM,8.779,107.6,,,,
409,06/22/21 06:15:00 PM,8.581,64.6,,,,
410,06/22/21 06:30:00 PM,8.382,0.0,,,,
411,06/22/21 06:45:00 PM,8.182,0.0,,,,
412,06/22/21 07:00:00 PM,8.082,0.0,,,,
413,06/22/21 07:15:00 PM,7.983,0.0,,,,
414,06/22/21 07:30:00 PM,7.782,0.0,,,,
415,06/22/21 07:45:00 PM,7.682,0.0,,,,
416,06/22/21 08:00:00 PM,7.582,0.0,,,,
417,06/22/21 08:15:00 PM,7.381,0.0,,,,
418,06/22/21 08:30:00 PM,7.381,0.0,,,,
419,06/22/21 08:45:00 PM,7.280,0.0,,,,
420,06/22/21 09:00:00 PM,7.179,0.0,,,,
421,06/22/21 09:15:00 PM,7.179,0.0,,,,
422,06/22/21 09:30:00 PM,7.079,0.0,,,,
423,06/22/21 09:45:00 PM,7.079,0.0,,,,
424,06/22/21 10:00:00 PM,6.978,0.0,,,,
425,06/22/21 10:15:00 PM,6.978,0.0,,,,
426,06/22/21 10:30:00 PM,6.877,0.0,,,,
427,06/22/21 10:45:00 PM,6.877,0.0,,,,
428,06/22/21 11:00:00 PM,6.775,0.0,,,,
429,06/22/21 11:15:00 PM,6.775,0.0,,,,
430,06/22/21 11:30:00 PM,6.674,0.0,,,,
431,06/22/21 11:45:00 PM,6.573,0.0,,,,
432,06/23/21 12:00:00 AM,6.573,0.0,,,,
433,06/23/21 12:15:00 AM,6.471,0.0,,,,
434,06/23/21 12:30:00 AM,6.471,0.0,,,,
435,06/23/21 12:45:00 AM,6.370,0.0,,,,
436,06/23/21 01:00:00 AM,6.370,0.0,,,,
437,06/23/21 01:15:00 AM,6.370,0.0,,,,
438,06/23/21 01:30:00 AM,6.268,0.0,,,,
439,06/23/21 01:45:00 AM,6.268,0.0,,,,
440,06/23/21 02:00:00 AM,6.268,0.0,,,,
441,06/23/21 02:15:00 AM,6.268,0.0,,,,
442,06/23/21 02:30:00 AM,6.268,0.0,,,,
443,06/23/21 02:45:00 AM,6.166,0.0,,,,
444,06/23/21 03:00:00 AM,6.064,0.0,,,,
445,06/23/21 03:15:00 AM,6.064,0.0,,,,
446,06/23/21 03:30:00 AM,5.860,0.0,,,,
447,06/23/21 03:45:00 AM,5.552,0.0,,,,
448,06/23/21 04:00:00 AM,5.450,0.0,,,,
449,06/23/21 04:15:00 AM,5.450,0.0,,,,
450,06/23/21 04:30:00 AM,5.450,0.0,,,,
451,06/23/21 04:45:00 AM,5.450,0.0,,,,
452,06/23/21 05:00:00 AM,5.450,0.0,,,,
453,06/23/21 05:15:00 AM,5.552,0.0,,,,
454,06/23/21 05:30:00 AM,5.552,0.0,,,,
455,06/23/21 05:45:00 AM,5.450,0.0,,,,
456,06/23/21 06:00:00 AM,5.450,0.0,,,,
457,06/23/21 06:15:00 AM,5.450,10.8,,,,
458,06/23/21 06:30:00 AM,5.450,32.3,,,,
459,06/23/21 06:45:00 AM,5.450,118.4,,,,
460,06/23/21 07:00:00 AM,5.450,269.1,,,,
461,06/23/21 07:15:00 AM,5.450,645.8,,,,
462,06/23/21 07:30:00 AM,5.450,990.3,,,,
463,06/23/21 07:45:00 AM,5.552,914.9,,,,
464,06/23/21 08:00:00 AM,5.655,850.4,,,,
465,06/23/21 08:15:00 AM,5.860,1237.9,,,,
