"Plot Title: Luxabajo_02"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801144, SEN S/N: 10801144, LBL: Green)","Intensity, Lux (LGR S/N: 10801144, SEN S/N: 10801144)","Bad Battery (LGR S/N: 10801144)","Coupler Attached (LGR S/N: 10801144)","Host Connected (LGR S/N: 10801144)","Stopped (LGR S/N: 10801144)","End Of File (LGR S/N: 10801144)"
2060,11/10/21 11:00:00 PM,8.779,0.0,,,,,
2061,11/10/21 11:15:00 PM,8.779,0.0,,,,,
2062,11/10/21 11:30:00 PM,8.779,0.0,,,,,
2063,11/10/21 11:45:00 PM,8.779,0.0,,,,,
2064,11/11/21 12:00:00 AM,8.779,0.0,,,,,
2065,11/11/21 12:15:00 AM,8.779,0.0,,,,,
2066,11/11/21 12:30:00 AM,8.779,0.0,,,,,
2067,11/11/21 12:45:00 AM,8.779,0.0,,,,,
2068,11/11/21 01:00:00 AM,8.779,0.0,,,,,
2069,11/11/21 01:15:00 AM,8.779,0.0,,,,,
2070,11/11/21 01:30:00 AM,8.680,0.0,,,,,
2071,11/11/21 01:45:00 AM,8.680,0.0,,,,,
2072,11/11/21 02:00:00 AM,8.680,0.0,,,,,
2073,11/11/21 02:15:00 AM,8.680,0.0,,,,,
2074,11/11/21 02:30:00 AM,8.680,0.0,,,,,
2075,11/11/21 02:45:00 AM,8.680,0.0,,,,,
2076,11/11/21 03:00:00 AM,8.680,0.0,,,,,
2077,11/11/21 03:15:00 AM,8.680,0.0,,,,,
2078,11/11/21 03:30:00 AM,8.680,0.0,,,,,
2079,11/11/21 03:45:00 AM,8.680,0.0,,,,,
2080,11/11/21 04:00:00 AM,8.680,0.0,,,,,
2081,11/11/21 04:15:00 AM,8.680,0.0,,,,,
2082,11/11/21 04:30:00 AM,8.680,0.0,,,,,
2083,11/11/21 04:45:00 AM,8.680,0.0,,,,,
2084,11/11/21 05:00:00 AM,8.680,0.0,,,,,
2085,11/11/21 05:15:00 AM,8.680,0.0,,,,,
2086,11/11/21 05:30:00 AM,8.680,0.0,,,,,
2087,11/11/21 05:45:00 AM,8.680,0.0,,,,,
2088,11/11/21 06:00:00 AM,8.680,0.0,,,,,
2089,11/11/21 06:15:00 AM,8.680,0.0,,,,,
2090,11/11/21 06:30:00 AM,8.680,10.8,,,,,
2091,11/11/21 06:45:00 AM,8.680,32.3,,,,,
2092,11/11/21 07:00:00 AM,8.779,75.3,,,,,
2093,11/11/21 07:15:00 AM,8.779,215.3,,,,,
2094,11/11/21 07:30:00 AM,8.779,139.9,,,,,
2095,11/11/21 07:45:00 AM,8.879,269.1,,,,,
2096,11/11/21 08:00:00 AM,8.978,495.1,,,,,
2097,11/11/21 08:15:00 AM,9.077,333.7,,,,,
2098,11/11/21 08:30:00 AM,9.176,355.2,,,,,
2099,11/11/21 08:45:00 AM,9.373,516.7,,,,,
2100,11/11/21 09:00:00 AM,9.373,204.5,,,,,
2101,11/11/21 09:15:00 AM,9.373,139.9,,,,,
2102,11/11/21 09:30:00 AM,9.373,592.0,,,,,
2103,11/11/21 09:45:00 AM,9.373,355.2,,,,,
2104,11/11/21 10:00:00 AM,9.373,183.0,,,,,
2105,11/11/21 10:15:00 AM,9.373,215.3,,,,,
2106,11/11/21 10:30:00 AM,9.373,172.2,,,,,
2107,11/11/21 10:45:00 AM,9.373,409.0,,,,,
2108,11/11/21 11:00:00 AM,9.373,215.3,,,,,
2109,11/11/21 11:15:00 AM,9.373,516.7,,,,,
2110,11/11/21 11:30:00 AM,9.373,366.0,,,,,
2111,11/11/21 11:45:00 AM,9.472,258.3,,,,,
2112,11/11/21 12:00:00 PM,9.571,398.3,,,,,
2113,11/11/21 12:15:00 PM,9.571,516.7,,,,,
2114,11/11/21 12:30:00 PM,9.472,129.2,,,,,
2115,11/11/21 12:45:00 PM,9.571,193.8,,,,,
2116,11/11/21 01:00:00 PM,9.571,635.1,,,,,
2117,11/11/21 01:15:00 PM,9.571,656.6,,,,,
2118,11/11/21 01:30:00 PM,9.571,484.4,,,,,
2119,11/11/21 01:45:00 PM,9.768,527.4,,,,,
2120,11/11/21 02:00:00 PM,9.768,376.7,,,,,
2121,11/11/21 02:15:00 PM,9.768,53.8,,,,,
2122,11/11/21 02:30:00 PM,9.669,172.2,,,,,
2123,11/11/21 02:45:00 PM,9.571,247.6,,,,,
2124,11/11/21 03:00:00 PM,9.472,96.9,,,,,
2125,11/11/21 03:15:00 PM,9.472,43.1,,,,,
2126,11/11/21 03:30:00 PM,9.472,64.6,,,,,
2127,11/11/21 03:45:00 PM,9.373,118.4,,,,,
2128,11/11/21 04:00:00 PM,9.275,43.1,,,,,
2129,11/11/21 04:15:00 PM,9.275,118.4,,,,,
2130,11/11/21 04:30:00 PM,9.373,150.7,,,,,
2131,11/11/21 04:45:00 PM,9.275,32.3,,,,,
2132,11/11/21 05:00:00 PM,9.275,75.3,,,,,
2133,11/11/21 05:15:00 PM,9.275,21.5,,,,,
2134,11/11/21 05:30:00 PM,9.176,0.0,,,,,
2135,11/11/21 05:45:00 PM,9.176,0.0,,,,,
2136,11/11/21 06:00:00 PM,9.077,10.8,,,,,
2137,11/11/21 06:15:00 PM,9.077,0.0,,,,,
2138,11/11/21 06:30:00 PM,9.077,0.0,,,,,
2139,11/11/21 06:45:00 PM,8.978,0.0,,,,,
2140,11/11/21 07:00:00 PM,8.978,0.0,,,,,
2141,11/11/21 07:15:00 PM,8.978,0.0,,,,,
2142,11/11/21 07:30:00 PM,8.978,0.0,,,,,
2143,11/11/21 07:45:00 PM,8.978,0.0,,,,,
2144,11/11/21 08:00:00 PM,8.978,0.0,,,,,
2145,11/11/21 08:15:00 PM,8.978,0.0,,,,,
2146,11/11/21 08:30:00 PM,8.978,0.0,,,,,
2147,11/11/21 08:45:00 PM,8.978,0.0,,,,,
2148,11/11/21 09:00:00 PM,8.978,0.0,,,,,
2149,11/11/21 09:15:00 PM,8.978,0.0,,,,,
2150,11/11/21 09:30:00 PM,8.879,0.0,,,,,
2151,11/11/21 09:45:00 PM,8.879,0.0,,,,,
2152,11/11/21 10:00:00 PM,8.779,0.0,,,,,
2153,11/11/21 10:15:00 PM,8.779,0.0,,,,,
2154,11/11/21 10:30:00 PM,8.680,0.0,,,,,
2155,11/11/21 10:45:00 PM,8.680,0.0,,,,,
2156,11/11/21 11:00:00 PM,8.581,0.0,,,,,
2157,11/11/21 11:15:00 PM,8.581,0.0,,,,,
2158,11/11/21 11:30:00 PM,8.581,0.0,,,,,
2159,11/11/21 11:45:00 PM,8.481,0.0,,,,,
2160,11/12/21 12:00:00 AM,8.481,0.0,,,,,
2161,11/12/21 12:15:00 AM,8.481,0.0,,,,,
2162,11/12/21 12:30:00 AM,8.382,0.0,,,,,
2163,11/12/21 12:45:00 AM,8.382,0.0,,,,,
2164,11/12/21 01:00:00 AM,8.382,0.0,,,,,
2165,11/12/21 01:15:00 AM,8.481,0.0,,,,,
2166,11/12/21 01:30:00 AM,8.481,0.0,,,,,
2167,11/12/21 01:45:00 AM,8.481,0.0,,,,,
2168,11/12/21 02:00:00 AM,8.481,0.0,,,,,
2169,11/12/21 02:15:00 AM,8.481,0.0,,,,,
2170,11/12/21 02:30:00 AM,8.481,0.0,,,,,
2171,11/12/21 02:45:00 AM,8.481,0.0,,,,,
2172,11/12/21 03:00:00 AM,8.581,0.0,,,,,
2173,11/12/21 03:15:00 AM,8.581,0.0,,,,,
2174,11/12/21 03:30:00 AM,8.581,0.0,,,,,
2175,11/12/21 03:45:00 AM,8.581,0.0,,,,,
2176,11/12/21 04:00:00 AM,8.581,0.0,,,,,
2177,11/12/21 04:15:00 AM,8.581,0.0,,,,,
2178,11/12/21 04:30:00 AM,8.581,0.0,,,,,
2179,11/12/21 04:45:00 AM,8.581,0.0,,,,,
2180,11/12/21 05:00:00 AM,8.581,0.0,,,,,
2181,11/12/21 05:15:00 AM,8.581,0.0,,,,,
2182,11/12/21 05:30:00 AM,8.581,0.0,,,,,
2183,11/12/21 05:45:00 AM,8.581,0.0,,,,,
2184,11/12/21 06:00:00 AM,8.581,0.0,,,,,
2185,11/12/21 06:15:00 AM,8.581,32.3,,,,,
2186,11/12/21 06:30:00 AM,8.481,43.1,,,,,
2187,11/12/21 06:45:00 AM,8.481,86.1,,,,,
2188,11/12/21 07:00:00 AM,8.581,32.3,,,,,
2189,11/12/21 07:15:00 AM,8.581,183.0,,,,,
2190,11/12/21 07:30:00 AM,8.680,183.0,,,,,
2191,11/12/21 07:45:00 AM,8.779,387.5,,,,,
2192,11/12/21 08:00:00 AM,8.879,409.0,,,,,
2193,11/12/21 08:15:00 AM,8.978,183.0,,,,,
2194,11/12/21 08:30:00 AM,8.978,183.0,,,,,
2195,11/12/21 08:45:00 AM,9.077,279.9,,,,,
2196,11/12/21 09:00:00 AM,9.077,430.6,,,,,
2197,11/12/21 09:15:00 AM,9.077,172.2,,,,,
2198,11/12/21 09:30:00 AM,9.077,409.0,,,,,
2199,11/12/21 09:45:00 AM,9.176,279.9,,,,,
2200,11/12/21 10:00:00 AM,9.176,376.7,,,,,
2201,11/12/21 10:15:00 AM,9.275,409.0,,,,,
2202,11/12/21 10:30:00 AM,9.373,495.1,,,,,
2203,11/12/21 10:45:00 AM,9.373,366.0,,,,,
2204,11/12/21 11:00:00 AM,9.373,796.5,,,,,
2205,11/12/21 11:15:00 AM,9.373,226.0,,,,,
2206,11/12/21 11:30:00 AM,9.373,462.9,,,,,
2207,11/12/21 11:45:00 AM,9.472,495.1,,,,,
2208,11/12/21 12:00:00 PM,9.472,549.0,,,,,
2209,11/12/21 12:15:00 PM,9.669,936.5,,,,,
2210,11/12/21 12:30:00 PM,9.866,452.1,,,,,
2211,11/12/21 12:45:00 PM,9.965,1377.8,,,,,
2212,11/12/21 01:00:00 PM,10.553,1550.0,,,,,
2213,11/12/21 01:15:00 PM,11.041,2927.8,,,,,
2214,11/12/21 01:30:00 PM,10.944,301.4,,,,,
2215,11/12/21 01:45:00 PM,11.334,1033.3,,,,,
2216,11/12/21 02:00:00 PM,10.846,301.4,,,,,
2217,11/12/21 02:15:00 PM,10.553,107.6,,,,,
2218,11/12/21 02:30:00 PM,10.455,86.1,,,,,
2219,11/12/21 02:45:00 PM,9.965,96.9,,,,,
2220,11/12/21 03:00:00 PM,9.275,53.8,,,,,
2221,11/12/21 03:15:00 PM,9.077,10.8,,,,,
2222,11/12/21 03:30:00 PM,9.275,43.1,,,,,
2223,11/12/21 03:45:00 PM,9.373,86.1,,,,,
2224,11/12/21 04:00:00 PM,9.373,139.9,,,,,
2225,11/12/21 04:15:00 PM,9.373,53.8,,,,,
2226,11/12/21 04:30:00 PM,9.373,32.3,,,,,
2227,11/12/21 04:45:00 PM,9.373,43.1,,,,,
2228,11/12/21 05:00:00 PM,9.373,43.1,,,,,
2229,11/12/21 05:15:00 PM,9.373,118.4,,,,,
2230,11/12/21 05:30:00 PM,9.373,0.0,,,,,
2231,11/12/21 05:45:00 PM,9.373,0.0,,,,,
2232,11/12/21 06:00:00 PM,9.275,0.0,,,,,
2233,11/12/21 06:15:00 PM,9.275,0.0,,,,,
2234,11/12/21 06:30:00 PM,9.176,0.0,,,,,
2235,11/12/21 06:45:00 PM,9.176,0.0,,,,,
2236,11/12/21 07:00:00 PM,9.176,0.0,,,,,
2237,11/12/21 07:15:00 PM,9.077,0.0,,,,,
2238,11/12/21 07:30:00 PM,9.077,0.0,,,,,
2239,11/12/21 07:45:00 PM,9.077,0.0,,,,,
2240,11/12/21 08:00:00 PM,9.077,0.0,,,,,
2241,11/12/21 08:15:00 PM,9.077,0.0,,,,,
2242,11/12/21 08:30:00 PM,9.077,0.0,,,,,
2243,11/12/21 08:45:00 PM,9.077,0.0,,,,,
2244,11/12/21 09:00:00 PM,8.978,0.0,,,,,
2245,11/12/21 09:15:00 PM,8.978,0.0,,,,,
2246,11/12/21 09:30:00 PM,8.978,0.0,,,,,
2247,11/12/21 09:45:00 PM,8.978,0.0,,,,,
2248,11/12/21 10:00:00 PM,8.978,0.0,,,,,
2249,11/12/21 10:15:00 PM,8.978,0.0,,,,,
2250,11/12/21 10:30:00 PM,8.978,0.0,,,,,
2251,11/12/21 10:45:00 PM,8.978,0.0,,,,,
2252,11/12/21 11:00:00 PM,8.978,0.0,,,,,
2253,11/12/21 11:15:00 PM,8.978,0.0,,,,,
2254,11/12/21 11:30:00 PM,8.978,0.0,,,,,
2255,11/12/21 11:45:00 PM,8.978,0.0,,,,,
2256,11/13/21 12:00:00 AM,8.978,0.0,,,,,
2257,11/13/21 12:15:00 AM,8.978,0.0,,,,,
2258,11/13/21 12:30:00 AM,8.879,0.0,,,,,
2259,11/13/21 12:45:00 AM,8.879,0.0,,,,,
2260,11/13/21 01:00:00 AM,8.879,0.0,,,,,
2261,11/13/21 01:15:00 AM,8.879,0.0,,,,,
2262,11/13/21 01:30:00 AM,8.879,0.0,,,,,
2263,11/13/21 01:45:00 AM,8.779,0.0,,,,,
2264,11/13/21 02:00:00 AM,8.779,0.0,,,,,
2265,11/13/21 02:15:00 AM,8.779,0.0,,,,,
2266,11/13/21 02:30:00 AM,8.779,0.0,,,,,
2267,11/13/21 02:45:00 AM,8.779,0.0,,,,,
2268,11/13/21 03:00:00 AM,8.680,0.0,,,,,
2269,11/13/21 03:15:00 AM,8.680,0.0,,,,,
2270,11/13/21 03:30:00 AM,8.680,0.0,,,,,
2271,11/13/21 03:45:00 AM,8.680,0.0,,,,,
2272,11/13/21 04:00:00 AM,8.680,0.0,,,,,
2273,11/13/21 04:15:00 AM,8.581,0.0,,,,,
2274,11/13/21 04:30:00 AM,8.581,0.0,,,,,
2275,11/13/21 04:45:00 AM,8.680,0.0,,,,,
2276,11/13/21 05:00:00 AM,8.581,0.0,,,,,
2277,11/13/21 05:15:00 AM,8.581,0.0,,,,,
2278,11/13/21 05:30:00 AM,8.581,0.0,,,,,
2279,11/13/21 05:45:00 AM,8.581,0.0,,,,,
2280,11/13/21 06:00:00 AM,8.581,0.0,,,,,
2281,11/13/21 06:15:00 AM,8.481,0.0,,,,,
2282,11/13/21 06:30:00 AM,8.481,53.8,,,,,
2283,11/13/21 06:45:00 AM,8.481,75.3,,,,,
2284,11/13/21 07:00:00 AM,8.481,107.6,,,,,
2285,11/13/21 07:15:00 AM,8.481,64.6,,,,,
2286,11/13/21 07:30:00 AM,8.581,118.4,,,,,
2287,11/13/21 07:45:00 AM,8.581,150.7,,,,,
2288,11/13/21 08:00:00 AM,8.680,172.2,,,,,
2289,11/13/21 08:15:00 AM,8.779,204.5,,,,,
2290,11/13/21 08:30:00 AM,8.779,193.8,,,,,
2291,11/13/21 08:45:00 AM,8.879,344.4,,,,,
2292,11/13/21 09:00:00 AM,8.978,387.5,,,,,
2293,11/13/21 09:15:00 AM,9.176,699.7,,,,,
2294,11/13/21 09:30:00 AM,9.275,613.5,,,,,
2295,11/13/21 09:45:00 AM,9.571,796.5,,,,,
2296,11/13/21 10:00:00 AM,9.768,1377.8,,,,,
2297,11/13/21 10:15:00 AM,10.161,656.6,,,,,
2298,11/13/21 10:30:00 AM,10.553,279.9,,,,,
2299,11/13/21 10:45:00 AM,10.357,1108.7,,,,,
2300,11/13/21 11:00:00 AM,10.063,667.4,,,,,
2301,11/13/21 11:15:00 AM,10.161,322.9,,,,,
2302,11/13/21 11:30:00 AM,10.063,355.2,,,,,
2303,11/13/21 11:45:00 AM,9.965,559.7,,,,,
2304,11/13/21 12:00:00 PM,9.866,549.0,,,,,
2305,11/13/21 12:15:00 PM,10.063,1076.4,,,,,
2306,11/13/21 12:30:00 PM,10.357,2755.6,,,,,
2307,11/13/21 12:45:00 PM,10.651,312.2,,,,,
2308,11/13/21 01:00:00 PM,10.748,172.2,,,,,
2309,11/13/21 01:15:00 PM,10.357,226.0,,,,,
2310,11/13/21 01:30:00 PM,10.161,322.9,,,,,
2311,11/13/21 01:45:00 PM,10.063,290.6,,,,,
2312,11/13/21 02:00:00 PM,10.063,183.0,,,,,
2313,11/13/21 02:15:00 PM,9.965,247.6,,,,,
2314,11/13/21 02:30:00 PM,9.866,64.6,,,,,
2315,11/13/21 02:45:00 PM,9.768,139.9,,,,,
2316,11/13/21 03:00:00 PM,9.669,172.2,,,,,
2317,11/13/21 03:15:00 PM,9.571,21.5,,,,,
2318,11/13/21 03:30:00 PM,9.571,32.3,,,,,
2319,11/13/21 03:45:00 PM,9.472,0.0,,,,,
2320,11/13/21 04:00:00 PM,9.373,0.0,,,,,
2321,11/13/21 04:15:00 PM,9.275,0.0,,,,,
2322,11/13/21 04:30:00 PM,9.176,0.0,,,,,
2323,11/13/21 04:45:00 PM,9.176,0.0,,,,,
2324,11/13/21 05:00:00 PM,9.176,0.0,,,,,
2325,11/13/21 05:15:00 PM,9.077,21.5,,,,,
2326,11/13/21 05:30:00 PM,9.077,32.3,,,,,
2327,11/13/21 05:45:00 PM,9.077,32.3,,,,,
2328,11/13/21 06:00:00 PM,9.077,0.0,,,,,
2329,11/13/21 06:15:00 PM,9.077,0.0,,,,,
2330,11/13/21 06:30:00 PM,9.077,0.0,,,,,
2331,11/13/21 06:45:00 PM,9.077,0.0,,,,,
2332,11/13/21 07:00:00 PM,8.978,0.0,,,,,
2333,11/13/21 07:15:00 PM,8.978,0.0,,,,,
2334,11/13/21 07:30:00 PM,8.978,0.0,,,,,
2335,11/13/21 07:45:00 PM,8.978,0.0,,,,,
2336,11/13/21 08:00:00 PM,9.077,0.0,,,,,
2337,11/13/21 08:15:00 PM,9.077,0.0,,,,,
2338,11/13/21 08:30:00 PM,8.978,0.0,,,,,
2339,11/13/21 08:45:00 PM,9.077,0.0,,,,,
2340,11/13/21 09:00:00 PM,8.978,0.0,,,,,
2341,11/13/21 09:15:00 PM,8.978,0.0,,,,,
2342,11/13/21 09:30:00 PM,8.879,0.0,,,,,
2343,11/13/21 09:45:00 PM,8.879,0.0,,,,,
2344,11/13/21 10:00:00 PM,8.879,0.0,,,,,
2345,11/13/21 10:15:00 PM,8.879,0.0,,,,,
2346,11/13/21 10:30:00 PM,8.978,0.0,,,,,
2347,11/13/21 10:45:00 PM,8.978,0.0,,,,,
2348,11/13/21 11:00:00 PM,8.978,0.0,,,,,
2349,11/13/21 11:15:00 PM,8.978,0.0,,,,,
2350,11/13/21 11:30:00 PM,8.978,0.0,,,,,
2351,11/13/21 11:45:00 PM,8.978,0.0,,,,,
2352,11/14/21 12:00:00 AM,8.879,0.0,,,,,
2353,11/14/21 12:15:00 AM,8.879,0.0,,,,,
2354,11/14/21 12:30:00 AM,8.879,0.0,,,,,
2355,11/14/21 12:45:00 AM,8.879,0.0,,,,,
2356,11/14/21 01:00:00 AM,8.879,0.0,,,,,
2357,11/14/21 01:15:00 AM,8.879,0.0,,,,,
2358,11/14/21 01:30:00 AM,8.779,0.0,,,,,
2359,11/14/21 01:45:00 AM,8.779,0.0,,,,,
2360,11/14/21 02:00:00 AM,8.779,0.0,,,,,
2361,11/14/21 02:15:00 AM,8.779,0.0,,,,,
2362,11/14/21 02:30:00 AM,8.779,0.0,,,,,
2363,11/14/21 02:45:00 AM,8.779,0.0,,,,,
2364,11/14/21 03:00:00 AM,8.779,0.0,,,,,
2365,11/14/21 03:15:00 AM,8.779,0.0,,,,,
2366,11/14/21 03:30:00 AM,8.779,0.0,,,,,
2367,11/14/21 03:45:00 AM,8.680,0.0,,,,,
2368,11/14/21 04:00:00 AM,8.581,0.0,,,,,
2369,11/14/21 04:15:00 AM,8.481,0.0,,,,,
2370,11/14/21 04:30:00 AM,8.382,0.0,,,,,
2371,11/14/21 04:45:00 AM,8.282,0.0,,,,,
2372,11/14/21 05:00:00 AM,8.282,0.0,,,,,
2373,11/14/21 05:15:00 AM,8.282,0.0,,,,,
2374,11/14/21 05:30:00 AM,8.382,0.0,,,,,
2375,11/14/21 05:45:00 AM,8.382,0.0,,,,,
2376,11/14/21 06:00:00 AM,8.382,0.0,,,,,
2377,11/14/21 06:15:00 AM,8.382,21.5,,,,,
2378,11/14/21 06:30:00 AM,8.382,0.0,,,,,
2379,11/14/21 06:45:00 AM,8.382,21.5,,,,,
2380,11/14/21 07:00:00 AM,8.382,32.3,,,,,
2381,11/14/21 07:15:00 AM,8.382,53.8,,,,,
2382,11/14/21 07:30:00 AM,8.481,75.3,,,,,
2383,11/14/21 07:45:00 AM,8.581,53.8,,,,,
2384,11/14/21 08:00:00 AM,8.779,344.4,,,,,
2385,11/14/21 08:15:00 AM,8.879,172.2,,,,,
2386,11/14/21 08:30:00 AM,9.176,236.8,,,,,
2387,11/14/21 08:45:00 AM,9.373,409.0,,,,,
2388,11/14/21 09:00:00 AM,9.571,419.8,,,,,
2389,11/14/21 09:15:00 AM,9.571,398.3,,,,,
2390,11/14/21 09:30:00 AM,9.669,484.4,,,,,
2391,11/14/21 09:45:00 AM,9.669,850.4,,,,,
2392,11/14/21 10:00:00 AM,9.965,441.3,,,,,
2393,11/14/21 10:15:00 AM,10.161,796.5,,,,,
2394,11/14/21 10:30:00 AM,10.259,1463.9,,,,,
2395,11/14/21 10:45:00 AM,10.553,2755.6,,,,,
2396,11/14/21 11:00:00 AM,10.748,6544.5,,,,,
2397,11/14/21 11:15:00 AM,11.722,9300.1,,,,,
2398,11/14/21 11:30:00 AM,11.528,527.4,,,,,
2399,11/14/21 11:45:00 AM,11.528,624.3,,,,,
2400,11/14/21 12:00:00 PM,11.722,2066.7,,,,,
2401,11/14/21 12:15:00 PM,11.431,441.3,,,,,
2402,11/14/21 12:30:00 PM,11.819,2066.7,,,,,
2403,11/14/21 12:45:00 PM,11.819,3272.2,,,,,
2404,11/14/21 01:00:00 PM,12.013,1550.0,,,,,
2405,11/14/21 01:15:00 PM,12.013,2411.1,,,,,
2406,11/14/21 01:30:00 PM,11.916,452.1,,,,,
2407,11/14/21 01:45:00 PM,11.819,398.3,,,,,
2408,11/14/21 02:00:00 PM,11.528,193.8,,,,,
2409,11/14/21 02:15:00 PM,11.334,150.7,,,,,
2410,11/14/21 02:30:00 PM,10.944,129.2,,,,,
2411,11/14/21 02:45:00 PM,10.553,161.5,,,,,
2412,11/14/21 03:00:00 PM,10.357,43.1,,,,,
2413,11/14/21 03:15:00 PM,10.161,32.3,,,,,
2414,11/14/21 03:30:00 PM,10.063,32.3,,,,,
2415,11/14/21 03:45:00 PM,9.866,53.8,,,,,
2416,11/14/21 04:00:00 PM,9.768,21.5,,,,,
2417,11/14/21 04:15:00 PM,9.768,43.1,,,,,
2418,11/14/21 04:30:00 PM,9.669,32.3,,,,,
2419,11/14/21 04:45:00 PM,9.571,32.3,,,,,
2420,11/14/21 05:00:00 PM,9.571,86.1,,,,,
2421,11/14/21 05:15:00 PM,9.571,43.1,,,,,
2422,11/14/21 05:30:00 PM,9.571,0.0,,,,,
2423,11/14/21 05:45:00 PM,9.571,0.0,,,,,
2424,11/14/21 06:00:00 PM,9.472,0.0,,,,,
2425,11/14/21 06:15:00 PM,9.472,0.0,,,,,
2426,11/14/21 06:30:00 PM,9.373,0.0,,,,,
2427,11/14/21 06:45:00 PM,9.373,0.0,,,,,
2428,11/14/21 07:00:00 PM,9.373,0.0,,,,,
2429,11/14/21 07:15:00 PM,9.275,0.0,,,,,
2430,11/14/21 07:30:00 PM,9.275,0.0,,,,,
2431,11/14/21 07:45:00 PM,9.275,0.0,,,,,
2432,11/14/21 08:00:00 PM,9.275,0.0,,,,,
2433,11/14/21 08:15:00 PM,9.275,0.0,,,,,
2434,11/14/21 08:30:00 PM,9.275,0.0,,,,,
2435,11/14/21 08:45:00 PM,9.275,0.0,,,,,
2436,11/14/21 09:00:00 PM,9.275,0.0,,,,,
2437,11/14/21 09:15:00 PM,9.275,0.0,,,,,
2438,11/14/21 09:30:00 PM,9.275,0.0,,,,,
2439,11/14/21 09:45:00 PM,9.275,0.0,,,,,
2440,11/14/21 10:00:00 PM,9.275,0.0,,,,,
2441,11/14/21 10:15:00 PM,9.275,0.0,,,,,
2442,11/14/21 10:30:00 PM,9.275,0.0,,,,,
2443,11/14/21 10:45:00 PM,9.275,0.0,,,,,
2444,11/14/21 11:00:00 PM,9.275,0.0,,,,,
2445,11/14/21 11:15:00 PM,9.275,0.0,,,,,
2446,11/14/21 11:30:00 PM,9.275,0.0,,,,,
2447,11/14/21 11:45:00 PM,9.275,0.0,,,,,
2448,11/15/21 12:00:00 AM,9.275,0.0,,,,,
2449,11/15/21 12:15:00 AM,9.275,0.0,,,,,
2450,11/15/21 12:30:00 AM,9.275,0.0,,,,,
2451,11/15/21 12:45:00 AM,9.275,0.0,,,,,
2452,11/15/21 01:00:00 AM,9.275,0.0,,,,,
2453,11/15/21 01:15:00 AM,9.176,0.0,,,,,
2454,11/15/21 01:30:00 AM,9.176,0.0,,,,,
2455,11/15/21 01:45:00 AM,9.176,0.0,,,,,
2456,11/15/21 02:00:00 AM,9.176,0.0,,,,,
2457,11/15/21 02:15:00 AM,9.176,0.0,,,,,
2458,11/15/21 02:30:00 AM,9.176,0.0,,,,,
2459,11/15/21 02:45:00 AM,9.176,0.0,,,,,
2460,11/15/21 03:00:00 AM,9.176,0.0,,,,,
2461,11/15/21 03:15:00 AM,9.176,0.0,,,,,
2462,11/15/21 03:30:00 AM,9.176,0.0,,,,,
2463,11/15/21 03:45:00 AM,9.077,0.0,,,,,
2464,11/15/21 04:00:00 AM,9.077,0.0,,,,,
2465,11/15/21 04:15:00 AM,8.978,0.0,,,,,
2466,11/15/21 04:30:00 AM,8.978,0.0,,,,,
2467,11/15/21 04:45:00 AM,8.879,0.0,,,,,
2468,11/15/21 05:00:00 AM,8.879,0.0,,,,,
2469,11/15/21 05:15:00 AM,8.779,0.0,,,,,
2470,11/15/21 05:30:00 AM,8.680,0.0,,,,,
2471,11/15/21 05:45:00 AM,8.581,0.0,,,,,
2472,11/15/21 06:00:00 AM,8.581,0.0,,,,,
2473,11/15/21 06:15:00 AM,8.481,0.0,,,,,
2474,11/15/21 06:30:00 AM,8.481,0.0,,,,,
2475,11/15/21 06:45:00 AM,8.481,10.8,,,,,
2476,11/15/21 07:00:00 AM,8.481,21.5,,,,,
2477,11/15/21 07:15:00 AM,8.581,43.1,,,,,
2478,11/15/21 07:30:00 AM,8.680,53.8,,,,,
2479,11/15/21 07:45:00 AM,8.779,64.6,,,,,
2480,11/15/21 08:00:00 AM,8.978,118.4,,,,,
2481,11/15/21 08:15:00 AM,9.077,204.5,,,,,
2482,11/15/21 08:30:00 AM,9.275,247.6,,,,,
2483,11/15/21 08:45:00 AM,9.472,226.0,,,,,
2484,11/15/21 09:00:00 AM,9.571,279.9,,,,,
2485,11/15/21 09:15:00 AM,9.571,409.0,,,,,
2486,11/15/21 09:30:00 AM,9.669,452.1,,,,,
2487,11/15/21 09:45:00 AM,9.768,247.6,,,,,
2488,11/15/21 10:00:00 AM,9.768,559.7,,,,,
2489,11/15/21 10:15:00 AM,9.866,731.9,,,,,
2490,11/15/21 10:30:00 AM,9.965,635.1,,,,,
2491,11/15/21 10:45:00 AM,9.965,430.6,,,,,
2492,11/15/21 11:00:00 AM,10.063,1044.1,,,,,
2493,11/15/21 11:15:00 AM,10.944,4994.5,,,,,
2494,11/15/21 11:30:00 AM,10.357,538.2,,,,,
2495,11/15/21 11:45:00 AM,11.041,1270.1,,,,,
2496,11/15/21 12:00:00 PM,11.139,839.6,,,,,
2497,11/15/21 12:15:00 PM,10.944,430.6,,,,,
2498,11/15/21 12:30:00 PM,10.944,495.1,,,,,
2499,11/15/21 12:45:00 PM,10.944,4133.4,,,,,
2500,11/15/21 01:00:00 PM,11.236,742.7,,,,,
2501,11/15/21 01:15:00 PM,11.334,1722.2,,,,,
2502,11/15/21 01:30:00 PM,11.625,1097.9,,,,,
2503,11/15/21 01:45:00 PM,11.431,312.2,,,,,
