"Plot Title: LUXarriba_02"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10163225, SEN S/N: 10163225)","Intensity, Lux (LGR S/N: 10163225, SEN S/N: 10163225)","End Of File (LGR S/N: 10163225)"
53,10/21/21 01:15:00 AM,4.102,0.0,
54,10/21/21 01:30:00 AM,4.311,0.0,
55,10/21/21 01:45:00 AM,4.311,0.0,
56,10/21/21 02:00:00 AM,4.102,0.0,
57,10/21/21 02:15:00 AM,4.415,0.0,
58,10/21/21 02:30:00 AM,4.519,0.0,
59,10/21/21 02:45:00 AM,4.311,0.0,
60,10/21/21 03:00:00 AM,4.519,0.0,
61,10/21/21 03:15:00 AM,4.415,0.0,
62,10/21/21 03:30:00 AM,4.102,0.0,
63,10/21/21 03:45:00 AM,4.102,0.0,
64,10/21/21 04:00:00 AM,4.102,0.0,
65,10/21/21 04:15:00 AM,4.102,0.0,
66,10/21/21 04:30:00 AM,3.893,0.0,
67,10/21/21 04:45:00 AM,4.102,0.0,
68,10/21/21 05:00:00 AM,4.207,0.0,
69,10/21/21 05:15:00 AM,4.102,0.0,
70,10/21/21 05:30:00 AM,4.102,0.0,
71,10/21/21 05:45:00 AM,4.519,0.0,
72,10/21/21 06:00:00 AM,4.727,43.1,
73,10/21/21 06:15:00 AM,4.831,452.1,
74,10/21/21 06:30:00 AM,4.727,699.7,
75,10/21/21 06:45:00 AM,4.831,624.3,
76,10/21/21 07:00:00 AM,5.141,968.8,
77,10/21/21 07:15:00 AM,5.244,1205.6,
78,10/21/21 07:30:00 AM,5.860,3444.5,
79,10/21/21 07:45:00 AM,6.268,3616.7,
80,10/21/21 08:00:00 AM,6.978,7233.4,
81,10/21/21 08:15:00 AM,7.280,5338.9,
82,10/21/21 08:30:00 AM,7.481,6544.5,
83,10/21/21 08:45:00 AM,7.682,6200.0,
84,10/21/21 09:00:00 AM,7.983,6200.0,
85,10/21/21 09:15:00 AM,8.282,6200.0,
86,10/21/21 09:30:00 AM,8.879,11711.2,
87,10/21/21 09:45:00 AM,9.373,5338.9,
88,10/21/21 10:00:00 AM,8.182,4650.0,
89,10/21/21 10:15:00 AM,8.282,6200.0,
90,10/21/21 10:30:00 AM,8.481,4822.3,
91,10/21/21 10:45:00 AM,7.882,6200.0,
92,10/21/21 11:00:00 AM,7.983,1980.6,
93,10/21/21 11:15:00 AM,6.978,1033.3,
94,10/21/21 11:30:00 AM,7.079,2755.6,
95,10/21/21 11:45:00 AM,6.775,3616.7,
96,10/21/21 12:00:00 PM,6.877,3100.0,
97,10/21/21 12:15:00 PM,6.573,958.0,
98,10/21/21 12:30:00 PM,6.370,1894.5,
99,10/21/21 12:45:00 PM,6.674,3100.0,
100,10/21/21 01:00:00 PM,7.882,5166.7,
101,10/21/21 01:15:00 PM,8.182,7577.8,
102,10/21/21 01:30:00 PM,7.882,9300.1,
103,10/21/21 01:45:00 PM,8.481,3444.5,
104,10/21/21 02:00:00 PM,7.179,1980.6,
105,10/21/21 02:15:00 PM,6.775,1324.0,
106,10/21/21 02:30:00 PM,6.064,549.0,
107,10/21/21 02:45:00 PM,4.727,581.3,
108,10/21/21 03:00:00 PM,4.831,882.6,
109,10/21/21 03:15:00 PM,5.347,904.2,
110,10/21/21 03:30:00 PM,5.141,742.7,
111,10/21/21 03:45:00 PM,5.552,366.0,
112,10/21/21 04:00:00 PM,5.450,387.5,
113,10/21/21 04:15:00 PM,5.450,484.4,
114,10/21/21 04:30:00 PM,5.450,635.1,
115,10/21/21 04:45:00 PM,5.244,742.7,
116,10/21/21 05:00:00 PM,5.552,958.0,
117,10/21/21 05:15:00 PM,5.450,538.2,
118,10/21/21 05:30:00 PM,5.450,376.7,
119,10/21/21 05:45:00 PM,5.037,269.1,
120,10/21/21 06:00:00 PM,4.934,129.2,
121,10/21/21 06:15:00 PM,4.415,0.0,
122,10/21/21 06:30:00 PM,3.998,0.0,
123,10/21/21 06:45:00 PM,4.311,0.0,
124,10/21/21 07:00:00 PM,4.831,0.0,
125,10/21/21 07:15:00 PM,4.934,0.0,
126,10/21/21 07:30:00 PM,4.207,0.0,
127,10/21/21 07:45:00 PM,4.415,0.0,
128,10/21/21 08:00:00 PM,3.893,0.0,
129,10/21/21 08:15:00 PM,3.998,0.0,
130,10/21/21 08:30:00 PM,3.788,0.0,
131,10/21/21 08:45:00 PM,3.998,0.0,
132,10/21/21 09:00:00 PM,4.207,0.0,
133,10/21/21 09:15:00 PM,3.998,0.0,
134,10/21/21 09:30:00 PM,3.998,0.0,
135,10/21/21 09:45:00 PM,4.102,0.0,
136,10/21/21 10:00:00 PM,4.102,0.0,
137,10/21/21 10:15:00 PM,3.683,0.0,
138,10/21/21 10:30:00 PM,3.261,0.0,
139,10/21/21 10:45:00 PM,2.943,0.0,
140,10/21/21 11:00:00 PM,3.049,0.0,
141,10/21/21 11:15:00 PM,3.683,0.0,
142,10/21/21 11:30:00 PM,3.893,0.0,
143,10/21/21 11:45:00 PM,4.102,0.0,
144,10/22/21 12:00:00 AM,4.311,0.0,
145,10/22/21 12:15:00 AM,4.415,0.0,
146,10/22/21 12:30:00 AM,4.311,0.0,
147,10/22/21 12:45:00 AM,4.102,0.0,
148,10/22/21 01:00:00 AM,4.102,0.0,
149,10/22/21 01:15:00 AM,4.207,0.0,
150,10/22/21 01:30:00 AM,3.998,0.0,
151,10/22/21 01:45:00 AM,3.893,0.0,
152,10/22/21 02:00:00 AM,3.788,0.0,
153,10/22/21 02:15:00 AM,3.683,0.0,
154,10/22/21 02:30:00 AM,3.788,0.0,
155,10/22/21 02:45:00 AM,3.788,0.0,
156,10/22/21 03:00:00 AM,3.998,0.0,
157,10/22/21 03:15:00 AM,3.893,0.0,
158,10/22/21 03:30:00 AM,3.893,0.0,
159,10/22/21 03:45:00 AM,3.472,0.0,
160,10/22/21 04:00:00 AM,3.261,0.0,
161,10/22/21 04:15:00 AM,3.155,0.0,
162,10/22/21 04:30:00 AM,2.088,0.0,
163,10/22/21 04:45:00 AM,1.764,0.0,
164,10/22/21 05:00:00 AM,1.330,0.0,
165,10/22/21 05:15:00 AM,1.548,0.0,
166,10/22/21 05:30:00 AM,1.330,0.0,
167,10/22/21 05:45:00 AM,1.656,10.8,
168,10/22/21 06:00:00 AM,1.439,129.2,
169,10/22/21 06:15:00 AM,1.439,215.3,
170,10/22/21 06:30:00 AM,1.548,419.8,
171,10/22/21 06:45:00 AM,1.656,807.3,
172,10/22/21 07:00:00 AM,2.303,1184.0,
173,10/22/21 07:15:00 AM,2.624,1894.5,
174,10/22/21 07:30:00 AM,3.578,3444.5,
175,10/22/21 07:45:00 AM,4.934,4305.6,
176,10/22/21 08:00:00 AM,6.674,6544.5,
177,10/22/21 08:15:00 AM,7.179,5338.9,
178,10/22/21 08:30:00 AM,7.481,8266.7,
179,10/22/21 08:45:00 AM,7.983,8611.2,
180,10/22/21 09:00:00 AM,9.472,10333.4,
181,10/22/21 09:15:00 AM,9.472,10677.8,
182,10/22/21 09:30:00 AM,11.041,12400.1,
183,10/22/21 09:45:00 AM,10.161,5511.1,
184,10/22/21 10:00:00 AM,11.041,5166.7,
185,10/22/21 10:15:00 AM,12.690,11711.2,
186,10/22/21 10:30:00 AM,12.497,10677.8,
187,10/22/21 10:45:00 AM,13.461,7233.4,
188,10/22/21 11:00:00 AM,11.916,12400.1,
189,10/22/21 11:15:00 AM,12.013,11022.3,
190,10/22/21 11:30:00 AM,15.091,17222.3,
191,10/22/21 11:45:00 AM,12.883,13089.0,
192,10/22/21 12:00:00 PM,12.980,14466.8,
193,10/22/21 12:15:00 PM,13.461,14466.8,
194,10/22/21 12:30:00 PM,12.883,12400.1,
195,10/22/21 12:45:00 PM,13.269,13089.0,
196,10/22/21 01:00:00 PM,12.980,13089.0,
197,10/22/21 01:15:00 PM,13.076,13089.0,
198,10/22/21 01:30:00 PM,11.916,10333.4,
199,10/22/21 01:45:00 PM,11.916,10677.8,
200,10/22/21 02:00:00 PM,12.401,11022.3,
201,10/22/21 02:15:00 PM,12.401,10333.4,
202,10/22/21 02:30:00 PM,12.497,9300.1,
203,10/22/21 02:45:00 PM,11.916,8266.7,
204,10/22/21 03:00:00 PM,11.139,7233.4,
205,10/22/21 03:15:00 PM,10.651,5511.1,
206,10/22/21 03:30:00 PM,10.455,6200.0,
207,10/22/21 03:45:00 PM,9.373,3444.5,
208,10/22/21 04:00:00 PM,8.879,2066.7,
209,10/22/21 04:15:00 PM,8.382,2066.7,
210,10/22/21 04:30:00 PM,7.983,1313.2,
211,10/22/21 04:45:00 PM,7.782,301.4,
212,10/22/21 05:00:00 PM,7.481,215.3,
213,10/22/21 05:15:00 PM,7.280,505.9,
214,10/22/21 05:30:00 PM,7.079,96.9,
215,10/22/21 05:45:00 PM,6.674,129.2,
216,10/22/21 06:00:00 PM,6.573,32.3,
217,10/22/21 06:15:00 PM,6.370,0.0,
218,10/22/21 06:30:00 PM,6.471,0.0,
219,10/22/21 06:45:00 PM,6.370,0.0,
220,10/22/21 07:00:00 PM,6.166,0.0,
221,10/22/21 07:15:00 PM,6.064,0.0,
222,10/22/21 07:30:00 PM,5.860,0.0,
223,10/22/21 07:45:00 PM,5.860,0.0,
224,10/22/21 08:00:00 PM,5.552,0.0,
225,10/22/21 08:15:00 PM,5.552,0.0,
226,10/22/21 08:30:00 PM,5.347,0.0,
227,10/22/21 08:45:00 PM,5.244,0.0,
228,10/22/21 09:00:00 PM,5.141,0.0,
229,10/22/21 09:15:00 PM,4.831,0.0,
230,10/22/21 09:30:00 PM,4.831,0.0,
231,10/22/21 09:45:00 PM,4.934,0.0,
232,10/22/21 10:00:00 PM,4.727,0.0,
233,10/22/21 10:15:00 PM,4.102,0.0,
234,10/22/21 10:30:00 PM,3.367,0.0,
235,10/22/21 10:45:00 PM,3.893,0.0,
236,10/22/21 11:00:00 PM,4.311,0.0,
237,10/22/21 11:15:00 PM,4.727,0.0,
238,10/22/21 11:30:00 PM,4.727,0.0,
239,10/22/21 11:45:00 PM,4.831,0.0,
240,10/23/21 12:00:00 AM,4.311,0.0,
241,10/23/21 12:15:00 AM,3.261,0.0,
242,10/23/21 12:30:00 AM,2.837,0.0,
243,10/23/21 12:45:00 AM,2.943,0.0,
244,10/23/21 01:00:00 AM,3.683,0.0,
245,10/23/21 01:15:00 AM,3.998,0.0,
246,10/23/21 01:30:00 AM,4.207,0.0,
247,10/23/21 01:45:00 AM,4.415,0.0,
248,10/23/21 02:00:00 AM,4.415,0.0,
249,10/23/21 02:15:00 AM,3.893,0.0,
250,10/23/21 02:30:00 AM,4.102,0.0,
251,10/23/21 02:45:00 AM,4.102,0.0,
252,10/23/21 03:00:00 AM,4.102,0.0,
253,10/23/21 03:15:00 AM,4.102,0.0,
254,10/23/21 03:30:00 AM,3.998,0.0,
255,10/23/21 03:45:00 AM,3.788,0.0,
256,10/23/21 04:00:00 AM,3.049,0.0,
257,10/23/21 04:15:00 AM,2.517,0.0,
258,10/23/21 04:30:00 AM,2.088,0.0,
259,10/23/21 04:45:00 AM,1.548,0.0,
260,10/23/21 05:00:00 AM,0.893,0.0,
261,10/23/21 05:15:00 AM,1.764,0.0,
262,10/23/21 05:30:00 AM,2.410,0.0,
263,10/23/21 05:45:00 AM,3.049,0.0,
264,10/23/21 06:00:00 AM,3.683,64.6,
265,10/23/21 06:15:00 AM,3.998,129.2,
266,10/23/21 06:30:00 AM,3.998,322.9,
267,10/23/21 06:45:00 AM,4.207,710.4,
268,10/23/21 07:00:00 AM,4.831,1894.5,
269,10/23/21 07:15:00 AM,5.552,3272.2,
270,10/23/21 07:30:00 AM,6.370,3272.2,
271,10/23/21 07:45:00 AM,6.573,3444.5,
272,10/23/21 08:00:00 AM,7.079,4822.3,
273,10/23/21 08:15:00 AM,7.381,4994.5,
274,10/23/21 08:30:00 AM,7.682,5511.1,
275,10/23/21 08:45:00 AM,8.082,6200.0,
276,10/23/21 09:00:00 AM,9.571,9300.1,
277,10/23/21 09:15:00 AM,11.819,12400.1,
278,10/23/21 09:30:00 AM,12.304,7577.8,
279,10/23/21 09:45:00 AM,13.942,15844.5,
280,10/23/21 10:00:00 AM,13.846,8611.2,
281,10/23/21 10:15:00 AM,14.038,17911.2,
282,10/23/21 10:30:00 AM,15.664,18600.1,
283,10/23/21 10:45:00 AM,17.855,16533.4,
284,10/23/21 11:00:00 AM,17.379,8611.2,
285,10/23/21 11:15:00 AM,15.760,10333.4,
286,10/23/21 11:30:00 AM,15.378,5166.7,
287,10/23/21 11:45:00 AM,13.846,10333.4,
288,10/23/21 12:00:00 PM,14.038,8266.7,
289,10/23/21 12:15:00 PM,14.421,12400.1,
290,10/23/21 12:30:00 PM,18.331,11711.2,
291,10/23/21 12:45:00 PM,19.662,11711.2,
292,10/23/21 01:00:00 PM,17.379,16533.4,
293,10/23/21 01:15:00 PM,13.173,3961.1,
294,10/23/21 01:30:00 PM,13.269,6544.5,
295,10/23/21 01:45:00 PM,11.916,2755.6,
296,10/23/21 02:00:00 PM,10.063,3616.7,
297,10/23/21 02:15:00 PM,10.161,4477.8,
298,10/23/21 02:30:00 PM,9.965,5338.9,
299,10/23/21 02:45:00 PM,10.063,6200.0,
300,10/23/21 03:00:00 PM,11.722,8266.7,
301,10/23/21 03:15:00 PM,13.750,9300.1,
302,10/23/21 03:30:00 PM,10.455,1377.8,
303,10/23/21 03:45:00 PM,8.680,936.5,
304,10/23/21 04:00:00 PM,7.682,764.2,
305,10/23/21 04:15:00 PM,7.179,2152.8,
306,10/23/21 04:30:00 PM,6.775,549.0,
307,10/23/21 04:45:00 PM,5.450,344.4,
308,10/23/21 05:00:00 PM,4.727,301.4,
309,10/23/21 05:15:00 PM,4.415,129.2,
310,10/23/21 05:30:00 PM,4.311,32.3,
311,10/23/21 05:45:00 PM,4.727,32.3,
312,10/23/21 06:00:00 PM,4.415,10.8,
313,10/23/21 06:15:00 PM,4.311,0.0,
314,10/23/21 06:30:00 PM,4.102,0.0,
315,10/23/21 06:45:00 PM,4.207,0.0,
316,10/23/21 07:00:00 PM,3.893,0.0,
317,10/23/21 07:15:00 PM,3.998,0.0,
318,10/23/21 07:30:00 PM,3.998,0.0,
319,10/23/21 07:45:00 PM,3.998,0.0,
320,10/23/21 08:00:00 PM,4.311,0.0,
321,10/23/21 08:15:00 PM,4.311,0.0,
322,10/23/21 08:30:00 PM,4.311,0.0,
323,10/23/21 08:45:00 PM,4.415,0.0,
324,10/23/21 09:00:00 PM,4.415,0.0,
325,10/23/21 09:15:00 PM,4.102,0.0,
326,10/23/21 09:30:00 PM,4.102,0.0,
327,10/23/21 09:45:00 PM,4.207,0.0,
328,10/23/21 10:00:00 PM,4.207,0.0,
329,10/23/21 10:15:00 PM,3.998,0.0,
330,10/23/21 10:30:00 PM,3.472,0.0,
331,10/23/21 10:45:00 PM,3.472,0.0,
332,10/23/21 11:00:00 PM,2.943,0.0,
333,10/23/21 11:15:00 PM,2.943,0.0,
334,10/23/21 11:30:00 PM,2.943,0.0,
335,10/23/21 11:45:00 PM,2.624,0.0,
336,10/24/21 12:00:00 AM,2.943,0.0,
337,10/24/21 12:15:00 AM,2.624,0.0,
338,10/24/21 12:30:00 AM,2.088,0.0,
339,10/24/21 12:45:00 AM,1.980,0.0,
340,10/24/21 01:00:00 AM,1.980,0.0,
341,10/24/21 01:15:00 AM,1.872,0.0,
342,10/24/21 01:30:00 AM,2.088,0.0,
343,10/24/21 01:45:00 AM,2.410,0.0,
344,10/24/21 02:00:00 AM,1.764,0.0,
345,10/24/21 02:15:00 AM,2.088,0.0,
346,10/24/21 02:30:00 AM,1.980,0.0,
347,10/24/21 02:45:00 AM,1.764,0.0,
348,10/24/21 03:00:00 AM,1.872,0.0,
349,10/24/21 03:15:00 AM,1.656,0.0,
350,10/24/21 03:30:00 AM,1.439,0.0,
351,10/24/21 03:45:00 AM,1.003,0.0,
352,10/24/21 04:00:00 AM,1.003,0.0,
353,10/24/21 04:15:00 AM,1.112,0.0,
354,10/24/21 04:30:00 AM,0.674,0.0,
355,10/24/21 04:45:00 AM,0.453,0.0,
356,10/24/21 05:00:00 AM,0.563,0.0,
357,10/24/21 05:15:00 AM,0.563,0.0,
358,10/24/21 05:30:00 AM,0.453,0.0,
359,10/24/21 05:45:00 AM,0.453,0.0,
360,10/24/21 06:00:00 AM,0.784,107.6,
361,10/24/21 06:15:00 AM,0.784,527.4,
362,10/24/21 06:30:00 AM,1.003,1194.8,
363,10/24/21 06:45:00 AM,1.439,1894.5,
364,10/24/21 07:00:00 AM,2.195,3100.0,
365,10/24/21 07:15:00 AM,3.155,3444.5,
366,10/24/21 07:30:00 AM,4.727,4133.4,
367,10/24/21 07:45:00 AM,5.962,3788.9,
368,10/24/21 08:00:00 AM,6.573,4133.4,
369,10/24/21 08:15:00 AM,7.079,5511.1,
370,10/24/21 08:30:00 AM,7.983,7233.4,
371,10/24/21 08:45:00 AM,9.176,10677.8,
372,10/24/21 09:00:00 AM,10.063,10333.4,
373,10/24/21 09:15:00 AM,10.259,12400.1,
374,10/24/21 09:30:00 AM,10.455,15844.5,
375,10/24/21 09:45:00 AM,10.455,7233.4,
376,10/24/21 10:00:00 AM,10.553,8611.2,
377,10/24/21 10:15:00 AM,12.110,10677.8,
378,10/24/21 10:30:00 AM,13.076,12400.1,
379,10/24/21 10:45:00 AM,13.365,5166.7,
380,10/24/21 11:00:00 AM,12.883,7577.8,
381,10/24/21 11:15:00 AM,11.139,4822.3,
382,10/24/21 11:30:00 AM,12.207,7577.8,
383,10/24/21 11:45:00 AM,11.431,6200.0,
384,10/24/21 12:00:00 PM,17.094,10677.8,
385,10/24/21 12:15:00 PM,19.853,15155.7,
386,10/24/21 12:30:00 PM,20.996,13777.9,
387,10/24/21 12:45:00 PM,20.519,15844.5,
388,10/24/21 01:00:00 PM,18.711,6544.5,
389,10/24/21 01:15:00 PM,16.141,4822.3,
390,10/24/21 01:30:00 PM,14.134,5166.7,
391,10/24/21 01:45:00 PM,13.173,4133.4,
392,10/24/21 02:00:00 PM,11.819,4650.0,
393,10/24/21 02:15:00 PM,11.722,6200.0,
394,10/24/21 02:30:00 PM,11.625,2411.1,
395,10/24/21 02:45:00 PM,9.669,958.0,
396,10/24/21 03:00:00 PM,8.978,559.7,
397,10/24/21 03:15:00 PM,8.879,775.0,
398,10/24/21 03:30:00 PM,8.978,1302.4,
399,10/24/21 03:45:00 PM,8.581,1377.8,
400,10/24/21 04:00:00 PM,8.382,785.8,
401,10/24/21 04:15:00 PM,8.282,2927.8,
402,10/24/21 04:30:00 PM,8.680,3100.0,
403,10/24/21 04:45:00 PM,8.779,2325.0,
404,10/24/21 05:00:00 PM,8.382,1463.9,
405,10/24/21 05:15:00 PM,7.782,559.7,
406,10/24/21 05:30:00 PM,7.280,204.5,
407,10/24/21 05:45:00 PM,6.978,32.3,
408,10/24/21 06:00:00 PM,6.573,0.0,
409,10/24/21 06:15:00 PM,6.166,0.0,
410,10/24/21 06:30:00 PM,6.064,0.0,
411,10/24/21 06:45:00 PM,5.860,0.0,
412,10/24/21 07:00:00 PM,5.552,0.0,
413,10/24/21 07:15:00 PM,5.450,0.0,
414,10/24/21 07:30:00 PM,4.831,0.0,
415,10/24/21 07:45:00 PM,4.207,0.0,
416,10/24/21 08:00:00 PM,4.207,0.0,
417,10/24/21 08:15:00 PM,3.998,0.0,
418,10/24/21 08:30:00 PM,4.311,0.0,
419,10/24/21 08:45:00 PM,3.998,0.0,
420,10/24/21 09:00:00 PM,3.578,0.0,
421,10/24/21 09:15:00 PM,3.155,0.0,
422,10/24/21 09:30:00 PM,2.943,0.0,
423,10/24/21 09:45:00 PM,2.837,0.0,
424,10/24/21 10:00:00 PM,2.730,0.0,
425,10/24/21 10:15:00 PM,3.261,0.0,
426,10/24/21 10:30:00 PM,3.578,0.0,
427,10/24/21 10:45:00 PM,3.893,0.0,
428,10/24/21 11:00:00 PM,3.893,0.0,
429,10/24/21 11:15:00 PM,3.893,0.0,
430,10/24/21 11:30:00 PM,3.683,0.0,
431,10/24/21 11:45:00 PM,3.367,0.0,
432,10/25/21 12:00:00 AM,3.261,0.0,
433,10/25/21 12:15:00 AM,3.367,0.0,
434,10/25/21 12:30:00 AM,3.578,0.0,
435,10/25/21 12:45:00 AM,3.578,0.0,
436,10/25/21 01:00:00 AM,3.683,0.0,
437,10/25/21 01:15:00 AM,3.893,0.0,
438,10/25/21 01:30:00 AM,3.998,0.0,
439,10/25/21 01:45:00 AM,3.893,0.0,
440,10/25/21 02:00:00 AM,3.893,0.0,
441,10/25/21 02:15:00 AM,4.102,0.0,
442,10/25/21 02:30:00 AM,3.893,0.0,
443,10/25/21 02:45:00 AM,3.578,0.0,
444,10/25/21 03:00:00 AM,3.472,0.0,
445,10/25/21 03:15:00 AM,3.472,0.0,
446,10/25/21 03:30:00 AM,3.683,0.0,
447,10/25/21 03:45:00 AM,3.472,0.0,
448,10/25/21 04:00:00 AM,3.261,0.0,
449,10/25/21 04:15:00 AM,2.624,0.0,
450,10/25/21 04:30:00 AM,2.624,0.0,
451,10/25/21 04:45:00 AM,2.303,0.0,
452,10/25/21 05:00:00 AM,2.195,0.0,
453,10/25/21 05:15:00 AM,2.624,0.0,
454,10/25/21 05:30:00 AM,2.624,0.0,
455,10/25/21 05:45:00 AM,2.837,0.0,
456,10/25/21 06:00:00 AM,2.624,172.2,
457,10/25/21 06:15:00 AM,3.367,850.4,
458,10/25/21 06:30:00 AM,3.261,871.9,
459,10/25/21 06:45:00 AM,3.472,1377.8,
460,10/25/21 07:00:00 AM,3.788,2152.8,
461,10/25/21 07:15:00 AM,4.831,2927.8,
462,10/25/21 07:30:00 AM,5.347,3788.9,
463,10/25/21 07:45:00 AM,5.962,5166.7,
464,10/25/21 08:00:00 AM,6.877,5166.7,
465,10/25/21 08:15:00 AM,7.079,5511.1,
466,10/25/21 08:30:00 AM,6.775,6544.5,
467,10/25/21 08:45:00 AM,8.382,8266.7,
468,10/25/21 09:00:00 AM,9.866,11711.2,
469,10/25/21 09:15:00 AM,9.571,8611.2,
470,10/25/21 09:30:00 AM,8.779,4477.8,
471,10/25/21 09:45:00 AM,8.481,5166.7,
472,10/25/21 10:00:00 AM,8.779,8611.2,
473,10/25/21 10:15:00 AM,9.176,6200.0,
474,10/25/21 10:30:00 AM,9.373,10677.8,
475,10/25/21 10:45:00 AM,9.373,6544.5,
476,10/25/21 11:00:00 AM,8.978,4650.0,
477,10/25/21 11:15:00 AM,8.680,3961.1,
478,10/25/21 11:30:00 AM,8.581,6544.5,
479,10/25/21 11:45:00 AM,9.768,9644.5,
480,10/25/21 12:00:00 PM,9.768,3961.1,
481,10/25/21 12:15:00 PM,7.983,3100.0,
482,10/25/21 12:30:00 PM,8.182,8266.7,
483,10/25/21 12:45:00 PM,10.259,11711.2,
484,10/25/21 01:00:00 PM,13.076,13089.0,
485,10/25/21 01:15:00 PM,11.431,9644.5,
486,10/25/21 01:30:00 PM,11.334,6200.0,
487,10/25/21 01:45:00 PM,9.176,1377.8,
488,10/25/21 02:00:00 PM,7.381,667.4,
489,10/25/21 02:15:00 PM,6.674,850.4,
490,10/25/21 02:30:00 PM,6.573,2238.9,
491,10/25/21 02:45:00 PM,7.179,2411.1,
492,10/25/21 03:00:00 PM,6.978,1550.0,
493,10/25/21 03:15:00 PM,7.280,3272.2,
494,10/25/21 03:30:00 PM,8.182,5338.9,
495,10/25/21 03:45:00 PM,8.282,4477.8,
496,10/25/21 04:00:00 PM,7.682,828.8,
497,10/25/21 04:15:00 PM,6.471,624.3,
498,10/25/21 04:30:00 PM,5.962,731.9,
499,10/25/21 04:45:00 PM,5.860,1334.7,
500,10/25/21 05:00:00 PM,5.655,581.3,
501,10/25/21 05:15:00 PM,5.244,376.7,
502,10/25/21 05:30:00 PM,5.655,290.6,
503,10/25/21 05:45:00 PM,5.141,118.4,
504,10/25/21 06:00:00 PM,5.552,32.3,
505,10/25/21 06:15:00 PM,5.860,0.0,
506,10/25/21 06:30:00 PM,5.244,0.0,
507,10/25/21 06:45:00 PM,5.141,0.0,
508,10/25/21 07:00:00 PM,5.037,0.0,
509,10/25/21 07:15:00 PM,5.037,0.0,
510,10/25/21 07:30:00 PM,4.934,0.0,
511,10/25/21 07:45:00 PM,4.831,0.0,
512,10/25/21 08:00:00 PM,4.934,0.0,
513,10/25/21 08:15:00 PM,4.727,0.0,
514,10/25/21 08:30:00 PM,4.934,0.0,
515,10/25/21 08:45:00 PM,4.831,0.0,
516,10/25/21 09:00:00 PM,4.727,0.0,
517,10/25/21 09:15:00 PM,4.727,0.0,
518,10/25/21 09:30:00 PM,4.311,0.0,
519,10/25/21 09:45:00 PM,4.415,0.0,
520,10/25/21 10:00:00 PM,4.207,0.0,
521,10/25/21 10:15:00 PM,3.788,0.0,
522,10/25/21 10:30:00 PM,3.367,0.0,
