"Plot Title: LUXarriba_04						",,,,,,
#,Date Time,Temp,"Intensity, Lux",,,
1,6/9/2021 12:00,NA,1377.8,,,
2,6/9/2021 12:15,NA,4822.3,,,
3,6/9/2021 12:30,NA,6200,,,
4,6/9/2021 12:45,NA,11022.3,,,
5,6/9/2021 13:00,NA,290.6,,,
6,6/9/2021 13:15,NA,344.4,,,
7,6/9/2021 13:30,NA,121245.2,,,
8,6/9/2021 13:45,NA,231468.2,,,
9,6/9/2021 14:00,NA,231468.2,,,
10,6/9/2021 14:15,NA,159823.3,,,
11,6/9/2021 14:30,NA,38578,,,
12,6/9/2021 14:45,NA,198401.3,,,
13,6/9/2021 15:00,NA,115734.1,,,
14,6/9/2021 15:15,NA,231468.2,,,
15,6/9/2021 15:30,NA,88178.4,,,
16,6/9/2021 15:45,NA,35822.5,,,
17,6/9/2021 16:00,NA,26178,,,
18,6/9/2021 16:15,NA,60622.6,,,
19,6/9/2021 16:30,NA,34444.7,,,
20,6/9/2021 16:45,NA,7577.8,,,
21,6/9/2021 17:00,NA,13089,,,
22,6/9/2021 17:15,NA,12400.1,,,
23,6/9/2021 17:30,NA,6200,,,
24,6/9/2021 17:45,NA,4477.8,,,
25,6/9/2021 18:00,NA,710.4,,,
26,6/9/2021 18:15,NA,279.9,,,
27,6/9/2021 18:30,NA,32.3,,,
28,6/9/2021 18:45,NA,0,,,
29,6/9/2021 19:00,NA,0,,,
30,6/9/2021 19:15,NA,0,,,
31,6/9/2021 19:30,NA,0,,,
32,6/9/2021 19:45,NA,0,,,
33,6/9/2021 20:00,NA,0,,,
34,6/9/2021 20:15,NA,0,,,
35,6/9/2021 20:30,NA,0,,,
36,6/9/2021 20:45,NA,0,,,
37,6/9/2021 21:00,NA,0,,,
38,6/9/2021 21:15,NA,0,,,
39,6/9/2021 21:30,NA,0,,,
40,6/9/2021 21:45,NA,0,,,
41,6/9/2021 22:00,NA,0,,,
42,6/9/2021 22:15,NA,0,,,
43,6/9/2021 22:30,NA,0,,,
44,6/9/2021 22:45,NA,0,,,
45,6/9/2021 23:00,NA,0,,,
46,6/9/2021 23:15,NA,0,,,
47,6/9/2021 23:30,NA,0,,,
48,6/9/2021 23:45,NA,0,,,
49,6/10/2021 0:00,NA,0,,,
50,6/10/2021 0:15,NA,0,,,
51,6/10/2021 0:30,NA,0,,,
52,6/10/2021 0:45,NA,0,,,
53,6/10/2021 1:00,NA,0,,,
54,6/10/2021 1:15,NA,0,,,
55,6/10/2021 1:30,NA,0,,,
56,6/10/2021 1:45,NA,0,,,
57,6/10/2021 2:00,NA,0,,,
58,6/10/2021 2:15,NA,0,,,
59,6/10/2021 2:30,NA,0,,,
60,6/10/2021 2:45,NA,0,,,
61,6/10/2021 3:00,NA,0,,,
62,6/10/2021 3:15,NA,0,,,
63,6/10/2021 3:30,NA,0,,,
64,6/10/2021 3:45,NA,0,,,
65,6/10/2021 4:00,NA,0,,,
66,6/10/2021 4:15,NA,0,,,
67,6/10/2021 4:30,NA,0,,,
68,6/10/2021 4:45,NA,0,,,
69,6/10/2021 5:00,NA,0,,,
70,6/10/2021 5:15,NA,0,,,
71,6/10/2021 5:30,NA,0,,,
72,6/10/2021 5:45,NA,0,,,
73,6/10/2021 6:00,NA,53.8,,,
74,6/10/2021 6:15,NA,301.4,,,
75,6/10/2021 6:30,NA,1463.9,,,
76,6/10/2021 6:45,NA,1808.3,,,
77,6/10/2021 7:00,NA,1722.2,,,
78,6/10/2021 7:15,NA,2411.1,,,
79,6/10/2021 7:30,NA,1808.3,,,
80,6/10/2021 7:45,NA,3961.1,,,
81,6/10/2021 8:00,NA,8611.2,,,
82,6/10/2021 8:15,NA,20666.8,,,
83,6/10/2021 8:30,NA,20666.8,,,
84,6/10/2021 8:45,NA,19289,,,
85,6/10/2021 9:00,NA,22044.6,,,
86,6/10/2021 9:15,NA,24800.2,,,
87,6/10/2021 9:30,NA,104711.8,,,
88,6/10/2021 9:45,NA,52355.9,,,
89,6/10/2021 10:00,NA,60622.6,,,
90,6/10/2021 10:15,NA,60622.6,,,
91,6/10/2021 10:30,NA,82667.2,,,
92,6/10/2021 10:45,NA,110223,,,
93,6/10/2021 11:00,NA,198401.3,,,
94,6/10/2021 11:15,NA,220445.9,,,
95,6/10/2021 11:30,NA,104711.8,,,
96,6/10/2021 11:45,NA,60622.6,,,
97,6/10/2021 12:00,NA,132267.5,,,
98,6/10/2021 12:15,NA,82667.2,,,
99,6/10/2021 12:30,NA,242490.5,,,
100,6/10/2021 12:45,NA,242490.5,,,
101,6/10/2021 13:00,NA,242490.5,,,
102,6/10/2021 13:15,NA,154312.1,,,
103,6/10/2021 13:30,NA,165334.4,,,
104,6/10/2021 13:45,NA,38578,,,
105,6/10/2021 14:00,NA,71644.9,,,
106,6/10/2021 14:15,NA,176356.7,,,
107,6/10/2021 14:30,NA,154312.1,,,
108,6/10/2021 14:45,NA,209423.6,,,
109,6/10/2021 15:00,NA,88178.4,,,
110,6/10/2021 15:15,NA,154312.1,,,
111,6/10/2021 15:30,NA,187379,,,
112,6/10/2021 15:45,NA,19977.9,,,
113,6/10/2021 15:58,NA,Logged,Logged,,
114,6/10/2021 15:58,NA,,,Logged,Logged
