"Plot Title: LUXarriba_04"
"#","Date Time, GMT-05:00","Intensity, Lux (LGR S/N: 10801151, SEN S/N: 10801151)","Coupler Attached (LGR S/N: 10801151)","Host Connected (LGR S/N: 10801151)","Stopped (LGR S/N: 10801151)","End Of File (LGR S/N: 10801151)"
1,07/09/21 01:00:00 PM,46844.8,,,,
2,07/09/21 01:15:00 PM,71644.9,,,,
3,07/09/21 01:30:00 PM,46844.8,,,,
4,07/09/21 01:45:00 PM,74400.5,,,,
5,07/09/21 02:00:00 PM,30311.3,,,,
6,07/09/21 02:15:00 PM,39955.8,,,,
7,07/09/21 02:30:00 PM,34444.7,,,,
8,07/09/21 02:45:00 PM,49600.3,,,,
9,07/09/21 03:00:00 PM,27555.7,,,,
10,07/09/21 03:15:00 PM,24800.2,,,,
11,07/09/21 03:30:00 PM,28933.5,,,,
12,07/09/21 03:45:00 PM,28933.5,,,,
13,07/09/21 04:00:00 PM,16533.4,,,,
14,07/09/21 04:15:00 PM,24800.2,,,,
15,07/09/21 04:30:00 PM,7233.4,,,,
16,07/09/21 04:45:00 PM,4305.6,,,,
17,07/09/21 05:00:00 PM,3961.1,,,,
18,07/09/21 05:15:00 PM,3788.9,,,,
19,07/09/21 05:30:00 PM,2152.8,,,,
20,07/09/21 05:45:00 PM,818.1,,,,
21,07/09/21 06:00:00 PM,559.7,,,,
22,07/09/21 06:15:00 PM,86.1,,,,
23,07/09/21 06:30:00 PM,21.5,,,,
24,07/09/21 06:45:00 PM,0.0,,,,
25,07/09/21 07:00:00 PM,0.0,,,,
26,07/09/21 07:15:00 PM,0.0,,,,
27,07/09/21 07:30:00 PM,0.0,,,,
28,07/09/21 07:45:00 PM,0.0,,,,
29,07/09/21 08:00:00 PM,0.0,,,,
30,07/09/21 08:15:00 PM,0.0,,,,
31,07/09/21 08:30:00 PM,0.0,,,,
32,07/09/21 08:45:00 PM,0.0,,,,
33,07/09/21 09:00:00 PM,0.0,,,,
34,07/09/21 09:15:00 PM,0.0,,,,
35,07/09/21 09:30:00 PM,0.0,,,,
36,07/09/21 09:45:00 PM,0.0,,,,
37,07/09/21 10:00:00 PM,0.0,,,,
38,07/09/21 10:15:00 PM,0.0,,,,
39,07/09/21 10:30:00 PM,0.0,,,,
40,07/09/21 10:45:00 PM,0.0,,,,
41,07/09/21 11:00:00 PM,0.0,,,,
42,07/09/21 11:15:00 PM,0.0,,,,
43,07/09/21 11:30:00 PM,0.0,,,,
44,07/09/21 11:45:00 PM,0.0,,,,
45,07/10/21 12:00:00 AM,0.0,,,,
46,07/10/21 12:15:00 AM,0.0,,,,
47,07/10/21 12:30:00 AM,0.0,,,,
48,07/10/21 12:45:00 AM,0.0,,,,
49,07/10/21 01:00:00 AM,0.0,,,,
50,07/10/21 01:15:00 AM,0.0,,,,
51,07/10/21 01:30:00 AM,0.0,,,,
52,07/10/21 01:45:00 AM,0.0,,,,
53,07/10/21 02:00:00 AM,0.0,,,,
54,07/10/21 02:15:00 AM,0.0,,,,
55,07/10/21 02:30:00 AM,0.0,,,,
56,07/10/21 02:45:00 AM,0.0,,,,
57,07/10/21 03:00:00 AM,0.0,,,,
58,07/10/21 03:15:00 AM,0.0,,,,
59,07/10/21 03:30:00 AM,0.0,,,,
60,07/10/21 03:45:00 AM,0.0,,,,
61,07/10/21 04:00:00 AM,0.0,,,,
62,07/10/21 04:15:00 AM,0.0,,,,
63,07/10/21 04:30:00 AM,0.0,,,,
64,07/10/21 04:45:00 AM,0.0,,,,
65,07/10/21 05:00:00 AM,0.0,,,,
66,07/10/21 05:15:00 AM,0.0,,,,
67,07/10/21 05:30:00 AM,0.0,,,,
68,07/10/21 05:45:00 AM,0.0,,,,
69,07/10/21 06:00:00 AM,0.0,,,,
70,07/10/21 06:15:00 AM,32.3,,,,
71,07/10/21 06:30:00 AM,269.1,,,,
72,07/10/21 06:45:00 AM,1097.9,,,,
73,07/10/21 07:00:00 AM,1550.0,,,,
74,07/10/21 07:15:00 AM,3788.9,,,,
75,07/10/21 07:30:00 AM,4650.0,,,,
76,07/10/21 07:45:00 AM,4822.3,,,,
77,07/10/21 08:00:00 AM,10677.8,,,,
78,07/10/21 08:15:00 AM,14466.8,,,,
79,07/10/21 08:30:00 AM,18600.1,,,,
80,07/10/21 08:45:00 AM,22044.6,,,,
81,07/10/21 09:00:00 AM,22044.6,,,,
82,07/10/21 09:15:00 AM,19289.0,,,,
83,07/10/21 09:30:00 AM,22044.6,,,,
84,07/10/21 09:45:00 AM,24800.2,,,,
85,07/10/21 10:00:00 AM,23422.4,,,,
86,07/10/21 10:15:00 AM,34444.7,,,,
87,07/10/21 10:30:00 AM,30311.3,,,,
88,07/10/21 10:45:00 AM,49600.3,,,,
89,07/10/21 11:00:00 AM,30311.3,,,,
90,07/10/21 11:15:00 AM,30311.3,,,,
91,07/10/21 11:30:00 AM,24800.2,,,,
92,07/10/21 11:45:00 AM,24800.2,,,,
93,07/10/21 12:00:00 PM,23422.4,,,,
94,07/10/21 12:15:00 PM,22044.6,,,,
95,07/10/21 12:30:00 PM,19289.0,,,,
96,07/10/21 12:45:00 PM,26178.0,,,,
97,07/10/21 01:00:00 PM,71644.9,,,,
98,07/10/21 01:15:00 PM,20666.8,,,,
99,07/10/21 01:30:00 PM,24800.2,,,,
100,07/10/21 01:45:00 PM,63378.2,,,,
101,07/10/21 02:00:00 PM,88178.4,,,,
102,07/10/21 02:15:00 PM,37200.2,,,,
103,07/10/21 02:30:00 PM,31689.1,,,,
104,07/10/21 02:45:00 PM,24800.2,,,,
105,07/10/21 03:00:00 PM,31689.1,,,,
106,07/10/21 03:15:00 PM,38578.0,,,,
107,07/10/21 03:30:00 PM,17911.2,,,,
108,07/10/21 03:45:00 PM,35822.5,,,,
109,07/10/21 04:00:00 PM,14466.8,,,,
110,07/10/21 04:15:00 PM,16533.4,,,,
111,07/10/21 04:30:00 PM,20666.8,,,,
112,07/10/21 04:45:00 PM,22044.6,,,,
113,07/10/21 05:00:00 PM,13777.9,,,,
114,07/10/21 05:15:00 PM,33066.9,,,,
115,07/10/21 05:30:00 PM,3961.1,,,,
116,07/10/21 05:45:00 PM,4822.3,,,,
117,07/10/21 06:00:00 PM,1550.0,,,,
118,07/10/21 06:15:00 PM,495.1,,,,
119,07/10/21 06:30:00 PM,118.4,,,,
120,07/10/21 06:45:00 PM,0.0,,,,
121,07/10/21 07:00:00 PM,0.0,,,,
122,07/10/21 07:15:00 PM,0.0,,,,
123,07/10/21 07:30:00 PM,0.0,,,,
124,07/10/21 07:45:00 PM,0.0,,,,
125,07/10/21 08:00:00 PM,0.0,,,,
126,07/10/21 08:15:00 PM,0.0,,,,
127,07/10/21 08:30:00 PM,0.0,,,,
128,07/10/21 08:45:00 PM,0.0,,,,
129,07/10/21 09:00:00 PM,0.0,,,,
130,07/10/21 09:15:00 PM,0.0,,,,
131,07/10/21 09:30:00 PM,0.0,,,,
132,07/10/21 09:45:00 PM,0.0,,,,
133,07/10/21 10:00:00 PM,0.0,,,,
134,07/10/21 10:15:00 PM,0.0,,,,
135,07/10/21 10:30:00 PM,0.0,,,,
136,07/10/21 10:45:00 PM,0.0,,,,
137,07/10/21 11:00:00 PM,0.0,,,,
138,07/10/21 11:15:00 PM,0.0,,,,
139,07/10/21 11:30:00 PM,0.0,,,,
140,07/10/21 11:45:00 PM,0.0,,,,
141,07/11/21 12:00:00 AM,0.0,,,,
142,07/11/21 12:15:00 AM,0.0,,,,
143,07/11/21 12:30:00 AM,0.0,,,,
144,07/11/21 12:45:00 AM,0.0,,,,
145,07/11/21 01:00:00 AM,0.0,,,,
146,07/11/21 01:15:00 AM,0.0,,,,
147,07/11/21 01:30:00 AM,0.0,,,,
148,07/11/21 01:45:00 AM,0.0,,,,
149,07/11/21 02:00:00 AM,0.0,,,,
150,07/11/21 02:15:00 AM,0.0,,,,
151,07/11/21 02:30:00 AM,0.0,,,,
152,07/11/21 02:45:00 AM,0.0,,,,
153,07/11/21 03:00:00 AM,0.0,,,,
154,07/11/21 03:15:00 AM,0.0,,,,
155,07/11/21 03:30:00 AM,0.0,,,,
156,07/11/21 03:45:00 AM,0.0,,,,
157,07/11/21 04:00:00 AM,0.0,,,,
158,07/11/21 04:15:00 AM,0.0,,,,
159,07/11/21 04:30:00 AM,0.0,,,,
160,07/11/21 04:45:00 AM,0.0,,,,
161,07/11/21 05:00:00 AM,0.0,,,,
162,07/11/21 05:15:00 AM,0.0,,,,
163,07/11/21 05:30:00 AM,0.0,,,,
164,07/11/21 05:45:00 AM,0.0,,,,
165,07/11/21 06:00:00 AM,0.0,,,,
166,07/11/21 06:15:00 AM,107.6,,,,
167,07/11/21 06:30:00 AM,247.6,,,,
168,07/11/21 06:45:00 AM,861.1,,,,
169,07/11/21 07:00:00 AM,4822.3,,,,
170,07/11/21 07:15:00 AM,3100.0,,,,
171,07/11/21 07:30:00 AM,4477.8,,,,
172,07/11/21 07:45:00 AM,6544.5,,,,
173,07/11/21 08:00:00 AM,5511.1,,,,
174,07/11/21 08:15:00 AM,5511.1,,,,
175,07/11/21 08:30:00 AM,13089.0,,,,
176,07/11/21 08:45:00 AM,17222.3,,,,
177,07/11/21 09:00:00 AM,17911.2,,,,
178,07/11/21 09:15:00 AM,22044.6,,,,
179,07/11/21 09:30:00 AM,20666.8,,,,
180,07/11/21 09:45:00 AM,20666.8,,,,
181,07/11/21 10:00:00 AM,21355.7,,,,
182,07/11/21 10:15:00 AM,30311.3,,,,
183,07/11/21 10:30:00 AM,17911.2,,,,
184,07/11/21 10:45:00 AM,31689.1,,,,
185,07/11/21 11:00:00 AM,34444.7,,,,
186,07/11/21 11:15:00 AM,41333.6,,,,
187,07/11/21 11:30:00 AM,28933.5,,,,
188,07/11/21 11:45:00 AM,33066.9,,,,
189,07/11/21 12:00:00 PM,55111.5,,,,
190,07/11/21 12:15:00 PM,63378.2,,,,
191,07/11/21 12:30:00 PM,93689.5,,,,
192,07/11/21 12:45:00 PM,28933.5,,,,
193,07/11/21 01:00:00 PM,24800.2,,,,
194,07/11/21 01:15:00 PM,26178.0,,,,
195,07/11/21 01:30:00 PM,33066.9,,,,
196,07/11/21 01:45:00 PM,20666.8,,,,
197,07/11/21 02:00:00 PM,30311.3,,,,
198,07/11/21 02:15:00 PM,46844.8,,,,
199,07/11/21 02:30:00 PM,37200.2,,,,
200,07/11/21 02:45:00 PM,17222.3,,,,
201,07/11/21 03:00:00 PM,24800.2,,,,
202,07/11/21 03:15:00 PM,21355.7,,,,
203,07/11/21 03:30:00 PM,26178.0,,,,
204,07/11/21 03:45:00 PM,22044.6,,,,
205,07/11/21 04:00:00 PM,16533.4,,,,
206,07/11/21 04:15:00 PM,13089.0,,,,
207,07/11/21 04:30:00 PM,24800.2,,,,
208,07/11/21 04:45:00 PM,10677.8,,,,
209,07/11/21 05:00:00 PM,12400.1,,,,
210,07/11/21 05:15:00 PM,5511.1,,,,
211,07/11/21 05:30:00 PM,4822.3,,,,
212,07/11/21 05:45:00 PM,2755.6,,,,
213,07/11/21 06:00:00 PM,710.4,,,,
214,07/11/21 06:15:00 PM,333.7,,,,
215,07/11/21 06:30:00 PM,53.8,,,,
216,07/11/21 06:45:00 PM,0.0,,,,
217,07/11/21 07:00:00 PM,0.0,,,,
218,07/11/21 07:15:00 PM,0.0,,,,
219,07/11/21 07:30:00 PM,0.0,,,,
220,07/11/21 07:45:00 PM,0.0,,,,
221,07/11/21 08:00:00 PM,0.0,,,,
222,07/11/21 08:15:00 PM,0.0,,,,
223,07/11/21 08:30:00 PM,0.0,,,,
224,07/11/21 08:45:00 PM,0.0,,,,
225,07/11/21 09:00:00 PM,0.0,,,,
226,07/11/21 09:15:00 PM,0.0,,,,
227,07/11/21 09:30:00 PM,0.0,,,,
228,07/11/21 09:45:00 PM,0.0,,,,
229,07/11/21 10:00:00 PM,0.0,,,,
230,07/11/21 10:15:00 PM,0.0,,,,
231,07/11/21 10:30:00 PM,0.0,,,,
232,07/11/21 10:45:00 PM,0.0,,,,
233,07/11/21 11:00:00 PM,0.0,,,,
234,07/11/21 11:15:00 PM,0.0,,,,
235,07/11/21 11:30:00 PM,0.0,,,,
236,07/11/21 11:45:00 PM,0.0,,,,
237,07/12/21 12:00:00 AM,0.0,,,,
238,07/12/21 12:15:00 AM,0.0,,,,
239,07/12/21 12:30:00 AM,0.0,,,,
240,07/12/21 12:45:00 AM,0.0,,,,
241,07/12/21 01:00:00 AM,0.0,,,,
242,07/12/21 01:15:00 AM,0.0,,,,
243,07/12/21 01:30:00 AM,0.0,,,,
244,07/12/21 01:45:00 AM,0.0,,,,
245,07/12/21 02:00:00 AM,0.0,,,,
246,07/12/21 02:15:00 AM,0.0,,,,
247,07/12/21 02:30:00 AM,0.0,,,,
248,07/12/21 02:45:00 AM,0.0,,,,
249,07/12/21 03:00:00 AM,0.0,,,,
250,07/12/21 03:15:00 AM,0.0,,,,
251,07/12/21 03:30:00 AM,0.0,,,,
252,07/12/21 03:45:00 AM,0.0,,,,
253,07/12/21 04:00:00 AM,0.0,,,,
254,07/12/21 04:15:00 AM,0.0,,,,
255,07/12/21 04:30:00 AM,0.0,,,,
256,07/12/21 04:45:00 AM,0.0,,,,
257,07/12/21 05:00:00 AM,0.0,,,,
258,07/12/21 05:15:00 AM,0.0,,,,
259,07/12/21 05:30:00 AM,0.0,,,,
260,07/12/21 05:45:00 AM,0.0,,,,
261,07/12/21 06:00:00 AM,0.0,,,,
262,07/12/21 06:15:00 AM,96.9,,,,
263,07/12/21 06:30:00 AM,183.0,,,,
264,07/12/21 06:45:00 AM,549.0,,,,
265,07/12/21 07:00:00 AM,958.0,,,,
266,07/12/21 07:15:00 AM,1356.3,,,,
267,07/12/21 07:30:00 AM,4650.0,,,,
268,07/12/21 07:45:00 AM,4822.3,,,,
269,07/12/21 08:00:00 AM,6544.5,,,,
270,07/12/21 08:15:00 AM,14466.8,,,,
271,07/12/21 08:30:00 AM,9300.1,,,,
272,07/12/21 08:45:00 AM,8266.7,,,,
273,07/12/21 09:00:00 AM,10677.8,,,,
274,07/12/21 09:15:00 AM,12400.1,,,,
275,07/12/21 09:30:00 AM,22044.6,,,,
276,07/12/21 09:45:00 AM,30311.3,,,,
277,07/12/21 10:00:00 AM,49600.3,,,,
278,07/12/21 10:15:00 AM,17911.2,,,,
279,07/12/21 10:30:00 AM,37200.2,,,,
280,07/12/21 10:45:00 AM,41333.6,,,,
281,07/12/21 11:00:00 AM,66133.8,,,,
282,07/12/21 11:15:00 AM,99200.7,,,,
283,07/12/21 11:30:00 AM,38578.0,,,,
284,07/12/21 11:45:00 AM,99200.7,,,,
285,07/12/21 12:00:00 PM,71644.9,,,,
286,07/12/21 12:15:00 PM,115734.1,,,,
287,07/12/21 12:30:00 PM,68889.3,,,,
288,07/12/21 12:45:00 PM,132267.5,,,,
289,07/12/21 01:00:00 PM,23422.4,,,,
290,07/12/21 01:15:00 PM,60622.6,,,,
291,07/12/21 01:30:00 PM,88178.4,,,,
292,07/12/21 01:45:00 PM,99200.7,,,,
293,07/12/21 02:00:00 PM,42711.4,,,,
294,07/12/21 02:15:00 PM,68889.3,,,,
295,07/12/21 02:30:00 PM,44089.2,,,,
296,07/12/21 02:45:00 PM,154312.1,,,,
297,07/12/21 03:00:00 PM,68889.3,,,,
298,07/12/21 03:15:00 PM,63378.2,,,,
299,07/12/21 03:30:00 PM,57867.0,,,,
300,07/12/21 03:45:00 PM,19977.9,,,,
301,07/12/21 04:00:00 PM,20666.8,,,,
302,07/12/21 04:15:00 PM,11711.2,,,,
303,07/12/21 04:30:00 PM,9644.5,,,,
304,07/12/21 04:45:00 PM,16533.4,,,,
305,07/12/21 05:00:00 PM,17222.3,,,,
306,07/12/21 05:15:00 PM,9300.1,,,,
307,07/12/21 05:30:00 PM,6544.5,,,,
308,07/12/21 05:45:00 PM,4477.8,,,,
309,07/12/21 06:00:00 PM,818.1,,,,
310,07/12/21 06:15:00 PM,452.1,,,,
311,07/12/21 06:30:00 PM,139.9,,,,
312,07/12/21 06:45:00 PM,0.0,,,,
313,07/12/21 07:00:00 PM,0.0,,,,
314,07/12/21 07:15:00 PM,0.0,,,,
315,07/12/21 07:30:00 PM,0.0,,,,
316,07/12/21 07:45:00 PM,0.0,,,,
317,07/12/21 08:00:00 PM,0.0,,,,
318,07/12/21 08:15:00 PM,0.0,,,,
319,07/12/21 08:30:00 PM,0.0,,,,
320,07/12/21 08:45:00 PM,0.0,,,,
321,07/12/21 09:00:00 PM,0.0,,,,
322,07/12/21 09:15:00 PM,0.0,,,,
323,07/12/21 09:30:00 PM,0.0,,,,
324,07/12/21 09:45:00 PM,0.0,,,,
325,07/12/21 10:00:00 PM,0.0,,,,
326,07/12/21 10:15:00 PM,0.0,,,,
327,07/12/21 10:30:00 PM,0.0,,,,
328,07/12/21 10:45:00 PM,0.0,,,,
329,07/12/21 11:00:00 PM,0.0,,,,
330,07/12/21 11:15:00 PM,0.0,,,,
331,07/12/21 11:30:00 PM,0.0,,,,
332,07/12/21 11:45:00 PM,0.0,,,,
333,07/13/21 12:00:00 AM,0.0,,,,
334,07/13/21 12:15:00 AM,0.0,,,,
335,07/13/21 12:30:00 AM,0.0,,,,
336,07/13/21 12:45:00 AM,0.0,,,,
337,07/13/21 01:00:00 AM,0.0,,,,
338,07/13/21 01:15:00 AM,0.0,,,,
339,07/13/21 01:30:00 AM,0.0,,,,
340,07/13/21 01:45:00 AM,0.0,,,,
341,07/13/21 02:00:00 AM,0.0,,,,
342,07/13/21 02:15:00 AM,0.0,,,,
343,07/13/21 02:30:00 AM,0.0,,,,
344,07/13/21 02:45:00 AM,0.0,,,,
345,07/13/21 03:00:00 AM,0.0,,,,
346,07/13/21 03:15:00 AM,0.0,,,,
347,07/13/21 03:30:00 AM,0.0,,,,
348,07/13/21 03:45:00 AM,0.0,,,,
349,07/13/21 04:00:00 AM,0.0,,,,
350,07/13/21 04:15:00 AM,0.0,,,,
351,07/13/21 04:30:00 AM,0.0,,,,
352,07/13/21 04:45:00 AM,0.0,,,,
353,07/13/21 05:00:00 AM,0.0,,,,
354,07/13/21 05:15:00 AM,0.0,,,,
355,07/13/21 05:30:00 AM,0.0,,,,
356,07/13/21 05:45:00 AM,0.0,,,,
357,07/13/21 06:00:00 AM,0.0,,,,
358,07/13/21 06:15:00 AM,139.9,,,,
359,07/13/21 06:30:00 AM,1377.8,,,,
360,07/13/21 06:45:00 AM,2497.2,,,,
361,07/13/21 07:00:00 AM,3100.0,,,,
362,07/13/21 07:15:00 AM,3961.1,,,,
363,07/13/21 07:30:00 AM,6200.0,,,,
364,07/13/21 07:45:00 AM,5511.1,,,,
365,07/13/21 08:00:00 AM,17222.3,,,,
366,07/13/21 08:15:00 AM,13089.0,,,,
367,07/13/21 08:30:00 AM,19977.9,,,,
368,07/13/21 08:45:00 AM,37200.2,,,,
369,07/13/21 09:00:00 AM,39955.8,,,,
370,07/13/21 09:15:00 AM,22044.6,,,,
371,07/13/21 09:30:00 AM,15844.5,,,,
372,07/13/21 09:45:00 AM,22044.6,,,,
373,07/13/21 10:00:00 AM,23422.4,,,,
374,07/13/21 10:15:00 AM,38578.0,,,,
375,07/13/21 10:30:00 AM,41333.6,,,,
376,07/13/21 10:45:00 AM,52355.9,,,,
377,07/13/21 11:00:00 AM,57867.0,,,,
378,07/13/21 11:15:00 AM,52355.9,,,,
379,07/13/21 11:30:00 AM,30311.3,,,,
380,07/13/21 11:45:00 AM,21355.7,,,,
381,07/13/21 12:00:00 PM,39955.8,,,,
382,07/13/21 12:15:00 PM,38578.0,,,,
383,07/13/21 12:30:00 PM,23422.4,,,,
384,07/13/21 12:45:00 PM,28933.5,,,,
385,07/13/21 01:00:00 PM,27555.7,,,,
386,07/13/21 01:15:00 PM,18600.1,,,,
387,07/13/21 01:30:00 PM,16533.4,,,,
388,07/13/21 01:45:00 PM,18600.1,,,,
389,07/13/21 02:00:00 PM,11711.2,,,,
390,07/13/21 02:15:00 PM,22044.6,,,,
391,07/13/21 02:30:00 PM,16533.4,,,,
392,07/13/21 02:45:00 PM,15155.7,,,,
393,07/13/21 03:00:00 PM,26178.0,,,,
394,07/13/21 03:15:00 PM,16533.4,,,,
395,07/13/21 03:30:00 PM,9300.1,,,,
396,07/13/21 03:45:00 PM,14466.8,,,,
397,07/13/21 04:00:00 PM,7233.4,,,,
398,07/13/21 04:15:00 PM,9644.5,,,,
399,07/13/21 04:30:00 PM,8611.2,,,,
400,07/13/21 04:45:00 PM,4477.8,,,,
401,07/13/21 05:00:00 PM,3616.7,,,,
402,07/13/21 05:15:00 PM,3616.7,,,,
403,07/13/21 05:30:00 PM,1980.6,,,,
404,07/13/21 05:45:00 PM,1356.3,,,,
405,07/13/21 06:00:00 PM,710.4,,,,
406,07/13/21 06:15:00 PM,107.6,,,,
407,07/13/21 06:30:00 PM,0.0,,,,
408,07/13/21 06:45:00 PM,0.0,,,,
409,07/13/21 07:00:00 PM,0.0,,,,
410,07/13/21 07:15:00 PM,0.0,,,,
411,07/13/21 07:30:00 PM,0.0,,,,
412,07/13/21 07:45:00 PM,0.0,,,,
413,07/13/21 08:00:00 PM,0.0,,,,
414,07/13/21 08:15:00 PM,0.0,,,,
415,07/13/21 08:30:00 PM,0.0,,,,
416,07/13/21 08:45:00 PM,0.0,,,,
417,07/13/21 09:00:00 PM,0.0,,,,
418,07/13/21 09:15:00 PM,0.0,,,,
419,07/13/21 09:30:00 PM,0.0,,,,
420,07/13/21 09:45:00 PM,0.0,,,,
421,07/13/21 10:00:00 PM,0.0,,,,
422,07/13/21 10:15:00 PM,0.0,,,,
423,07/13/21 10:30:00 PM,0.0,,,,
424,07/13/21 10:45:00 PM,0.0,,,,
425,07/13/21 11:00:00 PM,0.0,,,,
426,07/13/21 11:15:00 PM,0.0,,,,
427,07/13/21 11:30:00 PM,0.0,,,,
428,07/13/21 11:45:00 PM,0.0,,,,
429,07/14/21 12:00:00 AM,0.0,,,,
430,07/14/21 12:15:00 AM,0.0,,,,
431,07/14/21 12:30:00 AM,0.0,,,,
432,07/14/21 12:45:00 AM,0.0,,,,
433,07/14/21 01:00:00 AM,0.0,,,,
434,07/14/21 01:15:00 AM,0.0,,,,
435,07/14/21 01:30:00 AM,0.0,,,,
436,07/14/21 01:45:00 AM,0.0,,,,
437,07/14/21 02:00:00 AM,0.0,,,,
438,07/14/21 02:15:00 AM,0.0,,,,
439,07/14/21 02:30:00 AM,0.0,,,,
440,07/14/21 02:45:00 AM,0.0,,,,
441,07/14/21 03:00:00 AM,0.0,,,,
442,07/14/21 03:15:00 AM,0.0,,,,
443,07/14/21 03:30:00 AM,0.0,,,,
444,07/14/21 03:45:00 AM,0.0,,,,
445,07/14/21 04:00:00 AM,0.0,,,,
446,07/14/21 04:15:00 AM,0.0,,,,
447,07/14/21 04:30:00 AM,0.0,,,,
448,07/14/21 04:45:00 AM,0.0,,,,
449,07/14/21 05:00:00 AM,0.0,,,,
450,07/14/21 05:15:00 AM,0.0,,,,
451,07/14/21 05:30:00 AM,0.0,,,,
452,07/14/21 05:45:00 AM,0.0,,,,
453,07/14/21 06:00:00 AM,0.0,,,,
454,07/14/21 06:15:00 AM,107.6,,,,
455,07/14/21 06:30:00 AM,495.1,,,,
456,07/14/21 06:45:00 AM,1237.9,,,,
457,07/14/21 07:00:00 AM,2927.8,,,,
458,07/14/21 07:15:00 AM,2927.8,,,,
459,07/14/21 07:30:00 AM,7233.4,,,,
460,07/14/21 07:45:00 AM,10677.8,,,,
461,07/14/21 08:00:00 AM,9644.5,,,,
462,07/14/21 08:15:00 AM,15155.7,,,,
463,07/14/21 08:30:00 AM,16533.4,,,,
464,07/14/21 08:45:00 AM,16533.4,,,,
465,07/14/21 09:00:00 AM,21355.7,,,,
466,07/14/21 09:15:00 AM,26178.0,,,,
467,07/14/21 09:30:00 AM,26178.0,,,,
468,07/14/21 09:45:00 AM,23422.4,,,,
469,07/14/21 10:00:00 AM,33066.9,,,,
470,07/14/21 10:15:00 AM,44089.2,,,,
471,07/14/21 10:30:00 AM,34444.7,,,,
472,07/14/21 10:45:00 AM,38578.0,,,,
473,07/14/21 11:00:00 AM,137778.7,,,,
474,07/14/21 11:15:00 AM,60622.6,,,,
475,07/14/21 11:30:00 AM,121245.2,,,,
476,07/14/21 11:45:00 AM,57867.0,,,,
477,07/14/21 12:00:00 PM,126756.4,,,,
478,07/14/21 12:15:00 PM,74400.5,,,,
479,07/14/21 12:30:00 PM,198401.3,,,,
480,07/14/21 12:45:00 PM,308624.3,,,,
481,07/14/21 01:00:00 PM,187379.0,,,,
482,07/14/21 01:15:00 PM,63378.2,,,,
483,07/14/21 01:30:00 PM,99200.7,,,,
484,07/14/21 01:45:00 PM,52355.9,,,,
485,07/14/21 01:58:21 PM,,Logged,,,
486,07/14/21 01:58:30 PM,,,Logged,,
487,07/14/21 01:58:35 PM,,,,Logged,Logged
