"Plot Title: LUXarriba_01"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10163226, SEN S/N: 10163226)","Intensity, Lux (LGR S/N: 10163226, SEN S/N: 10163226)","Coupler Attached (LGR S/N: 10163226)","Coupler Detached (LGR S/N: 10163226)","Host Connected (LGR S/N: 10163226)","Stopped (LGR S/N: 10163226)","End Of File (LGR S/N: 10163226)"
1,07/09/21 11:00:00 AM,8.581,49600.3,,,,,
2,07/09/21 11:15:00 AM,10.161,74400.5,,,,,
3,07/09/21 11:30:00 AM,10.651,115734.1,,,,,
4,07/09/21 11:45:00 AM,10.259,82667.2,,,,,
5,07/09/21 12:00:00 PM,8.978,66133.8,,,,,
6,07/09/21 12:15:00 PM,11.041,85422.8,,,,,
7,07/09/21 12:30:00 PM,10.161,66133.8,,,,,
8,07/09/21 12:45:00 PM,9.077,85422.8,,,,,
9,07/09/21 01:00:00 PM,11.041,115734.1,,,,,
10,07/09/21 01:15:00 PM,12.207,148801.0,,,,,
11,07/09/21 01:30:00 PM,10.944,82667.2,,,,,
12,07/09/21 01:45:00 PM,12.883,115734.1,,,,,
13,07/09/21 02:00:00 PM,11.041,60622.6,,,,,
14,07/09/21 02:15:00 PM,12.207,82667.2,,,,,
15,07/09/21 02:30:00 PM,9.965,55111.5,,,,,
16,07/09/21 02:45:00 PM,9.669,60622.6,,,,,
17,07/09/21 03:00:00 PM,8.581,44089.2,,,,,
18,07/09/21 03:15:00 PM,8.481,46844.8,,,,,
19,07/09/21 03:30:00 PM,9.472,52355.9,,,,,
20,07/09/21 03:45:00 PM,8.282,42711.4,,,,,
21,07/09/21 04:00:00 PM,7.179,30311.3,,,,,
22,07/09/21 04:15:00 PM,5.860,23422.4,,,,,
23,07/09/21 04:30:00 PM,4.934,12400.1,,,,,
24,07/09/21 04:45:00 PM,4.727,9644.5,,,,,
25,07/09/21 05:00:00 PM,4.207,8611.2,,,,,
26,07/09/21 05:15:00 PM,4.311,12400.1,,,,,
27,07/09/21 05:30:00 PM,3.998,4650.0,,,,,
28,07/09/21 05:45:00 PM,3.683,1894.5,,,,,
29,07/09/21 06:00:00 PM,3.472,871.9,,,,,
30,07/09/21 06:15:00 PM,3.261,183.0,,,,,
31,07/09/21 06:30:00 PM,3.155,43.1,,,,,
32,07/09/21 06:45:00 PM,3.155,0.0,,,,,
33,07/09/21 07:00:00 PM,3.155,0.0,,,,,
34,07/09/21 07:15:00 PM,3.155,0.0,,,,,
35,07/09/21 07:30:00 PM,3.155,0.0,,,,,
36,07/09/21 07:45:00 PM,3.155,0.0,,,,,
37,07/09/21 08:00:00 PM,3.049,0.0,,,,,
38,07/09/21 08:15:00 PM,3.049,0.0,,,,,
39,07/09/21 08:30:00 PM,3.049,0.0,,,,,
40,07/09/21 08:45:00 PM,3.049,0.0,,,,,
