Device Name:,,OM-CP-VOLT101A,,,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,,,
Serial Number:,,R37297,,,,,,,,,
Device ID:,,SynopticOld,,,,,,,,,
,,,,,,,,,,,
,,Channel 1,,,,,,,,,
Date,Time,Voltage (ppm),Tract,Description,Point,lat,lon,elev,WS,Notes,Notes_2
7/5/2021,1:14:35 PM,2796,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:14:40 PM,2811,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:14:45 PM,2826,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:14:50 PM,2831,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:14:55 PM,2841,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:00 PM,2856,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:05 PM,2871,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:10 PM,2886,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:15 PM,2896,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:20 PM,2906,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:25 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:30 PM,2921,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:35 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:40 PM,2941,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:45 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:50 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:15:55 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:00 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:05 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:10 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:15 PM,2951,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:20 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:25 PM,2966,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:30 PM,2966,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:35 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:40 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:45 PM,2936,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:50 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:16:55 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:00 PM,2936,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:05 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:10 PM,2926,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:15 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:20 PM,2921,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:25 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:30 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:35 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:40 PM,2906,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:45 PM,2906,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:50 PM,2906,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:17:55 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:00 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:05 PM,2936,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:10 PM,2941,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:15 PM,2941,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:20 PM,2941,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:25 PM,2951,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:30 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:35 PM,2966,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:40 PM,2971,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:45 PM,2971,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:50 PM,2961,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:18:55 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:00 PM,2951,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:05 PM,2941,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:10 PM,2941,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:15 PM,2936,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:20 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:25 PM,2921,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:30 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:35 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:40 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:45 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:50 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:19:55 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:00 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:05 PM,2921,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:10 PM,2926,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:15 PM,2921,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:20 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:25 PM,2906,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:30 PM,2906,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:35 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:40 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:45 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:50 PM,2911,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:20:55 PM,2916,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:00 PM,2921,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:05 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:10 PM,2931,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:15 PM,2936,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:20 PM,2946,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:25 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:30 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:35 PM,2961,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:40 PM,2956,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:45 PM,2971,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:50 PM,2991,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:21:55 PM,3006,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:00 PM,3016,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:05 PM,3021,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:10 PM,3021,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:15 PM,3011,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:20 PM,3011,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:25 PM,3016,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:30 PM,3021,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:35 PM,3031,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:40 PM,3046,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:45 PM,3071,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:50 PM,3096,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:22:55 PM,3111,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:00 PM,3122,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:05 PM,3147,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:10 PM,3172,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:15 PM,3202,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:20 PM,3212,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:25 PM,3227,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:30 PM,3237,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:35 PM,3252,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:40 PM,3262,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:45 PM,3262,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:50 PM,3262,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:23:55 PM,3272,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:00 PM,3287,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:05 PM,3302,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:10 PM,3312,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:15 PM,3322,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:20 PM,3337,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:25 PM,3352,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:30 PM,3367,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:35 PM,3387,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:40 PM,3407,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:45 PM,3417,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:50 PM,3417,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:24:55 PM,3422,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:25:00 PM,3427,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:25:05 PM,3447,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:25:10 PM,3472,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:25:15 PM,3492,1,Starting above Antenas,2,NA,NA,NA,1325,NA,
7/5/2021,1:25:20 PM,3502,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:25 PM,3502,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:30 PM,3512,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:35 PM,3517,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:40 PM,3522,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:45 PM,3537,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:50 PM,3557,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:25:55 PM,3572,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:26:00 PM,3587,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:26:05 PM,3592,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:26:10 PM,3603,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:26:15 PM,3613,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:26:20 PM,3592,1,Starting above Antenas,2,-0.317367017,-78.19211897,4293.370117,1325,NA,
7/5/2021,1:26:25 PM,3562,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:26:30 PM,3502,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:26:35 PM,3417,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:26:40 PM,3272,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:26:45 PM,3066,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:26:50 PM,2826,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:26:55 PM,2580,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:00 PM,2335,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:05 PM,2099,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:10 PM,1874,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:15 PM,1668,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:20 PM,1483,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:25 PM,1318,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:30 PM,1182,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:35 PM,1062,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:40 PM,957,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:45 PM,867,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:50 PM,787,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:27:55 PM,722,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:00 PM,671,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:05 PM,631,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:10 PM,591,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:15 PM,561,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:20 PM,536,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:25 PM,521,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:30 PM,501,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:35 PM,486,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:40 PM,476,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:45 PM,466,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:50 PM,461,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:28:55 PM,456,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:00 PM,446,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:05 PM,441,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:10 PM,431,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:15 PM,431,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:20 PM,421,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:25 PM,411,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:30 PM,401,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:35 PM,396,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:40 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:45 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:50 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:29:55 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:00 PM,396,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:05 PM,396,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:10 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:15 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:20 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:25 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:30 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:35 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:40 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:45 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:50 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:30:55 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:00 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:05 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:10 PM,391,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:15 PM,386,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:20 PM,381,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:25 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:30 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:35 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:40 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:45 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:50 PM,381,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:31:55 PM,381,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:00 PM,381,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:05 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:10 PM,371,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:15 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:20 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:25 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:30 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:35 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:40 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:45 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:50 PM,376,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:32:55 PM,371,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:00 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:05 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:10 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:15 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:20 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:25 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:30 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:35 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:40 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:45 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:50 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:33:55 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:00 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:05 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:10 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:15 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:20 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:25 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:30 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:35 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:40 PM,361,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:45 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:50 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:34:55 PM,366,NA,NA,NA,NA,NA,NA,NA,NA,
7/5/2021,1:35:00 PM,366,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:05 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:10 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:15 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:20 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:25 PM,366,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:30 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:35 PM,356,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:40 PM,351,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:45 PM,351,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:50 PM,351,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:35:55 PM,346,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:00 PM,346,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:05 PM,356,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:10 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:15 PM,366,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:20 PM,366,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:25 PM,366,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:30 PM,361,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:35 PM,366,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:40 PM,376,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:45 PM,401,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:50 PM,421,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:36:55 PM,446,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:00 PM,461,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:05 PM,476,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:10 PM,486,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:15 PM,501,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:20 PM,521,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:25 PM,536,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:30 PM,551,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:35 PM,566,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:40 PM,576,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:45 PM,586,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:50 PM,596,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:37:55 PM,601,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:00 PM,611,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:05 PM,616,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:10 PM,626,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:15 PM,631,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:20 PM,641,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:25 PM,646,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:30 PM,651,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:35 PM,661,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:40 PM,671,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:45 PM,681,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:50 PM,686,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:38:55 PM,691,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:39:00 PM,696,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:39:05 PM,711,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
7/5/2021,1:39:10 PM,716,1,Starting above Antenas,3,NA,NA,NA,NA,NA,
