Serial_number:
2020433
Project ID:

Location:

Well02
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Well02,TEMPERATURE
10/20/2021,01:26:27 pm,0,62.6397,12.351
10/20/2021,01:41:27 pm,0,64.1660,7.703
10/20/2021,01:56:27 pm,0,64.1550,7.799
10/20/2021,02:11:27 pm,0,64.1624,7.905
10/20/2021,02:26:27 pm,0,64.1626,8.019
10/20/2021,02:41:27 pm,0,64.1601,8.141
10/20/2021,02:56:27 pm,0,64.1715,8.252
10/20/2021,03:11:27 pm,0,64.1655,8.345
10/20/2021,03:26:27 pm,0,64.1586,8.411
10/20/2021,03:41:27 pm,0,64.1657,8.456
10/20/2021,03:56:27 pm,0,64.1608,8.478
10/20/2021,04:11:27 pm,0,64.1707,8.480
10/20/2021,04:26:27 pm,0,64.1735,8.467
10/20/2021,04:41:27 pm,0,64.1766,8.446
10/20/2021,04:56:27 pm,0,64.1888,8.409
10/20/2021,05:11:27 pm,0,64.1916,8.367
10/20/2021,05:26:27 pm,0,64.2012,8.319
10/20/2021,05:41:27 pm,0,64.1972,8.270
10/20/2021,05:56:27 pm,0,64.1963,8.218
10/20/2021,06:11:27 pm,0,64.2029,8.164
10/20/2021,06:26:27 pm,0,64.2090,8.101
10/20/2021,06:41:27 pm,0,64.2287,8.036
10/20/2021,06:56:27 pm,0,64.2429,7.961
10/20/2021,07:11:27 pm,0,64.2587,7.905
10/20/2021,07:26:27 pm,0,64.2846,7.850
10/20/2021,07:41:27 pm,0,64.3093,7.780
10/20/2021,07:56:27 pm,0,64.3333,7.722
10/20/2021,08:11:27 pm,0,64.3373,7.670
10/20/2021,08:26:27 pm,0,64.3394,7.628
10/20/2021,08:41:27 pm,0,64.3481,7.591
10/20/2021,08:56:27 pm,0,64.3577,7.555
10/20/2021,09:11:27 pm,0,64.3637,7.522
10/20/2021,09:26:27 pm,0,64.3673,7.488
10/20/2021,09:41:27 pm,0,64.3725,7.457
10/20/2021,09:56:27 pm,0,64.3941,7.427
10/20/2021,10:11:27 pm,0,64.4037,7.399
10/20/2021,10:26:27 pm,0,64.4201,7.371
