Serial_number:
2020421
Project ID:

Location:

Station01
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Station01,TEMPERATURE
12/29/2021,02:15:00 pm,0,63.8842,10.428
12/29/2021,02:30:00 pm,0,63.8831,10.144
12/29/2021,02:45:00 pm,0,63.8848,10.076
12/29/2021,03:00:00 pm,0,63.8796,10.049
12/29/2021,03:15:00 pm,0,63.8727,10.032
12/29/2021,03:30:00 pm,0,63.8694,10.018
12/29/2021,03:45:00 pm,0,63.8651,10.006
12/29/2021,04:00:00 pm,0,63.8668,10.000
12/29/2021,04:15:00 pm,0,63.8670,9.995
12/29/2021,04:30:00 pm,0,63.8720,9.989
12/29/2021,04:45:00 pm,0,63.8831,9.985
12/29/2021,05:00:00 pm,0,63.8913,9.978
12/29/2021,05:15:00 pm,0,63.8971,9.973
12/29/2021,05:30:00 pm,0,63.8972,9.968
12/29/2021,05:45:00 pm,0,63.9083,9.962
12/29/2021,06:00:00 pm,0,63.9125,9.954
12/29/2021,06:15:00 pm,0,63.9228,9.944
12/29/2021,06:30:00 pm,0,63.9347,9.930
12/29/2021,06:45:00 pm,0,63.9538,9.915
12/29/2021,07:00:00 pm,0,63.9560,9.898
12/29/2021,07:15:00 pm,0,63.9630,9.881
12/29/2021,07:30:00 pm,0,63.9747,9.867
12/29/2021,07:45:00 pm,0,63.9897,9.854
12/29/2021,08:00:00 pm,0,64.0092,9.843
12/29/2021,08:15:00 pm,0,64.0379,9.833
12/29/2021,08:30:00 pm,0,64.0464,9.822
12/29/2021,08:45:00 pm,0,64.0642,9.810
12/29/2021,09:00:00 pm,0,64.0705,9.798
12/29/2021,09:15:00 pm,0,64.0840,9.785
12/29/2021,09:30:00 pm,0,64.0868,9.774
12/29/2021,09:45:00 pm,0,64.0856,9.760
12/29/2021,10:00:00 pm,0,64.0932,9.748
12/29/2021,10:15:00 pm,0,64.1044,9.736
12/29/2021,10:30:00 pm,0,64.0954,9.723
12/29/2021,10:45:00 pm,0,64.0904,9.712
12/29/2021,11:00:00 pm,0,64.0836,9.700
12/29/2021,11:15:00 pm,0,64.0807,9.689
12/29/2021,11:30:00 pm,0,64.0769,9.678
12/29/2021,11:45:00 pm,0,64.0728,9.670
12/30/2021,12:00:00 am,0,64.0625,9.660
12/30/2021,12:15:00 am,0,64.0460,9.647
12/30/2021,12:30:00 am,0,64.0360,9.637
12/30/2021,12:45:00 am,0,64.0176,9.628
12/30/2021,01:00:00 am,0,64.0046,9.619
12/30/2021,01:15:00 am,0,63.9940,9.608
12/30/2021,01:30:00 am,0,63.9679,9.596
12/30/2021,01:45:00 am,0,63.9585,9.581
12/30/2021,02:00:00 am,0,63.9621,9.566
12/30/2021,02:15:00 am,0,63.9471,9.556
12/30/2021,02:30:00 am,0,63.9510,9.544
12/30/2021,02:45:00 am,0,63.9342,9.530
12/30/2021,03:00:00 am,0,63.9215,9.522
12/30/2021,03:15:00 am,0,63.9186,9.513
12/30/2021,03:30:00 am,0,63.9236,9.506
12/30/2021,03:45:00 am,0,63.9235,9.497
12/30/2021,04:00:00 am,0,63.9228,9.482
12/30/2021,04:15:00 am,0,63.9240,9.464
12/30/2021,04:30:00 am,0,63.9352,9.448
12/30/2021,04:45:00 am,0,63.9369,9.428
12/30/2021,05:00:00 am,0,63.9329,9.410
12/30/2021,05:15:00 am,0,63.9411,9.397
12/30/2021,05:30:00 am,0,63.9475,9.384
12/30/2021,05:45:00 am,0,63.9508,9.368
12/30/2021,06:00:00 am,0,63.9604,9.353
12/30/2021,06:15:00 am,0,63.9629,9.337
12/30/2021,06:30:00 am,0,63.9788,9.323
12/30/2021,06:45:00 am,0,63.9903,9.308
12/30/2021,07:00:00 am,0,64.0110,9.296
12/30/2021,07:15:00 am,0,64.0318,9.288
