Serial_number:
2020421
Project ID:

Location:

Station01
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,Station01,TEMPERATURE
7/27/2021,02:30:00 pm,0,64.2784,10.558
7/27/2021,02:45:00 pm,0,64.2497,10.356
7/27/2021,03:00:00 pm,0,64.2337,10.176
7/27/2021,03:15:00 pm,0,64.2102,10.046
7/27/2021,03:30:00 pm,0,64.2052,10.236
7/27/2021,03:45:00 pm,0,64.1843,10.379
7/27/2021,04:00:00 pm,0,64.1781,10.578
7/27/2021,04:15:00 pm,0,64.1870,10.739
7/27/2021,04:30:00 pm,0,64.1833,10.588
7/27/2021,04:45:00 pm,0,64.1781,10.680
7/27/2021,05:00:00 pm,0,64.1762,10.632
7/27/2021,05:15:00 pm,0,64.1679,10.451
7/27/2021,05:30:00 pm,0,64.1671,10.218
7/27/2021,05:45:00 pm,0,64.1763,10.008
7/27/2021,06:00:00 pm,0,64.1886,9.826
7/27/2021,06:15:00 pm,0,64.1965,9.669
7/27/2021,06:30:00 pm,0,64.2112,9.521
7/27/2021,06:45:00 pm,0,64.2177,9.377
7/27/2021,07:00:00 pm,0,64.2232,9.265
7/27/2021,07:15:00 pm,0,64.2214,9.150
7/27/2021,07:30:00 pm,0,64.2254,9.046
7/27/2021,07:45:00 pm,0,64.2345,8.957
7/27/2021,08:00:00 pm,0,64.2431,8.878
7/27/2021,08:15:00 pm,0,64.2464,8.805
7/27/2021,08:30:00 pm,0,64.2559,8.737
7/27/2021,08:45:00 pm,0,64.2549,8.631
7/27/2021,09:00:00 pm,0,64.2668,8.477
7/27/2021,09:15:00 pm,0,64.2695,8.332
7/27/2021,09:30:00 pm,0,64.2678,8.203
7/27/2021,09:45:00 pm,0,64.2658,8.092
7/27/2021,10:00:00 pm,0,64.2620,7.986
7/27/2021,10:15:00 pm,0,64.2572,7.870
7/27/2021,10:30:00 pm,0,64.2536,7.773
7/27/2021,10:45:00 pm,0,64.2428,7.657
7/27/2021,11:00:00 pm,0,64.2415,7.538
7/27/2021,11:15:00 pm,0,64.2406,7.422
7/27/2021,11:30:00 pm,0,64.2343,7.342
7/27/2021,11:45:00 pm,0,64.2421,7.290
7/28/2021,12:00:00 am,0,64.2444,7.262
7/28/2021,12:15:00 am,0,64.2365,7.255
7/28/2021,12:30:00 am,0,64.2205,7.241
7/28/2021,12:45:00 am,0,64.2004,7.212
7/28/2021,01:00:00 am,0,64.1816,7.161
7/28/2021,01:15:00 am,0,64.1716,7.077
7/28/2021,01:30:00 am,0,64.1590,7.003
7/28/2021,01:45:00 am,0,64.1453,6.945
7/28/2021,02:00:00 am,0,64.1367,6.870
7/28/2021,02:15:00 am,0,64.1252,6.801
7/28/2021,02:30:00 am,0,64.1123,6.742
7/28/2021,02:45:00 am,0,64.1096,6.689
7/28/2021,03:00:00 am,0,64.0963,6.647
7/28/2021,03:15:00 am,0,64.0810,6.607
7/28/2021,03:30:00 am,0,64.0660,6.535
7/28/2021,03:45:00 am,0,64.0639,6.463
7/28/2021,04:00:00 am,0,64.0552,6.396
7/28/2021,04:15:00 am,0,64.0551,6.325
7/28/2021,04:30:00 am,0,64.0435,6.255
7/28/2021,04:45:00 am,0,64.0320,6.181
7/28/2021,05:00:00 am,0,64.0251,6.112
7/28/2021,05:15:00 am,0,64.0267,6.044
7/28/2021,05:30:00 am,0,64.0212,5.985
7/28/2021,05:45:00 am,0,64.0316,5.933
7/28/2021,06:00:00 am,0,64.0371,5.881
7/28/2021,06:15:00 am,0,64.0418,5.832
7/28/2021,06:30:00 am,0,64.0452,5.782
7/28/2021,06:45:00 am,0,64.0512,5.743
7/28/2021,07:00:00 am,0,64.0616,5.714
7/28/2021,07:15:00 am,0,64.0762,5.740
7/28/2021,07:30:00 am,0,64.0898,5.805
7/28/2021,07:45:00 am,0,64.1101,5.877
7/28/2021,08:00:00 am,0,64.1294,5.951
7/28/2021,08:15:00 am,0,64.1395,6.029
7/28/2021,08:30:00 am,0,64.1588,6.115
7/28/2021,08:45:00 am,0,64.1686,6.191
7/28/2021,09:00:00 am,0,64.1704,6.276
7/28/2021,09:15:00 am,0,64.1770,6.426
7/28/2021,09:30:00 am,0,64.1807,6.566
7/28/2021,09:45:00 am,0,64.1844,6.721
7/28/2021,10:00:00 am,0,64.1881,6.918
7/28/2021,10:15:00 am,0,64.1944,7.114
7/28/2021,10:30:00 am,0,64.1876,7.209
7/28/2021,10:45:00 am,0,64.1825,7.296
7/28/2021,11:00:00 am,0,64.1895,7.387
7/28/2021,11:15:00 am,0,64.1792,7.403
7/28/2021,11:30:00 am,0,64.1813,7.409
7/28/2021,11:45:00 am,0,64.1701,7.472
7/28/2021,12:00:00 pm,0,64.1700,7.612
7/28/2021,12:15:00 pm,0,64.1648,7.787
7/28/2021,12:30:00 pm,0,64.1554,8.149
7/28/2021,12:45:00 pm,0,64.1574,8.541
7/28/2021,01:00:00 pm,0,64.1316,8.693
7/28/2021,01:15:00 pm,0,64.1278,8.958
7/28/2021,01:30:00 pm,0,64.1167,9.276
7/28/2021,01:45:00 pm,0,64.1244,9.662
7/28/2021,02:00:00 pm,0,64.0939,9.750
7/28/2021,02:15:00 pm,0,64.0712,9.809
7/28/2021,02:30:00 pm,0,64.0542,9.925
7/28/2021,02:45:00 pm,0,64.0378,9.919
