"","lon_fit","lat_fit","lon_dist","lat_dist","lon","lat","ele","time","lat_wypt","lon_wypt","ele_wypt","Date","EOS_no","Flux_ave","Tract","Point","CO2_ppm_ave","adjusted_ppm","DOC","TDN","AirTemp_c","VaisalaType","Total_hPa","GAVI_waterTempAve","ele_fit","slope","ante_slope","dist"
"294",-78.1941275644116,-0.31469341296339,-78.1941256210952,-0.31469441296339,-78.1941359024495,-0.314708277583122,4270.79,"2021-07-12 10:44:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.09762245693,0.017285474900625,0.0157708904618839,453.527297022037
"293",-78.1941275644116,-0.31469341296339,-78.1941256210952,-0.31469441296339,-78.1941317953169,-0.314701488241553,4270.31,"2021-07-12 10:40:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.09762245693,0.0173199163109464,0.0143507892761471,453.527297022037
"292",-78.1941256210952,-0.31469441296339,-78.1941236830935,-0.31469541296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.10005533284,0.0173526488880843,0.0147971295287397,453.284009431871
"291",-78.1941236830935,-0.31469541296339,-78.1941217503938,-0.31469641296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.10248294968,0.0173837617208248,0.0151742141992338,453.04124774706
"290",-78.1941217503938,-0.31469641296339,-78.1941198229834,-0.31469741296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.10490532305,0.0174133376377438,0.0154968431729369,452.7990104104
"289",-78.1941198229834,-0.31469741296339,-78.1941179008495,-0.31469841296339,-78.1941178813577,-0.314693776890635,4268.39,"2021-07-12 10:45:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.10732246856,0.017441453781501,0.0157758703955816,452.557295859854
"288",-78.1941179008495,-0.31469841296339,-78.1941159839795,-0.31469941296339,-78.194118719548,-0.314698051661253,4268.87,"2021-07-12 10:42:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.10973440179,0.0174681820856911,0.0160194369476566,452.316102536136
"287",-78.1941159839795,-0.31469941296339,-78.1941140723606,-0.31470041296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.11214113839,0.0174935897089252,0.0162337689168773,452.07542887641
"286",-78.1941140723606,-0.31470041296339,-78.1941121659802,-0.31470141296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.11454269394,0.0175177394459937,0.0164237093760985,451.835273321849
"285",-78.1941121659802,-0.31470141296339,-78.1941102648254,-0.31470241296339,-78.1941117625684,-0.314702913165092,4270.31,"2021-07-12 10:44:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.11693908403,0.0175406900614753,0.016593082295179,451.59563431262
"284",-78.1941102648254,-0.31470241296339,-78.1941083688835,-0.31470341296339,-78.1941099185497,-0.314701739698648,4266.95,"2021-07-12 10:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.11933032423,0.0175624966432382,0.0167449473280079,451.356510292893
"283",-78.1941102648254,-0.31470241296339,-78.1941083688835,-0.31470341296339,-78.1941099185497,-0.314703416079283,4268.39,"2021-07-12 10:43:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.11933032423,0.017583210873442,0.0159610185241641,451.356510292893
"282",-78.1941083688835,-0.31470341296339,-78.1941064781419,-0.31470441296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.1217164302,0.0176028812837902,0.0161278572631283,451.117899695829
"281",-78.1941064781419,-0.31470441296339,-78.1941045925878,-0.31470541296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.12409741749,0.0176215535212235,0.0162796334141078,450.879800966123
"280",-78.1941045925878,-0.31470541296339,-78.1941027122085,-0.31470641296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.12647330171,0.0176392705539735,0.0164182100249039,450.642212545
"279",-78.1941027122085,-0.31470641296339,-78.1941008369913,-0.31470741296339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.12884409842,0.0176560728570679,0.0165451524503019,450.405132873953
"278",-78.1941008369913,-0.31470741296339,-78.1940989669233,-0.31470841296339,NA,NA,NA,NA,NA,NA,NA,"2021-07-06","EOS1",1.075,1,5,439.278333333333,491.274495722578,3.958,0.09001,6.879,"new",626.3334,9.0615,4267.13120982319,0.0176719986180482,0.0166617855613427,450.168560396031
