"","lon_fit","lat_fit","ele_fit","width","depth","dist","dist_ANTE","dist_GAVI","dist_COLM","dist_GAVItrib1","dist_GAVItrib2","dist_GAVItrib3","slope50m","Wetland","Wetland_2","Wetland_3","Wetland_4","Wetland_5","CatchmentSize_ha","CatchmentSize_m2","CatchmentSize_km2","Date","EOS_no","VaisalaType","CO2_ppm_ave","pCO2_ppm","F_CO2_umol_m2_s","flux_umolpers","Flux_gCO2asCperM2perDay","Totalflux_umolpers","WaterTemp_c","AirTemp_c","air_pressure_hpa","surface_area","DOC","TDN","pCO2_air_ppm","air_pressure_hpa_adjust","air_pressure_atm","water_pressure_atm","pCO2_w_atm","pCO2_air_atm","KH_mol.l.atm","KH_mol.m3.atm","Flux_mol_m2_d","k_m_d","Sc","K600"
"49",-78.19934683,-0.340800411,3944.615601,55,24,94.15681054,NA,NA,94.15681054,NA,NA,NA,-0.050678935,"COLM","Colmillo","COLM","COLM","COLM",75.6369,756369,0.756369,"7/9/21","EOS2","old",591,883.8983801,0.16,4.869524079,0.165888,-3.655314936,7.179,6.927,626.2844,30.43452549,NA,NA,416.45,651.97347188,0.643447810380267,0.61906250778652,0.000547188347813149,0.000267963840632862,0.0591597160378301,59.1597160378301,0.013824,0.836862507374825,1221.55733919432,1.19408547277457
"50",-78.19907918,-0.341160411,3940.952225,69,34.5,145.2527314,NA,NA,145.2527314,NA,NA,NA,-0.072480196,"COLM","Colmillo","COLM","COLM","COLM",78.12,781200,0.7812,"7/9/21","EOS1",NA,NA,NA,1.25,47.93761597,1.296,44.28230104,NA,NA,NA,38.35009278,NA,NA,416.45,NA,NA,NA,NA,NA,NA,NA,0.108,NA,NA,NA
"51",-78.19879791,-0.341780411,3933.003971,68.5,29,240.2440575,NA,NA,240.2440575,NA,NA,NA,-0.07823706,"COLM","Colmillo","COLM","COLM","COLM",80.2764,802764,0.802764,"7/9/21","EOS1",NA,NA,NA,0.505,6.595621136,0.523584,77.73877297,NA,NA,NA,13.06063591,NA,NA,416.45,NA,NA,NA,NA,NA,NA,NA,0.043632,NA,NA,NA
"52",-78.19878283,-0.341450411,3936.665451,NA,NA,193.670567,NA,NA,193.670567,NA,NA,NA,-0.08775172,"COLM","Colmillo","COLM","COLM","COLM",79.4763,794763,0.794763,"7/9/21","EOS2","old",509.4615385,761.8216451,0.075,1.203169417,0.07776,45.48547045,7.129,6.925,626.2944,16.0422589,NA,NA,416.45,652.93748988,0.644399222206086,0.61907237701952,0.000471622736696978,0.000268360056087725,0.0592501393538645,59.2501393538645,0.00648,0.538056622361451,1225.28512268663,0.768901903458434
"53",-78.20227,-0.3304933,4073.206,40.5,3.5,238.1902,NA,NA,NA,238.1902,NA,NA,-0.04497947,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.4985,14985,0.014985,"6/23/21","EOS1","old",3367.385,5068.857,1.335,NA,1.384128,NA,9.54925,6.754,627.3704,NA,3.446,0.1113,416.45,637.628624,0.629290545772539,0.62013430649032,0.0031433721203936,0.000262068047786974,0.0550619716182039,55.0619716182039,0.115344,0.727033055148285,1059.76392109669,0.966235738300553
"54",-78.20218,-0.3301748,4075.106,23,7,199.872,NA,NA,NA,199.872,NA,NA,-0.04555216,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.2771,12771,0.012771,"6/23/21","EOS1","old",1551.462,2334.253,0.68,NA,0.705024,NA,9.3875,6.754,627.3444,NA,NA,NA,416.45,637.374624,0.629039867254339,0.62010864648452,0.00144749046838243,0.00026196365271807,0.0553302355854767,55.3302355854767,0.058752,0.895671497306072,1069.92604115551,1.19605185189212
"55",-78.20203,-0.3299719,4075.916,10,2,171.9825,NA,NA,NA,171.9825,NA,NA,-0.07761806,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.2708,12708,0.012708,"6/23/21","EOS1","old",1606.462,2415.417,1.34,NA,1.389312,NA,9.226,6.755,627.5004,NA,NA,NA,416.45,637.433424,0.629097898344379,0.62026260651932,0.00149819284425108,0.000261987819765517,0.0555996977478182,55.5996977478182,0.115776,1.68444023190433,1080.19440213105,2.26011710285633
"56",-78.20194027,-0.329460713,4080.116025,91.5,5.1,110.8084104,NA,NA,NA,110.8084104,NA,NA,-0.217263559,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.2285,12285,0.012285,"6/23/21","EOS1","old",3024.461538,4538.995188,1.015,NA,1.052352,NA,8.67125,6.753,627.6234,NA,3.651,0.2276,416.45,637.052421,0.628721877606309,0.62038399808522,0.00281591998202101,0.000261831225929147,0.0565377294056144,56.5377294056144,0.087696,0.607303014158192,1116.4150841705,0.828404900396392
"57",-78.20193958,-0.329581213,4079.741435,27,1,124.3400115,NA,NA,NA,124.3400115,NA,NA,-0.167415614,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.233,12330,0.01233,"6/23/21","EOS1","old",1282.230769,1924.716274,0.585,NA,0.606528,NA,8.7735,6.754,627.7474,NA,NA,NA,416.45,637.2213718,0.628888619087383,0.62050637657442,0.00119429872111356,0.000261900665418941,0.0563633732094978,56.3633732094978,0.050544,0.961770102839067,1109.62676465748,1.30792881926345
"58",-78.20192275,-0.329803013,4077.422521,11.5,1.75,149.4211764,NA,NA,NA,149.4211764,NA,NA,-0.069212205,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.2663,12663,0.012663,"6/23/21","EOS1","old",1740.538462,2613.968845,0.82,NA,0.850176,NA,8.904,6.754,627.6564,NA,NA,NA,416.45,637.40864148,0.629073439897958,0.62041656655412,0.00162174957589434,0.000261977634045505,0.056141808707547,56.141808707547,0.070848,0.928058001063961,1101.03720849442,1.25718876711212
"59",-78.20184918,-0.329317413,4082.058608,16.5,5.75,91.6882921,NA,NA,NA,91.6882921,NA,NA,-0.243600852,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.2231,12231,0.012231,"6/23/21","EOS1","old",1264.25,1895.811472,0.93,NA,0.964224,NA,8.46625,6.751,627.7894,NA,NA,NA,416.45,636.98531104,0.628655645223123,0.62054782735302,0.00117644169002053,0.00026180364345317,0.056889305102371,56.889305102371,0.080352,1.54424711679871,1130.18060849668,2.11941058833873
"60",-78.20173101,-0.329209813,4088.244061,31.5,4.5,73.89428625,NA,NA,NA,73.89428625,NA,NA,-0.214118625,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.1934,11934,0.011934,"6/29/21","EOS1","new",3144.36,3489.783353,0.345,NA,0.357696,NA,8.95075,7.249,626.7634,NA,4.558,0.1381,416.45,635.21705668,0.626910513794913,0.61953524404722,0.00216204378127278,0.000261076883469891,0.0560626977601952,56.0626977601952,0.029808,0.279694734701284,1097.98022650795,0.378360617068283
"61",-78.20162978,-0.329106913,4091.655974,7,4,57.79782241,NA,NA,NA,57.79782241,NA,NA,-0.171374415,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.1304,11304,0.011304,"6/29/21","EOS1","new",10096.79091,11206.38178,1.15,NA,1.19232,NA,8.972,7.244,626.7364,NA,NA,NA,416.45,634.78062712,0.62647979129334,0.61950859711812,0.00694244985529786,0.000260897509084111,0.0560267837558283,56.0267837558283,0.09936,0.265422976622486,1096.59418031625,0.358827614985976
"62",-78.20159759,-0.328829913,4098.724497,44,2,25.57649902,NA,NA,NA,25.57649902,NA,NA,-0.092343717,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",0.9486,9486,0.009486,"6/29/21","EOS1","new",10000,11098.654,3.005,NA,3.115584,NA,8.75275,7.232,626.7564,NA,NA,NA,416.45,633.95240436,0.625662398953906,0.61952833558412,0.00687593063984404,0.000260557106044354,0.0563987022467527,56.3987022467527,0.259632,0.695880611682804,1111.00019494473,0.946926300170243
"63",-78.20158192,-0.328979313,4094.147599,44,2,42.33414533,NA,NA,NA,42.33414533,NA,NA,-0.163903771,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.0269,10269,0.010269,"6/29/21","EOS1","new",7189.789231,7979.266913,0.205,NA,0.212544,NA,8.90575,7.239,626.7964,NA,4.961,0.1887,416.45,634.54163212,0.626243921559256,0.61956781251612,0.00494369694676966,0.000260799281133352,0.0561388448521868,56.1388448521868,0.017712,0.0673735550604362,1100.92258544011,0.0912624722955422
"64",-78.20152703,-0.328625413,4101.086326,NA,NA,0,NA,NA,NA,0,NA,NA,NA,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",0.5391,5391,0.005391,"6/29/21","EOS1","new",4793.089231,5319.166243,1.26,NA,1.306368,NA,8.6925,7.224,626.8284,NA,NA,NA,416.45,633.74098488,0.62545374414302,0.61959939406172,0.00329575218107636,0.000260470211748361,0.0565014392441072,56.5014392441072,0.108864,0.634783654020431,1115.00007799954,0.865341552888987
"65",-78.20152703,-0.328625413,4101.086326,NA,NA,0,NA,NA,NA,0,NA,NA,NA,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",0.5265,5265,0.005265,"6/29/21","EOS1","new",10000,11095.729,1.675,NA,1.73664,NA,8.6375,7.22,626.9514,NA,NA,NA,416.45,633.86398488,0.62557513570892,0.61972078562762,0.00687625389299117,0.00026052076526598,0.0565954258997484,56.5954258997484,0.14472,0.386517572655979,1118.66702491601,0.527769193751963
"66",-78.20318554,-0.331215773,4063.573561,36,5,74.94060768,NA,NA,NA,NA,74.94060768,NA,-0.092194522,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",17.5878,175878,0.175878,"6/23/21","EOS1","old",927.3846154,1404.899821,2.28,NA,2.363904,NA,11.45275,6.775,626.9454,NA,2.786,0.07962,416.45,638.35951668,0.630011880788231,0.61971486408782,0.000870637301628018,0.000262368447754259,0.0520226216499229,52.0226216499229,0.196992,6.22530703451483,948.851213174299,7.828601907041
"67",-78.20316861,-0.330963273,4066.646854,32,4,46.7681834,NA,NA,NA,NA,46.7681834,NA,-0.069849753,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",18.2466,182466,0.182466,"6/23/21","EOS1","old",964.6923077,1460.886328,2.59,NA,2.685312,NA,11.34625,6.772,626.9774,NA,NA,NA,416.45,638.02272152,0.629679489797499,0.61974644563342,0.000905379109252459,0.000262230023526169,0.0521871054433111,52.1871054433111,0.223776,6.66712565870077,954.655448468369,8.40981308096958
"68",-78.2031338,-0.330699873,4068.707018,44.5,6.5,17.17957104,NA,NA,NA,NA,17.17957104,NA,-0.070233576,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",16.5654,165654,0.165654,"6/23/21","EOS1","old",1335.5,2019.293163,0.5,NA,0.5184,NA,10.8625,6.763,627.0124,NA,NA,NA,416.45,637.81050184,0.629470045250589,0.61978098794892,0.00125151951152264,0.000262142800344608,0.0529423807624731,52.9423807624731,0.0432,0.824742920518527,981.597716980674,1.05489623166663
"69",-78.20310205,-0.330560773,4069.821719,35.5,5.5,1.292980166,NA,NA,NA,NA,1.292980166,NA,-0.071061924,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",17.0406,170406,0.170406,"6/23/21","EOS1","old",2365.384615,3573.983273,0.655,NA,0.679104,NA,10.638,6.761,627.0104,NA,1.835,0.07048,416.45,637.67473772,0.629336056477257,0.61977901410232,0.00221507982935812,0.000262087000719954,0.0532974818418605,53.2974818418605,0.056592,0.543685441167792,994.430066492653,0.699937402913472
"70",-78.20095874,-0.327111639,4109.03935,110,48,10.57274833,NA,NA,NA,NA,NA,10.57274833,-0.127979954,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.1107,1107,0.001107,"6/30/21","EOS1","new",1651.496923,1834.589139,0.105,NA,0.108864,NA,8.5275,6.823,626.0904,NA,NA,NA,416.45,632.048622,0.623783511784693,0.61887104466632,0.00113537409698641,0.000259774643482735,0.0567839790629692,56.7839790629692,0.009072,0.18246170880658,1126.04584167871,0.249962090549605
"71",-78.20095407,-0.327118239,4108.997299,NA,NA,11.47265193,NA,NA,NA,NA,NA,11.47265193,-0.121260087,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.1764,1764,0.001764,"6/29/21","EOS1","new",1870.216923,2074.690358,0.105,NA,0.108864,NA,7.8905,7.196,627.1124,NA,NA,NA,416.45,633.07566812,0.624797127530695,0.61987968027892,0.0012860583957948,0.000260196763760158,0.0578912547093171,57.8912547093171,0.009072,0.152757060259815,1169.97729026032,0.213311555562453
"72",-78.20091729,-0.327175439,4108.933292,24.5,3.5,19.04367862,NA,NA,NA,NA,NA,19.04367862,-0.074974896,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.2943,2943,0.002943,"6/30/21","EOS1","new",1201.129231,1334.11874,0.255,NA,0.264384,NA,8.31275,6.768,626.1864,NA,NA,NA,416.45,632.15734896,0.623890816954855,0.61896578930312,0.000825773858928184,0.000259819330720849,0.0571543266865128,57.1543266865128,0.022032,0.681119432508427,1140.62555063013,0.939115900266025
"73",-78.200883,-0.327227939,4108.933102,21.25,3,26.02592192,NA,NA,NA,NA,NA,26.02592192,-0.054400195,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.4293,4293,0.004293,"6/30/21","EOS1","new",1814.661538,2015.453656,0.465,NA,0.482112,NA,8.36025,6.809,626.2334,NA,NA,NA,416.45,632.20437176,0.623937224851806,0.61901217469822,0.00124759035060404,0.000259838657289535,0.057072154198091,57.072154198091,0.040176,0.712680124383419,1137.38071688302,0.981232563503435
"74",-78.20077071,-0.327339039,4106.817377,20.5,3.5,43.70607485,NA,NA,NA,NA,NA,43.70607485,-0.081164342,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.5364,5364,0.005364,"6/29/21","EOS1","new",4475.566154,4965.087468,0.905,NA,0.938304,NA,8.0465,7.198,627.0824,NA,2.645,0.09103,416.45,633.30725876,0.625025689729373,0.61985007257992,0.00307760982740545,0.000260291948487797,0.0576176386178468,57.6176386178468,0.078192,0.481693754053864,1159.02635043871,0.669486840193692
"75",-78.19970056,-0.325404711,4121.711353,66.5,32.5,137.6898395,NA,137.6898395,NA,NA,NA,NA,-0.259402388,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.8771,408771,0.408771,"6/30/21","EOS2","old",362.1538462,544.0804486,0.015,0.081714981,0.015552,57.73953225,8.57975,6.828,626.2084,5.447665385,NA,NA,416.45,630.64598164,0.622399213331888,0.61898750161572,0.000336778997556874,0.000259198152392065,0.0566943197514677,56.6943197514678,0.001296,0.294653053646425,1122.53341436385,0.40302775911462
"76",-78.19960552,-0.324216711,4148.748203,47.5,39,3.043758344,NA,3.043758344,NA,NA,NA,NA,-0.672915826,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",38.7225,387225,0.387225,"6/30/21","EOS2","old",377.5384615,566.4882038,0.09,0.30702883,0.093312,0.30702883,8.15625,6.786,626.1104,3.411431448,8.737,0.2291,416.45,627.30355964,0.619100499181656,0.61889078313232,0.000350594328085003,0.0002578244028842,0.0574260988028033,57.4260988028033,0.007776,1.45961975175837,1151.39747689759,2.02197947689274
"77",-78.19961549,-0.325087711,4132.130382,50,27.5,101.1217373,NA,101.1217373,NA,NA,NA,NA,-0.076410518,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.3992,403992,0.403992,"6/30/21","EOS2","old",412.1538462,619.022998,0.295,5.872704375,0.305856,51.50746892,8.50775,6.829,626.2664,19.90747246,NA,NA,416.45,629.45369816,0.621222520985271,0.61904474316712,0.000383202932811451,0.000258708118864316,0.0568179150153929,56.8179150153929,0.025488,3.603289906131,1127.377046397,4.93921776346895
"78",-78.19970624,-0.325621711,4115.551479,98,28,161.9119878,NA,161.9119878,NA,NA,NA,NA,-0.302172249,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.9014,409014,0.409014,"6/29/21","EOS2","new",447.5353846,496.5489676,0.16,2.353936894,0.165888,60.09346915,8.3385,7.206,626.9874,14.71210559,NA,NA,416.45,632.16416652,0.623897545363668,0.61975631486642,0.000307739358310501,0.000259822132766699,0.0571097624330179,57.1097624330179,0.013824,5.05163202186941,1138.86509367044,6.95972730277055
"79",-78.19965015,-0.324669711,4135.948116,53.5,27,54.1434052,NA,54.1434052,NA,NA,NA,NA,-0.242255107,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",39.825,398250,0.39825,"6/30/21","EOS2","old",525.6153846,788.703259,0.235,2.761856806,0.243648,16.07052172,8.2105,6.801,626.2524,11.75258215,NA,NA,416.45,628.98157008,0.620756566782535,0.61903092624092,0.000488231708948002,0.000258514072236587,0.05733170996705,57.33170996705,0.020304,1.54167336705799,1147.64930392441,2.13216761907017
"80",-78.19985739,-0.326101711,4109.616035,40,34.5,219.3833764,NA,219.3833764,NA,NA,NA,NA,-0.099231679,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5584,415584,0.415584,"6/30/21","EOS2","old",525.6153846,789.0074568,0.43,0,0.445824,67.17646907,8.31275,6.768,626.1864,0,7.943,0.2281,416.45,632.0754198,0.623809959157901,0.61896578930312,0.000488368623264259,0.000259785657491308,0.0571543266865128,57.1543266865128,0.037152,2.84373564677522,1140.62555063013,3.92089439029015
"81",-78.19987476,-0.326342711,4108.094689,68.5,29,247.8121141,NA,247.8121141,NA,NA,NA,NA,-0.067558,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5665,415665,0.415665,"6/30/21","EOS2","old",540.6153846,811.6096596,0.145,0,0.150336,67.17646907,8.36025,6.809,626.2334,0,NA,NA,416.45,632.30498132,0.624036518770773,0.61901217469822,0.000502396260395078,0.000259880008242088,0.057072154198091,57.072154198091,0.012528,0.905141820777148,1137.38071688302,1.24621776130452
"82",-78.19970834,-0.325780711,4111.502335,82.5,24.5,179.6446348,NA,179.6446348,NA,NA,NA,NA,-0.231993127,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.1138,411138,0.411138,"6/30/21","EOS2","old",615.6153846,924.8185183,0.09,0.487253273,0.093312,67.17646907,8.5275,6.823,626.0904,5.413925258,NA,NA,416.45,631.7530638,0.623491818510607,0.61887104466632,0.000572343402547079,0.000259653167818742,0.0567839790629692,56.7839790629692,0.007776,0.43794151008409,1126.04584167871,0.599954785664718
"83",-78.19968867,-0.325347711,4122.520919,66.5,32.5,131.2083596,NA,131.2083596,NA,NA,NA,NA,-0.261886504,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.5378,405378,0.405378,"6/29/21","EOS2","new",830.9692308,921.9810527,0.54,5.292101697,0.559872,57.65781727,8.16175,7.2,626.9834,9.800188328,NA,NA,416.45,631.32383372,0.623068201343594,0.61975236717322,0.000571399939899682,0.00025947675244954,0.0574165206938986,57.4165206938986,0.046656,2.60509143151229,1151.01679204262,3.60817983478889
"84",-78.19962914,-0.324821711,4135.922456,75,25,71.25378084,NA,71.25378084,NA,NA,NA,NA,-0.068276008,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.122,401220,0.40122,"6/29/21","EOS2","new",1002.355385,1111.944302,2.605,29.56424283,2.700864,45.63476455,7.8905,7.196,627.1124,11.34903755,NA,NA,416.45,629.84464928,0.62160835975476,0.61987968027892,0.000689271678411727,0.00025886880141987,0.0578912547093171,57.8912547093171,0.225072,9.03302770120662,1169.97729026032,12.6138142951026
"85",-78.19961798,-0.325100711,4131.933789,50,27.5,102.5957333,NA,102.5957333,NA,NA,NA,NA,-0.080285831,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.4613,404613,0.404613,"6/29/21","EOS2","new",1095.706154,1215.550548,0.105,0.85824665,0.108864,52.36571557,8.0465,7.198,627.0824,8.173777615,NA,NA,416.45,630.29328932,0.622051133063549,0.61985007257992,0.000753459095402361,0.000259053194364315,0.0576176386178468,57.6176386178468,0.009072,0.318466636095328,1159.02635043871,0.442624011858651
"86",-78.19981325,-0.326028711,4110.967611,38,38.5,209.8900981,NA,209.8900981,NA,NA,NA,NA,-0.100180571,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5575,415575,0.415575,"6/29/21","EOS2","new",1268.172308,1407.279904,0.61,0,0.632448,67.17646907,8.53225,7.215,626.8724,0,NA,NA,416.45,632.59923068,0.624326920320167,0.61964281868692,0.000872010886396018,0.000260000945967333,0.056775820985305,56.775820985305,0.052704,1.51677680425476,1125.72596863537,2.07760219573292
"87",-78.19960236,-0.324359711,4140.191773,72,22.5,19.106936,NA,19.106936,NA,NA,NA,NA,-0.555014309,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",38.7549,387549,0.387549,"6/29/21","EOS2","new",1403.332308,1556.697444,1.22,13.00163609,1.264896,13.30866492,7.82575,7.196,627.1424,10.65707876,4.093,0.1337,416.45,629.36233124,0.621132348843074,0.61990928797792,0.000965011204107088,0.000258670566675698,0.0580052937702677,58.0052937702677,0.105408,2.57271542017848,1174.55987949022,3.59959554347471
"88",-78.1997043,-0.325738711,4113.203688,82.5,24.5,174.9453207,NA,174.9453207,NA,NA,NA,NA,-0.252016049,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.0922,410922,0.410922,"6/29/21","EOS2",NA,NA,NA,1.91,6.595746651,1.980288,66.6892158,NA,NA,NA,3.453270498,3.44,0.1274,416.45,NA,NA,NA,NA,NA,NA,NA,0.165024,NA,NA,NA
"89",-78.20384313,-0.331605,4053.85749,600,100,1059.218742,NA,1059.218742,NA,NA,NA,NA,-0.232784334,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.9568,1079568,1.079568,"6/22/21","EOS1","new",400.201,443.9843501,-0.035,0,-0.036288,276.4872894,8.755,6.759,627.0644,0,NA,NA,416.45,639.6444452,0.631280006683453,0.61983230796052,0.000275195844420834,0.000262896558783324,0.0563948700656564,56.3948700656564,-0.003024,-4.35975715220566,1110.85116682386,-5.93218397550423
"90",-78.20359633,-0.331489,4062.590527,315,53.5,1028.845743,NA,1028.845743,NA,NA,NA,NA,-0.071414603,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.8146,1078146,1.078146,"6/22/21","EOS1","new",420.7692308,466.8255368,0.75,27.73871361,0.7776,276.1727156,8.67725,6.756,627.0284,36.98495148,NA,NA,416.45,638.56048076,0.630210216921246,0.61979677872172,0.000289336963933678,0.000262451044836853,0.056527479856371,56.527479856371,0.0648,42.6373784677167,1116.01532757613,58.1500307859937
"91",-78.20378211,-0.331577,4055.615043,1000,NA,1051.743607,NA,1051.743607,NA,NA,NA,NA,-0.202660934,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.856,1078560,1.07856,"6/22/21","EOS1","new",428.5969231,475.4753116,0.025,0.31457376,0.02592,276.4872894,8.6585,6.76,627.0824,12.5829504,3.747,0.1204,416.45,639.45153884,0.631089622902051,0.61985007257992,0.00029472340640522,0.000262817273457559,0.0565595173186287,56.5595173186287,0.00216,1.19694414903919,1117.26515644049,1.63333921187218
"92",-78.20326454,-0.331305,4066.015629,116.5,24.5,986.5435796,NA,986.5435796,NA,NA,NA,NA,-0.070473284,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.8309,888309,0.888309,"6/22/21","EOS1","new",484.6728,537.6402185,0.43,3.465172865,0.445824,246.1685259,8.3405,6.748,627.1434,8.058541546,NA,NA,416.45,638.26446852,0.629918075544505,0.61991027490122,0.000333288695648287,0.000262329382560509,0.0571063029274224,57.1063029274224,0.037152,9.16829862731073,1138.72849948875,12.6305778616892
"93",-78.20327396,-0.331311,4065.992125,121,24,987.7886879,NA,987.7886879,NA,NA,NA,NA,-0.06732321,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.1243,1071243,1.071243,"6/22/21","EOS1","new",511.7616667,567.7224979,0.17,2.265476075,0.176256,248.434002,8.4675,6.751,627.1004,13.32632985,3.698,0.128,416.45,638.224289,0.629878421440034,0.61986783719932,0.000351912916902668,0.000262312868608702,0.0568871531813912,56.8871531813912,0.014688,2.881643286828,1130.09603803705,3.95477946370683
"94",-78.20295142,-0.331068,4068.714959,157.5,25,942.7503274,NA,942.7503274,NA,NA,NA,NA,-0.08755671,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.794,887940,0.88794,"6/22/21","EOS1","new",520.74,577.62168,0.26,5.290379411,0.269568,242.7033531,8.18675,6.745,627.1784,20.34761312,NA,NA,416.45,637.97554892,0.629632934059438,0.61994481721672,0.000358093566828015,0.000262210635389053,0.0573730086813913,57.3730086813913,0.022464,4.08355267410128,1149.28835762979,5.65167318670109
"95",-78.20288583,-0.33101,4070.018455,157,20.5,933.0006551,NA,933.0006551,NA,NA,NA,NA,-0.07694649,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7643,887643,0.887643,"6/22/21","EOS1","new",525.76,583.1253581,1.315,11.85228279,1.363392,237.4129737,7.90075,6.739,627.2604,9.013142807,NA,NA,416.45,637.9011294,0.629559487701175,0.62002574492732,0.000361552734541963,0.000262180048653154,0.0578732275712979,57.8732275712979,0.113616,19.7558064884417,1169.25387144939,27.5786845041612
"96",-78.20272262,-0.330864,4071.983226,172.5,23,908.6259036,NA,908.6259036,NA,NA,NA,NA,-0.075188874,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7472,887472,0.887472,"6/22/21","EOS1","new",546.0692308,605.5399379,0.25,2.962512872,0.2592,225.5606909,7.7205,6.735,627.3954,11.85005149,NA,NA,416.45,637.80035688,0.629460032953187,0.62015897957282,0.000375531029978653,0.000262138630723355,0.0581912544994111,58.1912544994111,0.0216,3.27349805089384,1182.05579496443,4.59468190109222
"97",-78.20255286,-0.330722,4073.785545,124.5,25,883.9961547,NA,883.9961547,NA,NA,NA,NA,-0.079471699,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7103,887103,0.887103,"6/22/21","EOS1","new",546.2615385,605.5983241,0.025,0.269058692,0.02592,222.598178,7.6175,6.728,627.5844,10.76234768,NA,NA,416.45,637.7730786,0.629433111383071,0.62034550807652,0.000375680200054103,0.00026212741923548,0.0583739526253326,58.3739526253326,0.00216,0.325864368726137,1189.44817888116,0.458811202539289
