"","...1","lon_fit","lat_fit","ele_fit","width","depth","dist","dist_ANTE","dist_GAVI","dist_COLM","dist_GAVItrib1","dist_GAVItrib2","dist_GAVItrib3","slope50m","Wetland","Wetland_2","Wetland_3","Wetland_4","Wetland_5","CatchmentSize_ha","CatchmentSize_m2","CatchmentSize_km2","Date","EOS_no","VaisalaType","CO2_ppm_ave","adjusted_ppm","Flux_ave","flux_umolpers","Flux_gCO2asCperM2perDay","Totalflux_umolpers","WaterTemp_c","AirTemp_c","Total_hPa","air_pressure_atm","VaporPressure_atm","KH_mol.L.atm","k_m.d","Sc","K600.effective","surface_area","DOC","TDN","Join_ID","Catchment_Name","Water_area","Wet_area","Dry_area","water_precent","wet_precent","dry_precent"
"41",30,-78.19993737,-0.346140411,3899.735309,154,24,909.6432784,NA,NA,909.6432784,NA,NA,NA,-0.116939886,"COLM","Colmillo","COLM","COLM","COLM",190.4778,1904778,1.904778,"7/7/21","EOS1","new",737.1446154,819.375235,1.81,47.15564017,1.876608,1109.705686,8.68,6.899,625.6314,0.617450206,0.00994291,0.055783634,80.79354688,1119.01778,110.3365862,26.05283987,1.507,0.0712,21,"COLM_21",2271.92267934,6577.95576668,48782.0985537,3.94212171369904,11.4137256938313,84.6441525924696
"42",28,-78.19996523,-0.346350411,3899.002867,165,28,933.2268754,NA,NA,933.2268754,NA,NA,NA,-0.065027877,"COLM","Colmillo","COLM","COLM","COLM",190.8738,1908738,1.908738,"7/7/21","EOS2","old",556.3846154,836.6046946,0.135,10.31259008,0.139968,1120.018276,8.68,6.899,625.6314,0.617450206,0.00994291,0.055783634,5.863619557,1119.01778,8.007715833,76.38955613,NA,NA,22,"COLM_22",2165.98894282,5873.26848621,45222.76963,4.06666637080757,11.0271215920879,84.9062120371045
"43",29,-78.19994467,-0.346520411,3899.002999,165,28,952.534841,NA,NA,952.534841,NA,NA,NA,-0.02646224,"COLM","Colmillo","COLM","COLM","COLM",193.1535,1931535,1.931535,"7/7/21","EOS2","old",894.6923077,1345.388003,0.08,5.170667278,0.082944,1125.188943,8.7295,6.903,625.7264,0.617543964,0.009945641,0.055700276,1.94114459,1115.681825,2.646990849,64.63334097,1.719,0.0869,23,"COLM_23",2014.19664643,4722.256715,43162.4014847,4.03655886020041,9.46365749186375,86.4997836479358
"44",31,-78.1999367,-0.346540411,3899.003016,143,20,954.9547151,NA,NA,954.9547151,NA,NA,NA,-0.022097218,"COLM","Colmillo","COLM","COLM","COLM",193.3668,1933668,1.933668,"7/7/21","EOS2","old",837,1257.75926,0.44,88.0163318,0.456192,1213.205275,8.481,6.888,625.6324,0.617451193,0.009935402,0.056120309,11.370405,1132.54683,15.62170359,200.0371177,NA,NA,24,"COLM_24",2556.97231324,4926.02183471,47533.3341139,4.6476607836679,8.95374517046034,86.3985940458718
"45",22,-78.19975087,-0.346920411,3899.003342,175,53.5,1002.255376,NA,NA,1002.255376,NA,NA,NA,6.9e-06,"COLM","Colmillo","COLM","COLM","COLM",193.8069,1938069,1.938069,"7/6/21","EOS1","new",765.3294048,849.2232479,0.22,26.76235928,0.228096,1239.967634,6.978,6.847928571,626.9213643,0.618723302,0.009908096,0.058745856,8.327828757,1241.009409,11.97688,121.6470877,NA,NA,25,"COLM_25",2510.54969555,5023.90315956,46519.8250596,4.64449770194191,9.29418235405347,86.0613199440046
"46",23,-78.1997358,-0.347230411,3898.863607,590,22,1036.839049,NA,NA,1036.839049,NA,NA,NA,-0.003149472,"COLM","Colmillo","COLM","COLM","COLM",193.8177,1938177,1.938177,"7/6/21","EOS2","old",738.8461538,1103.597847,1.485,44.63727485,1.539648,1284.604909,6.978,6.847,626.9664,0.618767748,0.009907464,0.058745856,40.59888929,1241.009409,58.38833137,30.05877094,NA,NA,26,"COLM_26",2193.62631341,5424.28486991,42245.1875097,4.39929801979409,10.8783549600565,84.7223470201494
"47",21,-78.19976445,-0.347530411,3898.481785,500,30.5,1070.935823,NA,NA,1070.935823,NA,NA,NA,-0.010204451,"COLM","Colmillo","COLM","COLM","COLM",193.833,1938330,1.93833,"7/6/21","EOS1","new",830.3646154,921.4522092,1.005,36.0403978,1.041984,1320.645307,6.978,6.849,626.8694,0.618672017,0.009908826,0.058745856,34.29664068,1241.009409,49.32459129,35.86109234,NA,NA,27,"COLM_27",1662.62656254,4276.02506422,34252.0396127,4.13684490429366,10.6393419280675,85.2238131676389
"48",24,-78.19967273,-0.347920411,3897.820983,112.5,20.5,1117.91863,NA,NA,1117.91863,NA,NA,NA,-0.013963533,"COLM","Colmillo","COLM","COLM","COLM",193.8402,1938402,1.938402,"7/6/21","EOS2","old",660.6153846,987.1542729,2.15,121.8014268,2.22912,1442.446733,7.079,6.852,626.8684,0.61867103,0.009910868,0.058564734,67.80625992,1233.3638,97.2164512,56.65182642,NA,NA,28,"COLM_28",1270.87189066,3381.2913222,24833.1308397,4.31018896536885,11.4677212178131,84.2220898168181
"49",25,-78.19956692,-0.348310411,3897.523723,104.5,40.5,1164.414129,NA,NA,1164.414129,NA,NA,NA,-0.006617569,"COLM","Colmillo","COLM","COLM","COLM",193.8555,1938555,1.938555,"7/6/21","EOS1","new",882.2923077,979.2442331,1.06,54.36167589,1.099008,1496.808409,7.129,6.853,626.7424,0.618546678,0.009911548,0.058475325,33.87841623,1229.598303,48.4985888,51.28459989,NA,NA,29,"COLM_29",670.642235347,2133.42819359,8330.82122999,6.0228896327818,19.1598468933427,74.8172634738755
"50",26,-78.1993405,-0.348780411,3896.444919,89,85,1223.971345,NA,NA,1223.971345,NA,NA,NA,-0.020700665,"COLM","Colmillo","COLM","COLM","COLM",210.2958,2102958,2.102958,"7/6/21","EOS1",NA,NA,NA,2.675,122.3442756,2.77344,1619.152685,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.73617778,NA,NA,30,"COLM_30",406.97882918,627.852985655,729.749865345,23.0637569091438,35.5808400771198,41.3554030137364
"51",27,-78.1992679,-0.348860411,3895.989738,88,72,1236.194501,NA,NA,1236.194501,NA,NA,NA,-0.027551328,"COLM","Colmillo","COLM","COLM","COLM",210.3696,2103696,2.103696,"7/6/21","EOS2","old",684.0769231,1022.632975,1.345,31.49760514,1.394496,1650.65029,7.179,6.855,626.7694,0.618573325,0.00991291,0.058386084,40.88989647,1225.845651,58.44646932,23.41829378,NA,NA,31,"COLM_31",2165.33633655,10290.1873864,9692.89245576,9.77648387622142,46.460150032269,43.7633660915096
"52",46,NA,NA,NA,105,58,NA,NA,NA,NA,NA,NA,NA,NA,"COLM","Colmillo","COLM","COLM","COLM",NA,NA,NA,"7/7/21","EOS1","new",NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"COLM_32",2104.09361375,10716.8990945,9934.25866599,9.24662874140749,47.096377527308,43.6569937312846
"53",76,-78.19960552,-0.324216711,4148.748203,47.5,39,3.043758344,NA,3.043758344,NA,NA,NA,NA,-0.672915826,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",38.7225,387225,0.387225,"6/30/21","EOS2","old",377.5384615,566.4882038,0.09,0.30702883,0.093312,0.30702883,8.15625,6.786,626.1104,0.617922942,0.009866027,0.056675138,6.508061268,1155.034348,9.02970282,3.411431448,8.737,0.2291,1,"GAVIinlet_01",56.4939038496,80.130891364,3717.27608448,1.46588886463763,2.07921516057182,96.4548959747906
"54",87,-78.19960236,-0.324359711,4140.191773,72,22.5,19.106936,NA,19.106936,NA,NA,NA,NA,-0.555014309,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",38.7549,387549,0.387549,"6/29/21","EOS2","new",1403.332308,1556.697444,1.22,13.00163609,1.264896,13.30866492,7.82575,7.196,627.1424,0.618941447,0.01014751,0.057246759,23.57762903,1178.448845,33.04303059,10.65707876,4.093,0.1337,2,"GAVIinlet_02",27.3826529004,43.9772354528,194.195561817,10.3114633432866,16.5604718052723,73.128064851441
"55",79,-78.19965015,-0.324669711,4135.948116,53.5,27,54.1434052,NA,54.1434052,NA,NA,NA,NA,-0.242255107,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",39.825,398250,0.39825,"6/30/21","EOS2","old",525.6153846,788.703259,0.235,2.761856806,0.243648,16.07052172,8.2105,6.801,626.2524,0.618063085,0.009876202,0.056581983,10.67955766,1151.242172,14.79316103,11.75258215,NA,NA,3,"GAVIinlet_03",39.6032599373,53.405093063,923.450204343,3.89620015997606,5.25403546235903,90.8497643776649
"56",84,-78.19962914,-0.324821711,4135.922456,75,25,71.25378084,NA,71.25378084,NA,NA,NA,NA,-0.068276008,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.122,401220,0.40122,"6/29/21","EOS2","new",1002.355385,1111.944302,2.605,29.56424283,2.700864,45.63476455,7.8905,7.196,627.1124,0.618911839,0.01014751,0.057134211,75.02164995,1173.819149,104.9328772,11.34903755,NA,NA,4,"GAVIinlet_04",63.9374629624,207.286889867,2692.02475801,2.15768099713657,6.99525696671117,90.8470620361523
"57",77,-78.19961549,-0.325087711,4132.130382,50,27.5,101.1217373,NA,101.1217373,NA,NA,NA,NA,-0.076410518,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.3992,403992,0.403992,"6/30/21","EOS2","old",412.1538462,619.022998,0.295,5.872704375,0.305856,51.50746892,8.50775,6.829,626.2664,0.618076902,0.009895221,0.056074907,19.1889666,1130.717205,26.34225576,19.90747246,NA,NA,5,"GAVIinlet_05",53.4583677526,210.369282333,1339.78073419,3.33362984858356,13.1184947893641,83.5478753620524
"58",85,-78.19961798,-0.325100711,4131.933789,50,27.5,102.5957333,NA,102.5957333,NA,NA,NA,NA,-0.080285831,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.4613,404613,0.404613,"6/29/21","EOS2","new",1095.706154,1215.550548,0.105,0.85824665,0.108864,52.36571557,8.0465,7.198,627.0824,0.618882232,0.0101489,0.056864173,2.745853584,1162.750066,3.822477493,8.173777615,NA,NA,6,"GAVIinlet_06",100.836824195,216.15518051,3496.45197515,2.64424558817917,5.66824061535628,91.6875137964645
"59",83,-78.19968867,-0.325347711,4122.520919,66.5,32.5,131.2083596,NA,131.2083596,NA,NA,NA,NA,-0.261886504,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.5378,405378,0.405378,"6/29/21","EOS2","new",830.9692308,921.9810527,0.54,5.292101697,0.559872,57.65781727,8.16175,7.2,626.9834,0.618784526,0.010150291,0.056665685,19.97139831,1154.649234,27.70498275,9.800188328,NA,NA,7,"GAVIinlet_07",60.4919219696,24.2626156882,714.464773163,7.56887642110082,3.03578947101294,89.3953341078862
"60",75,-78.19970056,-0.325404711,4121.711353,66.5,32.5,137.6898395,NA,137.6898395,NA,NA,NA,NA,-0.259402388,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.8771,408771,0.408771,"6/30/21","EOS2","old",362.1538462,544.0804486,0.015,0.081714981,0.015552,57.73953225,8.57975,6.828,626.2084,0.618019661,0.009894541,0.055952928,1.192733907,1125.809643,1.633805758,5.447665385,NA,NA,8,"GAVIinlet_08",61.8906665392,21.1987793896,856.483848999,6.5871036217516,2.25621348584934,91.1566828923991
"61",78,-78.19970624,-0.325621711,4115.551479,98,28,161.9119878,NA,161.9119878,NA,NA,NA,NA,-0.302172249,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.9014,409014,0.409014,"6/29/21","EOS2","new",447.5353846,496.5489676,0.16,2.353936894,0.165888,60.09346915,8.3385,7.206,626.9874,0.618788474,0.010154463,0.056362938,14.45365531,1142.351465,19.94352582,14.71210559,NA,NA,9,"GAVIinlet_09",53.9999999937,41.3732944649,66.6267055603,33.3333333255556,25.5390706543661,41.1275960200783
"62",88,-78.1997043,-0.325738711,4113.203688,82.5,24.5,174.9453207,NA,174.9453207,NA,NA,NA,NA,-0.252016049,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.0922,410922,0.410922,"6/29/21","EOS2",NA,NA,NA,1.91,6.595746651,1.980288,66.6892158,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.453270498,3.44,0.1274,10,"GAVIinlet_10",62.9999999927,103.464843767,22.5351562618,33.333333325679,54.7433035741959,11.9233631001251
"63",82,-78.19970834,-0.325780711,4111.502335,82.5,24.5,179.6446348,NA,179.6446348,NA,NA,NA,NA,-0.231993127,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.1138,411138,0.411138,"6/30/21","EOS2","old",615.6153846,924.8185183,0.09,0.487253273,0.093312,67.17646907,8.5275,6.823,626.0904,0.617903204,0.009891143,0.056041415,3.400294331,1129.368563,4.665076109,5.413925258,NA,NA,11,"GAVIinlet_11",53.9999999937,98.091549314,9.90845071113,33.33333332557,60.550339075678,6.11632759875203
"64",86,-78.19981325,-0.326028711,4110.967611,38,38.5,209.8900981,NA,209.8900981,NA,NA,NA,NA,-0.100180571,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5575,415575,0.415575,"6/29/21","EOS2","new",1268.172308,1407.279904,0.61,0,0.632448,67.17646907,8.53225,7.215,626.8724,0.618674978,0.010160724,0.056033364,13.86483466,1129.044484,19.01930296,0,NA,NA,12,"GAVIinlet_12",49.8762536813,11.2670371947,1164.62741443,4.06897093113748,0.919179838931402,95.0118492299311
"65",80,-78.19985739,-0.326101711,4109.616035,40,34.5,219.3833764,NA,219.3833764,NA,NA,NA,NA,-0.099231679,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5584,415584,0.415584,"6/30/21","EOS2","old",525.6153846,789.0074568,0.43,0,0.445824,67.17646907,8.31275,6.768,626.1864,0.617997948,0.009853828,0.05640692,19.67306805,1144.13364,27.16657236,0,7.943,0.2281,13,"GAVIinlet_13",51.3492636421,2.84700279673,1429.82054264,3.46015377507576,0.191844376648079,96.3480018482762
"66",81,-78.19987476,-0.326342711,4108.094689,68.5,29,247.8121141,NA,247.8121141,NA,NA,NA,NA,-0.067558,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5665,415665,0.415665,"6/30/21","EOS2","old",540.6153846,811.6096596,0.145,0,0.150336,67.17646907,8.36025,6.809,626.2334,0.618044334,0.009881633,0.056325822,6.411691633,1140.848633,8.841195929,0,NA,NA,14,"GAVIinlet_14",74.5760551802,16.3081626645,144.016459172,31.7479098516596,6.94257797449455,61.3095121738458
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"GAVIinlet_15",62.8766034254,33.0482636182,202.253994399,21.0868748781187,11.0833690417595,67.8297560801218
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"GAVIinlet_16",176.992251645,1779.97984147,1617.03870491,4.95220248754721,49.803426516048,45.2443709964048
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"GAVIinlet_17",102.122054432,1642.53972418,554.756321651,4.44121294949881,71.4328431176623,24.1259439328389
"70",111,-78.20061125,-0.328361,4103.530731,60.5,61,523.5859696,NA,523.5859696,NA,NA,NA,NA,-0.03680956,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.7794,817794,0.817794,"6/18/21","EOS1","new",6833.712308,7591.788998,0.6,15.25659339,0.62208,82.43306246,8.32425,7.897,626.0454,0.617858792,0.010645225,0.056387272,2.20408224,1143.33732,3.04256146,25.42765565,2.393,0.1063,1,"GAVIoutlet_01",250.229914117,7747.41434915,2738.80833587,2.33065728001364,72.159908290125,25.5094344298614
"71",110,-78.20060709,-0.328581,4102.626828,72.5,46.5,548.1782515,NA,548.1782515,NA,NA,NA,NA,-0.036776902,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.8082,818082,0.818082,"6/18/21","EOS1","new",6561.855,7288.120455,0.75,12.57955507,0.7776,95.01261753,8.27225,7.89,626.2134,0.618024595,0.01064015,0.05647618,2.863906151,1146.943172,3.959625452,16.77274009,NA,NA,2,"GAVIoutlet_02",92.7866933442,176.251665885,592.120753031,10.7746282914747,20.4667945070464,68.7585772014789
"72",109,-78.20060297,-0.328786,4101.786126,53.5,73,571.0524416,NA,571.0524416,NA,NA,NA,NA,-0.036755752,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.8145,818145,0.818145,"6/18/21","EOS1","new",4336.816923,4817.05608,0.505,6.309617203,0.523584,101.3222347,8.29475,7.886,626.1764,0.617988079,0.010637252,0.056437689,2.963255503,1145.381339,4.094195022,12.49429149,NA,NA,3,"GAVIoutlet_03",94.2920615267,291.772968782,472.406842011,10.9837100744968,33.9874814993754,55.0288084261278
"73",108,-78.20066466,-0.329003,4095.136621,90,108,596.2797799,NA,596.2797799,NA,NA,NA,NA,-0.151188623,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.2564,822564,0.822564,"6/18/21","EOS1","new",2014.324615,2236.719952,0.515,5.37738367,0.533952,106.6996184,8.21225,7.875,626.3954,0.618204215,0.010629283,0.056578981,6.80435582,1151.120083,9.424790524,10.44152169,NA,NA,4,"GAVIoutlet_04",120.884626248,400.855130648,3787.43665732,2.80528376255845,9.30236063962423,87.8923555978173
"74",107,-78.20068617,-0.329048,4094.223282,87.5,71,601.8355694,NA,601.8355694,NA,NA,NA,NA,-0.165471411,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.3743,823743,0.823743,"6/18/21","EOS1","new",1584.144615,1758.938182,0.305,1.398382573,0.316224,108.098001,8.15625,7.868,626.4404,0.618248627,0.010624216,0.056675138,5.241145609,1155.034348,7.271902543,4.584860894,NA,NA,5,"GAVIoutlet_05",85.5939015997,344.928958654,2137.57189111,3.33297288015749,13.4313174570696,83.2357096627729
"75",101,-78.20077953,-0.329206,4092.826316,125,30.5,622.284922,NA,622.284922,NA,NA,NA,NA,-0.175045562,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.5894,825894,0.825894,"6/18/21","EOS1","new",810.2323077,899.4165224,0.135,1.858168397,0.139968,109.9561694,8.0995,7.857,626.6184,0.618424299,0.010616256,0.056772788,5.125358452,1159.01666,7.123500485,13.76421035,NA,NA,6,"GAVIoutlet_06",79.3204426015,519.197976694,2910.63513712,2.26038676638943,14.7955331206522,82.9440801129584
"76",99,-78.20087673,-0.329343,4090.21018,45.5,13,640.9930065,NA,640.9930065,NA,NA,NA,NA,-0.124645295,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.7595,827595,0.827595,"6/18/21","EOS1","new",715.9692308,794.6122934,0.99,17.87606931,1.026432,127.8322387,8.009,7.844,626.7724,0.618576285,0.010606856,0.056928942,43.86140111,1165.399957,61.12858943,18.05663567,NA,NA,7,"GAVIoutlet_07",66.0232988645,87.4099784078,2952.38402068,2.12579467916641,2.81439537558859,95.059809945245
"77",98,-78.20103024,-0.329534,4087.790096,50,54,668.2828087,NA,668.2828087,NA,NA,NA,NA,-0.107620416,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.9215,829215,0.829215,"6/18/21","EOS1","new",685.215,760.3268293,0.915,11.56022676,0.948672,139.3924654,7.9255,7.841,626.9214,0.618723337,0.010604688,0.057073488,42.73739933,1171.325254,59.71332012,12.63412761,2.791,0.1907,8,"GAVIoutlet_08",68.9062547665,39.9097691758,2546.86674467,2.59467190814008,1.50280634597989,95.90252174588
"78",102,-78.20120445,-0.329722,4085.651831,75,47.5,696.8330336,NA,696.8330336,NA,NA,NA,NA,-0.070246328,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.3823,833823,0.833823,"6/18/21","EOS1","new",829.4030769,920.4262494,0.245,1.077992785,0.254016,140.4704582,7.89225,7.836,626.8364,0.618639448,0.010601075,0.057131173,8.906034996,1173.69431,12.45622005,4.399970549,NA,NA,9,"GAVIoutlet_09",141.337011666,346.980303162,2019.67914581,5.63545498904116,13.8349598417588,80.5295851692
"79",103,-78.20135943,-0.329866,4082.19048,92,32.5,720.3990958,NA,720.3990958,NA,NA,NA,NA,-0.111160584,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.3976,833976,0.833976,"6/18/21","EOS1","new",986.9953846,1095.07967,0.385,7.54016304,0.399168,148.0106213,7.80175,7.828,626.9944,0.618795382,0.010595297,0.057288545,11.22008319,1180.170155,15.73594271,19.58483906,NA,NA,10,"GAVIoutlet_10",66.4993498193,77.4828440281,2065.30772017,3.00998748047407,3.50713790600729,93.4828746135186
"80",100,-78.20170784,-0.330135,4078.392053,111,39.5,769.4444454,NA,769.4444454,NA,NA,NA,NA,-0.07879792,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.4084,834084,0.834084,"6/18/21","EOS1","new",774.4938462,859.3492507,2.665,41.30755918,2.763072,189.3181805,7.745,7.825,626.9584,0.618759853,0.010593131,0.057387501,104.6753971,1184.251734,147.0587961,15.50002221,NA,NA,11,"GAVIoutlet_11",71.8078507752,268.257341578,885.391616985,5.85968026192448,21.890395445505,72.2499242925705
"81",104,-78.20188644,-0.330257,4078.42127,110,16.5,793.5283416,NA,793.5283416,NA,NA,NA,NA,-0.013259154,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.4858,834858,0.834858,"6/18/21","EOS1","new",1066.578462,1183.100985,0.845,18.46248768,0.876096,207.7806681,7.71375,7.823,627.1674,0.61896612,0.010591687,0.057442082,22.30934501,1186.506152,31.37228789,21.84909785,NA,NA,12,"GAVIoutlet_12",113.100954539,441.736869073,759.665743209,8.60408122075498,33.6048437009036,57.7910750783414
"82",105,-78.20221485,-0.330476,4077.498993,127,29.5,837.467801,NA,837.467801,NA,NA,NA,NA,-0.018325821,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",86.3172,863172,0.863172,"6/18/21","EOS1","new",1339.763077,1485.95789,0.505,10.62469418,0.523584,218.4053623,7.67625,7.817,627.2534,0.619050995,0.010587357,0.057507665,10.18913188,1189.217889,14.34472659,21.03899839,NA,NA,13,"GAVIoutlet_13",142.726393603,1270.73294248,1373.30134022,5.12158775659003,45.5989261397858,49.2794861036242
"83",106,-78.20239331,-0.330601,4075.514386,119.5,29,861.7144008,NA,861.7144008,NA,NA,NA,NA,-0.059390181,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",86.3226,863226,0.863226,"6/18/21","EOS1","new",1546.986154,1715.493786,0.45,3.923756995,0.46656,222.3291193,7.5945,7.816,627.3824,0.619178309,0.010586635,0.057650955,7.671798197,1195.153879,10.82763127,8.719459989,2.643,0.1286,14,"GAVIoutlet_14",245.186450028,1559.69180446,2082.79877138,6.30675975387275,40.1188626030931,53.5743776430341
"84",97,-78.20255286,-0.330722,4073.785545,124.5,25,883.9961547,NA,883.9961547,NA,NA,NA,NA,-0.079471699,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7103,887103,0.887103,"6/22/21","EOS1","new",546.2615385,605.5983241,0.025,0.269058692,0.02592,222.598178,7.6175,6.728,627.5844,0.619377667,0.009826769,0.057610596,1.572979694,1193.480427,2.218478078,10.76234768,NA,NA,15,"GAVIoutlet_15",73.3186967983,1192.64684533,256.03188916,4.81726810381271,78.3606345721937,16.8220973239936
"85",96,-78.20272262,-0.330864,4071.983226,172.5,23,908.6259036,NA,908.6259036,NA,NA,NA,NA,-0.075188874,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7472,887472,0.887472,"6/22/21","EOS1","new",546.0692308,605.5399379,0.25,2.962512872,0.2592,225.5606909,7.7205,6.735,627.3954,0.619191139,0.009831499,0.057430287,15.85154032,1186.018785,22.28648762,11.85005149,NA,NA,16,"GAVIoutlet_16",65.6429287013,234.288926202,251.77016632,11.8982577870113,42.4665702116709,45.6351720013178
"86",95,-78.20288583,-0.33101,4070.018455,157,20.5,933.0006551,NA,933.0006551,NA,NA,NA,NA,-0.07694649,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7643,887643,0.887643,"6/22/21","EOS1","new",525.76,583.1253581,1.315,11.85228279,1.363392,237.4129737,7.90075,6.739,627.2604,0.619057904,0.009834204,0.057116419,89.36515599,1173.088167,124.9562316,9.013142807,NA,NA,17,"GAVIoutlet_17",51.0550678824,NA,129.968886053,NA,NA,NA
"87",94,-78.20295142,-0.331068,4068.714959,157.5,25,942.7503274,NA,942.7503274,NA,NA,NA,NA,-0.08755671,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.794,887940,0.88794,"6/22/21","EOS1","new",520.74,577.62168,0.26,5.290379411,0.269568,242.7033531,8.18675,6.745,627.1784,0.618976976,0.009838261,0.056622742,18.31502542,1152.900576,25.38796136,20.34761312,NA,NA,18,"GAVIoutlet_18",64.3359491418,NA,330.54147867,NA,NA,NA
"88",92,-78.20326454,-0.331305,4066.015629,116.5,24.5,986.5435796,NA,986.5435796,NA,NA,NA,NA,-0.070473284,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.8309,888309,0.888309,"6/22/21","EOS1","new",484.6728,537.6402185,0.43,3.465172865,0.445824,246.1685259,8.3405,6.748,627.1434,0.618942434,0.00984029,0.056359524,34.23168184,1142.213178,47.23089716,8.058541546,NA,NA,19,"GAVIoutlet_19",130.830694809,46.2995664325,748.458561262,14.1348611422439,5.00217432480122,80.8629645329549
"89",93,-78.20327396,-0.331311,4065.992125,121,24,987.7886879,NA,987.7886879,NA,NA,NA,NA,-0.06732321,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.1243,1071243,1.071243,"6/22/21","EOS1","new",511.7616667,567.7224979,0.17,2.265476075,0.176256,248.434002,8.4675,6.751,627.1004,0.618899996,0.00984232,0.05614324,12.55931973,1133.471497,17.26218605,13.32632985,3.698,0.128,20,"GAVIoutlet_20",142.450982065,523.032475965,737.705925097,10.1519426941179,37.274546276813,52.5735110290691
