"","lat_fit","lon_fit","lon_dist","lat_dist","dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","slope","ante_slope"
"203",-0.330501213073492,-78.2022814596739,-78.2022815444217,-0.330501313073492,5.86235027683364,-0.33051093108952,-78.2022699527442,4072.76,2021-12-18 13:33:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.13913272574,0.0565950596579809,0.0556535390343224
"204",-0.330501113073492,-78.2022813748863,-78.2022814596739,-0.330501213073492,5.87694489162454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.13997374093,0.056592730157393,0.0556479319907161
"205",-0.330501013073492,-78.2022812900594,-78.2022813748863,-0.330501113073492,5.89154234230959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14081480202,0.0565903967410271,0.0556423274503177
"206",-0.330500913073492,-78.2022812051933,-78.2022812900594,-0.330501013073492,5.90614260858268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14165590806,0.0565880594460679,0.0556367253909677
"207",-0.330500813073492,-78.2022811202885,-78.2022812051933,-0.330500913073492,5.92074566919111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14249705801,0.0565857183092074,0.0556311257930024
"208",-0.330500713073492,-78.2022810353451,-78.2022811202885,-0.330500813073492,5.93535150287685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14333825085,0.0565833733663414,0.0556255286361564
"209",-0.330500613073492,-78.2022809503636,-78.2022810353451,-0.330500713073492,5.94996009203241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14417948577,0.0565810246536244,0.0556199338984901
"210",-0.330500513073492,-78.2022808653442,-78.2022809503636,-0.330500613073492,5.96457141076701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14502076146,0.0565786722062331,0.055614341560524
"211",-0.330500413073492,-78.2022807802871,-78.2022808653442,-0.330500513073492,5.97918544510966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14586207734,0.0565763160594767,0.0556087516009709
"212",-0.330500313073492,-78.2022806951927,-78.2022807802871,-0.330500413073492,5.99380216914222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.1467034321,0.0565739562483722,0.0556031639989773
"213",-0.330500213073492,-78.2022806100613,-78.2022806951927,-0.330500313073492,6.00842156519225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14754482494,0.0565715928056761,0.0555948501670681
"214",-0.330500113073492,-78.2022805248932,-78.2022806100613,-0.330500213073492,6.02304361005092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14838625473,0.0565692257665845,0.0555892670545187
"215",-0.330500013073492,-78.2022804396886,-78.2022805248932,-0.330500113073492,6.03766828785158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.14922772074,0.05656685516447,0.0555836862327958
"216",-0.330499913073492,-78.2022803544479,-78.2022804396886,-0.330500013073492,6.0522955744466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.1500692218,0.0565644810323979,0.0555781076811043
"217",-0.330499813073492,-78.2022802691714,-78.2022803544479,-0.330499913073492,6.06692545116644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.15091075705,0.0565621034032582,0.0555725313777841
"218",-0.330499713073492,-78.2022801838592,-78.2022802691714,-0.330499813073492,6.08155789567583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.15175232539,0.0565597223089027,0.0555669573025462
"219",-0.330499613073492,-78.2022800985118,-78.2022801838592,-0.330499713073492,6.09619288836376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.15259392592,0.0565573377820396,0.0555613854336994
"220",-0.330499513073492,-78.2022800131295,-78.2022800985118,-0.330499613073492,6.11083040869326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.15343555765,0.056554949854902,0.0555558157498911
