"","lon_fit","lat_fit","ele_fit","width","depth","dist","dist_ANTE","dist_GAVI","dist_COLM","dist_GAVItrib1","dist_GAVItrib2","dist_GAVItrib3","slope50m","Wetland","Wetland_2","Wetland_3","Wetland_4","Wetland_5","CatchmentSize_ha","CatchmentSize_m2","CatchmentSize_km2","Date","EOS_no","VaisalaType","CO2_ppm_ave","adjusted_ppm","Flux_ave","flux_umolpers","Flux_gCO2asCperM2perDay","Totalflux_umolpers","WaterTemp_c","AirTemp_c","Total_hPa","air_pressure_atm","VaporPressure_atm","KH_mol.L.atm","k_m.d","Sc","K600.effective","surface_area","DOC","TDN"
"60",-78.20173101,-0.329209813,4088.244061,31.5,4.5,73.89428625,NA,NA,NA,73.89428625,NA,NA,-0.214118625,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.1934,11934,0.011934,"6/29/21","EOS1","new",3144.36,3489.783353,0.345,NA,0.357696,NA,8.95075,7.249,626.7634,0.618567403,0.010184409,0.055329566,2.958837887,1100.9127,4.007947156,NA,4.558,0.1381
"61",-78.20162978,-0.329106913,4091.655974,7,4,57.79782241,NA,NA,NA,57.79782241,NA,NA,-0.171374415,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.1304,11304,0.011304,"6/29/21","EOS1","new",10096.79091,11206.38178,1.15,NA,1.19232,NA,8.972,7.244,626.7364,0.618540756,0.010180923,0.055294122,2.952399649,1099.506314,3.996670856,NA,NA,NA
"62",-78.20159759,-0.328829913,4098.724497,44,2,25.57649902,NA,NA,NA,25.57649902,NA,NA,-0.092343717,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",0.9486,9486,0.009486,"6/29/21","EOS1","new",10000,11098.654,3.005,NA,3.115584,NA,8.75275,7.232,626.7564,0.618560495,0.010172561,0.055661176,7.687669346,1114.118949,10.47574337,NA,NA,NA
"63",-78.20158192,-0.328979313,4094.147599,44,2,42.33414533,NA,NA,NA,42.33414533,NA,NA,-0.163903771,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",1.0269,10269,0.010269,"6/29/21","EOS1","new",7189.789231,7979.266913,0.205,NA,0.212544,NA,8.90575,7.239,626.7964,0.618599972,0.010177438,0.055404717,0.741594637,1103.897918,1.0059014,NA,4.961,0.1887
"64",-78.20152703,-0.328625413,4101.086326,NA,NA,0,NA,NA,NA,0,NA,NA,NA,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",0.5391,5391,0.005391,"6/29/21","EOS1","new",4793.089231,5319.166243,1.26,NA,1.306368,NA,8.6925,7.224,626.8284,0.618631553,0.010166989,0.05576257,6.835790171,1118.174269,9.331852061,NA,NA,NA
"65",-78.20152703,-0.328625413,4101.086326,NA,NA,0,NA,NA,NA,0,NA,NA,NA,"GAVItrib1","Gavilan Tributaries","Gavilan River Network","GAVItrib1","GavilanTribs",0.5265,5265,0.005265,"6/29/21","EOS1","new",10000,11095.729,1.675,NA,1.73664,NA,8.6375,7.22,626.9514,0.618752945,0.010164204,0.055855328,4.256304217,1121.891276,5.820126465,NA,NA,NA
"66",-78.20318554,-0.331215773,4063.573561,36,5,74.94060768,NA,NA,NA,NA,74.94060768,NA,-0.092194522,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",17.5878,175878,0.175878,"6/23/21","EOS1","old",927.3846154,1404.899821,2.28,NA,2.363904,NA,11.45275,6.775,626.9454,0.618747023,0.00985857,0.051342322,62.80469754,949.2196287,78.99504638,NA,2.786,0.07962
"67",-78.20316861,-0.330963273,4066.646854,32,4,46.7681834,NA,NA,NA,NA,46.7681834,NA,-0.069849753,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",18.2466,182466,0.182466,"6/23/21","EOS1","old",964.6923077,1460.886328,2.59,NA,2.685312,NA,11.34625,6.772,626.9774,0.618778605,0.009856538,0.051504655,67.67302793,955.1304254,85.38298297,NA,NA,NA
"68",-78.2031338,-0.330699873,4068.707018,44.5,6.5,17.17957104,NA,NA,NA,NA,17.17957104,NA,-0.070233576,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",16.5654,165654,0.165654,"6/23/21","EOS1","old",1335.5,2019.293163,0.5,NA,0.5184,NA,10.8625,6.763,627.0124,0.618813147,0.009850442,0.052250053,8.75218738,982.5674772,11.20010707,NA,NA,NA
"69",-78.20310205,-0.330560773,4069.821719,35.5,5.5,1.292980166,NA,NA,NA,NA,1.292980166,NA,-0.071061924,"GAVItrib2","Gavilan Tributaries","Gavilan River Network","GAVItrib2","GavilanTribs",17.0406,170406,0.170406,"6/23/21","EOS1","old",2365.384615,3573.983273,0.655,NA,0.679104,NA,10.638,6.761,627.0104,0.618811173,0.009849088,0.052600511,6.080078778,995.6337225,7.832192988,NA,1.835,0.07048
"70",-78.20095874,-0.327111639,4109.03935,110,48,10.57274833,NA,NA,NA,NA,NA,10.57274833,-0.127979954,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.1107,1107,0.001107,"6/30/21","EOS1","new",1651.496923,1834.589139,0.105,NA,0.108864,NA,8.5275,6.823,626.0904,0.617903204,0.009891143,0.056041415,1.763565908,1129.368563,2.419546186,NA,NA,NA
"71",-78.20095407,-0.327118239,4108.997299,NA,NA,11.47265193,NA,NA,NA,NA,NA,11.47265193,-0.121260087,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.1764,1764,0.001764,"6/29/21","EOS1","new",1870.216923,2074.690358,0.105,NA,0.108864,NA,7.8905,7.196,627.1124,0.618911839,0.01014751,0.057134211,1.476850156,1173.819149,2.065672191,NA,NA,NA
"72",-78.20091729,-0.327175439,4108.933292,24.5,3.5,19.04367862,NA,NA,NA,NA,NA,19.04367862,-0.074974896,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.2943,2943,0.002943,"6/30/21","EOS1","new",1201.129231,1334.11874,0.255,NA,0.264384,NA,8.31275,6.768,626.1864,0.617997948,0.009853828,0.05640692,6.081361822,1144.13364,8.397762645,NA,NA,NA
"73",-78.200883,-0.327227939,4108.933102,21.25,3,26.02592192,NA,NA,NA,NA,NA,26.02592192,-0.054400195,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.4293,4293,0.004293,"6/30/21","EOS1","new",1814.661538,2015.453656,0.465,NA,0.482112,NA,8.36025,6.809,626.2334,0.618044334,0.009881633,0.056325822,6.958999374,1140.848633,9.595888332,NA,NA,NA
"74",-78.20077071,-0.327339039,4106.817377,20.5,3.5,43.70607485,NA,NA,NA,NA,NA,43.70607485,-0.081164342,"GAVItrib3","Gavilan Tributaries","Gavilan River Network","GAVItrib3","GavilanTribs",0.5364,5364,0.005364,"6/29/21","EOS1","new",4475.566154,4965.087468,0.905,NA,0.938304,NA,8.0465,7.198,627.0824,0.618882232,0.0101489,0.056864173,5.068139648,1162.750066,7.055310543,NA,2.645,0.09103
"75",-78.19970056,-0.325404711,4121.711353,66.5,32.5,137.6898395,NA,137.6898395,NA,NA,NA,NA,-0.259402388,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.8771,408771,0.408771,"6/30/21","EOS2","old",362.1538462,544.0804486,0.015,0.081714981,0.015552,57.73953225,8.57975,6.828,626.2084,0.618019661,0.009894541,0.055952928,1.192733907,1125.809643,1.633805758,5.447665385,NA,NA
"76",-78.19960552,-0.324216711,4148.748203,47.5,39,3.043758344,NA,3.043758344,NA,NA,NA,NA,-0.672915826,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",38.7225,387225,0.387225,"6/30/21","EOS2","old",377.5384615,566.4882038,0.09,0.30702883,0.093312,0.30702883,8.15625,6.786,626.1104,0.617922942,0.009866027,0.056675138,6.508061268,1155.034348,9.02970282,3.411431448,8.737,0.2291
"77",-78.19961549,-0.325087711,4132.130382,50,27.5,101.1217373,NA,101.1217373,NA,NA,NA,NA,-0.076410518,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.3992,403992,0.403992,"6/30/21","EOS2","old",412.1538462,619.022998,0.295,5.872704375,0.305856,51.50746892,8.50775,6.829,626.2664,0.618076902,0.009895221,0.056074907,19.1889666,1130.717205,26.34225576,19.90747246,NA,NA
"78",-78.19970624,-0.325621711,4115.551479,98,28,161.9119878,NA,161.9119878,NA,NA,NA,NA,-0.302172249,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.9014,409014,0.409014,"6/29/21","EOS2","new",447.5353846,496.5489676,0.16,2.353936894,0.165888,60.09346915,8.3385,7.206,626.9874,0.618788474,0.010154463,0.056362938,14.45365531,1142.351465,19.94352582,14.71210559,NA,NA
"79",-78.19965015,-0.324669711,4135.948116,53.5,27,54.1434052,NA,54.1434052,NA,NA,NA,NA,-0.242255107,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",39.825,398250,0.39825,"6/30/21","EOS2","old",525.6153846,788.703259,0.235,2.761856806,0.243648,16.07052172,8.2105,6.801,626.2524,0.618063085,0.009876202,0.056581983,10.67955766,1151.242172,14.79316103,11.75258215,NA,NA
"80",-78.19985739,-0.326101711,4109.616035,40,34.5,219.3833764,NA,219.3833764,NA,NA,NA,NA,-0.099231679,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5584,415584,0.415584,"6/30/21","EOS2","old",525.6153846,789.0074568,0.43,0,0.445824,67.17646907,8.31275,6.768,626.1864,0.617997948,0.009853828,0.05640692,19.67306805,1144.13364,27.16657236,0,7.943,0.2281
"81",-78.19987476,-0.326342711,4108.094689,68.5,29,247.8121141,NA,247.8121141,NA,NA,NA,NA,-0.067558,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5665,415665,0.415665,"6/30/21","EOS2","old",540.6153846,811.6096596,0.145,0,0.150336,67.17646907,8.36025,6.809,626.2334,0.618044334,0.009881633,0.056325822,6.411691633,1140.848633,8.841195929,0,NA,NA
"82",-78.19970834,-0.325780711,4111.502335,82.5,24.5,179.6446348,NA,179.6446348,NA,NA,NA,NA,-0.231993127,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.1138,411138,0.411138,"6/30/21","EOS2","old",615.6153846,924.8185183,0.09,0.487253273,0.093312,67.17646907,8.5275,6.823,626.0904,0.617903204,0.009891143,0.056041415,3.400294331,1129.368563,4.665076109,5.413925258,NA,NA
"83",-78.19968867,-0.325347711,4122.520919,66.5,32.5,131.2083596,NA,131.2083596,NA,NA,NA,NA,-0.261886504,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.5378,405378,0.405378,"6/29/21","EOS2","new",830.9692308,921.9810527,0.54,5.292101697,0.559872,57.65781727,8.16175,7.2,626.9834,0.618784526,0.010150291,0.056665685,19.97139831,1154.649234,27.70498275,9.800188328,NA,NA
"84",-78.19962914,-0.324821711,4135.922456,75,25,71.25378084,NA,71.25378084,NA,NA,NA,NA,-0.068276008,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.122,401220,0.40122,"6/29/21","EOS2","new",1002.355385,1111.944302,2.605,29.56424283,2.700864,45.63476455,7.8905,7.196,627.1124,0.618911839,0.01014751,0.057134211,75.02164995,1173.819149,104.9328772,11.34903755,NA,NA
"85",-78.19961798,-0.325100711,4131.933789,50,27.5,102.5957333,NA,102.5957333,NA,NA,NA,NA,-0.080285831,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",40.4613,404613,0.404613,"6/29/21","EOS2","new",1095.706154,1215.550548,0.105,0.85824665,0.108864,52.36571557,8.0465,7.198,627.0824,0.618882232,0.0101489,0.056864173,2.745853584,1162.750066,3.822477493,8.173777615,NA,NA
"86",-78.19981325,-0.326028711,4110.967611,38,38.5,209.8900981,NA,209.8900981,NA,NA,NA,NA,-0.100180571,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.5575,415575,0.415575,"6/29/21","EOS2","new",1268.172308,1407.279904,0.61,0,0.632448,67.17646907,8.53225,7.215,626.8724,0.618674978,0.010160724,0.056033364,13.86483466,1129.044484,19.01930296,0,NA,NA
"87",-78.19960236,-0.324359711,4140.191773,72,22.5,19.106936,NA,19.106936,NA,NA,NA,NA,-0.555014309,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",38.7549,387549,0.387549,"6/29/21","EOS2","new",1403.332308,1556.697444,1.22,13.00163609,1.264896,13.30866492,7.82575,7.196,627.1424,0.618941447,0.01014751,0.057246759,23.57762903,1178.448845,33.04303059,10.65707876,4.093,0.1337
"88",-78.1997043,-0.325738711,4113.203688,82.5,24.5,174.9453207,NA,174.9453207,NA,NA,NA,NA,-0.252016049,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Inlet","Gavilan Inlet",41.0922,410922,0.410922,"6/29/21","EOS2",NA,NA,NA,1.91,6.595746651,1.980288,66.6892158,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.453270498,3.44,0.1274
"89",-78.20384313,-0.331605,4053.85749,600,100,1059.218742,NA,1059.218742,NA,NA,NA,NA,-0.232784334,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.9568,1079568,1.079568,"6/22/21","EOS1","new",400.201,443.9843501,-0.035,0,-0.036288,276.4872894,8.755,6.759,627.0644,0.618864467,0.009847734,0.055657394,-3.974932864,1113.967839,-5.416147698,0,NA,NA
"90",-78.20359633,-0.331489,4062.590527,315,53.5,1028.845743,NA,1028.845743,NA,NA,NA,NA,-0.071414603,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.8146,1078146,1.078146,"6/22/21","EOS1","new",420.7692308,466.8255368,0.75,27.73871361,0.7776,276.1727156,8.67725,6.756,627.0284,0.618828938,0.009845704,0.05578827,77.42723951,1119.203452,105.7481239,36.98495148,NA,NA
"91",-78.20378211,-0.331577,4055.615043,1000,NA,1051.743607,NA,1051.743607,NA,NA,NA,NA,-0.202660934,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.856,1078560,1.07856,"6/22/21","EOS1","new",428.5969231,475.4753116,0.025,0.31457376,0.02592,276.4872894,8.6585,6.76,627.0824,0.618882232,0.009848411,0.055819889,2.496757361,1120.470356,3.411936181,12.5829504,3.747,0.1204
"92",-78.20326454,-0.331305,4066.015629,116.5,24.5,986.5435796,NA,986.5435796,NA,NA,NA,NA,-0.070473284,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.8309,888309,0.888309,"6/22/21","EOS1","new",484.6728,537.6402185,0.43,3.465172865,0.445824,246.1685259,8.3405,6.748,627.1434,0.618942434,0.00984029,0.056359524,34.23168184,1142.213178,47.23089716,8.058541546,NA,NA
"93",-78.20327396,-0.331311,4065.992125,121,24,987.7886879,NA,987.7886879,NA,NA,NA,NA,-0.06732321,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",107.1243,1071243,1.071243,"6/22/21","EOS1","new",511.7616667,567.7224979,0.17,2.265476075,0.176256,248.434002,8.4675,6.751,627.1004,0.618899996,0.00984232,0.05614324,12.55931973,1133.471497,17.26218605,13.32632985,3.698,0.128
"94",-78.20295142,-0.331068,4068.714959,157.5,25,942.7503274,NA,942.7503274,NA,NA,NA,NA,-0.08755671,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.794,887940,0.88794,"6/22/21","EOS1","new",520.74,577.62168,0.26,5.290379411,0.269568,242.7033531,8.18675,6.745,627.1784,0.618976976,0.009838261,0.056622742,18.31502542,1152.900576,25.38796136,20.34761312,NA,NA
"95",-78.20288583,-0.33101,4070.018455,157,20.5,933.0006551,NA,933.0006551,NA,NA,NA,NA,-0.07694649,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7643,887643,0.887643,"6/22/21","EOS1","new",525.76,583.1253581,1.315,11.85228279,1.363392,237.4129737,7.90075,6.739,627.2604,0.619057904,0.009834204,0.057116419,89.36515599,1173.088167,124.9562316,9.013142807,NA,NA
"96",-78.20272262,-0.330864,4071.983226,172.5,23,908.6259036,NA,908.6259036,NA,NA,NA,NA,-0.075188874,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7472,887472,0.887472,"6/22/21","EOS1","new",546.0692308,605.5399379,0.25,2.962512872,0.2592,225.5606909,7.7205,6.735,627.3954,0.619191139,0.009831499,0.057430287,15.85154032,1186.018785,22.28648762,11.85005149,NA,NA
"97",-78.20255286,-0.330722,4073.785545,124.5,25,883.9961547,NA,883.9961547,NA,NA,NA,NA,-0.079471699,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",88.7103,887103,0.887103,"6/22/21","EOS1","new",546.2615385,605.5983241,0.025,0.269058692,0.02592,222.598178,7.6175,6.728,627.5844,0.619377667,0.009826769,0.057610596,1.572979694,1193.480427,2.218478078,10.76234768,NA,NA
"98",-78.20103024,-0.329534,4087.790096,50,54,668.2828087,NA,668.2828087,NA,NA,NA,NA,-0.107620416,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.9215,829215,0.829215,"6/18/21","EOS1","new",685.215,760.3268293,0.915,11.56022676,0.948672,139.3924654,7.9255,7.841,626.9214,0.618723337,0.010604688,0.057073488,42.73739933,1171.325254,59.71332012,12.63412761,2.791,0.1907
"99",-78.20087673,-0.329343,4090.21018,45.5,13,640.9930065,NA,640.9930065,NA,NA,NA,NA,-0.124645295,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.7595,827595,0.827595,"6/18/21","EOS1","new",715.9692308,794.6122934,0.99,17.87606931,1.026432,127.8322387,8.009,7.844,626.7724,0.618576285,0.010606856,0.056928942,43.86140111,1165.399957,61.12858943,18.05663567,NA,NA
"100",-78.20170784,-0.330135,4078.392053,111,39.5,769.4444454,NA,769.4444454,NA,NA,NA,NA,-0.07879792,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.4084,834084,0.834084,"6/18/21","EOS1","new",774.4938462,859.3492507,2.665,41.30755918,2.763072,189.3181805,7.745,7.825,626.9584,0.618759853,0.010593131,0.057387501,104.6753971,1184.251734,147.0587961,15.50002221,NA,NA
"101",-78.20077953,-0.329206,4092.826316,125,30.5,622.284922,NA,622.284922,NA,NA,NA,NA,-0.175045562,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.5894,825894,0.825894,"6/18/21","EOS1","new",810.2323077,899.4165224,0.135,1.858168397,0.139968,109.9561694,8.0995,7.857,626.6184,0.618424299,0.010616256,0.056772788,5.125358452,1159.01666,7.123500485,13.76421035,NA,NA
"102",-78.20120445,-0.329722,4085.651831,75,47.5,696.8330336,NA,696.8330336,NA,NA,NA,NA,-0.070246328,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.3823,833823,0.833823,"6/18/21","EOS1","new",829.4030769,920.4262494,0.245,1.077992785,0.254016,140.4704582,7.89225,7.836,626.8364,0.618639448,0.010601075,0.057131173,8.906034996,1173.69431,12.45622005,4.399970549,NA,NA
"103",-78.20135943,-0.329866,4082.19048,92,32.5,720.3990958,NA,720.3990958,NA,NA,NA,NA,-0.111160584,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.3976,833976,0.833976,"6/18/21","EOS1","new",986.9953846,1095.07967,0.385,7.54016304,0.399168,148.0106213,7.80175,7.828,626.9944,0.618795382,0.010595297,0.057288545,11.22008319,1180.170155,15.73594271,19.58483906,NA,NA
"104",-78.20188644,-0.330257,4078.42127,110,16.5,793.5283416,NA,793.5283416,NA,NA,NA,NA,-0.013259154,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.4858,834858,0.834858,"6/18/21","EOS1","new",1066.578462,1183.100985,0.845,18.46248768,0.876096,207.7806681,7.71375,7.823,627.1674,0.61896612,0.010591687,0.057442082,22.30934501,1186.506152,31.37228789,21.84909785,NA,NA
"105",-78.20221485,-0.330476,4077.498993,127,29.5,837.467801,NA,837.467801,NA,NA,NA,NA,-0.018325821,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",86.3172,863172,0.863172,"6/18/21","EOS1","new",1339.763077,1485.95789,0.505,10.62469418,0.523584,218.4053623,7.67625,7.817,627.2534,0.619050995,0.010587357,0.057507665,10.18913188,1189.217889,14.34472659,21.03899839,NA,NA
"106",-78.20239331,-0.330601,4075.514386,119.5,29,861.7144008,NA,861.7144008,NA,NA,NA,NA,-0.059390181,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",86.3226,863226,0.863226,"6/18/21","EOS1","new",1546.986154,1715.493786,0.45,3.923756995,0.46656,222.3291193,7.5945,7.816,627.3824,0.619178309,0.010586635,0.057650955,7.671798197,1195.153879,10.82763127,8.719459989,2.643,0.1286
"107",-78.20068617,-0.329048,4094.223282,87.5,71,601.8355694,NA,601.8355694,NA,NA,NA,NA,-0.165471411,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.3743,823743,0.823743,"6/18/21","EOS1","new",1584.144615,1758.938182,0.305,1.398382573,0.316224,108.098001,8.15625,7.868,626.4404,0.618248627,0.010624216,0.056675138,5.241145609,1155.034348,7.271902543,4.584860894,NA,NA
"108",-78.20066466,-0.329003,4095.136621,90,108,596.2797799,NA,596.2797799,NA,NA,NA,NA,-0.151188623,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.2564,822564,0.822564,"6/18/21","EOS1","new",2014.324615,2236.719952,0.515,5.37738367,0.533952,106.6996184,8.21225,7.875,626.3954,0.618204215,0.010629283,0.056578981,6.80435582,1151.120083,9.424790524,10.44152169,NA,NA
"109",-78.20060297,-0.328786,4101.786126,53.5,73,571.0524416,NA,571.0524416,NA,NA,NA,NA,-0.036755752,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.8145,818145,0.818145,"6/18/21","EOS1","new",4336.816923,4817.05608,0.505,6.309617203,0.523584,101.3222347,8.29475,7.886,626.1764,0.617988079,0.010637252,0.056437689,2.963255503,1145.381339,4.094195022,12.49429149,NA,NA
"110",-78.20060709,-0.328581,4102.626828,72.5,46.5,548.1782515,NA,548.1782515,NA,NA,NA,NA,-0.036776902,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.8082,818082,0.818082,"6/18/21","EOS1","new",6561.855,7288.120455,0.75,12.57955507,0.7776,95.01261753,8.27225,7.89,626.2134,0.618024595,0.01064015,0.05647618,2.863906151,1146.943172,3.959625452,16.77274009,NA,NA
"111",-78.20061125,-0.328361,4103.530731,60.5,61,523.5859696,NA,523.5859696,NA,NA,NA,NA,-0.03680956,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.7794,817794,0.817794,"6/18/21","EOS1","new",6833.712308,7591.788998,0.6,15.25659339,0.62208,82.43306246,8.32425,7.897,626.0454,0.617858792,0.010645225,0.056387272,2.20408224,1143.33732,3.04256146,25.42765565,2.393,0.1063
