"","lat_fit","lon_fit","lon_dist","lat_dist","dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","slope"
"1735",-0.331643,-78.2039260991514,-78.2039282736862,-0.331644,14.96151128998,-0.331622203812003,-78.2039351016283,4066.99,2021-12-18 10:39:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4038.54364985902,-0.852417128910692
"1736",-0.331642,-78.2039239238222,-78.2039260991514,-0.331643,15.2280255558871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4038.77083118437,-0.852417128910642
"1737",-0.331641,-78.2039217477278,-78.2039239238222,-0.331642,15.4946172198203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4038.99807848514,-0.852417128910672
"1738",-0.33164,-78.2039195708971,-78.2039217477278,-0.331641,15.7612833588105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4039.22538926971,-0.852417128910694
"1739",-0.331639,-78.203917393359,-78.2039195708971,-0.33164,16.0280210519323,-0.331621281802654,-78.2039268035442,4054.98,2021-12-18 10:38:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4039.45276104825,-0.852417128910682
"1740",-0.331638,-78.2039152151423,-78.203917393359,-0.331639,16.2948274060841,-0.331612229347229,-78.2039262168109,4068.44,2021-12-18 10:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4039.68019135464,-0.852417128910658
"1741",-0.331637,-78.2039130362754,-78.2039152151423,-0.331638,16.5616995289681,-0.331610720604658,-78.2039250433445,4065.55,2021-12-18 10:39:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4039.90767772341,-0.852417128910657
"1742",-0.331636,-78.2039108567869,-78.2039130362754,-0.331637,16.8286345484367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4040.13521770631,-0.852417128910632
"1743",-0.331635,-78.203908676705,-78.2039108567869,-0.331636,17.0956296009135,-0.33162890933454,-78.2039102073759,4070.84,2021-12-18 10:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4040.36280886238,-0.852417128910659
"1744",-0.331634,-78.2039064960579,-78.203908676705,-0.331635,17.3626818443064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4040.59044876896,-0.852417128910668
"1745",-0.331633,-78.2039043148736,-78.2039064960579,-0.331634,17.6297884515764,-0.331608457490802,-78.2039160747081,4065.55,2021-12-18 10:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4040.81813501624,-0.852417128910661
"1746",-0.331632,-78.2039021331799,-78.2039043148736,-0.331633,17.8969465927539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.04586519191,-0.852417128910679
"1747",-0.331631,-78.2038999510047,-78.2039021331799,-0.331632,18.1641534748508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.27363691517,-0.85241712891065
"1748",-0.33163,-78.2038977683754,-78.2038999510047,-0.331631,18.4314063032785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.50144780387,-0.852417128910672
"1749",-0.331629,-78.2038955853195,-78.2038977683754,-0.33163,18.6987023011609,-0.331578115001321,-78.2039177510887,4054.98,2021-12-18 10:35:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.72929549096,-0.852417128910642
"1750",-0.331629,-78.2038955853195,-78.2038977683754,-0.33163,18.6987023011609,-0.331604685634375,-78.2039061002433,4061.71,2021-12-18 10:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.72929549096,-0.852417128910642
"1751",-0.331628,-78.2038934018644,-78.2038955853195,-0.331629,18.9660387055115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.95717762121,-0.852417128910693
"1752",-0.331627,-78.2038912180372,-78.2038934018644,-0.331628,19.2334127685222,-0.331586748361588,-78.2039102073759,4060.27,2021-12-18 10:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.18509185234,-0.852417128910674
"1753",-0.331627,-78.2038912180372,-78.2038934018644,-0.331628,19.2334127685222,-0.33159077167511,-78.2039066031575,4058.34,2021-12-18 10:34:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.18509185234,-0.852417128910674
"1754",-0.331627,-78.2038912180372,-78.2038934018644,-0.331628,19.2334127685222,-0.331626394763589,-78.2038921862841,4068.92,2021-12-18 10:40:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.18509185234,-0.852417128910674
"1755",-0.331626,-78.203889033865,-78.2038912180372,-0.331627,19.5008217563148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.41303585396,-0.852417128910665
"1756",-0.331625,-78.2038868493746,-78.203889033865,-0.331626,19.7682629476532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.64100730644,-0.852417128910669
"1757",-0.331624,-78.2038846645927,-78.2038868493746,-0.331625,20.0357336326941,-0.331588760018349,-78.2039018254727,4054.98,2021-12-18 10:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.86900389985,-0.852417128910682
"1758",-0.331623,-78.2038824795461,-78.2038846645927,-0.331624,20.3032311219981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.09702334167,-0.852417128910674
"1759",-0.331622,-78.2038802942612,-78.2038824795461,-0.331623,20.5707527336994,-0.33158490434289,-78.2038974668831,4055.94,2021-12-18 10:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.32506334584,-0.852417128910648
"1760",-0.331621,-78.2038781087643,-78.2038802942612,-0.331622,20.8382958025051,-0.331593956798315,-78.2038906775415,4060.75,2021-12-18 10:33:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.55312164041,-0.852417128910677
"1761",-0.331621,-78.2038781087643,-78.2038802942612,-0.331622,20.8382958025051,-0.331600494682789,-78.2038878276944,4057.86,2021-12-18 10:36:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.55312164041,-0.852417128910677
"1762",-0.331621,-78.2038781087643,-78.2038802942612,-0.331622,20.8382958025051,-0.331585993990302,-78.2038953714073,4052.58,2021-12-18 10:37:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.55312164041,-0.852417128910677
"1763",-0.331621,-78.2038781087643,-78.2038802942612,-0.331622,20.8382958025051,-0.331612564623356,-78.2038827985525,4067.48,2021-12-18 10:40:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.55312164041,-0.852417128910677
"1764",-0.33162,-78.2038759230816,-78.2038781087643,-0.331621,21.1058576771654,-0.331611977890134,-78.2038793619722,4056.42,2021-12-18 10:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.78119596541,-0.85241712891069
"1765",-0.33162,-78.2038759230816,-78.2038781087643,-0.331621,21.1058576771654,-0.33160200342536,-78.2038835529238,4057.38,2021-12-18 10:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.78119596541,-0.85241712891069
"1766",-0.331619,-78.2038737372391,-78.2038759230816,-0.33162,21.3734357217582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.00928407394,-0.852417128910677
"1767",-0.331618,-78.2038715512629,-78.2038737372391,-0.331619,21.6410273118613,-0.331601751968265,-78.2038791105151,4056.9,2021-12-18 10:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.2373837289,-0.852417128910665
"1768",-0.331617,-78.2038693651787,-78.2038715512629,-0.331618,21.9086298319745,-0.331602087244391,-78.2038753386587,4056.9,2021-12-18 10:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.46549270078,-0.852417128910681
"1769",-0.331617,-78.2038693651787,-78.2038715512629,-0.331618,21.9086298319745,-0.331597561016679,-78.2038793619722,4066.03,2021-12-18 10:40:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.46549270078,-0.852417128910681
"1770",-0.331617,-78.2038693651787,-78.2038715512629,-0.331618,21.9086298319745,-0.331607200205326,-78.2038739137352,4057.86,2021-12-18 10:41:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.46549270078,-0.852417128910681
"1771",-0.331616,-78.203867179012,-78.2038693651787,-0.331617,22.1762406961585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.6936087853,-0.852417128910686
"1772",-0.331615,-78.2038649927885,-78.203867179012,-0.331616,22.4438573145599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4044.9217297748,-0.852417128910687
"1773",-0.331614,-78.2038628065335,-78.2038649927885,-0.331615,22.7114771230406,-0.331594040617347,-78.2038716506213,4065.07,2021-12-18 10:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4045.14985348359,-0.852417128910672
"1774",-0.331613,-78.2038606202723,-78.2038628065335,-0.331614,22.9790975600286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4045.37797772812,-0.852417128910661
"1775",-0.331612,-78.2038584340299,-78.2038606202723,-0.331613,23.2467160922717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4045.60610034902,-0.852417128910671
"1776",-0.331611,-78.2038562478313,-78.2038584340299,-0.331612,23.5143301891145,-0.331600997596979,-78.2038615923375,4064.11,2021-12-18 10:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4045.83421918911,-0.852417128910627
"1777",-0.33161,-78.2038540617013,-78.2038562478313,-0.331611,23.7819373392361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.06233210769,-0.852417128910699
"1778",-0.331609,-78.2038518756647,-78.2038540617013,-0.33161,24.0495350442446,-0.331600913777947,-78.2038554735482,4062.67,2021-12-18 10:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.2904369751,-0.852417128910681
"1779",-0.331609,-78.2038518756647,-78.2038540617013,-0.33161,24.0495350442446,-0.331597058102489,-78.2038568984717,4059.79,2021-12-18 10:41:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.2904369751,-0.852417128910681
"1780",-0.331609,-78.2038518756647,-78.2038540617013,-0.33161,24.0495350442446,-0.331583647057414,-78.2038635201752,4054.98,2021-12-18 10:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.2904369751,-0.852417128910681
"1781",-0.331608,-78.2038496897459,-78.2038518756647,-0.331609,24.3171208160969,-0.331597896292806,-78.2038532104343,4061.71,2021-12-18 10:41:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.51853167048,-0.852417128910642
"1782",-0.331607,-78.2038475039694,-78.2038496897459,-0.331608,24.584692186146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.74661408951,-0.85241712891067
"1783",-0.331606,-78.2038453183595,-78.2038475039694,-0.331607,24.852246694834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.97468213564,-0.85241712891065
"1784",-0.331605,-78.2038431329403,-78.2038453183595,-0.331606,25.1197818968752,NA,NA,NA,NA,"2021-06-22","EOS_1",-0.035,2,"new",204.091666666667,8.61025,62.4772,6.761,627.2604,227.657198451216,4047.20273372444,-0.85241712891064
"1785",-0.331604,-78.2038409477358,-78.2038431329403,-0.331605,25.3872953638266,-0.331573756411672,-78.2038546353579,4054.5,2021-12-18 10:42:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047.43076678589,-0.852417128910685
"1786",-0.331603,-78.2038387627699,-78.2038409477358,-0.331604,25.6547846815435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047.65877926211,-0.852417128910669
"1787",-0.331602,-78.2038365780664,-78.2038387627699,-0.331603,25.9222474385823,-0.331567553803325,-78.2038532104343,4052.58,2021-12-18 10:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047.88676909755,-0.852417128910669
"1788",-0.331601,-78.2038343936488,-78.2038365780664,-0.331602,26.1896812597238,-0.331566212698817,-78.2038513664156,4053.06,2021-12-18 10:42:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.11473426755,-0.852417128910659
"1789",-0.331601,-78.2038343936488,-78.2038365780664,-0.331602,26.1896812597238,-0.331560764461756,-78.2038531266153,4054.02,2021-12-18 10:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.11473426755,-0.852417128910659
"1790",-0.3316,-78.2038322095407,-78.2038343936488,-0.331601,26.4570837608716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.34267273984,-0.852417128910682
"1791",-0.331599,-78.2038300257653,-78.2038322095407,-0.3316,26.7244525825954,-0.331554897129536,-78.2038508635014,4053.06,2021-12-18 10:42:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.57058250321,-0.852417128910679
"1792",-0.331598,-78.2038278423459,-78.2038300257653,-0.331599,26.9917853772219,-0.331576019525528,-78.2038382068276,4049.21,2021-12-18 10:43:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.79846155647,-0.852417128910685
"1793",-0.331597,-78.2038256593055,-78.2038278423459,-0.331598,27.259079811452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049.02630791067,-0.852417128910697
"1794",-0.331596,-78.2038234766671,-78.2038256593055,-0.331597,27.5263335624888,-0.331560345366597,-78.2038410566747,4051.61,2021-12-18 10:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049.25411958582,-0.852417128910694
"1795",-0.331595,-78.2038212944534,-78.2038234766671,-0.331596,27.7935443309422,-0.331569146364927,-78.2038344349712,4051.13,2021-12-18 10:43:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049.48189462188,-0.852417128910662
"1796",-0.331595,-78.2038212944534,-78.2038234766671,-0.331596,27.7935443309422,-0.331570990383625,-78.203831249848,4049.69,2021-12-18 10:43:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049.48189462188,-0.852417128910662
"1797",-0.331594,-78.2038191126872,-78.2038212944534,-0.331595,28.0607098150718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049.70963105681,-0.852417128910679
"1798",-0.331593,-78.203816931391,-78.2038191126872,-0.331594,28.327827740428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049.93732695182,-0.85241712891069
"1799",-0.331592,-78.2038147505872,-78.203816931391,-0.331593,28.5948958418195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050.16498037603,-0.856676902078952
"1800",-0.331591,-78.2038125702981,-78.2038147505872,-0.331592,28.8619118697793,-0.331570655107498,-78.2038220297545,4047.77,2021-12-18 10:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050.39258941196,-0.861477542897355
