"","lat_fit","lon_fit","ele_fit","dist","Date","Point","Flux_ave","CO2_ppm_ave","adjusted_ppm","DOC","TDN","AirTemp_c","Total_hPa","VaisalaType","EOS_no"
"1",-0.317504145205021,-78.1921410916266,NA,0,"2021-07-05",1,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,"EOS2"
"2",-0.317380145205021,-78.1921811778529,4319.31051203683,14.5562833499395,"2021-07-05",2,1,3554.46153846154,5341.61136046959,3.226,0.125,6.667,627.6114,"old","EOS2"
"3",-0.317253145205021,-78.1922030637479,4316.71607467126,28.9038836298245,"2021-07-05",3,0.085,850.076923076923,1276.56622842094,NA,NA,6.666,627.7364,"old","EOS2"
"4",-0.317135145205021,-78.1922158884628,4314.84512161147,42.1215520314047,"2021-07-05",4,0.055,755.076923076923,1132.42919449067,3.059,0.09726,6.662,627.8904,"old","EOS2"
"5",-0.317096145205021,-78.1922170961156,4314.42219494503,46.4655390620921,"2021-07-05",5,1.365,7644.07692307692,11459.5736060227,2.809,0.101,6.666,627.9044,"old","EOS2"
"6",-0.316536145205021,-78.1921692018141,4312.01848166081,110.19216521815,"2021-07-06",6,0.255,3250.84615384615,4894.49268093836,2.405,0.1359,6.89,626.4394,"old","EOS2"
"7",-0.316258145205021,-78.1923638551103,4309.07212181518,148.03007943653,"2021-07-06",1,0.245,1421.80307692308,1578.68610805354,NA,NA,6.89,626.4394,"new","EOS1"
"8",-0.316121145205021,-78.1925582964592,4306.77103956293,174.664389379009,"2021-07-06",7,0.11,616.769230769231,928.338098023544,NA,NA,6.884,626.2784,"old","EOS2"
"9",-0.315761145205021,-78.1926650738771,4302.22219319011,221.748536809626,"2021-07-06",2,0.235,1146.18769230769,1272.84131768892,NA,NA,6.879,626.3334,"new","EOS1"
"10",-0.315590145205021,-78.1927683230141,4301.83702389193,244.169280036623,"2021-07-06",8,0.285,803.923076923077,1209.46321045246,NA,NA,6.879,626.3334,"old","EOS2"
"11",-0.315412145205021,-78.1928365675538,4301.504074667,265.812650572115,"2021-07-06",3,0.285,1180.57692307692,1311.06243059615,NA,NA,6.876,626.3154,"new","EOS1"
"12",-0.3152581,-78.193095483871,4296.34854122442,303.447112341846,"2021-07-06",9,0.265,347.923076923077,522.961503568738,NA,NA,6.872,626.3554,"old","EOS2"
"13",-0.31516541296339,-78.193579527872,4275.80654951102,372.268157854981,"2021-07-06",4,-0.01,285.330769230769,316.869634609231,NA,NA,6.868,626.3104,"new","EOS1"
"14",-0.31514541296339,-78.1935963814562,4275.68706261336,375.179619212059,"2021-07-05",5,0.08,495.256923076923,548.815690612,3.018,0.07629,6.666,627.9044,"new","EOS1"
"15",-0.31512841296339,-78.1936105699277,4275.68678951175,377.644553106239,"2021-07-06",10,0.075,375.230769230769,563.844014567184,3.413,0.1029,6.868,626.3104,"old","EOS2"
"16",-0.31502641296339,-78.1936966331167,4275.54266423757,392.501355436686,"2021-07-05",3,0.223333333333333,925.696923076923,1026.03821133262,NA,NA,6.666,627.7364,"new","EOS1"
"17",-0.31488741296339,-78.1938348147375,4272.29812576763,414.336961351312,"2021-07-05",2,0.373333333333333,2187.97384615385,2425.55039149338,NA,NA,6.667,627.6114,"new","EOS1"
"18",-0.31482041296339,-78.1939190450388,4268.19946714417,426.321553807134,"2021-07-05",4,0.0933333333333333,1573.82,1744.438455728,NA,NA,6.663,627.7264,"new","EOS1"
"19",-0.31473441296339,-78.1940521108975,4268.21894410822,443.967137466071,"2021-07-05",1,0.11,708.646153846154,785.692927412308,3.866,0.1229,6.669,627.5174,"new","EOS1"
"20",-0.31470741296339,-78.1941008369913,4269.23754026755,450.168560396026,"2021-07-06",5,1.075,908.316923076923,1008.52780510062,3.958,0.09001,6.866,626.4494,"new","EOS1"
