"","x_pred","x","d","w","ele_arcpro","dist_diff","slope_mid","slope_up","catchment_ha","site"
"314",114.2157327,118,NA,NA,4089.29834,NA,NA,NA,82.5363,"GaviDown"
"315",115.1265583,119,37,81,4089.29834,10,0.246972993,0.18968242,82.5363,"GaviDown"
"316",125.3143311,129,16,69,4086.911377,10,0.234284867,0.215068869,82.6488,"GaviDown"
"317",135.5021039,139,16,25,4084.524658,10,0.22417481,0.234284867,82.7865,"GaviDown"
"318",139.1841826,144.5,NA,NA,4083.687012,NA,NA,NA,82.8198,"GaviDown"
"319",143.2109137,149,40,76,4082.899414,10,0.181935439,0.22417481,82.8495,"GaviDown"
"320",144.2847087,150.2,NA,NA,4082.899414,NA,NA,NA,82.8495,"GaviDown"
"321",145.8954011,152,NA,NA,4082.899414,NA,NA,NA,82.8495,"GaviDown"
"322",149.4747176,156,NA,NA,4082.176025,NA,NA,NA,82.872,"GaviDown"
"323",152.159205,159,18,80,4081.494141,10,0.125094776,0.181935439,82.8954,"GaviDown"
"324",161.1074963,169,30,74,4080.660645,10,0.145018459,0.125094776,82.9566,"GaviDown"
"325",161.9067572,179,14,45,4080.080566,10,0.174552148,0.145018459,82.9629,"GaviDown"
"326",167.3119917,189,8,58,4079.577637,10,0.089183086,0.174552148,83.0538,"GaviDown"
"327",171.6361794,197,NA,NA,4079.116455,NA,NA,NA,83.061,"GaviDown"
"328",172.7172263,199,21,28,4079.116455,10,0.09919036,0.089183086,83.061,"GaviDown"
"329",172.825331,199.2,NA,NA,4079.116455,NA,NA,NA,83.061,"GaviDown"
"330",196.6929415,203,NA,NA,4076.66333,4,0.092721861,0.09919036,85.1454,"GaviDown"
"331",199.1481572,NA,NA,NA,4076.577148,NA,NA,NA,85.1787,"GaviDown"
"332",212.6789133,219,23,37,4075.411133,16,0.017470094,0.092721861,85.1787,"GaviDown"
"333",221.7497036,209,9,27,4076.225586,10,0.150318558,0.017470094,85.266,"GaviDown"
"334",222.6089979,229,28,76,4073.918457,20,0.105289385,0.105913992,85.3632,"GaviDown"
"335",223.8999089,230.3,NA,NA,4073.918457,NA,NA,NA,85.3632,"GaviDown"
"336",225.5880232,232,NA,NA,4073.918457,NA,NA,NA,85.3632,"GaviDown"
"337",232.5390824,239,18,51,4073.320068,10,0.066723549,0.105289385,85.3992,"GaviDown"
"338",235.5181078,242,NA,NA,4073.059814,NA,NA,NA,85.4514,"GaviDown"
"339",240.48315,247,NA,NA,4072.879639,NA,NA,NA,85.4577,"GaviDown"
"340",241.6430425,249,11,39,4072.648438,10,0.063405033,0.066723549,85.4604,"GaviDown"
"341",251.1600648,259,14,26,4072.139404,10,0.054961676,0.063405033,85.5234,"GaviDown"
"342",260.6770871,269,11,20,4071.602295,10,0.057553272,0.054961676,85.5297,"GaviDown"
"343",269.8549802,277,29,48,4071.205811,NA,NA,NA,85.5495,"GaviDown"
"344",271.0022168,278,NA,NA,4071.205811,NA,NA,NA,85.5495,"GaviDown"
"345",272.1494534,279,12,81,4070.931396,10,0.063467203,0.057553272,85.5522,"GaviDown"
"346",273.29669,280,NA,NA,4070.931396,NA,NA,NA,85.5522,"GaviDown"
"347",275.607942,283,NA,NA,4070.654053,NA,NA,NA,85.5558,"GaviDown"
"348",279.4432499,287,NA,NA,4070.546875,NA,NA,NA,85.5828,"GaviDown"
"349",280.4020769,288,21,46,4070.441895,NA,NA,NA,85.5855,"GaviDown"
"350",281.3609039,289,21,40,4070.289551,10,0.053505817,0.063467203,85.5855,"GaviDown"
"351",285.1962118,293,NA,NA,4070.192139,NA,NA,NA,85.5891,"GaviDown"
"352",287.1138657,295,NA,NA,4069.950928,NA,NA,NA,85.9131,"GaviDown"
"353",290.4739656,299,27,56,4069.950928,10,0.047854425,0.053505817,85.9131,"GaviDown"
"354",294.1364706,303,9,81,4069.703125,NA,NA,NA,85.9158,"GaviDown"
"355",299.6302281,309,9,57,4069.415283,10,0.046183169,0.047854425,85.9968,"GaviDown"
"356",310.51984,319,13,64,4069.025146,10,0.034626747,0.046183169,86.2533,"GaviDown"
"357",317.4122467,326,13,84,4068.70752,NA,NA,NA,86.2749,"GaviDown"
"358",320.3661352,329,8,61,4068.697266,10,0.032784916,0.034626747,86.2767,"GaviDown"
"359",330.9164456,339,9,53,4068.356445,10,0.032403379,0.032784916,86.3685,"GaviDown"
"360",339.9298138,NA,NA,NA,4068.16626,NA,NA,NA,87.9768,"GaviDown"
"361",341.304291,349,18,61,4068.018799,10,0.03192818,0.032403379,87.9768,"GaviDown"
"362",343.3818601,351,21,60,4067.999512,NA,NA,NA,87.9786,"GaviDown"
"363",344.4206446,352,NA,NA,4067.999512,NA,NA,NA,87.9786,"GaviDown"
"364",351.6921363,359,87,48,4067.693115,10,0.027647412,0.03192818,88.38,"GaviDown"
"365",358.1396855,365,NA,NA,4067.560791,NA,NA,NA,88.5564,"GaviDown"
"366",362.356207,369,19,56,4067.436768,10,0.02327957,0.027647412,88.5834,"GaviDown"
"367",364.3446006,NA,NA,NA,4067.44043,NA,NA,NA,88.5834,"GaviDown"
"368",367.6268589,374,NA,NA,4067.313232,NA,NA,NA,88.6419,"GaviDown"
"369",370.7892501,377,15,36,4067.313232,NA,NA,NA,88.6419,"GaviDown"
"370",371.8433805,378,NA,NA,4067.199463,NA,NA,NA,88.6653,"GaviDown"
"371",372.8975109,379,NA,NA,4067.199463,10,0.024299162,0.02327957,88.6653,"GaviDown"
"372",373.9516412,380,NA,NA,4067.199463,NA,NA,NA,88.6653,"GaviDown"
"373",382.0288192,389,NA,NA,4066.95874,NA,NA,NA,88.6914,"GaviDown"
"374",382.0288192,389,9,53,4066.95874,10,0.028278569,0.024299162,88.6914,"GaviDown"
"375",385.9633416,393,17,48,4066.817871,NA,NA,NA,88.7103,"GaviDown"
"376",391.8651253,399,23,56,4066.663086,10,0.036140187,0.028278569,88.7211,"GaviDown"
"377",401.1667942,409,23,50,4066.26709,10,0.063549115,0.036140187,88.7364,"GaviDown"
"378",409.7187362,418,10,59,4065.610596,NA,NA,NA,88.7472,"GaviDown"
"379",414.009053,419,16,41,4065.255859,10,0.087311625,0.063549115,88.7499,"GaviDown"
"380",426.6485557,432,NA,NA,4064.042236,13,0.082788933,0.087311625,88.758,"GaviDown"
"381",433.4544418,439,15,49,4063.645996,7,0.076051335,0.082788933,88.7607,"GaviDown"
"382",435.3989807,441,NA,NA,4063.5,NA,NA,NA,88.7643,"GaviDown"
"383",442.5583488,449,9,50,4062.832275,10,0.076299344,0.076051335,88.7913,"GaviDown"
"384",444.7956514,451.5,NA,NA,4062.832275,NA,NA,NA,88.7913,"GaviDown"
"385",447.0329539,454,17,83,4062.539063,NA,NA,NA,88.794,"GaviDown"
"386",451.507559,459,6,76,4062.268555,10,0.294063378,0.076299344,88.7967,"GaviDown"
"387",455.4229024,460,NA,NA,4062.004883,NA,NA,NA,88.7985,"GaviDown"
"388",456.9122205,429,NA,NA,4062.004883,NA,NA,NA,88.7985,"GaviDown"
"389",456.9122205,429,14,53,4067.053223,10,0.07237476,0.099491817,88.7985,"GaviDown"
"390",461.9950288,464.7,30,41,4061.734863,NA,NA,NA,88.7994,"GaviDown"
"391",463.1136886,465.5,17,83,4061.460449,NA,NA,NA,92.2527,"GaviDown"
"392",463.2535211,465.6,NA,NA,4061.460449,NA,NA,NA,92.2527,"GaviDown"
"393",464.4643412,469,10,64,4061.330811,10,0.364047523,0.068541245,92.2761,"GaviDown"
"394",474.0427532,479,8,22,4060.816895,10,0.067869744,0.064417461,92.2815,"GaviDown"
"395",474.9048103,479.9,21,22,4060.816895,NA,NA,NA,92.2815,"GaviDown"
"396",475.0005944,480,NA,NA,4060.83374,NA,NA,NA,92.2815,"GaviDown"
"397",475.9584356,481,NA,NA,4060.816895,NA,NA,NA,92.2815,"GaviDown"
"398",485.840095,486,NA,NA,4060.11084,NA,NA,NA,110.5641,"GaviDown"
"399",489.7340661,NA,NA,NA,4059.630615,NA,NA,NA,110.5713,"GaviDown"
"400",491.2598454,489,77,53,4059.512207,10,0.076841484,0.067869744,110.5902,"GaviDown"
"401",494.9264858,499,10,47,4059.212158,10,0.105778795,0.076841484,110.5983,"GaviDown"
"402",499.1202045,505,NA,NA,4058.773682,NA,NA,NA,110.6145,"GaviDown"
"403",500.5181108,507,NA,NA,4058.38501,NA,NA,NA,110.6226,"GaviDown"
"404",501.9160171,509,6,78,4058.38501,10,0.134819848,0.105778795,110.6226,"GaviDown"
"405",508.0896663,519,25,75,4057.4375,10,0.118676325,0.134819848,110.6505,"GaviDown"
"406",511.1764909,524,NA,NA,4056.919678,NA,NA,NA,110.7972,"GaviDown"
"407",514.2633155,529,60,70,4056.919678,10,0.121454476,0.118676325,110.7972,"GaviDown"
"408",517.967505,535,NA,NA,4055.941895,NA,NA,NA,110.8404,"GaviDown"
"409",528.2775102,539,35,95,4054.985596,10,0.141905281,0.121454476,110.9655,"GaviDown"
"410",531.2094066,NA,NA,NA,4054.573975,NA,NA,NA,110.9889,"GaviDown"
"411",541.3705871,553,NA,NA,4052.955322,14,0.127614516,0.127614516,111.0303,"GaviDown"
"412",544.2384615,553,NA,NA,4052.307617,NA,NA,NA,111.0276,"GaviDown"
"413",547.6176415,559,25,120,4052.186523,6,0.104396141,0.144728749,111.0708,"GaviDown"
"414",554.05278,NA,NA,NA,4052.186523,NA,NA,NA,111.1311,"GaviDown"
"415",555.0895453,569,60,90,4052.186523,10,0.056039168,0.104396141,111.1311,"GaviDown"
"416",559.7910799,NA,NA,NA,4052.186523,NA,NA,NA,111.1842,"GaviDown"
"417",0.602392546,0,7,22,4136.464844,NA,NA,NA,38.6181,"GaviUp"
"418",3.128488862,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"419",5.604464229,5.8,15.5,43,4135.586426,NA,NA,NA,38.6361,"GaviUp"
"420",14.22872575,15.8,8,78,4134.095215,10,0.093135279,0.173900709,38.7225,"GaviUp"
"421",22.85298727,25.8,7,27,4133.97998,10,0.021457895,0.093135279,38.7252,"GaviUp"
"422",31.4772488,35.8,3.5,16,4133.725098,10,0.037565477,0.021457895,38.7549,"GaviUp"
"423",40.10151032,45.8,10.5,48,4133.332031,10,0.06938845,0.037565477,38.8827,"GaviUp"
"424",44.62926481,55.8,5,54,4132.8125,10,0.115228973,0.06938845,38.8836,"GaviUp"
"425",49.15701931,65.8,4,28,4132.288574,10,0.088969488,0.115228973,38.8854,"GaviUp"
"426",53.6847738,75.8,7,30,4132.006836,10,0.088969488,0.088969488,38.8863,"GaviUp"
"427",54.23839158,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"428",58.21252829,85.8,11,22,4131.48291,10,0.102249455,0.088969488,38.8881,"GaviUp"
"429",71.32038436,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"430",85.3337777,95.7,NA,NA,4128.766113,NA,NA,NA,39.3174,"GaviUp"
"431",85.37905525,95.8,12,55,4128.766113,10,0.108442061,0.102249455,39.3174,"GaviUp"
"432",86.27371894,96.8,NA,NA,4128.335449,NA,NA,NA,39.3174,"GaviUp"
"433",87.94808651,97.8,NA,NA,4128.335449,NA,NA,NA,39.3192,"GaviUp"
"434",99.67782269,109,7,130,4126.986328,10,0.113181936,0.108442061,39.4056,"GaviUp"
"435",102.3962323,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"436",102.9654682,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"437",103.8548204,112.8,NA,NA,4126.473633,NA,NA,NA,40.797,"GaviUp"
"438",104.9540303,113.8,NA,NA,4126.473633,NA,NA,NA,40.797,"GaviUp"
"439",106.0532402,114.8,5,31,4126.473633,NA,NA,NA,40.797,"GaviUp"
"440",107.1524502,115.8,18,81,4126.301758,10,0.093886573,0.113181936,40.8303,"GaviUp"
"441",108.2516601,116.8,NA,NA,4126.301758,NA,NA,NA,40.8303,"GaviUp"
"442",116.2994434,125.8,25,64,4125.425781,10,0.127894313,0.093886573,40.8573,"GaviUp"
"443",118.0878397,127.8,NA,NA,4125.425781,NA,NA,NA,40.8573,"GaviUp"
"444",120.7704342,130.8,NA,NA,4124.786621,NA,NA,NA,40.8591,"GaviUp"
"445",125.2414249,135.8,4,47,4123.988281,10,0.246352612,0.127894313,40.8681,"GaviUp"
"446",131.6554363,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"447",134.1834064,145.8,17,62,4121.02002,10,0.346296387,0.246352612,40.923,"GaviUp"
"448",138.3946556,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"449",143.2847056,155.8,25,60,4117.888184,10,0.3502784,0.338081367,40.9734,"GaviUp"
"450",146.0150953,158.8,NA,NA,4116.794434,NA,NA,NA,40.9761,"GaviUp"
"451",150.1106799,163.3,NA,NA,4115.709961,NA,NA,NA,40.9788,"GaviUp"
"452",152.3860047,165.8,7,81,4114.644043,10,0.34882987,0.3502784,40.9815,"GaviUp"
"453",153.2961346,166.8,NA,NA,4114.644043,NA,NA,NA,40.9815,"GaviUp"
"454",155.1163945,168.8,NA,NA,4113.597656,NA,NA,NA,40.9842,"GaviUp"
"455",161.4873039,175.8,7,81,4111.538574,10,0.323963255,0.34882987,40.9896,"GaviUp"
"456",162.4082781,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"457",170.588603,185.8,13,38,4108.74707,10,0.251992266,0.323963255,40.9977,"GaviUp"
"458",170.679616,185.9,NA,NA,4108.74707,NA,NA,NA,40.9977,"GaviUp"
"459",172.8639278,188.3,NA,NA,4108.03418,NA,NA,NA,41.0004,"GaviUp"
"460",175.5541452,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"461",179.6899022,195.8,12,72,4106.95166,10,0.190230394,0.251992266,41.0058,"GaviUp"
"462",180.0266847,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"463",210.4247343,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"464",219.8367581,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"465",248.5905299,NA,NA,NA,NA,NA,NA,NA,NA,"GaviUp"
"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GaviTrib1"
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GaviTrib1"
"468",37.11868643,0,2,44,4092.65918,NA,NA,NA,1.017,"GaviTrib1"
"469",53.54342098,NA,NA,NA,4091.663574,NA,NA,NA,1.0314,"GaviTrib1"
"470",68.89782958,NA,NA,NA,4089.491455,NA,NA,NA,1.1151,"GaviTrib1"
"471",70.66258133,22,4,7,4089.04834,10,0.066679026,0.15276651,1.1304,"GaviTrib1"
"472",77.97325458,30,6,35,4089.04834,10,0.112133307,0.107050847,1.1304,"GaviTrib1"
"473",84.9568641,NA,NA,NA,4088.420654,NA,NA,NA,1.1862,"GaviTrib1"
"474",87.11159614,40,7,33,4087.203857,10,0.155867668,0.112133307,1.2033,"GaviTrib1"
"475",96.96190584,50,7.5,15,4086.088623,10,0.171502808,0.155867668,1.2222,"GaviTrib1"
"476",102.6998309,NA,NA,NA,4084.929199,NA,NA,NA,1.224,"GaviTrib1"
"477",103.8637818,58,4,18,4084.330811,NA,NA,NA,1.2249,"GaviTrib1"
"478",115.1746814,70,2.2,80,4083.164551,20,0.137635294,0.160550612,1.2267,"GaviTrib1"
"479",121.6824023,NA,NA,NA,4082.015869,NA,NA,NA,1.2285,"GaviTrib1"
"480",124.7540931,80,0.5,28,4081.455566,10,0.166993078,0.137635294,1.2294,"GaviTrib1"
"481",134.8997224,90,0.5,23,4079.870605,10,0.154877453,0.166993078,1.2321,"GaviTrib1"
"482",135.0139591,NA,NA,NA,4079.382324,NA,NA,NA,1.233,"GaviTrib1"
"483",146.0079812,100,1.5,14,4078.163818,10,0.144601228,0.154877453,1.2357,"GaviTrib1"
"484",155.6329272,110,2,9,4076.872559,10,0.095010753,0.144601228,1.2645,"GaviTrib1"
"485",159.9350599,NA,NA,NA,4076.649414,NA,NA,NA,1.2654,"GaviTrib1"
"486",165.9841329,120,5.5,15,4076.265869,10,0.046147425,0.095010753,1.2672,"GaviTrib1"
"487",176.6465927,130,2,13,4075.902832,10,0.04618178,0.046147425,1.269,"GaviTrib1"
"488",182.5512584,NA,NA,NA,4075.523438,NA,NA,NA,1.2708,"GaviTrib1"
"489",186.1204646,140,1.5,33,4075.335938,10,0.05194687,0.04618178,1.2717,"GaviTrib1"
"490",NA,NA,1.5,12,4075.160889,NA,NA,NA,1.2726,"GaviTrib1"
"491",194.2849944,150,11,20,4074.986572,10,0.043430844,0.05194687,1.2735,"GaviTrib1"
"492",205.2555909,160,3,26,4074.504883,10,0.039627437,0.043430844,1.2762,"GaviTrib1"
"493",210.1127871,NA,NA,NA,4074.365967,NA,NA,NA,1.2771,"GaviTrib1"
"494",215.2258892,170,2,46,4074.156738,10,0.030155485,0.039627437,1.44,"GaviTrib1"
"495",221.2080682,176,NA,NA,4074.076416,NA,NA,NA,1.4904,"GaviTrib1"
"496",225.1961875,180,7,144,4073.903564,10,0.029249474,0.030155485,1.4922,"GaviTrib1"
"497",235.1664858,190,5.5,40,4073.573486,10,0.031176562,0.029249474,1.4949,"GaviTrib1"
"498",244.6716424,200,1.5,41,4073.296387,10,0.044747261,0.031176562,1.4967,"GaviTrib1"
"499",254.6716424,NA,NA,NA,4072.700684,NA,NA,NA,NA,"GaviTrib1"
"500",-18.70699772,NA,NA,NA,4067.976562,NA,NA,NA,16.4358,"GaviTrib2"
"501",-8.706997722,NA,NA,NA,4067.133057,NA,NA,NA,16.5006,"GaviTrib2"
"502",1.293002278,-7.3,NA,NA,4066.268311,NA,NA,NA,16.542,"GaviTrib2"
"503",8.169560657,0,3,31,4065.771973,10,0.070639394,0.080649402,16.569,"GaviTrib2"
"504",17.11182552,10,8,40,4065.150879,10,0.071978296,0.070639394,16.6176,"GaviTrib2"
"505",24.82700717,20,5,49,4064.572998,10,0.080458957,0.071978296,16.7508,"GaviTrib2"
"506",33.9979824,30,9,48,4063.792236,10,0.086874515,0.080458957,16.7589,"GaviTrib2"
"507",46.12040398,40,4,24,4062.723145,10,0.080923619,0.086874515,16.7697,"GaviTrib2"
"508",57.44251974,50,4,40,4061.89502,10,0.068701264,0.080923619,18.1818,"GaviTrib2"
"509",66.35491837,60,3,40,4061.333008,10,0.055609684,0.068701264,18.2412,"GaviTrib2"
"510",73.74792231,70,5,36,4060.988281,10,0.059044777,0.055609684,18.2457,"GaviTrib2"
"511",74.94101297,73,NA,NA,4060.83374,NA,NA,NA,18.2466,"GaviTrib2"
"512",84.94101297,NA,NA,NA,4060.235596,NA,NA,NA,NA,"GaviTrib2"
"513",-10,NA,NA,NA,4110.382324,NA,NA,NA,NA,"GaviTrib3"
"514",0,0,3.5,24.5,4109.095703,NA,NA,NA,0.1107,"GaviTrib3"
"515",0,NA,NA,NA,4109.565918,NA,NA,NA,0.09,"GaviTrib3"
"516",8.920866625,10,2.5,18,4108.164063,10,0.145758593,0.117238895,0.153,"GaviTrib3"
"517",10.57558919,NA,NA,NA,4108.164063,NA,NA,NA,0.153,"GaviTrib3"
"518",11.47562717,NA,NA,NA,4107.713379,10,0.136534289,0.124277865,0.1764,"GaviTrib3"
"519",17.84173325,20,3.5,21,4106.965332,NA,NA,NA,0.2943,"GaviTrib3"
"520",19.04712702,NA,NA,NA,4106.965332,10,0.137400686,0.136534289,0.2943,"GaviTrib3"
"521",25.87051321,29,NA,NA,4106.109375,NA,NA,NA,0.3447,"GaviTrib3"
"522",26.02879747,NA,NA,NA,4106.109375,NA,NA,NA,0.3447,"GaviTrib3"
"523",27.65468654,31,NA,NA,4105.817383,10,0.106658924,0.117188277,0.3789,"GaviTrib3"
"524",35.6834665,40,3.5,20,4105.190918,10,0.073292413,0.099453009,0.4293,"GaviTrib3"
"525",44.60433312,50,NA,NA,4104.736328,10,0.054219449,0.073916947,0.4824,"GaviTrib3"
"526",54.60433312,NA,NA,NA,4104.165039,NA,NA,NA,NA,"GaviTrib3"
