"","lat_fit","lon_fit","dist","ele","time","Date","EOS_no","Flux_ave","Tract","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","slope"
"66",-0.331595,-78.2038212944534,27.7935443309422,4051.13,"2021-12-18 10:43:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.96523219464,0.0199535608303475
"67",-0.331595,-78.2038212944534,27.7935443309422,4049.69,"2021-12-18 10:43:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.96523219464,0.0199535608303475
"68",-0.331594,-78.2038191126872,28.0607098150718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.9169900661,0.0331379111870346
"69",-0.331593,-78.203816931391,28.327827740428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.87507510967,0.0457943702838516
"70",-0.331592,-78.2038147505872,28.5948958418195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.83914629951,0.0579117919070611
"71",-0.331591,-78.2038125702981,28.8619118697793,4047.77,"2021-12-18 10:44:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.80886278415,0.0694791553012722
"72",-0.331591,-78.2038125702981,28.8619118697793,4047.77,"2021-12-18 10:44:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.80886278415,0.0694791553012722
"73",-0.33159,-78.2038103905458,29.1288735789709,4049.21,"2021-12-18 10:44:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.78388391756,0.0804855644038508
"74",-0.331589,-78.2038082113522,29.3957787539618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.76386928616,0.0909202460921208
"75",-0.331588,-78.2038060327394,29.6626251757472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.74847874124,0.100772549458311
"76",-0.331587,-78.203803854729,29.9294106539545,4051.13,"2021-12-18 10:44:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.73737242537,0.11003194465484
"77",-0.331586,-78.2038016773427,30.1961329998171,4051.13,"2021-12-18 10:44:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.73021080287,0.11868802136658
"78",-0.331585,-78.2037995006019,30.462790046769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.7266546872,0.129919154291257
"79",-0.331584,-78.203797324528,30.7293796376001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.72636526957,0.145188936873625
"80",-0.331583,-78.2037951491422,30.9958996295942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.72900414662,0.161623532648524
"81",-0.331582,-78.2037929744656,31.2623478906963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.73423334789,0.176337712286016
"82",-0.331581,-78.2037908005191,31.5287223097957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.74171536324,0.186737771554822
"83",-0.33158,-78.2037886273237,31.7950207800259,4053.54,"2021-12-18 10:44:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.75111316946,0.194872669595029
"84",-0.331579,-78.2037864549,32.0612412167654,4056.42,"2021-12-18 10:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.76209025736,0.20428539396193
"85",-0.331578,-78.2037842832686,32.327381537088,4052.58,"2021-12-18 10:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.77431065734,0.214627304145258
"86",-0.331578,-78.2037842832686,32.327381537088,4054.5,"2021-12-18 10:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.77431065734,0.214627304145258
"87",-0.331577,-78.2037821124498,32.5934396867543,NA,NA,"2021-06-22","EOS_1",0.025,1,1,"new",215.0745,8.48775,62.4812,6.762,627.3004,239.807531791263,4056.78743896663,0.225550469222274
"88",-0.331576,-78.2037799424641,32.859413618377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.80114037402,0.236707663279505
"89",-0.331575,-78.2037777733316,33.1253012926954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.81508068531,0.247752359891898
"90",-0.331574,-78.2037756050724,33.3911006876051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.82892634892,0.258338727446704
"91",-0.331573,-78.2037734377064,33.6568097955732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.84234448056,0.268121624080955
"92",-0.331572,-78.2037712712535,33.9224266223782,4057.38,"2021-12-18 10:45:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.85500288771,0.276756592897196
"93",-0.331571,-78.2037691057332,34.1879491870976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.87283478849,0.283899857132628
"94",-0.33157,-78.2037669411651,34.4533755208476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.90144521438,0.289208315794893
"95",-0.331569,-78.2037647775687,34.7187036706283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.94001132489,0.29341972428405
"96",-0.331568,-78.2037626149632,34.983931691635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.98771179159,0.297516762538966
"97",-0.331567,-78.2037604533678,35.2490576575297,4057.86,"2021-12-18 10:45:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.0437268599,0.301524222385422
"98",-0.331566,-78.2037582928017,35.5140796501826,4059.3,"2021-12-18 10:45:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.10723840683,0.305466899436348
"99",-0.331565,-78.2037561332835,35.7789957737974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.17743000294,0.309369592372068
"100",-0.331564,-78.2037539748322,36.0438041330869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.25348696497,0.313257102679582
"101",-0.331563,-78.2037518174664,36.3085028615325,4059.3,"2021-12-18 10:46:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.33459642067,0.317154234640032
"102",-0.331562,-78.2037496612047,36.5730900879983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.41994735575,0.321085794965205
"103",-0.331561,-78.2037475060654,36.8375639688404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.50873067927,0.32507659259774
"104",-0.33156,-78.2037453520669,37.1019226660867,4059.79,"2021-12-18 10:46:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.60013927197,0.328664195009521
"105",-0.331559,-78.2037431992272,37.3661643564274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.69336804343,0.331410728109346
"106",-0.331558,-78.2037410475646,37.6302872324955,4060.27,"2021-12-18 10:46:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.78761398619,0.333377832510263
"107",-0.331557,-78.2037388970967,37.8942894977584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.8820762267,0.334627138658566
"108",-0.331556,-78.2037367478415,38.1581693664915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.97595607746,0.335220266463382
"109",-0.331555,-78.2037345998167,38.4219250676626,4060.75,"2021-12-18 10:46:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.06845708974,0.33521882473112
"110",-0.331554,-78.2037324530397,38.6855548449149,4060.75,"2021-12-18 10:46:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.15878510419,0.33468441079472
"111",-0.331553,-78.2037303075279,38.9490569591566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.24614830147,0.33367860974732
"112",-0.331552,-78.2037281632987,39.2124296718586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.32975724583,0.332262994159036
"113",-0.331551,-78.2037260203693,39.4756712668997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.40882494089,0.330499123490623
"114",-0.33155,-78.2037238787567,39.7387800338661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.48256687197,0.328448543482515
"115",-0.331549,-78.2037217384778,40.0017542898887,4060.27,"2021-12-18 10:49:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.55020105921,0.326172785857223
"116",-0.331548,-78.2037195995494,40.2645923488314,4061.23,"2021-12-18 10:46:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.61094809516,0.321914311026489
"117",-0.331547,-78.2037174619882,40.5272925431279,4060.27,"2021-12-18 10:49:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.70548691769,0.319404458491708
"118",-0.331547,-78.2037174619882,40.5272925431279,4061.23,"2021-12-18 10:49:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.70548691769,0.319404458491708
"119",-0.331546,-78.2037153258108,40.7898532237636,4059.3,"2021-12-18 10:48:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.85215246607,0.316853680937157
"120",-0.331545,-78.2037131910336,41.0522727474701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.01673236186,0.314322241403915
"121",-0.331544,-78.203711057673,41.3145494805597,4059.79,"2021-12-18 10:47:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.16512391142,0.311870386932171
"122",-0.331544,-78.203711057673,41.3145494805597,4059.79,"2021-12-18 10:47:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.16512391142,0.311870386932171
"123",-0.331544,-78.203711057673,41.3145494805597,4061.23,"2021-12-18 10:49:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.16512391142,0.311870386932171
"124",-0.331543,-78.2037089257451,41.5766818130529,4060.27,"2021-12-18 10:47:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.26333608258,0.309558348226861
"125",-0.331543,-78.2037089257451,41.5766818130529,4059.3,"2021-12-18 10:47:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.26333608258,0.309558348226861
"126",-0.331543,-78.2037089257451,41.5766818130529,4059.79,"2021-12-18 10:48:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.26333608258,0.309558348226861
"127",-0.331543,-78.2037089257451,41.5766818130529,4059.3,"2021-12-18 10:48:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.26333608258,0.309558348226861
"128",-0.331542,-78.203706795266,41.8386681381445,4060.27,"2021-12-18 10:47:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.33767792085,0.307446338807105
"129",-0.331542,-78.203706795266,41.8386681381445,4059.79,"2021-12-18 10:47:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.33767792085,0.307446338807105
"130",-0.331542,-78.203706795266,41.8386681381445,4059.79,"2021-12-18 10:48:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.33767792085,0.307446338807105
"131",-0.331542,-78.203706795266,41.8386681381445,4059.79,"2021-12-18 10:48:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.33767792085,0.307446338807105
"132",-0.331542,-78.203706795266,41.8386681381445,4059.79,"2021-12-18 10:48:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.33767792085,0.307446338807105
"133",-0.331541,-78.2037046662517,42.1005068676124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.43379913426,0.30559455473616
"134",-0.33154,-78.2037025387181,42.3621964228266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.54681655485,0.304063173790385
"135",-0.331539,-78.2037004126808,42.6237352411797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.67186319814,0.302912355019943
"136",-0.331538,-78.2036982881555,42.8851217683805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.80408852939,0.302202238114838
"137",-0.331537,-78.2036961651575,43.1463544661647,4064.59,"2021-12-18 10:54:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.93865873228,0.301992942807479
"138",-0.331537,-78.2036961651575,43.1463544661647,4060.27,"2021-12-18 10:55:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.93865873228,0.301992942807479
"139",-0.331536,-78.2036940437024,43.4074318058712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.0707569665,0.299137430631148
"140",-0.331535,-78.2036919238054,43.6683522735879,4061.71,"2021-12-18 10:54:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.19558362667,0.292209877278936
"141",-0.331534,-78.2036898054815,43.9291143675703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.30835659271,0.283851246837324
"142",-0.331533,-78.2036876887459,44.1897165944277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.40431147598,0.276701203849187
"143",-0.331532,-78.2036855736133,44.4501574831894,4060.75,"2021-12-18 10:55:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.47870186739,0.273398091265913
"144",-0.331531,-78.2036834600986,44.7104355673818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.54075061538,0.27190654525237
"145",-0.33153,-78.2036813482164,44.9705493927277,4065.55,"2021-12-18 10:54:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.60282583249,0.26868303804204
"146",-0.331529,-78.2036792379813,45.2304975235283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.6649126715,0.267447672479703
"147",-0.331528,-78.2036771294077,45.490278528604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.72699634018,0.262918357177967
"148",-0.331527,-78.2036750225099,45.7498909915169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.78906210443,0.257424621864853
"149",-0.331526,-78.2036729173021,46.0093335144271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.85109528992,0.251333739456295
"150",-0.331525,-78.2036708137983,46.2686047052804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.91308127972,0.245012762244573
