"","lat_fit","lon_fit","dist","ele","time","Date","EOS_no","Flux_ave","Tract","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","slope"
"1",-0.331648,-78.2039369632936,13.6302044654176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",-0.331647,-78.2039347922307,13.89628730662,4067.48,"2021-12-18 10:39:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4064.77207381155,-0.685965221442838
"3",-0.331646,-78.2039326202553,14.1624624029482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4064.49300311776,-0.677532276267423
"4",-0.331645,-78.2039304473973,14.4287267520638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4064.21862649792,-0.669324481462723
"5",-0.331644,-78.2039282736862,14.6950773715541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4063.9490982026,-0.661092903218431
"6",-0.331643,-78.2039260991514,14.96151128998,4066.99,"2021-12-18 10:39:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4063.68457253667,-0.65263410769503
"7",-0.331642,-78.2039239238222,15.2280255558871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4063.42520383532,-0.644022465726142
"8",-0.331641,-78.2039217477278,15.4946172198203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4063.17114646672,-0.635325407887223
"9",-0.33164,-78.2039195708971,15.7612833588105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.92255479347,-0.62660420991911
"10",-0.331639,-78.203917393359,16.0280210519323,4054.98,"2021-12-18 10:38:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.67958318116,-0.617914673780608
"11",-0.331638,-78.2039152151423,16.2948274060841,4068.44,"2021-12-18 10:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.44238595991,-0.609307718465231
"12",-0.331637,-78.2039130362754,16.5616995289681,4065.55,"2021-12-18 10:39:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.21111743443,-0.600829897846584
"13",-0.331636,-78.2039108567869,16.8286345484367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061.98593185211,-0.592523851447793
"14",-0.331635,-78.203908676705,17.0956296009135,4070.84,"2021-12-18 10:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061.7669833987,-0.57480151156046
"15",-0.331634,-78.2039064960579,17.3626818443064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061.55442617341,-0.557371797921579
"16",-0.331633,-78.2039043148736,17.6297884515764,4065.55,"2021-12-18 10:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061.34841418052,-0.540296661331406
"17",-0.331632,-78.2039021331799,17.8969465927539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061.14910132877,-0.523638017497365
"18",-0.331631,-78.2038999510047,18.1641534748508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.95664138705,-0.5071591911538
"19",-0.33163,-78.2038977683754,18.4314063032785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.77118799986,-0.49060765791536
"20",-0.331629,-78.2038955853195,18.6987023011609,4054.98,"2021-12-18 10:35:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.59289465894,-0.474021519818701
"21",-0.331629,-78.2038955853195,18.6987023011609,4061.71,"2021-12-18 10:39:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.59289465894,-0.474021519818701
"22",-0.331628,-78.2038934018644,18.9660387055115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.41936346664,-0.457438860929558
"23",-0.331627,-78.2038912180372,19.2334127685222,4060.27,"2021-12-18 10:34:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.24836542338,-0.440897746986768
"24",-0.331627,-78.2038912180372,19.2334127685222,4058.34,"2021-12-18 10:34:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.24836542338,-0.440897746986768
"25",-0.331627,-78.2038912180372,19.2334127685222,4068.92,"2021-12-18 10:40:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.24836542338,-0.440897746986768
"26",-0.331626,-78.203889033865,19.5008217563148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060.0803074126,-0.424436225830805
"27",-0.331625,-78.2038868493746,19.7682629476532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.9155965057,-0.408092327862907
"28",-0.331624,-78.2038846645927,20.0357336326941,4054.98,"2021-12-18 10:38:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.75463992249,-0.39190406572649
"29",-0.331623,-78.2038824795461,20.3032311219981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.59784498581,-0.375909434810802
"30",-0.331622,-78.2038802942612,20.5707527336994,4055.94,"2021-12-18 10:35:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.44561908957,-0.360146413061416
"31",-0.331621,-78.2038781087643,20.8382958025051,4060.75,"2021-12-18 10:33:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.298369654,-0.344652962048859
"32",-0.331621,-78.2038781087643,20.8382958025051,4057.86,"2021-12-18 10:36:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.298369654,-0.344652962048859
"33",-0.331621,-78.2038781087643,20.8382958025051,4052.58,"2021-12-18 10:37:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.298369654,-0.344652962048859
"34",-0.331621,-78.2038781087643,20.8382958025051,4067.48,"2021-12-18 10:40:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.298369654,-0.344652962048859
"35",-0.33162,-78.2038759230816,21.1058576771654,4056.42,"2021-12-18 10:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.15650408807,-0.329467025722535
"36",-0.33162,-78.2038759230816,21.1058576771654,4057.38,"2021-12-18 10:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.15650408807,-0.329467025722535
"37",-0.331619,-78.2038737372391,21.3734357217582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059.02016640682,-0.314626531846171
"38",-0.331618,-78.2038715512629,21.6410273118613,4056.9,"2021-12-18 10:36:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.88902813615,-0.300169391248669
"39",-0.331617,-78.2038693651787,21.9086298319745,4056.9,"2021-12-18 10:37:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.76278769817,-0.285934634242498
"40",-0.331617,-78.2038693651787,21.9086298319745,4066.03,"2021-12-18 10:40:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.76278769817,-0.285934634242498
"41",-0.331617,-78.2038693651787,21.9086298319745,4057.86,"2021-12-18 10:41:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.76278769817,-0.285934634242498
"42",-0.331616,-78.203867179012,22.1762406961585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.64114323573,-0.271774383332803
"43",-0.331615,-78.2038649927885,22.4438573145599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.52379265877,-0.257746177600638
"44",-0.331614,-78.2038628065335,22.7114771230406,4065.07,"2021-12-18 10:41:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.41043366107,-0.24390755797796
"45",-0.331613,-78.2038606202723,22.9790975600286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.30076376059,-0.230316067756453
"46",-0.331612,-78.2038584340299,23.2467160922717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.19448031871,-0.217029252176405
"47",-0.331611,-78.2038562478313,23.5143301891145,4064.11,"2021-12-18 10:41:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058.09128058058,-0.204104658474002
"48",-0.33161,-78.2038540617013,23.7819373392361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.99086169782,-0.191599835579092
"49",-0.331609,-78.2038518756647,24.0495350442446,4062.67,"2021-12-18 10:41:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.89292076037,-0.179572334077747
"50",-0.331609,-78.2038518756647,24.0495350442446,4059.79,"2021-12-18 10:41:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.89292076037,-0.179572334077747
"51",-0.331609,-78.2038518756647,24.0495350442446,4054.98,"2021-12-18 10:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.89292076037,-0.179572334077747
"52",-0.331608,-78.2038496897459,24.3171208160969,4061.71,"2021-12-18 10:41:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.79715482641,-0.167570280692918
"53",-0.331607,-78.2038475039694,24.584692186146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.70604519897,-0.155130261006788
"54",-0.331606,-78.2038453183595,24.852246694834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.62184103228,-0.13575792938721
"55",-0.331605,-78.2038431329403,25.1197818968752,NA,NA,"2021-06-22","EOS_1",-0.035,1,2,"new",204.091666666667,8.61025,62.4772,6.761,627.2604,227.657198451216,4057.54389115147,-0.122193738392445
"56",-0.331604,-78.2038409477358,25.3872953638266,4054.5,"2021-12-18 10:42:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.47154443057,-0.108380272008009
"57",-0.331603,-78.2038387627699,25.6547846815435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.4041498541,-0.0943563725511375
"58",-0.331602,-78.2038365780664,25.9222474385823,4052.58,"2021-12-18 10:43:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.34105657971,-0.0801607590468169
"59",-0.331601,-78.2038343936488,26.1896812597238,4053.06,"2021-12-18 10:42:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.28161398979,-0.0658320269064047
"60",-0.331601,-78.2038343936488,26.1896812597238,4054.02,"2021-12-18 10:43:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.28161398979,-0.0658320269064047
"61",-0.3316,-78.2038322095407,26.4570837608716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.22517176107,-0.0514086505938004
"62",-0.331599,-78.2038300257653,26.7244525825954,4053.06,"2021-12-18 10:42:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.17107991522,-0.0369289833593285
"63",-0.331598,-78.2038278423459,26.9917853772219,4049.21,"2021-12-18 10:43:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.11868887985,-0.0224312590832177
"64",-0.331597,-78.2038256593055,27.259079811452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.06734954524,-0.00795359312422026
"65",-0.331596,-78.2038234766671,27.5263335624888,4051.61,"2021-12-18 10:43:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4057.01641332195,0.00625259230646183
