"","lat_fit","lon_fit","lon_dist","lat_dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","CO2_ppm_ave","adjusted_ppm","AirTemp_c","VaisalaType","Total_hPa","COLM_waterTempAve","ele_fit","dist_diff","Total_flux","dist","slope50m"
"1027",-0.34235041087091,-78.1983210122963,-78.1983024759601,-0.34236041087091,-0.34235330298543,-78.1983291171491,3927.12,2021-07-09 13:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.36309315315,0,NA,331.087219958212,-0.032562175011828
"1025",-0.34236041087091,-78.1983024759601,-78.1982835246595,-0.34237041087091,-0.342384902760386,-78.1983203999698,3925.68,2021-07-09 13:22:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.31685708891,2.38530154840055,NA,333.472521506613,-0.0316714646662474
"1023",-0.34237041087091,-78.1982835246595,-78.1982641821589,-0.34238041087091,-0.342369060963392,-78.1982858665287,3928.56,2021-07-09 13:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.27423521846,2.42390099701925,NA,335.896422503632,-0.0304832650178299
"1024",-0.34237041087091,-78.1982835246595,-78.1982641821589,-0.34238041087091,-0.342369480058551,-78.1982879620045,3930.49,2021-07-09 13:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.27423521846,0,NA,335.896422503632,-0.0304832650178299
"1022",-0.34238041087091,-78.1982641821589,-78.1982445106264,-0.34239041087091,-0.342365121468902,-78.1982500758022,3930.01,2021-07-09 13:08:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.23484257389,2.45649447451035,NA,338.352916978143,-0.0281638222511271
"1016",-0.34239041087091,-78.1982445106264,-78.1982245505295,-0.34240041087091,-0.342378616333008,-78.1982349883765,3928.56,2021-07-09 13:06:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.19827612014,4.9923544229149,NA,343.345271401058,-0.026526431096842
"1017",-0.34239041087091,-78.1982445106264,-78.1982245505295,-0.34240041087091,-0.342390602454543,-78.1982408557087,3927.12,2021-07-09 13:07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.19827612014,0,NA,343.345271401058,-0.026526431096842
"1018",-0.34239041087091,-78.1982445106264,-78.1982245505295,-0.34240041087091,-0.342412898316979,-78.1982540152967,3928.08,2021-07-09 13:22:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.19827612014,0,NA,343.345271401058,-0.026526431096842
"1019",-0.34239041087091,-78.1982445106264,-78.1982245505295,-0.34240041087091,-0.342380041256547,-78.1982461363077,3929.53,2021-07-09 13:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.19827612014,0,NA,343.345271401058,-0.026526431096842
"1020",-0.34239041087091,-78.1982445106264,-78.1982245505295,-0.34240041087091,-0.3423772752285,-78.1982290372252,3930.49,2021-07-09 13:23:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.19827612014,0,NA,343.345271401058,-0.026526431096842
"1021",-0.34239041087091,-78.1982445106264,-78.1982245505295,-0.34240041087091,-0.342383896932006,-78.1982393469661,3930.01,2021-07-09 13:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.19827612014,0,NA,343.345271401058,-0.026526431096842
"44",-0.34241041087091,-78.1982043695169,-78.1981840321581,-0.34242041087091,-0.342403091490269,-78.1982090044767,3927.6,2021-07-09 13:26:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16377901437,2.52278897458712,NA,345.868060375645,-0.0245304589045837
"45",-0.34241041087091,-78.1982043695169,-78.1981840321581,-0.34242041087091,-0.342416670173407,-78.1981991138309,3928.56,2021-07-09 13:26:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16377901437,0,NA,345.868060375645,-0.0245304589045837
"43",-0.34242041087091,-78.1981840321581,-78.1981636104001,-0.34243041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16353653012,2.53122336038268,NA,348.399283736027,-0.0224991317707367
"42",-0.34243041087091,-78.1981636104001,-78.1981431402335,-0.34244041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16329323517,2.53606409748636,NA,350.935347833514,-0.0209574886344497
"40",-0.34244041087091,-78.1981431402335,-78.1981227225249,-0.34245041087091,-0.342444414272904,-78.198151672259,3930.49,2021-07-09 13:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16304947495,2.53081852880109,NA,353.466166362315,-0.0189207189762355
"41",-0.34244041087091,-78.1981431402335,-78.1981227225249,-0.34245041087091,-0.342450449243188,-78.1981500796974,3930.49,2021-07-09 13:34:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16304947495,0,NA,353.466166362315,-0.0189207189762355
"39",-0.34245041087091,-78.1981227225249,-78.198102412677,-0.34246041087091,-0.342478109523654,-78.1981261912733,3926.64,2021-07-09 13:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16280621891,2.52004114794022,NA,355.986207510255,-0.0174652813263634
"38",-0.34246041087091,-78.198102412677,-78.1980822874881,-0.34247041087091,-0.342482049018145,-78.198106829077,3928.08,2021-07-09 13:36:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16256399878,2.50161611031285,NA,358.487823620568,-0.0160672158509639
"37",-0.34247041087091,-78.1980822874881,-78.1980624290442,-0.34248041087091,-0.342464614659548,-78.1980790849775,3930.97,2021-07-09 13:33:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16232354961,2.47505991295748,NA,360.962883533525,-0.0140481824018167
"36",-0.34248041087091,-78.1980624290442,-78.1980428893012,-0.34249041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16208565296,2.44342583327182,NA,363.406309366797,-0.012727988399486
"35",-0.34249041087091,-78.1980428893012,-78.1980237420491,-0.34250041087091,-0.342493867501616,-78.1980499997735,3933.37,2021-07-09 13:35:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16185079689,2.40461480416241,NA,365.81092417096,-0.0114583320776944
"34",-0.34250041087091,-78.1980237420491,-78.1980050654603,-0.34251041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16161967125,2.35829889180093,NA,368.16922306276,-0.0102368386785587
"31",-0.34251041087091,-78.1980050654603,-78.1979869027729,-0.34252041087091,-0.342516666278243,-78.1980096828192,3930.49,2021-07-09 13:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16139299738,2.30802495264334,NA,370.477248015404,-0.00906151711451818
"32",-0.34251041087091,-78.1980050654603,-78.1979869027729,-0.34252041087091,-0.342517420649529,-78.198019489646,3930.49,2021-07-09 13:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16139299738,0,NA,370.477248015404,-0.00906151711451818
"33",-0.34251041087091,-78.1980050654603,-78.1979869027729,-0.34252041087091,-0.342513313516974,-78.1980173941702,3927.12,2021-07-09 13:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16139299738,0,NA,370.477248015404,-0.00906151711451818
"29",-0.34252041087091,-78.1979869027729,-78.1979693008701,-0.34253041087091,-0.342534687370062,-78.1979962717742,3926.64,2021-07-09 13:28:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16117115572,2.25354179343958,NA,372.730789808843,-0.00793262593867264
"30",-0.34252041087091,-78.1979869027729,-78.1979693008701,-0.34253041087091,-0.342520102858543,-78.1979838665575,3932.41,2021-07-09 13:32:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16117115572,0,NA,372.730789808843,-0.00793262593867264
"28",-0.34253041087091,-78.1979693008701,-78.1979523607955,-0.34254041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16095455084,2.18978729428363,NA,374.920577103127,-0.00684936574105224
"27",-0.34254041087091,-78.1979523607955,-78.197936093944,-0.34255041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16074407389,2.12559313620204,NA,377.046170239329,-0.00581498529424143
"26",-0.34255041087091,-78.197936093944,-78.1979205524268,-0.34256041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16053976712,2.05724359683393,NA,379.103413836163,-0.00466357068640152
"24",-0.34256041087091,-78.1979205524268,-78.1979057541104,-0.34257041087091,-0.342575591057539,-78.1979208346456,3926.64,2021-07-09 13:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16034202994,1.98817463949683,NA,381.09158847566,-0.00377793818829104
"25",-0.34256041087091,-78.1979205524268,-78.1979057541104,-0.34257041087091,-0.342538794502616,-78.1979002151638,3931.45,2021-07-09 13:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.16034202994,0,NA,381.09158847566,-0.00377793818829104
"23",-0.34257041087091,-78.1979057541104,-78.1978917355568,-0.34258041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.1601509315,1.91687127368755,NA,383.008459749347,-0.00295508277811864
"22",-0.34258041087091,-78.1978917355568,-78.1978785153164,-0.34259041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15996668656,1.84524776350372,NA,384.853707512851,-0.00218617167968025
"21",-0.34259041087091,-78.1978785153164,-78.1978661469399,-0.34260041087091,-0.34258640371263,-78.1978759914637,3931.45,2021-07-09 13:31:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.1597893259,1.77054435185255,NA,386.624251864704,-0.00212315204556354
"20",-0.34260041087091,-78.1978661469399,-78.1978546057635,-0.34261041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15961914555,1.69992550116058,NA,388.324177365864,-0.00142080730999903
"18",-0.34261041087091,-78.1978546057635,-78.1978438712071,-0.34262041087091,-0.34259176813066,-78.1978303939104,3930.97,2021-07-09 13:30:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.1594557529,1.63312400596044,NA,389.957301371825,-0.00138447325639591
"19",-0.34261041087091,-78.1978546057635,-78.1978438712071,-0.34262041087091,-0.342590929940343,-78.1978301424533,3930.49,2021-07-09 13:31:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.1594557529,0,NA,389.957301371825,-0.00138447325639591
"13",-0.34262041087091,-78.1978438712071,-78.1978339863885,-0.34263041087091,-0.342604676261544,-78.1978368479759,3926.16,2021-07-09 13:29:30,"2021-07-07","EOS_2",2.45,12,848.538461538462,1274.30563546976,6.881,"old",625.6254,8.282,3929.15929878105,1.56524128692911,NA,391.522542658754,-0.000768146921169807
"14",-0.34262041087091,-78.1978438712071,-78.1978339863885,-0.34263041087091,-0.342604927718639,-78.1978343334049,3929.05,2021-07-09 13:30:00,"2021-07-07","EOS_2",2.45,12,848.538461538462,1274.30563546976,6.881,"old",625.6254,8.282,3929.15929878105,0,NA,391.522542658754,-0.000768146921169807
"15",-0.34262041087091,-78.1978438712071,-78.1978339863885,-0.34263041087091,-0.342610543593764,-78.197834584862,3924.72,2021-07-09 13:37:30,"2021-07-07","EOS_2",2.45,12,848.538461538462,1274.30563546976,6.881,"old",625.6254,8.282,3929.15929878105,0,NA,391.522542658754,-0.000768146921169807
"16",-0.34262041087091,-78.1978438712071,-78.1978339863885,-0.34263041087091,-0.342614902183414,-78.1978381890804,3926.64,2021-07-09 13:38:00,"2021-07-07","EOS_2",2.45,12,848.538461538462,1274.30563546976,6.881,"old",625.6254,8.282,3929.15929878105,0,NA,391.522542658754,-0.000768146921169807
"17",-0.34262041087091,-78.1978438712071,-78.1978339863885,-0.34263041087091,-0.342625631019473,-78.1978515163064,3925.68,2021-07-09 13:38:30,"2021-07-07","EOS_2",2.45,12,848.538461538462,1274.30563546976,6.881,"old",625.6254,8.282,3929.15929878105,0,NA,391.522542658754,-0.000768146921169807
"8",-0.34263041087091,-78.1978339863885,-78.1978249005341,-0.34264041087091,-0.342635186389089,-78.1978445593268,3927.12,2021-07-09 13:39:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15914833392,1.5040486701738,NA,393.026591328928,-0.00075043946037636
"9",-0.34263041087091,-78.1978339863885,-78.1978249005341,-0.34264041087091,-0.342627726495266,-78.1978257000446,3927.12,2021-07-09 13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15914833392,0,NA,393.026591328928,-0.00075043946037636
"10",-0.34263041087091,-78.1978339863885,-78.1978249005341,-0.34264041087091,-0.342621188610792,-78.197834584862,3929.05,2021-07-09 13:40:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15914833392,0,NA,393.026591328928,-0.00075043946037636
"11",-0.34263041087091,-78.1978339863885,-78.1978249005341,-0.34264041087091,-0.342641891911626,-78.1978422123939,3931.93,2021-07-09 13:49:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15914833392,0,NA,393.026591328928,-0.00075043946037636
"12",-0.34263041087091,-78.1978339863885,-78.1978249005341,-0.34264041087091,-0.342627726495266,-78.1978275440633,3932.41,2021-07-09 13:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15914833392,0,NA,393.026591328928,-0.00075043946037636
"7",-0.34264041087091,-78.1978249005341,-78.197816627253,-0.34265041087091,-0.342639042064548,-78.197824107483,3927.6,2021-07-09 13:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15900376847,1.44477403595636,NA,394.471365364884,-0.000734201276052983
"6",-0.34265041087091,-78.197816627253,-78.1978091281227,-0.34266041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15886490036,1.39142659105096,NA,395.862791955935,-9.83454529597205e-05
"5",-0.34266041087091,-78.1978091281227,-78.1978023681206,-0.34267041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15873115987,1.34367741072708,NA,397.206469366662,-9.61800638928773e-05
"4",-0.34267041087091,-78.1978023681206,-78.1977962912174,-0.34268041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15860200891,1.3026161013363,NA,398.509085467998,-9.61800638928773e-05
"1",-0.34268041087091,-78.1977962912174,-78.1977909083508,-0.34269041087091,-0.342682041227818,-78.1978013087064,3930.49,2021-07-09 13:50:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15847680466,2.49699895000208,NA,401.006084418,-0.000209762742914584
"2",-0.34268041087091,-78.1977962912174,-78.1977909083508,-0.34269041087091,-0.342680029571056,-78.1978044938296,3930.97,2021-07-09 13:51:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15847680466,0,NA,401.006084418,-0.000209762742914584
"3",-0.34268041087091,-78.1977962912174,-78.1977909083508,-0.34269041087091,-0.342680616304278,-78.1977956090122,3929.53,2021-07-09 13:51:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15847680466,0,NA,401.006084418,-0.000209762742914584
"1015",-0.34270041087091,-78.197786150238,-78.1977819546603,-0.34271041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15807490489,1.20719940549452,NA,402.213283823495,-0.000321755001229438
"1014",-0.34271041087091,-78.1977819546603,-78.1977783241629,-0.34272041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15597474009,1.18428473468475,NA,403.39756855818,-0.000459387703265909
"1013",-0.34272041087091,-78.1977783241629,-78.1977751245268,-0.34273041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.15204344781,1.16878735543855,NA,404.566355913618,-0.00060707203949805
"1012",-0.34273041087091,-78.1977751245268,-78.1977723929936,-0.34274041087091,-0.342734260484576,-78.1977958604693,3928.56,2021-07-09 13:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.14623643594,1.15397569888887,NA,405.720331612507,-0.000775621532294868
"1011",-0.34274041087091,-78.1977723929936,-78.1977700124101,-0.34275041087091,-0.34274565987289,-78.1977725587785,3930.49,2021-07-09 13:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.13851887549,1.14430250488158,NA,406.864634117389,-0.000910137463523033
"1010",-0.34275041087091,-78.1977700124101,-78.1977679379488,-0.34276041087091,-0.342750353738666,-78.1977804377675,3930.01,2021-07-09 13:41:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.12994258146,1.13689433355955,NA,408.001528450948,-0.00108091725186062
"1009",-0.34276041087091,-78.1977679379488,-78.1977661265667,-0.34277041087091,-0.342763345688581,-78.1977655179799,3930.49,2021-07-09 13:48:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.12158454804,1.13130941677093,NA,409.132837867719,-0.00120462688108609
"1008",-0.34277041087091,-78.1977661265667,-78.197764543076,-0.34278041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.11340969606,1.12706437141833,NA,410.259902239137,-0.00137918338140331
"1007",-0.34278041087091,-78.197764543076,-78.1977631544691,-0.34279041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.10538784914,1.12387575771913,NA,411.383777996857,-0.00149408467994524
"1006",-0.34279041087091,-78.1977631544691,-78.1977618531167,-0.34280041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.09749181889,1.12258107766684,NA,412.506359074523,-0.00167363348662135
"1005",-0.34280041087091,-78.1977618531167,-78.1977606529303,-0.34281041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.08968932714,1.12118345055558,NA,413.627542525079,-0.00178129472949151
"1004",-0.34281041087091,-78.1977606529303,-78.1977594307773,-0.34282041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.08196250714,1.12147745954348,NA,414.749019984622,-0.00196655189120948
"1003",-0.34282041087091,-78.1977594307773,-78.1977582773852,-0.34283041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.07428134188,1.12057467229113,NA,415.869594656914,-0.00206841651062563
"1001",-0.34283041087091,-78.1977582773852,-78.1977570703373,-0.34284041087091,-0.342826964333653,-78.1977618299425,3927.6,2021-07-09 13:47:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.06663575862,1.12127472215343,NA,416.990869379067,-0.00226006349477884
"1002",-0.34283041087091,-78.1977582773852,-78.1977570703373,-0.34284041087091,-0.342831406742334,-78.1977523583919,3928.08,2021-07-09 13:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.06663575862,0,NA,416.990869379067,-0.00226006349477884
"1000",-0.34284041087091,-78.1977570703373,-78.1977558197778,-0.34285041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.05899657223,1.12186545288,NA,418.112734831947,-0.00235755619721118
"999",-0.34285041087091,-78.1977558197778,-78.1977544977347,-0.34286041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.05134628337,1.12288062166704,NA,419.235615453614,-0.00245204558305884
"998",-0.34286041087091,-78.1977544977347,-78.1977530338371,-0.34287041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.04366367696,1.12505911885296,NA,420.360674572467,-0.00265056210326647
"997",-0.34287041087091,-78.1977530338371,-78.1977515515377,-0.34288041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.03592229741,1.12535764827442,NA,421.486032220741,-0.00274270983062032
"996",-0.34288041087091,-78.1977515515377,-78.1977498700822,-0.34289041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.02811650356,1.1288213059089,NA,422.61485352665,-0.00294928061608381
"995",-0.34289041087091,-78.1977498700822,-78.1977481572456,-0.34290041087091,-0.342882536351681,-78.1977195851505,3927.12,2021-07-09 13:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.02020547586,1.12940579517942,NA,423.74425932183,-0.00304034688947758
"993",-0.34290041087091,-78.1977481572456,-78.1977462763574,-0.34291041087091,-0.342896450310946,-78.1977127958089,3932.89,2021-07-09 13:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.01219033587,1.13271404857596,NA,424.876973370406,-0.00325510751001911
"994",-0.34290041087091,-78.1977481572456,-78.1977462763574,-0.34291041087091,-0.342899467796087,-78.1977635063231,3927.6,2021-07-09 13:46:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.01219033587,0,NA,424.876973370406,-0.00325510751001911
"992",-0.34291041087091,-78.1977462763574,-78.1977443267095,-0.34292041087091,-0.342905754223466,-78.1977311521769,3932.89,2021-07-09 13:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.00403248945,1.13415382209223,NA,426.011127192498,-0.00347803841995852
"991",-0.34292041087091,-78.1977443267095,-78.1977422802021,-0.34293041087091,-0.342916566878557,-78.197731571272,3930.49,2021-07-09 13:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.99572580378,1.13626636290826,NA,427.147393555406,-0.00356967328409729
"990",-0.34293041087091,-78.1977422802021,-78.1977401497127,-0.34294041087091,-0.342928385362029,-78.1977219320834,3929.05,2021-07-09 13:52:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.98724575811,1.13817754430147,NA,428.285571099708,-0.00380093903387676
"989",-0.34294041087091,-78.1977401497127,-78.1977380333215,-0.34295041087091,-0.34293819218874,-78.1977292243391,3932.89,2021-07-09 13:45:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.9785739776,1.1378515706208,NA,429.423422670328,-0.00389401329852268
"988",-0.34295041087091,-78.1977380333215,-78.1977358620977,-0.34296041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.96970806964,1.13913101594255,NA,430.562553686271,-0.00413412723125393
"987",-0.34296041087091,-78.1977358620977,-78.1977336821962,-0.34297041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.96061616576,1.13933636345507,NA,431.701890049726,-0.00422919705770273
"985",-0.34297041087091,-78.1977336821962,-78.1977315380094,-0.34298041087091,NA,NA,NA,NA,"2021-07-07","EOS_1",0.485,8,949.450769230769,1375.40486204197,6.879,"new",625.5334,8.232,3928.95128728179,1.13849623368844,NA,432.840386283415,-0.00447788972240422
"986",-0.34297041087091,-78.1977336821962,-78.1977315380094,-0.34298041087091,NA,NA,NA,NA,"2021-07-07","EOS_1",2.08,7,1245.80615384615,1805.93517101476,6.882,"new",625.6834,8.382,3928.95128728179,0,NA,432.840386283415,-0.00447788972240422
"984",-0.34298041087091,-78.1977315380094,-78.1977295199797,-0.34299041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.94171105601,1.13563503661783,NA,433.976021320032,-0.00473311394392124
"983",-0.34299041087091,-78.1977295199797,-78.1977275694928,-0.34300041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.93188670655,1.13417169754393,NA,435.110193017576,-0.00483296570814599
"981",-0.34300041087091,-78.1977275694928,-78.1977258213848,-0.34301041087091,-0.343005415052176,-78.1977417971939,3930.01,2021-07-09 13:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.92178476313,1.13007527174886,NA,436.240268289325,-0.00509588472117446
"982",-0.34300041087091,-78.1977275694928,-78.1977258213848,-0.34301041087091,-0.343002816662192,-78.1977283861488,3931.45,2021-07-09 13:44:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.92178476313,0,NA,436.240268289325,-0.00509588472117446
"976",-0.34301041087091,-78.1977258213848,-78.1977242176884,-0.34302041087091,-0.343010611832142,-78.1977462396026,3928.08,2021-07-09 13:43:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.91141203978,1.12741833451912,NA,437.367686623844,-0.00519993885571354
"977",-0.34301041087091,-78.1977258213848,-78.1977242176884,-0.34302041087091,-0.343013880774379,-78.1977388635278,3930.49,2021-07-09 13:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.91141203978,0,NA,437.367686623844,-0.00519993885571354
"978",-0.34301041087091,-78.1977258213848,-78.1977242176884,-0.34302041087091,-0.343009606003761,-78.1977359298617,3927.6,2021-07-09 13:53:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.91141203978,0,NA,437.367686623844,-0.00519993885571354
"979",-0.34301041087091,-78.1977258213848,-78.1977242176884,-0.34302041087091,-0.343006839975715,-78.1977334152907,3927.6,2021-07-09 13:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.91141203978,0,NA,437.367686623844,-0.00519993885571354
"980",-0.34301041087091,-78.1977258213848,-78.1977242176884,-0.34302041087091,-0.34301538951695,-78.1977418810129,3928.08,2021-07-09 13:54:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.91141203978,0,NA,437.367686623844,-0.00519993885571354
"974",-0.34302041087091,-78.1977242176884,-78.1977228657238,-0.34303041087091,-0.343019748106599,-78.1977376062423,3930.01,2021-07-09 13:42:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.90073944955,1.12332201394554,NA,438.49100863779,-0.00547098698545195
"975",-0.34302041087091,-78.1977242176884,-78.1977228657238,-0.34303041087091,-0.343019412830472,-78.1977488379925,3928.56,2021-07-09 13:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.90073944955,0,NA,438.49100863779,-0.00547098698545195
"973",-0.34303041087091,-78.1977228657238,-78.1977216104722,-0.34304041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.88976508463,1.12193038328064,NA,439.61293902107,-0.00574811529014987
"972",-0.34304041087091,-78.1977216104722,-78.1977208626427,-0.34305041087091,-0.343045312911272,-78.197742216289,3928.56,2021-07-09 14:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.87844668415,1.11630322200631,NA,440.729242243077,-0.00585900650977503
"971",-0.34305041087091,-78.1977208626427,-78.1977203116645,-0.34306041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.86681220578,1.11488326873177,NA,441.844125511809,-0.00614414819568966
"970",-0.34306041087091,-78.1977203116645,-78.1977200492685,-0.34307041087091,-0.343061741441488,-78.1977380253375,3924.24,2021-07-09 13:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.85480333066,1.11357805481157,NA,442.95770356662,-0.00643520640847167
"969",-0.34307041087091,-78.1977200492685,-78.1977202633639,-0.34308041087091,-0.343071212992072,-78.1977465748787,3930.97,2021-07-09 14:00:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.84240234065,1.11344999618746,NA,444.071153562808,-0.00673178196307977
"968",-0.34308041087091,-78.1977202633639,-78.1977208957589,-0.34309041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928.82957903118,1.11541857132488,NA,445.186572134132,-0.00703424185155998
