"","lat_fit","lon_fit","lon_dist","lat_dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","CO2_ppm_ave","adjusted_ppm","AirTemp_c","VaisalaType","Total_hPa","COLM_waterTempAve","ele_fit","dist_diff","Total_flux","dist","slope50m"
"1333",-0.34026041087091,-78.1995246662234,-78.1995304712501,-0.34027041087091,-0.34025858156383,-78.1995212752372,3949.23,2021-07-09 11:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.98677892983,0,NA,21.3583223953556,-0.0310581044680013
"1331",-0.34027041087091,-78.1995304712501,-78.1995359542698,-0.34028041087091,-0.340271992608905,-78.1995295733213,3950.67,2021-07-09 11:37:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.94231797107,1.26954227664874,NA,22.6278646720043,-0.0313132559893341
"1330",-0.34028041087091,-78.1995359542698,-78.199540889771,-0.34029041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.89790751114,1.24139108314603,NA,23.8692557551503,-0.0317868144906688
"1329",-0.34029041087091,-78.199540889771,-78.1995451365915,-0.34030041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.85394642696,1.20941773909453,NA,25.0786734942449,-0.0320025513524941
"1328",-0.34030041087091,-78.1995451365915,-78.1995486368361,-0.34031041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.81060894772,1.17941558174903,NA,26.2580890759939,-0.0322072454340995
"1327",-0.34031041087091,-78.1995486368361,-78.1995514063707,-0.34032041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.76786347132,1.15509757384143,NA,27.4131866498353,-0.0324044158769093
"1326",-0.34032041087091,-78.1995514063707,-78.1995535199039,-0.34033041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.72553738945,1.13778575360652,NA,28.5509724034418,-0.0325971230317638
"1325",-0.34033041087091,-78.1995535199039,-78.1995550934165,-0.34034041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.68339911309,1.1268911947825,NA,29.6778635982243,-0.0327874455063401
"1324",-0.34034041087091,-78.1995550934165,-78.1995562662441,-0.34035041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.64122784828,1.12082462583885,NA,30.7986882240632,-0.0329765059274593
"1323",-0.34035041087091,-78.1995562662441,-78.1995571845579,-0.34036041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.59885309194,1.11787867677322,NA,31.9165669008364,-0.0331647934439655
"1321",-0.34036041087091,-78.1995571845579,-78.1995579874176,-0.34037041087091,-0.340365115553141,-78.1995516177267,3947.79,2021-07-09 11:31:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.55616239494,1.11677675521605,NA,33.0333436560525,-0.033352539927293
"1322",-0.34036041087091,-78.1995571845579,-78.1995579874176,-0.34037041087091,-0.340361259877682,-78.1995468400419,3946.35,2021-07-09 11:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.55616239494,0,NA,33.0333436560525,-0.033352539927293
"1320",-0.34037041087091,-78.1995579874176,-78.1995587960468,-0.34038041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.51308800083,1.11682833624923,NA,34.1501719923017,-0.0335399944912813
"1319",-0.34038041087091,-78.1995587960468,-78.1995597065364,-0.34039041087091,-0.340382466092706,-78.1995655316859,3946.35,2021-07-09 11:38:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.46958636465,1.11779936664811,NA,35.2679713589498,-0.0337275385312344
"1318",-0.34039041087091,-78.1995597065364,-78.1995607858351,-0.34040041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.42562143448,1.11965963180728,NA,36.3876309907571,-0.0339156586403377
"1317",-0.34040041087091,-78.1995607858351,-78.1995620706436,-0.34041041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.3811569647,1.12234491521144,NA,37.5099759059685,-0.0341048359050274
"1316",-0.34041041087091,-78.1995620706436,-78.1995635686775,-0.34042041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.3361579418,1.12561580623969,NA,38.6355917122082,-0.034295417850068
"1315",-0.34042041087091,-78.1995635686775,-78.199565261698,-0.34043041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.29059782758,1.12903549652651,NA,39.7646272087347,-0.0344875229714638
"1314",-0.34043041087091,-78.199565261698,-78.1995671097071,-0.34044041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.24446711528,1.13204323866125,NA,40.896670447396,-0.0346810018900892
"1313",-0.34044041087091,-78.1995671097071,-78.1995690557515,-0.34045041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.19777929893,1.13407713895663,NA,42.0307475863526,-0.0348754559465225
"1311",-0.34045041087091,-78.1995690557515,-78.1995710308603,-0.34046041087091,-0.340449186041951,-78.1995879113674,3945.87,2021-07-09 11:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.15057199852,1.13469960065459,NA,43.1654471870072,-0.03507029972847
"1312",-0.34045041087091,-78.1995690557515,-78.1995710308603,-0.34046041087091,-0.340446420013905,-78.1995760090649,3945.39,2021-07-09 11:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.15057199852,0,NA,43.1654471870072,-0.03507029972847
"1310",-0.34046041087091,-78.1995710308603,-78.1995729587412,-0.34047041087091,-0.340456226840615,-78.1995813734829,3943.95,2021-07-09 11:39:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.10290279732,1.13369265622646,NA,44.2991398432337,-0.0352648488184207
"1309",-0.34047041087091,-78.1995729587412,-78.1995747599613,-0.34048041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.05484073039,1.13110835166322,NA,45.4302481948969,-0.0354584150802732
"1308",-0.34048041087091,-78.1995747599613,-78.1995763554442,-0.34049041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.0064550944,1.12727393059458,NA,46.5575221254915,-0.0356503958256029
"1307",-0.34049041087091,-78.1995763554442,-78.1995776692042,-0.34050041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.95780340382,1.12276015194516,NA,47.6802822774366,-0.0358403477537529
"1306",-0.34050041087091,-78.1995776692042,-78.1995786303131,-0.34051041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.90892010019,1.1183243676237,NA,48.7986066450603,-0.036028040626307
"1305",-0.34051041087091,-78.1995786303131,-78.1995791741571,-0.34052041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.85980722494,1.11483986247595,NA,49.9134465075363,-0.0362134886521967
"1301",-0.34052041087091,-78.1995791741571,-78.1995792430821,-0.34053041087091,-0.34052194096148,-78.1995730753988,3945.39,2021-07-09 11:31:30,"2021-07-09","EOS_1",0.175,1,NA,NA,NA,NA,NA,NA,3946.81042782927,1.11322134869624,NA,51.0266678562325,-0.0367749761927326
"1302",-0.34052041087091,-78.1995791741571,-78.1995792430821,-0.34053041087091,-0.340520683676004,-78.1995848100632,3947.31,2021-07-09 11:41:00,"2021-07-09","EOS_1",0.175,1,NA,NA,NA,NA,NA,NA,3946.81042782927,0,NA,51.0266678562325,-0.0367749761927326
"1303",-0.34052041087091,-78.1995791741571,-78.1995792430821,-0.34053041087091,-0.340524539351463,-78.1995694711804,3943.95,2021-07-09 11:42:00,"2021-07-09","EOS_1",0.175,1,NA,NA,NA,NA,NA,NA,3946.81042782927,0,NA,51.0266678562325,-0.0367749761927326
"1304",-0.34052041087091,-78.1995791741571,-78.1995792430821,-0.34053041087091,-0.340516744181514,-78.1995729077607,3945.87,2021-07-09 11:42:30,"2021-07-09","EOS_1",0.175,1,NA,NA,NA,NA,NA,NA,3946.81042782927,0,NA,51.0266678562325,-0.0367749761927326
"1297",-0.34053041087091,-78.1995792430821,-78.1995787865476,-0.34054041087091,-0.340532502159476,-78.199576260522,3944.91,2021-07-09 11:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.76070248381,1.11435434451892,NA,52.1410222007514,-0.0370450185016968
"1298",-0.34053041087091,-78.1995792430821,-78.1995787865476,-0.34054041087091,-0.340529065579176,-78.1995741650462,3947.31,2021-07-09 11:41:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.76070248381,0,NA,52.1410222007514,-0.0370450185016968
"1299",-0.34053041087091,-78.1995792430821,-78.1995787865476,-0.34054041087091,-0.340535184368491,-78.1995817925781,3945.87,2021-07-09 11:43:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.76070248381,0,NA,52.1410222007514,-0.0370450185016968
"1300",-0.34053041087091,-78.1995792430821,-78.1995787865476,-0.34054041087091,-0.340534681454301,-78.1995751708746,3947.79,2021-07-09 11:45:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.76070248381,0,NA,52.1410222007514,-0.0370450185016968
"1292",-0.34054041087091,-78.1995787865476,-78.1995777609248,-0.34055041087091,-0.340539207682014,-78.1995704770088,3944.91,2021-07-09 11:40:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.71050890019,1.11903424647016,NA,53.2600564472216,-0.0373596485728141
"1293",-0.34054041087091,-78.1995787865476,-78.1995777609248,-0.34055041087091,-0.340540632605553,-78.1995859835297,3948.75,2021-07-09 11:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.71050890019,0,NA,53.2600564472216,-0.0373596485728141
"1294",-0.34054041087091,-78.1995787865476,-78.1995777609248,-0.34055041087091,-0.340543230995536,-78.1995706446469,3948.27,2021-07-09 11:44:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.71050890019,0,NA,53.2600564472216,-0.0373596485728141
"1295",-0.34054041087091,-78.1995787865476,-78.1995777609248,-0.34055041087091,-0.340536776930094,-78.1995723210275,3947.31,2021-07-09 11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.71050890019,0,NA,53.2600564472216,-0.0373596485728141
"1296",-0.34054041087091,-78.1995787865476,-78.1995777609248,-0.34055041087091,-0.340538704767823,-78.1995678786188,3945.39,2021-07-09 11:57:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.71050890019,0,NA,53.2600564472216,-0.0373596485728141
"1291",-0.34055041087091,-78.1995777609248,-78.1995761290675,-0.34056041087091,-0.340544739738107,-78.199565699324,3947.79,2021-07-09 11:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.65967884766,1.12791896484623,NA,54.3879754120678,-0.0377545188669752
"1290",-0.34056041087091,-78.1995761290675,-78.199573859774,-0.34057041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.6080076195,1.14149717224632,NA,55.5294725843141,-0.038141631635413
"1288",-0.34057041087091,-78.199573859774,-78.1995709272397,-0.34058041087091,-0.340577093884349,-78.19958162494,3947.31,2021-07-09 11:56:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.55526634058,1.1600722315427,NA,56.6895448158568,-0.0383228789187441
"1289",-0.34057041087091,-78.199573859774,-78.1995709272397,-0.34058041087091,-0.340581452473998,-78.1995955388993,3945.87,2021-07-09 11:58:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.55526634058,0,NA,56.6895448158568,-0.0383228789187441
"1287",-0.34058041087091,-78.1995709272397,-78.1995673105771,-0.34059041087091,-0.340584050863981,-78.1995802000165,3946.83,2021-07-09 11:57:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.50120431822,1.18376010864085,NA,57.8733049244977,-0.0386848332191334
"1286",-0.34059041087091,-78.1995673105771,-78.1995629934552,-0.34060041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.44555697552,1.21249812203791,NA,59.0858030465356,-0.0390582069480438
"1284",-0.34060041087091,-78.1995629934552,-78.1995579638869,-0.34061041087091,-0.340608945116401,-78.1995871569961,3946.83,2021-07-09 11:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.38805371483,1.2460607895182,NA,60.3318638360538,-0.0394385659957706
"1285",-0.34060041087091,-78.1995629934552,-78.1995579638869,-0.34061041087091,-0.340616321191192,-78.1995975505561,3944.43,2021-07-09 11:59:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.38805371483,0,NA,60.3318638360538,-0.0394385659957706
"1283",-0.34061041087091,-78.1995579638869,-78.1995522141707,-0.34062041087091,-0.340630989521742,-78.1995895877481,3943.95,2021-07-09 11:58:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.32842537231,1.28407922278348,NA,61.6159430588373,-0.0398204575077729
"1282",-0.34062041087091,-78.1995522141707,-78.1995457409746,-0.34063041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.26641108677,1.32606133187141,NA,62.9420043907087,-0.0402072732456928
"1281",-0.34063041087091,-78.1995457409746,-78.1995385455356,-0.34064041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.20176453664,1.37141145666919,NA,64.3134158473779,-0.0406089533845486
"1279",-0.34064041087091,-78.1995385455356,-78.1995306339389,-0.34065041087091,-0.340657727792859,-78.1995574012399,3947.79,2021-07-09 11:46:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.13425956852,1.41944856986356,NA,65.7328644172414,-0.0412556041696088
"1280",-0.34064041087091,-78.1995385455356,-78.1995306339389,-0.34065041087091,-0.34063090570271,-78.1995257176459,3947.31,2021-07-09 11:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.13425956852,0,NA,65.7328644172414,-0.0412556041696088
"1278",-0.34065041087091,-78.1995306339389,-78.1995220174327,-0.34066041087091,-0.340639958158135,-78.1995172519237,3941.54,2021-07-09 11:54:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.06369528516,1.46942383609371,NA,67.2022882533352,-0.04171419240308
"1276",-0.34066041087091,-78.1995220174327,-78.1995127127364,-0.34067041087091,-0.340640293434262,-78.1995061039925,3946.35,2021-07-09 11:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.98990062157,1.52053750856021,NA,68.7228257618954,-0.0421825458886307
"1277",-0.34066041087091,-78.1995220174327,-78.1995127127364,-0.34067041087091,-0.340643478557467,-78.1995040085167,3949.23,2021-07-09 11:55:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.98990062157,0,NA,68.7228257618954,-0.0421825458886307
"1273",-0.34067041087091,-78.1995127127364,-78.1995027422978,-0.34068041087091,-0.340644400566816,-78.1994876638055,3946.35,2021-07-09 11:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.91273843342,1.57195628556155,NA,70.2947820474569,-0.0426534289892018
"1274",-0.34067041087091,-78.1995127127364,-78.1995027422978,-0.34068041087091,-0.340643227100372,-78.1994901783764,3950.19,2021-07-09 11:56:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.91273843342,0,NA,70.2947820474569,-0.0426534289892018
"1275",-0.34067041087091,-78.1995127127364,-78.1995027422978,-0.34068041087091,-0.340682957321405,-78.1995176710188,3946.35,2021-07-09 11:59:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.91273843342,0,NA,70.2947820474569,-0.0426534289892018
"1272",-0.34068041087091,-78.1995027422978,-78.1994921344635,-0.34069041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.83210905449,1.62283113821218,NA,71.9176131856691,-0.0431227611526843
"1271",-0.34069041087091,-78.1994921344635,-78.199480923532,-0.34070041087091,-0.340709025040269,-78.1995027512312,3946.83,2021-07-09 11:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.74795326317,1.67231570661284,NA,73.5899288922819,-0.0437723061521109
"1269",-0.34070041087091,-78.199480923532,-78.1994691496671,-0.34071041087091,-0.340719753876328,-78.1994919385761,3945.87,2021-07-09 11:52:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.66025457375,1.71958526096341,NA,75.3095141532453,-0.0442305193020656
"1270",-0.34070041087091,-78.199480923532,-78.1994691496671,-0.34071041087091,-0.340702151879668,-78.1994905136526,3947.31,2021-07-09 11:53:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.66025457375,0,NA,75.3095141532453,-0.0442305193020656
"1268",-0.34071041087091,-78.1994691496671,-78.19945685866,-0.34072041087091,-0.340717490762472,-78.1994841434062,3949.71,2021-07-09 11:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.56904074757,1.76385553358523,NA,77.0733696868306,-0.0448635904306045
"1267",-0.34072041087091,-78.19945685866,-78.1994441015388,-0.34073041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.47438443549,1.80440065309881,NA,78.8777703399294,-0.0453426779668006
"1266",-0.34073041087091,-78.1994441015388,-78.1994309340292,-0.34074041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.37640288848,1.84056999651193,NA,80.7183403364413,-0.0460071169835004
"1265",-0.34074041087091,-78.1994309340292,-78.1994174158826,-0.34075041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.27525667278,1.87180281164342,NA,82.5901431480847,-0.0466881502012598
"1263",-0.34075041087091,-78.1994174158826,-78.1994036100959,-0.34076041087091,-0.340769039466977,-78.1994272302836,3945.39,2021-07-09 11:47:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.17114738491,1.8976398360503,NA,84.487782984135,-0.047207783621969
"1264",-0.34075041087091,-78.1994174158826,-78.1994036100959,-0.34076041087091,-0.340788485482335,-78.1994370371103,3946.35,2021-07-09 11:51:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.17114738491,0,NA,84.487782984135,-0.047207783621969
"1262",-0.34076041087091,-78.1994036100959,-78.1993895820404,-0.34077041087091,-0.340785551816225,-78.1994320079684,3945.39,2021-07-09 11:51:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.06431441071,1.91773270039675,NA,86.4055156845318,-0.0479131983323699
"1261",-0.34077041087091,-78.1993895820404,-78.1993753985406,-0.34078041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.95503074204,1.93184881119601,NA,88.3373644957278,-0.048631002417173
"1260",-0.34078041087091,-78.1993753985406,-78.1993611269288,-0.34079041087091,-0.340788066387177,-78.1993786990643,3944.91,2021-07-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.84359801433,1.93987332606275,NA,90.2772378217905,-0.0491798065466681
"1257",-0.34079041087091,-78.1993611269288,-78.1993468341027,-0.34080041087091,-0.34078823402524,-78.1993610970676,3942.98,2021-07-09 11:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.73034086583,1.9418077870755,NA,92.2190456088661,-0.0499206421260576
"1258",-0.34079041087091,-78.1993611269288,-78.1993468341027,-0.34080041087091,-0.340806171298027,-78.1993814650923,3946.83,2021-07-09 11:50:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.73034086583,0,NA,92.2190456088661,-0.0499206421260576
"1259",-0.34079041087091,-78.1993611269288,-78.1993468341027,-0.34080041087091,-0.340780941769481,-78.1993442494422,3943.47,2021-07-09 12:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.73034086583,0,NA,92.2190456088661,-0.0499206421260576
"1254",-0.34080041087091,-78.1993468341027,-78.1993325856242,-0.34081041087091,-0.340778008103371,-78.1993364542723,3945.87,2021-07-09 11:50:00,"2021-07-09","EOS_2",0.16,2,591,884.877381031648,6.936,"old",625.7924,7.381,3944.61560077355,1.93776493427072,NA,94.1568105431368,-0.0506760404593318
"1255",-0.34080041087091,-78.1993468341027,-78.1993325856242,-0.34081041087091,-0.340778175741434,-78.1993311736733,3944.43,2021-07-09 12:00:30,"2021-07-09","EOS_2",0.16,2,591,884.877381031648,6.936,"old",625.7924,7.381,3944.61560077355,0,NA,94.1568105431368,-0.0506760404593318
"1256",-0.34080041087091,-78.1993468341027,-78.1993325856242,-0.34081041087091,-0.340776918455958,-78.1993400584906,3945.87,2021-07-09 12:01:30,"2021-07-09","EOS_2",0.16,2,591,884.877381031648,6.936,"old",625.7924,7.381,3944.61560077355,0,NA,94.1568105431368,-0.0506760404593318
"1251",-0.34081041087091,-78.1993325856242,-78.1993184448796,-0.34082041087091,-0.340791502967477,-78.1993241328746,3944.43,2021-07-09 11:48:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.49936771491,1.92796097199357,NA,96.0847715151303,-0.0514411510726968
"1252",-0.34081041087091,-78.1993325856242,-78.1993184448796,-0.34082041087091,-0.34078773111105,-78.1993082072586,3942.5,2021-07-09 11:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.49936771491,0,NA,96.0847715151303,-0.0514411510726968
