"","x_pred","name","x","depth","width","ele_arcpro","slope_mid","slope_up20","dist_diff","catchment_ha","Q_m3s","Flux_ave","adjusted_ppm","WaterTemp_c","Total_hPa","AirTemp_c","v_ms","eD","k600_eq1","k600_eq1_ulsethcorrection","k600_eq1_final","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","Sc_co2","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molperd_eq1","dist","flux_sum"
"12994",557.3,"Colm",600,116,80,3922.74707,0.039792336,0.077875686,10,171.2421,0.0332974694688764,1.94716666666667,1218.8819312037,8.18218518518519,625.575244444444,6.87700740740741,0.0358808938242202,0.0140065667595606,19.1176498604869,4.0288854482606,19.1176498604869,418.53,0.618849,0.619816841,0.00025900687197,0.000755483548150659,0.0573809506140845,57.3809506140845,1149.60371838467,18.5060894821466,0.527207096300279,1.26529703112067,NA,67.4456367542826
"5919",567,"Colm",610,26,95,3922.553711,0.019339048,0.039792336,10,172.2924,0.0335288795629897,1.66666666666667,1253.85429537037,8.20051851851852,625.559844444444,6.87774074074074,0.135744451672023,0.0257529026575318,19.5295308449071,8.26586710189498,8.26586710189498,418.53,0.618849,0.619816841,0.00025900687197,0.000777160008430744,0.0573490622255851,57.3490622255851,1148.33780289332,8.00188854297038,0.23778089090297,0.677675539073463,NA,68.1233122933561
"6016",576.6,"Colm",620,16,120,3922.373291,0.022635926,0.019339048,10,172.3779,0.0335477258267813,1.39183333333333,1288.12014712963,8.21848148148148,625.544755555556,6.87845925925926,0.174727738681153,0.0387997680383816,19.8117077731206,13.4070086968586,13.4070086968586,418.53,0.618849,0.619816841,0.00025900687197,0.000798398560422342,0.0573178392621568,57.3178392621568,1147.099125998,12.9795431382122,0.401285499263719,1.44462779734939,NA,69.5679400907055
"12996",586.3,"Colm",630,45,130,3922.116211,0.028269658,NA,10,172.4193,0.0335568518316762,1.1895,1316.5322919,8.237,625.5426,6.8792,0.0573621398832071,0.0159079752319014,19.2030147550367,4.68186738323244,19.2030147550367,418.53,0.618849,0.619816841,0.00025900687197,0.000816008886239948,0.0572856726053875,57.2856726053875,1145.82386197147,18.5917848531816,0.593231040722692,2.3136010588185,NA,71.881541149524
"12997",595.9,"Colm",640,13,71,3921.826904,0.006367714,0.028269658,10,172.4841,0.0335711365967346,1.20525,1325.71783855,8.2545,625.5748,6.8799,0.363717622933202,0.022720448534061,19.4440838581476,7.12993320814391,7.12993320814391,418.53,0.618849,0.619816841,0.00025900687197,0.000821702242747409,0.0572552955923879,57.2552955923879,1144.62034240964,6.90335092695553,0.222407257282835,0.473727458012438,NA,72.3552686075364
"6308",605.6,"Colm",650,13,20,3921.699951,0.006367714,0.021536984,10,172.5237,0.0335798665258255,1.22116071428571,1334.99711526786,8.27217857142857,625.607328571429,6.88060714285714,1.29153332791636,0.0806785667142047,20.3258834042012,31.8044701058817,31.8044701058817,418.53,0.618849,0.619816841,0.00025900687197,0.000827453694729436,0.0572246287982104,57.2246287982104,1143.40612346003,30.7953894724132,1.00174810287478,0.601048861724869,NA,72.9563174692613
"12998",615.9,"Colm",660,38,40,3921.699951,0.00025,0.006367714,10,172.5255,0.0335802633470998,1.55959401709402,1337.8440323547,8.29268376068376,625.627019644723,6.88131347962382,0.220922785178288,0.000541813130649752,17.0607306812602,0.0867872563637549,17.0607306812602,418.53,0.618849,0.619816841,0.00025900687197,0.000829218261884792,0.0571890841017969,57.1890841017969,1141.9997519087,16.5204506263368,0.538729699912695,0.646475639895234,NA,73.6027931091565
"6516",626.2,"Colm",670,70,60,3921.699951,0.00025,0.00025,10,172.5273,0.0335806601689233,2.25174145299145,1332.99673539957,8.31511965811966,625.630420898642,6.88197178683386,0.0799539527831507,0.000196087069200677,16.4645023090194,0.0261579247471846,16.4645023090194,418.53,0.618849,0.619816841,0.00025900687197,0.000826213825598676,0.0571502238430293,57.1502238430293,1140.4634034132,15.9441768257286,0.516846505582364,0.930323710048256,NA,74.5331168192047
"13000",636.4,"Colm",680,45,140,3921.699951,0.00025,0.00025,10,172.53,0.0335812554026882,2.94388888888889,1328.14943844444,8.33755555555556,625.63382215256,6.88263009404389,0.0533035800042669,0.000130727029960465,16.2325101350226,0.0162115553720429,16.2325101350226,418.53,0.618849,0.619816841,0.00025900687197,0.000823209389312559,0.0571113961783774,57.1113961783774,1138.92960350596,15.7205740691281,0.506554523587976,2.1275289990695,NA,76.6606458182742
"6722",646.7,"Colm",690,60,60,3921.699951,0.00025,0.00025,10,173.0916,0.0337050908566873,3.63603632478633,1323.30214148932,8.35999145299145,625.637223406479,6.88328840125392,0.093625252379687,0.000229615931461182,16.5557158738709,0.0315134462398525,16.5557158738709,418.53,0.618849,0.619816841,0.00025900687197,0.000820204953026443,0.0570726010758069,57.0726010758069,1137.3983479673,16.0346652362183,0.513574841310831,0.924434714359495,NA,77.5850805326337
"6826",657,"Colm",700,35,90,3921.699951,0.012053589,0.00025,10,173.5299,0.0338017751203315,4.31224412171508,1318.49643295989,8.38206115739534,625.640592267503,6.88394043887147,0.107307222604227,0.0126886185200081,19.0516412870153,3.58543984575511,19.0516412870153,418.53,0.618849,0.619816841,0.00025900687197,0.000817226293946967,0.0570344709152322,57.0344709152322,1135.89456351776,18.4532581494615,0.587510208337335,1.5862775625108,NA,79.1713580951445
"7323",706.1,"Colm",710,62,80,3921.527832,0.018759683,0.068949273,10,173.9241,0.0338887590718087,2.92052558782849,1292.87220770401,8.4129456420408,625.656950679206,6.8871065830721,0.0683241110318725,0.0125738562959465,19.0455838705258,3.54720542428085,19.0455838705258,418.53,0.618849,0.619816841,0.00025900687197,0.000801343967595796,0.0569811641138651,56.9811641138651,1133.7942768921,18.4490981204571,0.57013246170627,1.36831790809505,NA,80.5396760032396
"13001",680.3,"Colm",720,20,40,3921.295166,0.012053589,0.017366059,10,174.1104,0.0339298770297169,3.66736860304288,1306.623029574,8.39637198790432,625.648172204807,6.88540752351097,0.424123462871462,0.0501507791848188,19.9904519494507,18.148518851818,18.148518851818,418.53,0.618849,0.619816841,0.00025900687197,0.000809866958568404,0.0570097626864971,57.0097626864971,1134.92076459216,17.579255258359,0.552066013241022,0.662479215889226,NA,81.2021552191288
"13004",705.9,"Colm",730,45,144,3921.01416,0.027255166,0.04167822,10,174.2571,0.0339622590460547,2.93981673582296,1293.22739498479,8.41251754027343,625.656723928945,6.88706269592477,0.0524108935895906,0.0140132672049777,19.1179698784102,4.03115979983713,19.1179698784102,418.53,0.618849,0.619816841,0.00025900687197,0.000801564118654129,0.0569819025995046,56.9819025995046,1133.82335698141,18.5191933327889,0.572538347431622,2.47336566090461,NA,83.6755208800334
"7320",706,"Colm",740,55,65,3920.751953,0.068949273,0.027255166,10,174.3048,0.0339727889471126,2.92879322268326,1293.02443082434,8.41276216985478,625.656853500523,6.88708777429467,0.0950287802716436,0.0642767417284425,20.1648399246184,24.3229958664558,24.3229958664558,418.53,0.618849,0.619816841,0.00025900687197,0.000801438318049367,0.0569814806062637,56.9814806062637,1133.80673967471,23.5612147019158,0.72824291022414,1.42007367493707,NA,85.0955945549705
"7315",705.7,"Colm",750,10,43,3920.541748,0.04167822,0.016110971,10,174.3192,0.033975967860283,2.94808437067773,1293.37961810512,8.41233406808742,625.656626750261,6.88704388714734,0.790138787448441,0.32305878227747,21.3372157318755,163.480421839446,163.480421839446,418.53,0.618849,0.619816841,0.00025900687197,0.0008016584691077,0.0569822190969674,56.9822190969674,1133.83582015884,158.360113206664,4.8967310055358,6.31678299714118,NA,91.4123775521117
"7132",687.5,"Colm",760,22,92,3920.249023,0.047109253,0.047490579,10,174.5982,0.0340375661750991,3.46343360995851,1302.86819260581,8.4008976351593,625.650569278997,6.88587147335423,0.168169793355233,0.0777182862862891,20.29930675248,30.4320292834716,30.4320292834716,418.53,0.618849,0.619816841,0.00025900687197,0.000807539647380312,0.0570019517236795,57.0019517236795,1134.61302565108,29.4778691977698,0.921697470588493,2.54388501882424,NA,93.9562625709359
"13002",703.4,"Colm",770,57,130,3920.207764,0.016110971,0.047109253,10,174.6387,0.0340465089516682,3.02249308437068,1294.74962618811,8.41068281841331,625.655752142111,6.88687460815047,0.0459467057377438,0.00726181368856284,18.6831229785033,1.85586652962223,18.6831229785033,418.53,0.618849,0.619816841,0.00025900687197,0.000802507623189842,0.0569850676718038,56.9850676718038,1133.94799637058,18.0978664088322,0.560516749928403,2.18601532472077,NA,96.1422778956567
"13005",711.8,"Colm",780,54,109,3919.793213,0.053757363,0.018759683,10,174.6846,0.0340566444309919,2.7606846473029,1289.92922737759,8.41649277097037,625.658829467085,6.88747021943574,0.0578604220710022,0.030513256620646,19.6458124428881,10.0974107049289,10.0974107049289,418.53,0.618849,0.619816841,0.00025900687197,0.000799519858826751,0.0569750456874002,56.9750456874002,1133.55336301686,9.78127536090755,0.301221731439763,0.984995061808026,NA,97.1272729574647
"7458",719.5,"Colm",790,9,135,3919.342529,0.04566357,0.053757363,10,174.7476,0.0340705564483569,2.54297026279391,1285.92068520885,8.42132420520204,625.661388505747,6.88796551724138,0.280416102455613,0.125615091174605,20.6433110991454,53.6269211468071,53.6269211468071,418.53,0.618849,0.619816841,0.00025900687197,0.000797035296882706,0.0569667132733546,56.9667132733546,1133.225323413,51.9486914831172,1.59221238156061,6.44846014532046,NA,103.575733102785
"7535",727.1,"Colm",800,24,85,3919.095703,0.043582438,0.04566357,10,174.7989,0.0340818852967886,2.33076763485477,1282.01362512033,8.42603332464303,625.663882758621,6.88844827586207,0.167068065180336,0.0714289015424444,20.2394395783433,27.5476657577394,27.5476657577394,418.53,0.618849,0.619816841,0.00025900687197,0.000794613635241042,0.0569585932543226,56.9585932543226,1132.90570145536,26.6859506986961,0.814119179786493,2.07600390845556,NA,105.651737011241
"7626",736.1,"Colm",810,29,115,3918.617188,0.065064576,0.043582438,10,175.0617,0.034139927714958,2.07998271092669,1277.39619047026,8.43159864761875,625.666830512017,6.88901880877743,0.102368598845451,0.065340186594811,20.1764245111432,24.7985538722327,24.7985538722327,418.53,0.618849,0.619816841,0.00025900687197,0.000791751671482713,0.0569489987104707,56.9489987104707,1132.52810998328,24.0232338396666,0.728847687645535,2.51452452237709,NA,108.166261533618
"7717",745.1,"Colm",820,24,120,3917.923828,0.055386242,0.065064576,10,175.2579,0.034183268289802,1.82919778699862,1272.77875582019,8.43716397059446,625.669778265413,6.88958934169279,0.118691903784035,0.0644899443480121,20.1671771866338,24.4182244374427,24.4182244374427,418.53,0.618849,0.619816841,0.00025900687197,0.000788889707724383,0.0569394061619573,56.9394061619573,1132.15067398323,23.6551895400144,0.713705785899655,2.56934082923876,NA,110.735602362857
"7808",754.1,"Colm",830,24,130,3917.619629,0.016889667,0.055386242,10,175.3623,0.0342063328709779,1.57841286307054,1268.16132117012,8.44272929357018,625.672726018809,6.89015987460815,0.109635682278775,0.018165276718712,19.2924047407617,5.475440953056,19.2924047407617,418.53,0.618849,0.619816841,0.00025900687197,0.000786027743966053,0.0569298156082961,56.9298156082961,1131.77339339111,18.689855904203,0.560755504559563,2.18694646778229,NA,112.922548830639
"7899",763.1,"Colm",840,35,124,3917.619629,0.00025,0.016889667,10,175.4271,0.0342206497340817,1.32762793914246,1263.54388652006,8.4482946165459,625.675673772205,6.89073040752351,0.0788494233504187,0.000193378210766902,16.4564880109249,0.0257320515642542,16.4564880109249,418.53,0.618849,0.619816841,0.00025900687197,0.000783165780207723,0.0569202270490007,56.9202270490007,1131.39626814284,15.9427774296921,0.475656655715104,1.76944275926019,NA,114.691991589899
"7990",772.1,"Colm",850,20,136,3917.619629,0.00025,0.00025,10,175.4829,0.0342329787060845,1.07684301521438,1258.92645186999,8.45385993952161,625.678621525601,6.89130094043887,0.125856539360605,0.000308663162781884,16.728032438018,0.0446792202327094,16.728032438018,418.53,0.618849,0.619816841,0.00025900687197,0.000780303816449393,0.0569106404835853,56.9106404835853,1131.01929817437,16.2061152744448,0.480792380422271,1.96163291212287,NA,116.653624502022
"8126",785.6,"Colm",860,20,75,3917.619629,0.00025,0.00025,10,175.5414,0.0342459047996059,0.702043568464731,1252.02567041494,8.46217734528752,625.683026959248,6.89215360501567,0.228306031997373,0.000559920543473557,17.0803717187512,0.0902199688987758,17.0803717187512,418.53,0.618849,0.619816841,0.00025900687197,0.000776026595887494,0.0568963170244878,56.8963170244878,1130.45620379177,16.5478735432821,0.48678082193215,1.09525684934734,NA,117.748881351369
"8262",799.1,"Colm",870,38,164,3917.619629,0.00025,0.00025,10,175.6143,0.0342620135004116,0.329461663947798,1244.37497030212,8.47049475105342,625.68735858956,6.89299623541272,0.0549775569647169,0.000134832458455968,16.2500873483463,0.0168139973056833,16.2500873483463,418.53,0.618849,0.619816841,0.00025900687197,0.000771284563112129,0.0568819980161073,56.8819980161073,1129.89345587711,15.7438661053077,0.458766475247271,2.25713105821657,NA,120.006012409586
"8398",812.6,"Colm",880,42,92,3917.619629,0.065007229,0.00025,10,175.6404,0.0342677810286906,0.256247960848287,1135.48525139054,8.47881215681933,625.681726769657,6.89248425154323,0.088684733511104,0.0565561095333726,20.0747283591558,20.9141086752388,20.9141086752388,418.53,0.618849,0.619816841,0.00025900687197,0.000703792881518974,0.0568676834568232,56.8676834568232,1129.33105421674,20.2630986786641,0.512533804763513,1.4145933011473,NA,121.420605710733
"8536",826.2,"Colm",890,8,157,3915.863281,0.29658525,0.065007229,10,177.6672,0.034716005472729,0.181957585644372,1024.9942130832,8.48725187737591,625.676012128874,6.89196473849918,0.276401317458033,0.804189993156864,22.0292873126521,479.553144417009,479.553144417009,418.53,0.618849,0.619816841,0.00025900687197,0.000635308675196508,0.0568531629353695,56.8531629353695,1128.76073565407,464.63744957182,9.94042931033458,46.8194220516759,NA,168.240027762409
"8679",839.7,"Colm",900,11,182,3912.754883,0.325198703,0.21183237,10,177.6906,0.0347211843316541,0.104975530179445,910.49987628646,8.49599738490918,625.670090435889,6.89142640251876,0.173432489169101,0.553284201456721,21.7428306542044,308.455470301947,308.455470301947,418.53,0.618849,0.619816841,0.00025900687197,0.000564343157050764,0.0568381211373835,56.8381211373835,1128.17012902812,298.869302024999,5.18679925748482,28.3199239458671,NA,196.559951708276
"8680",839.7,"Colm",910,35,163,3911.470215,0.428827084,0.267772448,10,177.6906,0.0347211843316541,0.104437194127243,909.699216588581,8.49605854230452,625.670049025449,6.89142263793148,0.0608609716593411,0.256029551789663,21.1642580076869,124.249838192957,124.249838192957,418.53,0.618849,0.619816841,0.00025900687197,0.000563846894686109,0.056838015967287,56.8380159672869,1128.16600025747,120.388428113045,2.08591034994082,10.2001016112106,NA,206.760053319487
"8681",839.7,"Colm",920,27,102,3910.070313,0.369653917,0.428827084,10,187.6824,0.0369406926270038,0.103898858075041,908.898556890701,8.49611969969985,625.670007615008,6.89141887334421,0.134134686372563,0.486413273909439,21.6450245899312,264.959754028139,264.959754028139,418.53,0.618849,0.619816841,0.00025900687197,0.000563350632321453,0.0568379107974307,56.8379107974307,1128.16187150551,256.725438048592,4.44090427518767,13.5891670820743,NA,220.349220401561
"8765",848,"Colm",930,19,164,3908.401367,0.194413348,0.342119891,10,187.6977,0.0369441035130026,0.0586786296900489,841.643142268842,8.50125692090821,625.66652913801,6.89110264801305,0.118562591505143,0.226121975051919,21.0724431499821,107.309454554826,107.309454554826,418.53,0.618849,0.619816841,0.00025900687197,0.000521664593690387,0.056829077387223,56.829077387223,1127.81512303743,103.976131268211,1.55200970445966,7.63588774594151,NA,227.985108147502
"13006",858.9,"Colm",940,22,150,3906.325195,0.105669826,0.194413348,10,187.7085,0.036946511219441,0.00324380165289256,754.411471294628,8.5082250477562,625.661979799174,6.89071837284298,0.111959124907397,0.116059179243634,20.5862231549541,48.8467105549498,48.8467105549498,418.53,0.618849,0.619816841,0.00025900687197,0.000467596934951999,0.0568170984583271,56.8170984583271,1127.34500402178,47.3303856339297,0.560935220297985,2.52420849134093,NA,230.509316638843
"13007",869.9,"Colm",950,28,165,3906.084717,0.012816114,0.105669826,10,188.3124,0.0370811713506662,0.36654958677686,758.917913892975,8.54204577245041,625.657992506612,6.8936376352562,0.0802622756507926,0.0100910611562182,18.8995160357444,2.73627024424816,18.8995160357444,418.53,0.618849,0.619816841,0.00025900687197,0.000470390103967454,0.0567590014128895,56.7590014128895,1125.06665964229,18.31467991884,0.219737719509297,1.08770171157102,NA,231.597018350414
"9063",877.7,"Colm",960,20,143,3906.084717,0.00025,0.012816114,10,188.3232,0.0370835801014742,0.626053719008264,762.136801463223,8.56620343294628,625.655144440496,6.89572282269422,0.129662867487672,0.000317998182513516,16.7454859902213,0.0462780010150375,16.7454859902213,418.53,0.618849,0.619816841,0.00025900687197,0.000472385224692779,0.0567175484275868,56.7175484275868,1123.4427582457,16.2284772595966,0.196401852528958,0.842563947349231,NA,232.439582297764
"13010",885.9,"Colm",970,10,161,3906.084717,0.018515554,0.00025,10,190.395,0.0375459966258317,0.912704918032787,770.994077858033,8.59333442622951,625.650659016393,6.89724918032787,0.233204947986532,0.0423587835016911,19.8726560364731,14.8698580956862,14.8698580956862,418.53,0.618849,0.619816841,0.00025900687197,0.000477875113767674,0.0566710379521043,56.6710379521043,1121.62244399484,14.4119269453138,0.178758198051086,0.863402096586746,NA,233.30298439435
"9234",894.7,"Colm",980,25,112,3905.769775,0.103231595,0.018515554,10,190.3986,0.0375468007129098,1.21516393442623,787.302333074426,8.62254754098361,625.644167213115,6.8978393442623,0.134095716831821,0.135798993513241,20.6997105764635,58.7937889369737,58.7937889369737,418.53,0.618849,0.619816841,0.00025900687197,0.000487983244998121,0.0566210107534945,56.6210107534945,1119.66651444877,56.9881523951089,0.738844197031902,2.48251650202719,NA,235.785500896378
"9323",903.5,"Colm",990,24,121,3904.266602,0.194624898,0.103231595,10,190.4139,0.0375502181054887,1.51426229508197,803.429385455082,8.65143606557377,625.637747540984,6.89842295081967,0.129305158765457,0.246878492722245,21.1373144331402,119.026527101005,119.026527101005,418.53,0.618849,0.619816841,0.00025900687197,0.00049797906365934,0.0565715930282952,56.5715930282952,1117.73647080348,115.381014594135,1.55984027154694,5.66222018571541,NA,241.447721082093
"13011",912.3,"Colm",1000,22,100,3902.342041,0.174797247,0.194624898,10,190.4778,0.0375644911387656,1.80248878923767,819.452497150673,8.68,625.6314,6.899,0.170747686994389,0.292791473314904,21.2638763795695,145.56349019404,145.56349019404,418.53,0.618849,0.619816841,0.00025900687197,0.000507910458133491,0.0565227829131289,56.5227829131289,1115.832165108,141.117241633606,1.98533943485988,5.95601830457964,NA,247.403739386673
"13013",943.3,"Colm",1030,22,380,3898.999512,0.047688514,0.093168062,10,190.9134,0.0376618059117709,0.112183406113537,1047.67200594498,8.70053493449782,625.670810480349,6.90065938864629,0.0450500070714962,0.0210754890296349,19.3930051158166,6.52485940656386,6.52485940656386,418.53,0.618849,0.619816841,0.00025900687197,0.00064936475312895,0.0564877249002395,56.4877249002395,1114.46562296648,6.32594463896367,0.13948979061146,1.59018361297065,NA,248.993922999643
"10052",975.6,"Colm",1060,100,600,3898.608398,0.00025,0.00025,10,193.617,0.0382664574195703,0.362139917695473,1113.17449851605,7.94907407407407,626.088576665844,6.873818342,0.00637774290326172,0.0000156414144702494,15.0699757944862,0.00132360752399299,15.0699757944862,418.53,0.618849,0.619816841,0.00025900687197,0.000689964301151977,0.0577883311103264,57.7883311103264,1165.85066179762,14.57766517875,0.363046701609663,6.53484062897394,NA,255.528763628617
"10149",985.2,"Colm",1070,11,400,3898.608398,0.00025,0.00025,10,193.716,0.0382886198115157,0.318230452674897,1031.63541791173,7.64909259259259,626.34583908786,6.8658205465,0.0870195904807174,0.000213415545653959,16.5133735682467,0.0289068160662458,16.5133735682467,418.53,0.618849,0.619816841,0.00025900687197,0.000639425005793762,0.0583178395263478,58.3178395263478,1187.17476554869,15.9594395234066,0.354062778087737,4.24875333705284,NA,259.77751696567
"13014",994.8,"Colm",1080,50,600,3898.608398,0.00025,0.00025,10,193.7835,0.0383037313947147,0.274320987654321,950.096337307407,7.34911111111111,626.603101509877,6.857822751,0.0127679104649049,0.0000313133004151792,15.4405726616671,0.0030024345930948,15.4405726616671,418.53,0.618849,0.619816841,0.00025900687197,0.000588885710435548,0.0588533479537183,58.8533479537183,1208.97724136577,14.9090530374455,0.289451423496117,5.21012562293011,NA,264.9876425886
"13016",1004.4,"Colm",1090,48,50,3898.608398,0.00025,0.00025,10,193.806,0.038308768744281,0.229053497942387,866.035429467901,7.03985185185185,626.868320501646,6.849577601,0.159619869767838,0.000391467730605622,16.8677537734022,0.0591418303426637,16.8677537734022,418.53,0.618849,0.619816841,0.00025900687197,0.000536783344086873,0.0594117841495245,59.4117841495245,1231.96588136203,16.2717731612917,0.268536258546442,0.402804387819664,NA,265.39044697642
"13017",1013.1,"Colm",1100,11,138,3898.608398,0.00025,0.00025,10,193.8087,0.0383093732314419,0.737836257309942,953.353200747953,6.978,626.939799966667,6.84754845421637,0.252367412591844,0.000618931079381497,17.1403771640754,0.101543334842573,17.1403771640754,418.53,0.618849,0.619816841,0.00025900687197,0.000590904369244835,0.0595242545835881,59.5242545835881,1236.62697373722,16.53164234163,0.326598318091484,1.35211703689874,NA,266.742564013318
"10537",1023.7,"Colm",1110,22,104,3898.608398,0.00025,0.00025,10,193.8123,0.0383101792160606,1.47350299401198,1099.23507723234,6.978,626.964076646707,6.84704790419162,0.167439594475789,0.000410645605451873,16.8960133960219,0.0625755665762798,16.8960133960219,418.53,0.618849,0.619816841,0.00025900687197,0.000681324413086537,0.0595242545835881,59.5242545835881,1236.62697373722,16.2959570719278,0.409649998691249,1.2781079959167,NA,268.020672009235
"10640",1033.9,"Colm",1120,19,121,3898.608398,0.00025,0.00025,10,193.815,0.0383107837058277,1.37482035928144,1061.78797005988,6.978,626.944134530938,6.84745908183633,0.166641077450316,0.000408687242446901,16.893186696725,0.0622235799781627,16.893186696725,418.53,0.618849,0.619816841,0.00025900687197,0.000658114065414318,0.0595242545835881,59.5242545835881,1236.62697373722,16.2932307619209,0.387071084677832,1.40506803738053,NA,269.425740046616
"13020",1044.1,"Colm",1130,7,60,3898.608398,0.00025,0.00025,10,193.8177,0.0383113881967118,1.2761377245509,1024.34086288743,6.978,626.92419241517,6.84787025948104,0.912175909445519,0.00223711141791514,17.9288304589123,0.462535321921136,17.9288304589123,418.53,0.618849,0.619816841,0.00025900687197,0.000634903717742098,0.0595242545835881,59.5242545835881,1236.62697373722,17.2920939786362,0.386910249060579,0.696438448309042,NA,270.122178494925
"10844",1054.2,"Colm",1140,10,60,3898.608398,0.00025,0.00025,10,193.8213,0.0383121941862948,1.17745508982036,986.89375571497,6.978,626.904250299401,6.84828143712575,0.63853656977158,0.0015660109373648,17.7064179623264,0.303648662114638,17.7064179623264,418.53,0.618849,0.619816841,0.00025900687197,0.000611693370069878,0.0595242545835881,59.5242545835881,1236.62697373722,17.0775803882601,0.358516491511359,0.645329684720446,NA,270.767508179645
"10948",1064.4,"Colm",1150,13,83,3898.608398,0.00025,0.00025,10,193.8249,0.0383130001778635,1.07781437125749,949.08308439521,6.978,626.884114570858,6.84869660678643,0.355078778293452,0.000870830703764691,17.3464486390855,0.151927126418396,17.3464486390855,418.53,0.618849,0.619816841,0.00025900687197,0.000588257679216375,0.0595242545835881,59.5242545835881,1236.62697373722,16.7303952564037,0.327889126831613,0.816443925810715,NA,271.583952105456
"13021",1075.6,"Colm",1160,33,122,3898.608398,0.00025,0.00025,10,193.8276,0.038313604672843,1.0891586073501,926.281374423598,6.98542359767892,626.869326499033,6.84922050290135,0.0951654363458595,0.00023339323263822,16.5651732722175,0.0321260746814287,16.5651732722175,418.53,0.618849,0.619816841,0.00025900687197,0.000574124795372373,0.0595107417700413,59.5107417700413,1236.06641394522,15.9772288254381,0.299619396276801,1.09660699037309,NA,272.680559095829
"11153",1084.7,"Colm",1170,48,87,3898.608398,0.00025,0.00025,10,193.8303,0.0383142091689395,1.29512572533849,938.100120891876,7.0035918762089,626.869146615087,6.84976015473888,0.0917485851746636,0.000225013405140862,16.5439872843594,0.0307694278763672,16.5439872843594,418.53,0.618849,0.619816841,0.00025900687197,0.000581450253472921,0.0594776868950589,59.4776868950589,1234.69581336903,15.9576799801549,0.306039362549937,0.798762736255336,NA,273.479321832084
"11246",1093.9,"Colm",1180,65,105,3898.608398,0.00025,0.00025,10,193.833,0.0383148136661529,1.50109284332689,949.918867360155,7.02176015473888,626.868966731141,6.8502998065764,0.0561389211225683,0.000137680704053099,16.2619810869957,0.0172339072322746,16.2619810869957,418.53,0.618849,0.619816841,0.00025900687197,0.000588775711573469,0.0594446546636461,59.4446546636461,1233.3270506628,15.6865378341965,0.307503119422139,0.968634826179739,NA,274.447956658264
"11338",1103,"Colm",1190,43,142,3898.608398,0.00025,0.00025,10,193.8357,0.0383154181644831,1.70484526112186,961.610530533075,7.0397330754352,626.868788781431,6.850833655706,0.0627504391819245,0.00015389545209367,16.3254738797762,0.0196535019363874,16.3254738797762,418.53,0.618849,0.619816841,0.00025900687197,0.000596022401307345,0.0594119998793661,59.4119998793661,1231.97481184116,15.7486476865217,0.315331496709144,1.34331217598095,NA,275.791268834245
"13022",1112.1,"Colm",1200,31,181,3898.608398,0.00025,0.00025,10,193.8375,0.0383158211639904,1.90859767891683,973.302193705996,7.05770599613153,626.868610831721,6.85136750483559,0.0682869740937272,0.000167473803964866,16.3738585715744,0.0217155504703969,16.3738585715744,418.53,0.618849,0.619816841,0.00025900687197,0.000603269091041221,0.0593793672189647,59.3793672189647,1230.62436695894,15.796189018059,0.322906844698366,1.75338416671213,NA,277.544653000957
"11538",1122.9,"Colm",1210,17,91,3898.608398,0.00025,0.00025,10,193.8402,0.038316425664182,2.14768085106383,987.137443028085,7.07910638297872,626.868131914894,6.85200212765958,0.247682130990188,0.000607440426253435,17.1291385859435,0.0993225531291714,17.1291385859435,418.53,0.618849,0.619816841,0.00025900687197,0.000611844411570485,0.0593405402858482,59.3405402858482,1229.0187265085,16.5259015276912,0.346012223900043,0.944613371247119,NA,278.489266372204
"13023",1132.1,"Colm",1220,70,80,3898.608398,0.00025,0.00025,10,193.8438,0.0383172316661749,1.92968085106383,985.555435068085,7.08910638297872,626.842931914894,6.85220212765957,0.0684236279753123,0.000167808947609453,16.3750043065999,0.0217668383946394,16.3750043065999,418.53,0.618849,0.619816841,0.00025900687197,0.000610863856394281,0.0593224079232322,59.3224079232322,1228.26931050679,15.7988074231371,0.329768563597253,0.791444552633408,NA,279.280710924838
"11724",1141.3,"Colm",1230,100,98,3898.608398,0.00025,0.00025,10,193.8465,0.0383178361689725,1.71168085106383,983.973427108085,7.09910638297872,626.817731914894,6.85240212765957,0.0390998328254821,0.0000958923400044949,16.0574038794041,0.0112465298485237,16.0574038794041,418.53,0.618849,0.619816841,0.00025900687197,0.000609883301218077,0.059304282394647,59.304282394647,1227.52044790989,15.4928550166937,0.322382683903774,0.947805090677097,NA,280.228516015515
"11817",1150.5,"Colm",1240,44,78,3898.608398,0.00025,0.00025,10,193.8492,0.0383184406728869,1.496,982.40824902,7.109,626.7928,6.8526,0.111650468161092,0.000273822773165079,16.6580564189555,0.0387906989273501,16.6580564189555,418.53,0.618849,0.619816841,0.00025900687197,0.000608913177479918,0.0592863564132393,59.2863564132393,1226.78009615478,16.0728745536848,0.333426477598406,0.78021795758027,NA,281.008733973095
"11911",1159.8,"Colm",1250,30,170,3898.608398,0.00025,0.00025,10,193.8519,0.0383190451779181,1.278,980.82624106,7.119,626.7676,6.8528,0.0751353827018002,0.000184269526076165,16.4287214831274,0.0243079688375435,16.4287214831274,418.53,0.618849,0.619816841,0.00025900687197,0.000607932622303714,0.0592682444710437,59.2682444710437,1226.03233330758,15.8520791967362,0.327824432506391,1.67190460578259,NA,282.680638578878
