"","lon_fit","lat_fit","dist","x_pred","w","d","notes","midpoint","length","area"
"21",-78.2005528229785,-0.32823,507.507959900184,445,61,"28","stn 1",502.645587,7.37978400000003,4.50166824000002
"22",-78.2005528229785,-0.32823,507.507959900184,449,83,"17","",507.507959900184,0,0
"23",-78.2005528229785,-0.32823,507.507959900184,459,90,"19","",507.507959900184,0,0
"24",-78.2005528229785,-0.32823,507.507959900184,469,53,"15","",507.507959900184,0,0
"25",-78.2005528229785,-0.32823,507.507959900184,479,63,"34","",507.507959900184,0,0
"26",-78.2005528229785,-0.32823,507.507959900184,489,99,"37","",507.507959900184,0,0
"27",-78.2005528229785,-0.32823,507.507959900184,492,83,"58","syn",507.507959900184,0,0
"28",-78.2005528229785,-0.32823,507.507959900184,496,56,"24","stn 2",507.507959900184,0,0
"29",-78.2005528229785,-0.32823,507.507959900184,499,72,"23","",507.507959900184,0,0
"30",-78.2005528229785,-0.32823,507.507959900184,509,56,"14,5","",507.507959900184,0,0
"31",-78.2005528229785,-0.32823,507.507959900184,519,75,"14","",507.507959900184,0,0
"32",-78.2005528229785,-0.32823,507.507959900184,529,48,"7","little waterfall",507.507959900184,0,0
"33",-78.2005528229785,-0.32823,507.507959900184,539,62,"6","",507.507959900184,0,0
"34",-78.2005528229785,-0.32823,507.507959900184,541,50,"6","syn",507.507959900184,0,0
"35",-78.2005528229785,-0.32823,507.507959900184,549,59,"9","",507.507959900184,0,0
"36",-78.2005528229785,-0.32823,507.507959900184,550,42,"18","syn",507.507959900184,0,0
"37",-78.2005528229785,-0.32823,507.507959900184,559,81,"37","syn",507.507959900184,0,0
"38",-78.2005528229785,-0.32823,507.507959900184,569,69,"16","syn",507.507959900184,0,0
"39",-78.2005528229785,-0.32823,507.507959900184,579,25,"16","",507.507959900184,0,0
"40",-78.2005528229785,-0.32823,507.507959900184,589,76,"40","river splits",507.507959900184,0,0
"41",-78.2005528229785,-0.32823,507.507959900184,599,80,"18","",507.507959900184,0,0
"42",-78.2005528229785,-0.32823,507.507959900184,609,74,"30","groundwater (underground stream) ruver rt",507.507959900184,0,0
"43",-78.2005528229785,-0.32823,507.507959900184,619,45,"14","",507.507959900184,0,0
"44",-78.2005528229785,-0.32823,507.507959900184,629,58,"8","",507.507959900184,0,0
"45",-78.2005528229785,-0.32823,507.507959900184,639,28,"21","",507.507959900184,0,0
"46",-78.2005528229785,-0.32823,507.507959900184,649,27,"9","",507.507959900184,0,0
"47",-78.2005528229785,-0.32823,507.507959900184,659,37,"23","syn",507.507959900184,0,0
"48",-78.2005528229785,-0.32823,507.507959900184,669,76,"28","syn",507.507959900184,0,0
"49",-78.2005528229785,-0.32823,507.507959900184,679,51,"18","",507.507959900184,0,0
"50",-78.2005528229785,-0.32823,507.507959900184,689,39,"11","",507.507959900184,0,0
"51",-78.2005528229785,-0.32823,507.507959900184,699,26,"14","",507.507959900184,0,0
"52",-78.2005528229785,-0.32823,507.507959900184,709,20,"11","",507.507959900184,0,0
"53",-78.2005528229785,-0.32823,507.507959900184,717,48,"29","syn",507.507959900184,0,0
"54",-78.2005528229785,-0.32823,507.507959900184,719,81,"12","",507.507959900184,0,0
"55",-78.2005528229785,-0.32823,507.507959900184,728,46,"21","stn 3",507.507959900184,0,0
"56",-78.2005528229785,-0.32823,507.507959900184,729,40,"21","",507.507959900184,0,0
"57",-78.2005528229785,-0.32823,507.507959900184,739,56,"27","",507.507959900184,0,0
"58",-78.2005528229785,-0.32823,507.507959900184,743,81,"9","syn",507.507959900184,0,0
"59",-78.2005528229785,-0.32823,507.507959900184,749,57,"9","",507.507959900184,0,0
"60",-78.2005528229785,-0.32823,507.507959900184,759,64,"13","",507.507959900184,0,0
"61",-78.2005528229785,-0.32823,507.507959900184,766,84,"13","syn",507.507959900184,0,0
"62",-78.2005528229785,-0.32823,507.507959900184,769,61,"8","",507.507959900184,0,0
"63",-78.2005528229785,-0.32823,507.507959900184,779,53,"9","",507.507959900184,0,0
"64",-78.2005528229785,-0.32823,507.507959900184,789,61,"18","",507.507959900184,0,0
"65",-78.2005528229785,-0.32823,507.507959900184,791,60,"21","syn",507.507959900184,0,0
"66",-78.2005528229785,-0.32823,507.507959900184,799,48,"87","",507.507959900184,0,0
"67",-78.2005528229785,-0.32823,507.507959900184,809,56,"19","syn",507.507959900184,0,0
"68",-78.2005528229785,-0.32823,507.507959900184,817,36,"15","",507.507959900184,0,0
"69",-78.2005528229785,-0.32823,507.507959900184,829,53,"9","",507.507959900184,0,0
"70",-78.2005528229785,-0.32823,507.507959900184,833,48,"17","syn",507.507959900184,0,0
"71",-78.2005528229785,-0.32823,507.507959900184,839,56,"23","",507.507959900184,0,0
"72",-78.2005528229785,-0.32823,507.507959900184,849,50,"23","",507.507959900184,0,0
"73",-78.2005528229785,-0.32823,507.507959900184,858,59,"10","syn?",507.507959900184,0,0
"74",-78.2005528229785,-0.32823,507.507959900184,859,41,"16","syn",507.507959900184,0,0
"75",-78.2005528229785,-0.32823,507.507959900184,872,53,"14","",507.507959900184,0,0
"76",-78.2005528229785,-0.32823,507.507959900184,879,49,"15","",507.507959900184,0,0
"77",-78.2005528229785,-0.32823,507.507959900184,889,50,"9","",507.507959900184,0,0
"78",-78.2005528229785,-0.32823,507.507959900184,894,83,"17","stn4",507.507959900184,0,0
"79",-78.2005528229785,-0.32823,507.507959900184,899,76,"6","",507.507959900184,0,0
"80",-78.2005528229785,-0.32823,507.507959900184,904.7,41,"30","syn 4",507.507959900184,0,0
"81",-78.2005528229785,-0.32823,507.507959900184,905.5,83,"17","",507.507959900184,0,0
"82",-78.2005528229785,-0.32823,507.507959900184,909,64,"10","",507.507959900184,0,0
"83",-78.2005528229785,-0.32823,507.507959900184,919,22,"8","",507.507959900184,0,0
"84",-78.2005528229785,-0.32823,507.507959900184,919.9,22,"21","",507.507959900184,0,0
"85",-78.2005528229785,-0.32823,507.507959900184,929,53,"77","",507.507959900184,0,0
"86",-78.2005528229785,-0.32823,507.507959900184,939,47,"10","",507.507959900184,0,0
"87",-78.2005528229785,-0.32823,507.507959900184,949,78,"6","",507.507959900184,0,0
"88",-78.2005528229785,-0.32823,507.507959900184,959,75,"25","",507.507959900184,0,0
"89",-78.2005528229785,-0.32823,507.507959900184,969,70,"60","",507.507959900184,0,0
"90",-78.2005528229785,-0.32823,507.507959900184,979,95,"35","",507.507959900184,0,0
"91",-78.2005528229785,-0.32823,507.507959900184,999,120,"25","",507.507959900184,0,0
"92",-78.2005528229785,-0.32823,507.507959900184,1009,90,"60","very turbulent",507.507959900184,13.9810560000001,12.5829504000001
