"","lon_fit","lat_fit","Date","EOS_no","Flux_ave","Point","CO2_ppm_ave","adjusted_ppm","AirTemp_c","VaisalaType","Total_hPa","COLM_waterTempAve","DOC","TDN","ele_fit","dist_diff","Total_flux","dist","slope50m","midpoint","surface_area","flux_umolpers","Totalflux_umolpers"
"1",-78.1995123160602,-0.34008041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.63924134997,1.22532597288796,NA,0,-0.0274224057736438,NA,NA,NA,NA
"2",-78.1995077159309,-0.34009041087091,"2021-07-09","EOS2",-0.665,1,468.692307692308,701.356737021668,6.932,"old",626.0484,7.28,2.753,0.1637,3948.60597501901,1.46350413188725,NA,1.46350413188725,-0.0282626953055582,26.2450859940599,19.4838538341244,-12.9567627996927,-12.9567627996927
"3",-78.1994991811166,-0.34010041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.5655554978,1.22356325296846,NA,2.68706738485571,-0.0283203382196408,NA,NA,NA,NA
"4",-78.1994946190083,-0.34011041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.53118936476,1.11324801792875,NA,3.80031540278446,-0.0285629047980497,NA,NA,NA,NA
"5",-78.1994945213228,-0.34012041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.49946837642,1.14517801306079,NA,4.94549341584525,-0.0287820701140831,NA,NA,NA,NA
"6",-78.1994969356414,-0.34013041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.46638731245,1.15803671087497,NA,6.10353012672022,-0.0289419117947773,NA,NA,NA,NA
"7",-78.1994998025159,-0.34014041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.43247082727,1.13559783186065,NA,7.23912795858087,-0.0290936073196384,NA,NA,NA,NA
"8",-78.1995018188547,-0.34015041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.39875881425,1.11616180204828,NA,8.35528976062915,-0.0292651294810359,NA,NA,NA,NA
"9",-78.1995025494507,-0.34016041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.3651873007,1.11381688336928,NA,9.46910664399843,-0.0294417573291108,NA,NA,NA,NA
"10",-78.1995022151138,-0.34017041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.33125530261,1.11693186176285,NA,10.5860385057613,-0.0295973073849412,NA,NA,NA,NA
"11",-78.1995013950264,-0.34018041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.2967963836,1.11542916055919,NA,11.7014676663205,-0.0297236894134891,NA,NA,NA,NA
"12",-78.1995007611261,-0.34019041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.26195241433,1.11328830829643,NA,12.8147559746169,-0.0298369830357542,NA,NA,NA,NA
"13",-78.199500890671,-0.34020041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.22674578441,1.12217282066945,NA,13.9369287952863,-0.029963189252796,NA,NA,NA,NA
"14",-78.1995021632907,-0.34021041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.19082426301,1.14925652724969,NA,15.086185322536,-0.029963189252796,NA,NA,NA,NA
"15",-78.1995047292436,-0.34022041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.15358458773,1.19082102397465,NA,16.2770063465107,-0.0301217076217057,NA,NA,NA,NA
"16",-78.1995085283645,-0.34023041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.11451685247,1.2352982706218,NA,17.5123046171325,-0.0303185823390555,NA,NA,NA,NA
"17",-78.1995133389165,-0.34024041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.07347281373,1.27044645886781,NA,18.7827510760003,-0.0305483927086837,NA,NA,NA,NA
"18",-78.1995188388112,-0.34025041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.03071213739,1.28841207319419,NA,20.0711631491945,-0.0307993435966015,NA,NA,NA,NA
"19",-78.1995246662234,-0.34026041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.98677892984,1.28715924616108,NA,21.3583223953556,-0.0310581044683251,NA,NA,NA,NA
"20",-78.1995304712501,-0.34027041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.94231797108,1.26954227664874,NA,22.6278646720043,-0.0313132559896968,NA,NA,NA,NA
"21",-78.1995359542698,-0.34028041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.89790751114,1.24139108314603,NA,23.8692557551503,-0.0317868144910172,NA,NA,NA,NA
"22",-78.199540889771,-0.34029041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.85394642696,1.20941773909453,NA,25.0786734942449,-0.0320025513528286,NA,NA,NA,NA
"23",-78.1995451365915,-0.34030041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.81060894773,1.17941558174903,NA,26.2580890759939,-0.0322072454344366,NA,NA,NA,NA
"24",-78.1995486368361,-0.34031041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.76786347132,1.15509757384143,NA,27.4131866498353,-0.0324044158772637,NA,NA,NA,NA
"25",-78.1995514063707,-0.34032041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.72553738945,1.13778575360652,NA,28.5509724034418,-0.0325971230321057,NA,NA,NA,NA
"26",-78.1995535199039,-0.34033041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.68339911309,1.1268911947825,NA,29.6778635982243,-0.0327874455066843,NA,NA,NA,NA
"27",-78.1995550934165,-0.34034041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.64122784828,1.12082462583885,NA,30.7986882240632,-0.0329765059278055,NA,NA,NA,NA
"28",-78.1995562662441,-0.34035041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.59885309194,1.11787867677322,NA,31.9165669008364,-0.0331647934443136,NA,NA,NA,NA
"29",-78.1995571845579,-0.34036041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.55616239494,1.11677675521605,NA,33.0333436560525,-0.0333525399276429,NA,NA,NA,NA
"30",-78.1995579874176,-0.34037041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.51308800083,1.11682833624923,NA,34.1501719923017,-0.0335399944916086,NA,NA,NA,NA
"31",-78.1995587960468,-0.34038041087091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.46958636465,1.11779936664811,NA,35.2679713589498,-0.0337275385315875,NA,NA,NA,NA
