"","lat_fit","lon_fit","lon_dist","lat_dist","lat","lon","ele","time","Date","EOS_no","Flux_ave","Point","VaisalaType","CO2_ppm_ave","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm","ele_fit","slope","dist_diff","dist","slope50m"
"2999",-0.327048539022899,-78.2010131292531,-78.2010130249547,-0.327048639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.18991877923,0.178221734375448,0.0160847266893285,1.28839925328619,-0.182003323749489
"2998",-0.327048639022899,-78.2010130249547,-78.2010129207257,-0.327048739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.18705495389,0.178046254833103,0.0160791481586884,1.30447840144488,-0.181915459886723
"2997",-0.327048739022899,-78.2010129207257,-78.201012816566,-0.327048839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.18419494216,0.177870848247157,0.0160735795856652,1.32055198103055,-0.181827629563376
"2996",-0.327048839022899,-78.201012816566,-78.2010127124756,-0.327048939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.18133873917,0.177695514355368,0.0160680158579467,1.33661999688849,-0.181739834027465
"2995",-0.327048939022899,-78.2010127124756,-78.2010126084545,-0.327049039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.17848634093,0.177520253041352,0.0160624600257648,1.35268245691426,-0.181652072493875
"2994",-0.327049039022899,-78.2010126084545,-78.2010125045026,-0.327049139022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.17563774292,0.177345064325453,0.0160569069935264,1.36873936390779,-0.181564346129677
"2993",-0.327049139022899,-78.2010125045026,-78.2010124006197,-0.327049239022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.17279294155,0.177169948067012,0.0160513628799777,1.38479072678776,-0.181476653462312
"2992",-0.327049239022899,-78.2010124006197,-78.201012296806,-0.327049339022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.16995193211,0.176994904389991,0.0160458256440208,1.40083655243178,-0.181388994936359
"2991",-0.327049339022899,-78.201012296806,-78.2010121930612,-0.327049439022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.1671147103,0.17681993285784,0.0160402932318107,1.41687684566359,-0.181301370964364
"2990",-0.327049439022899,-78.2010121930612,-78.2010120893854,-0.327049539022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.16428127216,0.176645033538124,0.016034768711684,1.43291161437528,-0.181213780834172
"2989",-0.327049539022899,-78.2010120893854,-78.2010119857785,-0.327049639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.16145161321,0.176470206529995,0.0160292480036546,1.44894086237893,-0.181126225382542
"2988",-0.327049639022899,-78.2010119857785,-78.2010118822405,-0.327049739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.1586257297,0.176295451534371,0.0160237351706982,1.46496459754963,-0.181038703710182
"2987",-0.327049739022899,-78.2010118822405,-78.2010117787712,-0.327049839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.15580361715,0.176120768535725,0.0160182302202827,1.48098282776991,-0.180951215786195
"2986",-0.327049839022899,-78.2010117787712,-78.2010116753707,-0.327049939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.15298527109,0.175946157443331,0.0160127290763441,1.49699555684626,-0.180863762394402
"2985",-0.327049939022899,-78.2010116753707,-78.2010115720388,-0.327050039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.15017068779,0.175771618120749,0.0160072347802185,1.51300279162648,-0.180776342884339
"2984",-0.327050039022899,-78.2010115720388,-78.2010114687755,-0.327050139022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.14735986297,0.17559715075546,0.0160017473403684,1.52900453896684,-0.180688957221639
"2983",-0.327050139022899,-78.2010114687755,-78.2010113655808,-0.327050239022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.14455279237,0.175422754813912,0.0159962657289796,1.54500080469582,-0.180601605560234
"2982",-0.327050239022899,-78.2010113655808,-78.2010112624546,-0.327050339022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.1417494719,0.175248430710254,0.0159907940261164,1.56099159872194,-0.180514287103453
"2981",-0.327050339022899,-78.2010112624546,-78.2010111593968,-0.327050439022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.13894989679,0.175074177890164,0.0159853220389721,1.57697692076091,-0.180427003689044
"2980",-0.327050439022899,-78.2010111593968,-78.2010110564075,-0.327050539022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.13615406401,0.174899996701002,0.0159798599471017,1.59295678070801,-0.180339753423906
"2979",-0.327050539022899,-78.2010110564075,-78.2010109534864,-0.327050639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.13336196882,0.174725886659174,0.0159744036816249,1.60893118438964,-0.180252536999113
"2978",-0.327050639022899,-78.2010109534864,-78.2010108506336,-0.327050739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.13057360713,0.174551848098975,0.0159689552596092,1.62490013964925,-0.180165354026002
"2977",-0.327050739022899,-78.2010108506336,-78.2010107478491,-0.327050839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.12778897456,0.174377880615914,0.0159635116433563,1.64086365129261,-0.180078204989642
"2976",-0.327050839022899,-78.2010107478491,-78.2010106451327,-0.327050939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.12500806723,0.174203984188161,0.0159580738425902,1.6568217251352,-0.179991089675956
"2975",-0.327050939022899,-78.2010106451327,-78.2010105424843,-0.327051039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.1222308811,0.174030158919651,0.0159526428734367,1.67277436800863,-0.179904007877992
"2974",-0.327051039022899,-78.2010105424843,-78.2010104399041,-0.327051139022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.11945741197,0.173856404489466,0.015947219735267,1.6887215877439,-0.17981695939274
"2973",-0.327051139022899,-78.2010104399041,-78.2010103373918,-0.327051239022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.11668765545,0.173682720973935,0.0159417993668143,1.70466338711071,-0.179729945002338
"2972",-0.327051239022899,-78.2010103373918,-78.2010102349474,-0.327051339022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.11392160806,0.173509108277187,0.015936389876245,1.72059977698696,-0.179642963372541
"2971",-0.327051339022899,-78.2010102349474,-78.201010132571,-0.327051439022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.1111592649,0.173335566202996,0.0159309811139821,1.73653075810094,-0.179556016061985
"2970",-0.327051439022899,-78.201010132571,-78.2010100302623,-0.327051539022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.10840062284,0.173162094802911,0.0159255842347861,1.75245634233573,-0.179469101301125
"2969",-0.327051539022899,-78.2010100302623,-78.2010099280214,-0.327051639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.10564567682,0.172988693963159,0.0159201891062395,1.76837653144197,-0.179382220602208
"2968",-0.327051639022899,-78.2010099280214,-78.2010098258482,-0.327051739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.10289442355,0.172815363588841,0.0159148038153774,1.78429133525734,-0.179295372706817
"2967",-0.327051739022899,-78.2010098258482,-78.2010097237426,-0.327051839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.10014685834,0.172642103574677,0.0159094222970211,1.80020075755436,-0.179208558478035
"2966",-0.327051839022899,-78.2010097237426,-78.2010096217047,-0.327051939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.09740297756,0.172468913807561,0.015904049604373,1.81610480715874,-0.179121777135963
"2965",-0.327051939022899,-78.2010096217047,-78.2010095197343,-0.327052039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.0946627767,0.172295794408571,0.01589867865831,1.83200348581705,-0.179035029666819
"2964",-0.327052039022899,-78.2010095197343,-78.2010094178313,-0.327052139022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.09192625248,0.172122745035488,0.0158933175314715,1.84789680334852,-0.178948314879526
"2963",-0.327052139022899,-78.2010094178313,-78.2010093159957,-0.327052239022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.08919340026,0.171949765746575,0.0158879642200418,1.86378476756856,-0.178861633018039
"2962",-0.327052239022899,-78.2010093159957,-78.2010092142276,-0.327052339022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.08646421571,0.171776856559234,0.0158826126474239,1.87966738021598,-0.17877498488876
"2961",-0.327052339022899,-78.2010092142276,-78.2010091125267,-0.327052439022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.08373869557,0.171604017085871,0.0158772708861079,1.89554465110209,-0.17868836934541
"2960",-0.327052439022899,-78.2010091125267,-78.2010090108931,-0.327052539022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.08101683522,0.171431247534595,0.0158719328846928,1.91141658398679,-0.178601787168703
"2959",-0.327052539022899,-78.2010090108931,-78.2010089093266,-0.327052639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.07829863104,0.17125854769378,0.0158666026757075,1.92728318666249,-0.178515237781965
"2958",-0.327052639022899,-78.2010089093266,-78.2010088078273,-0.327052739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.07558407877,0.17108591766697,0.0158612792500321,1.94314446591252,-0.178428721281028
"2957",-0.327052739022899,-78.2010088078273,-78.2010087063951,-0.327052839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.07287317428,0.170913357012627,0.0158559605758626,1.95900042648839,-0.17834223788974
"2956",-0.327052839022899,-78.2010087063951,-78.2010086050299,-0.327052939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.07016591384,0.170740865989613,0.0158506496881188,1.97485107617651,-0.178255787181352
"2955",-0.327052939022899,-78.2010086050299,-78.2010085037316,-0.327053039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.06746229318,0.170568444411456,0.0158453435591213,1.99069641973563,-0.178169369502041
"2954",-0.327053039022899,-78.2010085037316,-78.2010084025003,-0.327053139022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.06476230856,0.170396092042147,0.0158400421759879,2.00653646191162,-0.178082984815106
"2953",-0.327053139022899,-78.2010084025003,-78.2010083013358,-0.327053239022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.06206595625,0.170223809130177,0.0158347505850571,2.02237121249667,-0.177996632458272
"2952",-0.327053239022899,-78.2010083013358,-78.2010082002381,-0.327053339022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.05937323165,0.170051595237819,0.0158294647527768,2.03820067724945,-0.177910312883367
"2951",-0.327053339022899,-78.2010082002381,-78.2010080992072,-0.327053439022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.05668413088,0.169879450489864,0.015824182652203,2.05402485990165,-0.177824026299777
"2950",-0.327053439022899,-78.2010080992072,-78.2010079982429,-0.327053539022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.05399865038,0.169707374868699,0.0158189093257306,2.06984376922738,-0.177737772067562
"2949",-0.327053539022899,-78.2010079982429,-78.2010078973452,-0.327053639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.05131678576,0.169535368109236,0.0158136397349651,2.08565740896235,-0.177651550743068
"2948",-0.327053639022899,-78.2010078973452,-78.2010077965141,-0.327053739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.04863853349,0.169363430235112,0.0158083789112311,2.10146578787358,-0.177565361700509
"2947",-0.327053739022899,-78.2010077965141,-78.2010076957495,-0.327053839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.04596388918,0.169191561266366,0.0158031228168198,2.1172689106904,-0.177479205368603
"2946",-0.327053839022899,-78.2010076957495,-78.2010075950514,-0.327053939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.04329284915,0.169019760773114,0.0157978734719251,2.13306678416232,-0.177393081476934
"2945",-0.327053939022899,-78.2010075950514,-78.2010074944196,-0.327054039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.04062540935,0.168848029032704,0.0157926308733423,2.14885941503567,-0.17730698998818
"2944",-0.327054039022899,-78.2010074944196,-78.2010073938542,-0.327054139022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.03796156576,0.168676365964979,0.0157873919895621,2.16464680702523,-0.177220931206133
"2943",-0.327054139022899,-78.2010073938542,-78.2010072933551,-0.327054239022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.03530131489,0.168504771147332,0.0157821608593096,2.18042896788454,-0.177134904645104
"2942",-0.327054239022899,-78.2010072933551,-78.2010071929222,-0.327054339022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.03264465254,0.168333244970323,0.0157769384663027,2.19620590635084,-0.177048910157939
"2941",-0.327054339022899,-78.2010071929222,-78.2010070925555,-0.327054439022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.02999157437,0.168161786954665,0.0157717177905141,2.21197762414135,-0.176962948466673
"2940",-0.327054439022899,-78.2010070925555,-78.2010069922548,-0.327054539022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.02734207724,0.167990397144561,0.0157665058422509,2.22774412998361,-0.176877018784843
"2939",-0.327054539022899,-78.2010069922548,-78.2010068920203,-0.327054639022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.0246961568,0.167819075575218,0.0157612996202872,2.24350542960389,-0.176791121390999
"2938",-0.327054639022899,-78.2010068920203,-78.2010067918517,-0.327054739022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.02205380925,0.167647822092184,0.0157561011268612,2.25926153073075,-0.176705256036281
"2937",-0.327054739022899,-78.2010067918517,-78.201006691749,-0.327054839022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.01941503043,0.167476636563084,0.0157509063383401,2.27501243706909,-0.176619423101054
"2936",-0.327054839022899,-78.201006691749,-78.2010065917123,-0.327054939022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.01677981686,0.167305519027995,0.015745719272509,2.2907581563416,-0.176533622136709
"2935",-0.327054939022899,-78.2010065917123,-78.2010064917413,-0.327055039022899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110.01414816443,0.167134469193651,0.0157405369213564,2.30649869326296,-0.176447853409906
